FORMNO	CHILDID	CDINT	EVERSCH	ENRSCH	SINGLSEX	SCTYPE	GRADNOW	TMSCHMIN	TRANSSCH	DANGSCH	SCHRISK1	SCHRISK2	SCHRISK3	MISSCH	WMISSC1	WMISSC2	WMISSC3	SEAMIS01	SEAMIS02	SEAMIS03	BESTSCH1	BESTSCH2	BESTSCH3	WORSTSC1	WORSTSC2	WORSTSC3	GRADCOMP	AGESTOP	XSINGLSX	XSCTYPE	XTMSCHMN	XTRNSSCH	XDANGSCH	XSCHRISK	SCHWHY1	SCHWHY2	SCHWHY3	CSLEEP	CCHCARE	CHHCHORE	CNPAYWRK	CPAYWORK	CSCHOOL	CSTUDY	CPLAY	CHLDWORK	PAYLIKE1	PAYLIKE2	PAYLIKE3	PYNOLIK1	PYNOLIK2	PYNOLIK3	SCHWRK	SCHMISS	WRKINJ	WRKINJ1	WRKINJ2	WRKINJ3	CHEALTHY	CFODFRQ1	CFODFRQ2	CFODFRQ3	CFODFRQ4	CFODFRQ5	CFODFRQ6	CFODFRQ7	CFOODTOT	CFDDIV01	CFDDIV02	CFDDIV03	CFDDIV04	CFDDIV05	CFDDIV06	CFDDIV07	CFDDIV08	CFDDIV09	CFDDIV10	CFDDIV11	CFDIVTOT	MENARCHE	VOICE	HAIRCHIN	CANYHELP	WHOHELP	CHELP01	CHELP02	CHELP03	CHELP04	CHELP05	CHELP06	FRIEND	LEAD	INCGAME	HARDTALK	HELPCHLD	UNDERFIF	WORKWITH	WOTALK	WOHELP	PAYTALK	GRPMEM01	GRPMEM02	GRPMEM03	GRPMEM04	GRPMEM05	GRPMEM06	GRPMEM07	GRPMEM08	GRPATT01	GRPATT02	GRPATT03	GRPATT04	GRPATT05	GRPATT06	GRPATT07	GRPATT08	CFAMSON	CLADDER	CFARLAD	CHLPMV1	CHLPMV2	CHLPMV3	CHLPDWN1	CHLPDWN2	CHLPDWN3	CFAMDTR	CSCUSEFL	CNSCUSE	CHFUTURE	CGRDLIKE	CEXPGRAD	CYDRPOT1	CYDRPOT2	CYDRPOT3	TR1	TR2	TR3	SV1	SV2	TR4	SV5	SV6	AG1	AG2	AG3	PS1	PS2	PS7	PS3	SD1	SD2	WHYBAD1	WHYBAD2	WHYBAD3	PS4	PS8	SD3	AG4	SD4	PS5	SD5	TEABAD1	TEABAD2	TEABAD3	PS6	AG5	PS9	INHEAR01	INHEAR02	INHEAR03	INFSRC01	INFSRC02	INFSRC03	OBEY	NOTALK	LOVED	NOSUPP	SPEAK	FAIRPUN	SISLESS	TIMATT	BROLESS	BROFREE	SISFREE	PARWOR	DECISION	PARDEC	WHATDEC	MINDS	AMBITION	CCIRCUM1	CCIRCUM2	CREAS1	CREAS2	CRELCIRC	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	language1	language2	source	score_ppvt	rscorelang_ppvt	CONDPP	YNOADQ01	YNOADQ02	PPFWLANG	PPCDLANG	STRTHRWM	STRTMRWM	LEVLREAD	LEVLWRIT	MATH01	MATH02	MATH03	MATH04	MATH05	MATH06	MATH07	MATH08	MATH09	MATH10	score_math	rscorelang_math	FINHRRWM	FINMNRWM	CONDRWAQ	YNORWM01	YNORWM02
R28YRS	IN011011	3/8/2007	1	1	0	1	6	10	1	0	88	88	88	1	23	88	88	2	88	88	1	3	14	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	7	0	2	0	0	7	3	5	0	88	88	88	88	88	88	1	0	0	88	88	88	2	1	1	0	1	1	1	1	6	1	0	0	1	0	0	0	1	1	0	1	5	88	0	0	1	2	1	1	1	1	1	1	6	1	1	3	1	88	88	88	88	88	0	0	0	0	0	0	1	0	88	88	88	88	88	88	3	88	2	4	6	2	11	14	88	88	88	2	1	88	40	14	1	88	88	88	3	3	1	2	1	1	1	2	1	1	1	1	4	4	1	1	1	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	0	0	1	88	88	2	1	4	1	4	1	4	1	1	88	88	2	4	0	88	88	88	14	3	3	88	88	3	49	204	13	20	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	1	1	2	4	2	1	4	2	3	3	4	0	4	1	2	3	4	4	3	1	4	2	3	1	2	2	4	3	3	3	3	2	1	2	4	3	4	2	2	1	3	2	3	1	4	3	3	3	3	1	5	2	2	4	3	4	1	3	4	1	2	1	3	0	4	2	3	3	4	1	4	2	3	2	4	3	2	2	4	3	4	3	1	2	1	4	1	1	3	2	3	2	3	4	3	4	1	4	2	3	2	3	4	4	3	2	4	1	3	4	2	2	4	1	1	4	2	3	3	3	4	1	4	1	4	2	3	3	3	4	2	2	3	3	2	3	2	4	3	4	3	4	3	3	3	4	1	3	2	4	2	3	1	2	2	1	2	1	1	2	4	3	1	4	2	3	4	4	14	5	204	35	1	1	3	109	332.754669189453	1	88	88	21	21	14	15	4	3	419	45	14	2	2	4	2	4	7	400	7	326.053466796875	14	25	1	88	88
R28YRS	IN011012	3/16/2007	1	1	0	3	8	10	1	0	88	88	88	0	88	88	88	88	88	88	1	14	11	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	2	0	0	7	4	2	0	88	88	88	88	88	88	1	0	0	88	88	88	2	1	1	0	1	0	1	0	4	1	0	1	1	0	0	0	1	1	0	1	6	12	88	88	1	2	1	1	1	1	1	1	2	2	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	5	8	15	1	88	88	88	88	2	1	88	40	14	1	88	88	88	1	1	2	1	1	1	4	3	1	1	1	1	4	4	2	1	4	88	88	88	4	4	1	1	4	4	4	88	88	88	88	88	88	0	0	0	88	88	88	1	1	1	4	1	4	4	1	4	4	4	4	0	88	88	88	11	2	3	19	88	2	73	204	8	40	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	2	3	1	4	3	1	4	3	3	1	3	2	4	1	4	4	3	4	4	3	4	1	3	3	3	5	4	2	3	2	2	1	4	2	2	2	4	3	3	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	1	4	1	1	4	4	2	3	2	3	0	4	1	2	3	1	3	4	1	2	2	1	1	2	2	1	2	3	4	1	2	1	4	2	3	3	1	4	2	1	3	3	2	3	2	2	3	4	1	2	2	4	3	4	1	3	2	4	2	3	1	2	2	1	2	2	3	4	4	3	1	4	2	3	2	4	9	0	204	23	1	1	3	116	355.946990966797	1	88	88	21	21	9	2	4	2	419	45	14	2	2	1	2	4	7	400	8	362.493957519531	9	15	1	88	88
R28YRS	IN011013	3/17/2007	1	1	0	1	8	5	2	1	1	88	88	0	88	88	88	88	88	88	11	13	1	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	0	0	0	6	3	6	0	88	88	88	88	88	88	1	0	0	88	88	88	1	0	1	1	1	1	1	1	6	1	1	0	1	0	0	0	0	1	0	1	5	88	0	0	1	17	1	1	1	1	1	1	4	2	1	3	1	88	88	88	88	88	0	1	0	0	0	0	0	0	88	4	88	88	88	88	88	88	2	5	7	2	12	88	88	88	88	2	1	88	40	14	1	88	88	88	1	1	77	1	1	1	1	1	1	1	2	1	4	4	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	0	1	0	88	1	88	1	1	1	4	1	1	88	1	88	88	88	4	0	88	88	88	28	3	3	88	88	4	85	204	9	22	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	4	3	1	4	2	3	2	3	1	0	2	2	4	3	4	4	3	4	1	2	1	3	1	4	2	3	3	4	1	4	2	1	2	4	3	1	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	3	4	1	1	4	4	2	3	2	3	1	4	2	2	3	1	3	4	2	2	2	1	4	2	2	2	4	4	4	3	2	1	4	2	3	4	4	4	2	1	3	3	3	3	2	4	3	4	3	4	3	2	3	4	1	3	2	2	2	4	1	2	4	1	2	3	4	1	4	3	3	4	2	3	2	3	9	40	204	20	1	1	3	116	355.946990966797	1	88	88	21	21	9	45	4	3	419	45	14	2	2	2	2	2	7	60	6	299.55126953125	9	55	1	88	88
R28YRS	IN011014	6/22/2007	1	0	88	88	88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	6	12	0	1	10	1	0	88	25	20	88	9	5	2	0	0	0	0	8	0	88	88	88	88	88	88	1	0	0	88	88	88	2	0	1	1	1	1	1	0	5	1	0	0	1	0	0	0	1	1	1	1	6	12	88	88	1	1	88	1	1	1	1	88	2	3	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	1	6	8	17	6	88	88	88	88	1	1	88	18	88	88	88	88	88	2	2	3	2	2	3	77	77	1	2	2	1	4	4	1	1	4	88	88	88	88	88	88	88	88	88	88	88	88	88	4	1	2	0	0	0	88	88	88	1	4	1	4	2	2	4	1	88	88	4	4	0	88	88	88	18	3	2	54	88	4	13	180	14	15	88	88	88	88	88	88	88	88	88	88	88	88	88	2	1	3	1	3	2	1	4	3	4	2	4	0	1	3	2	4	1	2	3	2	2	1	4	3	1	1	4	2	1	1	1	3	4	4	2	3	1	3	3	1	3	2	2	4	1	4	2	1	3	2	5	4	4	2	3	3	1	2	1	4	2	3	3	4	2	4	3	4	3	3	2	1	2	4	4	4	3	1	1	1	4	2	1	4	1	3	4	3	1	5	2	2	4	3	4	1	3	4	1	2	3	3	1	4	2	1	4	1	1	4	2	1	4	4	4	4	2	4	3	2	3	1	2	1	4	1	3	3	1	3	2	1	4	1	2	1	4	2	3	2	3	2	4	2	2	3	1	3	4	2	2	4	1	4	3	2	3	2	3	4	1	2	1	4	2	3	3	2	4	2	3	1	3	3	3	1	3	2	4	3	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	15	20	180	42	1	1	3	90	292.828643798828	1	88	88	21	21	15	30	4	3	419	45	14	4	2	1	1	77	77	77	5	265.003753662109	16	5	1	88	88
R28YRS	IN011015	3/6/2007	1	1	1	3	8	15	2	0	88	88	88	0	88	88	88	88	88	88	3	11	1	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	8	0	0	1	0	8	4	3	0	88	88	88	88	88	88	1	0	0	88	88	88	2	0	1	1	1	1	1	0	5	1	0	1	0	0	0	0	1	0	0	1	4	12	88	88	1	1	1	1	1	1	1	1	3	3	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	5	7	1	17	88	88	88	88	2	1	88	11	14	1	88	88	88	1	1	2	1	1	2	2	77	1	3	2	1	4	4	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	0	0	0	88	88	88	1	4	1	2	1	1	88	2	4	4	88	4	0	88	88	88	11	3	4	16	9	4	73	204	13	57	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	3	4	2	4	3	1	4	2	3	3	3	1	3	2	4	4	3	4	4	3	4	1	2	3	3	3	4	2	3	3	3	1	4	2	2	2	4	3	2	2	4	3	2	3	1	2	1	4	1	3	3	1	3	2	1	4	1	1	3	4	2	3	2	3	1	4	3	2	2	1	3	4	2	2	3	1	4	3	2	2	4	4	4	2	4	1	4	2	2	3	5	4	2	1	2	3	2	3	2	4	3	4	2	4	4	2	3	4	1	3	2	2	2	3	1	2	2	2	2	1	2	1	4	2	1	4	2	4	3	6	14	26	204	30	1	1	3	110	335.690399169922	1	88	88	21	21	14	35	4	3	419	45	14	2	2	1	2	4	7	400	8	362.493957519531	15	0	1	88	88
R28YRS	IN011016	3/7/2007	1	1	0	1	6	10	2	0	88	88	88	0	88	88	88	88	88	88	1	3	8	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	0	0	8	2	4	0	88	88	88	88	88	88	1	0	0	88	88	88	1	1	0	0	1	1	1	0	4	1	0	0	0	0	0	0	1	0	0	1	3	0	88	88	1	2	1	1	1	1	1	1	2	3	1	2	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	5	7	1	12	88	88	88	88	2	1	88	37	14	1	88	88	88	1	1	1	1	1	2	2	77	1	2	2	1	4	4	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	0	0	0	88	88	88	1	4	1	4	2	1	77	2	4	4	77	4	0	88	88	88	37	2	3	18	9	3	13	180	14	55	88	88	88	88	88	88	88	88	88	88	88	88	88	2	1	3	1	3	2	1	4	3	4	2	4	0	1	3	4	4	1	2	3	2	2	3	4	3	1	3	4	3	1	2	1	3	2	4	2	3	1	2	3	1	1	2	4	3	1	4	3	3	3	4	2	4	1	2	3	4	2	2	1	4	2	3	1	1	2	4	4	1	1	2	2	1	3	4	3	4	3	3	4	1	4	3	1	4	3	3	4	2	3	5	3	2	4	3	4	1	3	4	1	3	1	3	2	4	2	3	3	2	1	4	2	1	2	4	3	1	3	4	3	1	3	1	2	1	4	1	2	3	3	3	2	2	4	2	1	3	4	2	1	2	3	4	4	2	2	3	1	3	1	1	2	2	1	4	2	2	3	2	3	2	3	2	1	4	2	3	3	4	4	3	2	2	1	3	3	1	2	3	4	4	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	15	33	180	38	1	1	3	95	301.929412841797	1	88	88	21	21	15	40	4	3	419	45	14	2	2	1	2	4	7	400	8	362.493957519531	15	50	1	88	88
R28YRS	IN011017	3/12/2007	1	1	1	3	8	15	1	0	88	88	88	0	88	88	88	88	88	88	1	2	88	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	0	0	8	3	3	0	88	88	88	88	88	88	1	0	0	88	88	88	2	0	1	1	1	1	1	0	5	1	0	1	0	0	0	0	1	0	0	1	4	0	88	88	1	1	1	1	1	1	1	1	5	2	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	2	3	1	7	8	88	88	88	2	1	88	5	14	0	27	88	88	1	1	2	1	1	1	2	2	2	2	1	4	4	88	1	2	4	88	88	88	2	2	1	1	4	1	4	88	88	88	88	88	88	0	0	0	88	88	88	1	4	1	4	2	4	4	1	77	77	4	4	0	88	88	88	5	5	4	54	88	5	85	204	16	40	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	4	3	1	4	2	3	2	3	1	0	2	2	4	3	4	4	3	4	1	2	3	3	2	4	2	3	3	1	1	4	2	3	2	4	3	1	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	1	4	3	1	4	4	2	3	2	3	1	4	3	2	3	1	3	4	1	2	2	1	4	0	2	2	4	3	4	1	2	1	4	2	3	4	2	4	2	1	3	3	2	3	2	1	3	4	3	2	4	3	3	4	1	3	2	4	2	3	1	2	1	3	2	3	1	1	4	3	4	4	2	3	2	2	17	32	204	11	1	1	3	121	384.423675537109	1	88	88	21	21	17	40	4	3	419	45	14	2	2	1	2	4	7	400	8	362.493957519531	18	0	1	88	88
R28YRS	IN011018	3/6/2007	1	1	0	3	6	10	1	0	88	88	88	1	16	88	88	9	10	88	1	3	13	15	27	88	88	88	88	88	-88	88	88	88	88	88	88	10	2	0	2	0	7	0	3	0	88	88	88	88	88	88	1	0	0	88	88	88	1	0	1	0	1	0	1	0	3	1	0	0	1	0	0	0	1	1	1	1	6	88	0	0	77	1	1	1	1	1	1	1	10	2	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	5	6	16	2	12	88	88	88	2	1	88	19	14	1	88	88	88	1	1	1	1	2	1	77	4	1	1	2	1	4	88	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	0	0	0	88	88	88	1	1	1	4	1	4	88	1	4	4	88	4	0	88	88	88	1	3	5	1	5	4	73	204	12	35	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	2	4	1	4	3	1	4	2	3	3	3	1	1	2	4	3	3	4	4	3	4	2	2	4	3	5	4	2	3	3	1	1	4	2	2	2	4	3	1	2	4	3	1	3	1	2	1	4	1	4	3	1	3	2	3	4	1	3	3	4	2	3	2	3	3	4	3	2	3	1	3	4	2	3	4	1	4	3	2	1	3	4	1	1	2	1	4	2	3	3	3	4	2	4	3	3	1	3	2	4	3	4	1	4	4	1	3	4	2	3	2	4	2	3	1	2	1	3	2	3	1	1	4	3	1	4	4	2	2	3	13	10	204	25	1	1	3	113	344.791198730469	1	88	88	21	21	13	15	2	2	419	45	14	2	2	2	2	4	7	20	6	326.053466796875	13	35	1	88	88
R28YRS	IN011019	4/27/2007	1	1	0	3	7	2	1	0	88	88	88	0	88	88	88	88	88	88	5	1	3	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	1	1	0	0	5	2	6	0	88	88	88	88	88	88	1	0	0	88	88	88	2	1	1	0	1	1	1	1	6	1	0	0	1	0	88	88	1	1	1	1	6	88	0	0	1	3	1	1	1	1	1	1	13	1	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	1	4	5	2	15	11	88	88	88	2	1	88	37	14	1	88	88	88	1	1	3	1	77	1	2	77	1	1	1	1	4	88	1	1	4	88	88	88	4	4	1	1	2	1	4	88	88	88	88	88	88	0	0	0	88	88	88	2	4	1	4	1	4	77	2	77	77	77	77	0	88	88	88	37	3	4	9	18	5	109	204	14	48	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	4	2	1	2	4	3	0	2	4	3	4	4	1	2	1	4	1	4	3	2	3	2	2	4	1	1	4	4	2	3	2	3	1	4	3	2	3	1	3	4	1	2	2	1	4	0	2	3	3	3	4	3	2	1	4	2	3	3	3	4	2	1	2	1	4	3	4	4	3	4	3	6	4	1	3	4	1	3	2	3	2	3	1	2	1	1	4	3	4	4	4	3	1	4	2	3	2	4	15	14	204	17	1	1	3	119	370.625671386719	1	88	88	21	21	15	20	4	3	419	45	14	2	2	1	2	4	7	400	8	362.493957519531	15	40	1	88	88
R28YRS	IN011021	3/3/2007	1	1	1	3	7	20	1	1	1	88	88	1	16	88	88	1	88	88	1	11	13	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	0	0	8	4	2	0	88	88	88	88	88	88	1	0	0	88	88	88	1	1	1	1	1	1	1	0	6	1	0	1	1	0	0	0	1	1	0	1	6	12	88	88	1	3	1	1	1	1	1	1	7	2	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	1	3	4	12	15	13	88	88	88	1	1	88	18	10	1	88	88	88	2	2	2	1	1	1	2	2	2	2	2	2	4	88	1	2	4	88	88	88	4	4	2	2	4	2	4	88	88	88	88	88	88	0	1	0	88	1	88	2	2	2	4	2	4	4	2	77	77	4	4	0	88	88	88	18	4	4	88	88	5	85	204	10	20	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	4	3	1	4	2	3	2	3	1	0	2	2	4	3	4	4	3	4	1	2	1	3	1	4	2	3	3	1	1	4	2	2	2	4	3	1	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	1	4	1	2	4	4	2	3	2	3	1	4	3	2	3	1	3	1	1	2	2	1	4	1	2	3	4	3	4	4	2	1	4	2	3	3	2	4	2	2	1	2	2	3	1	1	3	4	1	4	4	2	3	4	1	3	2	2	2	3	1	2	2	3	2	3	4	4	4	3	4	4	4	3	2	5	10	53	204	17	1	1	3	120	376.790740966797	1	88	88	21	21	11	0	4	3	419	45	14	2	2	1	2	4	7	400	8	362.493957519531	11	20	1	88	88
R28YRS	IN011022	3/7/2007	1	1	0	1	8	15	1	0	88	88	88	1	19	88	88	9	88	88	1	3	5	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	8	0	0	0	0	7	3	6	0	88	88	88	88	88	88	1	0	0	88	88	88	2	0	1	0	1	1	1	0	4	1	0	0	1	0	0	0	1	1	1	1	6	88	0	0	1	2	1	1	1	1	1	1	5	2	1	3	1	88	88	88	88	88	0	1	0	0	0	0	1	0	88	5	88	88	88	88	3	88	2	6	8	17	2	1	88	88	88	2	1	88	40	14	1	88	88	88	2	3	3	2	1	1	2	4	1	1	1	1	4	4	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	0	0	0	88	88	88	1	4	1	1	1	4	4	1	88	4	1	4	0	88	88	88	27	2	2	88	88	3	73	204	8	25	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	2	4	3	4	3	1	4	2	3	1	3	1	2	2	4	4	3	4	4	3	4	1	2	2	3	3	4	2	3	3	3	1	4	2	3	2	4	3	2	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	1	4	3	1	2	4	2	3	2	3	2	4	3	2	3	1	3	2	2	2	2	1	4	2	2	2	4	3	4	1	2	1	4	2	3	3	1	4	2	2	3	4	2	3	2	1	3	4	1	1	4	1	3	4	1	3	2	4	2	3	1	2	0	4	2	3	1	1	4	3	1	4	2	3	2	0	8	50	204	13	1	1	3	121	384.423675537109	1	88	88	21	21	9	0	4	3	419	45	14	2	2	1	2	4	7	400	8	362.493957519531	9	15	1	88	88
