CHILDCODE	EDCHSTR5	GRDER5	CMPGRDR5	TYSCR5	SMESCHR5	PROVR5	DSSCR5	COD_MOD	ANEXO	NMSCSCR5	NIV_MOD	D_NIV_MOD	GESTION	D_GESTION	GES_DEP	D_GES_DEP	COD_ENAHO	TYSCR5_C	NMSCLSR5_C
128044	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128044	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128044	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128045	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128045	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128045	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128045	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128046	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128046	14	16	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128046	15	16	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128046	16	0	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128047	13	10	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	9	 
128047	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128047	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128047	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128048	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	15	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128048	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128049	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128049	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128049	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128049	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128050	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128050	15	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128050	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128051	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128051	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128051	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128051	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	13	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138002	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138004	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138004	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138004	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138004	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138005	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138005	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138005	15	0	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138005	16	0	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138007	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138007	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138007	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138007	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138008	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138008	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138008	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138008	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138009	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138009	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138009	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138009	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138011	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138011	14	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138011	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138011	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138012	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138012	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138012	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138012	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138013	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138013	14	15	 	4	3	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138013	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138013	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138014	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138015	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138016	13	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138016	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138016	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138016	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138017	13	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138017	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138017	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138017	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138018	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138018	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138018	15	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138018	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138021	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138021	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138023	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138023	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138023	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138023	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138024	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138024	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138024	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138024	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138025	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138025	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138025	15	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138025	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138027	13	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138027	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138027	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138027	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138028	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138029	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138029	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138029	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138029	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138030	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138030	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138030	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138030	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138032	13	10	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138032	14	10	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138032	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138032	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138033	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138033	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138033	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138033	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138035	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138035	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138035	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138035	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138036	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138036	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138036	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138036	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138037	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138039	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138039	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138039	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138039	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138040	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138040	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138040	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138040	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138041	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138041	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138041	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138041	16	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138042	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138042	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138042	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138042	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138044	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138044	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138044	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138044	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138045	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138045	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138045	15	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138045	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138046	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138046	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138046	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138046	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138047	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138047	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138047	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138047	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
138048	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138048	14	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138048	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138048	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138049	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138049	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138049	15	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138049	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138050	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138050	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138050	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138050	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138051	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138051	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
138051	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138051	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138053	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138053	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138053	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138053	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148001	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148001	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148001	15	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148001	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148002	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148002	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148002	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148002	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148003	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148003	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148003	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148003	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148004	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148004	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148004	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148004	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148005	13	11	1	3	1	 	 	 	 	 	 	 	 	 	 	 	 	3	 
148005	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148005	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148005	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148006	13	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148006	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148006	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148006	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148007	13	11	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148007	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148007	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148007	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148008	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148008	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148008	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148008	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148011	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148011	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148011	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148011	16	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148012	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148012	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148012	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148012	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148013	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148013	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148013	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148013	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148014	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148014	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148014	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148014	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148015	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148015	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148016	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148016	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148016	15	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148016	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148018	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148018	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148018	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148018	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148019	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148019	14	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148019	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148019	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148020	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148020	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148020	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148020	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148022	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148022	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148022	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148024	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148024	14	7	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	9	 
148024	15	8	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	9	 
148024	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148025	13	7	3	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148025	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148025	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148025	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148026	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148026	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148026	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148026	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148027	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148027	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148027	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148027	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148028	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148028	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148028	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148028	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148029	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148029	14	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148029	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148029	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148030	13	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148030	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148030	15	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148030	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148031	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148031	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148031	15	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148031	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148033	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148033	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148033	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148033	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148034	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148034	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148034	15	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148034	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148035	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148035	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148035	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148035	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148036	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
148036	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148036	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148036	16	13	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1	 
148038	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148038	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
