CHILDCODE	EDCHSTR5	GRDER5	CMPGRDR5	TYSCR5	SMESCHR5	PROVR5	DSSCR5	COD_MOD	ANEXO	NMSCSCR5	NIV_MOD	D_NIV_MOD	GESTION	D_GESTION	GES_DEP	D_GES_DEP	COD_ENAHO	TYSCR5_C	NMSCLSR5_C
78005	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78006	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78006	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78006	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78006	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78008	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78008	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78008	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78008	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78009	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78009	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78009	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78009	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78010	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78010	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78010	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78010	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78011	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78011	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78011	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78011	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78012	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78012	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78012	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78012	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78013	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78013	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78013	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78013	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78014	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78014	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78014	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78014	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78015	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78015	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78016	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78016	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78016	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78016	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78017	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78017	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78017	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78017	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78018	13	11	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	9	 
78018	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78018	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78018	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78019	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78019	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78019	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78019	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78020	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78020	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78020	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78020	16	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78021	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78021	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78021	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78021	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78022	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78022	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78022	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78022	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78024	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78024	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78024	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78024	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78026	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78026	14	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78026	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78026	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78027	13	9	1	8	1	 	 	 	 	 	 	 	 	 	 	 	 	8	 
78027	14	11	1	8	1	 	 	 	 	 	 	 	 	 	 	 	 	8	 
78027	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78027	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78028	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78028	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78028	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78028	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78029	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78029	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78029	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78029	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78030	13	9	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78030	14	10	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78030	15	11	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78030	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78031	13	10	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78031	14	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78031	15	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78031	16	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78032	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78032	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78032	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78032	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78033	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78033	14	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78033	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78033	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78034	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78034	14	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78034	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78034	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78035	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78035	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78035	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78035	16	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78036	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78036	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78036	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78036	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78037	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78037	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78037	15	21	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78037	16	21	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78038	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78038	14	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78038	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78038	16	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78039	13	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78039	14	9	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	9	 
78039	15	0	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78039	16	0	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78040	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78040	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78040	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78040	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78041	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78041	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78041	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78041	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78042	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78042	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78042	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78042	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78043	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78043	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78043	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78043	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78044	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78044	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78044	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78044	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78045	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78045	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78045	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78045	16	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78046	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78046	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78046	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78046	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78047	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78047	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78047	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78047	16	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78048	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78048	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78048	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78048	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78049	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78049	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78049	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78049	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78051	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78051	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78051	15	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78051	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78052	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78052	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78052	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
78052	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88001	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88001	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88001	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88001	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88002	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88002	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88002	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88002	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88003	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88003	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88003	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88003	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88004	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88004	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88004	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88004	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88005	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88005	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88005	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88005	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88007	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88007	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88007	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88007	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88008	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88008	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88008	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88008	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88010	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88010	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88010	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88010	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88011	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88011	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88011	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88011	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88012	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88012	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88012	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88012	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88013	13	11	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88013	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88013	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88013	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88014	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88014	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88014	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88014	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88015	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88015	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88015	15	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88016	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88016	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88016	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88016	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88017	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88017	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88017	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88017	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88020	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88020	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88020	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88020	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88021	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88021	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88021	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88021	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88022	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88022	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88022	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88022	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88023	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88023	14	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
88023	15	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88023	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88024	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88024	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88024	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88024	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88025	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88025	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88025	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88025	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88026	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88026	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88026	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88026	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88027	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88027	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88027	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88027	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88029	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88029	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88029	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88029	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88031	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88031	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
88031	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88031	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98001	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98001	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98001	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98001	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98006	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98006	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98006	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98006	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98007	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98007	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98007	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98007	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98008	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98008	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98008	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98008	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98010	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98010	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98010	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98010	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98011	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98011	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98011	15	21	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98011	16	21	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98012	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98012	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98012	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98012	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98013	13	10	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98013	14	11	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98013	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98013	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98014	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98014	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98014	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98014	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98016	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98016	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98016	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98016	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98018	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98018	14	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98018	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98018	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98020	13	13	 	5	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98020	14	14	 	5	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98020	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98020	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98022	13	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98022	14	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98022	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98023	13	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98023	14	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98023	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98023	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98024	13	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98024	14	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98024	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98024	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98025	13	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98025	14	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98025	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98025	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
