CHILDID	PASSID	ASSETR3	NUMOWNR3	VALASTR3	ASTACTR3
VN091045	2	25	1	4000	24
VN091045	3	4	2	20	11
VN091046	1	40	2	8000	40
VN091047	1	25	1	14000	23
VN091047	2	23	2	700	23
VN091048	1	8	3	50	11
VN091048	2	23	3	1700	23
VN091048	3	25	1	6000	23
VN091049	1	4	2	350	11
VN091049	2	1	10	120	11
VN091050	1	4	2	300	11
VN091050	2	1	9	100	11
VN091052	1	4	6	500	11
VN091052	2	1	12	200	11
VN091052	3	3	1	150	11
VN091053	1	4	2	200	11
VN091053	2	6	1	600	11
VN091053	3	1	8	70	11
VN091056	1	1	4	100	11
VN091056	2	4	2	150	11
VN091056	3	3	1	50	11
VN091056	4	6	1	600	11
VN091056	5	25	0	4000	24
VN091057	1	4	1	100	11
VN091057	2	6	1	200	11
VN091057	3	1	6	120	11
VN091061	1	1	9	99	11
VN091061	2	4	1	120	11
VN091061	3	40	1	30	11
VN091062	1	1	12	20	11
VN091062	2	4	2	10	11
VN091062	3	25	1	2000	24
VN091062	4	6	1	50	11
VN091064	1	1	11	5	11
VN091064	2	6	1	100	11
VN091064	3	4	2	10	11
VN091064	4	3	1	60	11
VN091064	5	25	1	4000	24
VN091070	1	4	1	150	11
VN091070	2	6	1	250	11
VN091070	3	1	8	200	11
VN091071	1	1	6	90	11
VN091071	2	4	1	200	11
VN101001	1	1	14	300	11
VN101001	2	4	2	260	11
VN101004	1	4	2	200	11
VN101004	2	3	1	100	11
VN101004	3	2	1	500	11
VN101004	4	6	1	200	11
VN101004	5	1	14	180	11
VN101005	1	40	2	50000	40
VN101009	1	6	1	400	11
VN101009	2	4	2	200	11
VN101009	3	1	10	200	11
VN101010	1	1	7	300	11
VN101010	2	4	2	500	11
VN101010	3	6	1	700	11
VN101010	4	13	1	1700	7
VN101011	1	1	8	350	11
VN101011	2	4	2	300	11
VN101011	3	6	1	150	11
VN101013	1	1	4	20	11
VN101013	2	40	4	40	40
VN101014	1	4	2	300	11
VN101014	2	6	1	100	11
VN101014	3	1	8	100	11
VN101015	1	40	9	-77	40
VN101015	2	25	1	25000	24
VN101016	1	26	10	200	21
VN101016	2	25	1	7000	24
VN101017	1	40	-77	30000	40
VN101017	2	23	8	1000	23
VN101017	3	1	8	100	11
VN101018	1	4	2	300	11
VN101018	2	6	1	400	11
VN101018	3	8	1	40	11
VN101018	4	1	6	150	11
VN101019	1	25	1	320	24
VN101019	2	1	6	120	11
VN101019	3	8	1	50	11
VN101020	1	4	2	250	11
VN101020	2	6	1	200	11
VN101020	3	1	10	200	11
VN101020	4	8	1	100	11
VN101021	1	6	1	400	11
VN101021	2	1	14	200	11
VN101022	1	1	10	30	11
VN101022	2	3	1	40	11
VN101022	3	4	2	300	11
VN101022	4	6	1	1000	11
VN101022	5	25	1	3000	24
VN101022	6	23	6	100	23
VN101023	1	2	1	1500	11
VN101023	2	4	2	800	11
VN101023	3	1	17	150	11
VN101024	1	4	2	200	11
VN101024	2	6	1	300	11
VN101024	3	1	9	150	11
VN101025	1	1	7	320	11
VN101025	2	4	2	500	11
VN101025	3	6	1	1500	11
VN101026	1	4	2	160	11
VN101026	2	1	10	100	11
VN101027	1	4	2	400	11
VN101027	2	1	12	180	11
VN101028	1	6	1	8000	11
VN101028	2	1	5	300	11
VN101028	3	8	1	20000	40
VN101029	1	4	1	400	11
VN101029	2	1	12	110	11
VN101030	1	40	1	10000	40
VN101030	2	7	1	7000	11
VN101030	3	1	7	150	11
VN101031	1	1	5	25	11
VN101031	2	25	1	5000	24
VN101034	1	1	10	50	11
VN101034	2	4	2	100	11
VN101034	3	6	1	150	11
VN101034	4	25	1	4000	24
VN101034	5	13	4	100	10
VN101034	6	3	1	50	11
VN101035	1	4	2	200	11
VN101035	2	6	1	50	11
VN101035	3	8	1	50	11
VN101035	4	1	6	100	11
VN101036	1	4	2	700	11
VN101036	2	6	1	350	11
VN101036	3	1	8	300	11
VN101037	1	4	2	300	11
VN101037	2	3	1	80	11
VN101037	3	2	1	200	11
VN101037	4	1	11	200	11
VN101038	1	1	6	24	11
VN101039	1	4	2	300	11
VN101039	2	1	9	200	11
VN101040	1	4	2	300	11
VN101040	2	3	1	100	11
VN101040	3	6	1	300	11
VN101040	4	1	9	200	11
VN101041	1	4	1	100	11
VN101041	2	6	1	200	11
VN101041	3	1	6	300	11
VN101042	1	1	8	20	11
VN101042	2	4	2	100	11
VN101042	3	3	1	50	11
VN101042	4	25	1	2000	24
VN101042	5	6	1	200	11
VN101042	6	40	2	60	11
VN101043	1	1	7	150	11
VN101044	1	1	6	300	11
VN101045	1	1	12	100	11
VN101047	1	1	8	40	11
VN101047	2	3	1	50	11
VN101047	3	40	1	150	11
VN101047	4	25	1	4000	24
VN101047	5	40	1	50	23
VN101047	6	13	6	300	14
VN101048	1	1	9	30	11
VN101048	2	3	1	40	11
VN101048	3	4	2	50	11
VN101048	4	25	1	4000	24
VN101048	5	40	0	100	11
VN101049	1	4	2	500	11
VN101049	2	1	6	200	11
VN101049	3	99	0	200	11
VN101050	1	1	6	200	11
VN101051	1	1	6	12	11
VN101051	2	3	1	30	11
VN101051	3	6	1	100	11
VN101051	4	25	1	150	24
VN101054	1	4	2	250	11
VN101054	2	3	0	100	11
VN101054	3	6	1	150	11
VN101054	4	1	11	200	11
VN101059	1	1	4	150	11
VN101059	2	4	2	300	11
VN101064	1	4	2	500	11
VN101064	2	1	9	200	11
VN101067	1	4	2	300	11
VN101067	2	6	1	500	11
VN101067	3	1	9	600	11
VN101083	1	4	3	500	11
VN101083	2	1	13	150	11
VN101083	3	40	1	400	11
VN111001	1	40	2	2000	40
VN111001	2	1	5	250	11
VN111002	1	6	1	700	11
VN111002	2	1	12	60	11
VN111003	1	6	1	400	11
VN111003	2	1	7	160	11
VN111004	1	1	6	50	11
VN111004	2	3	1	80	11
VN111004	3	8	2	20	11
VN111005	1	1	13	282	11
VN111005	2	4	1	500	11
VN111005	3	8	1	200	11
VN111006	1	1	6	100	11
VN111006	2	4	1	200	11
VN111006	3	6	1	100	11
VN111006	4	8	2	20	11
VN111008	1	4	1	200	11
VN111008	2	40	1	300	11
VN111008	3	1	5	80	11
VN111009	1	40	1	1000	12
VN111009	2	1	20	200	11
VN111010	1	1	4	100	11
VN111010	2	24	1	150000	23
VN111010	3	40	1	8000	23
VN111011	1	1	9	150	11
VN111012	1	1	6	240	11
VN111012	2	3	1	150	11
VN111012	3	4	1	120	11
VN111012	4	15	1	400	12
VN111013	1	99	7	150	11
VN111014	1	1	6	100	11
VN111014	2	40	1	1500	12
VN111014	3	40	1	250	30
VN111015	1	26	2	2500	21
VN111016	1	25	1	2000	24
VN111016	2	1	3	10	11
VN111017	1	25	1	1500	40
VN111017	2	1	3	5	11
VN111018	1	1	10	300	11
VN111018	2	13	5	5000	40
VN111019	1	1	2	60	11
VN111019	2	25	1	3000	23
VN111019	3	23	3	2000	23
VN111020	1	1	14	200	11
VN111020	2	40	1	500	11
VN111021	1	40	1	4000	12
VN111021	2	1	6	20	11
VN111022	1	6	1	200	11
VN111022	2	4	2	700	11
VN111022	3	1	8	115	11
VN111025	1	1	20	50	11
VN111027	1	1	10	200	11
VN111027	2	40	1	800	12
VN111027	3	24	1	30000	23
VN111027	4	40	2	700	23
VN111027	5	40	1	200	30
VN111028	1	1	6	120	11
VN111028	2	3	1	50	11
VN111030	1	4	1	400	11
VN111030	2	40	1	200	11
VN111030	3	3	1	60	11
VN111030	4	1	5	50	11
VN111031	1	25	1	1000	7
VN111032	1	1	10	50	11
VN111033	1	3	1	50	11
VN111033	2	1	5	60	11
VN111034	1	15	130	1700	12
VN111034	2	23	65	4100	12
VN111034	3	24	1	250000	12
VN111034	4	25	1	10000	12
VN111034	5	40	4	800	12
VN111035	1	1	4	40	11
VN111035	2	3	1	200	11
VN111035	3	8	2	20	12
VN111035	4	13	3	20000	7
VN111036	1	1	10	50	11
VN111038	1	1	7	140	11
VN111039	1	1	8	200	11
VN111039	2	2	1	1800	11
VN111039	3	40	10	30000	40
VN111040	1	1	6	200	11
VN111040	2	3	1	50	11
VN111040	3	8	4	130	11
VN111040	4	40	1	200	30
VN111041	1	40	1	20000	40
VN111041	2	3	1	500	11
VN111041	3	1	6	600	11
VN111042	1	3	1	60	11
VN111042	2	1	6	90	11
VN111043	1	17	2	7500	16
VN111043	2	24	2	500	23
VN111043	3	40	1	2000	23
VN111043	4	3	1	50	11
VN111043	5	1	6	112	11
VN111044	1	1	7	150	11
VN111045	1	1	8	230	11
VN111047	1	1	14	360	11
VN111047	2	40	3	25000	40
VN111048	1	1	4	30	11
VN111048	2	4	1	300	11
VN111048	3	8	3	30	11
VN111048	4	40	1	3000	40
VN111050	1	40	1	4000	12
VN111050	2	1	6	50	11
VN111057	1	2	1	1000	11
VN111057	2	3	1	40	13
VN111057	3	4	1	60	11
VN111057	4	1	9	310	11
VN111057	5	15	1	1000	12
VN111065	1	1	4	37	11
VN111065	2	2	1	700	11
VN111065	3	3	1	120	11
VN111065	4	4	1	50	11
VN111065	5	6	1	200	11
VN111065	6	8	3	20	11
VN111069	1	1	9	210	11
VN111069	2	4	1	50	11
VN111069	3	40	1	5000	40
VN111069	4	40	1	1000	12
VN111086	1	2	1	100	11
VN111086	2	4	1	300	11
VN111086	3	99	6	150	11
VN111086	4	40	1	150	11
VN111109	1	1	9	20	11
VN111111	1	4	1	200	11
VN111111	2	40	1	150	11
VN111111	3	1	5	100	11
VN111119	1	4	2	500	11
VN111119	2	1	7	120	11
VN111119	3	3	1	80	11
VN121001	1	1	22	475	11
VN121001	2	4	2	500	11
VN121001	3	8	2	400	11
VN121001	4	40	1	10000	40
VN121001	5	40	2	3500	12
VN121001	6	40	2	1100	12
VN121002	1	2	1	50	11
VN121002	2	1	9	210	11
VN121003	1	1	4	30	11
VN121003	2	24	1	150000	23
VN121003	3	40	1	20000	40
VN121004	1	2	1	600	11
VN121004	2	4	2	400	11
VN121004	3	3	1	60	11
VN121004	4	1	7	110	11
VN121004	5	6	1	2500	11
VN121004	6	40	1	10000	11
VN121005	1	1	5	40	11
VN121005	2	3	1	100	11
VN121005	3	4	2	150	11
VN121005	4	40	1	1500	40
VN121005	5	13	1	2000	7
VN121005	6	8	4	20	11
VN121006	1	1	4	100	12
VN121006	2	4	1	200	11
VN121006	3	3	1	40	11
VN121007	1	1	6	50	11
VN121007	2	3	1	100	11
VN121007	3	4	2	200	11
VN121007	4	6	1	1000	11
VN121007	5	40	1	4000	40
VN121007	6	8	4	30	11
VN121008	1	4	2	500	11
VN121008	2	1	7	200	11
VN121009	1	6	1	700	11
VN121009	2	3	1	120	11
VN121009	3	1	13	500	11
VN121011	1	1	9	270	11
VN121011	2	4	1	200	11
VN121011	3	8	1	150	11
VN121012	1	1	4	50	11
VN121012	2	3	1	200	11
VN121012	3	8	4	40	11
VN121012	4	13	6	12000	7
VN121013	1	40	1	17000	40
VN121013	2	2	1	600	11
VN121013	3	4	2	400	11
VN121013	4	3	1	50	11
VN121013	5	1	7	140	11
VN121014	1	40	1	20000	40
VN121014	2	25	1	2000	23
VN121019	1	40	1	12000	10
VN121019	2	4	2	500	11
VN121019	3	1	10	300	11
VN121019	4	40	1	20000	40
VN121019	5	8	1	4000	11
VN121019	6	40	1	10000	40
VN121020	1	40	1	4000	11
VN121020	2	1	10	200	11
VN121020	3	3	1	100	11
VN121021	1	1	4	180	11
VN121021	2	25	1	3000	23
VN121021	3	40	2	300	23
VN121022	1	6	1	150	11
VN121022	2	4	1	80	11
VN121022	3	1	20	1000	11
VN121023	1	22	10	3000	28
VN121023	2	40	3	3000	13
VN121023	3	1	11	500	11
VN121025	1	3	1	60	11
VN121025	2	1	7	120	11
VN121025	3	40	1	3000	11
VN121028	1	4	2	300	11
VN121028	2	6	1	200	11
VN121028	3	1	6	100	11
VN121030	1	4	2	350	11
VN121030	2	3	1	50	11
VN121030	3	1	7	160	11
VN121031	1	2	1	1000	11
VN121031	2	4	2	500	11
VN121031	3	3	1	60	11
VN121031	4	1	6	90	11
VN121032	1	8	1	400	11
VN121032	2	1	6	90	11
VN121032	3	8	2	70	11
VN121032	4	40	1	500	11
VN121033	1	4	2	500	11
VN121033	2	3	1	70	11
VN121033	3	1	5	60	11
VN121034	1	1	7	90	11
VN121034	2	4	1	250	11
VN121034	3	8	1	150	11
VN121035	1	4	2	300	11
VN121035	2	3	1	40	11
VN121035	3	1	6	130	11
VN121036	1	1	6	110	11
VN121036	2	13	1	4000	7
VN121036	3	13	1	3000	7
VN121036	4	13	1	500	7
VN121037	1	1	8	169	11
VN121037	2	4	2	600	11
VN121037	3	8	1	250	11
VN121038	1	8	1	200	11
VN121038	2	4	1	200	11
VN121038	3	8	1	200	11
VN121038	4	2	1	200	11
VN121038	5	1	11	110	11
VN121038	6	15	1	50	12
VN121039	1	4	2	400	11
VN121039	2	3	1	50	11
VN121039	3	1	6	120	11
VN121040	1	4	1	200	11
VN121040	2	3	1	50	11
VN121040	3	1	6	100	11
VN121041	1	1	7	155	11
VN121041	2	4	1	250	11
VN121041	3	8	1	150	11
VN121042	1	1	5	200	11
VN121042	2	3	1	100	11
VN121042	3	4	2	400	11
VN121042	4	8	2	20	11
VN121043	1	4	2	300	11
VN121043	2	1	5	100	11
VN121044	1	8	1	250	11
VN121044	2	2	1	100	11
VN121044	3	1	7	160	11
VN121044	4	4	1	100	11
VN121044	5	8	1	100	11
VN121044	6	40	1	3000	11
VN121045	1	1	60	300	11
VN121047	1	1	10	300	11
VN121048	1	40	1	10000	11
VN121048	2	1	5	200	11
VN121049	1	6	1	350	11
VN121049	2	4	2	400	11
VN121049	3	3	1	70	11
VN121049	4	1	6	110	11
VN121050	1	1	7	100	11
VN121052	1	1	4	80	8
VN121057	1	40	1	600	11
VN121057	2	1	7	40	11
VN121061	1	1	5	125	11
VN121061	2	4	1	200	11
VN121063	1	1	12	400	11
VN121063	2	3	1	500	11
VN121074	1	3	1	50	11
VN121074	2	1	17	150	11
VN121088	1	40	4	200	12
VN121094	1	1	5	40	11
VN121094	2	3	1	100	11
VN121094	3	8	3	20	11
VN121109	1	4	2	400	11
VN121109	2	1	7	170	11
VN121124	1	1	8	100	11
VN121124	2	2	1	500	11
VN121124	3	4	2	200	11
VN121124	4	6	1	200	11
VN121124	5	8	8	100	11
VN131001	1	26	1	3000	21
VN131001	2	1	5	10	11
VN131002	1	26	1	1500	21
VN131002	2	3	1	40	11
VN131002	3	13	2	30	7
VN131002	4	1	2	10	11
VN131004	1	25	1	10000	24
VN131004	2	23	3	500	23
VN131005	1	26	1	2000	21
VN131005	2	13	3	50	7
VN131006	1	40	1	10	11
VN131006	2	1	6	50	11
VN131008	1	6	1	200	11
VN131008	2	40	1	200	11
VN131008	3	1	5	50	11
VN131009	1	25	2	3500	11
VN131009	2	1	4	20	11
VN131010	1	13	15	200000	23
VN131011	1	26	1	2000	21
VN131012	1	40	1	1000	23
VN131012	2	23	5	1000	23
VN131013	1	25	1	10000	23
VN131013	2	26	1	3000	21
VN131014	1	26	1	2000	21
VN131014	2	13	6	700	7
VN131017	1	40	1	200	11
VN131019	1	13	12	40000	40
VN131019	2	26	1	3000	21
VN131019	3	1	2	10	11
VN131020	1	26	1	1500	21
VN131021	1	26	1	2000	21
VN131022	1	25	1	10000	23
VN131022	2	23	4	80	23
VN131023	1	25	1	6000	23
VN131023	2	3	1	150	11
VN131024	1	26	1	2000	21
VN131025	1	25	1	500	11
VN131025	2	1	7	100	11
VN131026	1	25	2	1500000	24
VN131026	2	26	2	2000	21
VN131026	3	3	1	50	11
VN131027	1	25	2	25000	23
VN131027	2	40	2	1500	11
VN131027	3	26	1	3000	21
VN131028	1	25	1	300000	24
VN131028	2	26	1	3	21
VN131028	3	40	1	1000	11
VN131030	1	1	10	50	11
VN131031	1	40	1	100	11
VN131031	2	1	8	10	11
VN131033	1	25	2	15000	23
VN131036	1	40	1	400	11
VN131036	2	3	1	30	11
VN131036	3	1	1	10	11
VN131037	1	40	1	1000	11
VN131037	2	1	4	40	11
VN131038	1	40	1	150	11
VN131038	2	3	1	80	11
VN131039	1	26	1	1200	21
VN131039	2	1	5	40	11
VN131040	1	40	1	2500	23
VN131041	1	25	1	12000	23
VN131041	2	40	3	500	40
VN131041	3	23	1	130	23
VN131041	4	1	6	100	11
VN131042	1	1	11	100	11
VN131043	1	40	2	3100	30
VN131043	2	3	1	60	11
VN131043	3	1	3	15	11
VN131045	1	40	1	800	11
VN131045	2	1	12	100	11
VN131046	1	40	1	500	11
VN131046	2	1	4	80	11
VN131047	1	25	1	8000	23
VN131047	2	6	1	100	11
VN131047	3	3	1	80	11
VN131047	4	1	6	100	11
VN131047	5	23	1	100	23
VN131048	1	1	7	100	11
VN131049	1	25	1	150	11
VN131049	2	1	7	100	11
VN131050	1	3	1	50	11
VN131050	2	1	8	220	11
VN131050	3	25	1	200	23
VN131051	1	25	1	14000	23
VN131051	2	23	3	1500	23
VN131052	1	1	20	200	11
VN131053	1	13	2	1500	14
VN131053	2	25	1	11000	23
VN131054	1	13	16	27300	40
VN131054	2	3	1	40	11
VN131054	3	1	5	75	11
VN131055	1	25	1	1000	23
VN131055	2	1	10	100	11
VN131056	1	1	6	50	11
VN131058	1	1	5	50	11
VN141001	1	40	1	2500	11
VN141001	2	40	1	200	11
VN141001	3	3	1	20	11
VN141001	4	1	7	20	11
VN141002	1	25	1	7000	23
VN141002	2	3	1	400	11
VN141002	3	40	2	300	11
VN141002	4	1	0	50	11
VN141003	1	25	1	7000	23
VN141004	1	25	1	10000	24
VN141004	2	23	3	500	23
VN141005	1	26	1	1200	14
VN141005	2	40	1	200	11
VN141005	3	1	6	20	11
VN141006	1	40	2	400	11
VN141006	2	1	6	100	11
VN141007	1	40	1	100	11
VN141007	2	3	1	700	11
VN141007	3	1	7	50	11
VN141008	1	40	1	800	11
VN141009	1	3	2	1200	11
VN141009	2	40	2	400	11
VN141009	3	1	6	50	11
VN141011	1	3	1	700	11
VN141012	1	3	1	500	11
VN141012	2	1	2	10	11
VN141012	3	40	1	300	11
VN141013	1	8	1	10000	11
VN141013	2	40	4	3300	11
VN141014	1	40	1	200	11
VN141014	2	40	2	30	11
VN141014	3	1	2	20	11
VN141015	1	88	-99	-99	99
VN141016	1	3	2	1100	11
VN141016	2	1	6	240	11
VN141016	3	8	6	160	11
VN141017	1	25	1	3000	23
VN141017	2	40	1	200	11
VN141017	3	3	1	50	11
VN141018	1	40	2	800000	10
VN141018	2	40	1	100000	10
VN141019	1	3	1	100	11
VN141019	2	1	3	80	11
VN141019	3	8	1	20	11
VN141020	1	25	2	8000	24
VN141020	2	40	1	1000	11
VN141025	1	3	1	500	11
VN141025	2	40	1	200	11
VN141025	3	40	8	50	11
VN141025	4	1	8	20	11
VN141026	1	3	1	80	11
VN141026	2	1	3	50	11
VN141027	1	40	1	200000	24
VN141027	2	40	1	1000	11
VN141027	3	1	4	10	11
VN141028	1	3	1	200	11
VN141028	2	40	1	100	11
VN141028	3	1	6	50	11
VN141029	1	3	1	200	11
VN141029	2	1	6	100	11
VN141030	1	25	2	10000	23
VN141030	2	40	1	700	11
VN141031	1	40	1	500	11
VN141031	2	3	1	500	11
VN141032	1	25	1	10000	11
VN141032	2	40	2	600	11
VN141032	3	3	1	300	11
VN141032	4	1	3	5	11
VN141033	1	40	2	100000	24
VN141033	2	3	1	400	11
VN141033	3	1	2	50	11
VN141034	1	25	1	10000	23
VN141034	2	40	2	2000	11
VN141034	3	3	1	1000	11
VN141034	4	1	7	1000	11
VN141035	1	40	1	100000	24
VN141036	1	25	1	200	24
VN141037	1	3	1	300	11
VN141037	2	1	5	50	11
VN141037	3	40	4	5	11
VN141039	1	3	1	200	11
VN141039	2	40	1	100	11
VN141041	1	25	2	800	23
VN141042	1	40	1	400	11
VN141042	2	25	2	1000	23
VN141043	1	40	1	3000	11
VN141043	2	3	1	500	11
VN141043	3	40	1	200	11
VN141043	4	1	4	20	11
VN141044	1	25	2	5000	23
VN141044	2	23	1	50	23
VN141045	1	40	1	300	11
VN141045	2	25	1	250	23
VN141047	1	25	2	15000	23
VN141047	2	40	1	500	11
VN141048	1	25	2	25000	23
VN141048	2	3	1	800	11
VN141049	1	40	1	300	11
VN141050	1	3	1	200	11
VN141050	2	40	1	500	11
VN141051	1	25	1	12000	23
VN141051	2	40	2	1000	11
VN141051	3	3	1	800	11
VN141052	1	25	2	20000	24
VN141062	1	40	1	3000	12
VN141062	2	40	0	2000	23
VN141062	3	15	60	500	12
VN141066	1	3	1	700	11
VN141066	2	1	1	20	11
VN141073	1	40	0	300	11
VN141073	2	3	1	50	11
VN141073	3	1	4	30	11
VN141076	1	1	4	60	11
VN151001	1	1	5	50	11
VN151001	2	25	1	5000	23
VN151002	1	2	1	50	11
VN151002	2	3	1	15	11
VN151002	3	1	4	10	11
VN151003	1	2	1	500	11
VN151003	2	3	1	150	11
VN151004	1	1	3	30	11
VN151005	1	1	8	60	11
VN151005	2	30	1	5000	30
VN151006	1	2	1	1000	11
VN151006	2	3	3	300	11
VN151007	1	40	2	8000	40
VN151007	2	1	5	40	11
VN151007	3	25	1	20000	23
VN151008	1	1	6	50	11
VN151008	2	2	1	500	11
VN151010	1	2	1	1000	11
VN151010	2	1	4	60	11
VN151010	3	3	1	120	11
VN151010	4	40	1	4000	23
VN151011	1	3	1	70	11
VN151011	2	2	1	50	11
VN151012	1	2	1	500	11
VN151012	2	3	1	150	11
VN151012	3	1	3	20	11
VN151013	1	2	1	200	11
VN151013	2	3	1	50	11
VN151014	1	1	1	1000	11
VN151014	2	1	9	50	11
VN151014	3	2	1	600	11
VN151015	1	40	3	16000	40
VN151015	2	40	5	12000	40
VN151015	3	40	1	10000	40
VN151016	1	1	7	300	11
VN151016	2	7	1	30000	11
VN151017	1	40	1	1200	40
VN151017	2	2	1	300	11
VN151017	3	1	6	30	11
VN151018	1	2	1	600	11
VN151018	2	1	4	20	11
VN151019	1	2	1	1000	11
VN151019	2	1	5	50	11
VN151019	3	8	1	5000	11
VN151020	1	1	3	60	11
VN151020	2	25	1	3000	23
VN151020	3	23	1	150	23
VN151021	1	6	1	3000	11
VN151021	2	1	5	100	11
VN151021	3	40	1	300	11
VN151022	1	40	4	1600	11
VN151022	2	1	7	200	11
VN151023	1	40	1	20	11
VN151023	2	2	1	700	11
VN151023	3	8	5	30	11
VN151024	1	1	8	50	11
VN151025	1	2	1	300	11
VN151025	2	1	7	100	11
VN151025	3	3	1	150	11
VN151028	1	77	0	0	88
VN151029	1	2	1	400	11
VN151030	1	3	1	1000	11
VN151030	2	1	3	20	11
VN151032	1	2	1	400	11
VN151032	2	1	10	15	11
VN151032	3	8	1	10	11
VN151034	1	18	1	300	18
VN151034	2	1	10	100	11
VN151036	1	4	1	6000	11
VN151036	2	1	3	20	11
VN151037	1	1	6	50	11
VN151038	1	1	4	20	11
VN151039	1	1	6	100	11
VN151041	1	25	1	200	11
VN151042	1	1	14	70	11
VN151042	2	25	1	100	11
VN151043	1	1	4	20	11
VN151044	1	99	6	20	11
VN151044	2	3	1	30	11
VN151045	1	1	5	60	11
VN151045	2	3	1	30	11
VN151046	1	1	5	20	11
VN151046	2	2	1	150	11
VN151047	1	40	1	500	11
VN151047	2	1	10	50	11
VN151047	3	2	2	150	11
VN151047	4	23	1	500	23
VN151049	1	2	1	1000	11
VN151049	2	13	1	5000	40
VN151049	3	3	1	50	11
VN151049	4	1	5	50	11
VN151051	1	1	4	30	11
VN151051	2	13	4	20	40
VN151075	1	6	1	12000	11
VN151075	2	7	1	9000	11
VN151079	1	7	1	9000	24
VN151079	2	1	6	30	11
VN151081	1	2	1	200	11
VN151081	2	3	1	60	11
VN151081	3	1	5	25	11
VN161001	1	1	10	60	11
VN161002	1	26	10	2000	21
VN161002	2	40	8	20000	21
VN161003	1	1	8	60	11
VN161004	1	2	1	100	11
VN161004	2	3	1	50	11
VN161004	3	1	3	50	11
VN161005	1	1	7	40	11
VN161006	1	3	2	120	11
VN161006	2	2	1	60	11
VN161006	3	1	6	50	11
VN161007	1	25	2	15000	23
VN161007	2	1	20	300	11
VN161008	1	40	1	1500	23
VN161008	2	23	5	1050	23
VN161008	3	40	30	150	23
VN161009	1	6	1	3500	11
VN161009	2	2	1	100	11
VN161009	3	3	1	40	11
VN161009	4	1	6	30	11
VN161010	1	23	4	1700	23
VN161010	2	25	1	200000	24
VN161010	3	25	3	16000	24
VN161011	1	3	1	50	11
VN161011	2	1	6	40	11
VN161012	1	4	1	15000	11
VN161012	2	6	1	12000	11
VN161012	3	3	1	50	11
VN161012	4	2	1	60	11
VN161012	5	1	6	40	11
VN161013	1	1	10	60	11
VN161013	2	40	3	15	14
VN161014	1	25	1	150	11
VN161015	1	13	15	1500	7
VN161015	2	40	1000	30	7
VN161015	3	1	8	50	11
VN161016	1	2	1	1000	23
VN161016	2	3	1	50	11
VN161016	3	1	6	100	11
VN161017	1	1	9	50	11
VN161018	1	1	10	60	11
VN161019	1	1	9	60	11
VN161020	1	4	1	12000	11
VN161020	2	3	1	50	11
VN161020	3	2	1	50	11
VN161020	4	1	6	40	11
VN161021	1	2	1	70	11
VN161021	2	3	1	10	11
VN161021	3	1	10	50	11
VN161022	1	3	1	50	11
VN161022	2	2	1	50	11
VN161022	3	1	4	30	11
VN161023	1	4	1	4000	11
VN161023	2	1	15	80	11
VN161024	1	3	1	50	11
VN161024	2	2	1	50	11
VN161024	3	1	5	40	11
VN161025	1	1	11	60	11
VN161025	2	25	1	100	11
VN161026	1	2	1	100	11
VN161026	2	3	1	30	11
VN161026	3	1	10	50	11
VN161027	1	2	1	100	11
VN161027	2	3	1	30	11
VN161027	3	1	5	30	11
VN161028	1	2	1	50	11
VN161028	2	3	1	30	11
VN161028	3	1	5	30	11
VN161029	1	1	12	80	11
VN161030	1	6	1	12000	11
VN161030	2	2	1	100	11
VN161030	3	3	1	70	11
VN161030	4	1	3	30	11
VN161032	1	2	1	100	11
VN161032	2	3	1	1000	11
VN161032	3	1	6	30	11
VN161033	1	2	1	150	11
VN161033	2	3	1	30	11
VN161033	3	1	5	25	11
VN161034	1	2	1	100	11
VN161034	2	3	1	30	11
VN161034	3	1	5	25	11
VN161035	1	2	1	50	11
VN161035	2	3	1	30	11
VN161035	3	1	5	30	11
VN161036	1	1	12	70	11
VN161036	2	13	6	40	7
VN161037	1	2	1	200	11
VN161037	2	3	1	40	11
VN161037	3	1	5	30	11
VN161038	1	2	1	60	11
VN161038	2	3	1	50	11
VN161038	3	1	5	40	11
VN161039	1	1	8	60	11
VN161040	1	1	11	60	11
VN161041	1	1	12	80	11
VN161043	1	1	12	80	11
VN161043	2	25	1	100	11
VN161044	1	1	10	70	11
VN161044	2	25	1	100	11
VN161045	1	2	1	50	11
VN161045	2	1	5	30	11
VN161045	3	3	1	30	11
VN161047	1	2	1	50	11
VN161047	2	1	5	30	11
VN161047	3	3	1	30	11
VN161048	1	1	12	70	11
VN161048	2	25	1	100	11
VN161049	1	2	1	200	11
VN161049	2	3	1	50	11
VN161049	3	1	5	20	11
VN161050	1	1	15	100	11
VN161050	2	25	1	100	11
VN171001	1	24	0	24000	23
VN171001	2	23	60	10000	23
VN171003	1	25	2	25000	28
VN171004	1	25	1	3000	24
VN171006	1	25	1	4000	23
VN171007	1	22	10	2000	23
VN171008	1	24	1	20000	23
VN171008	2	23	1	400	8
VN171008	3	25	3	20000	10
VN171009	1	12	1	200	8
VN171011	1	25	1	150	23
VN171011	2	23	1	50	23
VN171012	1	24	1	5000	14
VN171013	1	20	3	150	10
VN171015	1	24	1	2000	23
VN171015	2	12	1	300	8
VN171015	3	25	1	1500	23
VN171017	1	25	2	9000	28
VN171017	2	12	1	30	8
VN171017	3	26	1	1000	21
VN171021	1	24	1	3000	23
