CHILDID	ID	AGE	MEMSEX	RELATE	LIVHSE	DTHEXPR3	ADULTEDC	GRADE	HSSTRR3	STRAGER3	GRADER3	STILLR3	WHYNOTR3	AGEGRDR3	PERFR3	FEESR3	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3	SLEEPR3	CHCARER3	HHCHRER3	NPYWRKR3	PAYWRKR3	SCHOOLR3	STUDYR3	PLAYR3
VN151022	2	43	2	1	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151022	3	18	2	7	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151022	0	15	1	0	2	88	88	88	 	 	 	 	 	 	 	 	0	15	4	20	2	8	0	2	0	0	5	5	4
VN151022	4	41	1	13	1	88	99	7	 	 	 	 	 	 	 	 	0	1	11	25	8	 	 	 	 	 	 	 	 
VN151022	5	34	2	13	1	88	99	7	 	 	 	 	 	 	 	 	0	1	11	26	7	 	 	 	 	 	 	 	 
VN151023	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	900	0	15	12	30	1	9	0	1	0	0	7	3	4
VN151023	1	37	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	20	11	30	8	 	 	 	 	 	 	 	 
VN151023	2	36	2	1	1	88	0	8	 	 	 	 	 	 	 	 	0	1	7	30	13	 	 	 	 	 	 	 	 
VN151023	3	12	1	7	1	88	88	88	1	6	6	1	88	88	2	310	0	15	12	30	1	11	0	1	0	0	5	2	5
VN151024	1	48	1	1	2	88	0	9	 	 	 	 	 	 	 	 	0	12	9	25	8	 	 	 	 	 	 	 	 
VN151024	4	19	1	7	2	88	1	12	 	 	 	 	 	 	 	 	0	15	12	8	1	 	 	 	 	 	 	 	 
VN151024	0	14	2	0	1	88	88	88	1	6	8	1	88	88	2	3299	0	15	12	30	1	8	0	1	0	0	5	9	1
VN151024	2	48	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	4	30	9	 	 	 	 	 	 	 	 
VN151024	3	21	2	7	1	88	0	14	 	 	 	 	 	 	 	 	0	15	12	8	1	 	 	 	 	 	 	 	 
VN151025	0	14	2	0	1	88	88	88	1	6	9	1	88	88	2	2000	0	15	12	30	2	8	0	2	0	0	6	6	2
VN151025	1	41	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	12	6	24	8	 	 	 	 	 	 	 	 
VN151025	2	40	2	1	1	88	1	12	 	 	 	 	 	 	 	 	0	13	11	26	9	 	 	 	 	 	 	 	 
VN151025	3	18	2	7	1	88	0	12	 	 	 	 	 	 	 	 	0	1	2	30	10	 	 	 	 	 	 	 	 
VN151028	18	43	1	13	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151028	19	42	2	13	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151028	20	20	2	14	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151028	21	18	2	14	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151028	22	15	1	14	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151028	1	40	1	1	2	88	0	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151028	2	38	2	1	2	88	0	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151028	0	14	2	0	1	88	88	88	1	6	8	1	88	88	2	800	0	15	12	25	2	9	0	2	0	0	5	6	2
VN151028	3	17	2	7	1	88	88	88	1	6	11	1	88	88	2	1600	0	15	12	30	2	8	0	2	0	0	5	5	4
VN151028	17	11	2	7	1	88	88	88	1	6	4	1	88	88	3	500	0	15	12	25	1	9	0	1	0	0	5	4	5
VN151029	2	47	1	1	2	88	0	12	 	 	 	 	 	 	 	 	0	13	11	26	8	 	 	 	 	 	 	 	 
VN151029	4	20	1	7	2	88	1	14	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN151029	0	15	1	0	1	88	88	88	1	6	9	1	88	88	2	314	0	15	12	30	1	9	0	1	0	0	5	6	3
VN151029	1	71	2	5	1	88	0	5	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 
VN151029	3	43	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	6	25	8	 	 	 	 	 	 	 	 
VN151030	0	14	2	0	1	88	88	88	1	6	9	1	88	88	2	1000	0	15	12	20	2	7	0	1	0	0	5	5	6
VN151030	1	39	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 
VN151030	2	38	2	1	1	88	0	7	 	 	 	 	 	 	 	 	0	10	7	15	8	 	 	 	 	 	 	 	 
VN151030	3	13	2	7	1	88	88	88	1	6	8	1	88	88	2	325	0	15	10	25	1	7	0	1	0	0	5	5	6
VN151030	17	9	2	7	1	88	88	88	1	6	4	1	88	88	3	450	0	15	10	25	1	8	1	0	0	0	4	5	6
VN151030	18	2	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151031	1	43	1	1	2	88	0	9	 	 	 	 	 	 	 	 	0	10	9	22	5	 	 	 	 	 	 	 	 
VN151031	3	20	1	7	2	88	1	14	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN151031	0	14	1	0	1	88	88	88	1	6	8	1	88	88	3	340	0	4	12	30	2	9	0	1	2	0	5	4	3
VN151031	2	40	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	10	9	22	5	 	 	 	 	 	 	 	 
VN151032	3	20	2	7	2	88	1	14	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN151032	0	15	1	0	1	88	88	88	1	6	9	1	88	88	2	2318	0	15	12	30	1	7	0	1	3	0	6	5	2
VN151032	1	43	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	1	8	20	10	 	 	 	 	 	 	 	 
VN151032	2	40	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	8	20	10	 	 	 	 	 	 	 	 
VN151034	4	22	2	7	2	88	0	12	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN151034	0	14	2	0	1	88	88	88	1	6	9	1	88	88	2	2010	0	15	12	30	1	8	0	1	0	0	6	8	1
VN151034	1	78	2	6	1	88	0	7	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151034	2	52	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	20	3	20	8	 	 	 	 	 	 	 	 
VN151034	3	46	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	4	12	30	4	 	 	 	 	 	 	 	 
VN151034	5	13	1	7	1	88	88	88	1	6	7	1	88	88	2	740	0	15	12	30	1	8	0	1	0	0	6	6	3
VN151035	3	20	2	7	4	88	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151035	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	990	0	15	12	30	1	7	0	1	0	0	5	7	4
VN151035	1	48	1	1	1	88	0	14	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN151035	2	47	2	1	1	88	0	14	 	 	 	 	 	 	 	 	0	13	12	26	5	 	 	 	 	 	 	 	 
VN151036	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	1450	0	15	12	15	1	6	1	1	0	0	5	6	5
VN151036	1	37	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 
VN151036	2	34	2	1	1	88	0	7	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 
VN151036	17	10	2	7	1	88	88	88	 	 	 	 	 	 	 	 	4	19	 	 	 	10	0	0	0	0	0	0	14
VN151036	18	2	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151037	1	40	1	1	2	88	0	9	 	 	 	 	 	 	 	 	0	20	6	20	8	 	 	 	 	 	 	 	 
VN151037	0	14	2	0	1	88	88	88	1	6	9	1	88	88	3	2000	0	15	12	30	1	8	0	1	0	0	5	6	4
VN151037	2	39	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	4	20	11	 	 	 	 	 	 	 	 
VN151037	3	4	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151038	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	1599	0	15	12	30	2	8	0	2	0	0	5	7	2
VN151038	1	81	1	18	1	88	0	5	 	 	 	 	 	 	 	 	0	4	12	30	1	 	 	 	 	 	 	 	 
VN151038	2	40	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN151038	3	35	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN151038	17	8	2	7	1	88	88	88	1	6	2	1	88	88	2	450	0	19	88	88	88	8	0	0	0	0	4	4	8
VN151039	3	20	1	7	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151039	1	50	1	1	2	88	99	99	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN151039	0	14	2	0	1	88	88	88	1	6	9	1	88	88	3	1700	0	15	12	30	2	7	0	2	0	0	6	6	3
VN151039	2	48	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	1	6	20	5	 	 	 	 	 	 	 	 
VN151040	0	15	1	0	1	88	88	88	1	6	9	1	88	88	2	500	0	15	12	30	1	9	0	1	0	0	6	6	2
VN151040	1	42	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	4	12	30	2	 	 	 	 	 	 	 	 
VN151040	2	37	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	4	12	30	2	 	 	 	 	 	 	 	 
VN151040	17	9	2	7	1	88	88	88	1	6	4	1	88	88	2	250	0	15	12	30	1	9	0	1	0	0	5	5	4
VN151041	1	60	1	1	3	0	0	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151041	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	720	0	15	12	30	1	7	0	1	0	0	6	5	5
VN151041	2	47	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	3	20	8	 	 	 	 	 	 	 	 
VN151041	3	13	2	7	1	88	88	88	1	6	7	1	88	88	2	780	0	15	10	22	1	7	0	1	0	0	5	6	5
VN151042	3	26	2	7	4	88	0	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151042	4	23	2	7	4	88	0	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151042	5	21	2	7	2	88	0	12	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN151042	0	15	1	0	1	88	88	88	1	7	7	1	88	88	3	599	0	15	12	30	1	8	0	1	0	0	5	7	3
VN151042	1	50	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	13	12	24	8	 	 	 	 	 	 	 	 
VN151042	2	46	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	4	20	9	 	 	 	 	 	 	 	 
VN151042	6	4	1	15	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151043	1	79	1	6	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151043	3	42	1	1	2	88	0	12	 	 	 	 	 	 	 	 	0	12	8	25	8	 	 	 	 	 	 	 	 
VN151043	5	18	2	7	2	88	1	12	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151043	0	14	1	0	1	88	88	88	1	6	9	1	88	88	2	2842	0	15	12	30	1	8	0	1	0	0	6	7	2
VN151043	2	77	2	6	1	88	0	5	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151043	4	41	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	1	4	20	10	 	 	 	 	 	 	 	 
VN151044	0	15	2	0	1	88	88	88	1	6	9	0	1	15	88	460	0	15	12	30	1	10	3	3	2	0	0	0	6
VN151044	1	37	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	3	25	8	 	 	 	 	 	 	 	 
VN151044	17	10	2	7	1	88	88	88	1	6	4	1	88	88	3	-99	0	15	12	30	2	9	1	2	0	0	5	3	4
VN151044	18	4	2	8	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151044	19	29	2	2	1	88	0	9	 	 	 	 	 	 	 	 	0	1	6	10	8	 	 	 	 	 	 	 	 
VN151044	20	74	2	6	1	88	0	2	 	 	 	 	 	 	 	 	0	15	12	15	2	 	 	 	 	 	 	 	 
VN151044	21	2	2	8	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151045	1	93	2	5	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151045	4	20	1	7	2	88	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151045	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	2100	0	15	12	25	1	9	0	1	0	0	5	5	4
VN151045	2	56	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	15	12	30	2	 	 	 	 	 	 	 	 
VN151045	3	50	2	1	1	88	0	10	 	 	 	 	 	 	 	 	0	1	11	25	7	 	 	 	 	 	 	 	 
VN151046	0	15	1	0	1	88	88	88	1	6	9	1	88	88	3	1550	0	15	12	30	1	7	0	1	0	0	6	6	4
VN151046	1	51	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 
VN151046	2	51	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 
VN151046	3	20	1	7	1	88	0	12	 	 	 	 	 	 	 	 	0	13	11	20	8	 	 	 	 	 	 	 	 
VN151046	4	24	2	7	1	88	0	12	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN151047	4	22	1	7	2	88	1	14	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN151047	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	1810	0	15	12	30	3	6	0	3	0	0	5	6	4
VN151047	1	66	2	6	1	88	0	9	 	 	 	 	 	 	 	 	0	10	12	8	6	 	 	 	 	 	 	 	 
VN151047	2	44	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN151047	3	42	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	1	8	15	12	 	 	 	 	 	 	 	 
VN151049	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN151049	0	15	2	0	1	88	88	88	1	6	9	1	88	88	3	1460	0	15	12	30	2	9	0	2	0	0	6	4	3
VN151049	1	38	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	8	12	30	9	 	 	 	 	 	 	 	 
VN151049	2	34	2	1	1	88	0	7	 	 	 	 	 	 	 	 	0	1	6	15	7	 	 	 	 	 	 	 	 
VN151049	3	13	1	7	1	88	88	88	1	6	6	1	88	88	3	660	0	15	12	30	2	10	0	2	0	0	5	4	3
VN151051	1	88	2	18	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151051	2	69	1	6	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151051	3	67	2	6	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151051	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	510	0	15	12	30	2	9	1	2	0	0	6	5	1
VN151051	4	37	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	20	8	20	9	 	 	 	 	 	 	 	 
VN151051	5	13	2	7	1	88	88	88	1	6	7	1	88	88	2	360	0	15	12	30	2	9	1	1	0	0	6	5	2
VN151051	6	27	2	2	1	88	0	7	 	 	 	 	 	 	 	 	0	20	9	26	12	 	 	 	 	 	 	 	 
VN151051	7	5	1	8	1	88	88	88	0	88	88	88	88	88	88	-88	0	19	 	 	 	10	0	0	0	0	88	88	14
VN151075	0	14	2	0	1	88	88	88	1	6	9	0	99	14	88	-88	0	15	12	20	2	8	2	3	3	0	0	3	5
VN151075	1	38	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 
VN151075	2	36	2	1	1	88	0	10	 	 	 	 	 	 	 	 	0	1	10	25	8	 	 	 	 	 	 	 	 
VN151075	3	16	2	7	1	88	88	88	1	6	10	1	88	88	3	2000	0	15	11	20	1	9	0	1	0	0	5	4	5
VN151075	4	6	2	7	1	88	88	88	1	6	0	1	88	88	3	100	0	19	 	 	 	10	0	0	0	0	3	4	7
VN151075	5	1	1	7	1	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN151079	0	15	2	0	1	88	88	88	1	6	9	1	88	88	3	557	0	15	12	30	1	9	0	2	0	0	5	6	2
VN151079	1	40	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	12	7	20	8	 	 	 	 	 	 	 	 
VN151079	2	36	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	1	3	15	9	 	 	 	 	 	 	 	 
VN151079	3	6	2	7	1	88	88	88	1	6	0	1	88	88	2	-88	0	19	 	 	 	10	0	0	0	0	3	5	6
VN151081	3	18	2	7	2	88	0	12	 	 	 	 	 	 	 	 	0	13	3	22	8	 	 	 	 	 	 	 	 
VN151081	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	460	0	15	12	15	2	7	0	2	0	0	6	6	3
VN151081	1	44	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 
VN151081	2	43	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 
VN151081	17	9	2	7	1	88	88	88	1	6	3	1	88	88	3	225	0	15	12	10	1	8	0	1	0	0	5	6	4
VN161001	2	42	2	1	2	88	0	9	 	 	 	 	 	 	 	 	0	1	1	25	10	 	 	 	 	 	 	 	 
VN161001	3	17	1	7	2	88	88	88	 	 	 	 	 	 	 	 	0	13	12	30	5	 	 	 	 	 	 	 	 
VN161001	0	15	1	0	1	88	88	88	1	6	8	1	88	88	3	550	 	 	 	 	 	10	0	1	0	0	6	3	4
VN161001	1	43	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	1	2	25	10	 	 	 	 	 	 	 	 
VN161001	4	13	2	7	1	88	88	88	1	6	7	1	88	88	2	550	0	15	12	30	1	10	0	1	0	0	6	5	2
VN161002	3	19	2	7	2	88	1	12	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN161002	0	15	1	0	1	88	88	88	1	5	10	1	88	88	2	3613	0	15	12	30	1	8	0	1	0	0	6	4	5
VN161002	1	41	1	1	1	88	0	13	 	 	 	 	 	 	 	 	0	11	12	10	8	 	 	 	 	 	 	 	 
VN161002	2	38	2	1	1	88	0	13	 	 	 	 	 	 	 	 	0	20	12	28	10	 	 	 	 	 	 	 	 
VN161003	1	89	2	5	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN161003	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	3100	0	15	12	30	1	9	0	1	0	0	6	6	2
VN161003	4	48	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	1	2	30	9	 	 	 	 	 	 	 	 
VN161004	79	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	30	1	 	 	 	 	 	 	 	 
VN161004	3	18	1	7	2	88	1	12	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN161004	0	15	1	0	1	88	88	88	1	6	9	1	88	88	3	1630	 	 	 	 	 	7	0	1	0	0	6	7	3
VN161004	1	46	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	12	5	30	9	 	 	 	 	 	 	 	 
VN161004	2	38	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	6	10	8	 	 	 	 	 	 	 	 
VN161005	2	44	2	1	2	88	0	9	 	 	 	 	 	 	 	 	0	10	11	27	10	 	 	 	 	 	 	 	 
VN161005	3	19	2	7	2	88	1	12	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN161005	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	1000	0	15	12	30	1	8	0	1	0	0	6	5	4
VN161005	1	48	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	2	30	10	 	 	 	 	 	 	 	 
VN161005	4	16	1	7	1	88	88	88	1	6	10	1	88	88	3	450	0	15	12	30	1	8	0	1	0	0	6	4	5
VN161006	1	40	1	1	2	88	0	11	 	 	 	 	 	 	 	 	0	1	10	25	8	 	 	 	 	 	 	 	 
VN161006	0	14	2	0	1	88	88	88	1	6	9	1	88	88	3	954	0	15	12	21	1	9	0	1	0	0	5	4	5
VN161006	2	38	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	1	10	26	8	 	 	 	 	 	 	 	 
VN161006	3	18	1	7	1	88	1	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN161007	0	15	2	0	1	88	88	88	1	6	9	1	88	88	3	2232	0	15	12	30	1	8	0	1	0	0	5	7	3
VN161007	1	70	2	6	1	88	0	77	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN161007	2	40	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	10	10	20	7	 	 	 	 	 	 	 	 
VN161007	3	40	2	1	1	88	0	11	 	 	 	 	 	 	 	 	0	10	10	20	7	 	 	 	 	 	 	 	 
VN161007	4	19	1	7	1	88	0	12	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN161008	0	14	1	0	1	88	88	88	1	6	9	1	88	88	2	1010	0	15	12	30	1	9	0	1	0	0	6	5	3
VN161008	1	42	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	10	5	6	10	 	 	 	 	 	 	 	 
VN161008	2	34	2	1	1	88	0	10	 	 	 	 	 	 	 	 	0	10	10	25	9	 	 	 	 	 	 	 	 
VN161008	3	12	2	7	1	88	88	88	1	6	6	1	88	88	2	2000	0	15	12	30	1	9	0	1	0	0	6	6	2
VN161009	3	19	1	7	2	88	0	12	 	 	 	 	 	 	 	 	0	13	1	26	8	 	 	 	 	 	 	 	 
VN161009	0	15	2	0	1	88	88	88	1	7	8	1	88	88	2	2100	0	15	12	30	2	9	0	2	0	0	5	5	3
VN161009	1	49	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	12	5	23	8	 	 	 	 	 	 	 	 
VN161009	2	46	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 
VN161010	5	20	2	7	4	88	0	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN161010	0	14	2	0	1	88	88	88	1	6	9	1	88	88	3	1500	0	15	12	30	1	8	0	1	0	0	6	6	3
VN161010	1	51	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	10	11	30	9	 	 	 	 	 	 	 	 
VN161010	2	47	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	11	12	25	8	 	 	 	 	 	 	 	 
VN161010	3	28	1	7	1	88	0	12	 	 	 	 	 	 	 	 	0	11	12	20	8	 	 	 	 	 	 	 	 
VN161010	4	25	1	7	1	88	0	9	 	 	 	 	 	 	 	 	0	11	12	22	9	 	 	 	 	 	 	 	 
VN161010	6	18	1	7	1	88	1	11	 	 	 	 	 	 	 	 	0	15	12	30	1	 	 	 	 	 	 	 	 
VN161010	7	25	2	16	1	88	0	9	 	 	 	 	 	 	 	 	0	10	12	30	8	 	 	 	 	 	 	 	 
VN161010	8	1	1	15	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN161011	0	14	2	0	1	88	88	88	1	6	9	1	88	88	2	1000	0	15	10	20	1	9	0	1	0	0	5	4	5
VN161011	1	92	2	6	1	88	0	0	 	 	 	 	 	 	 	 	5	19	 	 	 	 	 	 	 	 	 	 	 
VN161011	2	42	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	12	9	24	8	 	 	 	 	 	 	 	 
VN161011	3	34	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	12	8	27	8	 	 	 	 	 	 	 	 
VN161011	4	12	1	7	1	88	88	88	1	6	6	1	88	88	3	500	0	19	 	 	 	10	0	0	0	0	5	3	6
VN161011	5	6	2	7	1	88	88	88	1	6	0	1	88	88	3	550	0	19	 	 	 	11	0	0	0	0	4	2	7
VN161012	1	45	1	1	2	88	0	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN161012	3	19	2	7	2	88	1	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN161012	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	802	0	15	12	20	1	9	0	1	0	0	5	4	5
VN161012	2	41	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	8	24	7	 	 	 	 	 	 	 	 
VN161012	4	17	2	7	1	88	88	88	1	6	11	1	88	88	3	802	0	15	12	26	1	9	0	1	0	0	5	4	5
VN161012	17	8	2	7	1	88	88	88	1	6	3	1	88	88	2	320	0	19	 	 	 	10	0	0	0	0	4	3	7
VN161012	18	1	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN161013	0	15	1	0	1	88	88	88	1	6	9	1	88	88	3	459	0	15	12	30	1	9	0	1	2	0	5	4	2
VN161013	1	42	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	11	7	30	6	 	 	 	 	 	 	 	 
VN161013	2	38	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	2	20	9	 	 	 	 	 	 	 	 
VN161013	3	17	2	7	1	88	88	88	1	6	11	1	88	88	2	612	0	15	12	30	1	8	0	1	0	0	6	8	1
VN161013	4	12	1	7	1	88	88	88	1	6	6	1	88	88	2	459	0	15	12	30	1	9	0	1	1	0	5	5	3
VN161013	5	79	1	6	1	88	99	7	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN161014	1	51	1	1	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN161014	3	19	1	7	2	88	1	12	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN161014	0	14	2	0	1	88	88	88	1	6	9	1	88	88	2	270	0	19	88	88	88	8	0	0	0	0	8	4	4
VN161014	2	49	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN161015	0	14	2	0	1	88	88	88	1	6	9	1	88	88	3	1049	0	15	12	30	1	8	0	1	0	0	6	5	4
