CHILDID	ACTIDR3	ACTR3	ACTOWNR3	ACTMTHR3	ACTDAYHR3	ACTHRSR3	PYMRECR3
VN031005	1	1	1	6	20	1	0
VN031005	2	2	1	12	20	1	0
VN031006	1	6	1	7	20	4	0
VN031008	1	1	1	8	20	2	0
VN031009	1	2	1	12	15	1	0
VN031009	2	1	1	5	15	3	0
VN031010	1	1	1	6	10	1	0
VN031010	2	2	1	12	20	2	88
VN031011	1	2	1	10	15	1	0
VN031012	1	1	1	12	20	7	0
VN031012	2	2	1	10	20	2	0
VN031013	1	1	1	8	20	4	0
VN031013	2	5	1	4	20	4	0
VN031018	1	1	1	10	20	4	0
VN031020	1	1	1	10	20	7	0
VN031020	2	2	1	7	15	1	0
VN031021	1	2	1	7	10	2	0
VN031021	2	5	1	2	25	6	0
VN031023	1	1	1	12	30	4	0
VN031024	1	2	1	12	25	3	0
VN031025	1	1	1	10	20	6	0
VN031025	2	2	1	7	10	2	0
VN031025	3	3	1	3	10	1	0
VN031027	1	1	1	12	20	4	0
VN031027	2	2	1	12	30	3	0
VN031027	3	3	1	12	20	1	0
VN031028	1	1	1	10	20	6	0
VN031028	2	2	1	7	10	2	0
VN031029	1	1	1	11	25	4	0
VN031029	2	2	1	12	25	2	0
VN031031	1	1	1	10	24	7	0
VN031031	2	2	1	12	25	2	0
VN031031	3	3	1	9	20	1	0
VN031032	1	2	1	10	15	1	0
VN031032	2	1	1	2	10	4	0
VN031033	1	2	1	12	20	1	0
VN031034	1	1	2	11	28	7	1
VN031035	1	2	1	12	28	3	0
VN031035	2	1	1	10	20	7	0
VN031036	1	2	1	8	10	1	0
VN031036	2	1	1	8	15	2	0
VN031037	1	2	1	12	25	2	0
VN031037	2	3	1	12	25	2	0
VN031038	1	2	1	12	25	1	0
VN031038	2	1	1	5	20	3	0
VN031039	1	4	1	12	25	6	0
VN031040	1	2	1	12	20	2	0
VN031040	2	1	1	12	20	1	0
VN031041	1	2	1	12	20	1	0
VN031043	1	6	2	12	26	1	1
VN031044	1	2	1	10	25	1	0
VN031044	2	1	1	1	25	4	0
VN031045	1	2	1	10	20	1	0
VN031046	1	2	1	12	20	1	0
VN031047	1	2	1	10	20	3	0
VN031048	1	2	1	12	15	1	0
VN031048	2	4	1	10	15	2	0
VN031049	1	1	1	10	20	1	0
VN031049	2	2	1	12	20	1	0
VN031049	3	5	2	1	25	8	1
VN031050	1	1	1	6	12	2	0
VN031050	2	2	1	10	15	2	0
VN031052	1	1	1	12	10	1	0
VN031052	2	2	1	12	1	1	0
VN031058	1	2	1	11	25	1	0
VN031059	1	1	1	7	20	5	0
VN031060	1	2	1	12	10	1	0
VN031060	2	5	1	10	10	2	0
VN031079	1	1	1	12	20	7	0
VN031079	2	2	1	10	15	2	0
VN031096	1	2	1	12	26	6	0
VN031096	2	3	1	12	30	3	0
VN031098	1	1	1	12	25	5	0
VN031108	1	1	1	10	15	2	0
VN031108	2	2	1	10	20	1	0
VN031134	1	2	1	12	20	2	0
VN041001	1	1	1	6	15	12	0
VN041001	2	6	2	1	5	18	1
VN041002	1	6	2	4	25	8	1
VN041003	1	2	1	12	30	2	0
VN041004	1	4	1	8	22	6	0
VN041005	1	6	2	1	15	15	1
VN041006	1	1	1	3	15	12	0
VN041006	2	2	1	12	30	1	0
VN041007	1	2	1	12	26	5	0
VN041007	2	5	1	12	20	2	0
VN041008	1	2	1	12	22	4	0
VN041009	1	2	1	3	15	2	0
VN041010	1	2	1	12	30	1	0
VN041011	1	1	1	8	20	3	0
VN041012	1	2	1	12	30	3	0
VN041013	1	2	1	12	29	3	0
VN041013	2	5	1	12	20	3	0
VN041014	1	5	1	12	20	4	0
VN041014	2	2	1	12	30	1	0
VN041015	1	2	1	12	8	2	0
VN041016	1	4	1	9	30	1	0
VN041016	2	2	1	12	30	3	0
VN041017	1	6	2	3	25	8	3
VN041017	2	2	1	12	30	2	0
VN041019	1	2	1	12	30	1	0
VN041021	1	2	1	12	30	2	0
VN041021	2	4	1	12	30	1	0
VN041022	1	1	1	12	15	2	0
VN041022	2	2	1	12	30	1	0
VN041022	3	3	1	12	10	2	0
VN041023	1	2	1	9	8	1	0
VN041024	1	2	1	12	3	1	0
VN041024	2	4	1	12	20	1	0
VN041025	1	2	1	12	30	2	0
VN041025	2	4	1	12	30	3	0
VN041026	1	2	1	12	30	2	0
VN041027	1	2	1	12	30	2	0
VN041028	1	4	2	12	30	10	1
VN041028	2	2	2	12	30	2	1
VN041030	1	2	1	12	20	3	0
VN041031	1	6	2	3	20	8	1
VN041031	2	2	1	12	30	2	0
VN041032	1	8	1	6	20	15	0
VN041032	2	3	1	3	10	3	0
VN041034	1	2	1	12	30	2	0
VN041037	1	2	1	12	30	2	0
VN041038	1	8	2	3	15	8	1
VN041038	2	2	1	9	15	1	0
VN041039	1	5	1	3	20	3	5
VN041039	2	2	1	12	30	1	0
VN041041	1	1	1	2	20	6	0
VN041042	1	2	1	12	30	2	0
VN041043	1	2	1	12	30	3	0
VN041046	1	2	1	12	30	2	0
VN041046	2	1	1	12	30	3	0
VN041047	1	1	1	12	30	1	0
VN041049	1	2	1	10	24	1	0
VN041050	1	2	1	12	30	2	0
VN041059	1	1	1	3	20	1	0
VN041059	2	2	1	12	30	2	0
VN041092	1	2	1	12	30	5	0
VN041092	2	4	1	12	30	6	0
VN041092	3	88	88	88	88	88	88
VN041092	4	88	88	88	88	88	88
VN041092	5	88	88	88	88	88	88
VN041106	1	2	1	12	30	2	0
VN041106	2	6	2	2	30	9	1
VN041109	1	3	1	4	10	2	0
VN041109	2	2	1	4	8	2	0
VN041109	3	1	1	3	15	2	0
VN041110	1	8	2	2	30	9	1
VN041110	2	3	2	1	22	9	1
VN041110	3	2	1	12	20	5	0
VN041114	1	1	1	7	15	1	0
VN041114	2	2	1	12	30	1	0
VN041130	1	2	1	12	4	3	0
VN051001	1	6	2	11	26	8	1
VN051002	1	2	1	12	20	2	0
VN051003	1	2	1	10	20	2	0
VN051004	1	2	1	10	18	1	0
VN051005	1	2	1	12	20	3	0
VN051006	1	1	1	12	30	6	0
VN051008	1	2	1	12	25	5	0
VN051010	1	2	1	12	20	2	0
VN051011	1	2	1	12	20	2	0
VN051012	1	2	1	12	20	1	0
VN051013	1	2	1	12	25	3	0
VN051015	1	2	1	12	20	1	0
VN051015	2	3	1	12	20	1	0
VN051015	3	4	1	12	20	1	0
VN051017	1	2	1	12	30	2	0
VN051020	1	2	1	12	25	1	0
VN051021	1	2	1	12	20	1	0
VN051023	1	2	1	12	20	1	0
VN051024	1	2	1	12	25	1	0
VN051025	1	2	1	12	25	1	0
VN051026	1	2	1	12	13	1	0
VN051027	1	2	1	8	15	1	0
VN051028	1	2	1	12	28	1	0
VN051028	2	1	1	12	20	1	0
VN051030	1	2	1	12	20	2	0
VN051031	1	2	1	11	10	1	0
VN051035	1	1	1	12	15	1	0
VN051036	1	2	1	12	25	2	0
VN051037	1	2	1	12	19	2	0
VN051038	1	2	1	12	25	1	0
VN051040	1	1	2	12	15	3	1
VN051040	2	2	1	12	15	2	0
VN051041	1	2	1	12	25	4	0
VN051042	1	2	1	12	26	2	0
VN051043	1	2	1	12	18	2	0
VN051044	1	2	1	12	25	1	77
VN051044	2	3	1	12	20	2	77
VN051044	3	1	1	12	25	1	77
VN051045	1	2	1	10	15	1	0
VN051046	1	2	1	12	16	2	0
VN051047	1	2	1	12	25	3	0
VN051048	1	2	1	12	20	3	0
VN051049	1	2	1	12	20	1	0
VN051050	1	2	1	12	16	1	0
VN051057	1	2	1	12	27	1	0
VN061001	1	2	1	12	31	2	0
VN061001	2	3	1	12	31	2	0
VN061004	1	2	1	12	5	3	0
VN061006	1	2	1	12	31	1	0
VN061006	2	1	1	12	31	1	0
VN061008	1	2	1	12	30	3	0
VN061009	1	4	1	12	10	2	0
VN061012	1	2	1	12	30	3	0
VN061013	1	6	2	6	26	8	1
VN061014	1	2	1	12	30	3	0
VN061015	1	2	1	10	25	2	0
VN061015	2	8	2	10	20	6	1
VN061016	1	2	1	9	15	1	0
VN061017	1	2	1	12	30	0	0
VN061018	1	2	1	12	15	2	0
VN061019	1	2	1	12	30	1	0
VN061020	1	3	2	6	10	3	0
VN061021	1	2	1	12	30	1	0
VN061023	1	2	1	12	30	2	0
VN061024	1	6	2	4	30	12	1
VN061025	1	2	1	12	30	2	0
VN061026	1	2	1	8	15	1	0
VN061028	1	6	2	8	30	11	1
VN061030	1	4	1	12	30	2	0
VN061031	1	2	1	12	15	1	0
VN061033	1	2	1	3	26	99	0
VN061034	1	2	1	12	10	1	0
VN061036	1	2	1	12	25	1	0
VN061037	1	2	1	7	10	1	0
VN061039	1	2	1	7	10	1	0
VN061040	1	2	1	12	30	2	0
VN061041	1	2	2	12	30	2	0
VN061042	1	2	1	12	30	2	0
VN061042	2	4	1	12	20	1	0
VN061043	1	6	2	6	18	7	1
VN061043	2	1	2	4	10	4	1
VN061043	3	2	1	12	28	1	0
VN061044	1	2	1	9	5	2	0
VN061047	1	2	1	12	30	1	0
VN061048	1	2	1	12	30	4	0
VN061050	1	1	2	2	30	8	1
VN061050	2	1	1	2	30	1	0
VN061052	1	2	1	12	20	1	0
VN061052	2	1	1	12	23	1	0
VN061055	1	2	1	12	31	1	0
VN061055	2	3	1	12	31	1	0
VN061056	1	2	1	10	25	2	0
VN061057	1	3	1	6	30	1	0
VN061057	2	2	1	12	26	1	0
VN061076	1	2	1	12	12	1	0
VN061079	1	2	1	12	30	99	0
VN071001	1	2	1	11	25	1	0
VN071002	1	4	1	4	27	9	5
VN071003	1	2	1	12	26	1	0
VN071005	1	2	1	12	18	1	0
VN071006	1	2	1	9	15	1	0
VN071008	1	8	2	12	20	2	0
VN071008	2	2	1	12	26	1	0
VN071009	1	4	1	11	20	2	0
VN071011	1	6	2	10	28	9	1
VN071013	1	2	1	11	20	1	0
VN071014	1	1	1	6	20	3	0
VN071014	2	2	1	10	15	4	0
VN071015	1	2	1	9	20	1	0
VN071018	1	4	2	7	28	8	1
VN071018	2	4	2	3	19	6	1
VN071018	3	1	1	1	10	3	0
VN071019	1	2	1	10	20	1	0
VN071020	1	2	1	12	15	1	0
VN071020	2	3	1	10	15	1	0
VN071023	1	2	1	12	25	2	0
VN071025	1	6	2	5	26	9	1
VN071026	1	2	1	12	15	2	0
VN071027	1	2	1	10	15	1	0
VN071028	1	2	1	10	10	2	0
VN071029	1	6	2	5	27	8	1
VN071031	1	3	2	10	25	4	0
VN071031	2	2	1	10	25	1	0
VN071032	1	1	1	3	20	4	88
VN071032	2	2	1	10	25	2	0
VN071033	1	2	1	9	15	1	0
VN071034	1	3	1	12	25	2	0
VN071034	2	2	1	12	25	2	0
VN071035	1	2	1	11	25	2	0
VN071036	1	2	1	12	20	1	0
VN071037	1	2	1	12	20	2	0
VN071038	1	2	1	8	20	2	0
VN071039	1	2	1	10	15	2	0
VN071042	1	2	1	10	15	1	0
VN071043	1	2	1	12	15	2	0
VN071044	1	2	1	11	15	2	0
VN071045	1	1	1	10	20	3	5
VN071045	2	2	1	12	28	2	0
VN071046	1	2	1	11	20	1	0
VN071047	1	2	1	12	15	1	0
VN071048	1	2	1	12	15	1	0
VN071049	1	2	1	11	15	1	0
VN071073	1	2	1	9	15	1	0
VN071091	1	2	1	12	20	1	0
VN071112	1	2	1	12	20	1	0
VN071120	1	2	1	12	20	1	0
VN071121	1	2	1	9	15	1	0
VN081001	1	4	2	6	28	8	1
VN081001	2	2	1	4	19	1	0
VN081003	1	2	1	12	20	2	0
VN081003	2	3	1	12	20	2	0
VN081004	1	1	1	12	20	3	5
VN081004	2	2	1	10	20	1	0
VN081005	1	2	1	12	20	2	0
VN081005	2	3	1	12	20	2	0
VN081006	1	2	1	10	15	2	0
VN081006	2	1	1	9	12	1	0
VN081007	1	2	1	11	25	1	0
VN081007	2	1	1	6	5	1	0
VN081008	1	2	1	12	25	2	0
VN081010	1	2	1	12	20	1	0
VN081011	1	2	1	6	10	2	0
VN081012	1	2	1	9	20	1	0
VN081013	1	5	1	12	25	8	5
VN081017	1	2	1	9	15	1	0
VN081018	1	2	1	12	20	2	0
VN081020	1	2	1	11	20	1	0
VN081020	2	3	1	11	10	1	0
VN081021	1	2	1	10	25	2	0
VN081022	1	2	1	10	20	1	0
VN081022	2	3	1	10	15	1	0
VN081023	1	2	1	12	15	2	0
VN081024	1	2	1	10	20	1	0
VN081025	1	2	1	11	20	2	0
VN081026	1	2	1	10	25	2	0
VN081028	1	2	1	12	5	1	0
VN081029	1	2	1	12	30	1	0
VN081030	1	2	1	12	10	1	0
VN081031	1	2	1	12	30	2	0
VN081032	1	3	1	11	15	1	0
VN081032	2	2	1	12	20	1	0
VN081034	1	2	1	12	20	2	0
VN081035	1	2	1	12	15	1	0
VN081036	1	2	1	12	15	1	0
VN081038	1	2	1	10	20	1	0
VN081039	1	2	1	12	15	1	0
VN081041	1	2	1	12	15	1	0
VN081042	1	3	1	12	20	2	0
VN081042	2	2	1	11	20	1	0
VN081045	1	2	1	12	15	1	3
VN081045	2	6	2	12	30	5	3
VN081046	1	2	1	12	20	2	0
VN081046	2	3	1	12	20	1	0
VN081047	1	2	1	11	4	2	0
VN081049	1	2	1	12	20	1	0
VN081050	1	2	1	12	30	1	0
VN081073	1	6	2	10	25	8	1
VN081092	1	2	1	12	20	2	0
VN081105	1	2	1	12	15	2	0
VN081108	1	4	2	10	20	8	1
VN081120	1	2	1	12	30	1	0
VN081130	1	6	2	3	28	8	1
VN081139	1	5	1	10	15	2	5
VN081139	2	2	1	12	15	1	0
VN081145	1	6	2	12	28	12	1
VN081150	1	2	1	12	20	1	0
VN081152	1	2	1	12	30	1	0
VN091001	1	1	1	12	28	4	0
VN091001	2	2	1	12	30	1	0
VN091003	1	2	1	12	30	2	0
VN091003	2	8	1	12	18	4	0
VN091005	1	2	1	12	25	2	0
VN091008	1	8	1	12	30	3	0
VN091008	2	2	1	12	30	1	0
VN091009	1	1	1	12	10	6	0
VN091010	1	1	1	12	15	5	0
VN091010	2	1	1	12	10	6	0
VN091010	3	2	1	12	20	2	0
VN091011	1	8	1	12	30	8	0
VN091012	1	2	1	12	30	5	0
VN091012	2	3	1	12	30	3	0
VN091013	1	2	1	12	21	0	99
VN091014	1	1	1	12	27	8	0
VN091014	2	2	1	12	20	1	0
VN091015	1	2	1	12	20	2	0
VN091016	1	1	1	12	30	7	0
VN091016	2	2	1	3	30	3	0
VN091017	1	2	1	9	25	3	0
VN091018	1	1	1	12	15	99	0
VN091018	2	2	1	12	30	2	0
VN091019	1	1	1	7	16	7	0
VN091021	1	1	1	12	15	5	0
VN091021	2	8	1	12	10	6	0
VN091022	1	1	1	12	21	3	0
VN091022	2	1	1	12	7	3	0
VN091022	3	1	1	12	27	1	0
VN091024	1	2	1	12	25	3	0
VN091025	1	1	1	12	22	3	0
VN091025	2	2	1	12	25	1	0
VN091026	1	1	1	12	15	6	0
VN091026	2	2	1	12	30	1	0
VN091027	1	2	1	12	20	2	0
VN091028	1	1	1	6	20	6	0
VN091028	2	2	1	12	30	1	0
VN091029	1	1	1	12	20	6	0
VN091029	2	2	1	12	15	2	0
VN091029	3	3	1	12	10	3	0
VN091031	1	1	1	12	20	3	0
VN091031	2	1	1	12	7	3	0
VN091031	3	1	1	12	28	1	0
VN091032	1	1	1	12	15	6	0
VN091032	2	8	1	12	10	5	0
VN091032	3	2	1	12	25	1	0
VN091032	4	2	1	12	20	1	0
VN091033	1	1	1	12	10	8	0
VN091033	2	1	2	1	15	9	1
VN091036	1	2	1	8	15	2	0
VN091037	1	1	1	12	20	4	0
VN091039	1	1	1	12	10	6	0
VN091039	2	1	1	12	15	6	0
VN091039	3	2	1	12	10	1	0
VN091041	1	1	1	12	25	8	0
VN091042	1	1	1	10	25	8	0
VN091044	1	1	1	12	24	8	0
VN091044	2	2	1	12	30	2	0
VN091045	1	1	1	12	25	8	0
VN091045	2	2	1	12	28	2	0
VN091046	1	6	2	1	6	8	1
VN091049	1	1	1	12	25	1	0
VN091050	1	1	1	12	20	7	0
VN091052	1	1	1	12	25	4	0
VN091052	2	2	1	12	25	1	0
VN091053	1	1	1	12	15	3	0
VN091056	1	8	1	12	12	2	0
VN091057	1	2	1	12	24	2	0
VN091061	1	8	1	12	10	6	0
VN091062	1	2	1	12	30	4	0
VN091064	1	1	1	12	25	99	0
VN091064	2	2	1	12	30	2	0
VN091070	1	1	1	10	25	8	0
VN091071	1	2	1	12	20	1	0
VN091071	2	99	99	 	 	 	 
VN091071	3	1	1	10	20	4	0
VN101001	1	1	1	10	10	8	0
VN101004	1	1	1	12	10	4	0
VN101004	2	2	1	12	20	2	0
VN101005	1	2	1	12	28	2	0
VN101009	1	1	1	12	8	7	0
VN101009	2	2	1	12	8	1	0
VN101009	3	3	1	12	8	1	0
VN101010	1	6	2	4	28	10	1
VN101011	1	1	1	11	26	4	0
VN101013	1	2	1	12	25	3	0
VN101014	1	2	1	12	25	2	0
VN101014	2	1	1	2	4	3	0
VN101015	1	2	1	12	20	2	0
VN101016	1	2	1	12	25	99	0
VN101017	1	2	1	12	20	2	0
VN101018	1	1	1	12	10	3	0
VN101018	2	1	1	4	7	3	0
VN101019	1	2	1	12	25	2	0
VN101020	1	1	1	10	25	6	0
VN101020	2	2	1	12	25	2	0
VN101021	1	2	1	12	20	2	0
VN101021	2	1	1	10	5	4	0
VN101022	1	8	1	12	15	4	0
VN101022	2	2	1	12	20	1	0
VN101023	1	1	1	12	18	3	0
VN101023	2	2	1	12	27	2	0
VN101024	1	1	1	12	20	8	0
VN101024	2	2	1	12	25	1	0
VN101025	1	2	1	9	22	4	0
VN101026	1	1	1	12	20	6	0
VN101026	2	2	1	12	27	1	0
VN101026	3	3	1	12	30	2	0
VN101028	1	1	1	12	25	3	0
VN101029	1	2	1	12	28	2	0
VN101030	1	2	1	12	30	2	0
VN101030	2	1	1	2	7	3	0
VN101031	2	2	1	12	30	1	0
VN101034	1	1	1	12	20	3	0
VN101034	2	2	1	12	25	1	0
VN101035	1	1	1	7	20	8	0
VN101035	2	2	1	12	25	1	0
VN101036	1	2	1	12	22	2	0
VN101037	1	6	2	2	26	99	1
VN101038	1	1	1	12	20	5	0
VN101038	2	2	1	12	20	1	0
VN101040	1	4	2	1	7	12	1
VN101041	1	1	1	11	20	6	0
VN101042	1	2	1	12	20	1	0
VN101042	2	1	1	5	20	9	0
VN101043	1	1	1	12	25	4	0
VN101043	2	1	1	3	10	4	0
VN101044	1	2	1	12	28	2	0
VN101045	1	2	1	12	30	2	0
VN101047	1	8	1	12	20	3	0
VN101047	2	2	1	12	20	1	0
VN101048	1	2	1	12	20	2	0
VN101049	1	2	1	12	25	2	0
VN101050	1	2	1	12	26	2	0
VN101051	1	2	1	12	20	3	0
VN101054	1	2	1	12	27	2	0
VN101059	1	2	1	11	8	3	0
VN101064	1	2	1	12	25	2	0
VN101067	1	1	1	11	26	3	0
VN101075	1	2	1	12	20	2	0
VN101083	1	2	1	12	30	99	0
VN111001	1	5	1	10	12	2	0
VN111002	1	1	1	12	20	3	0
VN111002	2	2	1	12	24	1	0
VN111003	1	2	1	11	6	2	0
VN111004	1	3	1	6	24	6	0
VN111004	2	2	1	10	27	3	0
VN111005	1	1	1	10	21	4	0
VN111005	2	2	1	10	20	2	0
VN111006	1	1	1	11	15	3	0
VN111006	2	2	1	12	25	2	0
VN111008	1	1	2	11	26	3	0
VN111008	2	2	1	12	27	1	0
VN111010	1	2	1	6	20	2	0
VN111010	2	1	1	2	10	2	0
VN111011	1	1	1	12	25	5	0
VN111011	2	2	1	12	26	3	0
VN111012	1	2	1	12	30	2	0
VN111012	2	3	2	12	15	4	0
VN111013	1	2	1	12	29	2	0
VN111014	1	2	1	12	30	2	0
VN111015	1	2	1	12	30	1	0
VN111016	1	2	1	12	30	1	0
VN111016	2	3	1	12	30	3	0
VN111016	3	1	1	5	5	3	0
VN111017	1	2	1	12	30	2	0
VN111019	1	2	1	12	26	1	0
VN111020	1	1	1	12	26	8	0
VN111021	1	1	1	12	20	3	0
VN111021	2	2	1	12	15	1	0
VN111025	1	8	1	2	25	6	0
VN111025	2	2	1	2	22	1	0
VN111025	3	2	1	2	30	1	0
VN111027	1	5	1	2	25	2	0
VN111028	1	4	2	6	28	9	1
VN111030	1	2	1	11	8	2	0
VN111031	1	2	1	12	15	1	0
VN111032	1	1	1	12	23	4	0
VN111032	2	2	1	12	28	2	0
VN111032	3	1	2	3	2	8	1
VN111033	1	2	1	11	6	2	0
VN111034	1	6	1	10	15	3	0
VN111034	2	5	1	12	15	2	0
VN111036	1	1	1	10	15	3	0
VN111036	2	2	1	10	10	2	0
VN111038	1	2	1	8	15	2	0
VN111039	1	2	1	12	30	4	0
VN111040	1	2	1	12	4	2	0
VN111041	1	1	1	9	20	3	0
VN111041	2	2	1	12	20	2	0
VN111042	1	2	1	11	24	3	0
VN111043	1	2	1	6	26	3	0
VN111043	2	1	1	3	6	3	0
VN111044	1	2	1	11	26	3	0
VN111044	2	3	1	11	28	88	0
VN111045	1	2	1	8	20	3	0
VN111045	2	1	1	5	15	3	0
VN111047	1	2	1	8	15	3	0
VN111047	2	1	1	5	10	3	0
VN111050	1	1	1	10	23	2	0
VN111050	2	2	1	10	28	1	0
VN111057	1	1	1	10	22	3	0
VN111057	2	2	1	10	25	1	0
VN111069	1	1	1	3	20	7	0
VN111086	1	8	1	11	26	3	0
VN111086	2	2	1	12	27	1	0
VN111109	1	1	1	12	25	3	0
VN111111	1	1	1	12	15	3	0
VN111111	2	99	1	12	20	1	0
VN111119	1	2	1	12	6	2	0
VN121001	1	2	1	10	15	2	0
VN121001	2	5	1	6	20	4	0
VN121002	1	2	1	12	25	3	0
VN121003	1	2	1	9	22	1	0
VN121004	1	2	1	12	4	2	0
VN121005	1	2	1	12	20	99	0
VN121006	1	1	1	11	26	8	0
VN121006	2	2	1	12	27	2	0
VN121007	1	1	1	12	20	6	0
VN121007	2	2	1	12	20	1	0
VN121008	1	1	1	11	27	3	0
VN121008	2	2	1	11	20	1	0
VN121009	1	2	1	12	21	2	0
VN121009	2	1	1	8	20	3	0
VN121011	1	1	1	8	18	4	0
VN121012	1	2	1	12	15	4	0
VN121013	1	2	1	3	9	2	0
VN121014	1	2	1	12	24	2	0
VN121019	1	2	1	11	28	2	0
VN121020	1	1	1	12	25	7	0
VN121020	2	2	1	10	20	2	0
VN121021	1	2	1	8	19	4	0
VN121022	1	1	1	12	22	7	0
VN121023	1	1	1	8	25	4	0
VN121023	2	2	1	12	26	1	0
VN121025	1	2	1	9	16	2	0
