commid	rsid	module	section	module2	section2	module3	section3	ageres	sexres	capac	livres
VN012	1	1	1	2	2	2	3	31	2	1	31
VN012	2	1	1	1	3	1	4	47	1	1	47
VN012	3	1	1	2	4	2	1	40	1	2	34
VN012	4	1	2	2	3	2	4	45	1	2	45
VN012	5	1	1	1	4	 	 	43	2	2	43
VN012	6	1	2	 	 	 	 	31	2	1	31
VN012	7	1	3	 	 	 	 	49	1	3	18
VN012	8	1	5	 	 	 	 	37	1	8	5
VN012	9	1	5	 	 	 	 	31	2	8	31
VN012	10	1	5	2	2	 	 	31	2	3	8
VN012	11	1	5	 	 	 	 	39	2	8	39
VN013	1	1	2	 	 	 	 	25	1	2	25
VN013	2	1	1	 	 	 	 	39	1	1	32
VN013	3	2	2	 	 	 	 	30	2	6	30
VN013	4	2	1	 	 	 	 	27	1	1	27
VN013	5	1	3	 	 	 	 	26	1	2	26
VN013	6	1	4	 	 	 	 	30	1	2	30
VN013	7	2	2	 	 	 	 	40	1	2	6
VN013	8	1	4	 	 	 	 	52	1	1	29
VN013	9	2	2	 	 	 	 	26	1	2	26
VN014	1	1	1	 	 	 	 	43	1	1	43
VN014	2	1	2	 	 	 	 	40	1	1	40
VN014	3	1	3	 	 	 	 	45	1	1	45
VN014	4	2	2	 	 	 	 	48	2	3	48
VN014	5	1	5	 	 	 	 	43	2	6	43
VN014	6	2	1	 	 	 	 	47	2	2	5
VN014	7	1	4	 	 	 	 	51	2	2	51
VN014	8	2	2	 	 	 	 	30	1	2	30
VN014	9	1	6	 	 	 	 	51	1	2	51
VN015	1	 	 	 	 	 	 	21	1	8	8
VN015	2	 	 	 	 	 	 	38	1	7	7
VN015	3	 	 	 	 	 	 	39	1	7	12
VN015	4	 	 	 	 	 	 	35	1	4	8
VN015	5	 	 	 	 	 	 	30	1	4	5
VN015	6	 	 	 	 	 	 	26	1	8	4
VN015	7	 	 	 	 	 	 	33	2	8	6
VN015	8	 	 	 	 	 	 	32	1	8	8
VN016	1	 	 	 	 	 	 	48	1	7	40
VN016	2	 	 	 	 	 	 	48	2	7	27
VN016	3	 	 	 	 	 	 	35	2	8	14
VN016	4	 	 	 	 	 	 	41	2	4	18
VN016	5	 	 	 	 	 	 	46	2	4	27
VN016	6	 	 	 	 	 	 	39	1	8	39
VN016	7	 	 	 	 	 	 	26	2	8	29
VN016	8	 	 	 	 	 	 	33	1	8	38
VN016	9	 	 	 	 	 	 	36	2	8	39
VN016	10	 	 	 	 	 	 	45	2	8	52
VN016	11	 	 	 	 	 	 	35	2	8	42
VN016	12	 	 	 	 	 	 	23	2	8	28
VN016	13	 	 	 	 	 	 	22	2	8	30
VN017	1	1	1	 	 	 	 	51	1	1	28
VN017	2	1	1	 	 	 	 	41	1	2	35
VN017	3	2	1	 	 	 	 	50	2	4	20
VN017	4	 	3	 	 	 	 	35	2	1	35
VN017	5	2	1	 	 	 	 	40	2	4	18
VN017	6	 	2	 	 	 	 	23	2	3	21
VN017	7	 	2	 	 	 	 	45	2	3	10
VN017	8	2	5	 	 	 	 	45	2	3	29
VN017	9	 	1	 	 	 	 	24	2	2	19
VN017	10	 	5	 	 	 	 	43	2	8	30
VN017	11	 	5	 	 	 	 	34	2	8	15
VN017	12	 	5	 	 	 	 	36	2	8	20
VN017	13	 	5	 	 	 	 	25	2	8	1
VN017	14	 	5	 	 	 	 	49	2	8	18
VN017	15	 	5	 	 	 	 	60	2	8	40
VN017	16	 	5	 	 	 	 	63	2	8	50
VN017	17	 	5	 	 	 	 	29	2	8	17
VN018	1	1	1	 	 	 	 	43	1	1	37
VN018	2	1	1	 	 	 	 	39	1	2	39
VN018	3	2	1	 	 	 	 	53	2	4	50
VN018	4	2	1	 	 	 	 	32	2	4	32
VN018	5	2	2	 	 	 	 	54	1	3	12
VN018	6	2	1	 	 	 	 	52	1	4	44
VN018	7	1	1	 	 	 	 	44	1	1	42
VN018	8	1	5	 	 	 	 	32	2	3	17
VN018	9	1	3	 	 	 	 	30	1	2	30
VN018	10	1	5	 	 	 	 	42	1	8	15
VN018	11	1	5	 	 	 	 	48	2	8	22
VN018	12	1	5	 	 	 	 	52	1	8	17
VN018	13	1	5	 	 	 	 	45	2	8	12
VN018	14	1	5	 	 	 	 	41	2	8	41
VN018	15	1	5	 	 	 	 	37	2	8	25
VN018	16	1	5	 	 	 	 	46	2	8	28
VN018	17	1	5	 	 	 	 	51	1	8	51
VN018	18	1	5	 	 	 	 	47	2	8	40
VN019	1	 	 	 	 	 	 	23	2	8	2
VN019	2	 	 	 	 	 	 	54	1	7	35
VN019	3	 	 	 	 	 	 	39	1	4	9
VN019	4	 	 	 	 	 	 	29	2	3	3
VN019	5	 	 	 	 	 	 	31	2	8	11
VN019	6	 	 	 	 	 	 	25	2	8	11
VN019	7	 	 	 	 	 	 	38	1	8	20
VN019	8	 	 	 	 	 	 	52	2	4	32
VN020	1	 	 	 	 	 	 	49	1	7	25
VN020	2	 	 	 	 	 	 	49	1	7	25
VN020	3	 	 	 	 	 	 	25	2	3	1
VN020	4	 	 	 	 	 	 	52	1	7	30
VN020	5	 	 	 	 	 	 	43	1	4	52
VN020	6	 	 	 	 	 	 	38	2	4	42
VN020	7	 	 	 	 	 	 	25	2	8	10
VN020	8	 	 	 	 	 	 	22	2	8	8
VN020	9	 	 	 	 	 	 	25	1	8	2
VN020	10	 	 	 	 	 	 	21	2	8	33
VN020	11	 	 	 	 	 	 	19	2	8	12
VN021	1	1	1	 	 	 	 	56	1	1	40
VN021	2	2	1	 	 	 	 	48	2	1	48
VN021	3	2	1	 	 	 	 	26	2	2	5
VN021	4	2	2	 	 	 	 	39	1	3	30
VN021	5	2	1	 	 	 	 	33	1	4	30
VN021	6	2	1	 	 	 	 	51	2	4	25
VN021	7	1	5	 	 	 	 	46	1	8	46
VN021	8	1	5	 	 	 	 	64	2	8	64
VN021	9	1	5	 	 	 	 	22	1	2	20
VN021	10	1	5	 	 	 	 	70	1	8	60
VN021	11	1	5	 	 	 	 	41	2	8	41
VN021	12	1	5	 	 	 	 	47	1	8	47
VN021	13	1	3	 	 	 	 	40	2	1	40
VN022	1	1	1	 	 	 	 	57	1	1	43
VN022	2	2	1	 	 	 	 	52	1	1	50
VN022	3	1	3	 	 	 	 	48	1	1	45
VN022	4	1	2	 	 	 	 	52	1	7	46
VN022	5	1	1	 	 	 	 	48	1	7	36
VN022	6	1	3	 	 	 	 	51	1	7	46
VN022	7	1	1	 	 	 	 	45	1	7	38
VN022	8	1	3	 	 	 	 	45	2	6	45
VN022	9	1	5	 	 	 	 	53	2	7	53
VN022	10	1	5	 	 	 	 	36	2	7	13
VN022	11	1	5	 	 	 	 	36	2	8	36
VN022	12	2	2	 	 	 	 	53	2	7	53
VN023	1	1	1	 	 	 	 	45	2	7	45
VN023	2	1	3	 	 	 	 	44	1	1	40
VN023	3	1	4	 	 	 	 	39	1	1	36
VN023	4	1	2	 	 	 	 	43	1	7	43
VN023	5	1	1	 	 	 	 	40	1	7	40
VN023	6	1	1	 	 	 	 	34	1	7	34
VN023	7	2	2	 	 	 	 	49	1	7	49
VN023	8	2	1	 	 	 	 	40	1	7	40
VN023	9	1	3	 	 	 	 	49	2	6	49
VN023	10	1	5	 	 	 	 	48	2	8	28
VN023	11	1	5	 	 	 	 	33	2	8	33
VN023	12	1	5	 	 	 	 	45	2	7	45
VN024	1	1	2	1	3	 	 	39	1	1	39
VN024	2	1	1	2	1	 	 	55	1	1	55
VN024	3	1	1	1	2	 	 	56	1	8	40
VN024	4	1	3	2	2	 	 	34	2	3	34
VN024	5	2	1	 	 	 	 	52	2	4	32
VN024	6	 	 	 	 	 	 	49	2	8	49
VN024	7	 	 	 	 	 	 	47	2	6	47
VN024	8	2	1	 	 	 	 	48	1	4	37
VN024	9	 	 	 	 	 	 	37	2	8	10
VN024	10	 	 	 	 	 	 	25	2	8	5
VN024	11	 	 	 	 	 	 	35	2	8	35
VN024	12	 	 	 	 	 	 	31	2	8	31
VN024	13	 	 	 	 	 	 	25	2	8	25
VN025	1	 	 	 	 	 	 	55	1	1	45
VN025	2	 	 	 	 	 	 	45	1	2	42
VN025	3	 	 	 	 	 	 	39	1	1	36
VN025	4	 	 	 	 	 	 	46	1	2	44
VN025	5	 	 	 	 	 	 	54	2	6	54
VN025	6	 	 	 	 	 	 	37	2	4	0
VN025	7	 	 	 	 	 	 	43	1	3	35
VN025	8	 	 	 	 	 	 	33	1	2	30
VN025	9	 	 	 	 	 	 	47	1	4	45
VN025	10	 	 	 	 	 	 	30	1	8	30
VN025	11	 	 	 	 	 	 	20	2	8	20
VN025	12	 	 	 	 	 	 	40	2	8	20
VN025	13	 	 	 	 	 	 	32	2	8	10
VN025	14	 	 	 	 	 	 	22	2	8	20
VN026	1	 	 	 	 	 	 	31	1	4	3
VN026	2	 	 	 	 	 	 	50	1	3	20
VN026	3	 	 	 	 	 	 	57	1	4	22
VN026	4	 	 	 	 	 	 	52	1	2	47
VN026	5	 	 	 	 	 	 	53	2	6	51
VN026	6	 	 	 	 	 	 	50	1	1	34
VN026	7	 	 	 	 	 	 	55	1	8	44
VN026	8	 	 	 	 	 	 	36	2	8	36
VN026	9	 	 	 	 	 	 	32	1	8	32
VN026	10	 	 	 	 	 	 	53	1	8	40
VN026	11	 	 	 	 	 	 	47	2	8	47
VN026	12	 	 	 	 	 	 	43	2	8	43
VN027	1	 	 	 	 	 	 	58	1	1	58
VN027	2	 	 	 	 	 	 	60	1	3	56
VN027	3	 	 	 	 	 	 	46	1	4	41
VN027	4	 	 	 	 	 	 	36	2	4	36
VN027	5	 	 	 	 	 	 	26	2	2	4
VN027	6	 	 	 	 	 	 	38	2	6	35
VN027	7	 	 	 	 	 	 	52	1	2	46
VN027	8	 	 	 	 	 	 	51	2	8	51
VN027	9	 	 	 	 	 	 	35	2	8	3
VN027	10	 	 	 	 	 	 	25	1	8	25
VN027	11	 	 	 	 	 	 	32	2	8	32
VN027	12	 	 	 	 	 	 	45	2	8	20
VN027	13	 	 	 	 	 	 	25	2	8	25
VN027	14	 	 	 	 	 	 	32	1	8	30
VN027	15	 	 	 	 	 	 	25	2	8	25
VN028	1	1	1	2	2	2	3	43	1	1	43
VN028	2	1	1	1	2	 	 	26	2	2	3
VN028	3	2	2	 	 	 	 	43	1	3	43
VN028	4	1	3	1	6	 	 	44	2	2	44
VN028	5	2	1	 	 	 	 	52	1	4	12
VN028	6	2	1	 	 	 	 	46	1	4	10
VN028	7	1	5	 	 	 	 	35	2	8	32
VN028	8	1	5	 	 	 	 	42	2	8	4
VN028	9	1	5	 	 	 	 	48	2	8	25
VN028	10	1	5	 	 	 	 	31	2	8	31
VN028	11	1	5	 	 	 	 	35	2	8	35
VN028	12	1	5	 	 	 	 	50	2	8	40
VN028	13	1	5	 	 	 	 	35	2	8	35
VN028	14	1	5	 	 	 	 	45	2	8	45
VN029	1	1	1	2	2	2	3	36	2	1	36
VN029	2	1	1	2	2	2	3	40	2	1	40
VN029	3	1	1	2	2	2	3	49	2	1	49
VN029	4	2	2	2	3	 	 	45	2	3	21
VN029	5	2	2	2	3	 	 	40	2	3	20
VN029	6	1	5	 	 	 	 	75	2	8	34
VN029	7	1	5	 	 	 	 	38	2	8	38
VN029	8	1	5	 	 	 	 	55	2	8	35
VN029	9	1	5	 	 	 	 	54	2	8	34
VN029	10	1	5	 	 	 	 	43	2	8	23
VN029	11	1	5	 	 	 	 	50	2	8	30
VN029	12	1	5	 	 	 	 	57	2	8	35
VN029	13	1	5	 	 	 	 	43	1	8	13
VN032	1	1	1	2	2	2	3	38	1	1	32
VN032	2	1	1	1	2	1	3	35	2	2	35
VN032	3	1	2	 	 	 	 	53	2	2	46
VN032	4	1	6	 	 	 	 	44	2	2	40
VN032	5	1	2	2	3	 	 	48	2	3	30
VN032	6	1	1	2	3	 	 	45	1	4	4
VN032	7	2	1	 	 	 	 	53	1	4	5
VN032	8	1	5	 	 	 	 	40	2	8	16
VN032	9	1	5	 	 	 	 	53	2	8	32
VN032	10	1	5	 	 	 	 	25	2	8	25
VN032	11	1	5	 	 	 	 	51	1	8	8
VN032	12	1	5	 	 	 	 	40	2	8	40
VN034	1	1	1	2	2	2	3	30	1	1	7
VN034	2	1	1	1	2	1	3	36	2	2	36
VN034	3	1	3	1	6	 	 	28	2	2	28
VN034	4	1	1	1	3	1	4	33	2	2	4
VN034	5	1	3	2	3	 	 	49	2	3	1
VN034	6	1	1	2	3	 	 	45	1	4	3
VN034	7	2	1	2	3	 	 	26	2	4	3
VN034	8	1	5	 	 	 	 	26	2	8	3
VN034	9	1	5	 	 	 	 	56	1	8	20
VN034	10	1	5	 	 	 	 	54	1	8	25
VN034	11	1	5	 	 	 	 	43	2	8	43
VN034	12	1	5	 	 	 	 	60	1	8	60
VN034	13	1	5	 	 	 	 	40	2	8	20
VN035	1	1	1	1	2	1	3	45	1	1	45
VN035	2	1	1	2	2	2	3	46	1	1	46
VN035	3	1	1	2	3	2	4	31	2	1	31
VN035	4	1	2	2	3	2	4	40	2	3	40
VN035	5	1	2	2	3	2	1	25	2	4	0
VN035	6	2	1	 	 	 	 	31	2	4	31
VN035	7	1	5	 	 	 	 	52	2	8	52
VN035	8	1	5	 	 	 	 	53	2	8	53
VN035	9	1	5	 	 	 	 	40	2	8	40
VN035	10	1	5	 	 	 	 	49	2	8	49
VN035	11	1	5	 	 	 	 	42	2	8	42
VN035	12	1	5	 	 	 	 	38	2	8	38
VN035	13	1	5	 	 	 	 	43	2	8	43
VN036	1	1	1	2	1	2	2	41	1	1	41
VN036	2	1	1	1	2	1	3	52	1	1	52
VN036	3	1	1	1	2	1	3	24	2	1	24
VN036	4	1	3	2	1	 	 	41	1	4	41
VN036	5	1	 	 	 	 	 	22	2	8	22
VN036	6	1	 	 	 	 	 	44	2	8	44
VN036	7	1	2	2	3	2	1	49	1	4	3
VN036	8	1	8	 	 	 	 	48	1	3	2
VN036	9	1	5	 	 	 	 	50	2	8	50
VN036	10	1	5	 	 	 	 	57	2	8	57
VN036	11	1	5	 	 	 	 	40	2	8	40
VN036	12	1	5	 	 	 	 	41	2	8	41
VN036	13	1	5	 	 	 	 	37	2	8	37
VN036	14	1	5	 	 	 	 	42	1	8	42
VN036	15	2	2	 	 	 	 	50	1	1	20
