CHILDCODE	MATHTEST	MATHDAY	MATHMTH	MATHYEAR	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	MTHITM31	MATHEND	READTEST	RDGCMP01	RDGCMP02	RDGCMP03	RDGCMP04	RDGCMP05	RDGCMP06	RDGCMP07	RDGCMP08	RDGCMP09	RDGCMP10	RDGCMP11	RDGCMP12	RDGCMP13	RDGCMP14	RDGCMP15	RDGCMP16	RDGCMP17	RDGCMP18	RDGCMP19	RDGCMP20	RDGCMP21	RDGCMP22	RDGCMP23	RDGCMP24	RDGCMP25	RDGCMP26	READEND	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct06maths	correct08maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct15maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct26maths	correct27maths	correct29maths	correct07maths	correct25maths	correct28maths	correct30maths	correct31maths	maths_raw	maths_perco	correct01read	correct02read	correct03read	correct04read	correct05read	correct06read	correct07read	correct08read	correct09read	correct10read	correct11read	correct12read	correct13read	correct14read	correct15read	correct16read	correct17read	correct18read	correct19read	correct20read	correct21read	correct22read	correct23read	correct24read	correct25read	correct26read	read_raw	read_perco
150093	1	11	3	2017	60	4	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	4	4	3	1	1	2	2	3	3	2	1	28.33	2	4	4920	99	-99	-99	 	1	4	3	1	2	3	3	4	2	4	4	4	1	3	1	3	4	2	1	3	4	2	1	3	2	3	4	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	 	1	0	0	 	 	24	77.4193572998047	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	10	38.461540222168
150094	1	22	11	2016	60	4	1	28	3	18.0300006866455	3/4	2	3	2	3	1	2	2	2	2	1	3	1	2	3	1	2	3	-99	2	1	-99	2	-99	-99	 	1	4	4	4	4	3	1	2	2	3	2	2	1	4	2	4	1	1	3	1	2	3	1	3	4	1	4	 	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	 	 	 	 	13	41.9354820251465	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	13	50
150095	1	 	 	2017	60	4	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	3	1	2	2	2	3	2	2	1	12	2	4	120	5	4	25	 	1	4	3	1	4	2	2	4	1	3	2	4	1	3	2	2	1	3	1	1	2	3	2	3	4	1	4	 	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	24	77.4193572998047	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	21	80.7692337036133
150096	1	27	12	2016	6000	3	99	21	3	18.0300006866455	3/4	4	30	1	1	1	2	4	1	2	1	1	2	2	3	3	2	4	4km/h	2	1	8000 zeds	4	7h	1500cm	 	1	4	4	1	2	3	2	4	1	1	2	4	1	2	2	2	1	4	4	1	2	1	3	3	4	1	4	 	0	0	 	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	15	48.3870964050293	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	18	69.2307662963867
150097	1	 	 	2017	60	4	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	1	1	3	1	1	2	2	3	2	3	1	28.33	2	4	120	3	11h sáng	40	 	1	4	3	1	1	2	3	2	1	3	2	4	1	3	3	1	1	3	4	1	1	3	2	3	4	1	4	 	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	26	83.870964050293	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	18	69.2307662963867
150098	1	24	11	2016	9.60000038146973	4	2	43	3	18.0300006866455	3/4	4	30	2	1	1	2	3	2	2	2	1	4	4	1	2	4	1	2160	1	1	250	1	-99	-99	 	1	4	3	4	2	4	4	1	1	1	2	2	3	3	1	2	1	3	1	4	1	2	4	1	3	4	2	 	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	 	 	13	41.9354820251465	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	9	34.6153831481934
150099	1	24	11	2016	60	5	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	4	4	3	3	1	2	2	4	2	2	1	28	1	4	120	3	11h	400	 	1	4	3	4	4	3	2	2	1	3	2	3	1	4	2	2	1	3	4	1	2	3	3	3	4	1	4	 	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	25	80.6451644897461	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	20	76.9230804443359
150101	1	10	11	2016	6.11999988555908	1	99	-99	3	18.0300006866455	3/4	3	30	99	3	4	1	3	1	4	1	3	2	2	1	3	4	4	27	2	1	-99	2	-99	-99	 	1	4	3	1	4	4	3	3	3	4	2	4	1	2	4	99	1	1	3	4	2	3	3	2	1	2	4	 	0	0	 	 	1	1	0	1	 	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	 	 	 	7	22.5806446075439	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	13	50
150103	1	8	11	2016	60	3	1	23	3	18.0300006866455	16/27	4	30	4	2	1	2	4	1	3	3	1	3	3	1	4	2	3	40cm	1	4	-99	4	6h	1000cm	 	1	3	4	3	4	4	4	3	1	4	4	2	3	2	4	4	1	1	3	3	2	3	2	3	3	3	1	 	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	 	0	0	12	38.7096786499023	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	8	30.769229888916
150104	1	6	11	2016	60	4	2	34	3	18.0300006866455	3/4	4	30	3	2	1	2	4	1	2	1	2	2	4	1	2	2	1	0.615	2	4	120	99	17h	40cm	 	1	3	3	1	2	3	2	3	3	4	4	1	3	4	1	4	1	3	4	3	4	1	2	3	1	4	4	 	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	 	1	0	1	0	1	20	64.5161285400391	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	11	42.3076934814453
150105	1	10	11	2016	60	99	99	-99	3	18.0300006866455	3/4	3	-99	3	2	1	2	2	2	2	2	4	3	2	3	3	2	1	-99	2	1	-99	2	-99	-99	 	1	4	3	1	4	3	2	2	1	4	2	4	4	3	4	4	1	3	1	1	2	1	1	3	2	4	2	 	1	 	 	 	1	1	0	 	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	 	 	 	 	12	38.7096786499023	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	16	61.538459777832
150107	1	3	11	2016	-99	4	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	2	1	1	2	2	2	2	3	2	2	1	28.33	2	4	4920	1	11	0.025	 	1	4	3	3	4	3	2	3	1	1	2	4	4	1	4	4	4	3	4	1	2	2	3	3	4	1	4	 	 	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	20	64.5161285400391	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	20	76.9230804443359
150126	1	27	11	2016	60	1	99	332	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	3	2	1	2	2	3	2	2	1	28	2	4	4920	2	10	40	 	1	4	3	1	4	2	4	3	4	3	2	4	1	3	2	4	1	1	3	1	2	3	3	2	4	1	4	 	1	0	 	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	22	70.9677429199219	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	17	65.3846130371094
150128	1	17	11	2016	-99	5	2	32	3	18.2099990844727	3/4	4	30	4	3	1	2	2	1	2	2	3	1	4	3	2	1	3	3.5km/h	3	2	-99	1	3h	100 cm	 	1	4	3	1	2	3	2	4	1	4	2	4	1	4	4	2	1	1	1	1	2	3	2	4	4	1	4	 	 	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	 	0	0	11	35.4838714599609	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	18	69.2307662963867
150129	1	27	10	2016	60	2	2	-99	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	3	1	1	3	2	2	3	1	1	38	2	99	120	3	6	35	 	1	4	3	1	4	3	2	1	2	4	2	1	3	3	4	2	4	3	3	4	1	1	3	2	4	2	1	 	1	0	1	 	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	 	1	1	0	1	0	0	20	64.5161285400391	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	13	50
150130	1	22	11	2016	.25	4	2	30	3	18.2099990844727	27/8	4	10	1	2	3	3	99	2	2	1	3	2	3	2	3	1	3	50	1	2	30	4	1/4	50	 	1	4	3	4	4	3	2	1	1	1	1	3	1	3	2	2	1	1	1	4	2	1	1	2	3	3	4	 	0	1	1	0	1	0	1	0	0	0	0	0	 	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16.1290321350098	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	12	46.1538467407227
150133	1	17	11	2016	60	3	2	22	3	18.0300006866455	3/4	4	30	4	1	3	4	3	1	1	4	2	3	1	4	2	4	2	-99	3	4	-99	3	-99	-99	 	1	4	3	1	3	1	3	1	4	1	4	1	3	4	2	1	3	1	2	4	1	4	3	3	1	4	3	 	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	 	 	 	 	11	35.4838714599609	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	19.230770111084
150134	1	18	11	2016	60	4	2	20	3	18.0300006866455	0.75	4	30	3	4	1	2	4	4	3	3	1	1	2	3	4	3	1	1.75	2	4	120	5	-99	-99	 	1	4	3	1	2	2	1	3	1	4	2	2	3	4	1	4	1	3	1	2	4	3	4	3	3	1	2	 	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	 	 	22	70.9677429199219	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	10	38.461540222168
150136	1	26	11	2016	140	4	2	18	40	1.22000002861023	167	2	 	3	4	4	2	1	2	4	1	1	2	3	1	4	4	4	24	3	1	1.5	3	42	200	 	1	4	4	3	1	3	2	2	3	2	3	4	2	1	1	4	2	4	2	3	3	3	4	2	1	3	1	 	0	1	1	0	0	0	0	 	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	22.5806446075439	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15.384614944458
150137	1	26	11	2016	-99	1	2	22	3	18.0300006866455	3/4	4	30	2	99	1	3	2	1	3	4	1	3	2	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	3	1	1	4	3	4	3	1	4	2	2	4	4	2	3	1	1	3	4	2	1	1	3	3	2	4	 	 	0	1	0	1	1	1	1	0	 	1	0	0	0	1	0	1	0	1	 	 	 	 	 	 	 	1	 	 	 	 	10	32.2580642700195	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	10	38.461540222168
150138	1	23	11	2016	-99	5	2	-99	3	18.0300006866455	18/24	99	5	3	2	4	2	1	3	2	1	1	3	2	2	4	3	2	30 km	3	1	123	5	7	30 cm	 	1	4	3	1	2	3	2	3	1	1	4	3	1	3	4	2	2	3	2	4	2	2	3	3	2	3	3	 	 	0	1	 	1	1	 	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	9	29.0322589874268	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	16	61.538459777832
150139	1	 	 	2017	120	3	2	-99	3	18.0300006866455	3/4	2	30	3	1	1	2	2	3	2	99	3	1	4	3	1	3	2	-99	3	2	-99	4	-99	-99	 	1	2	2	3	1	3	1	2	3	1	4	2	3	4	1	2	3	1	2	3	2	3	2	4	2	3	4	 	0	0	1	 	1	1	0	1	1	1	1	1	0	0	0	 	0	1	0	1	0	0	0	0	0	0	1	 	 	 	 	11	35.4838714599609	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	5	19.230770111084
150140	1	27	11	2016	60	4	2	20	3	18.0300006866455	3/4	99	30	4	2	1	2	4	4	3	1	1	1	2	2	4	4	2	4km/h	4	1	25	2	6	8000000000	 	1	4	3	1	4	3	2	1	1	3	4	2	3	3	1	2	1	4	3	1	2	4	1	3	4	1	4	 	1	1	1	0	1	1	 	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	16	51.6129035949707	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	17	65.3846130371094
150141	1	15	11	2016	60	4	2	16	3	18.0300006866455	3/4	1	30	3	1	1	2	4	4	3	1	1	2	2	3	3	2	1	28km/h	2	1	4920	3	11	400	 	1	4	3	1	2	3	1	4	1	3	2	2	1	3	1	2	1	1	3	4	2	3	3	3	4	1	4	 	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	24	77.4193572998047	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	17	65.3846130371094
150142	1	15	11	2016	60	4	1	22	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	3	3	1	2	2	2	2	2	3	-99	2	4	120	5	-99	-99	 	1	4	3	1	4	3	2	4	1	1	4	3	1	3	3	2	1	1	4	1	3	2	1	3	2	1	4	 	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	 	1	 	 	20	64.5161285400391	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	17	65.3846130371094
150145	1	28	2	2017	60	99	99	43	3	18.0300006866455	3/4	3	30	1	1	1	2	2	1	2	1	3	2	4	1	1	1	2	30 km/h	2	1	120	1	-99	2500	 	1	4	3	1	4	3	2	2	1	2	3	99	1	3	3	2	1	3	4	1	2	99	99	99	99	99	99	 	1	 	 	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	 	0	11	35.4838714599609	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	15	57.6923065185547
160001	1	5	12	2016	60	4	2	24	3	18.0300006866455	3/4	4	30	1	4	1	2	2	1	1	2	2	3	2	3	2	2	1	25	2	4	120	1	2h15	22cm	 	1	4	3	4	4	2	2	4	3	3	2	1	1	1	4	3	1	4	2	4	2	4	3	3	4	1	4	 	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	18	58.0645179748535	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	15	57.6923065185547
160002	1	7	12	2016	150	3	2	20	3	18.2099990844727	27/16	1	12	1	1	99	3	2	1	3	3	2	2	2	4	4	3	4	5	3	1	7000	3	3	9000	 	1	4	4	1	4	3	1	2	2	4	4	4	2	2	4	1	1	3	2	4	1	1	1	2	4	1	4	 	0	0	1	0	1	0	0	0	0	1	 	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	19.3548393249512	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	11	42.3076934814453
160003	1	6	12	2016	60	5	2	32	3	18.0300006866455	3/4	4	4	3	1	1	2	4	1	2	1	1	3	2	1	2	2	2	2km/h	2	1	112.5	5	9	25	 	1	4	3	1	1	3	2	4	1	2	2	1	4	2	4	2	3	2	3	1	2	2	4	2	2	3	1	 	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	18	58.0645179748535	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	12	46.1538467407227
160004	1	5	12	2016	60	4	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	4	4	2	1	1	1	2	3	99	99	99	-99	2	4	-99	99	-99	-99	 	1	4	3	1	4	2	2	99	99	99	2	4	1	99	99	99	1	99	99	99	99	99	2	99	4	1	4	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	 	 	 	1	1	 	1	 	 	 	 	22	70.9677429199219	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	13	50
160005	1	4	12	2016	60	2	2	32	3	18.0300006866455	3/4	4	4	2	4	3	2	1	2	2	2	1	4	2	4	3	1	1	2km/h	2	1	1112.5	3	9	25	 	1	2	3	1	2	3	1	4	1	1	2	2	3	1	4	2	1	1	1	4	2	4	1	2	3	3	2	 	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	13	41.9354820251465	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	9	34.6153831481934
160006	1	4	12	2016	60	5	2	20	3	18.0300006866455	3/4	4	6	3	4	2	2	1	1	2	2	1	2	4	1	4	2	2	54	4	3	50	2	100	500	 	1	4	3	1	4	3	2	3	99	1	4	4	2	1	2	3	3	1	1	1	2	3	3	4	4	1	4	 	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	10	32.2580642700195	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	14	53.8461532592773
160008	1	3	12	2016	12	3	2	22	3	18.2099990844727	27/16	1	.200000002980232	1	2	2	2	4	2	1	3	2	4	1	2	3	2	3	6km	2	1	35	3	48	75	 	1	3	3	1	2	3	1	4	2	4	3	4	3	4	2	3	3	2	1	3	2	3	1	4	4	1	4	 	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	7	22.5806446075439	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	8	30.769229888916
160009	1	6	12	2016	60	4	1	42	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	3	3	1	1	2	1	2	2	1	20	2	4	11250	5	-99	25	 	1	4	3	1	4	3	3	1	1	4	2	3	1	3	2	2	1	1	3	1	2	3	1	3	3	1	4	 	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	 	0	21	67.7419357299805	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	16	61.538459777832
160010	1	6	12	2016	60	4	2	-99	3	18.0300006866455	3/4	4	30	3	3	1	2	4	1	2	4	2	2	2	99	3	2	1	60	2	4	120	5	-99	-99	 	1	4	3	4	2	3	2	3	4	2	3	2	3	3	2	2	3	3	2	4	1	1	2	3	2	1	2	 	1	1	1	 	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	 	0	1	1	1	1	0	1	0	1	 	 	18	58.0645179748535	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	11	42.3076934814453
160011	1	5	12	2016	60	5	2	-99	3	18.0300006866455	3/4	4	30	3	1	1	2	4	4	3	3	1	2	2	3	2	4	1	-99	2	4	120	3	11h	40	 	1	4	3	1	4	3	2	3	1	1	2	4	1	3	4	2	3	2	2	2	3	2	1	2	3	3	3	 	1	0	1	 	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	 	1	1	1	25	80.6451644897461	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	15	57.6923065185547
160012	1	4	12	2016	162.5	5	4	23	3	18.0300006866455	3/4	2	4	1	1	3	1	4	1	2	4	2	2	3	99	3	1	4	-99	3	4	-99	1	6h30phut	2500cm	 	1	4	3	4	3	1	99	2	2	4	2	1	3	1	2	2	3	3	4	1	3	3	1	4	4	1	4	 	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	 	0	0	0	0	1	0	1	 	 	0	0	6	19.3548393249512	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	10	38.461540222168
160013	1	 	 	2017	60	4	4	22	3	91.1500015258789	3/4	4	30	3	1	1	2	2	1	1	99	1	3	2	3	2	2	1	-99	1	4	-99	4	-99	-99	 	1	4	3	1	2	3	2	3	2	3	2	2	1	3	4	4	1	3	2	4	3	4	2	3	2	2	4	 	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	 	1	0	1	1	1	1	1	0	1	0	1	 	 	 	 	17	54.8387107849121	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	1	16	61.538459777832
160014	1	10	12	2016	60	4	2	11	3	18.0300006866455	0.75	1	12	1	2	2	3	2	2	3	3	1	2	1	2	1	99	2	40	2	3	120	3	-99	-99	 	1	4	3	1	2	3	4	3	1	2	4	1	1	1	2	4	1	2	3	4	1	1	2	3	4	1	4	 	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	 	0	1	0	1	1	0	1	 	 	11	35.4838714599609	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	13	50
160015	1	5	12	2016	60	4	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	3	1	1	3	2	3	2	2	3	2km/h	2	4	5	3	5	-99	 	1	4	3	1	2	3	2	1	1	3	2	2	4	3	2	3	1	4	2	4	2	1	1	3	4	1	4	 	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	 	24	77.4193572998047	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	15	57.6923065185547
160016	1	7	12	2016	60	4	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	3	3	1	2	99	2	2	3	4	40	2	3	120	3	-99	-99	 	1	4	3	1	4	3	2	3	1	2	2	4	1	4	1	2	1	1	1	1	1	3	1	3	4	1	4	 	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	 	0	1	0	0	1	0	1	1	0	1	 	 	20	64.5161285400391	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	1	1	18	69.2307662963867
160017	1	3	3	2017	60	4	2	23	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	2	3	1	2	2	4	4	2	2	33.33	2	4	120	1	1h	0.4 m	 	1	4	3	1	4	3	2	4	4	1	2	4	1	3	3	4	1	3	1	1	2	3	2	3	4	1	4	 	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	19	61.2903213500977	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	19	73.0769195556641
160018	1	4	12	2016	-99	3	2	-99	3	-99	-99	2	-99	4	2	3	3	2	4	1	2	99	4	2	1	3	2	4	-99	1	2	-99	4	-99	-99	 	1	4	2	1	2	3	2	3	1	2	4	4	4	3	3	2	4	2	3	2	3	1	1	99	1	2	4	 	 	0	1	 	1	 	0	 	0	0	0	0	0	1	0	0	 	0	1	0	0	1	0	0	0	0	 	 	 	 	 	5	16.1290321350098	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	10	38.461540222168
160019	1	7	12	2016	60	5	3	30	0	18.2099990844727	18/24	4	6	2	4	2	4	1	2	3	2	1	4	4	1	3	4	4	5	2	1	38	5	15	-99	 	1	4	1	1	4	4	1	1	2	3	2	3	4	3	2	1	2	4	2	2	1	2	3	2	1	3	4	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	 	6	19.3548393249512	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	9	34.6153831481934
160020	1	11	12	2016	60	5	1	-99	-99	-99	-99	2	-99	4	1	4	2	3	2	2	3	4	3	2	99	1	3	1	-99	3	2	-99	2	-99	-99	 	1	4	3	1	1	3	2	4	1	1	2	3	2	3	2	3	2	4	1	2	3	2	3	2	4	2	4	 	1	0	0	 	 	 	0	 	0	1	0	1	0	0	0	0	0	0	1	 	0	0	1	0	0	0	 	 	 	 	 	5	16.1290321350098	1	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	12	46.1538467407227
160021	1	8	12	2016	60	5	99	-99	3	18.0300006866455	3	2	30	99	1	1	3	2	1	2	2	1	3	2	4	1	2	2	-99	2	1	-99	1	-99	-99	 	1	4	3	4	4	2	1	1	4	3	2	4	1	1	4	4	1	1	4	1	2	1	1	3	4	1	4	 	1	0	 	 	1	1	0	1	 	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	 	 	 	 	10	32.2580642700195	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	16	61.538459777832
160022	1	14	3	2017	60	5	2	20	3	18.0300006866455	1.2	4	30	2	4	1	2	2	1	3	4	1	2	2	3	2	2	1	28 KM/H	2	4	4900	1	-99	-99	 	1	4	3	4	4	2	2	3	4	3	4	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	 	 	18	58.0645179748535	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	23.0769233703613
