PLACEID	SCPRIDR5	PRBLCTLY
1203	5	0
1203	6	0
1203	7	1
1203	8	1
1203	9	0
1203	10	88
1203	11	88
1204	1	0
1204	2	0
1204	3	0
1204	4	1
1204	5	0
1204	6	1
1204	7	1
1204	8	1
1204	9	0
1204	10	1
1204	11	1
1205	1	1
1205	2	0
1205	3	1
1205	4	1
1205	5	0
1205	6	1
1205	7	1
1205	8	1
1205	9	1
1205	10	1
1205	11	88
1207	1	1
1207	2	0
1207	3	0
1207	4	1
1207	5	1
1207	6	0
1207	7	0
1207	8	0
1207	9	0
1207	10	88
1207	11	88
1208	1	1
1208	2	0
1208	3	1
1208	4	1
1208	5	0
1208	6	1
1208	7	1
1208	8	1
1208	9	1
1208	10	1
1208	11	1
1210	1	1
1210	2	0
1210	3	0
1210	4	0
1210	5	0
1210	6	0
1210	7	1
1210	8	1
1210	9	0
1210	10	1
1210	11	1
1213	1	1
1213	2	0
1213	3	1
1213	4	1
1213	5	1
1213	6	1
1213	7	1
1213	8	0
1213	9	1
1213	10	1
1213	11	1
1215	1	1
1215	2	0
1215	3	0
1215	4	0
1215	5	0
1215	6	0
1215	7	1
1215	8	0
1215	9	0
1215	10	88
1215	11	88
1216	1	1
1216	2	0
1216	3	0
1216	4	0
1216	5	0
1216	6	0
1216	7	1
1216	8	0
1216	9	0
1216	10	88
1216	11	88
1217	1	1
1217	2	0
1217	3	0
1217	4	0
1217	5	0
1217	6	1
1217	7	1
1217	8	1
1217	9	1
1217	10	88
1217	11	88
1219	1	1
1219	2	0
1219	3	0
1219	4	0
1219	5	0
1219	6	0
1219	7	1
1219	8	0
1219	9	0
1219	10	88
1219	11	88
1220	1	0
1220	2	0
1220	3	0
1220	4	0
1220	5	0
1220	6	0
1220	7	1
1220	8	0
1220	9	0
1220	10	0
1220	11	0
1223	1	1
1223	2	0
1223	3	0
1223	4	0
1223	5	0
1223	6	0
1223	7	1
1223	8	1
1223	9	0
1223	10	88
1223	11	88
1224	1	1
1224	2	0
1224	3	0
1224	4	1
1224	5	0
1224	6	1
1224	7	1
1224	8	0
1224	9	0
1224	10	1
1224	11	88
1225	1	0
1225	2	0
1225	3	0
1225	4	0
1225	5	0
1225	6	0
1225	7	1
1225	8	0
1225	9	0
1225	10	0
1225	11	0
1226	1	1
1226	2	0
1226	3	0
1226	4	0
1226	5	0
1226	6	0
1226	7	0
1226	8	0
1226	9	0
1226	10	1
1226	11	1
1227	1	1
1227	2	0
1227	3	0
1227	4	0
1227	5	0
1227	6	1
1227	7	1
1227	8	1
1227	9	1
1227	10	1
1227	11	88
1228	1	1
1228	2	0
1228	3	1
1228	4	1
1228	5	1
1228	6	1
1228	7	1
1228	8	1
1228	9	0
1228	10	0
1228	11	0
1229	1	1
1229	2	0
1229	3	0
1229	4	0
1229	5	0
1229	6	0
1229	7	1
1229	8	1
1229	9	0
1229	10	0
1229	11	88
1230	1	1
1230	2	0
1230	3	0
1230	4	1
1230	5	0
1230	6	1
1230	7	1
1230	8	1
1230	9	1
1230	10	1
1230	11	1
1231	1	1
1231	2	0
1231	3	1
1231	4	1
1231	5	1
1231	6	1
1231	7	1
1231	8	1
1231	9	1
1231	10	1
1231	11	1
1232	1	1
1232	2	0
1232	3	0
1232	4	1
1232	5	0
1232	6	1
1232	7	1
1232	8	0
1232	9	0
1232	10	1
1232	11	1
1233	1	0
1233	2	0
1233	3	0
1233	4	0
1233	5	0
1233	6	0
1233	7	1
1233	8	0
1233	9	0
1233	10	1
1233	11	1
1234	1	1
1234	2	0
1234	3	1
1234	4	0
1234	5	0
1234	6	1
1234	7	1
1234	8	1
1234	9	0
1234	10	1
1234	11	88
1235	1	1
1235	2	0
1235	3	1
1235	4	1
1235	5	0
1235	6	0
1235	7	1
1235	8	1
1235	9	0
1235	10	88
1235	11	88
1236	1	1
1236	2	0
1236	3	0
1236	4	0
1236	5	0
1236	6	0
1236	7	1
1236	8	0
1236	9	0
1236	10	88
1236	11	88
1237	1	1
1237	2	0
1237	3	0
1237	4	0
1237	5	0
1237	6	1
1237	7	1
1237	8	1
1237	9	0
1237	10	0
1237	11	0
1301	1	1
1301	2	0
1301	3	1
1301	4	1
1301	5	0
1301	6	1
1301	7	1
1301	8	1
1301	9	1
1301	10	0
1301	11	0
1304	1	1
1304	2	0
1304	3	1
1304	4	1
1304	5	1
1304	6	1
1304	7	1
1304	8	1
1304	9	0
1304	10	0
1304	11	0
1305	1	1
1305	2	0
1305	3	0
1305	4	1
1305	5	1
1305	6	1
1305	7	1
1305	8	1
1305	9	1
1305	10	1
1305	11	0
1306	1	0
1306	2	0
1306	3	0
1306	4	0
1306	5	1
1306	6	0
1306	7	0
1306	8	0
1306	9	0
1306	10	0
1306	11	1
1308	1	1
1308	2	0
1308	3	0
1308	4	0
1308	5	1
1308	6	1
1308	7	1
1308	8	1
1308	9	0
1308	10	1
1308	11	0
1309	1	0
1309	2	0
1309	3	0
1309	4	0
1309	5	0
1309	6	0
1309	7	0
1309	8	0
1309	9	0
1309	10	0
1309	11	0
1310	1	0
1310	2	0
1310	3	0
1310	4	0
1310	5	0
1310	6	0
1310	7	0
1310	8	0
1310	9	0
1310	10	0
1310	11	0
1401	1	1
1401	2	0
1401	3	0
1401	4	1
1401	5	0
1401	6	1
1401	7	1
1401	8	1
1401	9	1
1401	10	88
1401	11	88
1404	1	1
1404	2	0
1404	3	0
1404	4	1
1404	5	0
1404	6	1
1404	7	1
1404	8	1
1404	9	1
1404	10	0
1404	11	0
1405	1	1
1405	2	0
1405	3	0
1405	4	1
1405	5	0
1405	6	1
1405	7	1
1405	8	1
1405	9	1
1405	10	0
1405	11	0
1406	1	1
1406	2	0
1406	3	0
1406	4	1
1406	5	0
1406	6	1
1406	7	1
1406	8	1
1406	9	0
1406	10	0
1406	11	0
1407	1	1
1407	2	0
1407	3	1
1407	4	1
1407	5	0
1407	6	1
1407	7	1
1407	8	1
1407	9	1
1407	10	0
1407	11	0
1408	1	0
1408	2	0
1408	3	0
1408	4	1
1408	5	0
1408	6	0
1408	7	1
1408	8	1
1408	9	0
1408	10	0
1408	11	0
1409	1	1
1409	2	0
1409	3	0
1409	4	1
1409	5	0
1409	6	1
1409	7	1
1409	8	1
1409	9	1
1409	10	88
1409	11	88
1410	1	1
1410	2	0
1410	3	1
1410	4	1
1410	5	0
1410	6	1
1410	7	1
1410	8	1
1410	9	0
1410	10	0
1410	11	0
1411	1	1
1411	2	0
1411	3	1
1411	4	1
1411	5	0
1411	6	1
1411	7	1
1411	8	1
1411	9	1
1411	10	0
1411	11	0
1412	1	1
1412	2	0
1412	3	0
1412	4	0
1412	5	0
1412	6	0
1412	7	1
1412	8	1
1412	9	0
1412	10	0
1412	11	0
1413	1	1
1413	2	0
1413	3	1
1413	4	1
1413	5	0
1413	6	0
1413	7	1
1413	8	1
1413	9	1
1413	10	88
1413	11	88
1414	1	0
1414	2	0
1414	3	0
1414	4	1
1414	5	0
1414	6	0
1414	7	0
1414	8	1
1414	9	0
1414	10	0
1414	11	0
1504	1	0
1504	2	0
1504	3	0
1504	4	0
1504	5	0
1504	6	0
1504	7	0
1504	8	1
1504	9	0
1504	10	0
1504	11	0
1505	1	1
1505	2	0
1505	3	0
1505	4	0
1505	5	0
1505	6	0
1505	7	0
1505	8	1
1505	9	0
1505	10	0
1505	11	0
1507	1	1
1507	2	0
1507	3	0
1507	4	0
1507	5	0
1507	6	0
1507	7	0
1507	8	1
1507	9	0
1507	10	0
1507	11	0
1508	1	1
1508	2	0
1508	3	0
1508	4	0
1508	5	0
1508	6	0
1508	7	0
1508	8	0
1508	9	0
1508	10	0
1508	11	0
1509	1	0
1509	2	0
1509	3	0
1509	4	0
1509	5	0
1509	6	0
1509	7	0
1509	8	0
1509	9	0
1509	10	0
1509	11	0
1510	1	1
1510	2	0
1510	3	1
1510	4	0
1510	5	0
1510	6	1
1510	7	1
1510	8	1
1510	9	1
1510	10	0
1510	11	0
1511	1	0
1511	2	0
1511	3	0
1511	4	0
1511	5	0
1511	6	1
1511	7	0
1511	8	0
1511	9	0
1511	10	0
1511	11	0
1601	1	0
1601	2	0
1601	3	0
1601	4	0
1601	5	0
1601	6	0
1601	7	0
1601	8	1
1601	9	0
1601	10	0
1601	11	0
1603	1	1
1603	2	1
1603	3	0
1603	4	0
1603	5	0
1603	6	0
1603	7	0
1603	8	1
1603	9	0
1603	10	0
1603	11	0
1604	1	0
1604	2	0
1604	3	0
1604	4	0
1604	5	0
1604	6	0
1604	7	0
1604	8	1
1604	9	0
1604	10	0
1604	11	0
1702	1	0
1702	2	0
1702	3	0
1702	4	0
1702	5	0
1702	6	0
1702	7	0
1702	8	1
1702	9	0
1702	10	0
1702	11	0
1801	1	1
1801	2	1
1801	3	0
1801	4	0
1801	5	0
1801	6	0
1801	7	0
1801	8	1
1801	9	0
1801	10	0
1801	11	0
2002	1	1
2002	2	0
2002	3	0
2002	4	0
2002	5	0
2002	6	0
2002	7	1
2002	8	1
2002	9	0
2002	10	0
2002	11	88
2004	1	1
2004	2	1
2004	3	1
2004	4	0
2004	5	0
2004	6	1
2004	7	1
2004	8	1
2004	9	1
2004	10	88
2004	11	88
2005	1	1
2005	2	88
2005	3	1
2005	4	0
2005	5	0
2005	6	1
2005	7	0
2005	8	1
2005	9	1
2005	10	88
2005	11	88
2007	1	1
2007	2	0
2007	3	0
2007	4	0
2007	5	0
2007	6	0
2007	7	1
2007	8	1
2007	9	0
2007	10	88
2007	11	88
2008	1	0
2008	2	0
2008	3	0
2008	4	0
2008	5	0
2008	6	0
2008	7	0
2008	8	1
2008	9	0
2008	10	0
2008	11	0
2009	1	1
2009	2	88
2009	3	0
2009	4	0
2009	5	0
2009	6	0
2009	7	0
2009	8	1
2009	9	1
2009	10	88
2009	11	88
2010	1	1
2010	2	88
2010	3	0
2010	4	0
2010	5	0
2010	6	0
2010	7	1
2010	8	1
2010	9	0
2010	10	0
2010	11	0
2011	1	1
2011	2	88
2011	3	0
2011	4	0
2011	5	0
2011	6	0
2011	7	1
2011	8	1
2011	9	0
2011	10	0
2011	11	0
2012	1	1
2012	2	88
2012	3	0
2012	4	0
2012	5	0
2012	6	0
2012	7	0
2012	8	1
2012	9	0
2012	10	0
2012	11	0
2014	1	0
2014	2	0
2014	3	0
2014	4	0
2014	5	0
2014	6	0
2014	7	0
2014	8	0
2014	9	0
2014	10	0
2014	11	0
2015	1	1
2015	2	88
2015	3	0
2015	4	0
2015	5	0
2015	6	0
2015	7	1
2015	8	1
2015	9	1
2015	10	88
2015	11	88
2016	1	1
2016	2	88
2016	3	0
2016	4	0
2016	5	0
2016	6	0
2016	7	1
2016	8	1
2016	9	88
2016	10	88
2016	11	88
2017	1	1
2017	2	88
2017	3	1
2017	4	1
2017	5	0
2017	6	1
2017	7	1
2017	8	1
2017	9	1
2017	10	88
2017	11	88
2018	1	1
2018	2	88
2018	3	0
2018	4	1
2018	5	0
2018	6	1
2018	7	1
2018	8	1
2018	9	1
2018	10	88
2018	11	88
2019	1	1
2019	2	88
2019	3	0
2019	4	0
2019	5	0
2019	6	0
2019	7	0
2019	8	1
2019	9	0
2019	10	88
2019	11	88
2020	1	1
2020	2	88
2020	3	1
2020	4	0
2020	5	0
2020	6	0
2020	7	0
2020	8	1
2020	9	1
2020	10	0
2020	11	0
2021	1	1
2021	2	88
2021	3	0
2021	4	0
2021	5	0
2021	6	0
2021	7	0
2021	8	1
2021	9	0
2021	10	0
2021	11	0
2022	1	0
2022	2	0
2022	3	0
2022	4	0
2022	5	0
2022	6	0
2022	7	0
2022	8	0
2022	9	0
2022	10	0
2022	11	0
2024	1	1
2024	2	0
2024	3	0
2024	4	1
2024	5	0
2024	6	0
2024	7	0
2024	8	1
2024	9	0
2024	10	0
2024	11	0
2025	1	1
2025	2	0
2025	3	0
2025	4	0
2025	5	1
2025	6	0
2025	7	0
2025	8	1
2025	9	0
2025	10	0
2025	11	0
8007	1	1
8007	2	0
8007	3	0
8007	4	0
8007	5	0
8007	6	0
8007	7	0
8007	8	0
8007	9	0
8007	10	0
8007	11	0
8008	1	0
8008	2	1
8008	3	0
8008	4	0
8008	5	0
8008	6	0
8008	7	0
8008	8	1
8008	9	0
8008	10	1
8008	11	0
8012	1	1
8012	2	0
8012	3	0
8012	4	1
8012	5	0
8012	6	1
8012	7	1
8012	8	1
8012	9	0
8012	10	0
8012	11	0
8013	1	0
8013	2	0
8013	3	0
8013	4	0
8013	5	0
8013	6	0
8013	7	0
8013	8	0
8013	9	0
8013	10	0
8013	11	0
8014	1	0
8014	2	0
8014	3	0
8014	4	1
8014	5	0
8014	6	0
8014	7	0
8014	8	0
8014	9	1
8014	10	0
8014	11	0
8015	1	0
8015	2	0
8015	3	0
8015	4	0
8015	5	0
8015	6	0
8015	7	0
8015	8	0
8015	9	0
8015	10	0
8015	11	0
8018	1	0
8018	2	0
8018	3	0
8018	4	0
8018	5	0
8018	6	0
8018	7	0
8018	8	1
8018	9	0
8018	10	0
8018	11	0
8020	1	1
8020	2	88
8020	3	0
8020	4	0
8020	5	0
8020	6	1
8020	7	1
8020	8	1
8020	9	1
8020	10	88
8020	11	88
8024	1	1
8024	2	0
8024	3	1
8024	4	1
8024	5	1
8024	6	1
8024	7	1
8024	8	1
8024	9	0
8024	10	0
8024	11	0
8029	1	0
8029	2	0
8029	3	0
8029	4	0
8029	5	0
8029	6	0
8029	7	0
8029	8	0
8029	9	0
8029	10	0
8029	11	0
8032	1	1
8032	2	0
8032	3	0
8032	4	0
8032	5	0
8032	6	0
8032	7	1
8032	8	1
8032	9	0
8032	10	0
8032	11	0
8034	1	0
8034	2	1
8034	3	0
8034	4	0
8034	5	0
8034	6	0
8034	7	0
8034	8	1
8034	9	0
8034	10	0
8034	11	0
8037	1	0
8037	2	0
8037	3	0
8037	4	0
8037	5	0
8037	6	0
8037	7	0
8037	8	0
8037	9	0
8037	10	88
8037	11	88
8038	1	0
8038	2	0
8038	3	0
8038	4	0
8038	5	1
8038	6	0
8038	7	0
8038	8	1
8038	9	0
8038	10	0
8038	11	0
8039	1	1
8039	2	88
8039	3	0
8039	4	0
8039	5	1
8039	6	1
8039	7	1
8039	8	1
8039	9	0
8039	10	1
8039	11	88
8046	1	1
8046	2	88
8046	3	0
8046	4	1
8046	5	0
8046	6	1
8046	7	0
8046	8	0
8046	9	0
8046	10	1
8046	11	1
8048	1	1
8048	2	0
8048	3	0
8048	4	0
8048	5	0
8048	6	0
8048	7	0
8048	8	0
8048	9	0
8048	10	0
8048	11	0
8049	1	1
8049	2	0
8049	3	0
8049	4	0
8049	5	0
8049	6	0
8049	7	0
8049	8	1
8049	9	0
8049	10	0
8049	11	0
8059	1	1
8059	2	1
8059	3	1
8059	4	0
8059	5	0
8059	6	1
8059	7	1
8059	8	1
8059	9	1
8059	10	0
8059	11	0
8060	1	1
8060	2	88
8060	3	0
8060	4	1
8060	5	1
8060	6	1
8060	7	1
8060	8	1
8060	9	1
8060	10	0
8060	11	0
8062	1	1
8062	2	0
8062	3	1
8062	4	1
8062	5	0
8062	6	0
8062	7	0
8062	8	0
8062	9	0
8062	10	0
8062	11	0
8064	1	1
8064	2	1
8064	3	0
8064	4	1
8064	5	0
8064	6	0
8064	7	0
8064	8	1
8064	9	0
8064	10	0
8064	11	0
8066	1	0
8066	2	0
8066	3	0
8066	4	0
8066	5	0
8066	6	0
8066	7	0
8066	8	0
8066	9	0
8066	10	0
8066	11	0
8070	1	1
8070	2	1
8070	3	0
8070	4	1
8070	5	0
8070	6	0
8070	7	0
8070	8	0
8070	9	0
8070	10	0
8070	11	0
8071	1	0
8071	2	0
8071	3	0
8071	4	0
8071	5	1
8071	6	0
8071	7	0
8071	8	0
8071	9	0
8071	10	0
8071	11	0
8079	1	1
8079	2	1
8079	3	1
8079	4	1
8079	5	0
8079	6	1
8079	7	0
8079	8	1
8079	9	1
8079	10	0
8079	11	0
8084	1	1
8084	2	88
8084	3	0
8084	4	0
8084	5	0
8084	6	0
8084	7	1
8084	8	1
8084	9	0
8084	10	88
8084	11	88
8085	1	0
8085	2	0
8085	3	0
8085	4	0
8085	5	0
8085	6	0
8085	7	0
8085	8	0
8085	9	0
8085	10	0
8085	11	0
8088	1	1
8088	2	0
8088	3	0
8088	4	1
8088	5	0
8088	6	0
8088	7	0
8088	8	0
8088	9	0
8088	10	0
8088	11	0
8090	1	1
8090	2	0
8090	3	1
8090	4	1
8090	5	0
8090	6	1
8090	7	1
8090	8	1
8090	9	1
8090	10	0
8090	11	0
8092	1	1
8092	2	0
8092	3	1
8092	4	1
8092	5	0
8092	6	1
8092	7	0
8092	8	1
8092	9	1
8092	10	0
8092	11	0
8094	1	1
8094	2	0
8094	3	0
8094	4	0
8094	5	0
8094	6	0
8094	7	0
8094	8	0
8094	9	0
8094	10	0
8094	11	0
8097	1	0
8097	2	0
8097	3	0
8097	4	1
8097	5	0
8097	6	1
8097	7	1
8097	8	0
8097	9	0
8097	10	1
8097	11	0
8098	1	1
8098	2	0
8098	3	1
8098	4	1
8098	5	0
8098	6	1
8098	7	1
8098	8	1
8098	9	1
8098	10	0
8098	11	0
8099	1	1
8099	2	0
8099	3	1
8099	4	1
8099	5	0
8099	6	1
8099	7	1
8099	8	1
8099	9	0
8099	10	0
8099	11	0
8101	1	1
8101	2	0
8101	3	0
8101	4	1
8101	5	0
8101	6	0
8101	7	1
8101	8	1
8101	9	0
8101	10	0
8101	11	0
8103	1	1
8103	2	0
8103	3	0
8103	4	0
8103	5	0
8103	6	0
8103	7	0
8103	8	1
8103	9	0
8103	10	1
8103	11	0
8107	1	1
8107	2	0
8107	3	0
8107	4	1
8107	5	0
8107	6	1
8107	7	0
8107	8	1
8107	9	0
8107	10	0
8107	11	0
8108	1	0
8108	2	0
8108	3	0
8108	4	0
8108	5	0
8108	6	0
8108	7	0
8108	8	0
8108	9	0
8108	10	0
8108	11	0
8110	1	1
8110	2	0
8110	3	0
8110	4	1
8110	5	0
8110	6	0
8110	7	1
8110	8	0
8110	9	0
8110	10	88
8110	11	88
8112	1	1
8112	2	0
8112	3	0
8112	4	1
8112	5	0
8112	6	1
8112	7	1
8112	8	1
8112	9	1
8112	10	0
8112	11	0
8113	1	1
8113	2	0
8113	3	0
8113	4	0
8113	5	1
8113	6	1
8113	7	1
8113	8	1
8113	9	0
8113	10	0
8113	11	0
8114	1	1
8114	2	0
8114	3	0
8114	4	1
8114	5	0
8114	6	1
8114	7	1
8114	8	1
8114	9	0
8114	10	0
8114	11	0
8115	1	1
8115	2	0
8115	3	0
8115	4	1
8115	5	0
8115	6	1
8115	7	1
8115	8	1
8115	9	0
8115	10	0
8115	11	0
8119	1	1
8119	2	0
8119	3	0
8119	4	1
8119	5	0
8119	6	0
8119	7	1
8119	8	0
8119	9	0
8119	10	1
8119	11	0
8123	1	1
8123	2	0
8123	3	1
8123	4	1
8123	5	0
8123	6	1
8123	7	1
8123	8	1
8123	9	1
8123	10	0
8123	11	0
8126	1	1
8126	2	0
8126	3	1
8126	4	1
8126	5	0
8126	6	1
8126	7	1
8126	8	1
8126	9	1
8126	10	1
8126	11	88
8127	1	1
8127	2	0
8127	3	0
8127	4	0
8127	5	0
8127	6	0
8127	7	1
8127	8	1
8127	9	1
8127	10	88
8127	11	88
8128	1	1
8128	2	0
8128	3	0
8128	4	0
8128	5	0
8128	6	0
8128	7	1
8128	8	1
8128	9	1
8128	10	0
8128	11	0
8129	1	1
8129	2	1
8129	3	0
8129	4	0
8129	5	0
8129	6	0
8129	7	0
8129	8	0
8129	9	0
8129	10	0
8129	11	0
8130	1	1
8130	2	0
8130	3	1
8130	4	1
8130	5	0
8130	6	1
8130	7	1
8130	8	1
8130	9	1
8130	10	0
8130	11	0
8132	1	1
8132	2	0
8132	3	1
8132	4	0
8132	5	0
8132	6	0
8132	7	0
8132	8	1
8132	9	1
8132	10	0
8132	11	0
8134	1	0
8134	2	0
8134	3	0
8134	4	0
8134	5	0
8134	6	0
8134	7	0
8134	8	0
8134	9	0
8134	10	0
8134	11	0
8135	1	1
8135	2	0
8135	3	0
8135	4	0
8135	5	0
8135	6	0
8135	7	0
8135	8	1
8135	9	0
8135	10	1
8135	11	88
8138	1	0
8138	2	0
8138	3	0
8138	4	0
8138	5	0
8138	6	0
8138	7	0
8138	8	0
8138	9	0
8138	10	0
8138	11	0
8140	1	1
8140	2	0
8140	3	1
8140	4	1
8140	5	0
8140	6	1
8140	7	1
8140	8	0
8140	9	0
8140	10	0
8140	11	0
8141	1	1
8141	2	1
8141	3	1
8141	4	1
8141	5	0
8141	6	1
8141	7	1
8141	8	1
8141	9	0
8141	10	1
8141	11	88
8142	1	0
8142	2	1
8142	3	0
8142	4	0
8142	5	0
8142	6	0
8142	7	0
8142	8	1
8142	9	0
8142	10	88
8142	11	88
8143	1	1
8143	2	0
8143	3	0
8143	4	0
8143	5	0
8143	6	0
8143	7	0
8143	8	1
8143	9	0
8143	10	1
8143	11	88
8145	1	1
8145	2	88
8145	3	1
8145	4	1
8145	5	0
8145	6	1
8145	7	1
8145	8	1
8145	9	0
8145	10	1
8145	11	88
8146	1	1
8146	2	0
8146	3	0
8146	4	0
8146	5	0
8146	6	1
8146	7	1
8146	8	1
8146	9	0
8146	10	1
8146	11	88
8147	1	1
8147	2	0
8147	3	0
8147	4	0
8147	5	0
8147	6	0
8147	7	0
8147	8	1
8147	9	1
8147	10	1
8147	11	0
8148	1	1
8148	2	1
8148	3	1
8148	4	1
8148	5	0
8148	6	0
8148	7	0
8148	8	1
8148	9	1
8148	10	88
8148	11	88
8151	1	1
8151	2	1
8151	3	0
8151	4	1
8151	5	0
8151	6	0
8151	7	1
8151	8	1
8151	9	0
8151	10	88
8151	11	88
8152	1	1
8152	2	0
8152	3	0
8152	4	0
8152	5	0
8152	6	0
8152	7	0
8152	8	0
