PLACEID	ANFDIDR5	ITEM	PRICE	ACCOUNT
8071	1	POLLO	10	1
8071	2	CARNE DE RES	12	1
8071	3	PESCADO	10	1
8079	1	POLLO	7	1
8079	2	CARNE	9	1
8079	3	PESCADO	7	1
8084	1	POLLO	7.80000019073486	1
8084	2	PESCADO	4	1
8084	3	HUEVO	5.80000019073486	1
8085	1	POLLO	9	1
8085	2	PESCADO	4	1
8085	3	HUEVO	6	1
8088	1	POLLO	7.5	1
8088	2	PESCADO	6	1
8088	3	HUEVOS	6	1
8090	1	POLLO	7.5	1
8090	2	LECHE	3	2
8090	3	HUEVOS	5.69999980926514	1
8094	1	POLLO	7.5	1
8094	2	PESCADO	6	1
8094	3	HUEVO	4.59999990463257	1
8097	1	POLLO	7.30000019073486	1
8097	2	PESCADO	8	1
8097	3	HUEVOS	5.5	1
8098	1	POLLO	7	1
8098	2	MENUDENCIA	2.5	1
8098	3	HUEVO	1.79999995231628	1
8101	1	POLLO	7.5	1
8101	2	CARNE	19	1
8101	3	QUESO	15	1
8103	1	POLLO	8	1
8103	2	HUEVOS	6	1
8107	1	POLLO	7.5	1
8107	2	HUEVO	6	1
8107	3	PESCADO	6	1
8108	1	POLLO	7	1
8108	2	LECHE	3	2
8108	3	HUEVO	5	1
8110	1	POLLO	10	1
8110	2	LECHE	3	2
8110	3	HUEVO	6.5	1
8112	1	-88	-88	88
8114	1	POLLO	7.80000019073486	1
8114	2	HUEVOS	5.5	1
8114	3	LECHE	3	2
8115	1	POLLO	7.5	1
8115	2	CARNE	12	1
8115	3	PESCADO	10	1
8119	1	POLLO	7	1
8119	2	HUEVOS	5.80000019073486	1
8126	1	-88	-88	88
8127	1	-88	-88	88
8129	1	POLLO	8.5	1
8129	2	HUEVO	5	1
8129	3	QUESO	14	1
8132	1	POLLO	8	1
8132	2	LECHE	3	3
8132	3	HUEVO	6	1
8134	1	POLLO	7	1
8134	2	RES	10	1
8134	3	PESCADO	15	1
8135	1	QUESO	16	1
8135	2	POLLO	8	1
8135	3	HUEVO	5.5	1
8138	1	POLLO	8	1
8138	2	PESCADO	7.5	1
8138	3	HUEVO	5	1
8140	1	CERDO	14	1
8140	2	POLLO	8	1
8140	3	RES	15	1
8141	1	POLLO	8.5	1
8141	2	PESCADO	7	1
8141	3	LECHE	3	2
8142	1	CHANCHO	12	1
8142	2	OVEJA	10	1
8142	3	GALLINA	15	1
8143	1	LECHE	3.20000004768372	2
8143	2	QUESO	14	1
8143	3	POLLO	10	1
8145	1	POLLO	9	1
8145	2	HUEVO	4.5	1
8145	3	PESCADO	9	1
8146	1	PESCADO	8	1
8146	2	P0LLO	8.5	1
8146	3	HUEVOS	.300000011920929	2
8147	1	-88	-88	88
8148	1	LLAMA	9	1
8148	2	RES	10	1
8148	3	OVEJA	15	1
8151	1	CARNE DE ALPACA	8	1
8151	2	QUEZO	12	1
8152	1	LECHE	1.5	3
8152	2	CARNE DE CARNERO	12	1
8152	3	QUESO	7	1
8160	1	POLLO	11	1
8160	2	LECHE	1	3
8162	1	GALLINA	18	1
8162	2	CARNE DE CHANCHO	12	1
8162	3	TILAPIA	12	1
8166	1	POLLO	10	1
8166	2	PESCADO	11	1
8166	3	CARNE	10	1
8169	1	GALLINA	15	1
8169	2	HUEVOS	.300000011920929	2
8169	3	QUESILLO	6	1
8170	1	LECHE	4	2
8170	2	QUESO	10	1
8170	3	HUEVO	5	1
8172	1	PESCADO	10	1
8172	2	CARNE	10	1
8172	3	HUEVO	5	1
8177	1	POLLO	10	1
8177	2	HUEVO	5	1
8177	3	LECHE	4	2
8180	1	POLLO	8	1
8180	2	PESCADO	6	1
8180	3	HUEV0	6	1
8181	1	PESCADO	6	1
8181	2	HUEVOS	6	1
8181	3	QUESO	10	1
8184	1	POLLO	8	1
8184	2	CARNE	10	1
8184	3	PESCADO	8	1
8185	1	PESCADO	6	1
8185	2	POLLO	8.5	1
8185	4	CARNE	7	1
8187	1	POLLO	7	1
8187	2	MENUDENCIA	3.5	1
8187	3	HUEVO	6	1
8188	1	PESCADO	5	1
8188	2	POLLO	8	1
8188	3	CARNE DE RES	18	1
8189	1	POLLO	7.5	1
8189	2	HUEVOS	5	1
8189	3	MENUDENCIAS	4	1
8193	1	POLLO	8	1
8193	2	PESCADO	3	1
8193	3	CARNE DE RES	12	1
8195	1	POLLO	7.5	1
8195	2	LECHE	3	2
8195	3	HUEVO	7	1
8196	1	POLLO	7.5	1
8196	2	CARNE	14	1
8196	3	CORDERO	17	1
8197	1	P0LLO	7	1
8197	2	PESCADO	8	1
8197	3	CARNE DE RES	16	1
8198	1	POLLO	18	1
8198	2	CHANCHO	12	1
8198	3	RES	15	1
8199	1	POLLO	8	1
8199	2	PESCADO	8	1
8199	3	HUEVO	5.59999990463257	1
8202	1	PESCADO	7	1
8202	2	POLLO	10	1
8202	3	HUEVOS	.400000005960464	2
8202	4	HUEVOS	.400000005960464	2
8203	1	QUESO	14	1
8203	2	LECHE	1.5	3
8203	3	CARNERO	12	1
8204	1	POLLO	10	1
8204	2	QUESO	14	1
8204	3	HUEVO	5	1
8205	1	POLLO	10	1
8205	2	LECHE	3	2
8205	3	HUEVO	5	1
8207	1	CARNE	10	1
8207	2	POLLO	8	1
8207	3	LECHE	3	2
8209	1	CUY	27	2
8209	2	GALLINA	12	1
8209	3	CHANCHO	15	1
8212	1	POLLO	10	1
8212	2	PESCADO	8	1
8212	3	CARNE	12	1
8215	1	LECHE	3	2
8215	2	POLLO	12	1
8215	3	CERDO	20	1
8216	1	POLLO	8.5	1
8216	2	LECHE	3	4
8216	3	QUESO	20	1
8219	1	POLLO	7	1
8219	2	CARNE	11	1
8219	3	LECHE	3.40000009536743	1
8220	1	LECHE	3.20000004768372	1
8220	2	QUESO	7	2
8220	3	CARNE DE RES	10	1
8220	4	HUEVOS	6	1
8220	5	POLLO	10	1
8220	6	CARNE DE CARNERO	11	1
8223	1	-88	-88	88
8226	1	CUY	20	2
8226	2	GALLINA	30	2
8226	3	PATO	40	2
8227	1	PATO	40	2
8227	2	CONEJO	20	2
8227	3	CUY	20	2
8228	1	LECHE	1.5	3
8228	2	GALLINA	20	1
8236	1	POLLO	8	1
8236	2	HUEVOS	5	1
8236	3	PESCADO	7	1
8237	1	POLLO	8	1
8237	2	LECHE	3.20000004768372	2
8244	1	POLLO	8	1
8244	2	HUEVO	5	1
8244	3	LECHE	3	2
8245	1	CARNE	9	1
8245	2	LECHE	2	3
8245	3	QUESO	10	1
8248	1	POLLO	8.5	1
8248	2	HUEVO	6	1
8248	3	CARNE RES	12	1
8252	1	CARNE	14	1
8252	2	LECHE	1.29999995231628	3
8252	3	POLLO	9	1
8254	1	88	-88	88
8255	1	GALLINA	30	2
8255	2	CONEJO	30	2
8255	3	CUY	20	2
8257	1	-88	-88	88
8258	1	88	-88	88
8259	1	88	-88	88
8260	1	POLL0	7	1
8260	2	CARNE DE RES	12	1
8260	3	LECHE	3	2
8262	1	POLLO	9	1
8262	2	HUEVOS	5.5	1
8262	3	CARNE	16	1
8264	1	POLLO	7.59999990463257	1
8264	2	PESCADO	3.5	1
8264	3	HUEVO	4.80000019073486	1
8267	1	MENUDENCIAS	4.5	1
8267	2	POLLO	7.5	1
8267	3	PESCADO	6	1
8269	1	POLLO	7.80000019073486	1
8269	2	PESCADO	7	1
8269	3	HUEVOS	5.5	1
8273	1	POLLO	8	1
8273	2	PESCADO	6	1
8273	3	HUEVO	5	1
8274	1	POLLO	6	1
8274	2	PESCADO	6	1
8274	3	LECHE	3	2
8277	1	PESCADO	5	1
8277	2	CARNE	10	1
8277	3	POLLO	9	1
8278	1	POLLO	8	1
8278	2	CARNE	12	1
8278	3	PESCADO	10	1
8285	1	POLLO	7.80000019073486	1
8285	2	CARNE DE RES	14	1
8285	3	PESCADO	6.5	1
8286	1	POLLO	7	1
8286	2	LECHE	3	2
8286	3	CARNE DE RES	14	1
8293	1	POLLO	8	1
8293	2	PESACDO	10	1
8293	3	HUEVO	5.80000019073486	1
8297	1	POLLO	8.5	1
8297	2	CARNE DE RES	16	1
8297	3	PESCADO	4	1
8302	1	POLLO	6.5	1
8302	2	LECHE	3	2
8302	3	HUEVOS	5.5	1
8305	1	POLLO	7.5	1
8305	2	HUEVOS	6	1
8305	3	QUESO	13	1
8306	1	-88	-88	88
8310	1	POLLO	7.5	1
8310	2	HUEVOS	6	1
8311	1	POLLO	6.5	1
8311	2	HUEVOS	5.69999980926514	1
8311	3	LECHE	3	1
8316	1	POLLO	8	1
8316	2	PESCADO	7	1
8316	3	CHANCHO	15	1
8317	1	CARNE DE RES	16	1
8317	2	POLLO	10	1
8317	3	QUESO	13.6000003814697	1
8318	1	POLLO	10	1
8318	2	CARNE	18	1
8318	3	HUEVO	4.40000009536743	1
8319	1	POLLO	12	1
8319	2	HUEVO	4.80000019073486	1
8319	3	CARNE DE RES	18	1
8320	1	-88	-88	88
8321	1	PESCADO	6	1
8321	2	LECHE	3	2
8321	3	HUEVO	.400000005960464	2
8322	1	POLLO	8.5	1
8322	2	CARNE	13	1
8322	3	PESCADO	9	1
8323	1	POLLO	8	1
8323	2	HUEVOS	.400000005960464	2
8323	3	PESCADO	5	1
8325	1	PESCADO	5	1
8325	2	HUEVO	5.5	1
8325	3	POLLO	8	1
8327	1	HUEVO	4	1
8327	2	POLLO	7	1
8327	3	QUESO	14	1
8328	1	LECHE	1.20000004768372	3
8328	2	HUEVO	6	1
8328	3	QUESO	12	1
8332	1	GALLINA	40	2
8332	2	HUEVOS	8.5	1
8332	3	CARNE DE CORDERO	9	1
8333	1	POLLO	10	1
8333	2	RES	12	1
8333	3	PESCADO	10	1
8334	1	POLLO CRIOLLO	12	1
8334	2	CABALLA	3.5	2
8334	3	HUEVOS	.300000011920929	2
8340	1	HUEVO	4	1
8340	2	POLLO	10	1
8340	3	LECHE	3.5	2
8345	1	MAGAZ	20	1
8345	2	POLLO	10	1
8345	3	HUEVOS	.300000011920929	2
8348	1	POLLO	9	1
8348	2	RES	12	1
8348	3	HUEVOS	.300000011920929	2
8349	1	POLLO	10	1
8349	2	RES	10	1
8349	3	PESCADO	12	1
8350	1	POLLO	11	1
8350	2	HUEVOS	.300000011920929	2
8350	3	TILAPIA	13	1
8353	1	-88	-88	88
8354	1	-88	-88	88
8357	1	CHANCHO	12	1
8357	2	PESCADO	7	1
8357	3	HUEVO	5	1
8358	1	POLLO	11	1
8358	2	PESCADO	5	1
8358	3	RES	12	1
8361	1	POLLO	7.80000019073486	1
8361	2	LECHE	3.5	2
8363	1	POLLO	7.5	1
8363	2	CARNE DE RES	12	1
8363	3	HUEVOS	5	1
8364	1	POLLO	7.5	1
8364	2	PESCADO	7	1
8364	3	CARNE	12	1
8369	1	POLLO	7	1
8369	2	PESCADO	7	1
8369	3	HUEVO	5	1
8370	1	POLLO	9.5	1
8370	2	CARNE	18	1
8370	3	PESCADO	9	1
8371	1	POLLO	6.5	1
8371	2	HUEVO	5.5	1
8371	3	CARNE	12	1
8372	1	POLLO	9	1
8372	2	HUEVOS	5	1
8372	3	QUESOL	12	1
8379	1	-88	-88	88
8380	1	POLLO	7.5	1
8380	2	LECHE	1.79999995231628	3
8380	3	HUEVOS	6	1
8381	1	POLLO	8	1
8381	2	HUEVO	5.59999990463257	1
8381	3	leche	1	3
8383	1	POLLOS	6.5	1
8383	2	HUEVOS	5.5	1
8383	3	PESCADO	8.5	1
8384	1	POLLO	8	1
8384	2	PESCADO	8	1
8384	3	HUEVOS	6	1
8386	1	POLLO	8.5	1
8386	2	PESCADO	7.5	1
8386	3	CARNE	17	1
8389	1	HUEVOS	5.5	1
8389	2	POLLO	6.5	1
8389	3	MENUDENCIA  DE POLLO	3	1
8390	1	P0LLO	8	1
8390	2	PESCADO	6	1
8390	3	HUEVOS	5.5	1
8394	1	POLLO	7	1
8394	2	PESCADO	7	1
8394	3	HUEVO	6	1
8395	1	POLLO	7.80000019073486	1
8395	2	LECHE	2.90000009536743	2
8395	3	CARNE	13	1
8396	1	POLLO	6.5	1
8396	2	CARNE DE RES	14	1
8396	3	CARNE DE CERDO	7	1
8402	1	POLLO	9	1
8402	2	HUEVO	.400000005960464	2
8402	3	PESCADO	8	1
8403	1	PESCADO	6	1
8403	2	CARNE DE RES	10	1
8403	3	POLLO	9	1
8404	1	LECHE	3	2
8404	2	QUESO	12	1
8404	3	HUEVOS	.300000011920929	2
8405	1	POLLO	10	1
8405	2	PESCADO	8	2
8405	3	HUEVOS	6	1
8406	1	PESCADO	8	1
8406	2	POLLO	8	1
8406	3	HUEVOS	5	1
8407	1	CARNE DE RES	12	1
8407	2	CHANCHO	10	1
8407	3	GALLINA	10	1
8408	1	POLLO	10	1
8408	2	CARNE	14	1
8408	3	PESCADO	8	1
8409	1	POLLO	7	1
8409	2	HUEVO	.400000005960464	2
8409	3	QUESO	10	2
8410	1	POLLO	8	1
8410	2	PESCADO	8	1
8410	3	HUEVOS	6	1
8411	1	POLLO	9	1
8411	2	PESCADO	5	1
8411	3	HUEVO	5	1
8412	1	HUEVO	5.30000019073486	1
8412	2	POLLO	7	1
8412	3	PESCADO	4	1
8413	1	POLLO	8	1
8413	2	HUEVO	5.5	1
8413	3	LECHE	3.20000004768372	2
8415	1	HUEVOS	.300000011920929	2
8415	2	GALLINAS	12	1
8415	3	CHANCHO	11	1
8418	1	HUEVO	5	1
8418	2	LECHE	1	3
8418	3	POLLO	10	1
8419	1	POLLO	10	1
8419	2	HUEVO	5	1
8419	3	LECHE	3.29999995231628	2
8420	1	POLLO	10	1
8420	2	HUEVO	6	1
8420	3	CARNE	12	1
8421	1	POLLO	11	1
8421	2	CERDO	11	1
8421	3	HUEVO	5.5	1
8422	1	POLLO	12	1
8422	2	RES	12	1
8422	3	PESCADO	10	1
8424	1	LECHE	3.5	2
8424	2	HUEVO	5	1
8424	3	POLLO	10	1
8426	1	POLLO	11	1
8426	2	CERDO	12	1
8426	3	RES	11	1
8427	1	HUEVO	5	1
8427	2	LECHE	3.5	2
8427	3	POLLO	12	1
8429	1	GALLINAS	12	2
8429	2	HUEVO	.300000011920929	2
8429	3	POLLO	9	1
8431	1	POLLO	9	1
8431	2	PESCADO	6	1
8431	3	HUEVOS	5	1
8433	1	POLLO	9	1
8433	2	PESCADO	11	1
8433	3	HUEVOS	5	1
8434	1	HUEVOS	5.80000019073486	1
8434	2	QUESO	12	1
8434	3	POLLO	8	1
8435	1	POLLO	6.5	1
8435	2	HUEVOS	5.59999990463257	1
8436	1	POLLO	7.69999980926514	1
8436	2	LECHE	3	2
8436	3	HUEVO	5.69999980926514	1
8440	1	-88	-88	88
8441	1	-88	-88	88
8442	1	POLLO	7	1
8442	2	HUEVO	5.30000019073486	1
8442	3	LECHE	3	2
8443	1	POLLO	7	1
8443	2	HUEVO	5.5	1
8443	3	CARNE	120	1
8444	1	POLLO	5.5	1
8444	2	PESCADO	10	1
8444	3	LECHE	3.79999995231628	2
8447	1	POLLO	8	1
8447	2	HUEVO	7	1
8447	3	LECHE	3.20000004768372	2
8448	1	POLLO	7	1
8448	2	HUEVO	5	1
8448	3	LECHE	3	2
8449	1	POLLO	6.5	1
8449	2	PAPA	1.20000004768372	1
8449	3	LECHE	3	2
8450	1	POLLO	9	1
8450	2	HUEVO	4.5	1
8450	3	PESCADO	9	1
8451	1	POLLO	9	1
8451	2	PESCADO	8	1
8451	3	LECHE	3.20000004768372	2
8452	1	POLLO	8.5	1
8452	2	LECHE	3.20000004768372	2
8452	3	PESCADO	8	1
8453	1	POLLO	9	1
8453	2	PESCADO	8	1
8453	3	HUEVO	.300000011920929	2
8454	1	POLLO	8	1
8454	2	HUEVOS	.300000011920929	2
8454	3	LECHE	3	2
8455	1	POLLO	9	1
8455	2	QUESO	16	1
8455	3	HUEVOS	5.5	1
8456	1	POLLO	10	1
8456	2	LECHE	3.40000009536743	2
8456	3	HUEVO	6	1
8457	1	POLLO	9	1
8457	2	QUESO	12	1
8457	3	CARNE DE RES	10	1
8458	1	POLLO	8	1
8458	2	CARNE DE RES	9	1
8458	3	CABRA	10	1
8459	1	POLLO	8	1
8459	2	PESCADO	5	1
8459	3	HUEVO	6	1
8460	1	PESCADO	6	1
8460	2	POLLO	7	1
8460	3	HUEVOS	5.80000019073486	1
8461	1	PESCADO	5	1
8461	2	HUEVO	5.5	1
8461	3	POLLO	8	1
8462	1	POLLO	8	1
8462	2	LECHE	3	2
8462	3	PESCADO	7	1
8463	1	PESCADO	8	1
8463	2	LECHE	3	2
8463	3	HUEVOS	5.80000019073486	1
8464	1	POLLO	8.5	1
8464	2	PESCADO	8	1
8464	3	HUEVOS	5.30000019073486	1
8465	1	LECHE	3.5	2
8465	2	QUESO	15	1
8465	3	POLLO	9	1
8466	1	POLLO	9	1
8466	2	PESCADO	6	1
8466	3	LECHE	3.20000004768372	1
8467	1	POLLO	10	1
8467	2	PESCADO	8	1
8467	3	HUEVO	5	1
8468	1	POLLO	9	1
8468	2	RES	12	1
8468	3	CERDO	12	1
8469	1	PESCADO	8	1
8469	2	POLLO	10	1
8469	3	HUEVO	5.5	1
8470	1	POLLO	11	1
8470	2	HUEVO	.300000011920929	2
8470	3	QUESO	14	1
8471	1	GALLINA	15	1
8471	2	CHANCHO	10	1
