CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	ACTMTHR4	ACTDAYHR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PRFACTR4	MTHPRFR4
81027	3	88	 	 	 	 	 	 	 	 	 	 
81028	1	3	6	3	30	4	2	 	30	2	1	5
81028	2	5	3	3	14	6	1	15	 	2	1	4
81028	3	1	2	6	3	3	0	 	 	 	1	6
81029	1	1	3	6	10	6	0	 	 	 	1	6
81029	2	3	6	2	30	7	1	4000	 	5	1	2
81029	3	4	3	2	20	2	0	 	 	 	1	2
81030	1	1	6	8	30	8	0	 	 	 	1	8
81030	2	4	6	12	30	4	0	 	 	 	1	12
81030	3	88	 	 	 	 	 	 	 	 	 	 
81031	1	5	3	9	30	8	1	400	 	4	1	0
81031	2	3	6	2	30	8	1	450	 	4	0	2
81031	3	1	2	2	15	4	0	 	 	 	0	6
81032	1	13	1	5	26	11	1	400	 	4	1	12
81032	2	1	2	4	15	6	0	 	 	 	1	4
81032	3	88	 	 	 	 	 	 	 	 	 	 
81033	1	1	2	6	25	4	0	 	 	 	0	3
81033	2	3	6	1	18	4	1	300	 	4	0	0
81033	3	88	 	 	 	 	 	 	 	 	 	 
81034	1	13	1	2	22	9	1	450	 	4	1	0
81034	2	1	2	2	15	6	0	 	 	 	0	4
81034	3	88	 	 	 	 	 	 	 	 	 	 
81035	1	1	2	3	10	5	0	 	 	 	0	3
81035	2	88	 	 	 	 	 	 	 	 	 	 
81035	3	88	 	 	 	 	 	 	 	 	 	 
81036	1	1	2	6	7	5	0	 	 	 	1	7
81036	2	1	3	2	5	6	0	 	 	 	0	3
81036	3	88	 	 	 	 	 	 	 	 	 	 
81037	1	3	1	12	20	6	1	300	 	4	1	12
81037	2	1	2	3	10	5	0	 	 	 	1	4
81037	3	88	 	 	 	 	 	 	 	 	 	 
81038	1	1	2	6	10	5	0	 	 	 	0	2
81038	2	11	3	1	15	6	1	25	 	2	0	0
81038	3	88	 	 	 	 	 	 	 	 	 	 
81039	1	13	3	10	28	11	1	500	 	4	1	12
81039	2	88	 	 	 	 	 	 	 	 	 	 
81039	3	88	 	 	 	 	 	 	 	 	 	 
81040	1	1	2	12	15	6	0	 	 	 	1	12
81040	2	3	2	4	15	5	3	200	350	5	1	4
81040	3	88	 	 	 	 	 	 	 	 	 	 
81041	1	1	2	4	15	4	0	 	 	 	1	4
81041	2	3	6	12	26	2	1	200	 	4	1	12
81041	3	88	 	 	 	 	 	 	 	 	 	 
81042	1	1	2	5	15	4	0	 	 	 	1	5
81042	2	3	6	2	15	9	1	1000	 	4	1	2
81042	3	5	6	1	12	5	1	30	 	2	0	1
81043	1	1	2	6	20	6	0	 	 	 	1	6
81043	2	13	4	2	10	6	1	30	 	2	0	2
81043	3	88	 	 	 	 	 	 	 	 	 	 
81044	1	5	3	5	15	8	1	15	 	2	0	7
81044	2	1	2	2	15	6	0	 	 	 	0	3
81044	3	88	 	 	 	 	 	 	 	 	 	 
81045	1	1	2	4	15	6	0	 	 	 	1	5
81045	2	3	2	12	20	5	1	500	 	4	1	12
81045	3	88	 	 	 	 	 	 	 	 	 	 
81046	1	1	2	4	10	5	0	 	 	 	1	4
81046	2	88	 	 	 	 	 	 	 	 	 	 
81046	3	88	 	 	 	 	 	 	 	 	 	 
81047	1	1	2	4	15	4	0	 	 	 	1	5
81047	2	11	6	3	20	3	1	100	 	4	1	6
81047	3	88	 	 	 	 	 	 	 	 	 	 
81048	1	1	2	9	15	6	0	 	 	 	1	9
81048	2	4	2	10	30	2	0	 	 	 	1	10
81048	3	5	3	3	10	5	1	20	 	2	1	5
81049	1	1	6	5	10	4	0	 	 	 	1	8
81049	2	88	 	 	 	 	 	 	 	 	 	 
81049	3	88	 	 	 	 	 	 	 	 	 	 
81050	1	3	3	12	15	6	1	50	 	2	1	12
81050	2	5	3	4	20	5	1	100	 	2	1	4
81050	3	1	2	4	10	6	0	 	 	 	1	4
91001	1	1	6	8	15	7	0	 	 	 	0	0
91001	2	13	3	2	30	12	1	1500	 	4	0	12
91001	3	88	 	 	 	 	 	 	 	 	 	 
91002	1	1	2	3	15	6	0	 	 	 	0	3
91002	2	4	2	10	10	2	0	 	 	 	1	2
91002	3	88	 	 	 	 	 	 	 	 	 	 
91003	1	1	2	1	15	6	0	 	 	 	0	1
91003	2	88	 	 	 	 	 	 	 	 	 	 
91003	3	88	 	 	 	 	 	 	 	 	 	 
91004	1	 	 	 	 	 	 	 	 	 	 	 
91004	2	 	 	 	 	 	 	 	 	 	 	 
91004	3	 	 	 	 	 	 	 	 	 	 	 
91005	1	1	2	6	10	5	0	 	 	 	0	6
91005	2	88	 	 	 	 	 	 	 	 	 	 
91005	3	88	 	 	 	 	 	 	 	 	 	 
91006	1	1	2	4	15	10	0	 	 	 	0	6
91006	2	5	3	2	8	10	1	30	 	2	0	3
91006	3	88	 	 	 	 	 	 	 	 	 	 
91007	1	1	6	8	15	6	0	 	 	 	0	8
91007	2	10	1	3	26	8	1	840	 	4	1	1
91007	3	88	 	 	 	 	 	 	 	 	 	 
91008	1	1	6	7	15	5	0	 	 	 	0	8
91008	2	5	3	4	15	8	1	30	 	2	0	6
91008	3	88	 	 	 	 	 	 	 	 	 	 
91010	1	1	6	6	4	5	0	 	 	 	0	6
91010	2	88	 	 	 	 	 	 	 	 	 	 
91010	3	88	 	 	 	 	 	 	 	 	 	 
91011	1	1	6	5	15	4	0	 	 	 	1	4
91011	2	5	3	3	5	8	1	30	 	2	0	3
91011	3	10	6	2	30	2	0	 	 	 	1	12
91012	1	 	 	 	 	 	 	 	 	 	 	 
91012	2	 	 	 	 	 	 	 	 	 	 	 
91012	3	 	 	 	 	 	 	 	 	 	 	 
91013	1	1	6	2	20	6	0	 	 	 	0	6
91013	2	88	 	 	 	 	 	 	 	 	 	 
91013	3	88	 	 	 	 	 	 	 	 	 	 
91014	1	1	2	4	15	6	0	 	 	 	1	4
91014	2	88	 	 	 	 	 	 	 	 	 	 
91014	3	88	 	 	 	 	 	 	 	 	 	 
91015	1	1	2	8	20	8	0	 	 	 	1	8
91015	2	5	3	1	15	8	1	30	 	2	0	0
91015	3	88	 	 	 	 	 	 	 	 	 	 
91017	1	1	6	2	20	6	0	 	 	 	0	3
91017	2	88	 	 	 	 	 	 	 	 	 	 
91017	3	88	 	 	 	 	 	 	 	 	 	 
91018	1	1	3	6	20	5	0	 	 	 	0	6
91018	2	4	2	12	20	2	0	 	 	 	1	12
91018	3	88	 	 	 	 	 	 	 	 	 	 
91019	1	88	 	 	 	 	 	 	 	 	 	 
91019	2	88	 	 	 	 	 	 	 	 	 	 
91019	3	88	 	 	 	 	 	 	 	 	 	 
91020	1	1	2	3	15	7	0	 	 	 	0	6
91020	2	3	3	3	4	8	1	40	 	2	0	0
91020	3	13	3	2	20	4	1	250	 	4	0	0
91021	1	1	2	6	15	6	0	 	 	 	0	8
91021	2	4	2	6	15	3	0	 	 	 	1	6
91021	3	5	3	3	10	8	1	45	 	2	0	5
91022	1	1	2	9	18	10	0	 	 	 	1	9
91022	2	4	2	12	10	3	0	 	 	 	1	12
91022	3	88	 	 	 	 	 	 	 	 	 	 
91023	1	1	2	4	15	6	0	 	 	 	0	5
91023	2	5	2	1	10	8	1	30	 	2	0	2
91023	3	88	 	 	 	 	 	 	 	 	 	 
91024	1	1	2	4	15	5	0	 	 	 	1	4
91024	2	4	2	4	15	3	0	 	 	 	1	5
91024	3	88	 	 	 	 	 	 	 	 	 	 
91025	1	1	2	3	10	6	0	 	 	 	1	4
91025	2	4	2	4	8	2	0	 	 	 	1	12
91025	3	88	 	 	 	 	 	 	 	 	 	 
91026	1	13	4	12	22	8	1	957	 	4	1	12
91026	2	1	6	2	8	6	0	 	 	 	0	2
91026	3	88	 	 	 	 	 	 	 	 	 	 
91027	1	1	6	9	26	6	0	 	 	 	0	9
91027	2	13	1	1	20	8	1	30	 	2	0	0
91027	3	88	 	 	 	 	 	 	 	 	 	 
91028	1	10	6	12	16	3	0	 	 	 	1	8
91028	2	1	6	6	15	5	0	 	 	 	0	0
91028	3	88	 	 	 	 	 	 	 	 	 	 
91029	1	1	2	7	15	6	0	 	 	 	0	9
91029	2	10	6	6	4	8	1	80	 	2	1	6
91029	3	88	 	 	 	 	 	 	 	 	 	 
91030	1	1	2	3	15	6	0	 	 	 	0	2
91030	2	88	 	 	 	 	 	 	 	 	 	 
91030	3	88	 	 	 	 	 	 	 	 	 	 
91031	1	1	2	3	15	6	0	 	 	 	0	3
91031	2	88	 	 	 	 	 	 	 	 	 	 
91031	3	88	 	 	 	 	 	 	 	 	 	 
91032	1	9	1	4	20	8	1	1000	 	4	1	12
91032	2	1	2	2	10	4	0	 	 	 	0	0
91032	3	88	 	 	 	 	 	 	 	 	 	 
91033	1	1	2	8	20	6	0	 	 	 	1	9
91033	2	4	2	12	10	3	0	 	 	 	1	12
91033	3	88	 	 	 	 	 	 	 	 	 	 
91034	1	1	2	6	15	8	0	 	 	 	0	2
91034	2	88	 	 	 	 	 	 	 	 	 	 
91034	3	88	 	 	 	 	 	 	 	 	 	 
91035	1	1	6	6	20	7	0	 	 	 	0	6
91035	2	88	 	 	 	 	 	 	 	 	 	 
91035	3	88	 	 	 	 	 	 	 	 	 	 
91036	1	1	2	8	5	6	0	 	 	 	0	8
91036	2	4	2	8	5	3	0	 	 	 	1	12
91036	3	88	 	 	 	 	 	 	 	 	 	 
91037	1	1	2	3	8	5	0	 	 	 	1	4
91037	2	4	2	4	6	2	0	 	 	 	1	2
91037	3	88	 	 	 	 	 	 	 	 	 	 
91038	1	1	2	6	20	5	0	 	 	 	0	6
91038	2	10	6	12	1	8	1	1000	 	5	1	6
91038	3	88	 	 	 	 	 	 	 	 	 	 
91039	1	1	2	5	20	6	0	 	 	 	0	3
91039	2	1	3	1	8	9	1	70	 	2	0	0
91039	3	88	 	 	 	 	 	 	 	 	 	 
91040	1	1	2	2	20	6	0	 	 	 	1	2
91040	2	88	 	 	 	 	 	 	 	 	 	 
91040	3	88	 	 	 	 	 	 	 	 	 	 
91041	1	1	2	4	15	10	0	 	 	 	1	4
91041	2	10	6	2	8	3	1	36	 	2	0	0
91041	3	5	3	2	2	8	1	30	 	2	0	0
91042	1	1	2	3	15	6	0	 	 	 	0	5
91042	2	88	 	 	 	 	 	 	 	 	 	 
91042	3	88	 	 	 	 	 	 	 	 	 	 
91043	1	1	2	6	21	8	0	 	 	 	0	6
91043	2	4	2	12	30	2	0	 	 	 	0	6
91043	3	13	4	0	2	22	1	30	 	2	1	4
91044	1	1	2	5	20	6	0	 	 	 	0	5
91044	2	5	3	1	5	8	1	50	 	2	0	0
91044	3	88	 	 	 	 	 	 	 	 	 	 
91045	1	5	3	3	15	7	1	40	 	2	0	3
91045	2	1	6	6	4	6	0	 	 	 	0	6
91045	3	88	 	 	 	 	 	 	 	 	 	 
91046	1	1	6	8	20	5	0	 	 	 	0	8
91046	2	4	6	10	10	4	0	 	 	 	1	12
91046	3	88	 	 	 	 	 	 	 	 	 	 
91047	1	1	3	3	15	5	0	 	 	 	0	2
91047	2	5	3	2	15	4	1	40	 	2	0	2
91047	3	88	 	 	 	 	 	 	 	 	 	 
91048	1	5	3	9	20	8	1	50	 	2	0	9
91048	2	1	2	3	10	8	0	 	 	 	0	5
91048	3	88	 	 	 	 	 	 	 	 	 	 
91049	1	1	2	2	15	4	0	 	 	 	1	4
91049	2	88	 	 	 	 	 	 	 	 	 	 
91049	3	88	 	 	 	 	 	 	 	 	 	 
91050	1	1	2	4	15	6	0	 	 	 	1	6
91050	2	88	 	 	 	 	 	 	 	 	 	 
91050	3	88	 	 	 	 	 	 	 	 	 	 
101001	1	12	4	1	20	4	1	20	 	2	0	0
101001	2	88	 	 	 	 	 	 	 	 	 	 
101001	3	88	 	 	 	 	 	 	 	 	 	 
101002	1	10	2	2	30	12	0	 	 	 	0	0
101002	2	88	 	 	 	 	 	 	 	 	 	 
101002	3	88	 	 	 	 	 	 	 	 	 	 
101003	1	4	2	12	20	5	0	 	 	 	1	2
101003	2	1	2	1	15	7	0	 	 	 	0	1
101003	3	88	 	 	 	 	 	 	 	 	 	 
101004	1	1	2	1	7	2	0	 	 	 	1	1
101004	2	88	 	 	 	 	 	 	 	 	 	 
101004	3	88	 	 	 	 	 	 	 	 	 	 
101005	1	13	1	3	24	8	1	600	 	4	1	12
101005	2	88	 	 	 	 	 	 	 	 	 	 
101005	3	88	 	 	 	 	 	 	 	 	 	 
101006	1	9	2	12	30	3	1	50	 	2	1	12
101006	2	1	2	10	8	6	0	 	 	 	1	8
101006	3	88	 	 	 	 	 	 	 	 	 	 
101007	1	10	5	9	30	16	0	 	 	 	0	0
101007	2	11	2	3	26	6	0	 	 	 	1	1
101007	3	88	 	 	 	 	 	 	 	 	 	 
101009	1	 	 	 	 	 	 	 	 	 	 	 
101009	2	 	 	 	 	 	 	 	 	 	 	 
101009	3	 	 	 	 	 	 	 	 	 	 	 
101010	1	5	1	6	30	6	1	750	 	4	0	12
101010	2	12	3	3	18	13	1	50	 	2	0	2
101010	3	1	6	2	8	1	0	 	 	 	0	3
101011	1	 	 	 	 	 	 	 	 	 	 	 
101011	2	 	 	 	 	 	 	 	 	 	 	 
101011	3	 	 	 	 	 	 	 	 	 	 	 
101012	1	10	2	12	30	6	0	 	 	 	1	12
101012	2	88	 	 	 	 	 	 	 	 	 	 
101012	3	88	 	 	 	 	 	 	 	 	 	 
101013	1	 	 	 	 	 	 	 	 	 	 	 
101013	2	 	 	 	 	 	 	 	 	 	 	 
101013	3	 	 	 	 	 	 	 	 	 	 	 
101014	1	9	2	5	30	6	0	 	 	 	1	12
101014	2	88	 	 	 	 	 	 	 	 	 	 
101014	3	88	 	 	 	 	 	 	 	 	 	 
101015	1	 	 	 	 	 	 	 	 	 	 	 
101015	2	 	 	 	 	 	 	 	 	 	 	 
101015	3	 	 	 	 	 	 	 	 	 	 	 
101016	1	10	2	1	7	1	0	 	 	 	0	0
101016	2	88	 	 	 	 	 	 	 	 	 	 
101016	3	88	 	 	 	 	 	 	 	 	 	 
101017	1	10	6	12	16	1	1	500	 	4	1	6
101017	2	1	2	2	16	3	0	 	 	 	0	2
101017	3	88	 	 	 	 	 	 	 	 	 	 
101018	1	 	 	 	 	 	 	 	 	 	 	 
101018	2	 	 	 	 	 	 	 	 	 	 	 
101018	3	 	 	 	 	 	 	 	 	 	 	 
101019	1	 	 	 	 	 	 	 	 	 	 	 
101019	2	 	 	 	 	 	 	 	 	 	 	 
101019	3	 	 	 	 	 	 	 	 	 	 	 
101020	1	12	1	3	10	6	1	25	 	2	0	3
101020	2	1	2	3	8	10	0	 	 	 	0	3
101020	3	88	 	 	 	 	 	 	 	 	 	 
101021	1	4	2	12	30	4	0	 	 	 	1	3
101021	2	88	 	 	 	 	 	 	 	 	 	 
101021	3	88	 	 	 	 	 	 	 	 	 	 
101022	1	10	2	2	7	3	0	 	 	 	1	1
101022	2	88	 	 	 	 	 	 	 	 	 	 
101022	3	88	 	 	 	 	 	 	 	 	 	 
101023	1	 	 	 	 	 	 	 	 	 	 	 
101023	2	 	 	 	 	 	 	 	 	 	 	 
101023	3	 	 	 	 	 	 	 	 	 	 	 
101024	1	 	 	 	 	 	 	 	 	 	 	 
101024	2	 	 	 	 	 	 	 	 	 	 	 
101024	3	 	 	 	 	 	 	 	 	 	 	 
101025	1	 	 	 	 	 	 	 	 	 	 	 
101025	2	 	 	 	 	 	 	 	 	 	 	 
101025	3	 	 	 	 	 	 	 	 	 	 	 
101027	1	9	2	12	26	10	0	 	 	 	1	3
101027	2	88	 	 	 	 	 	 	 	 	 	 
101027	3	88	 	 	 	 	 	 	 	 	 	 
101028	1	 	 	 	 	 	 	 	 	 	 	 
101028	2	 	 	 	 	 	 	 	 	 	 	 
101028	3	 	 	 	 	 	 	 	 	 	 	 
101029	1	4	2	12	30	5	0	 	 	 	1	12
101029	2	88	 	 	 	 	 	 	 	 	 	 
101029	3	88	 	 	 	 	 	 	 	 	 	 
101030	1	11	1	5	10	8	1	40	 	2	1	0
101030	2	88	 	 	 	 	 	 	 	 	 	 
101030	3	88	 	 	 	 	 	 	 	 	 	 
101031	1	 	 	 	 	 	 	 	 	 	 	 
101031	2	 	 	 	 	 	 	 	 	 	 	 
101031	3	 	 	 	 	 	 	 	 	 	 	 
101032	1	12	1	4	30	13	1	250	 	4	1	3
101032	2	9	6	4	24	4	1	20	 	2	0	0
101032	3	88	 	 	 	 	 	 	 	 	 	 
101033	1	10	2	12	28	4	1	50	 	2	1	4
101033	2	88	 	 	 	 	 	 	 	 	 	 
101033	3	88	 	 	 	 	 	 	 	 	 	 
101034	1	 	 	 	 	 	 	 	 	 	 	 
101034	2	 	 	 	 	 	 	 	 	 	 	 
101034	3	 	 	 	 	 	 	 	 	 	 	 
101035	1	11	2	12	26	10	0	 	 	 	0	1
101035	2	88	 	 	 	 	 	 	 	 	 	 
101035	3	88	 	 	 	 	 	 	 	 	 	 
101036	1	10	2	1	15	12	0	 	 	 	0	0
101036	2	88	 	 	 	 	 	 	 	 	 	 
101036	3	88	 	 	 	 	 	 	 	 	 	 
101037	1	11	2	11	30	2	0	 	 	 	0	11
101037	2	4	2	12	30	4	0	 	 	 	1	2
101037	3	88	 	 	 	 	 	 	 	 	 	 
101038	1	 	 	 	 	 	 	 	 	 	 	 
101038	2	 	 	 	 	 	 	 	 	 	 	 
101038	3	 	 	 	 	 	 	 	 	 	 	 
101040	1	13	1	12	24	10	1	400	 	4	1	12
101040	2	88	 	 	 	 	 	 	 	 	 	 
101040	3	88	 	 	 	 	 	 	 	 	 	 
101041	1	 	 	 	 	 	 	 	 	 	 	 
101041	2	 	 	 	 	 	 	 	 	 	 	 
101041	3	 	 	 	 	 	 	 	 	 	 	 
101042	1	 	 	 	 	 	 	 	 	 	 	 
101042	2	 	 	 	 	 	 	 	 	 	 	 
101042	3	 	 	 	 	 	 	 	 	 	 	 
101044	1	 	 	 	 	 	 	 	 	 	 	 
101044	2	 	 	 	 	 	 	 	 	 	 	 
101044	3	 	 	 	 	 	 	 	 	 	 	 
101045	1	11	2	4	3	6	0	 	 	 	1	6
101045	2	4	2	5	5	3	0	 	 	 	1	2
101045	3	88	 	 	 	 	 	 	 	 	 	 
101046	1	10	2	5	10	3	0	 	 	 	1	8
101046	2	88	 	 	 	 	 	 	 	 	 	 
101046	3	88	 	 	 	 	 	 	 	 	 	 
101047	1	 	 	 	 	 	 	 	 	 	 	 
101047	2	 	 	 	 	 	 	 	 	 	 	 
101047	3	 	 	 	 	 	 	 	 	 	 	 
101048	1	 	 	 	 	 	 	 	 	 	 	 
101048	2	 	 	 	 	 	 	 	 	 	 	 
101048	3	 	 	 	 	 	 	 	 	 	 	 
101049	1	 	 	 	 	 	 	 	 	 	 	 
101049	2	 	 	 	 	 	 	 	 	 	 	 
101049	3	 	 	 	 	 	 	 	 	 	 	 
101050	1	1	2	12	20	3	0	 	 	 	1	12
101050	2	6	1	6	15	4	2	 	3000	7	1	6
101050	3	5	1	3	15	8	1	32	 	2	1	3
111002	1	 	 	 	 	 	 	 	 	 	 	 
111002	2	 	 	 	 	 	 	 	 	 	 	 
111002	3	 	 	 	 	 	 	 	 	 	 	 
111003	1	12	1	12	27	10	1	45	 	2	1	6
111003	2	1	2	6	30	3	0	 	 	 	1	12
111003	3	88	 	 	 	 	 	 	 	 	 	 
111004	1	 	 	 	 	 	 	 	 	 	 	 
111004	2	 	 	 	 	 	 	 	 	 	 	 
111004	3	 	 	 	 	 	 	 	 	 	 	 
111005	1	4	2	12	30	2	0	 	 	 	1	12
111005	2	1	2	3	30	4	0	 	 	 	0	6
111005	3	88	 	 	 	 	 	 	 	 	 	 
111006	1	 	 	 	 	 	 	 	 	 	 	 
111006	2	 	 	 	 	 	 	 	 	 	 	 
111006	3	 	 	 	 	 	 	 	 	 	 	 
111008	1	1	2	1	15	4	0	 	 	 	0	1
111008	2	88	 	 	 	 	 	 	 	 	 	 
111008	3	88	 	 	 	 	 	 	 	 	 	 
111009	1	1	2	2	30	8	0	 	 	 	0	2
111009	2	88	 	 	 	 	 	 	 	 	 	 
111009	3	88	 	 	 	 	 	 	 	 	 	 
111010	1	11	6	12	12	10	1	50	 	2	1	12
111010	2	1	2	6	8	6	0	 	 	 	1	12
111010	3	88	 	 	 	 	 	 	 	 	 	 
111011	1	1	2	3	20	8	0	 	 	 	0	4
111011	2	88	 	 	 	 	 	 	 	 	 	 
111011	3	88	 	 	 	 	 	 	 	 	 	 
111012	1	1	2	2	15	3	0	 	 	 	0	2
111012	2	88	 	 	 	 	 	 	 	 	 	 
111012	3	88	 	 	 	 	 	 	 	 	 	 
111013	1	4	2	12	30	9	0	 	 	 	1	12
111013	2	1	2	5	20	9	0	 	 	 	1	3
111013	3	88	 	 	 	 	 	 	 	 	 	 
111015	1	1	2	1	18	3	0	 	 	 	0	1
111015	2	88	 	 	 	 	 	 	 	 	 	 
111015	3	88	 	 	 	 	 	 	 	 	 	 
111016	1	12	1	12	25	12	1	1500	 	4	1	4
111016	2	1	2	4	5	3	0	 	 	 	0	3
111016	3	88	 	 	 	 	 	 	 	 	 	 
111017	1	 	 	 	 	 	 	 	 	 	 	 
111017	2	 	 	 	 	 	 	 	 	 	 	 
111017	3	 	 	 	 	 	 	 	 	 	 	 
111018	1	12	1	12	30	10	1	1800	 	4	1	12
111018	2	1	2	6	25	4	0	 	 	 	1	4
111018	3	88	 	 	 	 	 	 	 	 	 	 
111019	1	1	2	4	30	6	0	 	 	 	1	12
111019	2	88	 	 	 	 	 	 	 	 	 	 
111019	3	88	 	 	 	 	 	 	 	 	 	 
111020	1	1	2	2	14	6	0	 	 	 	0	2
111020	2	88	 	 	 	 	 	 	 	 	 	 
111020	3	88	 	 	 	 	 	 	 	 	 	 
111021	1	12	1	12	30	3	0	 	 	 	1	12
111021	2	88	 	 	 	 	 	 	 	 	 	 
111021	3	88	 	 	 	 	 	 	 	 	 	 
111022	1	11	6	10	26	7	1	240	 	3	1	12
111022	2	12	1	1	3	11	1	24	 	2	0	0
111022	3	88	 	 	 	 	 	 	 	 	 	 
111023	1	12	6	12	29	11	1	1400	 	4	1	12
111023	2	1	2	12	15	2	0	 	 	 	1	12
111023	3	88	 	 	 	 	 	 	 	 	 	 
111024	1	 	 	 	 	 	 	 	 	 	 	 
111024	2	 	 	 	 	 	 	 	 	 	 	 
111024	3	 	 	 	 	 	 	 	 	 	 	 
111025	1	12	1	4	28	11	1	40	 	2	0	0
111025	2	9	6	4	26	9	1	100	 	2	1	10
111025	3	1	2	5	12	6	2	 	600	5	1	7
111027	1	12	1	12	30	8	1	400	 	4	1	12
111027	2	88	 	 	 	 	 	 	 	 	 	 
111027	3	88	 	 	 	 	 	 	 	 	 	 
111028	1	1	2	4	15	3	2	 	3000	5	1	5
111028	2	4	2	3	4	3	0	 	 	 	0	2
111028	3	88	 	 	 	 	 	 	 	 	 	 
111029	1	12	3	6	30	14	1	100	 	2	1	12
111029	2	13	4	1	20	8	1	1380	 	4	1	12
111029	3	1	2	1	8	10	0	 	 	 	0	4
111030	1	2	2	1	20	6	0	 	 	 	1	3
111030	2	88	 	 	 	 	 	 	 	 	 	 
111030	3	88	 	 	 	 	 	 	 	 	 	 
111031	1	13	1	9	28	11	1	1400	 	4	1	6
111031	2	1	2	6	18	8	2	 	2800	5	1	5
111031	3	88	 	 	 	 	 	 	 	 	 	 
111032	1	1	2	1	30	2	0	 	 	 	1	1
111032	2	88	 	 	 	 	 	 	 	 	 	 
111032	3	88	 	 	 	 	 	 	 	 	 	 
111033	1	 	 	 	 	 	 	 	 	 	 	 
111033	2	 	 	 	 	 	 	 	 	 	 	 
111033	3	 	 	 	 	 	 	 	 	 	 	 
111034	1	1	2	1	15	4	0	 	 	 	0	1
111034	2	88	 	 	 	 	 	 	 	 	 	 
111034	3	88	 	 	 	 	 	 	 	 	 	 
111035	1	5	1	5	26	10	1	550	 	4	1	12
111035	2	88	 	 	 	 	 	 	 	 	 	 
111035	3	88	 	 	 	 	 	 	 	 	 	 
111036	1	1	2	8	23	10	2	 	4050	5	1	8
111036	2	88	 	 	 	 	 	 	 	 	 	 
111036	3	88	 	 	 	 	 	 	 	 	 	 
111037	1	10	2	12	8	12	0	 	 	 	1	12
111037	2	88	 	 	 	 	 	 	 	 	 	 
111037	3	88	 	 	 	 	 	 	 	 	 	 
111038	1	1	2	2	15	7	0	 	 	 	0	2
111038	2	88	 	 	 	 	 	 	 	 	 	 
111038	3	88	 	 	 	 	 	 	 	 	 	 
111040	1	1	6	9	5	8	0	 	 	 	1	3
111040	2	88	 	 	 	 	 	 	 	 	 	 
111040	3	88	 	 	 	 	 	 	 	 	 	 
111041	1	6	3	8	18	10	2	 	1600	5	0	0
111041	2	12	1	5	26	11	1	25	 	2	1	12
111041	3	88	 	 	 	 	 	 	 	 	 	 
111042	1	10	6	3	30	12	1	70	 	2	1	12
111042	2	88	 	 	 	 	 	 	 	 	 	 
111042	3	88	 	 	 	 	 	 	 	 	 	 
111043	1	1	2	8	18	9	2	 	1800	5	1	8
111043	2	12	1	4	27	8	1	932	 	4	0	0
111043	3	88	 	 	 	 	 	 	 	 	 	 
111044	1	12	1	12	26	10	1	500	 	4	1	12
111044	2	88	 	 	 	 	 	 	 	 	 	 
111044	3	88	 	 	 	 	 	 	 	 	 	 
111045	1	13	1	9	28	11	1	800	 	4	1	12
111045	2	1	2	8	15	10	0	 	 	 	0	5
111045	3	88	 	 	 	 	 	 	 	 	 	 
111046	1	 	 	 	 	 	 	 	 	 	 	 
111046	2	 	 	 	 	 	 	 	 	 	 	 
111046	3	 	 	 	 	 	 	 	 	 	 	 
111047	1	12	1	12	28	8	1	80	 	2	1	12
111047	2	1	2	3	10	5	0	 	 	 	0	0
111047	3	88	 	 	 	 	 	 	 	 	 	 
111048	1	1	2	7	20	8	2	 	1500	5	1	10
111048	2	4	2	12	30	6	0	 	 	 	1	12
111048	3	88	 	 	 	 	 	 	 	 	 	 
121001	1	10	6	12	30	6	1	40	 	2	1	12
121001	2	1	2	3	7	8	0	 	 	 	1	4
121001	3	88	 	 	 	 	 	 	 	 	 	 
121002	1	1	2	6	18	5	0	 	 	 	1	6
121002	2	88	 	 	 	 	 	 	 	 	 	 
121002	3	88	 	 	 	 	 	 	 	 	 	 
121004	1	9	6	12	24	7	1	15600	 	5	1	3
121004	2	88	 	 	 	 	 	 	 	 	 	 
121004	3	88	 	 	 	 	 	 	 	 	 	 
121005	1	10	6	10	10	4	1	1000	 	4	0	6
121005	2	1	6	1	30	4	2	 	6000	5	0	3
121005	3	88	 	 	 	 	 	 	 	 	 	 
121007	1	10	6	12	30	6	0	 	 	 	1	12
121007	2	1	6	2	5	6	0	 	 	 	1	2
121007	3	88	 	 	 	 	 	 	 	 	 	 
121008	1	10	6	12	30	4	0	 	 	 	1	12
121008	2	88	 	 	 	 	 	 	 	 	 	 
121008	3	88	 	 	 	 	 	 	 	 	 	 
121009	1	9	2	12	30	10	1	500	 	4	1	12
121009	2	88	 	 	 	 	 	 	 	 	 	 
121009	3	88	 	 	 	 	 	 	 	 	 	 
121010	1	10	2	12	8	5	0	 	 	 	1	12
121010	2	1	2	2	21	7	0	 	 	 	0	2
121010	3	88	 	 	 	 	 	 	 	 	 	 
121011	1	20	3	12	30	5	0	 	 	 	1	12
121011	2	1	2	1	15	7	0	 	 	 	0	1
121011	3	88	 	 	 	 	 	 	 	 	 	 
121012	1	9	2	11	29	6	1	100	 	2	1	12
121012	2	1	2	4	8	4	0	 	 	 	1	4
121012	3	88	 	 	 	 	 	 	 	 	 	 
121013	1	10	6	6	30	12	0	 	 	 	1	12
121013	2	1	6	6	15	5	0	 	 	 	0	0
