CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	ACTMTHR4	ACTDAYHR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PRFACTR4	MTHPRFR4
161008	3	88	 	 	 	 	 	 	 	 	 	 
161009	1	1	2	2	26	8	0	 	 	 	1	2
161009	2	88	 	 	 	 	 	 	 	 	 	 
161009	3	88	 	 	 	 	 	 	 	 	 	 
161010	1	13	3	6	30	10	1	1500	 	4	0	0
161010	2	1	2	3	20	7	0	 	 	 	0	6
161010	3	88	 	 	 	 	 	 	 	 	 	 
161011	1	1	2	6	16	4	0	 	 	 	1	12
161011	2	12	3	6	26	10	1	500	 	4	1	0
161011	3	88	 	 	 	 	 	 	 	 	 	 
161016	1	1	2	7	15	5	0	 	 	 	1	6
161016	2	88	 	 	 	 	 	 	 	 	 	 
161016	3	88	 	 	 	 	 	 	 	 	 	 
161017	1	12	3	8	30	12	3	300	700	4	1	77
161017	2	88	 	 	 	 	 	 	 	 	 	 
161017	3	88	 	 	 	 	 	 	 	 	 	 
161018	1	1	2	12	20	2	0	 	 	 	1	12
161018	2	5	3	5	17	3	1	550	 	5	1	5
161018	3	88	 	 	 	 	 	 	 	 	 	 
161019	1	1	2	6	8	2	0	 	 	 	1	6
161019	2	4	2	6	10	3	0	 	 	 	1	8
161019	3	88	 	 	 	 	 	 	 	 	 	 
161021	1	12	3	6	30	12	1	500	 	4	1	0
161021	2	88	 	 	 	 	 	 	 	 	 	 
161021	3	88	 	 	 	 	 	 	 	 	 	 
161022	1	1	2	6	20	5	0	 	 	 	0	12
161022	2	88	 	 	 	 	 	 	 	 	 	 
161022	3	88	 	 	 	 	 	 	 	 	 	 
161023	1	1	2	6	15	5	0	 	 	 	1	6
161023	2	88	 	 	 	 	 	 	 	 	 	 
161023	3	88	 	 	 	 	 	 	 	 	 	 
161024	1	1	2	2	25	5	0	 	 	 	1	2
161024	2	88	 	 	 	 	 	 	 	 	 	 
161024	3	88	 	 	 	 	 	 	 	 	 	 
161025	1	19	3	4	30	8	1	300	 	4	0	8
161025	2	20	2	6	30	6	0	 	 	 	0	4
161025	3	88	 	 	 	 	 	 	 	 	 	 
161026	1	19	3	8	30	9	1	100	 	4	0	0
161026	2	7	2	4	30	4	0	 	 	 	1	5
161026	3	4	2	3	20	2	0	 	 	 	1	5
161029	1	4	2	12	26	3	0	 	 	 	1	12
161029	2	1	2	6	15	2	0	 	 	 	1	6
161029	3	88	 	 	 	 	 	 	 	 	 	 
161030	1	1	2	8	20	6	0	 	 	 	1	12
161030	2	88	 	 	 	 	 	 	 	 	 	 
161030	3	88	 	 	 	 	 	 	 	 	 	 
161031	1	19	2	12	26	3	0	 	 	 	1	12
161031	2	1	2	6	20	3	0	 	 	 	1	8
161031	3	4	2	12	24	2	0	 	 	 	1	10
161032	1	7	2	12	30	4	0	 	 	 	1	12
161032	2	4	2	12	20	2	0	 	 	 	1	12
161032	3	88	 	 	 	 	 	 	 	 	 	 
161033	1	13	3	12	29	11	1	600	 	4	1	12
161033	2	88	 	 	 	 	 	 	 	 	 	 
161033	3	88	 	 	 	 	 	 	 	 	 	 
161034	1	7	2	12	30	4	0	 	 	 	1	12
161034	2	4	2	7	20	1	0	 	 	 	1	6
161034	3	88	 	 	 	 	 	 	 	 	 	 
161035	1	10	3	12	30	13	1	300	 	4	0	0
161035	2	1	2	2	10	7	0	 	 	 	1	6
161035	3	88	 	 	 	 	 	 	 	 	 	 
161036	1	1	2	12	28	4	0	 	 	 	1	12
161036	2	4	2	12	26	2	0	 	 	 	1	12
161036	3	88	 	 	 	 	 	 	 	 	 	 
161037	1	1	2	6	30	2	0	 	 	 	1	8
161037	2	4	2	12	30	1	0	 	 	 	1	12
161037	3	88	 	 	 	 	 	 	 	 	 	 
161038	1	7	2	12	30	4	0	 	 	 	1	12
161038	2	4	2	6	15	1	0	 	 	 	1	7
161038	3	1	2	5	10	5	0	 	 	 	1	6
161039	1	4	2	5	10	1	0	 	 	 	1	10
161039	2	19	2	12	30	5	0	 	 	 	1	12
161039	3	88	 	 	 	 	 	 	 	 	 	 
161040	1	19	3	10	29	10	1	400	 	4	1	12
161040	2	88	 	 	 	 	 	 	 	 	 	 
161040	3	88	 	 	 	 	 	 	 	 	 	 
161041	1	2	2	6	20	6	0	 	 	 	1	10
161041	2	88	 	 	 	 	 	 	 	 	 	 
161041	3	88	 	 	 	 	 	 	 	 	 	 
161042	1	1	6	6	20	6	0	 	 	 	1	8
161042	2	88	 	 	 	 	 	 	 	 	 	 
161042	3	88	 	 	 	 	 	 	 	 	 	 
161043	1	1	2	6	20	5	0	 	 	 	1	12
161043	2	88	 	 	 	 	 	 	 	 	 	 
161043	3	88	 	 	 	 	 	 	 	 	 	 
161044	1	1	2	3	15	3	0	 	 	 	1	4
161044	2	4	2	12	8	3	0	 	 	 	1	12
161044	3	88	 	 	 	 	 	 	 	 	 	 
161046	1	1	2	6	24	3	0	 	 	 	1	6
161046	2	4	2	12	30	3	0	 	 	 	1	12
161046	3	88	 	 	 	 	 	 	 	 	 	 
161047	1	12	3	6	26	11	1	400	 	4	0	5
161047	2	1	2	3	22	6	0	 	 	 	1	2
161047	3	88	 	 	 	 	 	 	 	 	 	 
161048	1	19	3	2	30	12	1	450	 	4	0	0
161048	2	4	2	12	26	4	0	 	 	 	1	12
161048	3	88	 	 	 	 	 	 	 	 	 	 
161049	1	4	2	6	26	2	0	 	 	 	1	12
161049	2	19	2	12	26	3	0	 	 	 	1	12
161049	3	88	 	 	 	 	 	 	 	 	 	 
161050	1	1	2	12	26	4	0	 	 	 	1	8
161050	2	4	2	6	20	2	0	 	 	 	1	6
161050	3	88	 	 	 	 	 	 	 	 	 	 
171001	1	12	1	4	29	11	1	696	 	4	1	0
171001	2	5	3	5	4	11	1	40	 	2	1	5
171001	3	88	 	 	 	 	 	 	 	 	 	 
171002	1	12	1	3	29	10	1	25	 	2	0	0
171002	2	88	 	 	 	 	 	 	 	 	 	 
171002	3	88	 	 	 	 	 	 	 	 	 	 
171003	1	10	2	6	30	2	0	 	 	 	0	0
171003	2	1	2	3	15	3	0	 	 	 	0	0
171003	3	4	2	2	15	2	0	 	 	 	0	0
171005	1	 	 	 	 	 	 	 	 	 	 	 
171005	2	 	 	 	 	 	 	 	 	 	 	 
171005	3	 	 	 	 	 	 	 	 	 	 	 
171006	1	 	 	 	 	 	 	 	 	 	 	 
171006	2	 	 	 	 	 	 	 	 	 	 	 
171006	3	 	 	 	 	 	 	 	 	 	 	 
171007	1	9	2	8	24	10	1	200	 	2	1	8
171007	2	1	2	2	20	10	0	 	 	 	1	3
171007	3	4	2	12	30	1	0	 	 	 	1	12
171008	1	11	2	6	16	10	1	1500	 	4	1	6
171008	2	1	2	4	16	10	0	 	 	 	1	4
171008	3	4	2	3	10	6	0	 	 	 	1	3
171010	1	 	 	 	 	 	 	 	 	 	 	 
171010	2	 	 	 	 	 	 	 	 	 	 	 
171010	3	 	 	 	 	 	 	 	 	 	 	 
171011	1	 	 	 	 	 	 	 	 	 	 	 
171011	2	 	 	 	 	 	 	 	 	 	 	 
171011	3	 	 	 	 	 	 	 	 	 	 	 
171012	1	9	6	8	20	10	1	100	 	2	1	8
171012	2	1	2	4	15	8	0	 	 	 	1	5
171012	3	12	1	2	15	10	1	100	 	2	0	1
171014	1	 	 	 	 	 	 	 	 	 	 	 
171014	2	 	 	 	 	 	 	 	 	 	 	 
171014	3	 	 	 	 	 	 	 	 	 	 	 
171015	1	 	 	 	 	 	 	 	 	 	 	 
171015	2	 	 	 	 	 	 	 	 	 	 	 
171015	3	 	 	 	 	 	 	 	 	 	 	 
171016	1	 	 	 	 	 	 	 	 	 	 	 
171016	2	 	 	 	 	 	 	 	 	 	 	 
171016	3	 	 	 	 	 	 	 	 	 	 	 
171017	1	13	1	5	19	11	1	28	 	2	0	5
171017	2	88	 	 	 	 	 	 	 	 	 	 
171017	3	88	 	 	 	 	 	 	 	 	 	 
171018	1	1	2	4	15	10	0	 	 	 	1	6
171018	2	11	6	6	20	8	1	7000	 	7	0	5
171018	3	88	 	 	 	 	 	 	 	 	 	 
171019	1	 	 	 	 	 	 	 	 	 	 	 
171019	2	 	 	 	 	 	 	 	 	 	 	 
171019	3	 	 	 	 	 	 	 	 	 	 	 
171020	1	10	2	5	30	10	0	 	 	 	0	0
171020	2	1	2	1	15	10	0	 	 	 	0	1
171020	3	88	 	 	 	 	 	 	 	 	 	 
171021	1	11	2	4	26	10	1	250	 	3	1	5
171021	2	1	2	4	16	10	0	 	 	 	1	4
171021	3	88	 	 	 	 	 	 	 	 	 	 
171022	1	1	2	6	12	8	0	 	 	 	1	6
171022	2	11	2	3	15	10	1	500	 	3	1	2
171022	3	88	 	 	 	 	 	 	 	 	 	 
171023	1	1	2	12	15	8	0	 	 	 	1	12
171023	2	4	2	12	10	6	0	 	 	 	1	12
171023	3	88	 	 	 	 	 	 	 	 	 	 
171024	1	1	2	2	15	8	0	 	 	 	0	2
171024	2	88	 	 	 	 	 	 	 	 	 	 
171024	3	88	 	 	 	 	 	 	 	 	 	 
171025	1	1	2	10	15	9	0	 	 	 	1	8
171025	2	88	 	 	 	 	 	 	 	 	 	 
171025	3	88	 	 	 	 	 	 	 	 	 	 
171026	1	1	2	8	15	10	0	 	 	 	1	8
171026	2	4	2	12	13	6	0	 	 	 	1	12
171026	3	88	 	 	 	 	 	 	 	 	 	 
171027	1	 	 	 	 	 	 	 	 	 	 	 
171027	2	 	 	 	 	 	 	 	 	 	 	 
171027	3	 	 	 	 	 	 	 	 	 	 	 
171028	1	1	2	2	5	8	0	 	 	 	0	2
171028	2	88	 	 	 	 	 	 	 	 	 	 
171028	3	88	 	 	 	 	 	 	 	 	 	 
171029	1	11	6	4	20	5	1	600	 	5	1	3
171029	2	4	2	4	20	4	0	 	 	 	1	5
171029	3	1	2	3	15	4	0	 	 	 	1	3
171030	1	1	2	7	17	10	0	 	 	 	1	8
171030	2	4	2	12	20	4	0	 	 	 	1	12
171030	3	88	 	 	 	 	 	 	 	 	 	 
171031	1	13	1	1	30	5	1	400	 	4	1	10
171031	2	88	 	 	 	 	 	 	 	 	 	 
171031	3	88	 	 	 	 	 	 	 	 	 	 
171032	1	1	2	6	15	10	0	 	 	 	1	6
171032	2	11	2	4	15	8	1	200	 	3	1	4
171032	3	4	2	12	10	2	0	 	 	 	1	12
171033	1	5	3	2	10	9	1	300	 	2	0	12
171033	2	88	 	 	 	 	 	 	 	 	 	 
171033	3	88	 	 	 	 	 	 	 	 	 	 
171034	1	13	1	2	24	9	1	40	 	4	1	12
171034	2	88	 	 	 	 	 	 	 	 	 	 
171034	3	88	 	 	 	 	 	 	 	 	 	 
171035	1	12	1	8	19	11	1	27	 	2	1	12
171035	2	88	 	 	 	 	 	 	 	 	 	 
171035	3	88	 	 	 	 	 	 	 	 	 	 
171036	1	13	1	12	24	8	1	40	 	2	1	12
171036	2	88	 	 	 	 	 	 	 	 	 	 
171036	3	88	 	 	 	 	 	 	 	 	 	 
171037	1	19	3	12	30	10	1	1000	 	5	0	0
171037	2	88	 	 	 	 	 	 	 	 	 	 
171037	3	88	 	 	 	 	 	 	 	 	 	 
171038	1	 	 	 	 	 	 	 	 	 	 	 
171038	2	 	 	 	 	 	 	 	 	 	 	 
171038	3	 	 	 	 	 	 	 	 	 	 	 
171039	1	1	2	2	20	6	0	 	 	 	0	2
171039	2	9	6	3	20	8	1	60	 	2	0	3
171039	3	88	 	 	 	 	 	 	 	 	 	 
171040	1	9	1	12	20	10	1	100	 	2	1	9
171040	2	4	2	3	20	2	0	 	 	 	1	4
171040	3	1	2	4	10	2	0	 	 	 	1	2
171041	1	 	 	 	 	 	 	 	 	 	 	 
171041	2	 	 	 	 	 	 	 	 	 	 	 
171041	3	 	 	 	 	 	 	 	 	 	 	 
171042	1	1	2	2	10	4	0	 	 	 	1	2
171042	2	88	 	 	 	 	 	 	 	 	 	 
171042	3	88	 	 	 	 	 	 	 	 	 	 
171043	1	13	1	3	30	10	1	1100	 	4	1	3
171043	2	88	 	 	 	 	 	 	 	 	 	 
171043	3	88	 	 	 	 	 	 	 	 	 	 
171044	1	1	2	2	20	9	0	 	 	 	0	2
171044	2	9	6	1	25	10	1	200	 	3	0	2
171044	3	88	 	 	 	 	 	 	 	 	 	 
171045	1	1	5	3	5	10	0	 	 	 	0	3
171045	2	88	 	 	 	 	 	 	 	 	 	 
171045	3	88	 	 	 	 	 	 	 	 	 	 
171046	1	1	2	6	22	10	0	 	 	 	1	6
171046	2	11	6	6	18	8	1	200	 	3	1	6
171046	3	88	 	 	 	 	 	 	 	 	 	 
171047	1	4	2	12	30	2	0	 	 	 	1	12
171047	2	88	 	 	 	 	 	 	 	 	 	 
171047	3	88	 	 	 	 	 	 	 	 	 	 
171048	1	1	2	8	16	10	0	 	 	 	1	8
171048	2	4	2	12	10	4	0	 	 	 	1	12
171048	3	20	6	4	14	6	1	3000	 	7	0	5
171049	1	 	 	 	 	 	 	 	 	 	 	 
171049	2	 	 	 	 	 	 	 	 	 	 	 
171049	3	 	 	 	 	 	 	 	 	 	 	 
171050	1	 	 	 	 	 	 	 	 	 	 	 
171050	2	 	 	 	 	 	 	 	 	 	 	 
171050	3	 	 	 	 	 	 	 	 	 	 	 
181001	1	1	2	7	20	3	0	 	 	 	1	6
181001	2	12	2	3	30	8	1	1850	 	4	0	3
181001	3	4	2	9	5	1	0	 	 	 	1	12
181002	1	13	3	4	30	10	1	600	 	4	1	6
181002	2	1	2	5	10	4	0	 	 	 	1	2
181002	3	88	 	 	 	 	 	 	 	 	 	 
181003	1	4	2	12	22	3	0	 	 	 	1	12
181003	2	11	2	12	10	3	0	 	 	 	1	12
181003	3	1	2	4	15	6	0	 	 	 	1	2
181004	1	1	2	8	20	4	0	 	 	 	1	6
181004	2	10	1	2	30	8	1	3000	 	4	0	5
181004	3	88	 	 	 	 	 	 	 	 	 	 
181005	1	 	 	 	 	 	 	 	 	 	 	 
181005	2	 	 	 	 	 	 	 	 	 	 	 
181005	3	 	 	 	 	 	 	 	 	 	 	 
181006	1	10	6	11	30	12	1	30	 	2	1	6
181006	2	88	 	 	 	 	 	 	 	 	 	 
181006	3	88	 	 	 	 	 	 	 	 	 	 
181007	1	11	2	12	30	4	0	 	 	 	1	12
181007	2	1	2	7	4	4	0	 	 	 	1	8
181007	3	4	2	4	8	3	0	 	 	 	1	5
181008	1	4	2	10	30	4	0	 	 	 	0	0
181008	2	1	3	1	30	14	3	200	170	4	1	3
181008	3	12	2	6	12	3	0	 	 	 	0	0
181009	1	4	2	2	15	5	0	 	 	 	0	0
181009	2	1	2	2	10	3	0	 	 	 	0	0
181009	3	88	 	 	 	 	 	 	 	 	 	 
181010	1	1	2	12	20	3	0	 	 	 	1	12
181010	2	10	2	12	3	8	0	 	 	 	1	12
181010	3	4	2	12	10	2	0	 	 	 	1	12
181011	1	10	2	7	15	8	0	 	 	 	1	12
181011	2	88	 	 	 	 	 	 	 	 	 	 
181011	3	88	 	 	 	 	 	 	 	 	 	 
181012	1	10	6	4	26	6	1	70	 	2	1	0
181012	2	88	 	 	 	 	 	 	 	 	 	 
181012	3	88	 	 	 	 	 	 	 	 	 	 
181013	1	1	2	6	15	7	0	 	 	 	1	8
181013	2	12	1	3	26	10	1	70	 	2	0	0
181013	3	88	 	 	 	 	 	 	 	 	 	 
181014	1	10	2	12	30	10	0	 	 	 	1	0
181014	2	12	3	12	15	2	1	450	 	4	1	0
181014	3	88	 	 	 	 	 	 	 	 	 	 
181015	1	4	2	12	20	3	0	 	 	 	1	2
181015	2	1	2	5	10	5	0	 	 	 	1	5
181015	3	5	3	1	4	10	1	70	 	2	0	0
181016	1	11	2	12	30	3	0	 	 	 	1	12
181016	2	4	2	12	15	2	0	 	 	 	1	12
181016	3	1	2	3	7	2	0	 	 	 	1	4
181017	1	11	2	12	30	3	0	 	 	 	1	12
181017	2	1	2	7	20	6	0	 	 	 	1	12
181017	3	4	2	12	30	2	0	 	 	 	1	7
181018	1	4	2	12	30	3	0	 	 	 	1	12
181018	2	1	2	7	20	4	0	 	 	 	1	7
181018	3	11	2	3	10	3	0	 	 	 	1	4
181019	1	1	2	9	22	6	0	 	 	 	1	12
181019	2	12	4	3	30	12	2	 	1000	4	0	0
181019	3	12	2	9	30	2	0	 	 	 	1	12
181020	1	10	2	12	4	4	0	 	 	 	1	12
181020	2	1	2	2	18	5	0	 	 	 	0	2
181020	3	88	 	 	 	 	 	 	 	 	 	 
181021	1	13	1	7	30	6	1	1000	 	4	1	3
181021	2	1	2	2	10	4	0	 	 	 	79	2
181021	3	88	 	 	 	 	 	 	 	 	 	 
181022	1	11	2	12	30	4	0	 	 	 	1	12
181022	2	1	2	4	20	5	0	 	 	 	1	6
181022	3	4	2	6	8	4	0	 	 	 	1	5
181023	1	19	3	7	30	8	1	400	 	4	1	12
181023	2	4	2	5	20	3	0	 	 	 	79	0
181023	3	1	2	2	15	3	0	 	 	 	79	0
181024	1	10	2	12	30	8	0	 	 	 	1	12
181024	2	88	 	 	 	 	 	 	 	 	 	 
181024	3	88	 	 	 	 	 	 	 	 	 	 
181025	1	13	3	12	30	15	3	1200	600	4	1	0
181025	2	88	 	 	 	 	 	 	 	 	 	 
181025	3	88	 	 	 	 	 	 	 	 	 	 
181026	1	 	 	 	 	 	 	 	 	 	 	 
181026	2	 	 	 	 	 	 	 	 	 	 	 
181026	3	 	 	 	 	 	 	 	 	 	 	 
181027	1	4	2	12	30	3	0	 	 	 	1	12
181027	2	1	2	3	15	6	0	 	 	 	0	3
181027	3	11	2	12	6	2	0	 	 	 	1	12
181028	1	11	2	12	30	4	0	 	 	 	1	12
181028	2	1	2	2	7	2	0	 	 	 	1	4
181028	3	4	2	1	30	1	0	 	 	 	0	2
181029	1	11	2	12	30	4	0	 	 	 	1	12
181029	2	1	2	5	20	5	0	 	 	 	1	5
181029	3	88	 	 	 	 	 	 	 	 	 	 
181030	1	1	2	2	22	8	0	 	 	 	0	2
181030	2	88	 	 	 	 	 	 	 	 	 	 
181030	3	88	 	 	 	 	 	 	 	 	 	 
181031	1	1	2	6	20	10	0	 	 	 	1	12
181031	2	4	2	12	20	3	0	 	 	 	1	6
181031	3	88	 	 	 	 	 	 	 	 	 	 
181032	1	13	3	5	30	15	3	200	720	4	1	12
181032	2	12	3	6	26	9	1	40	 	2	79	0
181032	3	88	 	 	 	 	 	 	 	 	 	 
181033	1	11	2	12	8	6	0	 	 	 	0	12
181033	2	1	2	4	6	2	0	 	 	 	1	0
181033	3	88	 	 	 	 	 	 	 	 	 	 
181034	1	1	2	4	8	4	0	 	 	 	1	5
181034	2	4	2	4	10	2	0	 	 	 	1	0
181034	3	88	 	 	 	 	 	 	 	 	 	 
181035	1	13	3	12	30	12	3	500	500	4	1	12
181035	2	88	 	 	 	 	 	 	 	 	 	 
181035	3	88	 	 	 	 	 	 	 	 	 	 
181036	1	4	2	12	30	10	0	 	 	 	1	12
181036	2	1	2	4	12	5	0	 	 	 	1	4
181036	3	88	 	 	 	 	 	 	 	 	 	 
181037	1	11	2	12	30	4	0	 	 	 	1	12
181037	2	1	2	7	25	4	0	 	 	 	1	7
181037	3	4	2	3	10	3	0	 	 	 	1	2
181038	1	11	2	12	8	4	0	 	 	 	1	12
181038	2	4	2	12	6	2	0	 	 	 	1	12
181038	3	1	2	5	8	3	0	 	 	 	0	5
181039	1	4	2	7	30	3	0	 	 	 	0	2
181039	2	1	2	4	15	3	0	 	 	 	0	2
181039	3	88	 	 	 	 	 	 	 	 	 	 
181040	1	10	6	4	30	10	1	50	 	2	0	0
181040	2	4	2	6	20	4	0	 	 	 	0	0
181040	3	1	2	4	12	5	0	 	 	 	0	0
181041	1	4	2	12	30	4	0	 	 	 	1	12
181041	2	1	2	2	20	4	0	 	 	 	1	4
181041	3	88	 	 	 	 	 	 	 	 	 	 
181042	1	10	2	5	30	12	0	 	 	 	1	12
181042	2	11	2	4	15	8	0	 	 	 	0	0
181042	3	88	 	 	 	 	 	 	 	 	 	 
181043	1	 	 	 	 	 	 	 	 	 	 	 
181043	2	 	 	 	 	 	 	 	 	 	 	 
181043	3	 	 	 	 	 	 	 	 	 	 	 
181045	1	11	2	12	30	4	0	 	 	 	1	12
181045	2	1	2	8	15	3	0	 	 	 	1	9
181045	3	4	2	7	20	2	0	 	 	 	1	5
181046	1	13	3	12	30	15	3	700	720	4	1	12
181046	2	88	 	 	 	 	 	 	 	 	 	 
181046	3	88	 	 	 	 	 	 	 	 	 	 
181047	1	11	2	12	30	4	0	 	 	 	1	12
181047	2	1	2	12	10	3	0	 	 	 	1	12
181047	3	4	2	12	5	2	0	 	 	 	1	12
181048	1	19	3	7	26	12	1	400	 	4	1	6
181048	2	1	2	3	15	3	0	 	 	 	79	0
181048	3	88	 	 	 	 	 	 	 	 	 	 
181049	1	10	6	12	20	10	1	60	 	2	1	12
181049	2	88	 	 	 	 	 	 	 	 	 	 
181049	3	88	 	 	 	 	 	 	 	 	 	 
181050	1	11	2	12	30	4	0	 	 	 	1	12
181050	2	4	2	12	20	2	0	 	 	 	1	12
181050	3	1	2	2	20	6	0	 	 	 	1	1
191001	1	10	2	5	20	2	0	 	 	 	1	12
191001	2	88	 	 	 	 	 	 	 	 	 	 
191001	3	88	 	 	 	 	 	 	 	 	 	 
191002	1	10	6	12	30	6	1	15	 	2	0	0
191002	2	88	 	 	 	 	 	 	 	 	 	 
191002	3	88	 	 	 	 	 	 	 	 	 	 
191003	1	 	 	 	 	 	 	 	 	 	 	 
191003	2	 	 	 	 	 	 	 	 	 	 	 
191003	3	 	 	 	 	 	 	 	 	 	 	 
191004	1	13	3	1	15	13	1	500	 	4	1	12
191004	2	88	 	 	 	 	 	 	 	 	 	 
191004	3	88	 	 	 	 	 	 	 	 	 	 
191005	1	10	6	9	26	8	0	 	 	 	1	12
191005	2	88	 	 	 	 	 	 	 	 	 	 
191005	3	88	 	 	 	 	 	 	 	 	 	 
191006	1	 	 	 	 	 	 	 	 	 	 	 
191006	2	 	 	 	 	 	 	 	 	 	 	 
191006	3	 	 	 	 	 	 	 	 	 	 	 
191007	1	 	 	 	 	 	 	 	 	 	 	 
191007	2	 	 	 	 	 	 	 	 	 	 	 
191007	3	 	 	 	 	 	 	 	 	 	 	 
191008	1	19	3	6	30	20	1	6250	 	4	0	0
191008	2	88	 	 	 	 	 	 	 	 	 	 
191008	3	88	 	 	 	 	 	 	 	 	 	 
191009	1	10	2	4	25	8	0	 	 	 	1	12
191009	2	88	 	 	 	 	 	 	 	 	 	 
191009	3	88	 	 	 	 	 	 	 	 	 	 
191010	1	 	 	 	 	 	 	 	 	 	 	 
191010	2	 	 	 	 	 	 	 	 	 	 	 
191010	3	 	 	 	 	 	 	 	 	 	 	 
191011	1	10	2	12	30	6	0	 	 	 	1	12
191011	2	88	 	 	 	 	 	 	 	 	 	 
191011	3	88	 	 	 	 	 	 	 	 	 	 
191012	1	 	 	 	 	 	 	 	 	 	 	 
191012	2	 	 	 	 	 	 	 	 	 	 	 
191012	3	 	 	 	 	 	 	 	 	 	 	 
191013	1	13	1	6	30	12	3	30	15	2	1	0
191013	2	12	3	6	30	3	1	15	 	2	0	0
191013	3	88	 	 	 	 	 	 	 	 	 	 
191014	1	19	3	12	30	20	1	7500	 	4	0	0
191014	2	88	 	 	 	 	 	 	 	 	 	 
191014	3	88	 	 	 	 	 	 	 	 	 	 
191015	1	 	 	 	 	 	 	 	 	 	 	 
191015	2	 	 	 	 	 	 	 	 	 	 	 
191015	3	 	 	 	 	 	 	 	 	 	 	 
191016	1	4	2	12	30	3	0	 	 	 	1	0
191016	2	88	 	 	 	 	 	 	 	 	 	 
191016	3	88	 	 	 	 	 	 	 	 	 	 
191017	1	10	2	12	12	10	0	 	 	 	1	12
191017	2	88	 	 	 	 	 	 	 	 	 	 
191017	3	88	 	 	 	 	 	 	 	 	 	 
191018	1	10	2	8	30	10	0	 	 	 	1	12
191018	2	1	2	3	5	3	0	 	 	 	1	2
191018	3	88	 	 	 	 	 	 	 	 	 	 
191019	1	13	3	11	30	9	1	450	 	4	0	0
191019	2	88	 	 	 	 	 	 	 	 	 	 
191019	3	88	 	 	 	 	 	 	 	 	 	 
191020	1	10	2	12	4	10	0	 	 	 	1	6
191020	2	88	 	 	 	 	 	 	 	 	 	 
191020	3	88	 	 	 	 	 	 	 	 	 	 
191021	1	 	 	 	 	 	 	 	 	 	 	 
191021	2	 	 	 	 	 	 	 	 	 	 	 
191021	3	 	 	 	 	 	 	 	 	 	 	 
191022	1	 	 	 	 	 	 	 	 	 	 	 
191022	2	 	 	 	 	 	 	 	 	 	 	 
191022	3	 	 	 	 	 	 	 	 	 	 	 
191023	1	10	2	12	21	2	0	 	 	 	1	6
191023	2	88	 	 	 	 	 	 	 	 	 	 
191023	3	88	 	 	 	 	 	 	 	 	 	 
191024	1	1	2	3	15	4	0	 	 	 	0	3
191024	2	10	2	3	4	6	0	 	 	 	1	12
191024	3	88	 	 	 	 	 	 	 	 	 	 
191025	1	4	2	12	30	5	0	 	 	 	1	0
191025	2	88	 	 	 	 	 	 	 	 	 	 
191025	3	88	 	 	 	 	 	 	 	 	 	 
191026	1	10	2	12	8	4	0	 	 	 	1	12
191026	2	88	 	 	 	 	 	 	 	 	 	 
191026	3	88	 	 	 	 	 	 	 	 	 	 
191027	1	13	3	3	28	12	1	300	 	4	1	1
191027	2	88	 	 	 	 	 	 	 	 	 	 
191027	3	88	 	 	 	 	 	 	 	 	 	 
191028	1	 	 	 	 	 	 	 	 	 	 	 
191028	2	 	 	 	 	 	 	 	 	 	 	 
191028	3	 	 	 	 	 	 	 	 	 	 	 
191029	1	10	2	12	4	7	0	 	 	 	1	0
191029	2	88	 	 	 	 	 	 	 	 	 	 
191029	3	88	 	 	 	 	 	 	 	 	 	 
191031	1	13	3	12	26	6	1	500	 	4	1	12
191031	2	88	 	 	 	 	 	 	 	 	 	 
191031	3	88	 	 	 	 	 	 	 	 	 	 
191032	1	4	2	12	30	1	0	 	 	 	1	12
191032	2	10	2	12	6	2	0	 	 	 	1	8
191032	3	88	 	 	 	 	 	 	 	 	 	 
191033	1	 	 	 	 	 	 	 	 	 	 	 
191033	2	 	 	 	 	 	 	 	 	 	 	 
191033	3	 	 	 	 	 	 	 	 	 	 	 
191034	1	9	1	1	3	12	1	75	 	2	0	12
191034	2	88	 	 	 	 	 	 	 	 	 	 
191034	3	88	 	 	 	 	 	 	 	 	 	 
191035	1	13	3	12	30	16	1	350	 	4	1	5
191035	2	88	 	 	 	 	 	 	 	 	 	 
191035	3	88	 	 	 	 	 	 	 	 	 	 
191036	1	13	3	4	30	14	1	400	 	4	0	0
191036	2	10	2	2	15	12	1	40	 	2	0	2
191036	3	88	 	 	 	 	 	 	 	 	 	 
191037	1	10	2	12	30	6	0	 	 	 	1	2
191037	2	88	 	 	 	 	 	 	 	 	 	 
191037	3	88	 	 	 	 	 	 	 	 	 	 
191038	1	 	 	 	 	 	 	 	 	 	 	 
191038	2	 	 	 	 	 	 	 	 	 	 	 
191038	3	 	 	 	 	 	 	 	 	 	 	 
191039	1	9	3	12	26	12	3	500	500	4	1	12
191039	2	88	 	 	 	 	 	 	 	 	 	 
191039	3	88	 	 	 	 	 	 	 	 	 	 
191040	1	10	1	3	3	12	1	130	 	2	1	2
191040	2	88	 	 	 	 	 	 	 	 	 	 
191040	3	88	 	 	 	 	 	 	 	 	 	 
191041	1	9	1	11	30	6	1	300	 	4	0	0
191041	2	88	 	 	 	 	 	 	 	 	 	 
191041	3	88	 	 	 	 	 	 	 	 	 	 
191042	1	1	2	7	15	5	0	 	 	 	1	7
191042	2	88	 	 	 	 	 	 	 	 	 	 
