PLACEID	LCPRIDR4	LOCLUNI	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102	PRCESTND
711	10	500MG	6	9	8	5	9	9	5
711	11	1 PACKET	42	1	5	43	1	6	42
711	12	125GR	11	1	5	12	1	6	11
711	13	1LT	30	1	5	31	1	6	30
711	14	1 KG	42	1	5	43	1	6	42
711	15	1 KG	33	1	5	34	1	6	33
711	16	NA	-88	16	5	-88	16	5	-88
711	17	1 KG	25	1	5	26	1	6	25
711	18	1 KG	22	1	5	23	1	6	22
711	19	1 KG	68	1	5	67	1	6	67
711	20	1 KG	65	1	5	64	1	6	64
711	21	1 KG	75	1	5	74	1	6	74
711	22	1 KG	25	1	5	24	1	6	24
711	23	100GR	20	1	5	20	1	6	20
711	24	1 KG	39	1	5	38	1	6	38
711	25	1 LT	40	1	5	40	1	6	40
711	26	100GR	27	1	5	26	1	6	26
711	27	NA	-88	16	5	-88	16	6	-88
711	28	NA	-88	16	5	-88	16	6	-88
711	29	1 KG	48	1	5	45	1	6	45
711	30	1 PIECE	4	1	5	4	1	6	4
711	31	NA	-88	1	5	-88	1	6	-88
711	32	1 KG	160	6	5	170	6	6	160
711	33	1 KG	400	6	5	400	6	6	400
711	34	1 KG	140	6	5	150	6	6	140
711	35	1 KG	380	6	5	380	6	6	380
711	36	1 KG	160	6	5	150	6	6	150
711	37	1 KG	80	6	5	70	6	6	70
711	40	1 KG	24	1	5	24	1	6	24
711	41	1 KG	20	1	5	22	1	6	20
711	42	1 KG	60	1	5	63	1	6	60
711	43	1 KG	24	1	5	22	1	6	22
711	44	100GR	44	1	5	43	1	6	43
711	45	NA	-88	16	5	-88	16	6	-88
711	46	1 KG	41	1	5	42	1	6	41
711	47	1 KG	81	1	5	83	1	6	81
711	48	1 KG	16	1	5	16	1	6	16
711	49	100GR	51	1	5	52	1	6	51
711	50	100GR	32	1	5	30	1	6	30
711	51	100GR	20	1	5	18	1	6	18
711	52	1 KG	150	1	5	160	1	6	150
711	53	12 PIECES	40	1	5	42	1	6	40
711	54	1 PIECE	18	1	5	20	1	6	18
711	55	1 KG	70	1	5	75	1	6	70
711	56	200ML	14	1	5	14	1	6	14
711	57	180ML	120	1	5	130	1	6	120
711	58	1KG	25	1	5	25	1	6	25
711	59	NA	-88	88	 	-88	88	 	-88
712	1	100PAGES	13	1	2	14	1	3	13
712	2	1 PAIR	135	1	2	130	1	3	130
712	3	1 SHIRT	250	1	5	270	1	6	250
712	4	1 BLOUSE	220	1	5	210	1	6	210
712	5	1 PANT	280	1	5	290	1	6	280
712	6	1 SKIRT	230	1	5	220	1	6	220
712	7	27.5	6	9	7	6	9	9	6
712	8	500MG	2	9	7	2	9	9	2
712	9	250MG	5	9	7	5	9	9	5
712	10	500MG	6	9	7	6	9	9	6
712	11	1 PACKET	42	1	2	40	1	3	40
712	12	125GR	10	1	2	10	1	3	10
712	13	1 LT	25	1	2	23	1	3	23
712	14	1 KG	40	1	2	41	1	3	40
712	15	1 KG	32	1	2	33	1	3	32
712	16	NA	-88	16	2	-88	16	3	-88
712	17	1 KG	28	1	2	27	1	3	27
712	18	1 KG	22	1	2	23	1	3	22
712	19	1 KG	62	1	2	63	1	3	62
712	20	1 KG	64	1	2	65	1	3	64
712	21	1 KG	70	1	2	72	1	3	70
712	22	1 KG	26	1	2	24	1	3	24
712	23	100GR	17	1	2	18	1	3	17
712	24	1 KG	37	1	2	38	1	3	37
712	25	1 LT	40	1	2	40	1	3	40
712	26	100	25	1	2	25	1	3	25
712	27	NA	-88	16	2	-88	16	3	-88
712	28	NA	-88	16	2	-88	16	3	-88
712	29	1 KG	43	1	2	44	1	3	43
712	30	1 PIECE	4	1	2	4	1	3	4
712	31	NA	-88	16	2	-88	16	3	-88
712	32	1 KG	150	6	2	160	6	3	150
712	33	1 KG	350	6	2	360	6	3	350
712	34	1 KG	150	6	2	160	6	3	150
712	35	1 KG	340	6	2	350	6	3	340
712	36	1 KG11	110	6	2	115	6	3	110
712	37	1 KG	70	6	2	80	6	3	70
712	40	1 KG	25	1	2	24	1	3	24
712	41	1 KG	10	1	2	12	1	3	10
712	42	1 KG	43	1	2	45	1	3	43
712	43	1 KG	18	1	2	20	1	3	18
712	44	100GR	45	1	2	46	1	3	45
712	45	NA	-88	16	2	-88	16	3	-88
712	46	1 KG	40	1	2	42	1	3	40
712	47	1 KG	80	1	2	82	1	3	80
712	48	1 KG	16	1	2	15	1	3	15
712	49	100GR	48	1	2	49	1	3	48
712	50	100GR	20	1	2	22	1	3	20
712	51	100GR	19	1	2	18	1	3	18
712	52	1 KG	150	1	2	160	1	3	150
712	53	12 PIECES	40	1	2	40	1	3	40
712	54	1 PIECE	15	5	2	18	5	3	15
712	55	1 KG	70	5	2	65	5	3	65
712	56	200ML	15	1	2	15	1	3	15
712	57	180ML	140	1	2	130	1	3	130
712	58	1 KG	22	1	2	25	1	3	22
712	59	NA	-88	88	 	-88	88	 	-88
713	1	100PAGES	12	1	3	12	1	5	12
713	2	1 PAIR	140	1	3	140	1	5	140
713	3	1 SHIRT	260	1	6	250	1	7	250
713	4	1 BLOUSE	210	1	6	200	1	7	200
713	5	1 PANT	280	1	6	270	1	7	270
713	6	1 SKIRT	260	1	6	250	1	7	250
713	7	27.5MG	5	9	8	5	9	9	5
713	8	500MG	2	9	8	2	9	9	2
713	9	250MG	5	9	8	5	9	9	5
713	10	500MG	5	9	8	5	9	9	5
713	11	1 PACKET	40	1	3	40	1	5	40
713	12	125GR	10	1	3	10	1	5	10
713	13	1 LT	28	1	3	28	1	5	28
713	14	1 KG	44	1	3	43	1	5	43
713	15	1 KG	32	1	3	32	1	5	32
713	16	NA	-88	16	3	-88	16	5	-88
713	17	1 KG	26	1	3	25	1	5	25
713	18	1 KG	24	1	3	23	1	5	23
713	19	1 KG	67	1	3	65	1	5	65
713	20	1 KG	65	1	3	64	1	5	64
713	21	1 KG	76	1	3	75	1	5	75
713	22	1 KG	24	1	3	23	1	5	23
713	23	100GR	18	1	3	17	1	5	17
713	24	1 KG	37	1	3	38	1	5	37
713	25	1 LT	40	1	3	38	1	5	38
713	26	100GR	24	1	3	25	1	5	24
713	27	NA	-88	16	3	-88	16	5	-88
713	28	NA	-88	16	3	-88	16	5	-88
713	29	1 KG	45	1	3	48	1	5	45
713	30	1 PIECE	4	1	3	4	1	5	4
713	31	NA	-88	16	3	-88	16	5	-88
713	32	1 KG	150	6	3	155	6	5	150
713	33	1 KG	400	6	3	390	6	5	390
713	34	1 KG	120	6	3	130	1	5	120
713	35	1 KG	380	6	3	370	6	5	370
713	36	1 KG	160	6	3	170	6	5	160
713	37	1 KG	80	6	3	70	6	5	70
713	40	1 KG	24	1	3	25	1	5	24
713	41	1 KG	24	5	3	22	5	5	22
713	42	1 KG	48	1	3	50	1	5	48
713	43	1 KG	25	1	3	23	1	5	23
713	44	100GR	46	1	3	45	1	5	45
713	45	NA	-88	16	3	-88	16	5	-88
713	46	1 KG	40	1	3	40	1	5	40
713	47	1 KG	86	1	3	84	1	5	84
713	48	1 KG	15	1	3	15	1	5	15
713	49	100GR	47	1	3	46	1	5	46
713	50	100GR	25	1	3	26	1	5	25
713	51	100GR	18	1	3	20	1	5	18
713	52	1 KG	150	1	3	160	1	5	150
713	53	12 PIECES	40	5	3	40	5	5	40
713	54	1 PIECE	15	5	3	16	5	5	15
713	55	1 KG	90	5	3	95	5	5	90
713	56	200ML	14	1	3	14	1	5	14
713	57	180ML	130	1	3	125	1	5	125
713	58	1 KG	24	1	3	24	1	5	24
713	59	NA	-88	88	 	-88	88	 	-88
715	1	100PAGES	10	1	3	10	1	4	10
715	2	1 PAIR	120	1	3	125	1	4	120
715	3	1 SHIRT	230	1	5	220	1	6	220
715	4	1 BLOUSE	205	1	5	210	1	6	205
715	5	1 PANT	260	1	5	270	1	6	260
715	6	1 SKIRT	240	1	5	220	1	6	220
715	7	27.5MG	5	9	1	5	9	2	5
715	8	500MG	2	9	1	2	9	2	2
715	9	250MG	5	9	1	5	9	2	5
715	10	500MG	6	9	1	6	9	2	6
715	11	1 PACKET	40	1	3	40	1	4	40
715	12	125GR	10	1	3	10	1	4	10
715	13	1 LT	28	1	3	29	1	4	28
715	14	1 KG	40	1	3	41	1	4	40
715	15	1 KG	30	1	3	31	1	4	30
715	16	NA	-88	16	3	-88	16	4	-88
715	17	1 KG	27	1	3	26	1	4	26
715	18	1 KG	22	1	3	23	1	4	22
715	19	1 KG	64	1	3	65	1	4	64
715	20	1 KG	63	1	3	62	1	4	62
715	21	1 KG	73	1	3	74	1	4	73
715	22	1 KG	25	1	3	24	1	4	24
715	23	100GR	18	1	3	19	1	4	18
715	24	1 KG	38	1	3	37	1	4	37
715	25	1 KG	36	1	3	38	1	4	36
715	26	100GR	26	1	3	25	1	4	25
715	27	NA	-88	16	3	-88	16	4	-88
715	28	NA	-88	16	3	-88	16	4	-88
715	29	1 KG	45	1	3	46	1	4	45
715	30	1 PIECE	4	1	3	4	1	4	4
715	31	NA	-88	16	3	-88	16	4	-88
715	32	1 KG	160	6	3	150	6	4	150
715	33	1 KG	380	6	3	380	6	4	380
715	34	1 KG	120	6	3	115	6	4	115
715	35	1 KG	350	6	3	360	1	4	350
715	36	1 KG	130	6	3	120	6	4	120
715	37	1 KG	70	6	3	80	6	4	70
715	40	1 KG	24	1	3	25	1	4	24
715	41	1 KG	18	1	3	19	1	4	18
715	42	1 KG	49	1	3	50	1	4	49
715	43	1 KG	20	1	3	22	1	4	20
715	44	100GR	46	1	3	47	1	4	46
715	45	NA	-88	1	3	-88	16	4	-88
715	46	1 KG	40	1	3	41	1	4	40
715	47	1 KG	86	1	3	87	1	4	86
715	48	1 KG	14	1	3	15	1	4	14
715	49	100GR	62	1	3	63	1	4	62
715	50	100GR	30	1	3	32	1	4	30
715	51	100GR	18	1	3	17	1	4	17
715	52	1 KG	160	1	3	155	1	4	155
715	53	12 PIECES	45	1	3	40	1	4	40
715	54	1 PIECE	14	1	3	15	1	4	14
715	55	1 KG	80	1	3	85	1	4	80
715	56	200ML	14	1	3	14	1	4	14
715	57	180ML	125	1	3	115	1	4	115
715	58	1 KG	22	1	3	23	1	4	22
715	59	NA	-88	88	 	-88	88	 	-88
716	1	100PAGES	10	1	3	12	1	4	10
716	2	1 PAIR	125	1	3	140	1	4	125
716	3	1 SHIRT	250	1	5	260	1	8	250
716	4	1 BLOUSE	200	1	5	190	1	8	190
716	5	1 PANT	270	1	5	280	1	8	270
716	6	1 SKIRT	230	1	5	220	1	8	220
716	7	27.5GR	5	9	7	5	9	9	5
716	8	500MG	2	9	7	2	9	9	2
716	9	250MG	5	9	7	5	9	9	5
716	10	500MG	6	9	7	5	9	9	5
716	11	1 PACKET	41	1	3	40	1	4	40
716	12	125GR	10	1	3	10	1	4	10
716	13	1 LT	30	1	3	29	1	4	29
716	14	1 kg	41	1	3	43	1	4	41
716	15	1 kg	34	1	3	35	1	4	34
716	16	NA	-88	16	3	-88	16	4	-88
716	17	1 KG	26	1	3	27	1	4	26
716	18	1 KG	21	1	3	22	1	4	21
716	19	1 KG	66	1	3	65	1	4	65
716	20	1 KG	64	1	3	65	1	4	64
716	21	1 KG	74	1	3	75	1	4	74
716	22	1 KG	24	1	3	23	1	4	23
716	23	100GR	20	1	3	20	1	4	20
716	24	1 KG	39	1	3	38	1	4	38
716	25	1 LT	38	1	3	40	1	4	38
716	26	100GR	27	1	3	26	1	4	26
716	27	NA	-88	16	3	-88	16	4	-88
716	28	NA	-88	16	3	-88	16	4	-88
716	29	1 KG	50	1	3	50	1	4	50
716	30	1 KG	4	1	3	4	1	4	4
716	31	NA	-88	1	3	-88	1	4	-88
716	32	1 KG	170	6	3	165	6	4	165
716	33	1 KG	390	6	3	390	6	4	390
716	34	1 KG	125	6	3	130	6	4	125
716	35	1 KG	360	6	3	360	6	4	360
716	36	1 KG	140	6	3	150	6	4	140
716	37	1 KG	80	6	3	75	6	4	75
716	40	1 KG	25	1	3	26	1	4	25
716	41	1 KG	20	1	3	20	1	4	20
716	42	1 KG	55	1	3	58	1	4	55
716	43	1 KG	25	1	3	23	1	4	23
716	44	100GR	49	1	3	48	1	4	48
716	45	NA	-88	16	3	-88	16	4	-88
716	46	1 KG	41	1	3	42	1	4	41
716	47	1 KG	82	1	3	83	1	4	82
716	48	1 KG	16	1	3	15	1	4	15
716	49	100GR	65	1	3	64	1	4	64
716	50	100GR	31	1	3	32	1	4	31
716	51	100GR	20	1	3	22	1	4	20
716	52	1 KG	155	1	3	150	1	4	150
716	53	12 PIECES	42	1	3	43	1	4	42
716	54	1 PIECE	20	1	3	20	1	4	20
716	55	1 KG	75	1	3	80	1	4	75
716	56	200ML	14	1	3	14	1	4	14
716	57	180ML	130	1	3	125	1	4	125
716	58	1 KG	24	1	3	25	1	4	24
716	59	NA	-88	88	 	-88	88	 	-88
717	1	100 pages book	10	1	3	10	1	4	10
717	2	1 pair	112	1	3	112	1	4	112
717	3	1 shirt	260	1	3	250	1	4	250
717	4	1 blouse	200	1	8	200	1	9	200
717	5	1 pant	310	1	8	320	1	9	310
717	6	1 SKIRT	250	1	8	260	1	9	250
717	7	1 SACHET	5	9	5	5	9	7	5
717	8	1 TABLET	2	9	7	2	9	5	2
717	9	1 capsule	6	9	5	6	9	7	6
717	10	1 tablet	4	9	5	5	9	7	4
717	11	pack of 10	45	1	3	40	1	4	40
717	12	125 gr	10	1	3	10	1	4	10
717	13	1 litre	25	1	3	27	1	4	25
717	14	1 kg	40	1	3	41	1	4	40
717	15	1 kg	32	1	3	33	1	4	32
717	16	not available	-88	16	3	-88	16	4	-88
717	17	1 kg	21	1	3	23	1	4	21
717	18	1 kg	20	1	3	21	1	4	20
717	19	1 kg	61	1	3	63	1	4	61
717	20	1 kg	63	1	3	66	1	4	63
717	21	1 kg	70	1	3	71	1	4	70
717	22	1 kg	26	1	3	27	1	4	26
717	23	1 peice	12	1	3	13	1	4	12
717	24	1kg	35	1	3	37	1	4	35
717	25	1 litre	40	1	3	40	1	4	40
717	26	1 kg	250	1	3	255	1	4	250
717	27	Not available	-88	16	3	-88	16	4	-88
717	28	not available	-88	16	3	-88	16	4	-88
717	29	1 litre	45	1	3	46	1	4	45
717	30	1 peice	4	1	3	4	1	4	4
717	31	Not available	-88	16	3	-88	16	4	-88
717	32	1 kg	150	6	10	170	6	11	150
717	33	1 kg	310	6	10	320	6	11	310
717	34	1 kg	160	6	10	150	6	11	150
717	35	1 kg	320	6	10	330	6	11	320
717	36	1 kg	110	6	10	115	6	11	110
717	37	1 kg	70	6	10	80	6	11	70
717	40	1 kg	24	1	3	22	1	4	22
717	41	1kg	10	1	3	10	1	4	10
717	42	1 kg	45	1	3	43	1	4	43
717	43	1 kg	16	1	3	18	1	4	16
717	44	1 kg	290	1	3	290	1	4	290
717	45	Not available	-88	16	3	-88	16	4	-88
717	46	1 kg	40	1	3	42	1	4	40
717	47	1 litre	80	1	3	85	1	4	80
717	48	1 kg	14	1	3	16	1	4	14
717	49	100gr	53	1	3	54	1	4	53
717	50	100 gr	20	1	3	18	1	4	18
717	51	1 kg	190	1	3	190	1	4	190
717	52	1 kg	150	1	3	155	1	4	150
717	53	per 12 peices	40	1	3	40	1	4	40
717	54	1 peice	15	1	3	10	1	4	10
717	55	1 kg	70	1	3	65	1	4	65
717	56	200 ml	15	1	3	15	1	4	15
717	57	1 litre	120	1	3	110	1	4	110
717	58	1 kg	22	1	3	23	1	4	22
717	59	Not available	-88	16	 	-88	16	 	-88
718	1	100PAGES	16	1	1	17	1	2	16
718	2	1 PAIR	135	1	1	130	1	2	130
718	3	1 SHIRT	230	1	3	240	1	4	230
718	4	1 BLOUSE	210	1	3	220	1	4	210
718	5	1 PANT	350	1	3	340	1	4	340
718	6	1 skirt	210	1	3	220	1	4	210
718	7	27.5mg	5	9	5	5	9	6	5
718	8	500mg	2	9	5	2	9	6	2
718	9	250mg	4	9	5	5	9	6	5
718	10	500mg	13	9	5	14	9	6	13
718	11	1 packet	56	1	1	57	1	2	56
718	12	100gr	10	1	1	10	1	2	10
718	13	1 litre	28	1	1	28	1	2	28
718	14	1 kg	40	1	1	40	1	2	40
718	15	1 kg	24	1	1	26	1	2	24
718	16	NA	-88	16	1	-88	16	2	-88
718	17	1 kg	23	1	1	22	1	2	22
718	18	1 kg	16	1	1	15	1	2	15
718	19	1 kg	71	1	1	72	1	2	71
718	20	1 kg	67	1	1	66	1	2	66
718	21	1 kg	73	1	1	72	1	2	72
718	22	NA	-88	16	1	-88	16	2	-88
718	23	100gr	16	1	1	15	1	2	15
718	24	1 kg	32	1	1	33	1	2	32
718	25	1 litre	40	1	1	40	1	2	40
718	26	1 kg	300	1	1	300	1	2	300
718	27	NA	-88	16	1	-88	16	2	-88
718	28	NA	-88	16	1	-88	16	2	-88
718	29	1 kg	58	1	1	60	1	2	58
718	30	1 piece	4	1	1	4	1	2	4
718	31	NA	-88	16	1	-88	16	2	-88
718	32	1 kg	170	6	1	160	6	2	160
718	33	1 kg	400	6	1	400	6	2	400
718	34	1 kg	125	1	1	130	1	2	125
718	35	1 kg	400	6	1	400	6	2	400
718	36	1 kg	170	6	1	180	6	2	170
718	37	1 kg	80	1	1	70	1	2	70
718	40	1 kg	25	1	1	25	1	2	24
718	41	1 kg	25	1	1	20	1	2	20
718	42	1 kg	35	1	1	40	1	2	35
718	43	1 kg	32	1	1	30	1	2	30
718	44	1 kg	300	1	1	295	1	2	295
718	45	NA	-88	16	1	-88	16	2	-88
718	46	1 kg	35	1	1	36	1	2	35
718	47	1 litre	78	1	1	79	1	2	78
718	48	1 kg	12	1	1	14	1	2	12
718	49	100ml	55	1	1	56	1	2	55
718	50	100gr	45	1	1	48	1	2	45
718	51	100gr	16	1	1	17	1	2	16
718	52	1 kg	160	1	1	165	1	2	160
718	53	12 pieces	40	1	1	35	1	2	35
718	54	1 piece	20	1	1	20	1	2	20
718	55	1 kg	110	1	1	110	1	2	110
718	56	200ml	15	1	1	15	1	2	15
718	57	180 ml	120	1	1	125	1	2	120
718	58	1 kg	30	1	1	27	1	2	27
718	59	-88	-88	88	1	-88	88	2	-88
719	1	100PAGES	14	1	1	15	1	2	14
719	2	1 PAIR	130	1	1	130	1	2	130
719	3	1 SHIRT	230	1	3	220	1	4	220
719	4	1 BLOUSE	200	1	3	190	1	4	190
719	5	1 PANT	350	1	3	340	2	4	340
719	6	1 SKIRT	220	1	3	230	1	4	220
719	7	27.5GR	5	9	5	5	9	6	5
719	8	500MG	2	9	5	2	9	6	2
719	9	250MG	4	9	5	5	9	6	4
719	10	500MG	14	9	5	14	9	6	14
719	11	1 PACKET	56	1	1	57	1	2	56
719	12	100GR	10	1	1	10	1	2	10
719	13	1 LITRE	28	1	1	28	1	2	28
719	14	1KG	40	1	1	40	1	2	40
719	15	1 KG	24	1	1	26	1	2	24
719	16	NA	-88	16	1	-88	16	2	-88
719	17	1KG	23	1	1	22	1	2	22
719	18	1 KG	16	1	1	15	1	2	15
719	19	1 KG	71	1	1	72	1	2	71
719	20	1 KG	67	1	1	66	1	2	66
719	21	1 KG	73	1	1	72	1	2	72
719	22	NA	-88	16	1	-88	16	2	-88
719	23	1OOGR	16	1	1	15	1	2	15
719	24	1 KG	32	1	1	33	1	2	32
719	25	1LITRE	40	1	1	40	1	2	40
719	26	1 KG	300	1	1	300	1	2	300
719	27	NA	-88	16	1	-88	16	2	-88
719	28	NA	-88	16	1	-88	16	2	-88
719	29	1 KG	58	1	1	60	1	2	58
719	30	1 PIECE	4	1	1	4	1	2	4
719	31	NA	-88	16	1	-88	16	2	-88
719	32	1 KG	170	6	1	160	6	2	160
719	33	1 KG	400	6	1	400	6	2	400
719	34	1 KG	125	6	1	130	6	2	125
719	35	1 KG	400	6	1	400	6	2	400
719	36	1 KG	170	6	1	180	6	2	170
719	37	1KG	80	6	1	70	6	2	70
719	40	1 KG	25	1	1	24	1	2	24
719	41	1 KG	25	1	1	20	1	2	20
719	42	1 kg	35	1	1	40	1	2	35
719	43	1 kg	32	1	1	30	1	2	30
719	44	1 kg	290	1	1	300	1	2	290
719	45	NA	-88	16	1	-88	16	2	-88
719	46	1 KG	35	1	1	36	1	2	35
719	47	1 LITRE	78	1	1	79	1	2	78
719	48	1 KG	12	1	1	14	1	2	12
719	49	100GR	55	1	1	56	1	2	55
719	50	100GR	45	1	1	48	1	2	45
719	51	100GR	16	1	1	165	1	2	160
719	52	1 KG	160	1	1	165	1	2	160
719	53	12 pieces	40	1	1	35	1	2	35
719	54	1 piece	20	1	1	15	1	2	15
719	55	1 kg	110	1	1	110	1	2	110
719	56	200ml	15	1	1	15	1	2	15
719	57	180ml	130	1	1	130	1	2	130
719	58	1 KG	30	1	1	27	1	2	27
719	59	NA	-88	88	 	-88	88	 	-88
720	1	100 pages	15	1	2	16	1	7	15
720	2	1 pair	150	1	2	140	1	7	140
720	3	1 shirt	200	1	3	210	1	6	200
720	4	1 blouse	180	1	3	160	1	6	160
720	5	1 pant	300	1	3	280	1	6	280
720	6	1 skirt	200	1	3	180	1	6	180
720	7	27.5 mg	5	9	4	5	9	8	5
720	8	500 mg	2	9	4	2	9	8	2
720	9	250 mg	4	9	4	5	9	8	4
720	10	500mg	6	9	4	5	9	8	5
720	11	1 packet	50	1	2	40	1	7	40
720	12	100 gr	10	1	2	8	1	7	8
720	13	1 litre	25	1	2	30	1	7	25
720	14	1 kg	40	1	2	44	1	7	40
720	15	1 kg	25	1	2	28	1	7	25
720	16	NA	-88	16	2	-88	16	7	-88
720	17	1 kg	20	1	2	22	1	7	20
720	18	1 kg	18	1	2	16	1	7	16
720	19	1 kg	70	1	2	75	1	7	70
720	20	1 kg	75	1	2	80	1	7	75
720	21	1 kg	80	1	2	85	1	7	80
720	22	NA	-88	16	2	-88	16	7	-88
720	23	100 gr	18	1	2	20	1	7	18
720	24	1 kg	30	1	2	32	1	7	30
720	25	1 litre	40	1	2	40	1	7	40
720	26	1 kg	300	1	2	310	1	7	300
720	27	NA	-88	16	2	-88	16	7	-88
720	28	NA	-88	16	2	-88	16	7	-88
720	29	1 kg	58	1	2	60	1	7	58
720	30	1 piece	4	1	2	4.5	1	7	4
720	31	NA	-88	16	2	-88	16	7	-88
720	32	1 kg	160	6	2	180	6	7	160
720	33	1 kg	400	6	2	380	6	7	380
720	34	1 kg	130	6	2	125	6	7	125
720	35	1 kg	400	6	2	400	6	7	400
720	36	1 kg	160	6	2	200	6	7	160
720	37	1 kg	80	6	2	70	6	7	70
720	40	1 kg	25	2	2	24	1	7	24
720	41	1 kg	20	5	2	22	5	7	20
720	42	1 kg	40	1	2	35	1	7	35
720	43	1 kg	30	5	2	30	5	7	30
720	44	1 kg	300	1	2	320	1	7	300
720	45	NA	-88	16	2	-88	16	7	-88
720	46	1 kg	36	1	2	40	1	7	36
720	47	1 litre	90	1	2	100	1	7	90
720	48	1 kg	15	1	2	15	1	7	15
720	49	100 gr	52	1	2	55	1	7	52
720	50	100 gr	50	1	2	48	1	7	48
720	51	100 gr	18	1	2	18	1	7	18
720	52	1 kg	160	1	2	180	1	7	160
720	53	12 pieces	40	5	2	40	5	7	40
720	54	1 piece	20	5	2	20	5	7	20
720	55	1 kg	115	5	2	120	5	7	115
720	56	200 ml	14	1	2	15	1	7	14
720	57	180 ml	110	1	2	110	1	7	110
720	58	1 kg	30	1	2	28	1	7	28
720	59	NA	-88	88	 	-88	88	 	-88
721	1	100 pages	16	1	4	18	1	5	16
721	2	1 pair	130	1	4	120	1	5	120
721	3	1 shirt	200	1	2	220	1	2	200
721	4	1 blouse	180	1	2	160	1	3	160
721	5	1 pant	300	1	2	290	1	3	290
721	6	1 skirt	210	1	2	220	1	3	210
721	7	27.5gr	5	9	6	5	9	8	5
721	8	500mg	2	9	6	2	9	8	2
721	9	250mg	4	9	6	4	9	8	4
721	10	500mg	7	9	6	6	9	8	6
721	11	1 packet	50	1	4	40	1	5	40
721	12	100 mg	10	1	4	10	1	5	10
721	13	1 litre	15	1	4	30	1	5	15
721	14	1 kg	42	1	4	40	1	5	40
721	15	1 kg	24	1	4	25	1	5	24
721	16	NA	-88	16	4	-88	16	5	-88
721	17	1kg	20	1	4	23	1	5	20
721	18	1 kg	18	1	4	15	1	5	15
721	19	1 kg	75	1	4	80	1	5	75
721	20	1 kg	65	1	4	68	1	5	65
721	21	1 kg	75	1	4	82	1	5	82
721	22	NA	-88	16	4	-88	16	5	-88
721	23	100 gr	18	1	4	20	1	5	18
721	24	1 kg	32	1	4	30	1	5	30
721	25	1 litre	40	1	4	40	1	5	40
721	26	1 kg	310	1	4	300	1	5	300
721	27	NA	-88	16	4	-88	16	5	-88
721	28	NA	-88	16	4	-88	16	5	-88
721	29	1 kg	60	1	4	60	1	5	60
721	30	1 piece	4.5	1	4	5	1	5	4.5
721	31	NA	-88	16	4	-88	16	5	-88
721	32	1 kg	160	6	4	160	6	5	160
721	33	1 kg	400	6	4	400	6	5	400
721	34	1 kg	140	6	4	145	6	5	140
721	35	1 kg	400	6	4	400	6	5	400
721	36	1 kg	160	6	4	170	6	5	160
721	37	1 kg	100	6	4	80	6	5	80
721	40	1 kg	25	1	4	20	1	5	20
721	41	1 kg	20	5	4	20	5	5	20
721	42	1 kg	40	1	4	45	1	5	40
721	43	1 kg	35	5	4	40	5	5	35
721	44	1 kg	320	1	4	310	1	5	310
721	45	NA	-88	16	4	-88	16	5	-88
721	46	1 kg	38	1	4	35	1	5	35
721	47	1 litre	90	1	4	100	1	5	90
721	48	1 kg	15	1	4	15	1	5	15
721	49	100 gr	52	1	4	55	1	5	52
721	50	100 gr	50	1	4	48	1	5	48
721	51	100 gr	15	1	4	16	1	5	15
721	52	1 kg	160	1	4	180	1	5	160
721	53	12 piece	42	5	4	40	5	5	40
721	54	1 piece	20	5	4	25	5	5	20
721	55	1 kg	120	5	4	120	5	5	120
721	56	200 ml	15	1	4	15	1	5	15
721	57	180 ml	115	1	4	115	1	5	115
721	58	1 kg	30	1	4	28	1	5	28
721	59	NA	-88	88	 	-88	88	 	-88
722	1	100PAGES	15	1	1	16	1	2	15
722	2	1 PAIR	130	1	1	125	1	2	125
722	3	1 SHIRT	220	1	3	210	1	6	210
722	4	1 BLOUSE	170	1	3	160	1	6	160
722	5	1 PANT	340	1	3	350	1	6	340
722	6	1 SKIRT	240	1	3	250	1	6	240
722	7	27.5MG	12	9	4	13	9	5	12
722	8	500MG	1	9	4	2	9	5	1
722	9	250 MG	5	9	4	5	9	5	5
722	10	500MG	14	9	4	15	9	5	14
722	11	1 PACKET	55	1	1	58	1	2	55
722	12	100grms	10	1	1	8	1	2	8
722	13	1 litre	28	1	1	30	1	2	28
722	14	1 kg	42	1	1	40	1	2	40
722	15	1 kg	24	1	1	25	1	2	24
722	16	NA	-88	16	1	-88	16	2	-88
722	17	1 kg	22	1	1	22	1	2	22
722	18	1 kg	15	1	1	16	1	2	15
722	19	1 kg	70	1	1	71	1	2	70
722	20	1 kg	65	1	1	64	1	2	64
722	21	1 kg	75	1	1	74	1	2	74
722	22	NA	-88	16	1	-88	16	2	-88
722	23	100gr	15	1	1	14	1	2	14
722	24	1 kg	30	1	1	32	1	2	30
722	25	1 litre	40	1	1	40	1	2	40
722	26	1 kg	300	1	1	305	1	2	300
722	27	NA	-88	16	1	-88	16	2	-88
722	28	NA	-88	16	1	-88	16	2	-88
722	29	1 KG	60	1	1	55	1	2	55
722	30	1 PIECE	4	1	1	4	1	2	4
722	31	NA	-88	16	1	-88	16	2	-88
722	32	1 KG	170	6	1	180	6	2	170
722	33	1 KG	400	6	1	400	6	2	400
722	34	1 KG	130	6	1	125	6	2	125
722	35	1 KG	390	6	1	390	6	2	390
722	36	1 KG	170	6	1	180	6	2	170
722	37	1 KG	80	6	1	90	6	2	80
