formno	commid	id	price1	vendor1	price2	vendor2
R1COMM	VN004	9	 	15	 	15
R1COMM	VN004	10	30000	1	30000	1
R1COMM	VN004	11	6000	1	6000	1
R1COMM	VN004	12	 	15	 	15
R1COMM	VN004	13	3000	1	3000	1
R1COMM	VN004	14	2700	1	2800	1
R1COMM	VN004	15	 	15	 	15
R1COMM	VN004	16	 	15	 	15
R1COMM	VN004	17	750	14	800	14
R1COMM	VN004	18	32000	1	32000	1
R1COMM	VN004	19	7500	1	7500	1
R1COMM	VN004	20	6000	1	6500	1
R1COMM	VN004	21	15000	1	15000	1
R1COMM	VN004	22	 	15	 	15
R1COMM	VN004	23	 	15	 	15
R1COMM	VN004	24	12000	1	12000	1
R1COMM	VN004	25	4500	1	4500	1
R1COMM	VN004	26	500	1	500	1
R1COMM	VN004	27	1000	1	1000	1
R1COMM	VN004	28	3000	1	 	15
R1COMM	VN004	29	 	15	 	15
R1COMM	VN004	30	 	15	 	15
R1COMM	VN004	31	30000	14	30000	14
R1COMM	VN004	32	22000	4	20000	4
R1COMM	VN004	33	1000	14	1000	14
R1COMM	VN004	34	1200	14	2000	14
R1COMM	VN004	35	2200	14	2000	14
R1COMM	VN005	1	1000	1	1000	1
R1COMM	VN005	2	 	15	 	15
R1COMM	VN005	3	 	15	 	15
R1COMM	VN005	4	 	15	 	15
R1COMM	VN005	5	 	15	 	15
R1COMM	VN005	6	 	15	 	15
R1COMM	VN005	7	 	15	 	15
R1COMM	VN005	8	1000	14	 	15
R1COMM	VN005	9	 	15	 	15
R1COMM	VN005	10	 	15	 	15
R1COMM	VN005	11	 	15	 	15
R1COMM	VN005	12	 	15	 	15
R1COMM	VN005	13	3000	1	 	15
R1COMM	VN005	14	 	15	 	15
R1COMM	VN005	15	 	15	 	15
R1COMM	VN005	16	 	15	 	15
R1COMM	VN005	17	 	15	 	15
R1COMM	VN005	18	30000	4	 	15
R1COMM	VN005	19	7500	1	7000	1
R1COMM	VN005	20	6000	1	6500	1
R1COMM	VN005	21	 	15	 	15
R1COMM	VN005	22	1500	1	1500	1
R1COMM	VN005	23	 	15	 	15
R1COMM	VN005	24	15000	1	15000	1
R1COMM	VN005	25	4500	1	4500	1
R1COMM	VN005	26	500	1	500	1
R1COMM	VN005	27	1000	1	1000	1
R1COMM	VN005	28	 	15	 	15
R1COMM	VN005	29	 	15	 	15
R1COMM	VN005	30	 	15	 	15
R1COMM	VN005	31	25000	3	25000	3
R1COMM	VN005	32	20000	14	 	15
R1COMM	VN005	33	1000	1	1000	1
R1COMM	VN005	34	1200	14	 	15
R1COMM	VN005	35	 	15	 	15
R1COMM	VN006	1	 	15	 	15
R1COMM	VN006	2	 	15	 	15
R1COMM	VN006	3	15000	14	14500	14
R1COMM	VN006	4	15000	14	14500	14
R1COMM	VN006	5	 	15	 	15
R1COMM	VN006	6	 	15	 	15
R1COMM	VN006	7	15000	14	14500	14
R1COMM	VN006	8	1000	10	1000	14
R1COMM	VN006	9	 	15	 	15
R1COMM	VN006	10	25000	10	 	15
R1COMM	VN006	11	6000	10	 	15
R1COMM	VN006	12	3500	14	3500	14
R1COMM	VN006	13	4000	14	4000	14
R1COMM	VN006	14	2800	14	2800	14
R1COMM	VN006	15	 	15	 	15
R1COMM	VN006	16	 	15	 	15
R1COMM	VN006	17	1000	14	1000	14
R1COMM	VN006	18	40000	1	35000	1
R1COMM	VN006	19	 	15	 	15
R1COMM	VN006	20	5500	1	6000	1
R1COMM	VN006	21	 	15	 	15
R1COMM	VN006	22	1000	14	1000	14
R1COMM	VN006	23	 	15	 	15
R1COMM	VN006	24	10400	1	11000	1
R1COMM	VN006	25	4500	1	4500	1
R1COMM	VN006	26	500	1	500	1
R1COMM	VN006	27	1000	1	1000	1
R1COMM	VN006	28	1500	11	 	15
R1COMM	VN006	29	 	15	 	15
R1COMM	VN006	30	 	15	 	15
R1COMM	VN006	31	25000	14	25000	14
R1COMM	VN006	32	22000	14	20000	14
R1COMM	VN006	33	800	1	800	1
R1COMM	VN006	34	1200	14	 	15
R1COMM	VN006	35	1750	14	2000	14
R1COMM	VN007	1	 	15	 	15
R1COMM	VN007	2	 	15	 	15
R1COMM	VN007	3	 	15	 	15
R1COMM	VN007	4	 	15	 	15
R1COMM	VN007	5	49000	1	 	15
R1COMM	VN007	6	 	15	 	15
R1COMM	VN007	7	 	15	 	15
R1COMM	VN007	8	1000	9	1000	14
R1COMM	VN007	9	20000	9	25000	14
R1COMM	VN007	10	25000	9	30000	14
R1COMM	VN007	11	1500	9	30000	14
R1COMM	VN007	12	 	15	 	15
R1COMM	VN007	13	3000	1	3000	1
R1COMM	VN007	14	2500	1	2500	1
R1COMM	VN007	15	 	15	 	15
R1COMM	VN007	16	 	15	 	15
R1COMM	VN007	17	1200	14	1200	14
R1COMM	VN007	18	50000	4	50000	4
R1COMM	VN007	19	7500	1	7500	1
R1COMM	VN007	20	7000	1	6500	1
R1COMM	VN007	21	 	15	 	15
R1COMM	VN007	22	1000	3	1000	14
R1COMM	VN007	23	 	15	 	15
R1COMM	VN007	24	11000	1	11000	1
R1COMM	VN007	25	4400	1	4500	1
R1COMM	VN007	26	500	1	500	1
R1COMM	VN007	27	1000	1	1000	1
R1COMM	VN007	28	 	15	 	15
R1COMM	VN007	29	 	15	 	15
R1COMM	VN007	30	3500	14	3500	14
R1COMM	VN007	31	35000	14	35000	14
R1COMM	VN007	32	24000	3	22000	14
R1COMM	VN007	33	800	14	800	14
R1COMM	VN007	34	2000	14	2000	14
R1COMM	VN007	35	2000	14	1750	14
R1COMM	VN008	1	 	15	 	15
R1COMM	VN008	2	 	15	 	15
R1COMM	VN008	3	 	15	 	15
R1COMM	VN008	4	 	15	 	15
R1COMM	VN008	5	 	15	 	15
R1COMM	VN008	6	 	15	 	15
R1COMM	VN008	7	 	15	 	15
R1COMM	VN008	8	500	9	 	15
R1COMM	VN008	9	20000	9	20000	14
R1COMM	VN008	10	25000	9	25000	14
R1COMM	VN008	11	1000	9	1000	14
R1COMM	VN008	12	 	15	 	15
R1COMM	VN008	13	2800	1	2800	1
R1COMM	VN008	14	2500	1	2600	1
R1COMM	VN008	15	 	15	 	15
R1COMM	VN008	16	 	15	 	15
R1COMM	VN008	17	1200	14	1000	14
R1COMM	VN008	18	30000	1	26000	1
R1COMM	VN008	19	7500	1	7500	1
R1COMM	VN008	20	6000	1	6000	1
R1COMM	VN008	21	 	15	 	15
R1COMM	VN008	22	 	15	 	15
R1COMM	VN008	23	 	15	 	15
R1COMM	VN008	24	14500	1	14500	1
R1COMM	VN008	25	4300	1	4300	1
R1COMM	VN008	26	500	1	500	1
R1COMM	VN008	27	1000	1	1000	1
R1COMM	VN008	28	1000	9	 	15
R1COMM	VN008	29	1000	9	 	15
R1COMM	VN008	30	3000	14	3000	14
R1COMM	VN008	31	34000	14	34000	14
R1COMM	VN008	32	20000	14	22000	14
R1COMM	VN008	33	900	14	1000	14
R1COMM	VN008	34	1200	14	2000	14
R1COMM	VN008	35	2000	14	2000	14
R1COMM	VN009	1	 	15	 	15
R1COMM	VN009	2	 	15	 	15
R1COMM	VN009	3	15000	14	15000	14
R1COMM	VN009	4	16000	14	16000	14
R1COMM	VN009	5	 	15	 	15
R1COMM	VN009	6	 	15	 	15
R1COMM	VN009	7	 	15	 	15
R1COMM	VN009	8	1000	9	1000	9
R1COMM	VN009	9	 	15	 	15
R1COMM	VN009	10	32000	9	32000	9
R1COMM	VN009	11	1500	9	1500	9
R1COMM	VN009	12	2300	1	2300	1
R1COMM	VN009	13	2900	1	2800	1
R1COMM	VN009	14	2400	1	2300	1
R1COMM	VN009	15	 	15	 	1
R1COMM	VN009	16	 	15	 	15
R1COMM	VN009	17	 	15	 	15
R1COMM	VN009	18	30000	1	30000	14
R1COMM	VN009	19	7200	1	7500	1
R1COMM	VN009	20	5200	1	6400	1
R1COMM	VN009	21	12500	14	12500	14
R1COMM	VN009	22	800	1	1000	14
R1COMM	VN009	23	 	15	 	15
R1COMM	VN009	24	12500	1	12500	1
R1COMM	VN009	25	4000	1	4400	1
R1COMM	VN009	26	500	1	500	1
R1COMM	VN009	27	800	1	1000	1
R1COMM	VN009	28	1000	9	1000	9
R1COMM	VN009	29	1000	9	1000	9
R1COMM	VN009	30	3200	14	3300	14
R1COMM	VN009	31	35000	14	35000	14
R1COMM	VN009	32	25000	14	25000	14
R1COMM	VN009	33	1200	14	1000	14
R1COMM	VN009	34	1200	14	2000	14
R1COMM	VN009	35	2000	14	2000	14
R1COMM	VN010	1	 	15	 	15
R1COMM	VN010	2	11000	1	11000	1
R1COMM	VN010	3	17000	14	18000	14
R1COMM	VN010	4	17000	14	18000	14
R1COMM	VN010	5	60000	1	55000	1
R1COMM	VN010	6	 	15	 	15
R1COMM	VN010	7	 	15	 	15
R1COMM	VN010	8	1000	9	1000	9
R1COMM	VN010	9	20000	9	20000	9
R1COMM	VN010	10	70000	9	70000	9
R1COMM	VN010	11	1500	9	1500	9
R1COMM	VN010	12	2300	1	2300	1
R1COMM	VN010	13	2800	1	2900	1
R1COMM	VN010	14	2400	1	2500	1
R1COMM	VN010	15	 	15	 	15
R1COMM	VN010	16	 	15	 	15
R1COMM	VN010	17	 	15	 	15
R1COMM	VN010	18	40000	1	40000	1
R1COMM	VN010	19	7500	1	7500	1
R1COMM	VN010	20	5500	1	5500	1
R1COMM	VN010	21	13800	1	13800	1
R1COMM	VN010	22	1000	14	1000	14
R1COMM	VN010	23	 	15	 	15
R1COMM	VN010	24	125000	1	12500	1
R1COMM	VN010	25	4500	1	4400	1
R1COMM	VN010	26	500	1	500	1
R1COMM	VN010	27	1000	1	1000	1
R1COMM	VN010	28	600	9	600	9
R1COMM	VN010	29	1000	9	1000	9
R1COMM	VN010	30	3200	1	3200	1
R1COMM	VN010	31	35000	14	35000	14
R1COMM	VN010	32	18000	14	17000	14
R1COMM	VN010	33	800	14	1000	14
R1COMM	VN010	34	1200	14	2000	14
R1COMM	VN010	35	2000	14	2000	14
R1COMM	VN011	1	 	15	 	15
R1COMM	VN011	2	11000	1	0	15
R1COMM	VN011	3	12500	1	0	15
R1COMM	VN011	4	12500	1	0	15
R1COMM	VN011	5	65000	1	0	15
R1COMM	VN011	6	 	15	 	15
R1COMM	VN011	7	 	15	 	15
R1COMM	VN011	8	1000	1	1000	1
R1COMM	VN011	9	20000	1	20000	1
R1COMM	VN011	10	50000	1	50000	1
R1COMM	VN011	11	2400	1	2400	1
R1COMM	VN011	12	2400	1	2400	1
R1COMM	VN011	13	3000	1	3000	1
R1COMM	VN011	14	2300	1	2300	1
R1COMM	VN011	15	 	15	 	15
R1COMM	VN011	16	 	15	 	15
R1COMM	VN011	17	1000	14	1000	15
R1COMM	VN011	18	50000	14	50000	1
R1COMM	VN011	19	7500	14	7500	1
R1COMM	VN011	20	6000	14	6000	1
R1COMM	VN011	21	 	15	 	15
R1COMM	VN011	22	1500	14	1500	14
R1COMM	VN011	23	 	15	 	15
R1COMM	VN011	24	15000	14	14500	1
R1COMM	VN011	25	4500	14	4200	1
R1COMM	VN011	26	500	1	500	1
R1COMM	VN011	27	1000	1	1000	1
R1COMM	VN011	28	1000	1	1000	1
R1COMM	VN011	29	 	15	 	15
R1COMM	VN011	30	3000	14	3000	14
R1COMM	VN011	31	33000	14	35000	14
R1COMM	VN011	32	19000	14	20000	14
R1COMM	VN011	33	800	14	1000	14
R1COMM	VN011	34	1200	14	2000	14
R1COMM	VN011	35	2500	14	2200	14
R1COMM	VN012	1	 	15	 	15
R1COMM	VN012	2	 	15	 	15
R1COMM	VN012	3	14000	14	 	15
R1COMM	VN012	4	14000	14	 	15
R1COMM	VN012	5	50000	1	 	15
R1COMM	VN012	6	 	15	 	15
R1COMM	VN012	7	15000	14	 	15
R1COMM	VN012	8	1000	9	1000	9
R1COMM	VN012	9	20000	14	20000	9
R1COMM	VN012	10	60000	14	60000	9
R1COMM	VN012	11	18000	14	18000	9
R1COMM	VN012	12	2500	1	3000	1
R1COMM	VN012	13	3000	1	3000	1
R1COMM	VN012	14	2500	1	2500	1
R1COMM	VN012	15	 	15	 	15
R1COMM	VN012	16	 	15	 	15
R1COMM	VN012	17	 	15	 	15
R1COMM	VN012	18	45000	4	45000	1
R1COMM	VN012	19	7500	1	7500	14
R1COMM	VN012	20	6000	1	5600	14
R1COMM	VN012	21	14000	1	14000	14
R1COMM	VN012	22	1000	14	1000	14
R1COMM	VN012	23	 	15	 	15
R1COMM	VN012	24	12000	1	11000	14
R1COMM	VN012	25	4200	1	4200	1
R1COMM	VN012	26	500	1	500	1
R1COMM	VN012	27	1000	14	1000	1
R1COMM	VN012	28	1000	9	1000	1
R1COMM	VN012	29	 	15	 	15
R1COMM	VN012	30	3000	14	3000	14
R1COMM	VN012	31	36000	14	37000	14
R1COMM	VN012	32	25000	14	24000	14
R1COMM	VN012	33	800	14	800	14
R1COMM	VN012	34	1200	14	2000	14
R1COMM	VN012	35	2000	14	2000	14
R1COMM	VN013	1	 	15	 	15
R1COMM	VN013	2	 	15	 	15
R1COMM	VN013	3	12000	14	12000	14
R1COMM	VN013	4	12000	14	12000	14
R1COMM	VN013	5	45000	1	 	15
R1COMM	VN013	6	 	15	 	15
R1COMM	VN013	7	 	15	 	15
R1COMM	VN013	8	1000	9	1000	9
R1COMM	VN013	9	20000	9	20000	9
R1COMM	VN013	10	70000	9	70000	9
R1COMM	VN013	11	1000	9	1000	9
R1COMM	VN013	12	2500	1	2500	1
R1COMM	VN013	13	2900	1	3000	1
R1COMM	VN013	14	2600	1	2600	1
R1COMM	VN013	15	 	15	 	15
R1COMM	VN013	16	 	15	 	15
R1COMM	VN013	17	1200	14	1200	14
R1COMM	VN013	18	40000	1	40000	1
R1COMM	VN013	19	7300	1	7500	1
R1COMM	VN013	20	5500	1	5800	1
R1COMM	VN013	21	 	15	 	15
R1COMM	VN013	22	1000	14	1000	14
R1COMM	VN013	23	 	15	 	15
R1COMM	VN013	24	14000	1	15000	1
R1COMM	VN013	25	4300	1	4400	1
R1COMM	VN013	26	500	1	500	1
R1COMM	VN013	27	1000	1	1000	1
R1COMM	VN013	28	600	9	600	9
R1COMM	VN013	29	1000	9	1000	9
R1COMM	VN013	30	2800	1	3000	1
R1COMM	VN013	31	35000	14	35000	14
R1COMM	VN013	32	22000	14	20000	14
R1COMM	VN013	33	1000	14	1200	14
R1COMM	VN013	34	1200	14	2000	14
R1COMM	VN013	35	2000	14	2000	14
R1COMM	VN014	1	 	15	 	15
R1COMM	VN014	2	 	15	 	15
R1COMM	VN014	3	25000	14	25000	14
R1COMM	VN014	4	25000	14	25000	14
R1COMM	VN014	5	47000	1	50000	1
R1COMM	VN014	6	 	15	 	15
R1COMM	VN014	7	14000	14	14000	14
R1COMM	VN014	8	1000	9	1000	9
R1COMM	VN014	9	25000	9	25000	9
R1COMM	VN014	10	80000	9	80000	9
R1COMM	VN014	11	3600	9	3600	9
R1COMM	VN014	12	2400	1	2400	1
R1COMM	VN014	13	2600	1	2600	1
R1COMM	VN014	14	2400	1	2400	1
R1COMM	VN014	15	 	15	 	15
R1COMM	VN014	16	 	15	 	15
R1COMM	VN014	17	 	15	 	15
R1COMM	VN014	18	40000	1	40000	1
R1COMM	VN014	19	7500	1	7500	1
R1COMM	VN014	20	6500	1	7000	1
R1COMM	VN014	21	12500	1	12500	1
R1COMM	VN014	22	1000	1	1000	14
R1COMM	VN014	23	 	15	 	15
R1COMM	VN014	24	12500	1	12500	1
R1COMM	VN014	25	4400	1	4400	1
R1COMM	VN014	26	500	1	500	1
R1COMM	VN014	27	1000	1	1000	1
R1COMM	VN014	28	1000	9	1000	9
R1COMM	VN014	29	1000	9	1000	9
R1COMM	VN014	30	3100	1	3200	1
R1COMM	VN014	31	32000	14	32000	14
R1COMM	VN014	32	20000	14	20000	14
R1COMM	VN014	33	1000	14	1000	14
R1COMM	VN014	34	1200	14	2000	14
R1COMM	VN014	35	2500	14	2500	14
R1COMM	VN015	1	 	1	 	15
R1COMM	VN015	2	 	15	 	15
R1COMM	VN015	3	 	15	 	15
R1COMM	VN015	4	 	15	 	15
R1COMM	VN015	5	 	15	 	15
R1COMM	VN015	6	 	15	 	15
R1COMM	VN015	7	 	15	 	15
R1COMM	VN015	8	 	15	 	15
R1COMM	VN015	9	 	15	 	15
R1COMM	VN015	10	 	15	 	15
R1COMM	VN015	11	 	15	 	15
R1COMM	VN015	12	1200	11	 	 
R1COMM	VN015	13	1250	11	 	 
R1COMM	VN015	14	 	15	 	15
R1COMM	VN015	15	16000	11	 	 
R1COMM	VN015	16	13000	14	15000	14
R1COMM	VN015	17	 	15	 	15
R1COMM	VN015	18	 	15	 	15
R1COMM	VN015	19	10000	14	8000	14
R1COMM	VN015	20	10000	14	8000	14
R1COMM	VN015	21	16000	14	14000	14
R1COMM	VN015	22	1500	14	1500	14
R1COMM	VN015	23	 	15	 	15
R1COMM	VN015	24	9000	14	10000	14
R1COMM	VN015	25	2100	14	2100	14
R1COMM	VN015	26	 	15	 	15
R1COMM	VN015	27	 	15	 	15
R1COMM	VN015	28	 	15	 	15
R1COMM	VN015	29	 	15	 	15
R1COMM	VN015	30	3500	14	3500	14
R1COMM	VN015	31	30000	14	30000	14
R1COMM	VN015	32	28000	14	 	 
R1COMM	VN015	33	1000	14	 	 
R1COMM	VN015	34	 	15	 	15
R1COMM	VN015	35	 	15	 	15
R1COMM	VN016	1	800	1	800	14
R1COMM	VN016	2	8000	1	8000	14
R1COMM	VN016	3	12000	1	12000	14
R1COMM	VN016	4	12000	1	12000	14
R1COMM	VN016	5	81000	11	 	 
R1COMM	VN016	6	8000	14	 	 
R1COMM	VN016	7	 	15	 	15
R1COMM	VN016	8	1000	10	 	 
R1COMM	VN016	9	 	15	 	15
R1COMM	VN016	10	25000	10	 	 
R1COMM	VN016	11	 	15	 	15
R1COMM	VN016	12	2500	11	2500	14
R1COMM	VN016	13	1250	11	1200	14
R1COMM	VN016	14	2500	11	2300	14
R1COMM	VN016	15	18000	11	 	 
R1COMM	VN016	16	1800	1	1800	14
R1COMM	VN016	17	1100	14	 	 
R1COMM	VN016	18	 	15	 	15
R1COMM	VN016	19	7000	1	7000	14
R1COMM	VN016	20	6500	1	6500	14
R1COMM	VN016	21	15000	1	15000	14
R1COMM	VN016	22	900	8	1000	1
R1COMM	VN016	23	2000	1	 	 
R1COMM	VN016	24	15000	1	15000	14
R1COMM	VN016	25	4100	8	4200	14
R1COMM	VN016	26	1000	1	 	 
R1COMM	VN016	27	1000	1	 	 
R1COMM	VN016	28	 	15	 	15
R1COMM	VN016	29	 	15	 	15
R1COMM	VN016	30	2500	1	2500	14
R1COMM	VN016	31	25000	14	 	 
R1COMM	VN016	32	22000	14	22000	14
R1COMM	VN016	33	1000	1	1000	14
R1COMM	VN016	34	1200	11	 	 
R1COMM	VN016	35	 	15	 	15
R1COMM	VN017	1	1300	1	1300	1
R1COMM	VN017	2	5000	1	5000	1
R1COMM	VN017	3	15000	1	17000	1
R1COMM	VN017	4	15000	1	17000	1
R1COMM	VN017	5	 	15	 	15
R1COMM	VN017	6	10000	1	9000	1
R1COMM	VN017	7	 	15	 	15
R1COMM	VN017	8	0	10	500	9
R1COMM	VN017	9	0	10	600	9
R1COMM	VN017	10	0	10	1000	9
R1COMM	VN017	11	0	10	0	15
R1COMM	VN017	12	 	15	 	15
R1COMM	VN017	13	1300	1	 	 
R1COMM	VN017	14	2500	1	 	 
R1COMM	VN017	15	13000	1	 	 
R1COMM	VN017	16	2000	1	 	 
R1COMM	VN017	17	1000	1	 	 
R1COMM	VN017	18	 	15	 	15
R1COMM	VN017	19	7000	1	 	 
R1COMM	VN017	20	5500	1	 	 
R1COMM	VN017	21	13000	1	 	 
R1COMM	VN017	22	1000	1	 	 
R1COMM	VN017	23	2000	1	 	 
R1COMM	VN017	24	12000	1	 	 
R1COMM	VN017	25	4100	1	 	 
R1COMM	VN017	26	500	1	500	1
R1COMM	VN017	27	1000	1	1000	1
R1COMM	VN017	28	450	9	0	10
R1COMM	VN017	29	 	15	 	10
R1COMM	VN017	30	3000	1	 	 
R1COMM	VN017	31	25000	6	25000	4
R1COMM	VN017	32	25000	1	25000	1
R1COMM	VN017	33	1000	3	1000	1
R1COMM	VN017	34	1200	14	2000	14
R1COMM	VN017	35	 	15	 	15
R1COMM	VN018	1	1300	1	 	 
R1COMM	VN018	2	5500	1	 	 
R1COMM	VN018	3	18000	1	 	 
R1COMM	VN018	4	18000	1	 	 
R1COMM	VN018	5	 	15	 	15
R1COMM	VN018	6	10000	1	 	 
R1COMM	VN018	7	 	15	 	15
R1COMM	VN018	8	0	10	 	 
R1COMM	VN018	9	0	10	 	 
R1COMM	VN018	10	0	10	 	 
R1COMM	VN018	11	0	10	 	 
R1COMM	VN018	12	 	15	 	15
R1COMM	VN018	13	1300	1	 	 
R1COMM	VN018	14	2500	1	 	 
R1COMM	VN018	15	15000	1	 	 
R1COMM	VN018	16	2000	1	 	 
R1COMM	VN018	17	1000	1	 	 
R1COMM	VN018	18	 	15	 	15
R1COMM	VN018	19	7000	1	 	 
R1COMM	VN018	20	6000	1	 	 
R1COMM	VN018	21	13000	1	 	 
R1COMM	VN018	22	1000	1	 	 
R1COMM	VN018	23	2000	1	 	 
R1COMM	VN018	24	12500	1	 	 
R1COMM	VN018	25	4100	1	 	 
R1COMM	VN018	26	500	1	 	 
R1COMM	VN018	27	1000	1	 	 
R1COMM	VN018	28	0	10	 	 
R1COMM	VN018	29	0	10	 	 
R1COMM	VN018	30	3000	1	 	 
R1COMM	VN018	31	25000	4	 	 
R1COMM	VN018	32	25000	4	 	 
R1COMM	VN018	33	1000	1	 	 
R1COMM	VN018	34	1200	14	 	 
R1COMM	VN018	35	 	15	 	15
R1COMM	VN019	1	1300	1	 	 
R1COMM	VN019	2	7000	1	 	 
R1COMM	VN019	3	15000	1	 	 
R1COMM	VN019	4	15000	1	 	 
R1COMM	VN019	5	 	15	 	15
R1COMM	VN019	6	9000	1	 	 
R1COMM	VN019	7	 	15	 	15
R1COMM	VN019	8	 	15	 	15
R1COMM	VN019	9	1000	14	 	 
R1COMM	VN019	10	3500	14	 	 
R1COMM	VN019	11	6000	14	 	 
R1COMM	VN019	12	2300	11	 	 
R1COMM	VN019	13	1300	11	 	 
R1COMM	VN019	14	2500	11	 	 
R1COMM	VN019	15	16000	12	 	 
R1COMM	VN019	16	1800	1	 	 
R1COMM	VN019	17	 	15	 	15
R1COMM	VN019	18	 	15	 	15
R1COMM	VN019	19	7500	1	 	 
R1COMM	VN019	20	6500	1	 	 
R1COMM	VN019	21	18000	1	 	 
R1COMM	VN019	22	1000	1	 	 
R1COMM	VN019	23	2000	1	 	 
R1COMM	VN019	24	14500	1	 	 
R1COMM	VN019	25	4100	1	 	 
R1COMM	VN019	26	500	1	 	 
R1COMM	VN019	27	1500	1	 	 
R1COMM	VN019	28	 	15	 	15
R1COMM	VN019	29	 	15	 	15
