childid	donfdid	dontypr3	donrcvr3	donamtr3	donmsrr3	donprcr3	prcmsrr3
PE181007	3	10	220	1	8	.5	8
PE181007	4	9	220	1	7	.200000002980232	7
PE181008	1	1	12	5	1	1.70000004768372	1
PE181008	2	9	200	1	7	.5	7
PE181008	3	10	200	1	8	1	8
PE181010	1	1	150	1	8	.5	8
PE181010	2	9	150	1	7	.300000011920929	7
PE181010	3	1	12	2	1	1.5	1
PE181010	4	10	270	2	9	1	9
PE181011	1	9	170	3	7	.100000001490116	7
PE181011	2	1	170	3	8	.5	8
PE181012	1	1	12	4	1	2.5	1
PE181012	2	4	12	3	2	3	2
PE181012	3	8	4	5	2	2.5	2
PE181012	4	6	4	3	2	1.5	2
PE181012	5	6	4	4	2	2	2
PE181012	6	5	4	1	1	6	1
PE181012	7	9	180	1	7	.5	7
PE181013	1	4	12	3	2	1	2
PE181013	2	9	170	3	7	.300000011920929	7
PE181013	3	1	170	3	8	.5	8
PE181013	4	1	12	3	1	1.5	1
PE181014	1	1	12	1	1	1.5	1
PE181014	2	4	9	3	2	1.5	2
PE181014	3	10	144	1	8	.300000011920929	8
PE181014	4	9	144	1	7	.300000011920929	7
PE181015	1	9	140	1	7	.200000002980232	7
PE181015	2	1	140	1	8	1	8
PE181016	1	1	12	5	1	1.70000004768372	1
PE181016	2	4	12	3	2	4	2
PE181016	3	5	2	1	1	6.5	1
PE181016	4	6	2	2	2	3	2
PE181016	5	8	2	2	2	3	2
PE181016	6	9	200	1	7	1	7
PE181016	7	10	200	1	8	1	8
PE181017	1	1	12	9	1	1.5	1
PE181017	2	9	180	2	7	.5	7
PE181017	3	1	180	2	8	.5	8
PE181017	4	10	180	1	5	4.5	5
PE181018	1	1	145	1	8	.5	8
PE181018	2	9	145	1	7	.200000002980232	7
PE181019	1	1	170	1	8	1	8
PE181019	2	9	170	1	7	.200000002980232	7
PE181019	3	1	12	5	1	1.39999997615814	1
PE181019	4	4	12	3	2	2	2
PE181019	5	8	12	2	2	2.5	2
PE181019	6	5	12	.25	1	6	1
PE181019	7	10	190	3	5	2	5
PE181020	1	9	140	1	7	.200000002980232	7
PE181020	2	1	140	1	8	2	8
PE181021	1	1	12	5	1	1.5	1
PE181021	2	9	180	1	7	.300000011920929	7
PE181021	3	1	180	1	8	.5	8
PE181021	4	10	180	2	9	5	9
PE181022	1	10	180	1	9	2.5	9
PE181022	2	9	180	2	7	.200000002980232	7
PE181022	3	1	180	2	8	.5	8
PE181023	1	1	12	10	1	1.39999997615814	1
PE181023	2	9	220	3	7	.200000002980232	7
PE181023	3	1	220	3	8	.5	8
PE181023	4	10	220	2	9	1	9
PE181024	1	1	12	2	1	1.39999997615814	1
PE181024	2	1	360	2	8	.5	8
PE181024	3	9	360	2	7	.200000002980232	7
PE181025	1	1	220	1	8	.5	8
PE181025	2	9	220	1	7	.200000002980232	7
PE181027	1	4	6	3	2	2	2
PE181027	2	1	140	1	8	1	8
PE181027	3	9	140	1	7	.200000002980232	7
PE181029	1	9	180	1	7	.5	7
PE181029	2	1	180	1	8	.5	8
PE181030	1	9	200	1	7	.800000011920929	7
PE181030	2	10	200	1	8	1	8
PE181031	1	1	12	8	1	1.5	1
PE181031	2	1	170	1	8	.5	8
PE181031	3	9	170	1	7	.200000002980232	7
PE181031	4	4	12	3	2	2	2
PE181031	5	8	12	2	2	2.5	2
PE181031	6	5	12	.25	1	6	1
PE181031	7	10	300	2	5	1	5
PE181033	1	1	12	5	1	1.39999997615814	1
PE181033	2	9	220	1	7	.200000002980232	7
PE181033	3	1	220	1	8	.5	8
PE181033	4	10	220	1	9	1	9
PE181034	1	9	100	2	7	.300000011920929	7
PE181034	2	1	100	2	8	.5	8
PE181036	1	4	3	3	2	3	2
PE181036	2	5	4	1	1	5.5	1
PE181036	3	6	4	1	3	2	3
PE181036	4	8	4	2	2	2.79999995231628	2
PE181036	5	9	170	1	7	.800000011920929	7
PE181036	6	10	170	1	8	1	8
PE181038	1	4	12	3	2	1.5	2
PE181038	2	1	140	1	8	1	8
PE181038	3	9	140	1	7	.5	7
PE181039	1	1	12	5	1	1.5	1
PE181039	2	1	220	1	8	.5	8
PE181039	3	9	220	1	7	.200000002980232	7
PE181040	1	1	12	5	1	1.5	1
PE181040	2	9	100	2	7	.200000002980232	7
PE181041	1	1	12	5	1	1.39999997615814	1
PE181043	1	9	170	3	7	.5	7
PE181043	2	1	170	3	3	1	3
PE181044	1	4	12	3	2	4	2
PE181044	2	5	12	1	1	5	1
PE181044	3	6	12	1	4	2	4
PE181044	4	8	12	2	2	2	2
PE181044	5	1	12	5	1	1.5	1
PE181044	6	9	100	4	7	.200000002980232	7
PE181044	7	7	6	3	6	2.5	6
PE181045	1	1	12	15	1	1.5	1
PE181045	2	8	7	3	2	3.5	2
PE181045	3	4	7	3	2	3	2
PE181045	4	6	7	2	2	5	2
PE181046	1	1	170	3	8	.5	8
PE181046	2	9	170	3	7	.300000011920929	7
PE181046	3	1	12	5	1	1.5	1
PE181046	4	4	12	3	2	2	2
PE181046	5	8	12	2	2	2	2
PE181046	6	5	12	.25	1	6	1
PE181046	7	10	160	1	5	2	5
PE181047	1	9	170	3	7	.5	7
PE181047	2	1	170	3	8	.5	8
PE181047	3	5	12	1	1	5	1
PE181047	4	8	12	2	2	2	2
PE181047	5	4	12	3	2	3	2
PE181047	6	10	170	1	9	2	9
PE181048	1	1	12	4	1	1.5	1
PE181049	1	1	12	5	1	1.5	1
PE181049	2	4	12	3	2	2	2
PE181049	3	5	12	1	1	6	1
PE181049	4	6	12	4	4	2	4
PE181049	5	8	12	2	2	2.5	2
PE181050	1	1	12	10	1	1.39999997615814	1
PE181050	2	4	1	3	2	10	2
PE181050	3	5	1	1.25	1	6	1
PE181050	4	8	2	2	2	2.5	2
PE181050	5	1	360	2	8	.5	8
PE181050	6	9	360	2	7	.5	7
PE181051	1	1	12	2	1	1.5	1
PE181051	2	9	170	1	7	.200000002980232	7
PE181051	3	1	170	1	8	.5	8
PE181051	4	4	12	3	2	2	2
PE181051	5	8	12	2	2	2.5	2
PE181051	6	5	12	1	1	6	1
PE181051	7	10	200	2	5	1	5
PE181052	1	1	340	2	8	.5	8
PE181052	2	9	340	2	7	.300000011920929	7
PE181052	3	1	12	5	1	1.5	1
PE181052	4	10	180	1	5	2	5
PE181053	1	9	340	2	7	.400000005960464	7
PE181053	2	1	340	2	8	1	8
PE181053	3	10	340	2	9	2.5	9
PE181053	4	8	8	2	2	2.5	2
PE181053	5	4	8	3	2	2	2
PE181053	6	5	8	1	1	5.5	1
PE181054	1	1	12	12	1	1.5	1
PE181054	2	9	160	1	7	.699999988079071	7
PE181054	3	10	160	1	8	1	8
PE181054	4	5	12	1	1	6.5	1
PE181054	5	6	12	2	2	3	2
PE181054	6	8	12	2	2	3	2
PE181055	1	1	12	5	1	1.39999997615814	1
PE181055	2	9	220	1	7	.200000002980232	7
PE181055	3	1	220	1	8	.5	8
PE181056	1	1	12	10	1	1.5	1
PE181056	2	9	160	1	7	1	7
PE181056	3	1	160	1	8	1	8
PE181056	4	4	12	3	2	3	2
PE181056	5	5	12	1	1	6.5	1
PE181056	6	8	12	2	2	2.5	2
PE181056	7	6	12	2	2	3	2
PE181057	1	9	145	1	7	.200000002980232	7
PE181057	2	1	145	1	8	1	8
PE181057	3	4	4	3	2	2	2
PE181059	1	1	12	5	1	1.29999995231628	1
PE181059	2	9	180	1	7	.200000002980232	7
PE181059	3	1	180	1	8	.5	8
PE181059	4	10	240	2	9	5	9
PE181060	1	1	12	10	1	1.5	1
PE181060	2	9	140	2	7	.200000002980232	7
PE181061	1	4	1	3	2	5	2
PE181061	2	10	101	1	8	1	8
PE181061	3	9	101	1	7	.200000002980232	7
PE181062	1	9	170	1	7	.5	7
PE181062	2	10	170	1	8	1	8
PE181063	1	1	12	5	1	1.89999997615814	1
PE181064	1	10	180	2	8	.5	8
PE181064	2	9	180	2	7	.200000002980232	7
PE181065	1	1	12	10	1	1.5	1
PE181065	2	10	180	1	9	.5	9
PE181065	3	9	180	1	7	.100000001490116	7
PE181065	4	5	2	1	1	6.5	1
PE181065	5	8	2	2	2	2.5	2
PE181065	6	6	2	1	4	2	4
PE181065	7	4	12	3	2	3	2
PE181066	1	1	12	5	1	1.5	1
PE181066	2	4	5	3	2	3	2
PE181066	3	9	160	1	7	.5	7
PE181066	4	10	160	1	8	1	8
PE181067	1	1	160	1	3	1	3
PE181067	2	9	160	1	7	.200000002980232	7
PE181068	1	1	180	1	8	.5	8
PE181068	2	9	180	2	7	.200000002980232	7
PE181069	1	9	142	1	7	.200000002980232	7
PE181069	2	10	142	1	8	1	8
PE181070	1	9	216	1	7	.100000001490116	7
PE181070	2	1	216	1	3	.5	3
PE181072	1	1	12	1	1	1.5	1
PE181072	2	9	180	2	7	.200000002980232	7
PE181073	1	1	12	5	1	1.39999997615814	1
PE181073	2	1	170	3	8	.5	8
PE181073	3	9	170	3	7	.200000002980232	7
PE181073	4	10	170	1	5	1.5	5
PE181073	5	8	12	2	2	2	2
PE181073	6	5	12	1	1	5	1
PE181073	7	7	12	3	6	1.79999995231628	6
PE181074	1	1	148	1	8	1	8
PE181074	2	9	148	1	7	.5	7
PE181075	1	9	170	1	7	.5	7
PE181075	2	1	12	5	1	1.5	1
PE181075	3	5	10	1	1	5	1
PE181075	4	8	10	2	2	3	2
PE181076	1	1	110	2	8	.5	8
PE181076	2	9	110	2	7	.300000011920929	7
PE181077	1	1	12	10	1	1	1
PE181077	2	9	360	2	7	.5	7
PE181077	3	10	360	2	8	.5	8
PE181077	4	5	6	1	1	5.5	1
PE181077	5	8	6	4	2	2	2
PE181078	1	1	12	5	1	1.5	1
PE181078	2	5	6	1	1	6.5	1
PE181078	3	8	6	1	2	2.5	2
PE181078	4	4	6	2	2	3	2
PE181079	1	1	148	1	8	1.5	8
PE181079	2	9	148	1	7	.200000002980232	7
PE181080	1	1	140	1	8	1	8
PE181080	2	9	140	1	7	.5	7
PE181080	3	1	12	8	1	1.70000004768372	1
PE181080	4	10	140	1	5	1.5	5
PE181081	1	1	12	2	1	1	1
PE181081	2	9	180	1	7	.200000002980232	7
PE181081	3	10	180	1	8	.5	8
PE181081	4	10	180	1	9	1.5	9
PE181082	1	1	9	6	2	2.5	2
PE181083	1	4	12	3	2	2	2
PE181083	2	1	148	1	8	1	8
PE181083	3	9	148	1	7	.200000002980232	7
PE181084	1	4	12	1	2	 	2
PE181084	2	8	12	1	2	2	2
PE181084	3	6	12	1	2	 	2
PE181084	4	9	145	1	7	.200000002980232	7
PE181084	5	1	146	1	8	 	8
PE181086	1	1	12	5	1	1.5	1
PE181086	2	1	140	1	8	1	8
PE181086	3	9	140	1	7	.200000002980232	7
PE181086	4	10	160	1	5	2	5
PE181087	1	9	240	2	7	.200000002980232	7
PE181087	2	1	240	2	8	.400000005960464	8
PE181087	3	1	12	3	1	2	1
PE181088	1	1	12	5	1	1.5	1
PE181088	2	9	180	3	7	.200000002980232	7
PE181088	3	10	180	3	8	.5	8
PE181088	4	10	160	1	9	2	9
PE181089	1	1	12	5	1	1.5	1
PE181089	2	9	180	3	7	.5	7
PE181089	3	1	180	3	8	.5	8
PE181089	4	10	144	2	9	3	9
PE181090	1	9	180	3	7	.5	7
PE181090	2	1	180	3	8	.5	8
PE181091	1	9	240	2	7	.200000002980232	7
PE181091	2	1	240	2	8	.5	8
PE181091	3	1	12	5	1	1.5	1
PE181092	1	1	12	10	1	1.5	1
PE181093	1	9	180	2	7	.5	7
PE181093	2	1	180	2	8	.5	8
PE181094	1	1	11	10	1	1.5	1
PE181094	2	8	3	4	2	3.5	2
PE181094	3	4	3	3	2	3	2
PE181094	4	7	3	3	6	2	6
PE181094	5	9	180	2	7	.5	7
PE181094	6	1	180	2	8	.5	8
PE181095	1	1	170	1	8	.5	8
PE181095	2	9	170	1	7	.200000002980232	7
PE181096	1	1	340	2	8	1	8
PE181096	2	9	340	2	7	.5	7
PE181096	3	4	12	3	2	2	2
PE181096	4	10	180	1	5	1.5	5
PE181097	1	9	280	1	7	.100000001490116	7
PE181097	2	1	280	1	8	1	8
PE181098	1	9	180	1	7	.800000011920929	7
PE181098	2	1	180	1	8	1	8
PE181098	3	10	180	1	5	2	5
PE181099	1	9	240	2	7	.300000011920929	7
PE181099	2	1	240	2	8	.5	8
PE181100	1	1	12	5	1	1.29999995231628	1
PE181100	2	9	145	1	7	.200000002980232	7
PE181100	3	10	145	1	8	.5	8
PE181101	1	1	220	1	8	.5	8
PE181101	2	9	220	1	7	.200000002980232	7
PE181101	3	1	12	5	1	1.39999997615814	1
PE181102	1	9	360	1	7	.5	7
PE181102	2	1	360	1	8	1	8
PE181102	3	10	220	1	5	2.5	5
PE181103	1	1	12	5	1	1.39999997615814	1
PE181103	2	9	220	2	7	.200000002980232	7
PE181103	3	1	220	2	8	1.39999997615814	8
PE181104	1	1	12	5	1	1.5	1
PE181104	2	1	140	2	8	.300000011920929	8
PE181104	3	9	140	2	7	.5	7
PE181105	1	9	180	1	7	.100000001490116	7
PE181105	2	10	180	1	8	1	8
PE181105	3	5	12	1	1	6	1
PE181105	4	6	12	1	3	3	3
PE181105	5	8	12	2	2	2	2
PE181105	6	1	12	5	1	1.5	1
PE191003	1	4	4	6	2	2	2
PE191003	2	8	4	4	2	3	2
PE191003	3	5	4	2	1	5	1
PE191016	1	8	12	3	2	4	2
PE191016	2	10	315	4	5	4	5
PE191019	1	9	170	1	7	.200000002980232	7
PE191019	2	10	170	1	8	.5	8
PE191019	3	1	12	2	2	2	2
PE191021	1	1	12	1	2	2	2
PE191023	1	1	170	1	8	.5	8
PE191027	1	1	200	1	8	.5	8
PE191027	2	9	200	1	7	.5	7
PE191028	1	1	12	2	6	2.70000004768372	6
PE191028	2	1	12	2	1	2	1
PE191028	3	1	200	1	8	.699999988079071	8
PE191028	4	9	200	1	7	.5	7
PE191028	5	5	4	1	1	7	1
PE191028	6	8	4	4	2	2	2
PE191028	7	6	4	1	4	2	4
PE191033	1	1	4	2	2	2	2
PE191033	2	9	132	1	7	.300000011920929	7
PE191033	3	10	132	1	8	.200000002980232	8
PE191034	1	1	12	1	1	2	1
PE191039	1	10	170	3	8	.5	8
PE191039	2	9	170	3	7	.200000002980232	7
PE191039	3	1	4	1	2	3	2
PE191043	1	4	12	2	2	5	2
PE191043	2	8	12	1	2	2	2
PE191043	3	5	12	1	1	1	1
PE191044	1	4	2	3	2	 	2
PE191044	2	5	1	1	1	6.5	1
PE191044	3	8	1	1	2	2.20000004768372	2
PE191044	4	6	2	1	4	2	4
PE191048	1	1	200	3	8	.5	8
PE191053	1	1	6	1	2	5	2
PE191053	2	1	60	1	8	.5	8
PE191053	3	9	60	1	7	.5	7
PE191055	1	1	80	1	8	.5	8
PE191055	2	9	80	1	7	.5	7
PE191056	1	8	5	1	2	3.5	2
PE191060	1	1	12	1	1	5	1
PE191065	1	10	170	1	8	.5	8
PE191065	2	9	150	1	7	.5	7
PE191068	1	8	12	1	2	2	2
PE191070	1	1	4	1	6	2	6
PE191072	1	1	4	2	2	3	2
PE191072	2	1	150	1	8	.5	8
PE191072	3	9	150	1	7	.5	7
PE191073	1	10	80	1	8	.5	8
PE191076	1	1	5	1	2	4	2
PE191077	1	1	12	1	2	 	2
PE191078	1	1	12	1	2	1.79999995231628	2
PE191078	2	10	220	1	8	.200000002980232	8
PE191078	3	9	220	1	7	.200000002980232	7
PE191079	1	2	4	3	2	3	2
PE191083	1	1	12	1	2	3	2
PE191085	1	1	2	8	6	2.59999990463257	6
PE191085	2	3	2	2	2	4	2
PE191088	1	1	12	10	6	2.5	6
PE191088	2	11	12	10	2	2.20000004768372	2
PE191088	3	5	12	5	1	 	1
PE191089	1	10	60	1	5	3	5
PE191091	1	1	200	1	8	.400000005960464	8
PE191091	2	9	200	1	7	.200000002980232	7
PE191092	1	1	12	1	2	1	2
PE191092	2	3	12	1	4	1	4
PE191092	3	1	12	2	6	2	6
PE191093	1	1	200	2	8	.5	8
PE191093	2	9	200	2	7	.200000002980232	7
PE191093	3	3	8	1	2	4	2
PE191096	1	1	170	1	8	.5	8
PE191096	2	9	170	1	7	.5	7
PE191098	1	1	12	2	2	3	2
PE191099	1	3	12	1	2	4	2
PE191100	1	1	12	1	2	5	2
PE191100	2	10	140	1	8	.5	8
PE191100	3	1	3	1	2	5	2
PE201003	1	10	200	2	8	.300000011920929	8
PE201003	2	9	200	2	7	.200000002980232	7
PE201004	1	9	170	1	7	.300000011920929	7
PE201004	2	1	170	1	3	.5	3
PE201007	1	1	5	4	6	2.5	6
PE201008	1	9	300	2	7	.200000002980232	7
PE201013	1	9	170	2	7	.100000001490116	7
PE201013	2	10	170	2	8	.5	8
PE201014	1	9	338	3	7	.200000002980232	7
PE201015	1	1	12	1	1	2.5	1
PE201015	2	3	12	3	2	4	2
PE201016	1	10	180	1	8	1	8
PE201016	2	10	180	1	9	2	9
PE201016	3	10	180	1	5	1	5
PE201018	1	1	4	5	6	2.5	6
PE201018	2	3	4	3	2	3	2
PE201018	3	11	4	1	4	.899999976158142	4
PE201022	1	1	12	5	6	2	6
PE201022	2	3	12	1	2	3	2
PE201022	3	9	360	2	7	.200000002980232	7
PE201022	4	1	360	2	8	1	8
PE201023	1	9	140	1	7	.200000002980232	7
PE201023	2	1	4	1	2	1.5	2
PE201023	3	3	4	2	2	3	2
PE201023	4	1	4	10	6	2	6
PE201024	1	1	6	4	6	2.5	6
PE201024	2	3	6	1	2	4	2
PE201024	3	11	6	1	2	1.5	2
PE201025	1	1	170	1	8	.5	8
PE201025	2	9	170	1	7	.300000011920929	7
PE201025	3	10	90	1	9	1.5	9
PE201027	1	1	8	2	6	2.5	6
PE201027	2	3	8	4	2	1.5	2
PE201029	1	10	200	3	8	.5	8
PE201029	2	9	200	3	7	.300000011920929	7
PE201035	1	3	4	2	2	2.5	2
PE201035	2	1	4	4	1	2.5	1
PE201037	1	3	6	3	2	2	2
PE201037	2	1	6	4	6	2	6
PE201039	1	9	150	1	7	.200000002980232	7
PE201039	2	1	1	1	2	1.5	2
PE201039	3	3	6	1	2	1.70000004768372	2
PE201039	4	1	6	4	6	2	6
PE201042	1	1	4	4	6	2.5	6
PE201042	2	3	4	2	2	6	2
PE201048	1	1	4	4	6	2	6
PE201048	2	3	4	1	2	2	2
PE201052	1	1	3	4	6	3	6
PE201052	2	3	3	2	2	2.5	2
PE201054	1	1	36	1	7	1.20000004768372	7
PE201054	2	9	36	1	7	.5	7
PE201061	1	1	160	1	8	.5	8
PE201061	2	9	160	1	7	.5	7
PE201072	1	1	12	4	3	1.79999995231628	3
PE201072	2	3	12	2	2	1.5	2
PE201072	3	9	200	1	7	.5	7
PE201075	1	15	3	12	2	1.25	2
PE201075	2	6	3	6	2	5	2
PE201075	3	6	3	6	2	5	2
PE201076	1	9	120	1	7	.200000002980232	7
PE201077	1	1	4	4	3	2.5	3
PE201077	2	3	4	4	2	2.5	2
PE201077	3	9	200	1	7	.300000011920929	7
PE201079	1	9	180	1	7	.200000002980232	7
PE201080	1	1	32	1	3	1	3
PE201080	2	9	32	1	7	.5	7
PE201083	1	1	60	1	8	.5	8
PE201083	2	9	20	1	7	.5	7
PE201083	3	10	10	1	9	2	9
PE201087	1	10	80	1	9	1.5	9
PE201090	1	1	70	1	8	.5	8
PE201090	2	9	70	1	7	.200000002980232	7
PE201092	1	3	6	4	2	5	2
PE201092	2	1	6	4	6	2.79999995231628	6
PE201094	1	1	4	6	6	2	6
PE201094	2	8	4	1	2	3	2
PE201096	1	1	2	8	6	2.5	6
PE201096	2	8	2	8	2	3	2
PE201096	3	1	280	3	8	.5	8
PE201096	4	9	280	3	7	.200000002980232	7
PE201097	1	9	170	1	7	.5	7
PE201097	2	1	16	1	1	1	1
PE201097	3	10	250	2	9	1	9
