childid	cdintday	cdintmth	cdintyr	cdint	cpda	sibling	enrschr3	misschr3	tmabstr3	scwhyr31	scwhyr32	scwhyr33	bstschr3	wrstscr3	cmpothr3	dngschr3	scriskr3	tcphothr3	tcphyur3	chwrkr3	mnpdacr3	mstlkr3	lstlkr3	stnprsr3	ctrustr3	cgovrgr3	csfeowr3	csrvcmr3	cfrnstr3	cleadr3	ctryhdr3	cashshr3	cpldecr3	cftrwrr3	ccltrgr3	cashclr3	cembbkr3	cwrunir3	cbrjobr3	cashwkr3	cnochcr3	numthgr3	ppltrtr3	aresfer3	anyhlpr3	nmfrndr3	leaderr3	incgmer3	hrdtlkr3	hlpchlr3	ftrwrkr3	wusinr31	wusinr32	wusinr33	tmoninr3	hvpetr3	pettypr3	petnmer3	rsppetr3	riskavr3	riskar32	sasday	sasmnt	sasyear	vsimpr3	ppvtlow	ppvthigh	strthrpp	strtmnpp	ppvt001	ppvt002	ppvt003	ppvt004	ppvt005	ppvt006	ppvt007	ppvt008	ppvt009	ppvt010	ppvt011	ppvt012	ppvt013	ppvt014	ppvt015	ppvt016	ppvt017	ppvt018	ppvt019	ppvt020	ppvt021	ppvt022	ppvt023	ppvt024	ppvt025	ppvt026	ppvt027	ppvt028	ppvt029	ppvt030	ppvt031	ppvt032	ppvt033	ppvt034	ppvt035	ppvt036	ppvt037	ppvt038	ppvt039	ppvt040	ppvt041	ppvt042	ppvt043	ppvt044	ppvt045	ppvt046	ppvt047	ppvt048	ppvt049	ppvt050	ppvt051	ppvt052	ppvt053	ppvt054	ppvt055	ppvt056	ppvt057	ppvt058	ppvt059	ppvt060	ppvt061	ppvt062	ppvt063	ppvt064	ppvt065	ppvt066	ppvt067	ppvt068	ppvt069	ppvt070	ppvt071	ppvt072	ppvt073	ppvt074	ppvt075	ppvt076	ppvt077	ppvt078	ppvt079	ppvt080	ppvt081	ppvt082	ppvt083	ppvt084	ppvt085	ppvt086	ppvt087	ppvt088	ppvt089	ppvt090	ppvt091	ppvt092	ppvt093	ppvt094	ppvt095	ppvt096	ppvt097	ppvt098	ppvt099	ppvt100	ppvt101	ppvt102	ppvt103	ppvt104	ppvt105	ppvt106	ppvt107	ppvt108	ppvt109	ppvt110	ppvt111	ppvt112	ppvt113	ppvt114	ppvt115	ppvt116	ppvt117	ppvt118	ppvt119	ppvt120	ppvt121	ppvt122	ppvt123	ppvt124	ppvt125	finhrpp	finmnpp	ceiling	minerr	rawscre	stdscre	ppfwlang	ppcdlang	testlang	sasdate	vrbsthr	vrbstmn	vrbitm01	vrbitm02	vrbenhr	vrbenmn	egrasthr	egrastmn	wridonex	wridread	wridincr	wridcrct	wridsecs	canread	chrdread	chrdincr	chrdcrct	chrdsecs	readps01	readps02	readps03	readps04	readps05	readps06	readps07	readps08	lsntcm01	lsntcm02	lsntcm03	lsntcm04	lsntcm05	lsntcm06	egraenhr	egraenmn	salngad	salngch	salngts	sblngad	sblngch	sblngts	sclngad	sclngch	sclngts	cndsthr	cndstmn	mthitm01	mthitm02	mthitm03	mthitm04	mthitm05	mthitm06	mthitm07	mthitm08	mthitm09	cndenhr	cndenmn	cmpsthr	cmpstmn	mthitm10	mthitm11	mthitm12	mthitm13	mthitm14	mthitm15	mthitm16	mthitm17	mthitm18	mthitm19	mthitm20	mthitm21	mthitm22	mthitm23	mthitm24	mthitm25	mthitm26	mthitm27	mthitm28	mthitm29	mthlst5	mthlst10	cmpenhr	cmpenmn	mthlngad	mthlngch	mthlngts	pr2lngad	pr2lngch	pr2lngts	sibid	sibday	sibmnt	sibyear	sbvsimr3	sppvtlow	sppvthgh	strthrsb	strtmnsb	stvip001	stvip002	stvip003	stvip004	stvip005	stvip006	stvip007	stvip008	stvip009	stvip010	stvip011	stvip012	stvip013	stvip014	stvip015	stvip016	stvip017	stvip018	stvip019	stvip020	stvip021	stvip022	stvip023	stvip024	stvip025	stvip026	stvip027	stvip028	stvip029	stvip030	stvip031	stvip032	stvip033	stvip034	stvip035	stvip036	stvip037	stvip038	stvip039	stvip040	stvip041	stvip042	stvip043	stvip044	stvip045	stvip046	stvip047	stvip048	stvip049	stvip050	stvip051	stvip052	stvip053	stvip054	stvip055	stvip056	stvip057	stvip058	stvip059	stvip060	stvip061	stvip062	stvip063	stvip064	stvip065	stvip066	stvip067	stvip068	stvip069	stvip070	stvip071	stvip072	stvip073	stvip074	stvip075	stvip076	stvip077	stvip078	stvip079	stvip080	stvip081	stvip082	stvip083	stvip084	stvip085	stvip086	stvip087	stvip088	stvip089	stvip090	stvip091	stvip092	stvip093	stvip094	stvip095	stvip096	stvip097	stvip098	stvip099	stvip100	stvip101	stvip102	stvip103	stvip104	stvip105	stvip106	stvip107	stvip108	stvip109	stvip110	stvip111	stvip112	stvip113	stvip114	stvip115	stvip116	stvip117	stvip118	stvip119	stvip120	stvip121	stvip122	stvip123	stvip124	stvip125	finhrsb	finmnsb	sceiling	sminerr	srawscre	sstdscre	sppfwlng	sppcdlng	stestlng	chlang_gr	chsex	ppvtlang2	egralang2	mathlang2	bppvtlang2	wordrec	readflu	egra	math	ppvt	sppvt	egra_co	math_co	rppvt_co	rsppvt_co	regra_co	rmath_co	gegra	gegra_co	rgegra_co	readci	writeci	numerci	bmi	zwfa	zhfa	zbfa	fwfa	fhfa	fbfa
PE011011	14	8	2009	8/14/2009	0	1	1	0	 	 	 	 	11	10	2	0	 	0	1	0	 	 	 	9	2	1	5	4	3	2	4	5	1	2	3	4	3	5	1	 	 	3	1	1	1	3	1	1	3	1	18	1	 	 	 	1	1	1	1	2	1	14	8	2009	0	1	38	12	11	2	1	1	1	1	1	1	1	3	3	3	3	3	3	2	1	1	1	2	1	1	2	1	1	1	3	3	2	2	1	2	1	4	4	1	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	22	25	12	13	55	31	31	31	8/14/2009	12	23	2	1	12	26	12	27	2	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	2	3	3	12	32	31	31	31	31	31	31	31	31	31	12	33	2	2	2	1	2	1	2	2	2	12	40	12	40	6	10	7	3	3	6	10	12	3	8	4	7	 	 	 	 	 	 	 	 	15	21	12	48	31	31	31	31	31	31	16	14	8	2009	0	2	40	12	50	 	4	1	2	1	4	1	1	4	1	3	1	4	3	2	3	4	1	2	1	1	4	2	4	3	4	3	4	1	2	1	2	1	4	2	4	4	1	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	59	40	18	22	80	31	31	31	1	0	1	1	1	1	0	0	2	2	13	13	2	2	271.809814453125	277.342407226563	266.739837646484	265.215270996094	265.155578613281	265.155578613281	264.890014648438	2	1	0	14.6991758346558	-2.52999997138977	-3.13000011444092	-.569999992847443	0	0	0
PE011012	16	8	2009	8/16/2009	1	0	1	0	 	 	 	 	10	10	3	1	2	1	0	1	 	 	 	2	5	2	2	5	5	2	5	5	5	5	5	5	2	5	5	5	5	1	1	1	1	8	0	2	2	2	30	2	 	 	1	1	1	1	1	5	1	16	8	2009	0	48	72	13	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	3	4	2	3	3	4	1	1	3	1	1	3	4	4	2	3	4	3	4	4	3	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	26	72	9	63	97	31	31	31	8/16/2009	13	26	4	3	13	28	13	29	1	50	1	49	 	1	62	0	62	 	2	2	1	2	1	2	1	1	1	1	1	2	1	3	13	43	31	31	31	31	31	31	31	31	31	13	44	1	1	1	1	1	1	1	1	1	13	46	13	49	5	6	79	15	67	155	3	21	875	3	 	 	 	 	 	 	 	 	 	 	15	19	13	57	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	49	62	8	16	63	 	8	16	307.233825683594	 	297.102783203125	304.314208984375	300.740631103516	300.740631103516	300.839508056641	4	3	1	16.8634166717529	.270000010728836	-.270000010728836	.560000002384186	0	0	0
PE011013	7	8	2009	8/7/2009	0	1	1	1	5	16	 	 	5	10	2	0	 	0	0	0	 	 	 	8	4	4	2	4	4	2	4	4	4	4	4	4	4	4	4	 	 	2	1	1	1	6	0	1	2	1	37	1	 	 	 	1	1	1	0	2	1	7	8	2009	0	30	68	15	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	3	2	4	4	1	4	1	4	3	3	3	1	1	4	3	4	2	2	1	3	1	2	3	2	4	2	1	3	2	1	2	3	1	2	3	2	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	52	68	14	54	88	31	31	31	8/7/2009	15	53	4	2	15	54	15	55	1	56	3	53	 	1	83	2	81	 	1	2	1	2	 	 	1	1	1	1	1	1	 	 	16	7	31	31	31	31	31	31	31	31	31	16	9	1	1	1	1	1	1	1	2	1	16	14	16	15	5	5	79	15	67	165	3	21	875	800	634	50	40	110	 	 	 	 	 	 	18	26	16	23	31	31	31	31	31	31	7	7	8	2009	0	8	40	16	46	 	 	 	 	 	 	 	1	4	2	3	3	3	3	2	4	1	3	2	1	4	3	3	4	3	2	3	4	4	3	4	2	1	4	4	4	4	4	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	54	40	14	26	80	31	31	31	1	0	1	1	1	1	53	81	8	17	54	54	8	17	300.241241455078	280.339233398438	297.102783203125	306.657470703125	305.486724853516	305.486724853516	305.626251220703	4	2	1	14.9356966018677	-1.04999995231628	-1.23000001907349	-.46000000834465	0	0	0
PE011014	14	8	2009	8/14/2009	1	1	1	0	 	 	 	 	5	10	2	0	 	1	1	1	 	 	 	5	3	4	2	1	5	4	4	1	3	5	2	5	1	4	5	5	3	2	0	1	1	8	0	2	2	2	11	1	 	 	 	0	 	 	 	6	1	14	8	2009	0	12	56	13	54	 	 	 	 	 	 	 	 	 	 	 	3	3	3	2	2	1	1	2	1	2	3	2	3	3	3	3	4	2	3	3	2	4	4	3	2	1	2	3	3	4	2	3	4	4	4	2	2	1	1	2	3	4	3	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	7	56	16	40	75	31	31	31	8/14/2009	14	8	4	3	14	9	14	10	1	49	3	46	 	1	55	2	53	 	2	2	1	2	2	1	1	1	1	1	 	 	2	3	14	29	31	31	31	31	31	31	31	31	31	14	30	1	1	1	1	2	2	1	2	 	14	33	14	34	5	5	79	15	67	165	3	20	875	837	 	 	 	 	 	 	 	 	 	 	16	19	14	42	31	31	31	31	31	31	16	14	8	2009	0	1	40	14	57	2	4	1	2	2	4	2	1	4	2	3	3	3	3	2	2	1	 	2	1	4	3	 	4	3	3	 	4	2	4	4	2	1	4	1	3	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	8	40	11	29	98	31	31	31	1	1	1	1	1	1	46	53	7	13	40	40	7	13	290.328643798828	283.950775146484	292.349487304688	297.485290527344	296.519653320313	296.519653320313	296.674987792969	4	3	 	15.1772603988647	-2.4300000667572	-3.04999995231628	-.330000013113022	0	0	0
PE011015	18	8	2009	8/18/2009	0	1	1	0	 	 	 	 	5	10	1	1	1	1	1	1	 	 	 	5	1	2	3	4	5	3	4	5	3	5	4	4	3	5	4	5	4	3	1	1	1	5	0	2	2	2	28	5	 	 	1	1	1	1	1	6	2	18	8	2009	0	33	85	16	54	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	4	1	4	1	2	3	3	4	2	1	2	1	4	2	2	1	3	3	2	3	3	4	4	3	4	1	1	4	1	4	2	2	3	3	2	4	2	2	1	3	1	3	4	3	2	1	3	2	4	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	4	85	14	71	111	31	31	31	8/18/2009	17	5	4	2	17	9	17	9	1	10	5	5	 	2	5	2	3	 	 	 	 	 	 	 	 	 	1	1	1	1	1	3	17	21	31	31	31	31	31	31	31	31	31	17	22	1	2	2	1	2	2	1	 	 	17	25	17	25	5	5	79	13	37	157	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	15	17	33	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	5	0	5	6	71	 	5	6	312.228546142578	 	283.715911865234	280.212127685547	271.548553466797	271.548553466797	271.964630126953	4	2	 	14.0417232513428	-1.07000005245209	-.409999996423721	-1.28999996185303	0	0	0
PE011016	15	8	2009	8/15/2009	1	1	1	0	 	 	 	 	5	10	3	0	 	0	0	0	 	 	 	9	5	4	2	3	2	4	5	5	4	4	4	4	5	5	4	 	 	2	1	0	1	7	1	2	3	2	28	1	 	 	 	0	 	 	 	1	2	15	8	2009	0	32	60	12	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	4	1	4	1	2	3	1	3	2	1	2	2	4	2	2	1	3	4	2	3	3	1	1	2	1	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	20	60	8	52	92	31	31	31	8/15/2009	12	21	4	3	12	24	12	24	1	35	0	35	 	1	54	0	54	 	 	1	 	2	1	2	1	1	1	1	1	2	1	3	12	35	31	31	31	31	31	31	31	31	31	12	37	1	1	1	1	2	2	1	2	1	12	39	12	42	5	5	79	15	67	165	3	21	875	767	624	59	76	10	16	 	58	 	 	36	21	29	12	50	31	31	31	31	31	31	11	15	8	2009	0	1	60	12	53	2	4	1	2	1	4	1	1	4	2	3	3	4	3	2	2	1	1	2	2	4	3	2	4	3	3	2	4	2	3	4	2	4	4	1	4	4	3	4	1	3	3	1	2	3	4	2	3	1	3	3	2	4	4	4	2	1	1	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	2	60	17	43	112	31	31	31	1	1	1	1	1	1	35	54	8	18	54	54	8	18	298.089660644531	291.327575683594	296.520751953125	308.799865722656	295.271759033203	295.271759033203	295.12939453125	4	3	1	16.8900661468506	.779999971389771	.400000005960464	.779999971389771	0	0	0
PE011017	14	8	2009	8/14/2009	0	0	1	1	5	16	 	 	10	15	3	1	10	1	1	0	 	 	 	9	5	5	4	3	5	1	5	5	3	5	4	5	4	5	5	 	 	3	1	1	1	5	0	2	2	2	15	1	 	 	 	0	 	 	 	3	1	14	8	2009	0	38	86	13	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	3	3	2	1	2	1	4	2	2	1	3	2	2	3	2	4	4	1	1	1	1	4	4	4	1	3	4	1	2	3	1	2	1	4	2	3	2	3	2	2	4	1	4	4	1	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	 	86	16	70	110	31	31	31	8/14/2009	13	38	3	1	13	40	13	40	1	10	3	7	 	2	19	7	12	 	 	 	 	 	 	 	 	 	1	1	1	2	1	3	13	55	31	31	31	31	31	31	31	31	31	13	55	2	1	1	1	2	2	1	2	2	13	59	14	2	5	5	79	15	13	 	4	23	765	863	 	 	 	 	 	 	 	 	 	 	16	19	14	10	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	7	0	4	8	70	 	4	8	310.7685546875	 	278.865600585938	285.8359375	270.450805664063	270.450805664063	270.917907714844	3	1	0	15.4533643722534	-1.08000004291534	-1.47000002861023	-.180000007152557	0	0	0
PE011018	10	8	2009	8/10/2009	1	0	1	0	 	 	 	 	19	30	2	0	 	0	0	1	 	 	 	9	5	4	4	4	4	3	4	4	4	3	5	5	4	4	4	4	2	2	1	1	1	2	1	2	2	1	11	5	 	 	1	0	 	 	 	4	2	12	2	2010	0	15	61	14	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	1	1	2	2	4	3	1	4	3	3	2	4	4	4	3	2	4	4	3	4	1	4	3	4	3	1	1	2	4	2	2	2	1	3	3	2	3	2	3	1	1	4	3	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	54	61	16	45	66	31	31	31	2/12/2010	16	46	4	2	16	48	16	50	1	16	6	10	 	1	30	0	30	 	2	 	1	2	 	2	2	1	1	1	2	 	3	3	17	10	31	31	31	31	31	31	31	31	31	17	12	1	1	1	1	2	2	1	1	1	17	14	17	16	5	5	79	10	67	162	20	21	875	767	 	 	 	 	 	 	 	 	 	 	15	19	17	24	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	10	30	4	14	45	 	4	14	293.940216064453	 	279.447662353516	299.761596679688	277.010284423828	277.010284423828	277.727203369141	4	2	1	20.7560367584229	1.4099999666214	-.330000013113022	2	0	0	0
PE011019	16	8	2009	8/16/2009	0	1	1	0	 	 	 	 	5	10	2	0	 	1	1	1	 	 	 	3	3	4	1	4	5	2	5	5	3	5	4	4	5	4	5	4	4	2	1	1	1	9	0	1	2	2	1	1	 	 	 	0	 	 	 	4	2	16	8	2009	0	38	88	12	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	3	3	2	1	2	1	4	2	2	1	4	4	2	3	3	4	2	2	1	1	1	2	2	4	3	3	3	1	2	4	2	4	3	4	1	3	2	3	3	3	4	2	3	3	4	1	3	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	16	88	16	72	72	31	31	31	8/16/2009	12	17	4	3	12	19	12	19	1	44	1	43	 	1	67	0	67	 	2	2	1	1	1	2	1	1	1	1	2	1	1	3	12	29	31	31	31	31	31	31	31	31	31	12	30	1	1	1	1	2	2	1	1	1	12	32	12	36	5	5	79	15	67	165	3	21	875	767	624	 	 	 	 	 	 	 	 	 	16	20	12	44	31	31	31	31	31	31	3	16	8	2009	0	16	56	12	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	1	2	2	4	3	2	2	2	3	3	4	2	2	2	2	4	4	3	4	1	2	3	2	4	1	1	2	4	4	2	2	4	3	2	2	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	59	56	15	41	92	31	31	31	1	1	1	1	1	1	43	67	9	18	72	72	9	18	312.305358886719	290.866546630859	300.692016601563	308.799865722656	301.663543701172	301.663543701172	301.289733886719	4	3	1	15.3971042633057	-1.78999996185303	-2.36999988555908	-.209999993443489	0	0	0
PE011020	17	8	2009	8/17/2009	1	0	1	0	 	 	 	 	5	33	3	0	 	0	0	0	 	 	 	5	4	4	3	5	4	4	5	4	4	4	5	5	3	4	5	 	 	2	1	1	1	9	1	1	3	1	28	5	 	 	1	0	 	 	 	5	2	17	8	2009	0	50	89	17	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	4	2	3	3	4	4	1	3	1	1	4	4	4	2	3	2	1	2	4	2	4	3	4	1	4	2	4	3	3	4	2	3	4	2	4	1	4	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	13	89	13	76	111	31	31	31	8/17/2009	17	15	4	3	17	17	17	18	1	49	0	49	 	1	96	0	96	 	1	1	1	1	1	1	1	1	1	1	1	2	1	3	17	33	31	31	31	31	31	31	31	31	31	17	34	1	1	1	1	1	1	1	1	1	17	39	17	41	5	5	79	15	67	165	 	21	875	767	624	46	176	 	56	 	240	 	 	45	21	29	17	49	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	49	96	12	21	76	 	12	21	315.455871582031	 	315.630981445313	316.499145507813	313.861968994141	313.861968994141	313.540832519531	4	3	1	22.252742767334	2.44000005722046	.680000007152557	2.71000003814697	0	0	0
PE011021	12	8	2009	8/12/2009	0	0	1	1	5	16	 	 	5	15	2	0	 	1	1	1	 	 	 	5	4	3	4	4	2	2	5	3	4	4	4	3	3	4	4	4	2	2	1	2	1	3	0	2	3	2	43	2	5	 	1	0	 	 	 	6	2	12	8	2009	0	43	85	14	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	4	2	2	1	3	2	2	3	3	4	4	2	3	1	1	1	2	4	2	3	4	1	2	4	3	3	1	4	1	2	2	3	4	2	4	1	2	2	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	3	85	13	72	107	31	31	31	8/12/2009	15	3	4	3	15	6	15	8	1	59	4	55	 	1	111	2	109	 	2	1	1	2	1	2	1	1	1	1	1	2	1	3	15	21	31	31	31	31	31	31	31	31	31	15	22	1	1	1	1	1	2	1	1	1	15	25	15	25	5	11	74	15	77	165	3	21	875	776	624	46	86	22	 	 	 	 	 	 	17	23	15	33	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	55	109	9	15	72	 	9	15	313.304321289063	 	301.177032470703	302.037902832031	313.044830322266	313.044830322266	312.930084228516	4	3	1	12.9597311019897	-1.98000001907349	-1.10000002384186	-1.98000001907349	0	0	0
