childid	cdintday	cdintmth	cdintyr	cdint	cpda	sibling	enrschr3	misschr3	tmabstr3	scwhyr31	scwhyr32	scwhyr33	bstschr3	wrstscr3	cmpothr3	dngschr3	scriskr3	tcphothr3	tcphyur3	chwrkr3	mnpdacr3	mstlkr3	lstlkr3	stnprsr3	ctrustr3	cgovrgr3	csfeowr3	csrvcmr3	cfrnstr3	cleadr3	ctryhdr3	cashshr3	cpldecr3	cftrwrr3	ccltrgr3	cashclr3	cembbkr3	cwrunir3	cbrjobr3	cashwkr3	cnochcr3	numthgr3	ppltrtr3	aresfer3	anyhlpr3	nmfrndr3	leaderr3	incgmer3	hrdtlkr3	hlpchlr3	ftrwrkr3	wusinr31	wusinr32	wusinr33	tmoninr3	hvpetr3	pettypr3	petnmer3	rsppetr3	riskavr3	riskar32	sasday	sasmnt	sasyear	vsimpr3	ppvtlow	ppvthigh	strthrpp	strtmnpp	ppvt001	ppvt002	ppvt003	ppvt004	ppvt005	ppvt006	ppvt007	ppvt008	ppvt009	ppvt010	ppvt011	ppvt012	ppvt013	ppvt014	ppvt015	ppvt016	ppvt017	ppvt018	ppvt019	ppvt020	ppvt021	ppvt022	ppvt023	ppvt024	ppvt025	ppvt026	ppvt027	ppvt028	ppvt029	ppvt030	ppvt031	ppvt032	ppvt033	ppvt034	ppvt035	ppvt036	ppvt037	ppvt038	ppvt039	ppvt040	ppvt041	ppvt042	ppvt043	ppvt044	ppvt045	ppvt046	ppvt047	ppvt048	ppvt049	ppvt050	ppvt051	ppvt052	ppvt053	ppvt054	ppvt055	ppvt056	ppvt057	ppvt058	ppvt059	ppvt060	ppvt061	ppvt062	ppvt063	ppvt064	ppvt065	ppvt066	ppvt067	ppvt068	ppvt069	ppvt070	ppvt071	ppvt072	ppvt073	ppvt074	ppvt075	ppvt076	ppvt077	ppvt078	ppvt079	ppvt080	ppvt081	ppvt082	ppvt083	ppvt084	ppvt085	ppvt086	ppvt087	ppvt088	ppvt089	ppvt090	ppvt091	ppvt092	ppvt093	ppvt094	ppvt095	ppvt096	ppvt097	ppvt098	ppvt099	ppvt100	ppvt101	ppvt102	ppvt103	ppvt104	ppvt105	ppvt106	ppvt107	ppvt108	ppvt109	ppvt110	ppvt111	ppvt112	ppvt113	ppvt114	ppvt115	ppvt116	ppvt117	ppvt118	ppvt119	ppvt120	ppvt121	ppvt122	ppvt123	ppvt124	ppvt125	finhrpp	finmnpp	ceiling	minerr	rawscre	stdscre	ppfwlang	ppcdlang	testlang	sasdate	vrbsthr	vrbstmn	vrbitm01	vrbitm02	vrbenhr	vrbenmn	egrasthr	egrastmn	wridonex	wridread	wridincr	wridcrct	wridsecs	canread	chrdread	chrdincr	chrdcrct	chrdsecs	readps01	readps02	readps03	readps04	readps05	readps06	readps07	readps08	lsntcm01	lsntcm02	lsntcm03	lsntcm04	lsntcm05	lsntcm06	egraenhr	egraenmn	salngad	salngch	salngts	sblngad	sblngch	sblngts	sclngad	sclngch	sclngts	cndsthr	cndstmn	mthitm01	mthitm02	mthitm03	mthitm04	mthitm05	mthitm06	mthitm07	mthitm08	mthitm09	cndenhr	cndenmn	cmpsthr	cmpstmn	mthitm10	mthitm11	mthitm12	mthitm13	mthitm14	mthitm15	mthitm16	mthitm17	mthitm18	mthitm19	mthitm20	mthitm21	mthitm22	mthitm23	mthitm24	mthitm25	mthitm26	mthitm27	mthitm28	mthitm29	mthlst5	mthlst10	cmpenhr	cmpenmn	mthlngad	mthlngch	mthlngts	pr2lngad	pr2lngch	pr2lngts	sibid	sibday	sibmnt	sibyear	sbvsimr3	sppvtlow	sppvthgh	strthrsb	strtmnsb	stvip001	stvip002	stvip003	stvip004	stvip005	stvip006	stvip007	stvip008	stvip009	stvip010	stvip011	stvip012	stvip013	stvip014	stvip015	stvip016	stvip017	stvip018	stvip019	stvip020	stvip021	stvip022	stvip023	stvip024	stvip025	stvip026	stvip027	stvip028	stvip029	stvip030	stvip031	stvip032	stvip033	stvip034	stvip035	stvip036	stvip037	stvip038	stvip039	stvip040	stvip041	stvip042	stvip043	stvip044	stvip045	stvip046	stvip047	stvip048	stvip049	stvip050	stvip051	stvip052	stvip053	stvip054	stvip055	stvip056	stvip057	stvip058	stvip059	stvip060	stvip061	stvip062	stvip063	stvip064	stvip065	stvip066	stvip067	stvip068	stvip069	stvip070	stvip071	stvip072	stvip073	stvip074	stvip075	stvip076	stvip077	stvip078	stvip079	stvip080	stvip081	stvip082	stvip083	stvip084	stvip085	stvip086	stvip087	stvip088	stvip089	stvip090	stvip091	stvip092	stvip093	stvip094	stvip095	stvip096	stvip097	stvip098	stvip099	stvip100	stvip101	stvip102	stvip103	stvip104	stvip105	stvip106	stvip107	stvip108	stvip109	stvip110	stvip111	stvip112	stvip113	stvip114	stvip115	stvip116	stvip117	stvip118	stvip119	stvip120	stvip121	stvip122	stvip123	stvip124	stvip125	finhrsb	finmnsb	sceiling	sminerr	srawscre	sstdscre	sppfwlng	sppcdlng	stestlng	chlang_gr	chsex	ppvtlang2	egralang2	mathlang2	bppvtlang2	wordrec	readflu	egra	math	ppvt	sppvt	egra_co	math_co	rppvt_co	rsppvt_co	regra_co	rmath_co	gegra	gegra_co	rgegra_co	readci	writeci	numerci	bmi	zwfa	zhfa	zbfa	fwfa	fhfa	fbfa
PE031050	21	9	2009	9/21/2009	1	0	1	0	 	 	 	 	5	10	3	0	 	0	0	1	 	 	 	9	5	5	2	5	4	4	4	5	4	4	5	4	5	5	4	5	4	2	1	1	1	20	1	2	2	2	11	1	 	 	 	1	1	1	1	6	2	21	9	2009	0	37	76	15	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	3	3	2	1	2	3	4	2	2	1	1	3	2	3	3	3	4	2	3	1	3	4	4	1	1	3	3	3	2	3	2	4	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	16	76	16	60	93	31	31	31	9/21/2009	15	17	4	3	15	18	15	19	1	49	3	46	 	1	69	8	61	 	2	2	1	2	2	2	2	2	1	1	1	1	1	1	15	30	31	31	31	31	31	31	31	31	31	15	31	1	1	1	1	1	1	1	1	1	15	33	15	36	5	5	79	15	67	185	3	21	875	877	624	45	 	 	 	 	240	 	 	 	16	26	15	44	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	46	61	7	20	60	 	7	20	303.622253417969	 	293.028533935547	314.155883789063	298.043426513672	298.043426513672	298.437866210938	4	3	1	15.0532102584839	-.879999995231628	-.980000019073486	-.439999997615814	0	0	0
PE031051	26	9	2009	9/26/2009	0	0	1	0	 	 	 	 	5	15	3	0	 	1	1	1	 	 	 	9	4	5	4	3	4	5	4	5	4	5	4	5	2	4	5	5	4	1	1	1	1	8	1	1	3	2	28	5	 	 	1	1	1	1	1	1	1	26	9	2009	0	43	104	11	59	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	4	2	2	1	3	3	2	3	3	4	1	1	3	1	1	2	2	4	2	3	3	1	2	4	2	2	1	4	1	 	2	2	3	3	4	3	3	3	1	3	2	3	2	4	2	2	3	4	3	3	4	1	1	3	2	1	3	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	13	104	17	87	125	31	31	31	9/26/2009	12	14	4	2	12	15	12	15	1	52	1	51	 	1	63	5	58	 	2	1	1	1	1	2	1	1	1	1	1	1	1	1	12	27	31	31	31	31	31	31	31	31	31	12	28	1	1	1	1	1	1	1	1	1	12	30	12	32	5	5	79	15	67	165	3	21	 	767	624	46	 	 	 	 	 	 	 	 	16	21	12	40	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	51	58	12	19	87	 	12	19	321.5263671875	 	315.630981445313	311.277038574219	307.187683105469	307.187683105469	306.809906005859	4	2	1	17.0285224914551	.589999973773956	.170000001788139	.689999997615814	0	0	0
PE031052	21	9	2009	9/21/2009	1	0	1	0	 	 	 	 	5	30	2	1	7	1	1	1	 	 	 	9	4	4	3	5	4	2	4	3	4	4	4	1	3	4	4	3	4	3	1	1	1	12	0	2	1	2	40	2	5	 	1	1	1	1	1	2	1	21	9	2009	0	17	55	15	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	2	4	3	2	4	2	3	3	4	2	2	2	2	4	4	1	4	4	2	3	3	3	2	1	2	3	2	2	1	1	1	1	2	2	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	36	55	12	43	76	31	31	31	9/21/2009	15	37	4	2	15	38	15	38	1	44	6	38	 	1	53	10	43	 	1	2	1	2	1	2	1	1	1	1	1	2	1	3	15	50	31	31	31	31	31	31	31	31	31	13	50	1	1	1	1	2	2	2	2	2	15	53	15	56	5	11	79	15	13	110	12	7	 	 	 	7	7	13	14	30	 	 	 	 	15	25	16	4	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	38	43	9	7	43	 	9	7	293.171783447266	 	300.692016601563	283.157928466797	295.683288574219	295.683288574219	295.25830078125	4	2	0	17.6037101745605	-.479999989271164	-2.00999999046326	1.13999998569489	0	0	0
PE031053	20	9	2009	9/20/2009	0	0	1	0	 	 	 	 	10	15	3	0	 	1	1	1	 	 	 	9	3	5	4	5	2	5	5	4	5	3	5	5	2	5	4	5	3	1	1	0	1	4	1	1	3	2	33	5	 	 	1	1	1	1	1	6	2	20	9	2009	0	29	77	10	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	3	2	4	4	1	4	4	3	3	3	3	1	1	2	1	4	2	2	4	3	4	2	3	2	3	2	1	3	1	1	4	2	4	2	1	3	1	2	4	4	2	4	4	1	2	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	24	77	15	62	105	31	31	31	9/20/2009	10	24	4	3	10	25	10	26	1	60	0	60	56	1	76	0	76	 	1	1	1	2	1	1	1	1	1	1	 	2	1	1	10	39	31	31	31	31	31	31	31	31	31	10	40	1	1	1	1	1	2	1	1	1	10	44	10	46	5	5	79	15	67	165	3	21	865	905	624	44	76	 	 	 	 	 	 	 	21	22	10	54	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	64.2857131958008	76	11	18	62	 	11	18	306.004364013672	 	309.907592773438	308.799865722656	312.698608398438	312.698608398438	312.138061523438	4	3	1	14.074028968811	-.409999996423721	.5	-1.17999994754791	0	0	0
PE031054	18	9	2009	9/18/2009	1	0	1	0	 	 	 	 	19	15	2	0	 	1	1	0	 	 	 	9	5	5	4	5	5	3	5	5	4	4	4	5	3	5	5	 	 	1	2	1	1	10	0	1	3	1	38	1	 	 	 	0	 	 	 	6	2	18	9	2009	0	43	80	15	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	4	2	2	1	3	2	2	3	2	4	4	2	4	1	1	2	2	4	2	3	4	3	2	4	4	3	1	4	4	1	2	2	3	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	40	80	15	65	101	31	31	31	9/18/2009	15	41	4	3	15	42	15	42	1	54	2	52	 	1	100	3	97	 	2	2	1	1	2	1	1	2	1	1	1	2	1	3	15	53	31	31	31	31	31	31	31	31	31	15	53	1	1	1	1	2	1	1	1	1	15	57	15	59	5	5	79	15	67	15	3	21	875	833	624	7	15	24	 	 	 	 	 	 	20	23	16	7	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	52	97	8	17	65	 	8	17	307.080139160156	 	297.102783203125	306.657470703125	308.252471923828	308.252471923828	308.415435791016	4	3	1	15.797474861145	-.439999997615814	-.810000002384186	.0199999995529652	0	0	0
PE031055	22	9	2009	9/22/2009	0	1	1	0	 	 	 	 	10	10	1	1	3	2	1	0	 	 	 	9	4	4	4	4	2	4	4	2	4	4	4	4	2	4	4	 	 	2	2	1	0	8	1	1	2	3	8	1	 	 	 	0	 	 	 	6	2	22	9	2009	0	1	38	14	4	2	3	1	2	1	4	1	1	4	4	3	3	1	1	1	1	1	1	1	3	4	3	1	3	2	4	1	2	1	4	3	3	1	4	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	14	20	8	12	55	31	31	31	9/22/2009	14	14	1	1	14	18	14	18	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	1	3	3	14	23	31	31	31	31	31	31	31	31	31	14	25	2	2	2	2	 	 	2	2	 	14	29	14	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	40	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	0	 	3	0	12	 	3	0	273.346618652344	 	287.305145263672	249.682800292969	 	 	 	1	1	 	15.3170919418335	-1.62999999523163	-2.42000007629395	-.119999997317791	0	0	0
PE031056	22	9	2009	9/22/2009	1	0	1	0	 	 	 	 	5	30	2	0	 	1	1	1	 	 	 	9	3	5	4	4	2	4	4	2	5	3	4	4	4	3	4	4	4	3	1	1	1	9	1	1	2	2	36	1	 	 	 	1	2	0	1	6	1	22	9	2009	0	29	50	16	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	3	2	4	4	1	4	3	3	3	3	3	2	4	4	3	2	2	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	20	50	8	42	71	31	31	31	9/22/2009	16	21	3	2	16	23	16	23	1	10	1	9	 	2	9	1	8	 	 	 	 	 	 	 	 	 	1	1	1	2	1	3	16	28	31	31	31	31	31	31	31	31	31	16	29	1	1	1	1	2	2	1	1	1	16	31	16	33	5	5	85	15	67	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	14	16	16	41	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	9	0	4	12	42	 	4	12	292.710754394531	 	278.865600585938	295.275909423828	271.014373779297	271.014373779297	271.486419677734	3	2	1	16.8204021453857	-.990000009536743	-2.19000005722046	.639999985694885	0	0	0
PE031057	22	9	2009	9/22/2009	0	0	1	0	 	 	 	 	5	30	2	0	 	1	1	0	 	 	 	7	4	2	4	4	4	2	4	4	4	4	4	4	2	4	4	 	 	2	1	1	1	12	0	2	3	2	8	1	 	 	 	1	10	0	1	4	1	22	9	2009	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	31	31	31	9/22/2009	13	56	3	1	13	59	14	0	1	9	5	4	 	2	11	6	5	 	 	 	 	 	 	 	 	 	1	2	1	2	3	3	14	8	31	31	31	31	31	31	31	31	31	14	9	2	2	1	1	2	2	2	2	2	14	13	14	15	5	1	70	616	70	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	14	14	23	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	4	0	2	3	 	 	2	3	 	 	266.739837646484	269.633972167969	266.282745361328	266.282745361328	266.027038574219	3	1	0	15.5872077941895	-.550000011920929	-.889999985694885	-.0700000002980232	0	0	0
PE031058	22	9	2009	9/22/2009	1	0	1	0	 	 	 	 	5	15	1	0	 	1	1	1	 	 	 	9	3	4	5	2	3	3	5	4	3	3	3	3	3	2	3	4	4	3	1	1	1	9	0	1	2	2	8	1	 	 	 	1	2	1	0	6	2	22	9	2009	0	4	50	13	21	 	 	 	2	1	4	1	1	4	2	3	1	3	3	2	1	1	2	4	2	3	3	1	4	3	3	3	3	2	4	3	4	4	4	1	3	3	3	3	3	3	1	4	3	3	4	1	3	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	30	48	17	31	56	31	31	31	9/22/2009	13	31	1	1	13	35	13	35	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	2	3	2	13	40	31	31	31	31	31	31	31	31	31	13	41	1	2	2	1	2	2	2	2	 	13	46	13	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	49	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	0	 	4	2	31	 	4	2	284.411834716797	 	299.430938720703	265.215270996094	 	 	 	1	1	 	14.8183174133301	-2.38000011444092	-2.98000001907349	-.540000021457672	0	0	0
PE031059	22	9	2009	9/22/2009	0	1	1	0	 	 	 	 	5	10	2	0	 	0	1	1	 	 	 	9	4	3	4	4	4	4	4	4	4	5	4	4	4	3	5	4	4	2	1	1	1	14	1	1	2	1	25	1	 	 	 	1	1	1	1	6	1	22	9	2009	0	29	44	14	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	3	2	4	4	1	4	3	3	3	4	3	1	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	26	44	6	38	69	31	31	31	9/22/2009	14	27	2	1	14	28	14	28	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	3	3	14	36	31	31	31	31	31	31	31	31	31	14	36	1	1	1	1	2	2	1	2	 	14	38	14	40	6	5	 	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	13	14	48	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	0	 	4	7	38	 	4	7	291.404418945313	 	297.878845214844	283.157928466797	 	 	 	2	1	 	16.7843589782715	-.100000001490116	-.920000016689301	.660000026226044	0	0	0
PE031060	22	9	2009	9/22/2009	1	0	1	0	 	 	 	 	5	15	2	0	 	0	0	0	 	 	 	3	4	4	3	4	 	2	4	4	4	4	4	4	4	4	4	 	 	2	1	1	1	5	0	2	3	2	37	1	 	 	 	1	1	1	1	4	1	22	9	2009	0	24	68	13	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	3	3	3	4	2	4	3	3	4	4	1	4	1	3	1	3	3	2	1	3	1	4	4	2	1	3	3	2	3	3	1	1	2	3	1	1	2	1	3	1	3	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	34	68	15	53	87	31	31	31	9/22/2009	13	35	2	1	13	47	13	47	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	2	1	1	13	55	31	31	31	31	31	31	31	31	31	13	56	1	1	1	1	2	2	1	1	 	14	2	14	6	5	5	 	615	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	13	14	14	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	0	 	5	8	53	 	5	8	299.472808837891	 	312.429748535156	285.568145751953	 	 	 	2	1	 	16.1805553436279	-.490000009536743	-1.17999994754791	.259999990463257	0	0	0
