childid	plotid	larea	lunit	lown	luse	trans	transid1	transid2	collat	collat1	collat2
PE158048	1	250	1	4	4	0	 	 	1	1	2
PE158048	2	2	6	2	1	 	 	 	 	 	 
PE158048	3	.5	6	1	1	 	 	 	 	 	 
PE158049	1	50	1	5	4	 	 	 	 	 	 
PE158049	2	5	6	4	1	0	 	 	1	1	2
PE158050	1	60	1	4	4	4	1	 	0	 	 
PE158050	2	3	2	4	1	0	 	 	0	 	 
PE158050	3	240	1	4	1	4	1	 	0	 	 
PE158051	1	450	1	4	4	3	90	 	0	 	 
PE158051	2	2	6	4	1	3	90	 	0	 	 
PE158052	1	300	1	4	4	1	2	 	1	2	 
PE158052	2	3	2	4	1	1	2	 	1	2	 
PE158052	3	8	2	4	1	1	2	 	1	2	 
PE158052	4	20	1	1	4	 	 	 	 	 	 
PE158053	1	70	1	4	4	1	1	 	0	 	 
PE158053	2	3	6	4	1	1	1	 	0	 	 
PE158053	3	1.5	6	4	1	1	1	 	0	 	 
PE158054	1	80	1	4	4	3	90	 	0	 	 
PE158054	2	2	6	5	1	 	 	 	 	 	 
PE158055	1	15	1	4	4	1	1	2	1	1	2
PE158055	2	4	6	5	1	 	 	 	 	 	 
PE158056	1	250	1	5	4	 	 	 	 	 	 
PE158056	2	250	1	5	4	 	 	 	 	 	 
PE158056	3	10000	1	5	1	 	 	 	 	 	 
PE158057	1	360	1	4	4	1	1	 	1	1	 
PE168001	1	320	1	4	4	0	 	 	0	 	 
PE168001	2	500	1	2	1	 	 	 	 	 	 
PE168001	3	50	1	4	1	0	 	 	0	 	 
PE168001	4	30	1	4	1	0	 	 	0	 	 
PE168002	1	30	1	4	4	0	 	 	0	 	 
PE168002	2	100	1	4	1	0	 	 	0	 	 
PE168002	3	50	1	4	1	0	 	 	0	 	 
PE168002	4	30	1	4	1	0	 	 	0	 	 
PE168002	5	30	1	4	1	0	 	 	0	 	 
PE168002	6	20	1	4	8	0	 	 	0	 	 
PE168002	7	20	1	4	8	0	 	 	0	 	 
PE168002	8	20	1	4	8	0	 	 	0	 	 
PE168003	1	100	1	4	4	1	1	2	1	1	2
PE168003	2	625	1	4	1	1	1	2	1	1	2
PE168003	3	625	1	4	1	1	1	2	1	1	2
PE168004	1	70	1	4	4	0	 	 	1	1	 
PE168004	2	2	3	4	1	0	 	 	1	1	2
PE168004	3	1	3	4	1	0	 	 	1	1	2
PE168004	4	1250	1	4	1	0	 	 	1	1	2
PE168004	5	2	3	4	1	0	 	 	1	1	2
PE168004	6	2	3	4	1	0	 	 	1	1	2
PE168004	7	1	3	4	1	0	 	 	1	1	 
PE168004	8	1250	1	4	1	0	 	 	1	1	 
PE168004	9	180	1	4	14	0	 	 	1	1	 
PE168005	1	800	1	4	4	0	 	 	1	1	 
PE168005	2	2	2	4	1	0	 	 	1	1	 
PE168005	3	1.5	2	4	1	0	 	 	1	1	 
PE168005	4	1	2	4	1	0	 	 	1	1	 
PE168005	5	1	3	4	1	0	 	 	1	1	 
PE168005	6	1	2	4	8	0	 	 	1	1	 
PE168005	7	1	3	4	8	0	 	 	1	1	 
PE168006	1	80	1	4	4	1	1	2	1	1	2
PE168006	2	3	3	4	1	1	1	2	1	1	2
PE168006	3	2	3	4	1	1	1	2	1	1	2
PE168006	4	3	3	4	1	1	1	2	1	1	2
PE168006	5	2	3	4	8	1	1	2	1	1	2
PE168006	6	.25	3	4	8	1	1	2	1	1	2
PE168007	1	180	1	4	4	0	 	 	1	1	2
PE168007	2	.25	2	4	1	0	 	 	1	1	2
PE168007	3	1	3	4	1	0	 	 	1	1	2
PE168007	4	1	3	1	1	 	 	 	 	 	 
PE168008	1	100	1	4	4	0	 	 	1	1	2
PE168008	2	200	1	4	1	0	 	 	1	1	2
PE168009	1	180	1	4	4	1	1	 	0	 	 
PE168009	2	.5	2	4	1	0	 	 	1	1	 
PE168009	3	2500	2	4	1	0	 	 	1	1	 
PE168009	4	1250	2	4	1	0	 	 	1	1	 
PE168009	5	1250	2	4	1	0	 	 	1	1	 
PE168009	6	1250	2	4	1	0	 	 	1	1	 
PE168009	7	1250	2	4	1	0	 	 	1	1	 
PE168009	8	625	2	4	1	1	1	 	0	 	 
PE168010	1	30	1	4	4	0	 	 	0	 	 
PE168010	2	2500	1	4	1	0	 	 	0	 	 
PE168010	3	2500	1	4	1	0	 	 	0	 	 
PE168010	4	30	1	4	4	0	 	 	0	 	 
PE168011	1	120	1	4	4	0	 	 	0	 	 
PE168011	2	7	2	4	1	0	 	 	0	 	 
PE168011	3	5	2	4	1	0	 	 	0	 	 
PE168011	4	2	2	4	1	0	 	 	0	 	 
PE168011	5	1	2	4	1	0	 	 	0	 	 
PE168011	6	1	2	4	1	0	 	 	0	 	 
PE168011	7	1	3	4	1	0	 	 	0	 	 
PE168011	8	1	3	4	1	0	 	 	0	 	 
PE168011	9	1250	1	4	1	0	 	 	0	 	 
PE168012	1	200	1	4	4	0	 	 	1	1	2
PE168012	2	.5	2	4	1	0	 	 	1	1	2
PE168012	3	1250	1	4	1	0	 	 	1	1	2
PE168012	4	1250	1	4	1	0	 	 	1	1	2
PE168012	5	1250	1	5	1	 	 	 	 	 	 
PE168012	6	400	1	4	1	0	 	 	1	1	2
PE168012	7	200	1	4	1	0	 	 	1	1	2
PE168013	1	32	1	4	4	2	1	2	0	 	 
PE168013	2	12500	1	4	1	2	1	2	0	 	 
PE168013	3	5000	1	4	1	2	1	2	0	 	 
PE168013	4	5000	1	4	1	2	1	2	0	 	 
PE168013	5	225	1	4	1	2	1	2	0	 	 
PE168015	1	60	1	4	4	1	1	2	1	1	2
PE168015	2	5000	1	2	1	 	 	 	 	 	 
PE168015	3	2500	1	2	1	 	 	 	 	 	 
PE168015	4	400	1	4	8	1	1	2	1	1	2
PE168016	1	120	1	4	4	1	1	2	1	1	2
PE168016	2	2500	1	4	1	1	1	2	1	1	2
PE168016	3	2500	1	4	1	1	1	2	1	1	2
PE168016	4	2500	1	4	1	1	1	2	1	1	2
PE168016	5	1250	1	4	1	1	1	2	1	1	2
PE168016	6	1250	1	4	8	1	1	2	1	1	2
PE168016	7	1250	1	4	8	1	1	2	1	1	2
PE168016	8	100	1	4	3	1	1	2	1	1	2
PE168016	9	100	1	4	4	1	1	2	1	1	2
PE168017	1	50	1	4	4	2	2	1	0	 	 
PE168017	2	5000	1	4	1	2	2	1	1	1	2
PE168017	3	5000	1	4	1	2	2	1	1	1	2
PE168017	4	2500	1	4	1	2	2	1	1	1	2
PE168017	5	2500	1	4	1	2	2	1	0	 	 
PE168017	6	625	1	4	1	2	2	1	0	 	 
PE168017	7	625	1	4	1	2	2	1	0	 	 
PE168017	8	50	1	4	1	2	2	1	0	 	 
PE168017	9	40	1	4	1	2	2	1	0	 	 
PE168018	1	24	1	2	4	 	 	 	 	 	 
PE168018	2	1	3	2	1	 	 	 	 	 	 
PE168019	1	100	1	4	4	0	 	 	0	 	 
PE168019	2	1	2	4	1	0	 	 	0	 	 
PE168019	3	1250	1	4	1	0	 	 	0	 	 
PE168019	4	30	1	4	4	0	 	 	0	 	 
PE168020	1	1500	1	5	4	3	80	 	1	80	 
PE168020	2	1	2	5	1	3	80	 	1	80	 
PE168020	3	1	2	5	1	3	80	 	1	80	 
PE168020	4	1	2	5	1	3	80	 	1	80	 
PE168020	5	1	2	5	1	3	80	 	1	80	 
PE168020	6	1	2	5	1	3	80	 	1	80	 
PE168021	1	120	1	4	4	2	1	2	1	1	2
PE168021	2	50000	1	4	1	2	1	2	1	1	2
PE168021	3	30000	1	4	1	2	1	2	1	1	2
PE168021	4	30000	1	4	1	2	1	2	1	1	2
PE168021	5	30000	1	4	1	2	1	2	1	1	2
PE168022	1	50	1	4	4	1	1	2	1	1	2
PE168022	2	1	2	2	1	 	 	 	 	 	 
PE168022	3	.5	2	4	1	1	1	2	1	1	2
PE168022	4	200	1	4	14	1	1	2	1	1	2
PE168023	1	100	1	2	4	 	 	 	 	 	 
PE168023	2	1	2	2	1	 	 	 	 	 	 
PE168023	3	.5	2	2	2	 	 	 	 	 	 
PE168024	1	80	1	4	4	0	 	 	0	 	 
PE168024	2	625	1	4	1	0	 	 	0	 	 
PE168024	3	625	1	4	1	0	 	 	0	 	 
PE168025	1	30	1	4	4	2	1	2	0	 	 
PE168025	2	7500	1	5	1	3	1	 	0	 	 
PE168025	3	7500	1	5	1	3	1	 	0	 	 
PE168025	4	7500	1	5	1	3	1	 	0	 	 
PE168025	5	5000	1	5	1	3	1	 	0	 	 
PE168025	6	5000	1	5	1	3	1	 	0	 	 
PE168025	7	2500	1	5	1	3	1	 	0	 	 
PE168025	8	2500	1	5	1	3	1	 	0	 	 
PE178001	1	200	1	1	4	 	 	 	 	 	 
PE178001	2	1	3	4	1	1	1	2	1	1	2
PE178001	3	5	2	4	10	1	1	2	1	1	2
PE178002	1	160	1	1	4	 	 	 	 	 	 
PE178002	2	2	3	3	1	 	 	 	 	 	 
PE178002	3	1	3	3	1	 	 	 	 	 	 
PE178003	1	200	1	4	4	4	1	2	1	1	2
PE178003	2	94	1	4	4	4	1	2	1	1	2
PE178003	3	2500	1	2	1	 	 	 	 	 	 
PE178003	4	1250	1	3	1	 	 	 	 	 	 
PE178004	1	140	1	4	4	1	2	 	1	2	 
PE178004	2	4	3	3	1	 	 	 	 	 	 
PE178006	1	200	1	4	4	0	 	 	1	1	2
PE178006	2	2	3	2	1	 	 	 	 	 	 
PE178006	3	1	3	2	1	 	 	 	 	 	 
PE178006	4	.5	3	2	1	 	 	 	 	 	 
PE178006	5	1	2	3	1	 	 	 	 	 	 
PE178007	1	150	1	4	4	2	1	4	1	1	4
PE178009	1	120	1	7	4	 	 	 	 	 	 
PE178009	2	200	1	2	1	 	 	 	 	 	 
PE178010	1	200	1	2	4	 	 	 	 	 	 
PE178010	2	1	3	3	1	 	 	 	 	 	 
PE178010	3	1	3	3	1	 	 	 	 	 	 
PE178010	4	1	3	3	1	 	 	 	 	 	 
PE178011	1	70	1	1	4	 	 	 	 	 	 
PE178013	1	180	1	4	4	1	1	 	1	2	 
PE178013	2	1	2	4	1	1	2	 	1	2	 
PE178013	3	.5	2	4	1	1	2	 	1	2	 
PE178013	4	.5	2	4	1	1	2	 	1	2	 
PE178013	5	.5	2	4	1	1	2	 	1	2	 
PE178013	6	.5	2	4	1	1	2	 	1	2	 
PE178013	7	2	2	4	1	1	1	2	1	1	2
PE178013	8	1	2	4	1	1	1	2	1	1	2
PE178013	9	1	2	3	1	 	 	 	 	 	 
PE178013	10	1	2	3	1	 	 	 	 	 	 
PE178015	1	200	1	4	4	0	 	 	1	1	2
PE178015	2	300	1	5	1	 	 	 	 	 	 
PE178015	3	300	1	5	1	 	 	 	 	 	 
PE178015	4	300	1	3	1	 	 	 	 	 	 
PE178016	1	200	1	4	4	2	1	 	1	1	 
PE178016	2	1	2	4	10	2	2	 	1	2	 
PE178019	1	80	1	2	4	 	 	 	 	 	 
PE178019	2	1	3	4	1	1	1	2	1	1	2
PE178019	3	15	2	4	10	1	1	2	1	1	2
PE178019	4	1	3	5	1	 	 	 	 	 	 
PE178019	5	200	1	4	4	1	1	2	1	1	2
PE178020	1	200	1	4	4	1	3	 	1	3	 
PE178020	2	5000	1	4	1	1	3	 	1	3	 
PE178021	1	160	1	1	4	 	 	 	 	 	 
PE178021	2	100	1	4	4	3	1	2	1	1	2
PE178021	3	1	3	3	1	 	 	 	 	 	 
PE178021	4	1	3	3	1	 	 	 	 	 	 
PE178021	5	1	3	3	1	 	 	 	 	 	 
PE178021	6	1	3	3	1	 	 	 	 	 	 
PE178021	7	1	3	3	1	 	 	 	 	 	 
PE178022	1	240	1	2	4	 	 	 	 	 	 
PE178022	2	2	3	3	1	 	 	 	 	 	 
PE178022	3	1	2	3	1	 	 	 	 	 	 
PE178022	4	2	3	3	1	 	 	 	 	 	 
PE178024	1	150	1	4	4	2	1	 	1	1	 
PE178024	2	2500	1	4	1	2	1	 	1	1	 
PE178024	3	1250	1	4	8	2	1	 	1	1	 
PE178025	1	70	1	4	4	1	1	 	1	1	 
PE178025	2	100	1	4	4	1	1	 	1	1	 
PE178025	3	1250	1	4	1	1	1	 	1	1	 
PE178025	4	1	2	4	1	1	1	 	1	1	 
PE178025	5	3	2	4	10	1	1	 	1	1	 
PE178026	1	100	1	4	4	1	2	3	1	2	3
PE178026	2	100	1	4	4	1	2	3	1	2	3
PE178026	3	.5	3	4	1	1	2	3	1	2	3
PE178026	4	.5	3	4	1	1	2	3	1	2	3
PE178026	5	.5	3	4	1	1	2	3	1	2	3
PE178027	1	50	1	4	4	1	1	2	1	1	2
PE178027	2	.5	3	4	1	1	1	2	1	1	2
PE178027	3	.5	3	4	1	1	1	2	1	1	2
PE178027	4	.5	2	3	1	 	 	 	 	 	 
PE178027	5	.5	2	3	1	 	 	 	 	 	 
PE178028	1	200	1	4	4	4	1	2	1	1	2
PE178028	2	4	3	1	1	 	 	 	 	 	 
PE178028	3	.5	3	4	1	4	1	2	1	1	2
PE178028	4	.5	3	4	1	4	1	2	1	1	2
PE178029	1	250	1	4	4	0	 	 	0	 	 
PE178029	2	250	1	4	4	0	 	 	0	 	 
PE178029	3	1	3	4	1	0	 	 	0	 	 
PE178029	4	1	3	4	1	0	 	 	0	 	 
PE178029	5	1	3	4	1	0	 	 	0	 	 
PE178029	6	1	3	4	1	0	 	 	0	 	 
PE178029	7	1	3	4	1	0	 	 	0	 	 
PE178030	1	216	1	4	4	1	1	2	1	1	2
PE178030	2	.5	3	4	1	1	1	2	1	1	2
PE178030	3	.5	2	3	1	 	 	 	 	 	 
PE178030	4	.5	3	4	8	1	1	2	1	1	2
PE178031	1	120	1	4	4	1	2	 	1	2	 
PE178031	2	2	3	4	1	1	2	 	1	2	 
PE178031	3	1	3	4	1	1	2	 	1	2	 
PE178031	4	1	3	4	10	1	2	 	1	2	 
PE178033	1	70	1	4	4	1	1	2	1	1	2
PE178033	2	1	3	4	1	1	1	2	1	1	2
PE178033	3	1	3	4	1	1	1	2	1	1	2
PE178033	4	.5	3	4	1	1	6	 	1	6	 
PE178033	5	.5	3	4	1	1	6	 	1	6	 
PE178033	6	.5	3	4	1	1	6	 	1	6	 
PE178034	1	100	1	4	4	1	1	2	1	1	2
PE178034	2	3	3	4	1	1	1	2	1	1	2
PE178034	3	3	3	4	1	1	1	2	1	1	2
PE178035	1	100	1	4	4	1	1	 	0	 	 
PE178035	2	2.5	2	4	2	1	1	 	0	 	 
PE178035	3	2500	1	4	1	1	2	 	0	 	 
PE178035	4	1250	1	4	2	1	2	 	0	 	 
PE178036	1	72	1	4	4	1	1	2	1	1	2
PE178036	2	1	3	4	1	1	1	2	1	1	2
PE178036	3	1	3	4	1	1	1	2	1	1	2
PE188001	1	40	1	4	4	0	 	 	1	1	2
PE188001	2	1	7	4	1	0	 	 	1	1	2
PE188001	3	40	1	4	14	0	 	 	0	 	 
PE188002	1	54	1	4	4	0	 	 	0	 	 
PE188002	2	3	7	4	1	0	 	 	0	 	 
PE188003	1	70	1	4	4	0	 	 	1	2	0
PE188003	2	150	1	4	1	0	 	 	1	2	0
PE188003	3	150	1	4	1	0	 	 	1	2	0
PE188003	4	100	1	4	1	0	 	 	1	2	0
PE188003	5	100	1	4	1	0	 	 	1	2	0
PE188004	1	180	1	4	4	0	 	 	0	 	 
PE188004	2	.5	2	4	1	0	 	 	0	 	 
PE188004	3	.5	3	4	1	0	 	 	1	1	2
PE188004	4	.5	3	4	1	0	 	 	1	1	2
PE188004	5	.5	3	4	1	0	 	 	1	1	2
PE188004	6	.5	3	4	2	0	 	 	1	1	2
PE188004	7	.5	3	4	1	0	 	 	1	1	2
PE188004	8	.5	3	4	1	0	 	 	1	1	2
PE188004	9	.5	3	4	1	0	 	 	1	1	2
PE188004	10	.5	3	4	1	0	 	 	1	1	2
PE188005	1	450	1	4	4	0	 	 	1	1	 
PE188005	2	2	2	4	1	0	 	 	1	1	 
PE188006	1	35	1	4	4	0	 	 	0	 	 
PE188006	2	14	1	4	14	0	 	 	0	 	 
PE188006	3	1200	1	4	1	0	 	 	0	 	 
PE188006	4	120	1	4	1	0	 	 	0	 	 
PE188006	5	200	1	4	1	0	 	 	0	 	 
PE188006	6	63	1	4	4	0	 	 	0	 	 
PE188007	1	54	1	4	4	0	 	 	0	 	 
PE188007	2	1	7	4	1	1	1	2	1	1	2
PE188007	3	1	7	4	1	1	1	2	1	1	2
PE188007	4	1	7	4	1	1	1	2	1	1	2
PE188007	5	1	7	4	1	1	1	2	1	1	2
PE188008	1	200	1	4	4	2	2	 	0	 	 
PE188008	2	1800	1	4	1	2	2	 	0	 	 
PE188008	3	900	1	4	1	2	2	 	0	 	 
PE188008	4	900	1	4	1	2	2	 	0	 	 
PE188008	5	900	1	1	1	 	 	 	 	 	 
PE188008	6	450	1	4	1	3	2	 	0	 	 
PE188008	7	450	1	4	1	3	2	 	0	 	 
PE188008	8	450	1	4	1	2	2	 	0	 	 
PE188008	9	225	1	4	1	2	2	 	0	 	 
PE188008	10	225	1	4	1	2	2	 	0	 	 
PE188008	11	225	1	4	1	2	2	 	0	 	 
PE188008	12	225	1	4	1	2	2	 	0	 	 
PE188009	1	50	1	1	4	 	 	 	 	 	 
PE188009	2	200	1	4	8	0	 	 	1	2	 
PE188009	3	.5	2	4	1	3	2	 	1	2	 
PE188009	4	900	1	4	1	0	 	 	1	2	 
PE188009	5	450	1	4	1	0	 	 	1	2	 
PE188010	1	100	1	4	4	3	1	2	1	1	2
PE188010	2	2	7	4	1	3	1	2	1	1	2
PE188010	3	1	7	4	1	3	1	2	1	1	2
PE188010	4	1	7	4	1	3	1	2	1	1	2
PE188011	1	40	1	2	4	 	 	 	 	 	 
PE188011	2	400	1	2	14	 	 	 	 	 	 
PE188011	3	2	2	5	1	 	 	 	 	 	 
PE188011	4	1	2	5	1	 	 	 	 	 	 
PE188011	5	2	7	5	1	 	 	 	 	 	 
PE188012	1	120	1	4	4	1	1	2	1	1	 
PE188012	2	1	7	4	1	1	1	2	1	1	 
PE188012	3	.25	7	4	1	1	1	2	1	1	 
PE188012	4	.25	7	4	1	1	1	2	1	1	 
PE188013	1	266	1	4	4	1	1	2	0	 	 
PE188013	2	750	1	4	1	1	1	2	0	 	 
PE188013	3	1500	1	4	1	1	1	2	0	 	 
PE188013	4	1400	1	4	1	1	1	2	0	 	 
PE188013	5	3000	1	4	1	1	1	2	0	 	 
PE188014	1	 	1	2	4	 	 	 	 	 	 
PE188015	1	500	1	4	4	2	1	2	0	 	 
PE188015	2	2000	1	4	1	2	1	2	0	 	 
PE188015	3	450	1	4	1	2	1	2	0	 	 
PE188015	4	300	1	4	1	2	1	2	0	 	 
PE188015	5	300	1	4	1	2	1	2	0	 	 
PE188015	6	300	1	4	1	2	1	2	0	 	 
PE188015	7	300	1	4	1	2	1	2	0	 	 
PE188015	8	300	1	4	1	2	1	2	0	 	 
PE188015	9	300	1	4	1	2	1	2	0	 	 
PE188015	10	300	1	4	1	2	1	2	0	 	 
PE188015	11	300	1	4	1	2	1	2	0	 	 
PE188015	12	200	1	4	1	2	1	2	0	 	 
PE188016	1	300	1	4	4	1	1	2	1	1	2
PE188016	2	1	2	4	1	1	1	2	1	1	2
PE188016	3	1	2	4	1	1	1	2	1	1	2
PE188016	4	.5	2	4	1	1	1	2	1	1	2
PE188016	5	450	1	4	1	1	1	2	1	1	2
PE188017	1	200	4	4	4	3	1	2	1	1	2
PE188017	2	1	7	5	1	 	 	 	 	 	 
PE188017	3	1	7	5	1	 	 	 	 	 	 
PE188017	4	1	7	5	1	 	 	 	 	 	 
PE188017	5	1	7	5	1	 	 	 	 	 	 
PE188017	6	1	7	4	1	3	1	2	1	1	2
PE188018	1	300	1	4	4	1	1	2	1	1	2
PE188018	2	2500	1	4	1	1	1	2	1	1	2
PE188018	3	2500	1	4	1	1	1	2	1	1	2
PE188018	4	2500	1	4	1	1	1	2	1	1	2
PE188018	5	1250	1	4	1	1	1	2	1	1	2
PE188018	6	1250	1	4	1	1	1	2	1	1	2
PE188018	7	1250	1	4	1	1	1	2	1	1	2
PE188018	8	1250	1	4	1	1	1	2	1	1	2
PE188019	1	200	1	4	4	0	 	 	1	1	2
PE188019	2	1	2	4	1	0	 	 	1	1	2
PE188019	3	1	2	4	8	0	 	 	1	1	2
PE188020	1	120	1	4	4	1	1	2	1	1	2
PE188020	2	1	2	1	1	 	 	 	 	 	 
PE188020	3	.5	2	1	1	 	 	 	 	 	 
PE188020	4	.5	2	4	1	1	1	2	1	1	2
PE188020	5	2500	1	4	1	1	1	2	1	1	2
PE188020	6	2500	1	4	1	1	1	2	1	1	2
PE188020	7	2500	1	4	1	1	1	2	1	1	2
PE188021	1	396	1	4	4	4	1	2	0	 	 
PE188021	2	1500	1	4	1	4	1	2	1	1	2
PE188021	3	1500	1	4	1	4	1	2	1	1	2
PE188021	4	500	1	4	1	4	1	2	1	1	2
PE188021	5	500	1	4	1	4	1	2	1	1	2
PE188021	6	60	1	4	1	4	1	2	1	1	2
PE188022	1	80	1	4	4	1	1	2	1	1	2
PE188022	2	.25	2	4	1	1	1	2	1	1	2
PE188022	3	.25	2	1	1	 	 	 	 	 	 
PE188022	4	.25	2	1	1	 	 	 	 	 	 
PE188022	5	750	1	4	1	1	1	2	1	1	2
PE188022	6	750	1	4	1	1	1	2	1	1	2
PE188023	1	500	1	4	4	2	1	2	0	 	 
PE188023	2	10000	1	4	8	2	1	2	0	 	 
PE188023	3	5000	1	4	1	2	1	2	0	 	 
PE188023	4	2500	1	4	8	2	1	2	0	 	 
PE188023	5	900	1	4	1	2	1	2	0	 	 
PE188023	6	800	1	4	1	2	1	2	0	 	 
PE188023	7	500	1	4	1	2	1	2	0	 	 
PE188023	8	500	1	4	1	2	1	2	0	 	 
PE188023	9	500	1	4	1	2	1	2	0	 	 
PE188023	10	450	1	4	1	2	1	2	0	 	 
PE188023	11	400	1	4	1	2	1	2	0	 	 
PE188023	12	400	1	4	1	2	1	2	0	 	 
PE188023	13	400	1	4	1	2	1	2	0	 	 
PE188023	14	400	1	4	1	2	1	2	0	 	 
PE188023	15	400	1	4	1	2	1	2	0	 	 
PE188023	16	375	1	4	1	2	1	2	0	 	 
PE188023	17	300	1	4	1	2	1	2	0	 	 
PE188024	1	210	1	4	4	1	1	 	1	1	2
PE188024	2	5	2	4	1	1	1	 	1	1	2
PE188025	1	100	1	4	4	0	 	 	0	 	 
PE188025	2	3600	1	4	1	0	 	 	0	 	 
PE188025	3	3600	1	4	1	0	 	 	0	 	 
PE188025	4	3600	1	1	1	 	 	 	 	 	 
PE188025	5	3600	1	1	1	 	 	 	 	 	 
PE188025	6	3600	1	1	1	 	 	 	 	 	 
PE188025	7	3600	1	1	1	 	 	 	 	 	 
PE188026	1	180	1	4	4	3	5	1	1	5	1
PE188026	2	.25	2	4	1	3	5	1	1	5	1
PE188026	3	.25	2	4	1	3	5	1	1	5	1
PE188027	1	160	1	5	4	 	 	 	 	 	 
PE188027	2	500	1	5	2	 	 	 	 	 	 
PE188027	3	250	1	5	1	 	 	 	 	 	 
PE188027	4	125	1	5	1	 	 	 	 	 	 
PE198001	1	200	1	4	4	0	 	 	1	16	 
PE198001	2	9	4	4	6	0	 	 	1	16	 
PE198002	1	300	1	4	4	0	 	 	1	2	 
PE198002	2	5.5	4	4	6	0	 	 	1	2	 
PE198003	1	180	1	4	4	4	1	2	1	1	2
PE198004	1	200	1	4	4	1	2	 	1	2	 
PE198004	2	25	1	1	4	 	 	 	 	 	 
PE198006	1	200	1	4	4	1	2	1	1	2	1
PE198007	1	200	1	4	4	4	2	 	1	2	 
PE198008	1	160	1	4	4	4	1	2	1	1	2
PE198008	2	.5	4	4	15	0	 	 	0	 	 
PE198008	3	.25	4	4	15	0	 	 	0	 	 
PE198009	1	120	1	1	4	 	 	 	 	 	 
PE198010	1	200	1	4	4	1	1	2	1	1	2
PE198011	1	120	1	4	4	0	 	 	0	 	 
PE198011	2	200	1	4	1	1	1	2	1	1	2
PE198012	1	200	1	4	4	1	2	 	1	2	 
PE198013	1	280	1	4	4	2	1	 	1	1	2
PE198013	2	100	1	4	4	4	1	 	1	1	2
PE198013	3	4	4	4	1	1	1	 	1	1	2
PE198013	4	260	1	4	4	1	1	 	1	1	2
PE198013	5	260	1	4	4	1	1	 	1	1	2
PE198014	1	150	1	2	4	 	 	 	 	 	 
PE198014	2	225	1	4	8	0	 	 	0	 	 
PE198015	1	40	1	4	4	0	 	 	0	 	 
PE198016	1	220	1	4	4	1	2	1	1	2	1
PE198017	1	400	1	4	4	0	 	 	0	 	 
PE198018	1	200	1	4	4	1	2	90	1	2	90
PE198019	1	60	1	2	4	 	 	 	 	 	 
PE198019	2	200	1	4	4	1	1	2	1	1	2
PE198021	1	200	1	4	4	4	1	 	1	1	 
PE198022	1	140	1	4	4	1	2	 	1	2	 
PE198024	1	330	1	4	4	2	1	 	1	1	 
PE198025	1	240	1	4	4	1	1	 	1	1	 
PE198026	1	380	1	4	4	2	3	 	1	3	 
PE198026	2	180	1	4	4	4	1	 	1	1	 
PE198026	3	200	1	4	4	4	3	 	1	3	 
PE198027	1	180	1	4	4	1	1	2	1	1	2
PE198028	1	300	1	4	4	2	1	 	1	1	 
PE198028	2	2	4	2	1	 	 	 	 	 	 
PE198030	1	180	1	4	4	2	1	2	1	1	2
PE198031	1	200	1	4	4	1	1	 	1	1	 
PE208001	1	50	1	4	4	0	 	 	1	1	 
PE208001	2	8.5	1	4	4	0	 	 	0	 	 
PE208002	1	450	1	4	4	2	2	 	0	 	 
PE208003	1	244	1	4	4	1	1	 	1	1	 
PE208006	1	80	1	4	4	1	1	2	1	1	2
PE208006	2	180	1	4	8	1	1	2	1	1	2
PE208006	3	2	2	4	1	1	1	2	1	1	2
PE208007	1	90	1	2	4	 	 	 	 	 	 
PE208007	2	60	1	2	4	 	 	 	 	 	 
PE208007	3	1	3	2	1	 	 	 	 	 	 
PE208007	4	1	3	2	1	 	 	 	 	 	 
PE208008	1	16	1	2	4	 	 	 	 	 	 
PE208008	2	12	1	1	4	 	 	 	 	 	 
PE208009	1	160	1	4	4	1	1	 	1	1	 
PE208009	2	150	1	4	1	1	1	 	1	1	 
PE208009	3	100	1	4	1	1	1	 	1	1	 
PE208010	1	70	1	1	4	 	 	 	 	 	 
PE208011	1	60	1	2	4	 	 	 	 	 	 
PE208012	1	36	1	1	4	 	 	 	 	 	 
PE208012	2	540	1	4	4	2	2	 	1	2	 
PE208013	1	100	1	2	4	 	 	 	 	 	 
PE208013	2	9	1	1	4	 	 	 	 	 	 
PE208013	3	120	1	4	8	4	2	 	1	2	 
PE208014	1	50	1	1	4	 	 	 	 	 	 
PE208015	1	120	1	4	4	1	1	2	1	1	2
PE208017	1	175	1	2	4	 	 	 	 	 	 
PE208017	2	160	1	4	8	4	1	2	1	1	2
PE208018	1	600	1	2	4	 	 	 	 	 	 
PE208018	2	300	1	4	8	4	1	2	1	1	2
PE208019	1	90	1	4	4	1	1	 	1	1	 
PE208020	1	80	1	4	4	1	1	2	0	 	 
PE208021	1	80	1	4	4	1	1	 	1	1	 
PE208021	2	90	1	4	8	1	1	2	1	1	2
PE208022	1	189	1	4	4	0	 	 	1	1	 
PE208022	2	378	1	1	5	 	 	 	 	 	 
PE208023	1	120	1	1	4	 	 	 	 	 	 
PE208024	1	45	1	4	4	2	1	 	0	 	 
PE208024	2	100	1	4	4	2	1	 	0	 	 
PE208024	3	800	1	4	1	2	1	 	0	 	 
PE208024	4	800	1	4	1	2	1	 	0	 	 
PE208024	5	1800	1	4	1	2	1	 	0	 	 
PE208024	6	3000	1	4	1	2	1	 	0	 	 
PE208024	7	1800	1	4	1	2	1	 	0	 	 
PE208024	8	450	1	4	1	2	1	 	0	 	 
