childid	actid	actyest	actsuper	actcare	choice
PE078037	1	1	0	0	0
PE078037	2	2	1	0	0
PE078037	3	12	0	0	1
PE078038	1	1	0	0	0
PE078038	2	2	1	0	0
PE078038	3	35	0	0	1
PE078039	1	5	0	1	0
PE078039	2	2	0	1	0
PE078039	3	1	1	0	0
PE078039	4	12	0	1	1
PE078040	1	2	0	0	0
PE078040	2	12	0	0	0
PE078040	3	1	1	0	0
PE078040	4	2	0	0	0
PE078041	1	5	1	1	0
PE078041	2	12	0	1	1
PE078041	3	1	1	0	0
PE078041	4	2	1	1	0
PE078042	1	5	1	0	1
PE078042	2	20	1	0	1
PE078042	3	2	1	0	1
PE078042	4	1	0	0	1
PE078042	5	12	1	1	1
PE078043	1	1	0	0	0
PE078043	2	5	0	1	0
PE078043	3	2	1	0	0
PE078043	4	3	0	1	0
PE078043	5	12	0	1	0
PE078044	1	2	1	0	1
PE078044	2	23	1	0	1
PE078044	3	3	1	0	0
PE078044	4	18	1	0	1
PE078045	1	1	0	0	0
PE078045	2	36	0	0	0
PE078045	3	2	1	1	1
PE078045	4	12	0	0	1
PE078045	5	34	0	0	1
PE078046	1	5	1	1	1
PE078046	2	2	0	1	1
PE078046	3	1	0	0	1
PE078047	1	2	0	0	0
PE078047	2	1	1	0	0
PE078047	3	12	1	0	1
PE078048	1	1	1	0	1
PE078048	2	34	1	0	1
PE078048	3	2	0	0	1
PE078048	4	12	1	0	1
PE078049	1	1	0	0	1
PE078049	2	2	0	0	1
PE078049	3	20	0	0	1
PE078049	4	12	1	0	1
PE078050	1	2	0	0	0
PE078050	2	35	1	1	1
PE078050	3	20	1	0	0
PE078050	4	1	1	0	0
PE078050	5	12	1	1	1
PE078051	1	2	0	1	0
PE078051	2	1	0	0	0
PE078051	3	36	0	0	0
PE078051	4	12	0	0	1
PE078052	1	5	0	0	1
PE078052	2	1	1	0	1
PE078052	3	2	1	0	1
PE078052	4	35	0	0	0
PE088001	1	5	0	0	0
PE088001	2	1	1	0	0
PE088001	3	2	1	0	0
PE088001	4	12	0	0	1
PE088002	1	2	0	0	0
PE088002	3	12	0	0	1
PE088002	21	1	1	0	1
PE088003	1	3	0	1	0
PE088003	2	2	0	0	1
PE088003	3	12	0	0	1
PE088003	4	1	1	0	1
PE088004	1	1	1	0	0
PE088004	2	8	1	0	0
PE088004	3	2	0	0	0
PE088004	4	15	0	0	1
PE088005	1	5	0	0	0
PE088005	2	2	0	0	1
PE088005	3	1	1	0	1
PE088005	4	23	0	0	1
PE088005	5	12	1	0	1
PE088007	1	2	0	0	1
PE088007	2	12	0	0	1
PE088007	3	34	0	0	1
PE088007	4	5	0	0	1
PE088007	5	1	1	0	1
PE088008	1	2	0	0	0
PE088008	2	5	0	0	0
PE088008	3	1	1	0	0
PE088008	4	36	0	0	0
PE088008	5	12	1	0	1
PE088009	1	1	0	0	0
PE088009	2	2	0	0	0
PE088009	3	12	0	0	1
PE088010	1	1	0	1	0
PE088010	2	5	0	0	0
PE088010	3	2	0	0	1
PE088010	4	35	0	0	1
PE088010	5	12	0	0	1
PE088011	1	1	1	0	1
PE088011	2	2	0	0	1
PE088011	3	12	0	0	1
PE088011	4	14	0	0	1
PE088012	1	1	1	0	0
PE088012	2	2	0	1	0
PE088012	3	5	1	0	0
PE088012	4	12	1	1	1
PE088013	1	1	1	0	0
PE088013	2	12	1	1	1
PE088013	3	2	1	0	0
PE088013	4	18	1	1	1
PE088014	1	2	0	0	0
PE088014	2	34	0	0	1
PE088014	3	1	0	0	0
PE088014	4	36	0	0	0
PE088015	1	1	1	0	0
PE088015	2	2	1	1	0
