CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	GETMOMBIRTH	GETCHILDBIRTH	THSVILR5	BURBRLR5	BRNREGR5	BRNZONR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	TYPATDR5	WHYNOTR5	AGEGRDR5
171026	1	 	1	 	71	74	 	1	1	0	0	 	 	 	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
171026	2	 	1	 	61	64	 	2	2	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
171026	3	 	4	 	31	34	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171026	4	 	4	 	27	30	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171026	5	 	4	 	24	37	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171028	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	2	99	1	10	0	 	 	 	 	 	 
171028	1	 	4	 	61	64	 	1	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171028	2	 	1	 	39	42	 	2	1	0	0	 	 	 	 	 	4	0	99	99	0	 	 	 	 	 	 	 	 
171028	3	 	4	 	27	30	 	1	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171028	4	 	4	 	24	27	 	2	22	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171028	5	 	4	 	23	26	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171028	6	 	1	 	21	24	 	1	7	0	0	 	 	 	 	23	0	0	2	99	1	4	0	 	 	 	 	 	 
171028	7	 	1	 	15	18	 	2	9	0	0	 	 	 	 	23	0	0	2	98	1	10	2	 	 	 	 	 	 
171028	15	 	1	 	13	16	 	1	9	0	0	 	 	 	 	23	0	0	2	98	 	 	 	1	8	1	4	 	 
171028	16	 	1	 	10	13	 	1	9	0	0	 	 	 	 	23	0	0	2	98	 	 	 	1	3	1	4	 	 
171028	17	 	1	 	7	10	 	2	17	0	0	 	 	 	 	23	 	0	2	98	 	 	 	1	3	1	4	 	 
171028	18	 	1	 	5	8	 	1	9	0	0	 	 	 	 	23	 	0	2	98	 	 	 	1	2	1	4	 	 
171029	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	8	1	 	 	 	 	 	 
171029	1	 	1	 	53	56	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	5	0	 	 	 	 	 	 
171029	2	 	1	 	42	45	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
171029	3	 	4	 	26	29	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171029	4	 	4	 	22	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171029	5	 	1	 	20	23	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	4	0	 	 	 	 	 	 
171029	15	 	1	 	10	13	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	5	1	4	 	 
171029	16	 	1	 	8	11	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	4	1	4	 	 
171029	17	 	1	 	 	2	 	2	7	 	 	 	 	 	 	23	 	0	2	1	 	 	 	 	 	 	 	 	 
171030	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	15	0	0	98	98	1	3	2	 	 	 	 	 	 
171030	1	 	4	 	44	47	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	2	 	4	 	27	30	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	3	 	4	 	26	29	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	4	 	1	 	19	22	 	1	7	0	0	 	 	 	 	15	0	0	98	98	1	11	1	 	 	 	 	 	 
171030	5	 	 	 	 	 	 	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	6	 	1	 	57	60	 	2	13	0	0	 	 	 	 	 	3	0	98	99	0	 	 	 	 	 	 	 	 
171030	7	 	4	 	32	35	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	8	 	4	 	29	32	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	9	 	1	 	9	12	 	1	9	0	0	 	 	 	 	15	 	0	98	98	 	 	 	1	2	1	4	 	 
171031	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	 	4	0	98	98	1	10	0	 	 	 	 	 	 
171031	1	0	4	 	62	65	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	2	0	4	 	47	50	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	3	0	4	 	30	33	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	4	0	4	 	27	30	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	5	0	4	 	24	27	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	6	0	4	 	17	20	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	15	0	4	 	15	18	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	16	0	4	 	10	13	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	17	0	4	 	5	8	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	18	1	1	 	 	0	10	2	27	 	 	 	 	 	 	23	 	0	0	98	 	 	 	 	 	 	 	 	 
171032	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	99	1	1	3	0	 	 	 	 	 	 
171032	1	 	1	 	64	67	 	1	1	0	0	 	 	 	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
171032	2	 	3	2007	55	58	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171032	3	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171032	4	 	4	 	27	30	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171032	5	 	1	 	25	28	 	1	7	0	0	 	 	 	 	23	0	0	99	1	1	4	0	 	 	 	 	 	 
171032	6	 	4	 	23	26	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171032	7	 	1	 	16	19	 	1	7	0	0	 	 	 	 	23	0	0	99	1	1	1	1	 	 	 	 	 	 
171032	15	 	1	 	14	17	 	2	7	0	0	 	 	 	 	23	0	0	99	1	 	 	 	1	2	0	 	20	13
171032	16	 	1	 	12	15	 	1	7	0	0	 	 	 	 	23	0	0	99	1	 	 	 	1	8	1	4	 	 
171032	17	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171032	18	 	1	 	83	86	 	1	5	0	0	 	 	 	 	2	1	1	99	99	0	 	 	 	 	 	 	 	 
171032	19	 	1	 	65	68	 	2	5	0	0	 	 	 	 	2	1	0	99	99	0	 	 	 	 	 	 	 	 
171033	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	26	0	0	99	99	1	10	0	 	 	 	 	 	 
171033	1	 	1	 	67	70	 	2	5	0	0	 	 	 	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
171033	2	 	4	 	32	35	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171033	3	 	1	 	29	32	 	1	13	0	0	 	 	 	 	23	0	0	1	99	1	9	0	 	 	 	 	 	 
171033	4	 	4	 	30	33	 	2	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171034	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	7	0	0	99	99	1	9	0	 	 	 	 	 	 
171034	1	 	 	 	 	 	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171034	2	 	 	 	 	 	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171034	3	 	4	 	33	36	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171034	4	 	1	 	27	30	 	2	7	0	0	 	 	 	 	 	4	0	99	99	1	8	0	 	 	 	 	 	 
171034	5	 	4	 	17	20	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171034	6	 	1	 	1	4	 	2	13	0	0	 	 	 	 	23	 	0	4	98	 	 	 	 	 	 	 	 	 
171034	7	 	1	 	 	1	 	1	13	 	 	 	 	 	 	23	 	0	4	98	 	 	 	 	 	 	 	 	 
171035	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	0	1	0	99	98	1	3	0	 	 	 	 	 	 
171035	1	0	4	 	54	57	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	2	0	3	2008	47	50	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	3	0	4	 	29	32	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	4	0	4	 	26	29	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	5	0	4	 	22	25	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	6	0	4	 	16	19	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	15	0	4	 	15	18	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	16	0	4	 	13	16	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	17	0	4	 	8	11	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	18	0	4	 	6	9	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	19	3	1	 	 	33	 	1	25	 	 	 	 	 	 	 	1	0	98	98	1	77	0	 	 	 	 	 	 
171038	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	3	2	1	32	1	 	 	 	 	 	 
171038	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	2	 	1	 	59	62	 	1	1	0	0	 	 	 	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
171038	3	 	1	 	49	52	 	2	1	0	0	 	 	 	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
171038	4	 	1	 	21	24	 	1	7	0	0	 	 	 	 	23	0	0	3	2	1	29	0	 	 	 	 	 	 
171038	5	 	2	 	16	19	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	6	 	1	 	13	16	 	2	7	0	0	 	 	 	 	23	0	0	3	2	 	 	 	1	8	1	4	 	 
171039	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	12	1	 	 	 	 	 	 
171039	1	 	1	 	59	62	 	1	1	0	0	 	 	 	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
171039	2	 	1	 	49	52	 	2	1	0	0	 	 	 	 	0	1	0	98	98	1	1	0	 	 	 	 	 	 
171039	3	 	4	 	25	28	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171039	4	 	4	 	24	27	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171039	5	 	1	 	21	24	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	8	1	 	 	 	 	 	 
171039	15	 	1	 	15	18	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	7	1	 	 	 	 	 	 
171039	16	 	1	 	12	15	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	10	1	1	 	 
171039	17	 	1	 	8	11	 	2	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	4	1	4	 	 
171039	18	 	1	 	5	8	 	2	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	1	1	4	 	 
171040	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	1	2	1	7	1	 	 	 	 	 	 
171040	1	 	1	 	51	54	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
171040	2	 	1	 	53	58	 	1	1	0	0	 	 	 	 	 	0	0	99	99	0	 	 	 	 	 	 	 	 
171040	3	 	4	 	28	31	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	4	 	1	 	24	27	 	1	7	0	0	 	 	 	 	23	0	0	1	2	0	 	 	 	 	 	 	 	 
171040	5	 	1	 	21	24	 	1	7	0	0	 	 	 	 	23	0	0	1	2	0	 	 	 	 	 	 	 	 
171042	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	 	0	0	98	98	1	10	0	 	 	 	 	 	 
171042	1	0	4	 	66	69	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	2	0	4	 	50	53	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	3	0	4	 	29	32	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	4	0	4	 	27	30	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	5	0	4	 	24	27	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	6	0	4	 	22	25	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	15	0	4	 	15	18	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	16	1	1	 	12	15	 	2	7	0	0	 	 	 	 	7	0	0	98	98	 	 	 	1	9	1	4	 	 
171042	17	0	4	 	10	13	 	1	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	0	1	0	98	99	1	10	0	 	 	 	 	 	 
171043	1	0	3	2007	64	67	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	2	0	4	 	51	54	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	3	0	4	 	25	28	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	4	0	4	 	23	26	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	5	0	4	 	20	23	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	6	0	4	 	16	19	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	15	0	4	 	14	17	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	16	0	4	 	11	14	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	17	3	1	 	 	37	 	1	25	 	 	 	 	 	 	 	1	0	98	99	1	77	0	 	 	 	 	 	 
171043	18	3	1	 	 	0	6	2	27	 	 	 	 	 	 	23	 	0	0	17	 	 	 	 	 	 	 	 	 
171044	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	15	0	0	98	98	1	11	1	 	 	 	 	 	 
171044	1	 	 	 	 	 	 	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	2	 	1	 	57	60	 	2	13	0	0	 	 	 	 	 	4	0	98	99	0	 	 	 	 	 	 	 	 
171044	3	 	4	 	32	35	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	4	 	4	 	29	32	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	5	 	4	 	27	30	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	6	 	4	 	25	28	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	7	 	4	 	23	26	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	8	 	1	 	18	21	 	1	7	0	0	 	 	 	 	15	0	77	98	98	1	3	2	 	 	 	 	 	 
171044	9	 	4	 	26	29	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	10	 	1	 	9	12	 	1	9	0	0	 	 	 	 	15	 	0	98	98	 	 	 	1	2	1	4	 	 
171045	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	 	0	0	98	98	1	10	0	 	 	 	 	 	 
171045	1	0	4	 	44	47	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	2	0	4	 	39	42	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	3	0	4	 	21	25	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	4	1	1	 	16	19	 	2	7	0	0	 	 	 	 	7	0	0	98	98	1	10	0	 	 	 	 	 	 
171045	15	0	4	 	14	17	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	16	0	4	 	11	14	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	17	0	4	 	5	8	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	18	0	4	 	2	5	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	1	98	1	5	0	 	 	 	 	 	 
171046	1	 	1	 	39	42	 	2	1	0	0	 	 	 	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
171046	2	 	4	 	24	27	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	3	 	4	 	22	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	4	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	15	 	1	 	11	14	 	1	7	0	0	 	 	 	 	23	0	0	1	98	 	 	 	1	3	1	4	 	 
171046	16	 	1	 	3	7	 	2	15	0	0	 	 	 	 	26	 	0	98	98	 	 	 	1	0	1	4	 	 
171047	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	0	1	0	98	98	1	8	0	 	 	 	 	 	 
171047	1	 	4	 	49	52	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	2	 	4	 	39	42	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	3	 	4	 	23	26	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	4	 	4	 	17	20	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	15	 	4	 	12	15	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	16	 	4	 	11	14	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	17	 	4	 	6	9	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	18	 	1	 	23	26	 	1	25	0	0	 	 	 	 	 	1	0	99	98	0	 	 	 	 	 	 	 	 
171047	19	 	1	 	0	3	 	1	27	0	0	 	 	 	 	23	 	0	0	18	 	 	 	 	 	 	 	 	 
171048	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	9	1	 	 	 	 	 	 
171048	1	 	1	 	53	56	 	1	1	0	0	 	 	 	 	 	1	0	99	98	1	29	0	 	 	 	 	 	 
171048	2	 	1	 	43	46	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
171048	3	 	4	 	25	28	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171048	4	 	4	 	22	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171048	5	 	1	 	16	19	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	21	1	 	 	 	 	 	 
171048	15	 	1	 	11	14	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	8	1	4	 	 
171048	16	 	1	 	7	10	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	3	1	4	 	 
171049	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	0	1	0	98	98	1	7	0	 	 	 	 	 	 
171049	1	 	4	 	53	56	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	2	 	4	 	48	51	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	3	 	4	 	26	29	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	4	 	4	 	24	27	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	5	 	4	 	22	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	6	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	7	 	4	 	16	19	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	15	 	4	 	13	16	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	16	 	4	 	9	12	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	17	 	4	 	20	23	 	1	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	18	 	1	 	20	23	 	1	25	0	0	 	 	 	 	 	1	0	98	98	0	 	 	 	 	 	 	 	 
171049	19	 	1	 	0	3	 	1	27	0	0	 	 	 	 	23	 	0	0	18	 	 	 	 	 	 	 	 	 
171050	0	1	1	 	18	21	 	2	0	0	0	 	 	 	 	0	1	0	98	98	1	5	0	 	 	 	 	 	 
171050	1	0	4	 	71	74	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	2	0	4	 	56	59	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	3	0	4	 	27	30	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	4	0	4	 	25	28	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	5	0	4	 	23	26	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	6	0	4	 	29	32	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	15	0	4	 	15	18	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	16	0	4	 	13	16	 	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	17	0	4	 	25	28	 	1	25	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	18	0	4	 	2	5	 	2	27	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	19	1	1	 	 	25	 	1	25	 	 	 	 	 	 	 	1	0	98	99	1	1	0	 	 	 	 	 	 
171050	20	1	1	 	 	0	10	1	27	 	 	 	 	 	 	23	 	0	0	19	 	 	 	 	 	 	 	 	 
181001	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	2	98	1	10	0	 	 	 	 	 	 
181001	1	 	1	 	61	65	 	2	5	0	0	 	 	 	 	23	3	0	99	99	0	 	 	 	 	 	 	 	 
181001	2	 	1	 	39	42	 	2	1	0	0	 	 	 	 	 	4	0	1	99	1	28	0	 	 	 	 	 	 
181001	3	 	1	 	16	19	 	1	9	0	0	 	 	 	 	23	0	0	2	98	1	7	0	 	 	 	 	 	 
181001	15	 	1	 	13	16	 	1	9	0	0	 	 	 	 	23	0	0	2	98	 	 	 	1	8	0	 	20	15
181001	16	 	3	2008	9	12	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	0	 	2	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	 	 	 	 	 	 	 	 	 
181002	1	 	1	 	56	60	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	29	0	 	 	 	 	 	 
181002	2	 	1	 	48	51	 	2	1	0	0	 	 	 	 	0	1	0	98	99	0	 	 	 	 	 	 	 	 
181002	3	 	4	 	30	34	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	4	 	1	 	27	30	 	1	7	0	0	 	 	 	 	23	1	0	2	1	1	4	0	 	 	 	 	 	 
181002	5	 	2	 	22	25	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	6	 	2	 	17	20	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	1	99	1	5	0	 	 	 	 	 	 
181003	1	 	1	 	45	48	 	2	1	0	0	 	 	 	 	 	3	0	98	99	0	 	 	 	 	 	 	 	 
181003	2	 	4	 	25	28	 	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	3	 	2	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	4	 	2	 	16	19	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	15	 	1	 	14	17	 	1	7	0	0	 	 	 	 	23	0	0	1	99	 	 	 	1	8	1	4	 	 
181004	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
181004	1	 	1	 	47	50	 	1	1	0	0	 	 	 	 	 	1	0	99	98	1	28	0	 	 	 	 	 	 
181004	2	 	1	 	37	40	 	2	1	0	0	 	 	 	 	0	1	0	98	98	0	 	 	 	 	 	 	 	 
181004	3	 	1	 	16	19	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
181004	15	 	1	 	13	16	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	8	1	4	 	 
181004	16	 	1	 	10	13	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	5	1	4	 	 
