CHILDCODE	ASSTIDR5	ASSETR5	NUMASSR5	ASACTR5	NMOWNR5	VLASTR5
151032	1	25	2	24	0	 
151032	2	1	10	11	10	520
151032	3	88	 	 	 	 
151033	1	1	5	11	5	300
151033	2	23	3	23	3	1000
151033	3	88	 	 	 	 
151034	1	 	 	 	 	 
151034	2	 	 	 	 	 
151034	3	 	 	 	 	 
151035	1	1	5	11	5	200
151035	2	25	1	24	1	48000
151035	3	88	 	 	 	 
151039	1	2	1	24	1	4500
151039	2	1	8	11	6	200
151039	3	88	 	 	 	 
151041	1	1	7	11	7	310
151041	2	88	 	 	 	 
151041	3	88	 	 	 	 
151042	1	1	7	11	7	340
151042	2	23	35	23	35	3000
151042	3	88	 	 	 	 
151043	1	1	9	11	9	650
151043	2	88	 	 	 	 
151043	3	88	 	 	 	 
151044	1	25	1	24	1	3000
151044	2	1	10	11	9	400
151044	3	88	 	 	 	 
151045	1	13	2	7	0	 
151045	2	88	 	 	 	 
151045	3	88	 	 	 	 
151049	1	23	7	23	7	1300
151049	2	13	6	7	6	500
151049	3	30	7	26	2	800
151051	1	1	7	11	7	690
151051	2	88	 	 	 	 
151051	3	88	 	 	 	 
151052	1	1	8	11	8	520
151052	2	13	3	7	0	 
151052	3	88	 	 	 	 
151053	1	1	12	11	12	730
151053	2	88	 	 	 	 
151053	3	88	 	 	 	 
151054	1	1	8	11	8	230
151054	2	2	1	24	0	 
151054	3	88	 	 	 	 
151056	1	1	6	11	6	200
151056	2	2	1	24	1	6000
151056	3	88	 	 	 	 
151057	1	1	4	11	4	450
151057	2	88	 	 	 	 
151057	3	88	 	 	 	 
151058	1	1	11	11	7	350
151058	2	88	 	 	 	 
151058	3	88	 	 	 	 
151059	1	25	1	24	0	 
151059	2	1	6	11	6	410
151059	3	23	1	23	1	700
151064	1	 	 	 	 	 
151064	2	 	 	 	 	 
151064	3	 	 	 	 	 
151066	1	1	8	11	8	1000
151066	2	88	 	 	 	 
151066	3	88	 	 	 	 
151067	1	2	6	11	6	380
151067	2	88	 	 	 	 
151067	3	88	 	 	 	 
151068	1	1	4	11	4	300
151068	2	88	 	 	 	 
151068	3	88	 	 	 	 
151069	1	1	2	11	2	90
151069	2	88	 	 	 	 
151069	3	88	 	 	 	 
151070	1	1	7	11	7	270
151070	2	88	 	 	 	 
151070	3	88	 	 	 	 
161003	1	30	1	11	1	-77
161003	2	88	 	 	 	 
161003	3	88	 	 	 	 
161006	1	4	1	11	1	80
161006	2	1	6	11	6	570
161006	3	8	2	11	2	160
161007	1	4	1	11	1	300
161007	2	1	8	11	8	300
161007	3	6	2	11	2	50
161008	1	1	6	11	6	300
161008	2	4	1	11	1	450
161008	3	88	 	 	 	 
161009	1	1	4	11	2	70
161009	2	4	1	11	1	50
161009	3	88	 	 	 	 
161010	1	1	8	11	8	500
161010	2	4	1	11	1	350
161010	3	6	4	11	4	200
161011	1	1	15	11	15	700
161011	2	4	1	11	1	320
161011	3	6	4	11	4	180
161013	1	1	11	11	11	800
161013	2	6	3	11	3	100
161013	3	4	2	11	2	80
161016	1	1	6	11	6	320
161016	2	4	1	11	1	140
161016	3	88	 	 	 	 
161017	1	13	3	5	3	300
161017	2	1	4	11	4	250
161017	3	88	 	 	 	 
161018	1	4	1	11	1	100
161018	2	1	8	11	5	580
161018	3	88	 	 	 	 
161019	1	2	1	24	1	5000
161019	2	1	8	11	8	500
161019	3	4	1	11	1	300
161020	1	1	7	11	7	200
161020	2	4	1	11	1	100
161020	3	88	 	 	 	 
161021	1	1	8	11	8	300
161021	2	4	1	11	1	120
161021	3	88	 	 	 	 
161022	1	1	5	11	5	450
161022	2	6	2	11	2	120
161022	3	88	 	 	 	 
161023	1	1	10	11	10	230
161023	2	4	2	11	2	75
161023	3	6	3	11	3	83
161024	1	1	8	11	8	350
161024	2	4	1	11	1	280
161024	3	6	2	11	2	50
161025	1	1	8	11	8	280
161025	2	4	1	11	1	58
161025	3	6	2	11	2	80
161026	1	1	6	11	6	250
161026	2	4	2	11	2	50
161026	3	6	3	11	3	85
161029	1	1	8	11	8	580
161029	2	13	4	7	4	350
161029	3	6	3	11	3	180
161030	1	1	12	11	12	580
161030	2	6	4	11	4	150
161030	3	4	3	11	3	100
161031	1	1	8	11	8	500
161031	2	4	1	11	1	100
161031	3	88	 	 	 	 
161032	1	4	1	11	1	130
161032	2	1	6	11	6	540
161032	3	8	2	11	2	250
161033	1	1	4	11	4	230
161033	2	8	2	11	2	80
161033	3	88	 	 	 	 
161034	1	4	1	11	1	180
161034	2	1	1	11	1	620
161034	3	3	1	11	1	670
161035	1	4	1	11	1	100
161035	2	1	4	11	4	320
161035	3	88	 	 	 	 
161037	1	1	7	11	7	350
161037	2	3	1	11	1	400
161037	3	4	2	11	2	120
161038	1	15	80	23	80	100000
161038	2	24	1	23	1	10000
161038	3	2	1	24	1	5000
161039	1	1	5	11	5	200
161039	2	4	1	11	1	150
161039	3	88	 	 	 	 
161041	1	1	8	11	8	350
161041	2	4	1	11	1	260
161041	3	88	 	 	 	 
161042	1	1	8	11	8	250
161042	2	4	2	11	2	80
161042	3	6	1	11	1	100
161043	1	4	1	11	1	130
161043	2	1	4	11	4	450
161043	3	8	3	11	3	180
161044	1	4	1	11	1	160
161044	2	1	5	11	5	580
161044	3	8	3	11	3	210
161045	1	1	8	11	8	360
161045	2	3	1	11	1	450
161045	3	6	3	11	2	120
161046	1	1	5	11	5	150
161046	2	4	1	11	1	150
161046	3	88	 	 	 	 
161047	1	4	1	11	1	130
161047	2	1	7	11	6	650
161047	3	8	4	11	4	240
161048	1	1	7	11	7	300
161048	2	4	1	11	1	100
161048	3	88	 	 	 	 
161049	1	1	4	11	4	200
161049	2	4	1	11	1	150
161049	3	88	 	 	 	 
161050	1	1	9	11	9	500
161050	2	4	1	11	1	350
161050	3	6	2	11	2	160
171001	1	1	4	11	4	500
171001	2	4	1	11	1	130
171001	3	88	 	 	 	 
171002	1	4	2	11	2	200
171002	2	13	4	7	4	500
171002	3	2	1	7	1	150
171003	1	 	 	 	 	 
171003	2	 	 	 	 	 
171003	3	 	 	 	 	 
171005	1	30	1	24	1	110000
171005	2	88	 	 	 	 
171005	3	88	 	 	 	 
171006	1	 	 	 	 	 
171006	2	 	 	 	 	 
171006	3	 	 	 	 	 
171007	1	 	 	 	 	 
171007	2	 	 	 	 	 
171007	3	 	 	 	 	 
171008	1	1	6	11	6	900
171008	2	4	1	11	1	100
171008	3	88	 	 	 	 
171009	1	23	3	23	3	1000
171009	2	24	1	23	1	300
171009	3	88	 	 	 	 
171010	1	4	1	11	1	70
171010	2	1	5	11	5	440
171010	3	15	4	12	4	800
171012	1	1	3	11	3	370
171012	2	4	1	11	1	150
171012	3	13	3	5	3	600
171013	1	17	10	16	10	15000
171013	2	88	 	 	 	 
171013	3	88	 	 	 	 
171014	1	 	 	 	 	 
171014	2	 	 	 	 	 
171014	3	 	 	 	 	 
171016	1	1	9	11	9	2000
171016	2	4	2	11	2	300
171016	3	13	3	7	3	1100
171017	1	1	6	11	6	800
171017	2	4	2	11	2	260
171017	3	13	3	7	3	700
171019	1	4	1	11	1	140
171019	2	1	2	11	2	60
171019	3	88	 	 	 	 
171020	1	15	30	23	30	50000
171020	2	88	 	 	 	 
171020	3	88	 	 	 	 
171021	1	1	7	11	7	850
171021	2	4	2	11	2	240
171021	3	13	4	5	4	650
171022	1	1	4	11	4	520
171022	2	4	1	11	1	180
171022	3	13	2	5	2	1400
171023	1	1	4	11	4	400
171023	2	4	1	11	1	100
171023	3	88	 	 	 	 
171025	1	1	6	11	6	750
171025	2	4	1	11	1	200
171025	3	88	 	 	 	 
171026	1	1	10	11	10	1200
171026	2	4	2	11	2	300
171026	3	88	 	 	 	 
171028	1	1	6	11	6	-77
171028	2	4	1	11	1	80
171028	3	88	 	 	 	 
171029	1	1	5	11	5	350
171029	2	4	1	11	1	120
171029	3	13	4	5	4	600
171030	1	1	3	11	3	80
171030	2	4	1	11	1	75
171030	3	88	 	 	 	 
171031	1	 	 	 	 	 
171031	2	 	 	 	 	 
171031	3	 	 	 	 	 
171032	1	1	5	11	5	720
171032	2	4	2	11	2	300
171032	3	13	4	5	4	950
171033	1	 	 	 	 	 
171033	2	 	 	 	 	 
171033	3	 	 	 	 	 
171034	1	 	 	 	 	 
171034	2	 	 	 	 	 
171034	3	 	 	 	 	 
171035	1	13	4	7	4	300
171035	2	88	 	 	 	 
171035	3	88	 	 	 	 
171038	1	1	6	11	6	800
171038	2	3	2	11	2	300
171038	3	88	 	 	 	 
171039	1	1	6	11	6	500
171039	2	4	1	11	1	90
171039	3	88	 	 	 	 
171040	1	1	4	11	4	450
171040	2	4	1	11	1	100
171040	3	5	1	11	1	6000
171042	1	 	 	 	 	 
171042	2	 	 	 	 	 
171042	3	 	 	 	 	 
171043	1	 	 	 	 	 
171043	2	 	 	 	 	 
171043	3	 	 	 	 	 
171044	1	1	3	11	3	80
171044	2	4	1	11	1	75
171044	3	88	 	 	 	 
171045	1	 	 	 	 	 
171045	2	 	 	 	 	 
171045	3	 	 	 	 	 
171046	1	1	4	11	4	280
171046	2	4	1	11	1	80
171046	3	13	3	5	3	220
171047	1	1	4	11	4	550
171047	2	4	1	11	1	120
171047	3	5	1	11	1	70000
171048	1	1	4	11	4	660
171048	2	4	2	11	2	360
171048	3	88	 	 	 	 
171049	1	1	6	11	6	550
171049	2	4	2	11	2	180
171049	3	13	3	7	3	900
171050	1	1	3	11	3	450
171050	2	4	1	11	1	180
171050	3	13	5	7	5	500
181001	1	4	2	11	1	30
181001	2	8	8	11	8	200
181001	3	1	5	11	5	100
181002	1	4	1	11	1	40
181002	2	8	6	11	6	60
181002	3	88	 	 	 	 
181003	1	4	1	11	1	150
181003	2	1	4	11	4	100
181003	3	88	 	 	 	 
181004	1	8	1	11	1	100
181004	2	4	1	11	1	100
181004	3	1	2	11	2	20
181005	1	25	1	24	1	-77
181005	2	88	 	 	 	 
181005	3	88	 	 	 	 
181006	1	 	 	 	 	 
181006	2	 	 	 	 	 
181006	3	 	 	 	 	 
181007	1	 	 	 	 	 
181007	2	 	 	 	 	 
181007	3	 	 	 	 	 
181008	1	 	 	 	 	 
181008	2	 	 	 	 	 
181008	3	 	 	 	 	 
181009	1	4	1	11	1	70
181009	2	1	6	11	3	60
181009	3	8	3	11	3	250
181010	1	4	1	11	1	10
181010	2	8	11	11	10	100
181010	3	88	 	 	 	 
181012	1	8	1	11	1	400
181012	2	4	2	11	2	280
181012	3	1	6	11	6	240
181013	1	4	1	11	1	100
181013	2	1	6	11	6	200
181013	3	8	1	11	1	120
181014	1	15	25	12	25	40000
181014	2	23	2	23	2	5000
181014	3	88	 	 	 	 
181016	1	4	2	11	2	100
181016	2	8	10	11	10	150
181016	3	2	1	11	1	30
181017	1	4	1	11	1	50
181017	2	8	10	11	10	100
181017	3	88	 	 	 	 
181018	1	4	2	11	2	200
181018	2	1	8	11	8	180
181018	3	88	 	 	 	 
181019	1	 	 	 	 	 
181019	2	 	 	 	 	 
181019	3	 	 	 	 	 
181020	1	1	2	11	2	75
181020	2	88	 	 	 	 
181020	3	88	 	 	 	 
181021	1	8	1	11	1	500
181021	2	4	2	11	2	200
181021	3	1	5	11	5	50
181022	1	4	1	11	0	 
181022	2	8	5	11	0	 
181022	3	88	 	 	 	 
181023	1	4	1	11	0	 
181023	2	8	5	11	0	 
181023	3	88	 	 	 	 
181024	1	15	27	12	27	35000
181024	2	88	 	 	 	 
181024	3	88	 	 	 	 
181025	1	8	1	11	1	600
181025	2	4	2	11	2	300
181025	3	1	7	11	7	170
181026	1	4	1	11	1	150
181026	2	1	7	11	7	300
181026	3	8	1	11	1	200
181027	1	4	1	11	0	 
181027	2	8	8	11	0	 
181027	3	88	 	 	 	 
181028	1	13	2	7	2	55
181028	2	4	1	11	1	50
181028	3	9	1	11	1	60
181029	1	 	 	 	 	 
181029	2	 	 	 	 	 
181029	3	 	 	 	 	 
181031	1	4	2	11	1	50
181031	2	1	3	11	3	21
181031	3	8	2	11	2	150
181032	1	 	 	 	 	 
181032	2	 	 	 	 	 
181032	3	 	 	 	 	 
181033	1	13	3	7	3	800
181033	2	4	2	11	2	300
181033	3	8	4	11	4	400
181034	1	8	1	11	1	600
181034	2	4	2	11	2	250
181034	3	1	9	11	9	180
181036	1	30	7	26	0	 
181036	2	88	 	 	 	 
181036	3	88	 	 	 	 
181037	1	4	1	11	1	70
181037	2	8	6	11	6	200
181037	3	88	 	 	 	 
181038	1	9	5	2	0	 
181038	2	88	 	 	 	 
181038	3	88	 	 	 	 
181039	1	 	 	 	 	 
181039	2	 	 	 	 	 
181039	3	 	 	 	 	 
181040	1	8	1	11	0	 
181040	2	4	1	11	0	 
181040	3	1	3	11	0	 
181041	1	8	1	11	1	800
181041	2	1	6	11	6	300
181041	3	4	3	11	3	90
181043	1	 	 	 	 	 
181043	2	 	 	 	 	 
181043	3	 	 	 	 	 
181045	1	4	1	11	1	30
181045	2	1	2	11	2	20
181045	3	88	 	 	 	 
181046	1	4	2	11	2	100
181046	2	8	9	11	9	50
181046	3	30	2	26	2	80
181047	1	4	1	11	1	40
181047	2	8	4	11	4	200
181047	3	2	1	11	1	1000
181048	1	4	1	11	1	60
181048	2	8	8	11	8	150
181048	3	88	 	 	 	 
181049	1	13	6	7	1	50
181049	2	88	 	 	 	 
181049	3	88	 	 	 	 
181050	1	 	 	 	 	 
181050	2	 	 	 	 	 
181050	3	 	 	 	 	 
191001	1	15	10	12	10	10000
191001	2	88	 	 	 	 
191001	3	88	 	 	 	 
191002	1	30	3	12	0	 
191002	2	88	 	 	 	 
191002	3	88	 	 	 	 
191003	1	15	10	12	10	100000
191003	2	88	 	 	 	 
191003	3	88	 	 	 	 
191004	1	15	1	12	1	3500
191004	2	88	 	 	 	 
191004	3	88	 	 	 	 
191005	1	23	5	23	5	10000
191005	2	88	 	 	 	 
191005	3	88	 	 	 	 
191006	1	21	1	21	1	7000
191006	2	23	10	23	10	40
191006	3	88	 	 	 	 
191007	1	13	2	7	2	150
191007	2	88	 	 	 	 
191007	3	88	 	 	 	 
191009	1	21	1	21	1	5000
191009	2	88	 	 	 	 
191009	3	88	 	 	 	 
191010	1	30	1	24	1	3000
191010	2	4	1	11	0	 
191010	3	1	5	11	0	 
191011	1	15	4	12	4	100
191011	2	88	 	 	 	 
191011	3	88	 	 	 	 
191012	1	 	 	 	 	 
191012	2	 	 	 	 	 
191012	3	 	 	 	 	 
191013	1	 	 	 	 	 
191013	2	 	 	 	 	 
191013	3	 	 	 	 	 
191014	1	15	6	12	6	4000
191014	2	88	 	 	 	 
191014	3	88	 	 	 	 
191015	1	1	2	8	2	80
191015	2	88	 	 	 	 
191015	3	88	 	 	 	 
191016	1	23	4	23	4	15000
191016	2	88	 	 	 	 
191016	3	88	 	 	 	 
191017	1	15	3	12	3	900
191017	2	4	1	11	0	 
191017	3	8	7	11	0	 
191018	1	25	1	24	1	400000
191018	2	21	2	21	2	20000
191018	3	8	1	11	1	200
191021	1	23	1	23	1	600
191021	2	88	 	 	 	 
191021	3	88	 	 	 	 
191022	1	23	8	23	8	150000
191022	2	24	1	23	0	 
191022	3	88	 	 	 	 
191023	1	15	15	12	15	12
191023	2	88	 	 	 	 
191023	3	88	 	 	 	 
191024	1	20	2	21	2	500
191024	2	88	 	 	 	 
191024	3	88	 	 	 	 
191025	1	23	6	23	6	20000
191025	2	1	2	11	2	100
191025	3	88	 	 	 	 
191026	1	15	3	12	3	630
191026	2	88	 	 	 	 
191026	3	88	 	 	 	 
191027	1	 	 	 	 	 
191027	2	 	 	 	 	 
191027	3	 	 	 	 	 
191029	1	21	1	21	1	3000
191029	2	88	 	 	 	 
191029	3	88	 	 	 	 
191030	1	15	6	12	6	2700
191030	2	4	1	11	1	100
191030	3	8	5	11	5	300
191031	1	 	 	 	 	 
191031	2	 	 	 	 	 
191031	3	 	 	 	 	 
191032	1	24	1	23	1	5000
191032	2	4	1	11	0	 
191032	3	8	6	11	0	 
191033	1	1	2	11	2	100
191033	2	88	 	 	 	 
191033	3	88	 	 	 	 
191034	1	15	22	23	22	13000
191034	2	88	 	 	 	 
191034	3	88	 	 	 	 
191036	1	 	 	 	 	 
191036	2	 	 	 	 	 
191036	3	 	 	 	 	 
191037	1	23	5	23	5	10000
191037	2	88	 	 	 	 
191037	3	88	 	 	 	 
191038	1	 	 	 	 	 
191038	2	 	 	 	 	 
191038	3	 	 	 	 	 
191039	1	23	2	16	2	18000
191039	2	88	 	 	 	 
191039	3	88	 	 	 	 
191040	1	25	1	24	1	500000
191040	2	1	4	11	4	150
191040	3	88	 	 	 	 
191042	1	1	4	11	4	200
191042	2	88	 	 	 	 
191042	3	88	 	 	 	 
191043	1	21	1	21	1	5000
191043	2	1	2	11	2	100
191043	3	88	 	 	 	 
191044	1	15	40	12	40	70000
191044	2	88	 	 	 	 
191044	3	88	 	 	 	 
191045	1	1	4	11	4	200
191045	2	88	 	 	 	 
191045	3	88	 	 	 	 
191046	1	13	30	7	30	3000
191046	2	88	 	 	 	 
191046	3	88	 	 	 	 
191047	1	 	 	 	 	 
191047	2	 	 	 	 	 
191047	3	 	 	 	 	 
191048	1	 	 	 	 	 
191048	2	 	 	 	 	 
191048	3	 	 	 	 	 
191049	1	13	20	7	20	20000
191049	2	88	 	 	 	 
191049	3	88	 	 	 	 
191050	1	23	300	23	300	105000
191050	2	88	 	 	 	 
191050	3	88	 	 	 	 
191051	1	1	5	29	0	 
191051	2	4	1	11	0	 
191051	3	8	5	11	0	 
201001	1	 	 	 	 	 
201001	2	 	 	 	 	 
201001	3	 	 	 	 	 
201003	1	 	 	 	 	 
201003	2	 	 	 	 	 
201003	3	 	 	 	 	 
201005	1	 	 	 	 	 
201005	2	 	 	 	 	 
201005	3	 	 	 	 	 
201006	1	1	2	11	2	1000
201006	2	4	2	11	2	450
201006	3	2	1	11	1	300
201009	1	 	 	 	 	 
201009	2	 	 	 	 	 
201009	3	 	 	 	 	 
201010	1	 	 	 	 	 
201010	2	 	 	 	 	 
201010	3	 	 	 	 	 
201011	1	1	6	11	6	200
201011	2	4	2	11	2	150
201011	3	2	1	11	1	200
201012	1	1	9	11	9	850
201012	2	4	3	11	3	600
201012	3	2	1	11	1	350
201013	1	 	 	 	 	 
201013	2	 	 	 	 	 
201013	3	 	 	 	 	 
201015	1	 	 	 	 	 
201015	2	 	 	 	 	 
201015	3	 	 	 	 	 
201017	1	 	 	 	 	 
201017	2	 	 	 	 	 
201017	3	 	 	 	 	 
201018	1	1	8	11	8	580
201018	2	4	3	11	3	250
201018	3	88	 	 	 	 
201019	1	 	 	 	 	 
201019	2	 	 	 	 	 
201019	3	 	 	 	 	 
201020	1	13	3	7	0	 
201020	2	88	 	 	 	 
201020	3	88	 	 	 	 
201021	1	30	5	26	5	4000
201021	2	88	 	 	 	 
201021	3	88	 	 	 	 
201022	1	 	 	 	 	 
201022	2	 	 	 	 	 
201022	3	 	 	 	 	 
201023	1	30	1	24	1	32000
201023	2	88	 	 	 	 
201023	3	88	 	 	 	 
201025	1	 	 	 	 	 
201025	2	 	 	 	 	 
201025	3	 	 	 	 	 
201027	1	23	5	23	1	20000
201027	2	24	1	23	1	15000
201027	3	88	 	 	 	 
201028	1	23	15	23	15	25000
201028	2	24	1	23	0	 
201028	3	88	 	 	 	 
201029	1	1	12	11	12	1200
201029	2	4	4	11	4	400
201029	3	5	1	11	1	15000
201030	1	 	 	 	 	 
201030	2	 	 	 	 	 
201030	3	 	 	 	 	 
201031	1	15	20	12	20	25
201031	2	88	 	 	 	 
201031	3	88	 	 	 	 
201032	1	1	4	11	4	300
201032	2	4	1	11	1	70
201032	3	88	 	 	 	 
201035	1	1	4	11	4	600
201035	2	4	2	11	2	250
201035	3	88	 	 	 	 
201036	1	1	8	11	8	650
201036	2	4	2	11	2	140
201036	3	88	 	 	 	 
201037	1	1	2	11	2	130
201037	2	88	 	 	 	 
201037	3	88	 	 	 	 
201038	1	1	2	11	2	30
201038	2	88	 	 	 	 
201038	3	88	 	 	 	 
201039	1	17	7	16	0	 
201039	2	88	 	 	 	 
201039	3	88	 	 	 	 
201040	1	24	1	23	1	15000
201040	2	88	 	 	 	 
201040	3	88	 	 	 	 
201042	1	1	10	11	10	500
201042	2	4	2	11	2	300
201042	3	88	 	 	 	 
201044	1	 	 	 	 	 
201044	2	 	 	 	 	 
201044	3	 	 	 	 	 
201046	1	1	8	11	8	1220
201046	2	4	2	11	2	350
201046	3	88	 	 	 	 
201047	1	1	6	11	6	800
201047	2	4	2	11	2	160
201047	3	88	 	 	 	 
201048	1	 	 	 	 	 
201048	2	 	 	 	 	 
201048	3	 	 	 	 	 
201049	1	15	3	12	3	1200
201049	2	88	 	 	 	 
201049	3	88	 	 	 	 
201050	1	1	5	11	5	100
201050	2	4	2	11	2	200
201050	3	88	 	 	 	 
