placeid	rsid	module	section	ageres	sexres	capac	livres
PE15C08	8	1	5	45	1	7	0
PE15C08	9	1	5	35	1	7	0
PE15C08	10	1	5	25	2	7	0
PE15C08	11	1	5	48	2	7	0
PE15C08	12	1	5	31	2	7	0
PE15C08	13	2	2	31	2	8	0
PE15C08	14	2	5	63	1	8	0
PE15C08	15	2	4	27	1	3	0
PE15C08	16	1	3	27	2	3	0
PE15C08	17	1	5	26	1	3	0
PE15C08	18	1	5	38	2	7	0
PE15C09	1	2	4	40	1	3	5
PE15C09	2	1	1	47	1	2	27
PE15C09	3	1	1	65	1	2	25
PE15C09	4	1	1	-77	2	8	-77
PE15C09	5	1	4	39	1	4	4
PE15C09	6	1	3	30	2	3	3
PE15C09	7	2	3	26	1	8	26
PE15C09	8	1	5	26	1	3	20
PE15C09	9	1	5	18	2	3	18
PE15C09	10	1	5	46	2	8	28
PE15C09	11	1	5	31	1	7	31
PE15C09	12	1	5	34	2	7	34
PE15C09	13	1	5	31	2	7	8
PE15C09	14	1	5	45	1	7	4
PE15C09	15	1	5	35	1	7	20
PE15C09	16	1	5	25	2	7	1
PE15C09	17	1	5	48	2	7	48
PE15C09	18	1	3	39	2	8	16
PE15C09	19	2	1	31	2	6	1
PE15C09	20	2	2	30	2	2	30
PE15C09	21	1	3	25	2	3	0
PE15C09	22	1	4	36	2	4	4
PE16C01	1	1	5	40	2	3	4
PE16C01	2	1	5	29	2	3	0
PE16C01	3	1	1	39	1	1	39
PE16C01	4	1	1	36	1	1	36
PE16C01	5	1	1	29	1	1	29
PE16C01	6	1	1	38	1	1	38
PE16C01	7	1	1	44	1	1	44
PE16C01	8	1	1	42	1	1	42
PE16C01	9	1	1	26	1	1	26
PE16C01	10	1	1	33	1	8	33
PE16C01	11	2	2	56	1	4	56
PE16C01	12	2	3	39	1	1	39
PE16C01	13	2	3	24	1	8	24
PE16C01	14	1	5	-79	1	7	15
PE16C01	15	1	5	36	2	7	20
PE16C02	1	1	1	43	1	8	5
PE16C02	2	2	4	35	2	8	4
PE16C02	3	1	2	46	1	1	46
PE16C02	4	2	5	29	1	8	29
PE16C02	5	2	3	53	1	4	5
PE16C02	6	2	3	37	2	4	6
PE16C02	7	2	3	26	2	4	0
PE16C02	8	2	3	37	2	8	37
PE16C02	9	1	5	31	1	7	14
PE16C02	10	1	5	42	2	7	42
PE16C02	11	1	5	36	1	7	15
PE16C02	88	 	 	 	 	 	 
PE16C03	1	1	3	43	1	4	1
PE16C03	2	1	1	36	1	3	5
PE16C03	3	2	2	44	2	4	3
PE16C03	4	1	1	36	1	8	36
PE16C03	5	1	1	55	1	1	55
PE16C03	6	1	5	31	2	8	33
PE16C03	7	1	4	39	2	8	39
PE16C03	8	1	4	24	2	7	24
PE16C04	1	1	1	51	1	1	51
PE16C04	2	1	1	28	1	1	28
PE16C04	3	1	1	55	1	1	55
PE16C04	4	1	1	38	1	3	38
PE16C04	5	1	1	46	1	1	46
PE16C04	6	1	2	37	2	8	6
PE16C04	7	1	5	44	1	7	44
PE16C04	8	1	3	43	1	4	5
PE16C04	9	1	5	28	2	8	1
PE16C04	10	1	5	24	1	7	10
PE16C04	11	1	5	36	2	7	20
PE16C05	1	1	1	36	2	1	36
PE16C05	2	1	1	64	1	1	64
PE16C05	3	1	1	31	1	1	31
PE16C05	4	1	5	52	2	7	6
PE16C05	5	1	2	44	1	8	44
PE16C05	6	1	1	33	1	1	33
PE16C05	7	1	3	37	2	1	2
PE16C05	8	1	3	20	1	1	20
PE16C05	9	2	2	37	2	1	37
PE16C05	10	2	2	20	2	8	20
PE16C05	11	1	2	41	1	8	20
PE16C05	12	1	5	43	2	7	43
PE16C05	13	2	4	45	2	3	6
PE16C05	14	2	1	38	1	4	0
PE16C05	15	2	1	36	2	4	5
PE16C05	16	2	1	39	2	4	5
PE16C05	17	2	3	30	2	4	1
PE16C05	88	 	 	 	 	 	 
PE16C06	1	1	1	32	2	3	2
PE16C06	2	1	1	48	1	1	48
PE16C06	3	2	1	38	2	8	1
PE16C06	4	2	1	45	1	4	6
PE16C06	5	2	1	40	2	4	0
PE16C06	6	1	5	28	2	3	9
PE16C06	7	1	1	36	1	1	36
PE16C06	8	1	3	36	2	1	36
PE16C06	9	1	5	42	1	7	42
PE16C06	10	1	2	30	1	1	30
PE16C06	11	1	5	22	2	7	5
PE16C06	12	1	3	42	1	8	0
PE16C06	13	2	3	30	2	3	2
PE16C06	88	 	 	 	 	 	 
PE16C07	1	1	1	39	1	1	39
PE16C07	2	1	1	40	1	1	8
PE16C07	3	2	1	48	2	4	2
PE16C07	4	2	1	55	2	4	2
PE16C07	5	2	1	40	2	4	2
PE16C07	6	2	2	54	2	8	1
PE16C07	7	2	2	28	2	8	1
PE16C07	8	1	3	43	1	8	43
PE16C07	9	1	5	40	2	8	40
PE16C07	10	1	5	60	2	7	60
PE16C08	1	1	1	35	2	4	5
PE16C08	2	1	1	28	1	1	11
PE16C08	3	1	3	43	2	4	1
PE16C08	4	1	3	31	1	4	4
PE16C08	5	1	3	42	1	4	7
PE16C08	6	1	1	32	1	8	32
PE16C08	7	1	5	28	2	8	1
PE16C08	8	1	5	36	1	7	42
PE16C08	9	1	5	40	2	3	4
PE16C08	10	1	5	-79	2	7	20
PE16C08	11	1	5	36	2	7	20
PE16C08	88	 	 	 	 	 	 
PE17C01	1	2	3	55	2	4	24
PE17C01	2	1	1	33	1	1	5
PE17C01	3	1	5	25	2	7	25
PE17C01	4	1	5	38	2	7	5
PE17C01	5	2	3	52	1	4	3
PE17C01	6	2	4	39	2	3	5
PE17C01	7	1	5	38	1	7	12
PE17C01	8	1	5	31	2	7	31
PE17C01	9	1	5	32	1	7	11
PE17C01	10	1	5	29	2	7	5
PE17C01	11	2	3	40	2	2	0
PE17C01	88	 	 	 	 	 	 
PE17C02	1	1	1	37	2	1	15
PE17C02	2	1	3	40	1	3	5
PE17C02	3	2	4	36	1	3	0
PE17C02	4	2	4	36	2	3	6
PE17C02	5	1	1	59	1	2	25
PE17C02	6	1	3	43	2	1	43
PE17C02	7	2	1	28	2	8	28
PE17C02	8	1	1	35	1	1	35
PE17C02	9	1	1	65	1	1	61
PE17C02	10	1	2	54	1	2	54
PE17C02	11	1	2	60	1	2	60
PE17C02	12	1	3	45	1	4	16
PE17C02	13	1	5	31	2	7	31
PE17C02	14	1	5	38	1	7	12
PE17C02	15	1	5	29	2	7	5
PE17C02	16	2	3	40	2	4	40
PE17C02	88	 	 	 	 	 	 
PE17C03	1	1	3	24	2	1	2
PE17C03	2	1	5	32	2	7	10
PE17C03	3	2	3	43	1	4	6
PE17C03	4	1	2	39	2	8	6
PE17C03	5	1	5	32	1	7	11
PE17C03	6	2	1	40	2	8	0
PE17C03	7	1	1	55	1	8	7
PE17C03	8	1	1	58	1	1	5
PE17C03	9	1	3	75	1	8	75
PE17C03	10	1	1	63	1	1	66
PE17C03	11	1	4	61	1	1	61
PE17C03	12	1	1	39	2	1	16
PE17C03	13	1	1	48	2	1	48
PE17C03	14	1	3	50	1	1	50
PE17C03	15	1	1	50	2	1	50
PE17C03	16	2	1	44	1	4	3
PE17C03	17	2	5	66	1	7	66
PE17C03	18	2	4	49	1	3	42
PE17C03	19	1	5	29	2	7	5
PE17C03	20	1	5	56	2	7	56
PE17C03	88	 	 	 	 	 	 
PE17C04	1	1	3	28	2	1	10
PE17C04	2	1	5	60	1	7	60
PE17C04	3	1	1	38	1	1	15
PE17C04	4	1	1	28	2	1	5
PE17C04	5	1	2	34	1	1	4
PE17C04	6	1	3	40	2	4	1
PE17C04	7	1	1	61	1	1	5
PE17C04	8	2	1	40	2	8	0
PE17C04	9	2	1	39	2	4	2
PE17C04	10	1	5	32	1	7	11
PE17C04	11	1	5	66	1	7	66
PE17C04	12	2	4	49	1	3	42
PE17C04	13	1	5	29	2	7	5
PE17C04	14	1	5	56	2	7	56
PE17C04	88	 	 	 	 	 	 
PE17C05	1	2	1	40	2	2	0
PE17C05	2	2	1	38	2	4	13
PE17C05	3	1	1	46	1	2	46
PE17C05	4	1	1	30	2	6	30
PE17C05	5	1	1	50	1	8	50
PE17C05	6	2	5	34	2	8	34
PE17C05	7	1	5	39	2	7	39
PE17C05	8	1	5	36	2	7	36
PE17C05	9	1	2	36	1	8	12
PE17C05	10	1	5	47	1	7	57
PE17C05	11	1	5	32	1	7	11
PE17C05	12	2	4	35	2	3	6
PE17C05	13	1	5	38	1	7	38
PE17C05	14	1	5	31	2	7	31
PE17C05	88	 	 	 	 	 	 
PE17C06	1	1	1	33	2	6	33
PE17C06	2	1	1	40	1	1	40
PE17C06	3	1	1	55	1	1	55
PE17C06	4	1	3	48	1	8	48
PE17C06	5	1	2	38	1	8	38
PE17C06	6	2	5	45	1	8	45
PE17C06	7	2	5	25	1	1	25
PE17C06	8	2	5	25	1	1	25
PE17C06	9	1	5	34	1	7	34
PE17C06	10	1	5	38	1	7	12
PE17C06	11	1	5	31	2	7	31
PE17C06	12	1	5	32	1	7	11
PE17C06	13	2	3	47	1	4	6
PE17C06	14	2	4	36	2	3	6
PE17C06	15	1	5	29	2	7	5
PE17C06	16	2	4	40	1	3	5
PE17C08	1	2	1	40	2	2	0
PE17C08	2	2	1	52	1	2	21
PE17C08	3	1	1	32	1	8	32
PE17C08	4	2	1	28	2	1	28
PE17C08	5	1	2	56	2	8	56
PE17C08	6	1	3	32	1	8	32
PE17C08	7	1	3	30	1	1	30
PE17C08	8	1	3	27	1	1	5
PE17C08	9	1	1	35	1	1	35
PE17C08	10	1	1	50	1	1	30
PE17C08	11	1	5	36	1	7	36
PE17C08	12	1	2	60	1	8	60
PE17C08	13	1	5	40	1	8	40
PE17C08	14	1	1	37	1	1	37
PE17C08	15	2	1	28	2	8	28
PE17C08	16	2	1	21	1	8	21
PE17C08	17	2	5	44	1	8	25
PE17C08	18	1	5	47	1	7	47
PE17C08	19	1	5	32	1	7	11
PE17C08	20	2	4	35	2	3	6
PE17C08	21	1	5	38	1	7	38
PE17C08	22	1	5	31	1	7	31
PE17C08	88	 	 	 	 	 	 
PE17C09	1	2	1	40	2	2	0
PE17C09	2	2	1	37	1	4	5
PE17C09	3	1	1	30	1	1	30
PE17C09	4	1	1	67	1	1	67
PE17C09	5	1	3	50	1	1	50
PE17C09	6	1	1	55	1	1	55
PE17C09	7	2	4	35	2	3	6
PE17C09	8	2	4	29	1	3	1
PE17C09	9	1	5	62	1	7	62
PE17C09	10	1	1	58	1	8	28
PE17C09	11	1	5	47	1	7	57
PE17C09	12	1	5	32	1	7	11
PE17C09	13	1	5	29	2	7	5
PE17C09	88	 	 	 	 	 	 
PE17C10	1	1	2	32	1	1	6
PE17C10	2	1	3	50	2	3	24
PE17C10	3	2	4	39	2	3	1
PE17C10	4	2	4	50	2	2	24
PE17C10	5	2	4	48	2	3	19
PE17C10	6	1	5	40	2	3	4
PE17C10	7	1	5	59	2	7	50
PE17C10	8	1	1	52	1	1	52
PE17C10	9	1	1	35	2	1	35
PE17C10	10	1	1	25	2	2	16
PE17C10	11	1	3	52	1	2	21
PE17C10	12	2	1	40	2	2	40
PE17C10	13	2	5	-79	1	1	-77
PE17C10	14	1	5	29	2	7	5
PE17C10	15	1	5	66	1	7	66
PE17C10	16	1	5	56	2	7	56
PE17C10	17	1	5	32	1	7	11
PE17C10	88	 	 	 	 	 	 
PE17C11	1	1	1	56	1	1	56
PE17C11	2	1	1	48	1	1	48
PE17C11	3	1	2	78	1	1	78
PE17C11	4	1	2	55	1	2	55
PE17C11	5	2	4	49	1	3	42
PE17C11	6	1	3	42	2	1	42
PE17C11	7	2	1	49	1	1	49
PE17C11	8	1	5	41	2	7	41
PE17C11	9	2	1	46	1	4	5
PE17C11	10	2	1	40	2	4	3
PE17C11	11	2	1	48	2	4	0
PE17C11	12	1	5	29	2	7	5
PE17C11	13	1	5	66	1	7	66
PE17C11	14	1	5	32	1	7	11
PE17C11	88	 	 	 	 	 	 
PE18C01	1	1	1	38	1	1	38
PE18C01	2	1	10	28	1	1	28
PE18C01	3	1	2	32	1	1	32
PE18C01	4	1	3	35	1	8	35
PE18C01	5	1	3	20	1	1	20
PE18C01	6	1	5	36	2	7	36
PE18C01	7	2	3	32	2	1	1
PE18C01	8	2	1	40	1	4	3
PE18C01	9	2	1	31	1	4	0
PE18C01	10	1	5	37	2	8	37
PE18C01	11	1	5	79	1	7	77
PE18C01	12	1	5	3	2	1	1
PE18C01	13	1	5	-79	1	7	-77
PE18C01	14	1	5	79	1	7	-77
PE18C01	15	1	5	-79	1	7	-77
PE18C01	16	1	5	-79	1	8	-77
PE18C01	17	1	5	-79	1	8	-77
PE18C01	18	1	5	24	2	7	4
PE18C01	19	1	5	41	1	7	41
PE18C01	88	 	 	 	 	 	 
PE18C02	1	2	3	33	2	4	5
PE18C02	2	2	3	40	2	4	9
PE18C02	3	2	3	37	2	4	0
PE18C02	4	2	3	38	2	4	2
PE18C02	5	1	3	29	2	3	1
PE18C02	6	1	3	28	2	3	4
PE18C02	7	2	1	45	2	4	10
PE18C02	8	2	1	38	1	4	12
PE18C02	9	2	2	48	2	8	25
PE18C02	10	2	2	21	2	8	4
PE18C02	11	1	5	41	1	7	41
PE18C02	12	1	5	24	2	7	4
PE18C02	13	2	1	42	1	4	5
PE18C02	14	1	1	32	1	1	32
PE18C02	15	1	1	36	1	1	36
PE18C02	16	1	1	35	1	1	35
PE18C02	17	1	1	32	1	1	32
PE18C02	18	1	1	27	1	1	27
PE18C02	19	1	2	33	1	1	33
PE18C02	20	1	5	32	2	3	1
PE18C02	21	1	5	-79	1	7	-77
PE18C02	22	1	5	37	2	8	37
PE18C02	23	1	5	-79	1	7	-77
PE18C02	24	1	5	-79	1	7	-77
PE18C02	25	1	5	-79	1	7	-77
PE18C02	26	1	5	-79	1	7	-77
PE18C03	1	1	1	37	1	1	37
PE18C03	2	1	1	31	1	1	31
PE18C03	3	1	1	34	1	1	34
PE18C03	4	1	1	48	1	1	48
PE18C03	5	1	2	29	1	1	29
PE18C03	6	1	2	24	1	1	24
PE18C03	7	1	2	33	1	1	33
PE18C03	8	1	3	43	2	1	43
PE18C03	9	1	3	29	2	3	4
PE18C03	10	2	1	49	2	4	17
PE18C03	11	1	5	23	1	7	5
PE18C03	12	1	4	69	2	8	50
PE18C03	13	1	5	33	2	7	15
PE18C03	14	2	1	29	2	4	0
PE18C03	15	2	1	38	2	4	6
PE18C03	16	2	2	36	2	8	2
PE18C03	17	2	5	49	1	2	2
PE18C03	18	1	3	42	1	2	-99
PE18C03	19	2	5	20	2	8	20
PE18C03	20	1	5	-79	1	7	-77
PE18C03	21	1	5	-79	1	7	-77
PE18C03	22	1	5	32	2	8	8
PE18C03	23	1	5	-79	1	8	-77
PE18C03	24	1	5	-79	1	7	-77
PE18C03	25	1	5	-79	1	7	-77
PE18C04	1	2	3	40	1	4	4
PE18C04	2	2	3	27	2	8	3
PE18C04	3	1	1	40	1	1	40
PE18C04	4	1	1	48	1	1	48
PE18C04	5	1	1	62	1	1	62
PE18C04	6	1	3	39	1	3	12
PE18C04	7	1	5	-79	2	7	77
PE18C04	8	1	5	37	2	8	37
PE18C04	9	1	5	-79	1	7	-77
PE18C04	10	1	5	-79	1	7	-77
PE18C04	11	1	5	-79	1	8	-77
PE18C04	12	1	5	-79	1	8	-77
PE18C04	13	1	5	-79	1	7	-77
PE18C04	14	1	5	29	2	3	1
PE18C04	88	 	 	 	 	 	 
PE18C05	1	1	1	43	2	8	25
PE18C05	2	1	1	37	2	8	37
PE18C05	3	1	1	39	1	8	15
PE18C05	4	1	1	40	1	1	40
PE18C05	5	1	5	79	2	7	-77
PE18C05	6	1	5	37	2	7	37
PE18C05	7	1	5	-79	1	7	-77
PE18C05	8	1	5	-79	1	7	-77
PE18C05	9	1	5	-79	1	8	-77
PE18C05	10	1	5	-79	1	8	-77
PE18C05	13	1	5	-79	1	7	-77
PE18C05	14	1	5	29	2	3	1
PE18C05	88	 	 	 	 	 	 
PE18C06	1	2	2	25	2	8	3
PE18C06	2	1	1	20	1	8	20
PE18C06	3	1	1	78	1	8	78
PE18C06	4	1	1	77	2	8	77
PE18C06	5	1	3	43	2	8	20
PE18C06	6	1	2	48	1	8	48
PE18C06	7	1	2	50	1	8	50
PE18C06	8	2	3	36	1	8	36
PE18C06	9	1	5	30	2	7	30
PE18C06	10	1	5	30	2	7	30
PE18C06	11	1	5	23	1	7	5
PE18C06	12	1	5	33	2	7	15
PE18C06	13	1	5	-79	1	7	-77
PE18C06	14	1	5	-79	1	7	-77
PE18C06	15	1	5	-79	1	7	-77
PE18C06	16	1	5	-79	1	8	-77
PE18C06	17	1	5	32	2	8	8
PE18C06	18	1	5	29	2	3	4
PE18C06	19	2	3	38	2	4	6
PE18C06	20	2	3	29	2	4	0
PE18C06	21	2	3	49	2	4	17
PE18C06	88	 	 	 	 	 	 
PE18C07	1	2	1	51	1	4	19
PE18C07	2	2	1	38	1	4	0
PE18C07	3	2	4	33	2	3	9
PE18C07	4	2	4	33	2	3	9
PE18C07	5	1	1	42	1	1	42
PE18C07	6	1	1	45	1	2	45
PE18C07	7	2	3	36	2	4	5
PE18C07	8	2	3	40	2	4	14
PE18C07	9	2	2	42	2	8	6
PE18C07	10	2	4	35	1	3	35
PE18C07	11	2	4	28	2	3	28
PE18C07	12	1	2	30	2	2	30
PE18C07	13	1	5	79	2	7	-77
PE18C07	14	1	5	35	2	7	35
PE18C07	15	1	5	-79	1	7	-77
PE18C07	16	1	5	-79	1	7	-77
PE18C07	17	1	5	-79	1	7	-77
PE18C07	18	2	5	42	1	8	42
PE18C07	19	2	5	64	1	8	7
PE18C07	20	1	5	-79	1	7	-77
PE18C07	21	1	5	32	1	7	8
PE19C01	1	1	1	37	2	1	37
PE19C01	2	1	1	45	2	1	12
PE19C01	3	1	5	22	2	7	1
PE19C01	4	2	3	32	2	4	4
PE19C01	5	2	3	23	2	8	16
PE19C01	6	2	3	24	2	8	24
PE19C01	7	2	4	32	2	3	1
PE19C01	8	2	4	36	2	3	3
PE19C01	9	2	4	26	2	3	6
PE19C01	10	2	1	55	1	4	9
PE19C01	11	2	4	44	2	3	4
PE19C01	12	2	4	53	1	3	16
PE19C01	13	2	4	32	2	3	0
PE19C01	14	2	2	19	2	8	0
PE19C01	15	2	2	21	2	8	1
PE19C01	16	1	5	36	1	7	10
PE19C01	17	1	5	47	2	7	47
PE19C01	18	1	5	30	2	7	30
PE19C01	19	2	5	47	2	2	7
PE19C01	20	1	5	27	2	7	1
PE19C01	21	1	5	30	2	7	2
PE19C01	22	1	5	29	2	7	4
PE19C01	23	1	5	21	2	7	1
PE19C01	24	1	5	22	2	7	1
PE19C01	25	1	5	22	1	7	1
PE19C01	26	1	5	23	2	7	1
PE19C02	1	1	1	44	2	8	24
PE19C02	2	1	2	38	2	8	4
PE19C02	3	1	2	40	2	8	40
PE19C02	4	1	3	48	1	8	46
PE19C02	5	1	1	58	1	1	58
PE19C02	6	1	5	25	2	7	6
PE19C02	7	1	5	53	1	7	15
PE19C02	8	2	3	51	2	4	24
PE19C02	9	2	2	33	2	8	2
PE19C02	10	2	4	42	2	3	3
PE19C02	11	1	5	22	2	7	1
PE19C02	12	1	5	23	1	7	2
PE19C02	13	1	5	30	2	7	2
PE19C02	14	1	5	29	2	7	4
PE19C02	15	1	5	27	2	7	1
PE19C02	16	1	5	21	2	7	1
PE19C02	17	1	5	53	1	7	20
PE19C02	18	1	5	35	2	7	2
PE19C02	19	1	5	23	2	7	1
PE19C02	88	 	 	 	 	 	 
PE19C03	1	1	1	52	1	1	3
PE19C03	2	2	4	29	1	3	0
PE19C03	3	2	4	32	2	3	4
PE19C03	4	2	3	36	2	4	2
PE19C03	5	1	5	29	1	8	29
PE19C03	6	2	5	30	1	8	15
PE19C03	7	1	5	43	2	7	25
PE19C03	8	1	5	22	2	7	1
PE19C03	9	1	5	23	1	7	2
PE19C03	10	1	5	30	2	7	2
PE19C03	11	1	5	20	2	7	1
PE19C03	12	1	5	29	2	7	4
PE19C03	13	1	5	27	2	7	1
PE19C03	14	1	5	21	2	7	1
PE19C03	15	1	5	53	2	7	20
PE19C03	16	1	5	35	2	7	2
PE19C03	17	1	5	23	2	7	1
PE19C03	18	1	5	45	2	7	5
PE19C03	88	 	 	 	 	 	 
PE19C04	1	1	1	35	1	1	35
PE19C04	2	1	1	50	2	2	25
PE19C04	3	2	4	44	2	3	13
PE19C04	4	2	4	35	2	3	3
PE19C04	5	2	4	24	2	3	0
PE19C04	6	1	3	38	2	3	4
PE19C04	7	1	2	48	1	1	48
PE19C04	8	1	3	37	2	2	15
PE19C04	9	2	1	33	2	4	5
PE19C04	10	1	5	52	1	7	3
PE19C04	11	1	5	28	2	7	28
PE19C04	12	1	5	42	1	7	42
PE19C04	13	1	5	40	1	7	40
PE19C04	14	1	5	47	2	8	24
PE19C04	15	1	5	30	2	7	2
PE19C04	16	1	5	20	2	7	1
PE19C04	17	1	5	21	2	7	1
PE19C04	18	1	5	27	2	7	1
PE19C04	19	1	5	34	2	7	4
PE19C04	20	1	5	22	1	7	1
PE19C04	21	1	5	-79	1	7	-77
PE19C04	88	 	 	 	 	 	 
PE19C05	1	1	5	30	1	7	30
PE19C05	2	1	1	55	1	1	23
PE19C05	3	2	3	39	2	4	11
PE19C05	4	2	2	25	2	8	1
PE19C05	5	2	2	36	2	8	5
PE19C05	6	2	3	45	2	4	1
PE19C05	7	1	5	37	2	7	37
PE19C05	8	2	4	42	2	3	3
PE19C05	9	1	5	30	2	7	2
PE19C05	10	1	5	22	2	7	1
PE19C05	11	2	5	47	2	2	7
PE19C05	12	1	5	27	2	7	1
PE19C05	13	1	5	29	2	7	4
PE19C05	14	1	5	21	2	7	1
PE19C05	15	1	5	22	1	7	1
PE19C05	16	1	5	23	2	7	1
PE20C01	1	1	5	28	1	7	15
PE20C01	2	2	1	45	1	4	0
PE20C01	3	2	4	33	1	3	2
PE20C01	4	2	4	26	2	3	0
PE20C01	5	2	4	28	2	3	2
PE20C01	6	2	4	42	2	3	3
PE20C01	7	1	3	40	2	4	4
PE20C01	8	1	3	29	1	2	2
PE20C01	9	1	3	30	2	6	20
PE20C01	10	1	3	43	2	6	15
PE20C01	11	1	1	40	1	1	20
PE20C01	12	1	5	61	2	7	10
PE20C01	13	2	5	46	2	2	25
PE20C01	14	2	5	54	2	2	7
PE20C01	15	1	3	33	1	2	4
PE20C01	16	1	5	25	2	7	0
PE20C01	17	1	5	20	2	7	0
PE20C01	18	1	5	45	1	7	0
PE20C01	19	1	5	56	1	7	0
PE20C01	20	1	5	18	2	7	0
PE20C01	21	1	5	24	2	7	1
PE20C02	1	1	1	40	2	8	30
PE20C02	2	1	1	43	2	8	25
PE20C02	3	2	3	36	2	4	0
PE20C02	4	2	3	42	2	4	12
PE20C02	5	2	3	34	2	4	0
PE20C02	6	2	3	38	2	4	3
PE20C02	7	2	4	30	1	3	0
PE20C02	8	2	4	31	2	3	0
PE20C02	9	2	4	35	2	3	1
PE20C02	10	1	1	30	1	8	20
PE20C02	11	2	3	42	1	4	1
PE20C02	12	1	5	58	1	7	20
PE20C02	13	1	5	26	2	7	26
PE20C02	14	1	5	56	1	7	3
PE20C02	15	1	5	45	1	7	0
PE20C02	16	1	5	20	2	7	0
PE20C02	17	1	5	18	2	7	0
PE20C02	18	1	5	24	2	7	1
PE20C02	19	1	5	25	2	7	0
PE20C02	20	2	5	46	2	2	25
PE20C02	21	2	5	54	2	2	7
PE20C02	22	2	5	29	1	2	2
PE20C02	23	1	3	33	1	2	4
PE20C02	88	 	 	 	 	 	 
PE20C03	1	2	3	43	2	4	20
PE20C03	2	2	3	39	2	4	6
PE20C03	3	2	3	32	2	4	3
PE20C03	4	2	2	27	2	8	8
PE20C03	5	1	5	37	2	7	14
PE20C03	6	1	5	24	2	7	1
PE20C03	7	2	4	30	1	3	0
PE20C03	8	2	4	31	2	3	0
PE20C03	9	2	4	35	2	3	1
PE20C03	10	2	3	46	1	4	8
PE20C03	11	1	1	20	2	8	2
PE20C03	12	1	1	31	2	8	3
PE20C03	13	1	1	45	1	1	15
PE20C03	14	1	5	56	1	7	3
PE20C03	15	1	5	45	1	7	0
PE20C03	16	1	5	20	2	7	0
PE20C03	17	1	5	56	2	7	0
PE20C03	18	1	5	18	2	7	0
PE20C03	19	1	5	24	2	7	1
PE20C03	20	1	5	35	1	7	0
PE20C03	21	2	5	46	2	2	25
PE20C03	22	2	5	54	2	2	7
PE20C03	23	2	5	29	1	2	2
PE20C03	24	1	3	33	1	2	4
PE20C04	1	2	1	41	2	4	7
PE20C04	2	2	1	42	2	4	4
PE20C04	3	2	2	23	2	8	1
PE20C04	4	1	5	34	2	7	10
PE20C04	5	1	5	20	1	7	5
PE20C04	6	1	1	45	1	1	28
PE20C04	7	2	4	33	1	3	2
PE20C04	8	2	4	26	2	3	0
PE20C04	9	2	4	28	2	3	2
PE20C04	10	2	4	42	2	3	3
PE20C04	11	2	5	46	2	2	25
PE20C04	12	2	5	54	2	2	7
PE20C04	13	2	2	33	1	2	4
PE20C04	14	2	5	29	1	2	2
PE20C04	15	1	5	45	1	7	0
PE20C04	16	1	5	20	2	7	3
PE20C04	17	1	5	25	2	7	0
PE20C04	18	1	5	18	2	7	0
PE20C04	19	1	5	24	2	7	1
PE20C04	88	 	 	 	 	 	 
PE20C05	1	2	3	50	1	4	12
PE20C05	2	2	3	32	2	4	3
PE20C05	3	2	3	31	1	8	1
PE20C05	4	2	2	29	2	8	1
PE20C05	5	1	5	31	1	7	3
PE20C05	6	1	5	22	2	7	0
PE20C05	7	2	4	30	1	3	0
PE20C05	8	2	4	31	2	3	0
PE20C05	9	2	4	35	2	3	1
PE20C05	10	1	1	45	1	1	20
PE20C05	11	1	1	45	2	8	17
PE20C05	12	1	3	26	2	6	4
PE20C05	13	1	5	20	2	7	0
PE20C05	14	1	5	56	1	7	3
PE20C05	15	1	5	45	1	7	0
PE20C05	16	1	5	25	2	7	0
PE20C05	17	1	5	18	2	7	0
PE20C05	18	1	5	24	2	7	1
PE20C05	19	1	5	35	1	7	0
PE20C05	20	1	3	33	1	2	4
PE20C05	88	 	 	 	 	 	 
PE80C01	1	1	1	54	1	2	22
PE80C01	2	1	1	57	2	2	4
PE80C01	3	1	1	44	2	2	23
PE80C01	4	2	4	50	1	3	15
PE80C01	5	2	4	55	2	3	23
PE80C01	6	2	4	45	1	2	24
PE80C01	7	2	4	50	1	2	25
PE80C01	8	1	5	40	2	3	6
PE80C01	9	1	5	59	1	8	23
PE80C01	10	1	5	54	1	8	24
PE80C01	11	2	1	60	2	2	60
PE80C01	12	2	5	31	2	2	3
PE80C01	13	2	5	49	2	2	49
PE80C01	14	1	5	27	2	7	3
PE80C01	15	1	5	35	2	7	15
PE80C01	16	1	5	30	2	7	20
PE80C01	17	1	5	50	1	7	30
PE80C01	18	1	5	47	2	7	47
PE80C01	19	1	5	-88	88	8	88
PE80C01	20	1	1	70	1	7	70
PE80C01	21	1	1	64	1	7	64
PE80C01	22	1	1	50	2	2	50
PE80C01	23	2	3	37	2	4	17
PE80C01	24	2	3	48	2	4	4
PE80C01	25	2	2	29	2	4	29
PE80C01	26	2	2	49	2	8	49
PE80C01	27	1	5	88	88	7	88
PE80C01	28	1	5	88	88	7	88
PE80C02	1	1	1	54	1	8	26
PE80C02	2	1	1	35	1	8	35
PE80C02	3	1	1	58	1	8	10
PE80C02	4	2	1	43	2	8	2
PE80C02	5	1	1	44	1	8	5
PE80C02	6	1	1	48	1	8	3
PE80C02	7	2	1	27	2	8	11
PE80C02	8	2	2	27	2	8	10
PE80C02	9	1	5	34	2	7	34
PE80C02	10	1	5	38	2	7	5
PE80C02	11	1	5	45	2	7	8
PE80C02	12	1	5	32	2	7	2
