placeid	locltyid	code	route	trnsptnt	timearrv
PE18C07	1	1	2	1	5
PE18C07	2	4	2	7	25
PE18C07	3	4	2	7	15
PE18C07	4	4	2	7	10
PE18C07	5	4	2	7	10
PE19C01	1	1	1	1	10
PE19C01	2	3	1	6	5
PE19C01	3	3	2	6	90
PE19C02	1	3	1	1	5
PE19C02	2	1	1	7	5
PE19C02	3	3	1	7	5
PE19C02	4	3	1	7	10
PE19C02	5	1	1	7	10
PE19C03	1	3	2	1	5
PE19C03	2	3	2	1	15
PE19C03	3	3	2	1	10
PE19C03	4	3	2	7	20
PE19C03	5	3	2	7	30
PE19C04	1	1	1	1	5
PE19C04	2	3	2	7	180
PE19C04	3	3	2	7	120
PE19C04	4	3	2	7	90
PE19C04	5	3	1	7	60
PE19C05	1	3	1	1	5
PE19C05	2	1	1	7	5
PE19C05	3	3	1	7	5
PE19C05	4	3	1	7	10
PE19C05	5	1	1	7	10
PE20C01	1	6	2	1	20
PE20C01	2	6	2	1	30
PE20C01	3	6	2	1	30
PE20C01	4	6	2	1	60
PE20C01	5	6	2	1	45
PE20C02	1	6	1	7	7
PE20C02	2	6	1	7	15
PE20C02	3	6	1	1	5
PE20C02	4	6	1	7	10
PE20C03	1	6	1	7	7
PE20C03	2	6	1	7	15
PE20C03	3	6	1	1	5
PE20C04	1	6	2	1	20
PE20C04	2	6	2	1	30
PE20C04	3	6	2	1	30
PE20C04	4	6	2	1	60
PE20C04	5	6	2	1	45
PE20C05	1	6	1	7	10
PE20C05	2	6	1	7	15
PE20C05	3	6	1	7	15
PE20C05	4	6	1	7	7
PE80C01	0	6	1	7	15
PE80C01	1	6	1	5	5
PE80C01	2	6	1	5	8
PE80C01	3	6	1	5	10
PE80C01	4	6	1	7	15
PE80C02	1	1	1	6	5
PE80C03	1	6	1	5	5
PE80C03	2	6	1	5	5
PE80C03	3	2	1	5	5
PE80C03	4	6	1	5	15
PE80C03	5	6	1	5	20
PE80C04	1	6	1	5	10
PE80C04	2	6	1	6	25
PE80C04	3	6	1	6	45
PE80C05	1	6	1	3	15
PE80C05	2	6	1	6	30
PE80C05	3	6	1	6	45
PE80C06	1	6	1	5	5
PE80C06	2	6	1	5	15
PE80C06	3	6	1	5	10
PE80C06	4	6	1	5	90
PE80C06	5	6	1	5	15
PE80C07	1	6	1	7	-77
PE80C08	1	6	5	7	45
PE80C08	2	6	5	7	15
PE80C08	3	6	5	7	20
PE80C08	4	6	5	7	45
PE80C09	1	1	1	6	15
PE80C09	2	6	1	8	180
PE80C09	3	2	1	7	90
PE80C09	4	1	1	7	50
PE80C10	1	1	1	13	5
PE80C10	2	3	1	6	10
PE80C10	3	3	1	6	12
PE80C10	4	6	1	6	15
