FORMNO	CHILDID	PLOTID	LAREA	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CRPRAIN1	CRPRAIN2	CROPDRY1	CROPDRY2	IRRIGAT	PERIRRIG
R2INDX	IN160032	2	2	1	5	1	1	6	 	 	 	18	88	88	88	0	88
R2INDX	IN160032	3	2	1	11	1	1	6	 	 	 	 	 	 	 	 	 
R2INDX	IN160033	1	.01	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN160033	2	2	1	5	1	1	3	 	 	 	18	88	88	88	0	88
R2INDX	IN160034	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160034	2	6	1	5	1	1	1	 	 	 	18	53	53	88	1	1
R2INDX	IN160034	3	7	2	5	0	0	88	 	 	 	13	52	88	88	0	88
R2INDX	IN160035	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160035	2	3	1	5	1	1	1	 	 	 	30	88	88	88	0	88
R2INDX	IN160035	3	6	2	5	0	0	88	 	 	 	18	88	88	88	0	88
R2INDX	IN160036	1	.01	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN160036	2	.03	1	1	1	1	1	0	-88	6000	 	 	 	 	 	 
R2INDX	IN160037	1	.01	1	1	1	1	6	0	-88	50000	 	 	 	 	 	 
R2INDX	IN160038	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160038	2	2	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN160038	3	.5	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN160039	1	.02	1	1	0	0	88	0	-88	5000	 	 	 	 	 	 
R2INDX	IN160040	1	.01	1	1	1	1	1	0	-88	8000	 	 	 	 	 	 
R2INDX	IN160041	1	.03	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN160041	2	5	1	5	1	1	90	 	 	 	18	16	88	88	1	2
R2INDX	IN160041	3	5	2	5	0	0	88	 	 	 	18	16	88	88	1	2
R2INDX	IN160042	1	.03	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN160042	2	1	1	5	1	1	90	 	 	 	18	88	88	88	0	88
R2INDX	IN160042	3	1	2	5	0	0	88	 	 	 	18	88	88	88	0	88
R2INDX	IN160042	4	2	2	5	0	0	88	 	 	 	48	88	88	88	0	88
R2INDX	IN160043	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160043	2	2	1	5	1	1	1	 	 	 	18	88	88	88	0	88
R2INDX	IN160044	1	.01	1	1	1	1	1	0	-88	0	18	37	88	88	0	88
R2INDX	IN160044	2	3	1	5	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN160045	1	.01	2	1	0	1	90	0	-88	12500	 	 	 	 	 	 
R2INDX	IN160045	2	2	1	9	1	1	1	1	3000	0	 	 	 	 	 	 
R2INDX	IN160046	1	.05	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN160046	2	4	1	5	1	1	3	 	 	 	18	88	88	88	0	88
R2INDX	IN160047	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160047	2	1	1	5	1	1	1	 	 	 	18	88	88	88	0	88
R2INDX	IN160048	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160048	2	6	1	5	1	1	1	 	 	 	18	30	88	88	0	88
R2INDX	IN160049	1	.02	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN160050	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160050	2	2	1	5	1	1	1	 	 	 	18	88	88	88	0	88
R2INDX	IN160050	3	1	1	5	1	1	1	 	 	 	37	30	88	88	0	88
R2INDX	IN160051	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160051	2	5	1	11	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN160051	3	7	2	5	0	0	88	 	 	 	16	88	88	88	0	88
R2INDX	IN160051	4	3	2	5	0	0	88	 	 	 	18	88	88	88	0	88
R2INDX	IN160052	1	.02	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN160052	2	3	2	5	0	0	88	 	 	 	18	88	88	88	0	88
R2INDX	IN160053	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160053	2	1	1	5	1	1	1	 	 	 	18	88	88	88	0	88
R2INDX	IN160054	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160055	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160056	1	.02	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN160056	2	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN160056	3	3.5	1	5	1	1	1	 	 	 	18	88	88	88	0	88
R2INDX	IN160058	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160058	2	4	1	5	1	1	1	 	 	 	18	37	88	88	0	88
R2INDX	IN160059	1	.03	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN160059	2	4	1	5	1	1	90	 	 	 	18	88	88	88	0	88
R2INDX	IN160059	3	1	1	5	1	1	90	 	 	 	53	88	88	88	1	0
R2INDX	IN160059	4	10	2	5	0	0	88	 	 	 	18	88	88	88	0	88
R2INDX	IN160060	1	.01	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN160061	1	.01	6	1	0	0	88	0	-88	200	 	 	 	 	 	 
R2INDX	IN160061	2	3	1	13	0	1	1	1	900	0	 	 	 	 	 	 
R2INDX	IN160062	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160062	2	5	1	9	1	1	1	1	3000	0	 	 	 	 	 	 
R2INDX	IN160063	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160063	2	2	1	5	1	1	2	 	 	 	18	16	88	88	1	2
R2INDX	IN160064	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160064	2	7	1	5	1	1	1	 	 	 	48	53	88	88	1	3
R2INDX	IN160064	3	8	2	5	0	0	88	 	 	 	18	16	88	88	1	1
R2INDX	IN160065	1	.01	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN160066	1	.02	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN160066	2	1.5	4	5	0	0	88	 	 	 	53	88	53	88	1	1
R2INDX	IN160067	1	.02	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN160068	1	.02	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN160068	2	1	1	5	1	1	1	 	 	 	18	88	88	88	0	88
R2INDX	IN160069	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160069	2	12	1	9	1	1	2	1	12000	0	 	 	 	 	 	 
R2INDX	IN160070	1	.01	1	1	0	1	1	0	-88	10000	 	 	 	 	 	 
R2INDX	IN160071	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160071	2	2	1	1	1	1	1	 	 	 	18	88	88	88	0	88
R2INDX	IN160072	1	.06	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN160072	2	10	1	5	1	1	1	 	 	 	74	88	88	88	0	88
R2INDX	IN160072	3	8	2	5	0	0	88	 	 	 	65	18	88	88	0	88
R2INDX	IN160073	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160073	2	5	1	5	1	1	1	 	 	 	18	16	88	88	1	2
R2INDX	IN160074	1	.01	1	1	1	1	5	0	-88	1000	 	 	 	 	 	 
R2INDX	IN160074	2	.03	1	5	1	1	5	 	 	 	18	16	88	88	1	1
R2INDX	IN160074	3	.02	1	5	1	1	5	 	 	 	18	88	88	88	0	88
R2INDX	IN160075	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160075	2	2	1	5	1	1	90	 	 	 	18	88	88	88	0	88
R2INDX	IN160076	1	.03	1	1	1	1	2	0	-88	0	18	88	88	88	0	88
R2INDX	IN160076	2	5	1	5	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN160077	1	.01	1	1	0	0	88	0	-88	2000	 	 	 	 	 	 
R2INDX	IN160077	2	1	1	5	0	0	88	 	 	 	13	37	88	88	0	88
R2INDX	IN160078	1	.04	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN160078	2	.05	1	11	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160078	3	4	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN160079	1	.05	1	1	1	1	80	0	-88	10000	 	 	 	 	 	 
R2INDX	IN160079	2	3	1	11	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	IN160080	1	.02	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN160081	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160081	2	1	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN160081	3	1	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN160082	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160083	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160083	2	2	1	1	1	1	1	 	 	 	13	88	88	88	0	88
R2INDX	IN160084	1	.02	2	1	0	0	88	0	-88	9000	 	 	 	 	 	 
R2INDX	IN160086	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160086	2	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160086	3	10	1	5	1	1	1	 	 	 	53	13	88	88	1	4
R2INDX	IN160087	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160088	1	.01	6	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN160089	1	.04	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN160090	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160090	2	2	1	9	1	1	2	1	3000	0	 	 	 	 	 	 
R2INDX	IN160091	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160091	2	1.5	1	5	1	1	90	 	 	 	48	88	88	88	0	88
R2INDX	IN160092	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN160093	1	.01	1	1	0	0	88	0	-88	4000	 	 	 	 	 	 
R2INDX	IN160094	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160094	2	1.5	1	5	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160095	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN160095	2	2	1	9	1	1	1	1	6000	0	 	 	 	 	 	 
R2INDX	IN160096	1	.03	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN160097	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160097	2	2	1	5	1	1	2	 	 	 	44	88	53	88	1	4
R2INDX	IN160097	3	1	1	5	1	1	2	 	 	 	32	88	88	88	0	88
R2INDX	IN160097	4	1	1	5	1	1	2	 	 	 	32	88	13	88	1	4
R2INDX	IN160098	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160098	2	10	2	5	0	0	88	 	 	 	13	53	88	88	1	4
R2INDX	IN160099	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN160099	2	2	1	5	1	1	1	 	 	 	37	88	88	88	0	88
R2INDX	IN160099	3	2	1	5	1	1	1	 	 	 	13	88	88	88	0	88
R2INDX	IN160099	4	1.75	1	5	1	1	1	 	 	 	52	88	88	88	0	88
R2INDX	IN160100	1	.01	1	1	1	1	1	0	-88	10000	 	 	 	 	 	 
R2INDX	IN160100	2	3	2	5	0	0	88	 	 	 	44	37	88	88	0	88
R2INDX	IN160100	3	2	2	5	0	0	88	 	 	 	30	52	88	88	0	88
R2INDX	IN170001	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170001	2	3	1	5	0	0	88	 	 	 	37	57	88	88	0	88
R2INDX	IN170001	3	.75	1	5	1	1	1	 	 	 	53	88	53	88	1	2
R2INDX	IN170002	1	.01	2	1	0	0	88	0	-88	7200	 	 	 	 	 	 
R2INDX	IN170002	2	2	1	5	0	0	88	 	 	 	53	37	88	88	1	0
R2INDX	IN170003	1	.01	2	1	0	0	88	0	-88	600	 	 	 	 	 	 
R2INDX	IN170004	1	.05	1	1	1	1	1	0	-88	80000	 	 	 	 	 	 
R2INDX	IN170004	2	1	1	11	1	1	1	1	500	0	 	 	 	 	 	 
R2INDX	IN170004	3	.5	4	5	0	0	88	 	 	 	53	88	88	88	0	88
R2INDX	IN170005	1	.01	2	1	0	0	88	0	-88	12000	 	 	 	 	 	 
R2INDX	IN170006	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170007	1	.03	1	1	1	1	1	0	-88	300	 	 	 	 	 	 
R2INDX	IN170008	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170008	2	.5	1	5	1	1	1	 	 	 	53	88	88	88	0	88
R2INDX	IN170008	3	.5	1	5	1	1	1	 	 	 	57	30	88	88	0	88
R2INDX	IN170009	1	.03	1	1	1	1	1	0	-88	200	 	 	 	 	 	 
R2INDX	IN170009	2	1	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN170010	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170010	2	7	1	5	1	1	1	 	 	 	53	88	88	88	0	88
R2INDX	IN170010	3	3	1	5	1	1	1	 	 	 	53	88	88	88	1	4
R2INDX	IN170011	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170011	2	1.5	1	5	1	1	1	 	 	 	37	30	88	88	0	88
R2INDX	IN170011	3	6	2	5	0	0	88	 	 	 	37	88	88	88	0	88
R2INDX	IN170012	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170012	2	1	1	5	1	1	1	 	 	 	53	88	88	88	1	3
R2INDX	IN170012	3	1	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN170013	1	.02	2	1	0	0	88	1	-88	200	 	 	 	 	 	 
R2INDX	IN170013	2	4	1	5	1	1	1	 	 	 	53	37	53	88	1	1
R2INDX	IN170014	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170014	2	1	1	5	1	1	1	 	 	 	72	13	88	88	1	3
R2INDX	IN170014	3	1	4	5	0	0	88	 	 	 	53	88	88	88	1	4
R2INDX	IN170015	1	.02	1	1	1	1	3	0	-88	300	 	 	 	 	 	 
R2INDX	IN170015	2	1	1	5	1	1	3	 	 	 	13	30	88	88	0	88
R2INDX	IN170016	1	.07	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN170016	2	2	1	5	1	1	80	 	 	 	37	53	88	88	0	88
R2INDX	IN170017	1	.03	1	1	1	1	80	0	-88	6000	 	 	 	 	 	 
R2INDX	IN170017	2	2	1	5	0	0	88	 	 	 	37	52	88	88	0	88
R2INDX	IN170018	1	.02	1	1	0	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170018	2	3	1	5	0	1	7	 	 	 	53	88	53	88	1	1
R2INDX	IN170019	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170019	2	.03	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R2INDX	IN170019	3	5	1	5	1	1	2	 	 	 	37	30	44	88	0	88
R2INDX	IN170020	1	.09	1	1	1	1	1	1	0	1500000	 	 	 	 	 	 
R2INDX	IN170020	2	3	1	5	1	1	1	 	 	 	37	13	88	88	0	88
R2INDX	IN170021	1	.02	1	1	0	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170021	2	2	1	5	0	1	1	 	 	 	53	88	32	88	1	2
R2INDX	IN170021	3	3	1	5	0	1	1	 	 	 	13	37	88	88	0	88
R2INDX	IN170021	4	2	1	5	0	1	1	 	 	 	30	37	88	88	0	88
R2INDX	IN170022	1	.01	1	1	1	1	7	0	-88	0	 	 	 	 	 	 
R2INDX	IN170022	2	1.5	1	5	1	1	7	 	 	 	53	13	53	88	1	1
R2INDX	IN170023	1	.04	1	1	1	1	80	0	-88	300	 	 	 	 	 	 
R2INDX	IN170023	2	3	1	5	1	1	1	 	 	 	37	88	30	88	0	88
R2INDX	IN170024	1	.04	1	1	1	1	1	1	0	0	 	 	 	 	 	 
R2INDX	IN170024	2	.5	1	5	1	1	1	 	 	 	44	88	88	88	0	88
R2INDX	IN170025	1	.04	1	1	1	1	3	0	-88	200	 	 	 	 	 	 
R2INDX	IN170026	1	.03	1	1	2	1	80	0	-88	10000	 	 	 	 	 	 
R2INDX	IN170026	2	2	1	5	2	1	80	 	 	 	37	57	88	88	0	88
R2INDX	IN170026	3	1.5	1	5	2	1	80	 	 	 	13	64	88	88	0	88
R2INDX	IN170027	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170027	2	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170027	3	.5	1	5	1	1	1	 	 	 	53	88	88	88	0	88
R2INDX	IN170027	4	3	1	5	1	1	1	 	 	 	37	13	88	88	1	1
R2INDX	IN170027	5	1.5	1	5	1	1	4	 	 	 	13	88	88	88	0	88
R2INDX	IN170028	1	.05	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN170028	2	3.5	1	5	1	1	2	 	 	 	37	44	88	88	0	88
R2INDX	IN170029	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170029	2	2	1	5	1	1	1	 	 	 	57	37	88	88	0	88
R2INDX	IN170030	1	.04	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN170030	2	1.5	1	5	1	1	80	 	 	 	37	53	53	88	1	2
R2INDX	IN170031	1	.01	1	1	1	1	1	0	-88	250	 	 	 	 	 	 
R2INDX	IN170031	2	1	1	9	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN170031	3	.5	1	9	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN170032	1	.01	1	1	1	1	1	0	-88	160	 	 	 	 	 	 
R2INDX	IN170032	2	2	1	5	1	1	1	 	 	 	53	30	32	88	1	1
R2INDX	IN170033	1	.01	1	1	0	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170033	2	4	1	9	1	1	1	1	2600	600	 	 	 	 	 	 
R2INDX	IN170034	1	.06	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN170035	1	.05	1	1	1	1	5	0	-88	70000	 	 	 	 	 	 
R2INDX	IN170035	2	.07	1	1	1	1	5	0	-88	0	 	 	 	 	 	 
R2INDX	IN170035	3	2	1	5	1	1	5	 	 	 	44	30	88	88	0	88
R2INDX	IN170035	4	1.5	1	5	1	1	5	 	 	 	53	88	88	88	1	0
R2INDX	IN170036	1	.03	1	1	1	1	90	0	-88	35000	 	 	 	 	 	 
R2INDX	IN170037	1	.02	1	1	1	1	3	0	-88	600	 	 	 	 	 	 
R2INDX	IN170037	2	3.5	1	5	1	1	90	 	 	 	 	 	 	 	 	 
R2INDX	IN170038	1	.02	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN170039	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170039	2	2	1	5	1	1	1	 	 	 	13	52	88	88	0	88
R2INDX	IN170039	3	3	4	5	0	0	88	 	 	 	13	44	88	88	0	88
R2INDX	IN170040	1	.05	1	1	1	1	1	1	0	45000	 	 	 	 	 	 
R2INDX	IN170040	2	2	1	5	1	1	1	 	 	 	57	88	88	88	0	88
R2INDX	IN170041	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170041	2	1	1	5	1	1	1	 	 	 	16	75	88	88	1	4
R2INDX	IN170041	3	.4	1	5	1	1	1	 	 	 	52	88	88	88	0	88
R2INDX	IN170042	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170042	2	4	1	5	1	1	1	 	 	 	53	75	53	75	1	3
R2INDX	IN170042	3	1	1	11	1	1	1	1	1000	0	 	 	 	 	 	 
R2INDX	IN170042	4	2	1	5	1	1	1	 	 	 	37	88	88	88	0	88
R2INDX	IN170043	1	.02	1	1	1	1	4	0	-88	0	 	 	 	 	 	 
R2INDX	IN170043	2	1	1	5	1	1	1	 	 	 	37	30	88	88	0	88
R2INDX	IN170043	3	.5	1	5	1	1	1	 	 	 	57	88	88	88	0	88
R2INDX	IN170044	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN170044	2	.5	1	11	1	1	2	1	400	0	 	 	 	 	 	 
R2INDX	IN170045	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN170045	2	3	1	5	1	1	2	 	 	 	37	57	88	88	0	88
R2INDX	IN170045	3	1	1	5	1	1	2	 	 	 	53	75	88	88	0	88
R2INDX	IN170046	1	.06	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN170046	2	6	1	5	1	1	90	 	 	 	53	57	53	88	1	1
R2INDX	IN170046	3	3	1	5	1	1	90	 	 	 	37	30	88	88	0	88
R2INDX	IN170047	1	.02	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN170047	2	3	1	5	1	1	80	 	 	 	53	75	53	88	1	3
R2INDX	IN170048	1	.05	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN170048	2	2	1	5	1	1	80	 	 	 	53	37	53	88	1	1
R2INDX	IN170049	1	.08	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN170049	2	1	1	5	1	1	2	 	 	 	53	88	72	88	1	1
R2INDX	IN170049	3	1	1	5	1	1	2	 	 	 	57	88	88	88	0	88
R2INDX	IN170050	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170051	1	.04	1	1	1	1	1	0	-88	300	 	 	 	 	 	 
R2INDX	IN170051	2	3	1	5	1	1	1	 	 	 	53	32	53	88	1	3
R2INDX	IN170051	3	2	1	5	1	1	1	 	 	 	57	37	88	88	0	88
R2INDX	IN170052	1	.04	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN170052	2	7.5	1	5	1	1	1	 	 	 	53	32	53	88	1	1
R2INDX	IN170053	1	.04	1	1	1	1	1	0	-88	200	 	 	 	 	 	 
R2INDX	IN170053	2	4	1	5	1	1	1	 	 	 	57	53	88	88	1	0
R2INDX	IN170054	1	.05	1	1	1	1	1	0	-88	200	 	 	 	 	 	 
R2INDX	IN170054	2	1	1	5	1	1	1	 	 	 	57	88	88	88	0	88
R2INDX	IN170054	3	1	4	5	0	0	88	 	 	 	53	88	88	88	1	0
R2INDX	IN170055	1	.06	1	1	1	1	2	0	-88	6000	 	 	 	 	 	 
R2INDX	IN170055	2	1	1	5	1	1	2	 	 	 	53	13	88	88	1	0
R2INDX	IN170055	3	5	1	5	1	1	2	 	 	 	53	88	57	88	1	1
R2INDX	IN170056	1	.02	2	1	0	0	88	0	-88	300	 	 	 	 	 	 
R2INDX	IN170057	1	.05	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN170057	2	3	1	11	1	1	2	1	1500	0	 	 	 	 	 	 
R2INDX	IN170058	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170058	2	1	1	5	1	1	90	 	 	 	53	88	88	88	1	0
R2INDX	IN170059	1	.04	1	1	1	1	3	0	-88	250	 	 	 	 	 	 
R2INDX	IN170059	2	2	1	5	1	1	3	 	 	 	53	30	88	88	1	2
R2INDX	IN170059	3	2	2	5	0	0	88	 	 	 	37	30	88	88	0	88
R2INDX	IN170060	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170060	2	1	1	5	1	1	1	 	 	 	53	88	53	88	1	1
R2INDX	IN170060	3	.6	1	5	1	1	1	 	 	 	57	13	88	88	0	88
R2INDX	IN170060	4	.3	1	5	0	1	90	 	 	 	52	88	88	88	0	88
R2INDX	IN170061	1	.05	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R2INDX	IN170061	2	10	1	5	1	1	1	 	 	 	53	44	53	88	1	1
R2INDX	IN170062	1	.03	1	1	1	1	6	0	-88	300	 	 	 	 	 	 
R2INDX	IN170062	2	4	1	5	1	1	6	 	 	 	53	37	53	88	1	1
R2INDX	IN170063	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170063	2	2	1	5	1	1	90	 	 	 	57	88	88	88	0	88
R2INDX	IN170064	1	.04	1	1	1	1	90	0	-88	5000	 	 	 	 	 	 
R2INDX	IN170065	1	.04	1	1	1	1	90	0	-88	250	 	 	 	 	 	 
R2INDX	IN170065	2	2	1	5	1	1	1	 	 	 	13	57	88	88	0	88
R2INDX	IN170066	1	.02	1	1	1	1	1	0	0	300	 	 	 	 	 	 
R2INDX	IN170066	2	2.5	1	5	1	1	1	 	 	 	53	57	53	88	1	2
R2INDX	IN170067	1	.06	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN170067	2	1	1	5	1	1	2	 	 	 	53	88	57	88	1	0
R2INDX	IN170068	1	.03	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN170068	2	3	1	5	1	1	90	 	 	 	44	88	88	88	0	88
R2INDX	IN170069	1	.05	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN170069	2	1	1	5	1	1	2	 	 	 	18	30	88	88	0	88
R2INDX	IN170069	3	3	1	5	1	1	90	 	 	 	44	68	88	88	0	88
R2INDX	IN170070	1	.05	1	1	1	1	1	0	-88	3000	 	 	 	 	 	 
R2INDX	IN170070	2	12	1	5	1	1	1	 	 	 	44	88	88	88	0	88
R2INDX	IN170070	3	12	1	5	1	1	1	 	 	 	53	57	53	88	1	3
R2INDX	IN170071	1	.02	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN170071	2	1	1	5	1	1	90	 	 	 	44	88	88	88	0	88
R2INDX	IN170071	3	1	1	5	1	1	90	 	 	 	44	88	88	88	0	88
R2INDX	IN170072	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN170072	2	3	1	11	1	1	2	1	1500	0	 	 	 	 	 	 
R2INDX	IN170073	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN170073	2	.5	1	5	1	1	2	 	 	 	13	30	88	88	0	88
R2INDX	IN170074	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN170074	2	1	1	11	1	1	1	1	500	0	 	 	 	 	 	 
R2INDX	IN170074	3	1	1	11	1	1	1	1	500	0	 	 	 	 	 	 
R2INDX	IN170074	4	1	1	11	1	1	1	1	500	0	 	 	 	 	 	 
R2INDX	IN170075	1	.08	1	1	1	1	2	0	-88	-88	 	 	 	 	 	 
R2INDX	IN170075	2	.03	1	1	1	1	2	0	-88	-88	 	 	 	 	 	 
R2INDX	IN170075	3	.03	1	1	1	1	90	0	-88	-88	 	 	 	 	 	 
