FORMNO	CHILDID	PASSID	PASSET	NUMPASS	VALPASS	DECPASS
R2INDX	IN150083	2	1	3	200	80
R2INDX	IN150083	3	2	4	6000	80
R2INDX	IN150084	1	88	88	-88	88
R2INDX	IN150084	2	88	88	-88	88
R2INDX	IN150084	3	88	88	-88	88
R2INDX	IN150085	1	88	88	-88	88
R2INDX	IN150085	2	88	88	-88	88
R2INDX	IN150085	3	88	88	-88	88
R2INDX	IN150086	1	1	4	200	1
R2INDX	IN150086	2	4	1	200	1
R2INDX	IN150086	3	88	88	-88	88
R2INDX	IN150087	1	1	1	2000	80
R2INDX	IN150087	2	88	88	-88	88
R2INDX	IN150087	3	88	88	-88	88
R2INDX	IN150088	1	1	5	200	1
R2INDX	IN150088	2	88	88	-88	88
R2INDX	IN150088	3	88	88	-88	88
R2INDX	IN150089	1	2	1	2000	80
R2INDX	IN150089	2	1	5	500	80
R2INDX	IN150089	3	4	2	350	80
R2INDX	IN150090	1	1	3	200	1
R2INDX	IN150090	2	2	1	4000	1
R2INDX	IN150090	3	4	1	100	1
R2INDX	IN150091	1	1	4	500	1
R2INDX	IN150091	2	88	88	-88	88
R2INDX	IN150091	3	88	88	-88	88
R2INDX	IN150092	1	8	2	50	80
R2INDX	IN150092	2	1	2	100	80
R2INDX	IN150092	3	88	88	-88	88
R2INDX	IN150093	1	1	6	100	80
R2INDX	IN150093	2	88	88	-88	88
R2INDX	IN150093	3	88	88	-88	88
R2INDX	IN150094	1	1	3	200	1
R2INDX	IN150094	2	8	1	30	1
R2INDX	IN150094	3	88	88	-88	88
R2INDX	IN150095	1	23	2	600	1
R2INDX	IN150095	2	88	88	-88	88
R2INDX	IN150095	3	88	88	-88	88
R2INDX	IN150096	1	1	2	100	2
R2INDX	IN150096	2	88	88	-88	88
R2INDX	IN150096	3	88	88	-88	88
R2INDX	IN150097	1	1	6	150	80
R2INDX	IN150097	2	2	1	300	80
R2INDX	IN150097	3	4	1	8000	80
R2INDX	IN150098	1	1	5	200	1
R2INDX	IN150098	2	2	1	5000	1
R2INDX	IN150098	3	4	1	200	1
R2INDX	IN150099	1	1	7	800	80
R2INDX	IN150099	2	88	88	-88	88
R2INDX	IN150099	3	88	88	-88	88
R2INDX	IN150100	1	1	5	150	3
R2INDX	IN150100	2	88	88	-88	88
R2INDX	IN150100	3	88	88	-88	88
R2INDX	IN160001	1	21	1	140000	1
R2INDX	IN160001	2	88	88	-88	88
R2INDX	IN160001	3	88	88	-88	88
R2INDX	IN160002	1	19	5	1500	1
R2INDX	IN160002	2	88	88	-88	88
R2INDX	IN160002	3	88	88	-88	88
R2INDX	IN160003	1	88	88	-88	88
R2INDX	IN160003	2	88	88	-88	88
R2INDX	IN160003	3	88	88	-88	88
R2INDX	IN160004	1	1	4	600	4
R2INDX	IN160004	2	4	1	400	4
R2INDX	IN160004	3	88	88	-88	88
R2INDX	IN160005	1	88	88	-88	88
R2INDX	IN160005	2	88	88	-88	88
R2INDX	IN160005	3	88	88	-88	88
R2INDX	IN160006	1	88	88	-88	88
R2INDX	IN160006	2	88	88	-88	88
R2INDX	IN160006	3	88	88	-88	88
R2INDX	IN160007	1	1	10	2000	1
R2INDX	IN160007	2	4	2	1000	1
R2INDX	IN160007	3	88	88	-88	88
R2INDX	IN160008	1	8	3	100	80
R2INDX	IN160008	2	88	88	-88	88
R2INDX	IN160008	3	88	88	-88	88
R2INDX	IN160009	1	88	88	-88	88
R2INDX	IN160009	2	88	88	-88	88
R2INDX	IN160009	3	88	88	-88	88
R2INDX	IN160010	1	88	88	-88	88
R2INDX	IN160010	2	88	88	-88	88
R2INDX	IN160010	3	88	88	-88	88
R2INDX	IN160011	1	1	6	430	1
R2INDX	IN160011	2	88	88	-88	88
R2INDX	IN160011	3	88	88	-88	88
R2INDX	IN160012	1	88	88	-88	88
R2INDX	IN160012	2	88	88	-88	88
R2INDX	IN160012	3	88	88	-88	88
R2INDX	IN160013	1	88	88	-88	88
R2INDX	IN160013	2	88	88	-88	88
R2INDX	IN160013	3	88	88	-88	88
R2INDX	IN160014	1	1	5	400	1
R2INDX	IN160014	2	88	88	-88	88
R2INDX	IN160014	3	88	88	-88	88
R2INDX	IN160015	1	8	3	100	2
R2INDX	IN160015	2	88	88	-88	88
R2INDX	IN160015	3	88	88	-88	88
R2INDX	IN160016	1	4	1	200	80
R2INDX	IN160016	2	8	5	100	80
R2INDX	IN160016	3	88	88	-88	88
R2INDX	IN160017	1	4	1	300	80
R2INDX	IN160017	2	8	5	200	80
R2INDX	IN160017	3	88	88	-88	88
R2INDX	IN160018	1	1	4	200	80
R2INDX	IN160018	2	4	1	200	80
R2INDX	IN160018	3	8	2	100	80
R2INDX	IN160019	1	1	3	250	80
R2INDX	IN160019	2	8	2	50	80
R2INDX	IN160019	3	88	88	-88	88
R2INDX	IN160020	1	1	4	400	80
R2INDX	IN160020	2	8	2	50	80
R2INDX	IN160020	3	88	88	-88	88
R2INDX	IN160021	1	1	4	350	5
R2INDX	IN160021	2	88	88	-88	88
R2INDX	IN160021	3	88	88	-88	88
R2INDX	IN160022	1	1	4	100	80
R2INDX	IN160022	2	3	1	500	80
R2INDX	IN160022	3	4	1	150	80
R2INDX	IN160023	1	25	1	35000	80
R2INDX	IN160023	2	88	88	-88	88
R2INDX	IN160023	3	88	88	-88	88
R2INDX	IN160024	1	1	4	200	80
R2INDX	IN160024	2	2	1	2000	80
R2INDX	IN160024	3	4	1	200	80
R2INDX	IN160025	1	88	88	-88	88
R2INDX	IN160025	2	88	88	-88	88
R2INDX	IN160025	3	88	88	-88	88
R2INDX	IN160026	1	88	88	-88	88
R2INDX	IN160026	2	88	88	-88	88
R2INDX	IN160026	3	88	88	-88	88
R2INDX	IN160027	1	4	1	400	80
R2INDX	IN160027	2	1	4	250	80
R2INDX	IN160027	3	8	4	850	80
R2INDX	IN160028	1	88	88	-88	88
R2INDX	IN160028	2	88	88	-88	88
R2INDX	IN160028	3	88	88	-88	88
R2INDX	IN160029	1	1	4	200	1
R2INDX	IN160029	2	4	2	600	1
R2INDX	IN160029	3	88	88	-88	88
R2INDX	IN160030	1	88	88	-88	88
R2INDX	IN160030	2	88	88	-88	88
R2INDX	IN160030	3	88	88	-88	88
R2INDX	IN160031	1	8	2	50	3
R2INDX	IN160031	2	88	88	-88	88
R2INDX	IN160031	3	88	88	-88	88
R2INDX	IN160032	1	88	88	-88	88
R2INDX	IN160032	2	88	88	-88	88
R2INDX	IN160032	3	88	88	-88	88
R2INDX	IN160033	1	1	4	300	3
R2INDX	IN160033	2	88	88	-88	88
R2INDX	IN160033	3	88	88	-88	88
R2INDX	IN160034	1	1	10	1000	80
R2INDX	IN160034	2	2	1	8000	80
R2INDX	IN160034	3	3	1	3000	80
R2INDX	IN160035	1	1	8	3000	80
R2INDX	IN160035	2	3	1	2500	80
R2INDX	IN160035	3	4	1	200	80
R2INDX	IN160036	1	1	2	2000	1
R2INDX	IN160036	2	1	4	400	1
R2INDX	IN160036	3	88	88	-88	88
R2INDX	IN160037	1	17	3	20000	80
R2INDX	IN160037	2	88	88	-88	88
R2INDX	IN160037	3	88	88	-88	88
R2INDX	IN160038	1	88	88	-88	88
R2INDX	IN160038	2	88	88	-88	88
R2INDX	IN160038	3	88	88	-88	88
R2INDX	IN160039	1	8	3	100	80
R2INDX	IN160039	2	88	88	-88	88
R2INDX	IN160039	3	88	88	-88	88
R2INDX	IN160040	1	13	15	14000	1
R2INDX	IN160040	2	88	88	-88	88
R2INDX	IN160040	3	88	88	-88	88
R2INDX	IN160041	1	8	6	400	1
R2INDX	IN160041	2	88	88	-88	88
R2INDX	IN160041	3	88	88	-88	88
R2INDX	IN160042	1	1	2	100	80
R2INDX	IN160042	2	8	2	100	80
R2INDX	IN160042	3	88	88	-88	88
R2INDX	IN160043	1	1	3	100	80
R2INDX	IN160043	2	88	88	-88	88
R2INDX	IN160043	3	88	88	-88	88
R2INDX	IN160044	1	1	4	500	1
R2INDX	IN160044	2	88	88	-88	88
R2INDX	IN160044	3	88	88	-88	88
R2INDX	IN160045	1	25	1	65000	1
R2INDX	IN160045	2	88	88	-88	88
R2INDX	IN160045	3	88	88	-88	88
R2INDX	IN160046	1	1	4	300	80
R2INDX	IN160046	2	8	2	50	80
R2INDX	IN160046	3	88	88	-88	88
R2INDX	IN160047	1	1	3	300	80
R2INDX	IN160047	2	2	1	6000	80
R2INDX	IN160047	3	4	1	300	80
R2INDX	IN160048	1	1	20	1000	80
R2INDX	IN160048	2	2	1	15000	80
R2INDX	IN160048	3	88	88	-88	88
R2INDX	IN160049	1	8	2	100	80
R2INDX	IN160049	2	88	88	-88	88
R2INDX	IN160049	3	88	88	-88	88
R2INDX	IN160050	1	4	1	200	1
R2INDX	IN160050	2	1	6	500	1
R2INDX	IN160050	3	3	1	3000	1
R2INDX	IN160051	1	4	1	300	2
R2INDX	IN160051	2	3	1	5000	2
R2INDX	IN160051	3	2	3	200	2
R2INDX	IN160052	1	4	1	200	80
R2INDX	IN160052	2	8	3	200	80
R2INDX	IN160052	3	88	88	-88	88
R2INDX	IN160053	1	1	4	300	80
R2INDX	IN160053	2	8	4	1000	80
R2INDX	IN160053	3	4	1	300	80
R2INDX	IN160054	1	1	10	1000	80
R2INDX	IN160054	2	88	88	-88	88
R2INDX	IN160054	3	88	88	-88	88
R2INDX	IN160055	1	88	88	-88	88
R2INDX	IN160055	2	88	88	-88	88
R2INDX	IN160055	3	88	88	-88	88
R2INDX	IN160056	1	1	3	150	1
R2INDX	IN160056	2	8	3	60	1
R2INDX	IN160056	3	88	88	-88	88
R2INDX	IN160058	1	1	3	300	80
R2INDX	IN160058	2	8	5	700	80
R2INDX	IN160058	3	2	1	10000	80
R2INDX	IN160059	1	1	4	200	3
R2INDX	IN160059	2	4	2	400	3
R2INDX	IN160059	3	2	1	5000	3
R2INDX	IN160060	1	1	5	2000	1
R2INDX	IN160060	2	88	88	-88	88
R2INDX	IN160060	3	88	88	-88	88
R2INDX	IN160061	1	88	88	-88	88
R2INDX	IN160061	2	88	88	-88	88
R2INDX	IN160061	3	88	88	-88	88
R2INDX	IN160062	1	1	4	200	1
R2INDX	IN160062	2	88	88	-88	88
R2INDX	IN160062	3	88	88	-88	88
R2INDX	IN160063	1	1	5	1000	2
R2INDX	IN160063	2	2	1	4000	2
R2INDX	IN160063	3	88	88	-88	88
R2INDX	IN160064	1	1	8	2000	1
R2INDX	IN160064	2	2	1	1950	1
R2INDX	IN160064	3	3	1	1800	1
R2INDX	IN160065	1	30	3	300	1
R2INDX	IN160065	2	88	88	-88	88
R2INDX	IN160065	3	88	88	-88	88
R2INDX	IN160066	1	1	4	400	1
R2INDX	IN160066	2	4	2	600	1
R2INDX	IN160066	3	88	88	-88	88
R2INDX	IN160067	1	88	88	-88	88
R2INDX	IN160067	2	88	88	-88	88
R2INDX	IN160067	3	88	88	-88	88
R2INDX	IN160068	1	8	3	100	80
R2INDX	IN160068	2	88	88	-88	88
R2INDX	IN160068	3	88	88	-88	88
R2INDX	IN160069	1	30	7	8000	2
R2INDX	IN160069	2	88	88	-88	88
R2INDX	IN160069	3	88	88	-88	88
R2INDX	IN160070	1	15	4	200	2
R2INDX	IN160070	2	88	88	-88	88
R2INDX	IN160070	3	88	88	-88	88
R2INDX	IN160071	1	88	88	-88	88
R2INDX	IN160071	2	88	88	-88	88
R2INDX	IN160071	3	88	88	-88	88
R2INDX	IN160072	1	1	4	400	80
R2INDX	IN160072	2	4	1	300	80
R2INDX	IN160072	3	8	3	500	80
R2INDX	IN160073	1	1	3	400	80
R2INDX	IN160073	2	4	1	300	80
R2INDX	IN160073	3	88	88	-88	88
R2INDX	IN160074	1	1	6	2000	80
R2INDX	IN160074	2	3	1	2000	80
R2INDX	IN160074	3	4	1	150	80
R2INDX	IN160075	1	8	6	200	80
R2INDX	IN160075	2	88	88	-88	88
R2INDX	IN160075	3	88	88	-88	88
R2INDX	IN160076	1	1	5	1800	2
R2INDX	IN160076	2	3	1	1000	2
R2INDX	IN160076	3	7	1	450000	2
R2INDX	IN160077	1	1	3	50	80
R2INDX	IN160077	2	88	88	-88	88
R2INDX	IN160077	3	88	88	-88	88
R2INDX	IN160078	1	1	3	-77	80
R2INDX	IN160078	2	8	2	40	80
R2INDX	IN160078	3	88	88	-88	88
R2INDX	IN160079	1	8	3	200	80
R2INDX	IN160079	2	88	88	-88	88
R2INDX	IN160079	3	88	88	-88	88
R2INDX	IN160080	1	30	6	5000	1
R2INDX	IN160080	2	88	88	-88	88
R2INDX	IN160080	3	88	88	-88	88
R2INDX	IN160081	1	1	5	400	1
R2INDX	IN160081	2	88	88	-88	88
R2INDX	IN160081	3	88	88	-88	88
R2INDX	IN160082	1	88	88	-88	88
R2INDX	IN160082	2	88	88	-88	88
R2INDX	IN160082	3	88	88	-88	88
R2INDX	IN160083	1	88	88	-88	88
R2INDX	IN160083	2	88	88	-88	88
R2INDX	IN160083	3	88	88	-88	88
R2INDX	IN160084	1	23	2	2000	2
R2INDX	IN160084	2	88	88	-88	88
R2INDX	IN160084	3	88	88	-88	88
R2INDX	IN160086	1	88	88	-88	88
R2INDX	IN160086	2	88	88	-88	88
R2INDX	IN160086	3	88	88	-88	88
R2INDX	IN160087	1	88	88	-88	88
R2INDX	IN160087	2	88	88	-88	88
R2INDX	IN160087	3	88	88	-88	88
R2INDX	IN160088	1	88	88	-88	88
R2INDX	IN160088	2	88	88	-88	88
R2INDX	IN160088	3	88	88	-88	88
R2INDX	IN160089	1	88	88	-88	88
R2INDX	IN160089	2	88	88	-88	88
R2INDX	IN160089	3	88	88	-88	88
R2INDX	IN160090	1	1	5	200	80
R2INDX	IN160090	2	88	88	-88	88
R2INDX	IN160090	3	88	88	-88	88
R2INDX	IN160091	1	1	3	200	80
R2INDX	IN160091	2	8	2	40	80
R2INDX	IN160091	3	88	88	-88	88
R2INDX	IN160092	1	1	10	500	2
R2INDX	IN160092	2	88	88	-88	88
R2INDX	IN160092	3	88	88	-88	88
R2INDX	IN160093	1	88	88	-88	88
R2INDX	IN160093	2	88	88	-88	88
R2INDX	IN160093	3	88	88	-88	88
R2INDX	IN160094	1	88	88	-88	88
R2INDX	IN160094	2	88	88	-88	88
R2INDX	IN160094	3	88	88	-88	88
R2INDX	IN160095	1	88	88	-88	88
R2INDX	IN160095	2	88	88	-88	88
R2INDX	IN160095	3	88	88	-88	88
R2INDX	IN160096	1	8	4	200	80
R2INDX	IN160096	2	88	88	-88	88
R2INDX	IN160096	3	88	88	-88	88
R2INDX	IN160097	1	4	1	200	80
R2INDX	IN160097	2	8	4	200	80
R2INDX	IN160097	3	88	88	-88	88
R2INDX	IN160098	1	1	5	200	80
R2INDX	IN160098	2	88	88	-88	88
R2INDX	IN160098	3	88	88	-88	88
R2INDX	IN160099	1	1	4	300	2
R2INDX	IN160099	2	1	1	300	2
R2INDX	IN160099	3	88	88	-88	88
R2INDX	IN160100	1	1	6	730	1
R2INDX	IN160100	2	88	88	-88	88
R2INDX	IN160100	3	88	88	-88	88
R2INDX	IN170001	1	5	1	5000	80
R2INDX	IN170001	2	4	1	150	1
R2INDX	IN170001	3	1	4	400	1
R2INDX	IN170002	1	88	88	-88	88
R2INDX	IN170002	2	88	88	-88	88
R2INDX	IN170002	3	88	88	-88	88
R2INDX	IN170003	1	88	88	-88	88
R2INDX	IN170004	1	30	4	50	80
R2INDX	IN170004	2	88	88	-88	88
R2INDX	IN170004	3	88	88	-88	88
R2INDX	IN170005	1	88	88	-88	88
R2INDX	IN170005	2	88	88	-88	88
R2INDX	IN170005	3	88	88	-88	88
R2INDX	IN170006	1	1	3	130	80
R2INDX	IN170006	2	88	88	-88	88
R2INDX	IN170006	3	88	88	-88	88
R2INDX	IN170007	1	88	88	-88	88
R2INDX	IN170008	1	88	88	-88	88
R2INDX	IN170009	1	1	6	100	80
R2INDX	IN170009	2	88	88	-88	88
R2INDX	IN170009	3	88	88	-88	88
R2INDX	IN170010	1	1	8	200	5
R2INDX	IN170010	2	4	1	400	5
R2INDX	IN170010	3	8	1	20000	5
R2INDX	IN170011	1	4	3	1500	1
R2INDX	IN170011	2	1	5	250	1
R2INDX	IN170011	3	88	88	-88	88
R2INDX	IN170012	1	1	4	100	1
R2INDX	IN170012	2	88	88	-88	88
R2INDX	IN170012	3	88	88	-88	88
R2INDX	IN170013	1	5	1	20000	1
R2INDX	IN170013	2	4	1	200	1
R2INDX	IN170013	3	1	360	360	1
R2INDX	IN170014	1	1	6	200	1
R2INDX	IN170014	2	4	1	400	1
R2INDX	IN170014	3	88	88	-88	88
R2INDX	IN170015	1	1	2	400	3
R2INDX	IN170015	2	88	88	-88	88
R2INDX	IN170015	3	88	88	-88	88
R2INDX	IN170016	1	1	4	800	80
R2INDX	IN170016	2	88	88	-88	88
R2INDX	IN170016	3	88	88	-88	88
R2INDX	IN170017	1	1	5	600	80
R2INDX	IN170017	2	88	88	-88	88
R2INDX	IN170017	3	88	88	-88	88
R2INDX	IN170018	1	5	1	10000	1
R2INDX	IN170018	2	4	1	200	1
R2INDX	IN170018	3	1	4	650	1
R2INDX	IN170019	1	4	1	250	80
R2INDX	IN170019	2	1	4	300	80
R2INDX	IN170019	3	88	88	-88	88
R2INDX	IN170020	1	4	2	600	1
R2INDX	IN170020	2	1	3	150	1
R2INDX	IN170020	3	88	88	-88	88
R2INDX	IN170021	1	5	1	12000	1
R2INDX	IN170021	2	4	1	150	1
R2INDX	IN170021	3	1	4	400	1
R2INDX	IN170022	1	5	1	12000	90
R2INDX	IN170022	2	4	1	150	7
R2INDX	IN170022	3	1	4	300	7
R2INDX	IN170023	1	88	88	-88	88
R2INDX	IN170024	1	1	4	200	88
R2INDX	IN170024	2	88	88	-88	88
R2INDX	IN170024	3	88	88	-88	88
R2INDX	IN170025	1	88	88	-88	88
R2INDX	IN170026	1	4	1	400	80
R2INDX	IN170026	2	1	6	1000	80
R2INDX	IN170026	3	88	88	-88	88
R2INDX	IN170027	1	1	8	200	1
R2INDX	IN170027	2	2	1	4000	1
R2INDX	IN170027	3	4	1	2000	1
R2INDX	IN170028	1	1	6	-77	2
R2INDX	IN170028	2	88	88	-88	88
R2INDX	IN170028	3	88	88	-88	88
R2INDX	IN170029	1	1	5	1000	80
R2INDX	IN170029	2	88	88	-88	88
R2INDX	IN170029	3	88	88	-88	88
R2INDX	IN170030	1	4	1	500	1
R2INDX	IN170030	2	2	1	4000	1
R2INDX	IN170030	3	1	3	150	1
R2INDX	IN170031	1	30	1	600	1
R2INDX	IN170031	2	88	88	-88	88
R2INDX	IN170031	3	88	88	-88	88
R2INDX	IN170032	1	5	1	15000	1
R2INDX	IN170032	2	4	1	200	1
R2INDX	IN170032	3	8	4	2400	1
R2INDX	IN170033	1	88	88	-88	88
R2INDX	IN170033	2	88	88	-88	88
R2INDX	IN170033	3	88	88	-88	88
R2INDX	IN170034	1	1	3	150	1
R2INDX	IN170034	2	88	88	-88	88
R2INDX	IN170034	3	88	88	-88	88
R2INDX	IN170035	1	1	2	200	1
R2INDX	IN170035	2	4	1	250	1
R2INDX	IN170035	3	7	0	-88	88
R2INDX	IN170036	1	25	0	-88	88
R2INDX	IN170036	2	88	88	-88	88
R2INDX	IN170036	3	88	88	-88	88
R2INDX	IN170037	1	88	88	-88	88
R2INDX	IN170038	1	88	88	-88	88
R2INDX	IN170039	1	5	5	500	1
R2INDX	IN170039	2	88	88	-88	88
R2INDX	IN170039	3	88	88	-88	88
R2INDX	IN170040	1	1	3	500	1
R2INDX	IN170040	2	88	88	-88	88
R2INDX	IN170040	3	88	88	-88	88
R2INDX	IN170041	1	10	10	500	1
R2INDX	IN170041	2	88	88	-88	88
R2INDX	IN170041	3	88	88	-88	88
R2INDX	IN170042	1	17	10	8000	3
R2INDX	IN170042	2	88	88	-88	88
R2INDX	IN170042	3	88	88	-88	88
R2INDX	IN170043	1	88	88	-88	88
R2INDX	IN170043	2	88	88	-88	88
R2INDX	IN170043	3	88	88	-88	88
R2INDX	IN170044	1	88	88	-88	88
R2INDX	IN170045	1	30	15	600	2
R2INDX	IN170045	2	88	88	-88	88
R2INDX	IN170045	3	88	88	-88	88
R2INDX	IN170046	1	5	1	15000	90
R2INDX	IN170046	2	4	2	200	90
R2INDX	IN170046	3	8	4	1350	90
R2INDX	IN170047	1	1	8	600	2
R2INDX	IN170047	2	5	1	40000	2
R2INDX	IN170047	3	88	88	-88	88
R2INDX	IN170048	1	88	88	-88	88
R2INDX	IN170049	1	88	88	-88	88
R2INDX	IN170050	1	1	6	150	80
R2INDX	IN170050	2	88	88	-88	88
R2INDX	IN170050	3	88	88	-88	88
R2INDX	IN170051	1	5	1	20000	1
R2INDX	IN170051	2	4	2	400	1
R2INDX	IN170051	3	8	6	1350	1
R2INDX	IN170052	1	5	1	20000	80
R2INDX	IN170052	2	4	2	500	80
R2INDX	IN170052	3	8	3	1550	80
R2INDX	IN170053	1	25	1	80000	3
R2INDX	IN170053	2	88	88	-88	88
R2INDX	IN170053	3	88	88	-88	88
R2INDX	IN170054	1	1	4	230	80
R2INDX	IN170054	2	88	88	-88	88
R2INDX	IN170054	3	88	88	-88	88
R2INDX	IN170055	1	4	2	500	1
R2INDX	IN170055	2	5	2	60000	1
R2INDX	IN170055	3	88	88	-88	88
R2INDX	IN170056	1	88	88	-88	88
R2INDX	IN170056	2	88	88	-88	88
R2INDX	IN170056	3	88	88	-88	88
R2INDX	IN170057	1	1	2	60	80
R2INDX	IN170057	2	88	88	-88	88
R2INDX	IN170057	3	88	88	-88	88
R2INDX	IN170058	1	88	88	-88	88
R2INDX	IN170059	1	5	1	20000	80
R2INDX	IN170059	2	4	1	300	3
R2INDX	IN170059	3	8	2	1300	3
R2INDX	IN170060	1	5	1	15000	1
R2INDX	IN170060	2	4	1	200	1
R2INDX	IN170060	3	8	4	600	1
R2INDX	IN170061	1	1	4	260	80
R2INDX	IN170061	2	4	3	750	80
R2INDX	IN170061	3	88	88	-88	88
R2INDX	IN170062	1	5	1	15000	6
R2INDX	IN170062	2	4	2	450	6
R2INDX	IN170062	3	8	4	860	6
R2INDX	IN170063	1	88	88	-88	88
R2INDX	IN170064	1	13	1	50	1
R2INDX	IN170064	2	1	3	500	1
R2INDX	IN170064	3	88	88	-88	88
R2INDX	IN170065	1	1	4	600	1
R2INDX	IN170065	2	88	88	-88	88
R2INDX	IN170065	3	88	88	-88	88
R2INDX	IN170066	1	4	3	400	80
R2INDX	IN170066	2	1	4	80	80
R2INDX	IN170066	3	5	1	12500	80
R2INDX	IN170067	1	4	1	250	80
R2INDX	IN170067	2	1	6	300	80
R2INDX	IN170067	3	88	88	-88	88
R2INDX	IN170068	1	25	1	120000	5
R2INDX	IN170068	2	88	88	-88	88
R2INDX	IN170068	3	88	88	-88	88
R2INDX	IN170069	1	1	6	200	2
R2INDX	IN170069	2	4	1	400	2
R2INDX	IN170069	3	88	88	-88	88
R2INDX	IN170070	1	7	1	212000	1
R2INDX	IN170070	2	17	4	30000	1
R2INDX	IN170070	3	4	1	8000	1
R2INDX	IN170071	1	88	88	-88	88
R2INDX	IN170072	1	88	88	-88	88
R2INDX	IN170073	1	30	4	600	2
R2INDX	IN170073	2	88	88	-88	88
R2INDX	IN170073	3	88	88	-88	88
R2INDX	IN170074	1	30	6	400	80
R2INDX	IN170074	2	88	88	-88	88
R2INDX	IN170074	3	88	88	-88	88
R2INDX	IN170075	1	1	25	32000	6
R2INDX	IN170075	2	88	88	-88	88
R2INDX	IN170075	3	88	88	-88	88
R2INDX	IN170076	1	88	88	-88	88
R2INDX	IN170076	2	88	88	-88	88
R2INDX	IN170076	3	88	88	-88	88
R2INDX	IN170077	1	25	1	385000	4
R2INDX	IN170077	2	88	88	-88	88
R2INDX	IN170077	3	88	88	-88	88
R2INDX	IN170078	1	1	10	2000	1
R2INDX	IN170078	2	4	1	400	1
R2INDX	IN170078	3	88	88	-88	88
R2INDX	IN170079	1	1	8	120	3
R2INDX	IN170079	2	4	1	400	3
R2INDX	IN170079	3	88	88	-88	88
R2INDX	IN170080	1	25	1	150000	3
R2INDX	IN170080	2	88	88	-88	88
R2INDX	IN170080	3	88	88	-88	88
R2INDX	IN170081	1	1	2	30	4
R2INDX	IN170081	2	88	88	-88	88
R2INDX	IN170081	3	88	88	-88	88
R2INDX	IN170082	1	1	4	100	80
R2INDX	IN170082	2	88	88	-88	88
R2INDX	IN170082	3	88	88	-88	88
R2INDX	IN170083	1	1	4	80	2
R2INDX	IN170083	2	88	88	-88	88
R2INDX	IN170083	3	88	88	-88	88
R2INDX	IN170084	1	88	88	-88	88
R2INDX	IN170084	2	88	88	-88	88
R2INDX	IN170084	3	88	88	-88	88
R2INDX	IN170086	1	88	88	-88	88
R2INDX	IN170086	2	88	88	-88	88
R2INDX	IN170086	3	88	88	-88	88
R2INDX	IN170087	1	5	2	20000	1
R2INDX	IN170087	2	4	4	800	1
R2INDX	IN170087	3	8	5	2500	1
R2INDX	IN170088	1	88	88	-88	88
R2INDX	IN170088	2	88	88	-88	88
R2INDX	IN170088	3	88	88	-88	88
R2INDX	IN170089	1	88	88	-88	88
R2INDX	IN170089	2	88	88	-88	88
R2INDX	IN170089	3	88	88	-88	88
R2INDX	IN170090	1	4	1	200	2
R2INDX	IN170090	2	8	1	250	2
R2INDX	IN170090	3	88	88	-88	88
R2INDX	IN170091	1	4	1	200	1
R2INDX	IN170091	2	8	2	1200	1
R2INDX	IN170091	3	88	88	-88	88
R2INDX	IN170092	1	23	6	7400	4
R2INDX	IN170092	2	88	88	-88	88
R2INDX	IN170092	3	88	88	-88	88
R2INDX	IN170093	1	5	1	15000	80
R2INDX	IN170093	2	4	1	200	80
R2INDX	IN170093	3	8	2	400	80
R2INDX	IN170094	1	1	4	500	3
R2INDX	IN170094	2	88	88	-88	88
R2INDX	IN170094	3	88	88	-88	88
R2INDX	IN170095	1	4	1	300	2
R2INDX	IN170095	2	1	5	1000	2
R2INDX	IN170095	3	88	88	-88	88
R2INDX	IN170096	1	1	4	200	80
R2INDX	IN170096	2	88	88	-88	88
R2INDX	IN170096	3	88	88	-88	88
R2INDX	IN170097	1	1	4	100	3
R2INDX	IN170097	2	88	88	-88	88
R2INDX	IN170097	3	88	88	-88	88
R2INDX	IN170098	1	1	4	50	80
R2INDX	IN170098	2	88	88	-88	88
R2INDX	IN170098	3	88	88	-88	88
R2INDX	IN170099	1	88	88	-88	88
R2INDX	IN170099	2	88	88	-88	88
R2INDX	IN170099	3	88	88	-88	88
R2INDX	IN170100	1	4	1	200	3
R2INDX	IN170100	2	8	2	300	3
R2INDX	IN170100	3	88	88	-88	88
R2INDX	IN180001	1	7	1	200000	80
R2INDX	IN180001	2	8	2	10000	80
R2INDX	IN180001	3	88	88	-88	88
R2INDX	IN180002	1	88	88	-88	88
R2INDX	IN180002	2	88	88	-88	88
R2INDX	IN180002	3	88	88	-88	88
R2INDX	IN180003	1	1	6	600	1
R2INDX	IN180003	2	88	88	-88	88
R2INDX	IN180003	3	88	88	-88	88
R2INDX	IN180004	1	1	6	400	2
R2INDX	IN180004	2	88	88	-88	88
R2INDX	IN180004	3	88	88	-88	88
R2INDX	IN180005	1	1	3	200	80
R2INDX	IN180005	2	88	88	-88	88
R2INDX	IN180005	3	88	88	-88	88
R2INDX	IN180006	1	88	88	-88	88
R2INDX	IN180006	2	88	88	-88	88
R2INDX	IN180006	3	88	88	-88	88
R2INDX	IN180007	1	88	88	-88	88
R2INDX	IN180007	2	88	88	-88	88
R2INDX	IN180007	3	88	88	-88	88
R2INDX	IN180008	1	1	3	300	80
R2INDX	IN180008	2	88	88	-88	88
R2INDX	IN180008	3	88	88	-88	88
R2INDX	IN180009	1	1	5	300	80
R2INDX	IN180009	2	88	88	-88	88
R2INDX	IN180009	3	88	88	-88	88
