CHILDCODE	ACTIDR5	ACTR5	ACTMTHR5	ACTDYMTR5	ACTWEKR5	ACTDAYHR5	ACTHRSR5	PYMRECR5	ERNCSHR5	HWPAIDR5	PDPCPRR5	ERNKNDR5	HWKINDR5	PDPCKNR5	PRFACTR5	MTHPRFR5	ACTOWNR5
91002	1	20	6	25	 	 	6	88	0	88	 	 	 	 	1	0	88
91002	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91003	1	13	2	30	 	 	5	1	8000	4	 	 	 	 	0	0	88
91003	2	4	1	10	 	 	1	0	 	 	 	 	 	 	1	10	6
91003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91005	1	1	4	8	 	 	3	0	 	 	 	 	 	 	1	4	6
91005	2	5	3	3	 	 	6	1	200	2	 	 	 	 	1	3	3
91005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91006	1	1	3	20	 	 	6	0	 	 	 	 	 	 	1	6	6
91006	2	5	4	4	 	 	7	1	250	2	 	 	 	 	0	5	3
91006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91007	1	12	10	28	 	 	9	1	150	3	 	 	 	 	0	0	1
91007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91008	1	12	6	15	 	 	9	1	150	2	 	 	 	 	1	7	3
91008	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91009	1	19	5	20	 	 	7	1	800	2	 	 	 	 	1	6	7
91009	2	12	4	15	 	 	3	1	300	2	 	 	 	 	0	 	3
91009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91010	1	1	8	10	 	 	8	1	0	5	 	 	 	 	1	12	6
91010	2	11	12	20	 	 	6	1	300	7	 	 	 	 	1	10	6
91010	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91012	1	12	6	20	 	 	10	3	400	2	 	 	 	 	1	6	3
91012	2	5	5	15	 	 	7	1	200	2	 	 	 	 	1	4	3
91012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91013	1	1	8	22	 	 	4	0	 	 	 	 	 	 	1	8	6
91013	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91018	1	20	10	2	 	 	8	0	 	 	 	 	 	 	0	6	2
91018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91019	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91019	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91021	1	13	12	26	 	 	9	1	4000	5	 	 	 	 	1	12	3
91021	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91022	1	1	4	10	 	 	8	0	 	 	 	 	 	 	0	4	6
91022	2	5	4	15	 	 	9	1	150	2	 	 	 	 	0	4	3
91022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91025	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91026	1	1	5	20	 	 	3	0	 	 	 	 	 	 	0	6	6
91026	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91027	1	2	6	10	 	 	3	0	 	 	 	 	 	 	1	10	6
91027	2	21	9	16	 	 	2	0	 	 	 	 	 	 	1	12	6
91027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91030	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91030	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91033	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91033	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91034	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91034	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91034	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91037	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91037	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91037	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91039	1	5	5	25	 	 	8	1	150	2	 	 	 	 	1	10	3
91039	2	12	6	20	 	 	8	1	300	2	 	 	 	 	1	6	3
91039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91040	1	13	12	30	 	 	8	1	5000	4	 	 	 	 	0	 	1
91040	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91041	1	4	7	25	 	 	3	0	 	 	 	 	 	 	1	12	6
91041	2	1	3	10	 	 	2	0	 	 	 	 	 	 	0	3	6
91041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91044	1	5	1	7	 	 	5	1	200	2	 	 	 	 	1	3	3
91044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91045	1	5	4	10	 	 	6	1	200	2	 	 	 	 	1	6	3
91045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91046	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91046	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91046	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91047	1	12	3	13	 	 	8	1	300	2	 	 	 	 	1	6	3
91047	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91049	1	10	12	20	 	 	8	1	400	2	 	 	 	 	1	12	6
91049	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101001	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101001	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101001	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101003	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101003	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101004	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101004	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101004	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101005	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101005	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101005	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101011	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101012	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101012	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101012	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101013	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101013	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101014	1	13	4	24	 	 	10	1	4400	4	 	 	 	 	0	 	1
101014	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101018	1	13	12	30	 	 	8	1	6000	4	 	 	 	 	1	12	1
101018	2	20	10	25	 	 	4	0	 	 	 	 	 	 	1	10	4
101018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101019	1	9	12	25	 	 	8	1	5000	4	 	 	 	 	0	 	3
101019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101021	1	13	12	26	 	 	10	1	6000	4	 	 	 	 	1	12	3
101021	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	1	13	5	30	 	 	10	1	4000	4	 	 	 	 	1	1	3
101027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	1	19	12	26	 	 	8	1	5000	4	 	 	 	 	1	12	1
101031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101033	1	13	3	30	 	 	7	1	5000	4	 	 	 	 	1	12	3
101033	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	1	12	10	18	 	 	8	1	300	2	 	 	 	 	1	8	3
101035	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101038	1	13	12	30	 	 	10	1	7000	4	 	 	 	 	1	12	3
101038	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	1	12	8	15	 	 	8	1	150	2	 	 	 	 	1	12	3
101039	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	1	13	2	26	 	 	9	1	10000	4	 	 	 	 	1	12	1
101041	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101043	1	13	12	25	 	 	8	1	300	2	 	 	 	 	1	12	4
101043	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101043	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101044	1	9	6	25	 	 	8	1	3500	4	 	 	 	 	1	6	7
101044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101045	1	13	12	28	 	 	11	1	4500	4	 	 	 	 	1	12	3
101045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101047	1	13	5	25	 	 	9	1	12000	4	 	 	 	 	0	 	1
101047	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101049	1	19	6	30	 	 	8	1	5000	4	 	 	 	 	1	6	3
101049	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101050	1	9	7	25	 	 	12	1	3000	4	 	 	 	 	0	 	7
101050	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111001	1	1	10	8	 	 	6	0	 	 	 	 	 	 	1	5	6
111001	2	5	8	8	 	 	7	3	200	2	 	 	 	 	1	4	3
111001	3	4	12	16	 	 	1	0	 	 	 	 	 	 	1	12	2
111002	1	13	12	25	 	 	9	1	11000	4	 	 	 	 	1	12	3
111002	2	19	12	20	 	 	1	0	 	 	 	 	 	 	1	12	2
111002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	1	13	12	25	 	 	8	1	18500	4	 	 	 	 	0	 	1
111003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	1	13	12	24	 	 	8	1	7500	4	 	 	 	 	1	12	1
111004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	1	12	12	25	 	 	11	1	150	2	 	 	 	 	1	12	3
111005	2	19	12	24	 	 	1	0	 	 	 	 	 	 	1	12	2
111005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	1	19	12	25	 	 	3	0	 	 	 	 	 	 	1	12	2
111006	2	5	6	15	 	 	7	1	70	2	 	 	 	 	1	6	3
111006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111007	1	12	12	11	 	 	10	1	250	2	 	 	 	 	1	12	3
111007	2	5	5	10	 	 	8	1	100	2	 	 	 	 	1	5	3
111007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111008	1	11	8	20	 	 	5	1	200	2	 	 	 	 	1	12	3
111008	2	1	4	12	 	 	6	0	 	 	 	 	 	 	1	4	6
111008	3	5	4	10	 	 	7	1	120	2	 	 	 	 	1	4	3
111009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111010	1	1	2	4	 	 	9	0	 	 	 	 	 	 	1	2	2
111010	2	5	6	20	 	 	7	1	100	2	 	 	 	 	1	8	3
111010	3	19	12	26	 	 	2	0	 	 	 	 	 	 	1	12	2
111011	1	19	12	26	 	 	2	0	 	 	 	 	 	 	1	12	2
111011	2	11	8	12	 	 	4	1	2900	4	 	 	 	 	1	8	6
111011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111012	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111012	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111012	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111013	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111013	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111014	1	1	3	5	 	 	6	0	 	 	 	 	 	 	1	5	6
111014	2	4	6	4	 	 	1	0	 	 	 	 	 	 	1	6	6
111014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111015	1	19	12	30	 	 	14	0	 	 	 	 	 	 	1	12	2
111015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111017	1	13	12	24	 	 	9	1	10000	4	 	 	 	 	1	12	1
111017	2	19	12	10	 	 	1	0	 	 	 	 	 	 	1	12	2
111017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111019	1	21	12	26	 	 	6	0	 	 	 	 	 	 	1	12	2
111019	2	19	12	26	 	 	3	0	 	 	 	 	 	 	1	12	2
111019	3	1	2	15	 	 	8	0	 	 	 	 	 	 	1	2	2
111020	1	1	3	26	 	 	8	0	 	 	 	 	 	 	1	3	2
111020	2	5	9	15	 	 	8	1	700	3	 	 	 	 	0	8	3
111020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111021	1	19	12	26	 	 	5	0	 	 	 	 	 	 	1	12	2
111021	2	1	5	12	 	 	12	0	 	 	 	 	 	 	0	0	2
111021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111022	1	5	6	10	 	 	8	1	600	3	 	 	 	 	1	6	3
111022	2	19	6	15	 	 	4	1	1050	4	 	 	 	 	1	6	3
111022	3	1	3	10	 	 	8	0	 	 	 	 	 	 	1	3	6
111023	1	1	8	13	 	 	5	0	 	 	 	 	 	 	1	8	2
111023	2	19	12	25	 	 	1	0	 	 	 	 	 	 	1	12	2
111023	3	5	8	5	 	 	5	1	120	2	 	 	 	 	1	8	3
111024	1	4	12	19	 	 	9	0	 	 	 	 	 	 	1	12	2
111024	2	1	4	5	 	 	5	0	 	 	 	 	 	 	1	5	2
111024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	1	19	12	26	 	 	7	0	 	 	 	 	 	 	1	12	2
111025	2	1	6	8	 	 	9	0	 	 	 	 	 	 	1	6	2
111025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111026	1	1	8	16	 	 	8	0	 	 	 	 	 	 	1	8	2
111026	2	5	5	7	 	 	7	1	150	2	 	 	 	 	1	5	3
111026	3	19	12	18	 	 	3	0	 	 	 	 	 	 	1	12	2
111027	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111027	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111027	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111028	1	1	4	20	 	 	7	0	 	 	 	 	 	 	1	0	2
111028	2	19	6	24	 	 	9	1	180	2	 	 	 	 	0	 	1
111028	3	19	12	28	 	 	5	0	 	 	 	 	 	 	1	10	2
111029	1	13	4	26	 	 	8	1	11000	4	 	 	 	 	1	12	1
111029	2	13	12	26	 	 	9	1	18000	4	 	 	 	 	0	 	1
111029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111030	1	1	5	4	 	 	6	0	 	 	 	 	 	 	1	5	6
111030	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111031	1	1	9	20	 	 	7	0	 	 	 	 	 	 	1	9	2
111031	2	5	3	15	 	 	7	1	150	2	 	 	 	 	1	4	3
111031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111032	1	19	12	26	 	 	7	0	 	 	 	 	 	 	1	12	2
111032	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111033	1	13	12	26	 	 	9	1	12000	4	 	 	 	 	1	12	1
111033	2	19	12	26	 	 	1	0	 	 	 	 	 	 	1	12	2
111033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111034	1	19	12	22	 	 	2	0	 	 	 	 	 	 	1	12	2
111034	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111035	1	19	12	26	 	 	2	0	 	 	 	 	 	 	1	5	2
111035	2	1	1	2	 	 	10	0	 	 	 	 	 	 	0	4	6
111035	3	11	1	6	 	 	6	1	120	2	 	 	 	 	0	1	3
111036	1	13	12	26	 	 	8	1	18000	4	 	 	 	 	1	12	1
111036	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111038	1	5	6	8	 	 	7	1	150	2	 	 	 	 	1	6	3
111038	2	1	4	10	 	 	6	0	 	 	 	 	 	 	1	4	6
111038	3	4	12	20	 	 	1	0	 	 	 	 	 	 	1	12	6
111039	1	19	12	26	 	 	2	0	 	 	 	 	 	 	1	10	2
111039	2	1	6	5	 	 	6	0	 	 	 	 	 	 	0	 	2
111039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111040	1	19	12	26	 	 	4	0	 	 	 	 	 	 	1	5	2
111040	2	19	5	15	 	 	3	1	200	2	 	 	 	 	0	0	3
111040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111041	1	21	12	26	 	 	5	0	 	 	 	 	 	 	1	12	2
111041	2	19	8	26	 	 	3	1	120	2	 	 	 	 	1	12	2
111041	3	1	4	10	 	 	9	0	 	 	 	 	 	 	1	4	2
111044	1	19	11	25	 	 	4	0	 	 	 	 	 	 	1	4	2
111044	2	5	8	15	 	 	7	1	100	2	 	 	 	 	1	0	3
111044	3	1	4	10	 	 	8	0	 	 	 	 	 	 	1	2	2
111045	1	13	12	25	 	 	9	1	9500	4	 	 	 	 	1	12	1
111045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111046	1	13	5	25	 	 	10	1	6000	4	 	 	 	 	1	12	1
111046	2	21	12	25	 	 	2	0	 	 	 	 	 	 	1	10	2
111046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111047	1	19	12	18	 	 	2	0	 	 	 	 	 	 	1	12	2
111047	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111048	1	1	6	18	 	 	6	0	 	 	 	 	 	 	1	6	2
111048	2	5	4	12	 	 	6	1	150	2	 	 	 	 	1	4	3
111048	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111049	1	13	12	27	 	 	12	1	4000	4	 	 	 	 	1	12	3
111049	2	19	12	16	 	 	1	0	 	 	 	 	 	 	1	12	2
111049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111050	1	1	4	7	 	 	8	0	 	 	 	 	 	 	0	1	2
111050	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111051	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111051	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111051	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111053	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111053	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111053	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111054	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
