CHILDCODE	ACTIDR5	ACTR5	ACTMTHR5	ACTDYMTR5	ACTWEKR5	ACTDAYHR5	ACTHRSR5	PYMRECR5	ERNCSHR5	HWPAIDR5	PDPCPRR5	ERNKNDR5	HWKINDR5	PDPCKNR5	PRFACTR5	MTHPRFR5	ACTOWNR5
171006	1	1	9	15	 	 	7	0	 	 	 	 	 	 	1	7	6
171006	2	5	11	8	 	 	8	1	150	2	 	 	 	 	1	8	3
171006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171007	1	1	6	25	 	 	9	0	 	 	 	 	 	 	1	2	6
171007	2	12	3	20	 	 	9	1	100	3	 	 	 	 	1	3	3
171007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171008	1	13	11	25	 	 	9	1	4000	4	 	 	 	 	1	11	3
171008	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171009	1	12	6	26	 	 	8	1	200	2	 	 	 	 	1	6	3
171009	2	5	5	13	 	 	10	1	100	2	 	 	 	 	1	4	3
171009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171010	1	13	12	26	 	 	8	1	12000	4	 	 	 	 	1	12	3
171010	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171010	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171011	1	13	4	26	 	 	8	1	9000	4	 	 	 	 	1	6	1
171011	2	7	12	30	 	 	2	0	 	 	 	 	 	 	1	12	6
171011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171012	1	9	8	24	 	 	8	1	300	2	 	 	 	 	1	8	6
171012	2	1	4	5	 	 	8	0	 	 	 	 	 	 	0	3	6
171012	3	12	3	5	 	 	8	1	150	2	 	 	 	 	1	2	3
171013	1	4	11	28	 	 	1	0	 	 	 	 	 	 	1	3	6
171013	2	1	5	4	 	 	9	0	 	 	 	 	 	 	1	4	6
171013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171014	1	12	2	11	 	 	11	1	200	2	 	 	 	 	1	12	1
171014	2	1	1	3	 	 	5	0	 	 	 	 	 	 	0	0	6
171014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171015	1	5	4	20	 	 	7	1	150	2	 	 	 	 	0	0	3
171015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171016	1	13	10	26	 	 	8	1	7000	4	 	 	 	 	1	10	3
171016	2	7	3	22	 	 	6	0	 	 	 	 	 	 	0	4	6
171016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171017	1	12	6	25	 	 	12	1	100	2	 	 	 	 	0	6	3
171017	2	1	7	18	 	 	7	0	 	 	 	 	 	 	0	4	6
171017	3	5	5	4	 	 	8	1	120	2	 	 	 	 	0	4	3
171018	1	12	9	20	 	 	10	1	220	2	 	 	 	 	0	10	1
171018	2	5	2	2	 	 	7	1	100	2	 	 	 	 	1	0	3
171018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171019	1	13	4	25	 	 	9	1	4000	4	 	 	 	 	1	8	3
171019	2	7	5	18	 	 	4	0	 	 	 	 	 	 	0	10	6
171019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171021	1	12	10	25	 	 	9	1	350	2	 	 	 	 	1	8	3
171021	2	7	4	16	 	 	6	0	 	 	 	 	 	 	1	10	6
171021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171022	1	1	10	20	 	 	7	0	 	 	 	 	 	 	1	10	6
171022	2	11	12	25	 	 	3	1	60	6	2	 	 	 	1	12	6
171022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171023	1	1	2	10	 	 	7	0	 	 	 	 	 	 	1	2	6
171023	2	5	2	20	 	 	8	1	150	2	 	 	 	 	1	3	3
171023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171024	1	5	12	20	 	 	8	1	150	2	 	 	 	 	1	0	3
171024	2	1	1	5	 	 	4	0	 	 	 	 	 	 	1	0	2
171024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171025	1	13	10	25	 	 	11	1	8000	4	 	 	 	 	1	12	3
171025	2	7	3	23	 	 	8	0	 	 	 	 	 	 	1	5	6
171025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171026	1	13	12	23	 	 	8	1	300	2	 	 	 	 	1	10	1
171026	2	1	6	5	 	 	4	0	 	 	 	 	 	 	1	6	6
171026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171027	1	13	12	26	 	 	8	1	13000	4	 	 	 	 	1	12	1
171027	2	1	3	10	 	 	2	0	 	 	 	 	 	 	1	4	6
171027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171028	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171028	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171029	1	13	12	14	 	 	5	1	1500	4	 	 	 	 	1	12	4
171029	2	1	6	12	 	 	8	0	 	 	 	 	 	 	1	6	6
171029	3	5	5	5	 	 	8	1	150	2	 	 	 	 	1	6	3
171030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	1	13	6	22	 	 	12	1	4000	4	 	 	 	 	1	10	3
171031	2	7	2	10	 	 	2	0	 	 	 	 	 	 	1	3	6
171031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171032	1	10	11	24	 	 	6	1	600	2	 	 	 	 	1	12	2
171032	2	1	3	2	 	 	3	0	 	 	 	 	 	 	0	0	6
171032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171033	1	12	12	15	 	 	8	1	300	2	 	 	 	 	1	12	3
171033	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	1	11	12	24	 	 	10	5	100	2	 	 	 	 	1	10	2
171035	2	7	2	18	 	 	6	5	500	4	 	 	 	 	1	3	6
171035	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171036	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171036	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171037	1	13	10	26	 	 	12	1	6000	4	 	 	 	 	1	10	1
171037	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	1	1	5	15	 	 	8	0	 	 	 	 	 	 	1	6	6
171038	2	11	2	20	 	 	1	2	 	 	 	60	6	1	1	12	6
171038	3	5	2	7	 	 	7	1	150	2	 	 	 	 	1	3	3
171039	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171039	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171039	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	1	1	4	15	 	 	9	0	 	 	 	 	 	 	0	0	6
171040	2	5	2	20	 	 	8	1	100	2	 	 	 	 	1	2	3
171040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	1	7	6	15	 	 	7	0	 	 	 	 	 	 	1	6	6
171042	2	13	2	24	 	 	8	1	6840	4	 	 	 	 	0	10	1
171042	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	1	13	12	20	 	 	8	1	250	2	 	 	 	 	1	12	3
171043	2	7	8	16	 	 	6	0	 	 	 	 	 	 	1	8	6
171043	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	1	10	10	28	 	 	6	0	 	 	 	 	 	 	1	12	3
171044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	1	1	3	15	 	 	8	0	 	 	 	 	 	 	1	3	2
171045	2	5	4	20	 	 	8	1	100	2	 	 	 	 	0	1	3
171045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	1	5	7	6	 	 	8	1	200	2	 	 	 	 	1	7	3
171046	2	8	7	4	 	 	6	1	150	6	1	 	 	 	1	8	3
171046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	1	1	3	25	 	 	2	0	 	 	 	 	 	 	0	6	2
171047	2	13	9	24	 	 	8	1	290	2	 	 	 	 	1	12	1
171047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171048	1	1	3	6	 	 	6	0	 	 	 	 	 	 	1	4	6
171048	2	12	1	20	 	 	8	1	320	2	 	 	 	 	0	2	3
171048	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181001	1	13	12	26	 	 	9	1	13000	4	 	 	 	 	1	12	1
181001	2	1	3	10	 	 	3	0	 	 	 	 	 	 	0	 	6
181001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	1	5	7	12	 	 	9	1	100	2	 	 	 	 	1	5	3
181002	2	1	3	10	 	 	8	0	 	 	 	 	 	 	0	 	6
181002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181004	1	12	10	15	 	 	12	1	300	2	 	 	 	 	1	4	3
181004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181005	1	13	10	24	 	 	4	1	5500	4	 	 	 	 	1	10	1
181005	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181007	1	2	7	15	 	 	9	0	 	 	 	 	 	 	1	6	6
181007	2	5	6	12	 	 	9	1	150	2	 	 	 	 	1	8	3
181007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181008	1	13	6	27	 	 	8	1	266	2	 	 	 	 	0	 	1
181008	2	1	2	5	 	 	3	0	 	 	 	 	 	 	0	 	6
181008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181011	1	13	6	24	 	 	9	1	400	2	 	 	 	 	1	4	3
181011	2	1	5	10	 	 	4	0	 	 	 	 	 	 	0	 	6
181011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181012	1	13	4	28	 	 	12	1	15000	4	 	 	 	 	0	 	3
181012	2	11	6	20	 	 	8	0	 	 	 	 	 	 	1	10	6
181012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181013	1	13	11	30	 	 	8	1	11000	4	 	 	 	 	1	12	3
181013	2	1	2	3	 	 	6	0	 	 	 	 	 	 	1	2	6
181013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181014	1	13	6	22	 	 	7	1	300	2	 	 	 	 	0	 	1
181014	2	1	4	7	 	 	7	0	 	 	 	 	 	 	0	 	6
181014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181015	1	12	3	26	 	 	9	1	200	2	 	 	 	 	1	12	3
181015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181017	1	13	11	30	 	 	8	1	12000	4	 	 	 	 	1	12	1
181017	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181018	1	12	8	24	 	 	11	1	100	2	 	 	 	 	0	 	3
181018	2	5	1	2	 	 	8	1	150	2	 	 	 	 	1	2	3
181018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181019	1	5	8	20	 	 	8	1	120	2	 	 	 	 	1	8	3
181019	2	1	6	6	 	 	8	0	 	 	 	 	 	 	1	6	6
181019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181020	1	13	12	25	 	 	8	1	14000	4	 	 	 	 	1	12	1
181020	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181021	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181021	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181023	1	13	5	30	 	 	9	1	7000	4	 	 	 	 	1	12	1
181023	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181024	1	13	10	24	 	 	12	1	6500	4	 	 	 	 	1	12	3
181024	2	7	2	20	 	 	6	0	 	 	 	 	 	 	0	 	6
181024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181025	1	13	10	20	 	 	8	1	12000	4	 	 	 	 	0	 	3
181025	2	7	2	25	 	 	6	0	 	 	 	 	 	 	1	12	6
181025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181026	1	7	12	22	 	 	9	0	 	 	 	 	 	 	1	12	6
181026	2	1	5	5	 	 	2	0	 	 	 	 	 	 	1	2	6
181026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181027	1	4	12	25	 	 	9	0	 	 	 	 	 	 	1	12	6
181027	2	1	7	5	 	 	8	0	 	 	 	 	 	 	1	8	6
181027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181028	1	13	10	30	 	 	10	1	10000	4	 	 	 	 	1	12	1
181028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181029	1	1	5	20	 	 	6	0	 	 	 	 	 	 	1	2	6
181029	2	12	4	15	 	 	6	1	200	2	 	 	 	 	1	10	3
181029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181030	1	7	12	20	 	 	7	0	 	 	 	 	 	 	1	12	6
181030	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181031	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181031	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181031	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181032	1	4	12	20	 	 	8	0	 	 	 	 	 	 	1	12	6
181032	2	1	4	5	 	 	8	0	 	 	 	 	 	 	1	2	6
181032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181033	1	10	10	25	 	 	6	0	 	 	 	 	 	 	1	12	6
181033	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181035	1	13	9	30	 	 	10	1	8000	4	 	 	 	 	1	12	3
181035	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181035	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181036	1	13	6	28	 	 	12	1	160	2	 	 	 	 	0	 	3
181036	2	1	4	8	 	 	8	0	 	 	 	 	 	 	0	 	6
181036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181037	1	5	12	20	 	 	9	3	150	2	 	 	 	 	1	12	3
181037	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181038	1	1	12	25	 	 	9	0	 	 	 	 	 	 	1	12	6
181038	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181039	1	1	4	10	 	 	6	0	 	 	 	 	 	 	0	 	6
181039	2	13	2	30	 	 	9	1	9000	4	 	 	 	 	1	1	1
181039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181040	1	1	12	23	 	 	8	0	 	 	 	 	 	 	1	12	6
181040	2	5	12	3	 	 	8	1	120	2	 	 	 	 	1	10	3
181040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181041	1	1	12	20	 	 	8	0	 	 	 	 	 	 	1	12	6
181041	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181043	1	10	11	27	 	 	8	0	 	 	 	 	 	 	1	12	6
181043	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181043	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181044	1	5	1	10	 	 	8	1	150	2	 	 	 	 	1	12	3
181044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181045	1	13	10	26	 	 	9	1	14000	4	 	 	 	 	1	10	3
181045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181046	1	13	12	30	 	 	3	1	2500	4	 	 	 	 	1	3	3
181046	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181047	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181047	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181050	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181050	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181050	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191001	1	5	7	12	 	 	9	1	200	2	 	 	 	 	1	7	3
191001	2	12	3	20	 	 	10	1	200	6	1	 	 	 	1	3	1
191001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191002	1	1	6	1	 	 	7	0	 	 	 	 	 	 	1	6	6
191002	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191003	1	12	8	10	 	 	8	1	200	2	 	 	 	 	1	6	3
191003	2	1	5	20	 	 	8	0	 	 	 	 	 	 	1	2	6
191003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191004	1	12	8	9	 	 	8	1	200	2	 	 	 	 	1	4	3
191004	2	1	6	13	 	 	8	0	 	 	 	 	 	 	1	2	6
191004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191005	1	7	10	26	 	 	10	0	 	 	 	 	 	 	1	10	6
191005	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191006	1	1	11	12	 	 	8	0	 	 	 	 	 	 	1	11	6
191006	2	5	12	5	 	 	8	1	200	2	 	 	 	 	1	12	3
191006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191007	1	7	10	25	 	 	3	0	 	 	 	 	 	 	1	10	6
191007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191008	1	1	6	23	 	 	8	0	 	 	 	 	 	 	1	2	6
191008	2	12	4	24	 	 	8	1	300	2	 	 	 	 	0	 	3
191008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191010	1	8	12	20	 	 	3	1	60	6	2	 	 	 	1	12	6
191010	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191010	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191011	1	12	12	24	 	 	8	1	450	2	 	 	 	 	1	12	3
191011	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191012	1	4	7	29	 	 	11	0	 	 	 	 	 	 	0	 	6
191012	2	1	4	25	 	 	9	0	 	 	 	 	 	 	1	10	6
191012	3	5	4	3	 	 	8	1	200	2	 	 	 	 	1	10	3
191013	1	12	8	12	 	 	8	1	200	2	 	 	 	 	1	4	3
191013	2	1	8	12	 	 	8	0	 	 	 	 	 	 	1	4	6
191013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191014	1	13	6	29	 	 	8	1	3000	4	 	 	 	 	1	12	1
191014	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191016	1	1	10	25	 	 	8	0	 	 	 	 	 	 	1	10	6
191016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191017	1	10	12	15	 	 	6	0	 	 	 	 	 	 	1	10	6
191017	2	1	10	25	 	 	3	0	 	 	 	 	 	 	1	10	6
191017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191018	1	13	9	25	 	 	9	1	350	2	 	 	 	 	1	6	1
191018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191019	1	8	11	15	 	 	3	1	70	6	2	 	 	 	1	11	6
191019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191020	1	12	12	25	 	 	8	1	300	2	 	 	 	 	1	10	3
191020	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191021	1	12	6	15	 	 	8	1	200	2	 	 	 	 	1	4	3
191021	2	1	6	10	 	 	8	0	 	 	 	 	 	 	1	2	2
191021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191022	1	5	6	13	 	 	8	1	150	2	 	 	 	 	1	10	3
191022	2	1	6	11	 	 	8	0	 	 	 	 	 	 	1	10	6
191022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191023	1	1	11	25	 	 	8	0	 	 	 	 	 	 	1	11	6
191023	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191024	1	1	8	17	 	 	8	0	 	 	 	 	 	 	1	11	6
191024	2	5	8	5	 	 	8	1	150	2	 	 	 	 	0	 	3
191024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191025	1	5	11	26	 	 	8	1	150	2	 	 	 	 	1	8	3
191025	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191027	1	1	6	20	 	 	6	0	 	 	 	 	 	 	0	 	6
191027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191028	1	1	10	20	 	 	8	0	 	 	 	 	 	 	1	10	6
191028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191029	1	8	8	15	 	 	3	1	60	6	2	 	 	 	0	 	6
191029	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191030	1	1	5	4	 	 	6	0	 	 	 	 	 	 	1	4	6
191030	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191031	1	13	6	24	 	 	8	1	300	2	 	 	 	 	1	6	1
191031	2	1	3	4	 	 	8	0	 	 	 	 	 	 	0	 	6
191031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191032	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191032	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191032	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191033	1	12	6	15	 	 	8	1	200	2	 	 	 	 	0	 	3
191033	2	1	6	12	 	 	8	0	 	 	 	 	 	 	1	2	6
191033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191034	1	13	4	25	 	 	4	1	3000	4	 	 	 	 	1	8	3
