CHILDCODE	MOVEIDR5	YRMOVER5	MTHSTYR5	WHMOVER5	TYPKEBR5	MVALNER5	MVFTHRR5	MVMTHRR5	MVSIBLR5	MVSPSER5	MVSPPTR5	MVSPSBR5	MVCHCHR5	MVOTRLR5	MVNONHR5	MVSPRLR5	RSNMVR51	RSNMVR52	KNWANYR5	KNWBSTR5
11004	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11005	1	2016	1	4	7	Y	 	 	 	 	 	 	 	 	 	 	22	88	1	4
11006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11007	1	2017	1	3	3	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	4
11007	2	2016	12	3	3	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	4
11007	3	2015	12	3	3	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	4
11007	4	2014	10	3	3	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	4
11009	1	2015	10	2	1	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	3
11009	2	2016	10	2	1	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	3
11013	1	2015	1	3	2	Y	 	 	 	 	 	 	 	 	 	 	14	88	1	4
11015	1	2016	2	1	1	N	N	N	N	Y	N	N	N	N	N	N	23	88	1	4
11015	2	2015	1	1	1	N	Y	N	N	Y	N	N	N	N	N	N	23	88	1	4
11022	1	2015	15	5	8	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	4
11024	1	2015	1	3	1	N	N	N	N	Y	N	N	N	N	N	N	22	88	1	4
11025	1	2015	0	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
11027	1	2015	1	5	6	N	N	N	N	Y	N	N	N	N	N	N	12	88	0	 
11032	1	2016	9	5	6	Y	 	 	 	 	 	 	 	 	 	 	6	88	0	 
11035	1	2015	16	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
11036	1	2015	5	4	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
11036	2	2016	10	5	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
11037	1	2016	3	4	6	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	4
11037	2	2015	3	4	6	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	4
11038	1	2016	5	1	1	N	Y	Y	N	N	N	N	N	N	N	N	25	88	1	1
11040	1	2016	3	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
11041	1	2015	1	4	6	Y	 	 	 	 	 	 	 	 	 	 	6	88	0	 
11045	1	2014	1	2	3	Y	 	 	 	 	 	 	 	 	 	 	28	88	1	5
11046	1	2017	1	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	2
11046	2	2016	12	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	2
11046	3	2015	9	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	2
11049	1	2015	6	3	2	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	3
11049	2	2016	3	2	1	Y	 	 	 	 	 	 	 	 	 	 	12	88	1	5
21002	1	2015	12	2	2	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
21005	1	2014	1	1	1	N	N	N	Y	N	N	N	N	N	N	N	5	88	1	4
21010	1	2015	1	1	1	N	N	N	N	Y	N	N	N	N	N	N	1	88	1	5
21011	1	2016	2	2	3	N	N	N	Y	N	N	N	N	N	N	N	24	88	1	4
21012	1	2016	2	3	1	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	4
21012	2	2015	1	2	2	N	Y	Y	N	N	N	N	N	N	N	N	9	88	0	 
21013	1	2016	2	2	1	N	N	Y	N	N	N	N	N	N	N	N	9	25	1	1
21013	2	2014	1	2	1	N	N	N	Y	N	N	N	N	N	N	N	24	88	1	1
21013	3	2013	2	1	1	N	N	N	N	Y	N	N	N	N	N	N	24	88	1	1
21014	1	2016	1	2	1	N	N	N	N	Y	N	N	N	N	N	N	1	88	1	4
21014	2	2015	3	2	1	N	N	N	N	Y	N	N	N	N	N	N	1	88	1	6
21019	1	2014	12	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
21019	2	2015	12	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
21019	3	2016	10	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
21022	1	2016	1	2	1	N	Y	Y	N	N	N	N	N	N	N	N	22	88	1	4
21031	1	2016	1	2	1	N	N	N	Y	N	N	N	N	N	N	N	22	88	1	4
21033	1	2016	1	4	1	N	N	N	N	Y	N	N	N	N	N	N	23	88	1	4
21034	1	2016	1	5	1	N	N	Y	N	N	N	N	N	N	N	N	25	88	1	1
21036	1	2015	2	2	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
21045	1	2016	6	2	1	N	N	N	N	Y	N	N	N	N	N	N	1	21	1	4
21047	1	2014	1	2	2	Y	 	 	 	 	 	 	 	 	 	 	22	88	1	4
21049	1	2016	3	3	2	N	N	N	Y	N	N	N	N	N	N	N	24	88	1	4
31002	1	2015	0	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
31011	1	2015	2	3	4	Y	 	 	 	 	 	 	 	 	 	 	38	88	1	4
31014	1	2016	0	3	4	N	N	N	N	N	N	N	N	N	Y	N	1	88	1	4
31014	2	2015	12	3	4	N	N	N	N	N	N	N	N	Y	N	N	1	88	1	4
31014	3	2014	12	3	4	N	N	N	N	N	N	N	N	N	N	N	1	88	1	4
31014	4	2013	6	3	4	N	N	N	N	N	N	N	N	N	Y	N	38	88	1	4
31019	1	2016	8	4	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
31019	2	2015	9	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
31019	3	2014	9	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
31019	4	2013	9	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
31020	1	2015	5	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
31020	2	2014	11	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
31020	3	2013	6	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
31022	1	2016	4	3	4	N	N	N	N	N	N	N	N	N	Y	N	1	88	0	 
31027	1	2016	3	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	2
31028	1	2014	0	2	2	N	N	N	N	N	Y	N	N	N	N	N	12	88	1	4
31034	1	2014	23	1	1	N	Y	Y	Y	N	N	N	N	N	N	N	1	88	0	 
31035	1	2016	4	4	2	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
31038	1	2016	6	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
31038	2	2015	10	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
31038	3	2014	10	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
31039	1	2016	0	3	4	N	N	N	Y	N	N	N	N	N	N	N	19	88	1	2
31043	1	2016	4	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
31043	2	2015	10	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
31043	3	2014	10	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
31049	1	2015	12	5	1	N	N	N	N	N	N	N	N	N	Y	N	1	88	0	 
31050	1	2016	2	2	2	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
41002	1	2016	5	3	4	N	N	N	N	N	N	N	N	N	Y	N	1	88	1	5
41003	1	2015	1	2	2	N	N	N	N	Y	N	N	N	N	N	N	6	88	0	 
41007	1	2017	1	4	1	N	N	N	N	Y	N	N	N	N	N	N	1	88	1	4
41007	2	2016	12	4	1	N	N	N	N	Y	N	N	N	N	N	N	1	88	1	4
41009	1	2014	18	3	3	N	N	N	N	N	N	Y	N	N	N	N	1	88	0	 
41011	1	2016	1	1	1	N	N	N	N	Y	N	N	Y	N	N	N	23	88	1	1
41017	1	2016	2	3	1	N	N	N	N	Y	N	N	N	N	N	N	1	88	1	5
41019	1	2015	5	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
41019	2	2016	12	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
41019	3	2017	1	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
41021	1	2016	3	3	4	Y	 	 	 	 	 	 	 	 	 	 	2	88	1	5
41022	1	2015	4	5	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
41028	1	2017	2	4	6	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
41028	2	2016	1	4	6	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
41034	1	2014	12	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	2
41035	1	2015	3	2	4	Y	 	 	 	 	 	 	 	 	 	 	6	88	0	 
41036	1	2014	2	4	4	N	N	N	N	N	N	N	N	N	N	N	12	88	1	3
41037	1	2015	12	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
41039	1	2016	8	2	1	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	4
41045	1	2014	7	1	1	N	Y	Y	N	N	N	N	N	N	N	N	25	88	1	1
41045	2	2016	1	1	1	N	Y	Y	N	N	N	N	N	N	N	N	25	88	1	1
41049	1	2016	4	3	4	Y	 	 	 	 	 	 	 	 	 	 	6	88	0	 
51001	1	2014	6	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
51005	1	2014	11	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
51006	1	2016	6	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
51006	2	2016	2	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
51006	3	2015	6	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
51006	4	2015	6	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
51006	5	2014	10	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
51008	1	2016	3	3	6	Y	 	 	 	 	 	 	 	 	 	 	38	88	1	5
51008	2	2016	3	5	6	Y	 	 	 	 	 	 	 	 	 	 	38	88	1	5
51009	1	2016	6	3	4	Y	 	 	 	 	 	 	 	 	 	 	38	88	0	 
51010	1	2016	1	2	2	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	5
51010	2	2015	3	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
51010	3	2014	10	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	4
51011	1	2016	8	3	2	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	4
51014	1	2015	11	3	6	N	N	N	N	N	N	N	N	N	N	N	1	88	1	5
51014	2	2014	11	3	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
51018	1	2016	1	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
51019	1	2014	0	4	6	N	N	Y	Y	N	N	N	N	N	N	N	1	88	1	5
51023	1	2014	0	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
51024	1	2014	12	3	7	N	N	N	N	N	N	N	N	Y	N	N	1	88	1	4
51027	1	2015	0	3	2	N	Y	Y	N	N	N	N	N	N	N	N	23	88	1	5
51028	1	2014	0	3	3	N	N	N	Y	N	N	N	N	N	N	N	1	88	1	2
51032	1	2015	12	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
51034	1	2014	7	1	1	N	Y	Y	Y	N	N	N	N	N	N	N	25	88	1	1
51035	1	2015	3	4	6	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	5
51036	1	2016	3	4	6	Y	 	 	 	 	 	 	 	 	 	 	6	88	0	 
51036	2	2015	4	2	3	Y	 	 	 	 	 	 	 	 	 	 	38	88	0	 
51037	1	2017	1	3	1	N	Y	Y	Y	N	N	N	N	N	N	N	11	2	1	4
51037	2	2016	12	3	1	N	Y	Y	Y	N	N	N	N	N	N	N	11	2	1	4
51037	3	2015	6	3	1	N	Y	Y	Y	N	N	N	N	N	N	N	11	1	1	4
51038	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	1	2015	7	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
51047	1	2014	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	24	88	1	4
51050	1	2016	7	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
61004	1	2013	35	2	2	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	4
61007	1	2016	2	4	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	4
61009	2	2014	4	5	2	Y	 	 	 	 	 	 	 	 	 	 	2	88	1	5
61010	1	2016	3	3	4	Y	 	 	 	 	 	 	 	 	 	 	38	88	0	 
61010	2	2015	4	3	2	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
61011	1	2015	0	2	1	N	N	N	N	Y	N	N	Y	N	N	N	28	88	1	1
61012	1	2016	3	3	5	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
61014	1	2015	0	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	4
61016	1	2014	0	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
61020	1	2016	7	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
61022	1	2013	6	3	1	N	N	N	N	Y	N	N	N	N	N	N	1	88	0	 
61022	2	2014	12	3	1	N	N	N	N	Y	N	N	N	N	N	N	1	88	0	 
61022	3	2015	8	3	1	N	N	N	N	N	N	N	N	N	N	N	1	88	0	 
61023	1	2014	25	2	2	N	N	N	N	Y	N	N	N	N	N	N	12	88	0	 
61025	1	2015	1	4	2	Y	 	 	 	 	 	 	 	 	 	 	2	1	1	5
61027	1	2016	11	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
61027	2	2015	12	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
61027	3	2014	6	3	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
61028	1	2016	0	2	2	N	N	N	N	Y	N	N	N	N	N	N	38	88	0	 
61029	1	2016	2	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
61029	2	2015	8	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
61029	3	2014	12	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	4
61031	1	2016	7	3	2	Y	 	 	 	 	 	 	 	 	 	 	2	1	0	 
61033	1	2016	6	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
61033	2	2015	6	4	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
61033	3	2014	12	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
61034	1	2016	2	3	3	Y	 	 	 	 	 	 	 	 	 	 	38	88	1	5
61034	2	2015	2	3	3	Y	 	 	 	 	 	 	 	 	 	 	38	88	1	5
61035	1	2016	5	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	5	0	 
61036	1	2016	5	5	6	N	N	N	N	N	Y	N	N	N	N	N	1	88	0	 
61036	2	2015	10	5	6	N	N	N	N	Y	N	N	N	N	N	N	1	88	0	 
61036	3	2014	2	5	6	N	N	N	N	Y	N	N	N	N	N	N	1	88	0	 
61037	1	2016	0	2	2	N	N	Y	N	N	N	N	N	N	N	N	1	88	0	 
61037	2	2015	10	2	4	N	N	Y	N	N	N	N	N	N	N	N	1	88	0	 
61037	3	2014	9	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
61037	4	2013	3	2	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
61039	1	2016	0	2	1	N	N	N	N	Y	N	N	N	N	N	N	12	88	0	 
61041	1	2016	3	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
61043	1	2016	1	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
61044	1	2014	0	2	1	Y	 	 	 	 	 	 	 	 	 	 	12	88	1	4
61045	1	2016	6	3	6	N	N	N	N	N	N	N	N	N	Y	N	1	88	1	6
61045	2	2015	7	3	6	N	N	N	N	N	N	N	N	N	N	N	1	88	1	6
61045	3	2014	5	3	6	N	N	N	N	N	N	N	N	N	N	N	1	88	1	6
61045	4	2013	3	3	4	N	N	N	N	N	N	N	N	N	N	N	1	88	1	6
61047	1	2016	3	3	2	N	N	N	N	N	N	N	N	N	Y	N	1	88	1	4
61047	2	2015	9	3	3	N	N	N	N	N	N	N	N	N	Y	N	1	88	1	6
61047	3	2014	10	3	2	N	N	N	N	N	N	N	N	Y	N	N	1	88	1	4
61049	1	2016	3	3	4	Y	 	 	 	 	 	 	 	 	 	 	38	88	0	 
71001	1	2015	4	3	4	Y	 	 	 	 	 	 	 	 	 	 	38	88	1	5
71001	2	2015	3	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
71007	1	2016	4	4	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
71008	1	2016	6	5	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
71011	1	2016	5	1	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
71012	1	2016	1	6	9	N	N	N	N	Y	N	N	Y	N	N	N	21	88	0	 
71013	1	2016	3	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
71014	1	2016	3	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
71014	2	2015	4	3	4	Y	 	 	 	 	 	 	 	 	 	 	22	88	1	2
71015	1	2014	0	3	4	N	N	N	N	Y	N	N	N	N	N	N	21	88	0	 
71017	1	2014	10	1	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
71018	1	2016	3	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
71019	1	2013	6	4	3	N	N	N	N	Y	N	N	N	N	N	N	21	88	1	2
71020	1	2015	2	4	6	N	N	N	N	N	N	N	N	N	Y	N	1	88	1	5
71020	2	2014	2	3	4	Y	 	 	 	 	 	 	 	 	 	 	2	88	1	4
71021	1	2016	3	4	2	N	N	N	N	N	N	N	N	N	N	N	1	88	1	5
71021	2	2015	6	3	3	N	N	N	N	N	N	N	N	N	N	N	5	88	1	5
71021	3	2014	2	3	3	N	N	N	N	N	N	N	N	N	N	N	5	88	1	5
71022	1	2016	7	3	3	N	N	N	N	Y	N	N	N	N	N	N	21	88	0	 
71024	1	2015	15	1	1	N	N	N	N	N	Y	N	N	N	N	N	12	88	0	 
71028	1	2016	3	4	6	N	N	N	N	N	N	N	N	N	Y	N	1	88	1	5
71028	2	2016	3	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
71028	3	2015	4	4	6	N	N	Y	N	N	N	N	N	N	N	N	1	88	1	6
71028	4	2015	3	4	6	N	N	Y	N	N	N	N	N	N	N	N	1	88	1	6
71028	5	2015	3	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
71028	6	2014	6	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
71028	7	2014	6	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
71030	1	2014	6	2	2	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
71031	1	2016	12	3	2	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	5
71031	2	2015	5	2	4	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	5
71032	1	2015	0	2	1	N	N	N	N	N	N	N	N	N	N	N	23	88	1	1
71033	1	2016	1	4	2	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	5
71034	1	2016	3	4	3	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
71034	2	2015	3	2	2	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	4
71034	3	2015	6	2	2	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	4
71034	4	2014	6	2	2	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	4
71035	1	2016	2	3	4	Y	 	 	 	 	 	 	 	 	 	 	6	88	1	5
71036	1	2015	12	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
71036	2	2013	9	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
71039	1	2015	5	1	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
71039	2	2014	1	1	1	Y	 	 	 	 	 	 	 	 	 	 	8	88	1	1
71045	1	2014	0	5	2	N	N	N	N	Y	N	N	N	N	N	N	1	88	0	 
71046	1	2016	2	4	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
71046	2	2015	3	4	2	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	4
71047	1	2016	2	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
71047	2	2015	6	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
71050	1	2016	1	2	1	Y	 	 	 	 	 	 	 	 	 	 	8	88	1	1
71050	2	2015	7	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
81001	1	2015	2	4	6	Y	 	 	 	 	 	 	 	 	 	 	6	88	0	 
81003	1	2014	8	2	1	N	Y	Y	N	N	N	N	N	N	N	N	25	88	1	1
81009	1	2016	6	5	8	Y	 	 	 	 	 	 	 	 	 	 	2	10	1	5
81012	1	2016	5	4	6	Y	 	 	 	 	 	 	 	 	 	 	6	88	0	 
81015	1	2013	36	1	1	N	N	N	N	Y	N	N	N	N	N	N	26	28	1	1
81019	1	2015	0	1	1	N	N	N	N	N	Y	N	N	N	N	N	12	88	0	 
81020	1	2016	5	2	1	N	N	N	N	N	Y	N	N	N	N	N	25	88	1	1
81021	1	2016	6	4	7	Y	 	 	 	 	 	 	 	 	 	 	2	88	0	 
81023	1	2015	4	2	1	N	N	Y	N	N	N	N	N	N	N	N	25	88	1	1
81025	1	2015	3	2	1	N	N	N	N	N	Y	N	N	N	N	N	25	88	1	1
81025	2	2016	3	2	1	N	N	N	N	Y	N	N	N	N	N	N	25	88	1	1
81028	1	2016	1	2	1	N	N	N	N	Y	N	N	N	N	N	N	25	88	1	7
81029	1	2013	3	2	1	N	N	N	N	N	Y	N	N	N	N	N	25	88	1	1
81029	2	2015	3	2	1	N	N	N	N	Y	N	N	N	N	N	N	25	88	1	1
81030	1	2014	4	2	2	N	N	Y	N	N	N	N	N	N	N	N	25	88	1	1
81032	1	2015	1	2	1	N	N	N	N	N	Y	N	N	N	N	N	12	88	0	 
