childid	id	age	sex	relate	still	yrschool	disabled	care	support	edinicial	grado	anhos
PE101046	3	47	1	3	2	36	2	2	2	 	88	3
PE101046	4	43	2	3	2	34	2	1	1	 	88	3
PE101046	5	17	2	4	1	34	2	2	2	 	88	5
PE101046	6	13	2	4	1	33	2	2	2	 	6	88
PE101047	1	33	2	1	2	34	2	1	1	 	88	3
PE101047	2	15	2	5	2	34	2	1	1	 	88	2
PE101047	3	6	1	5	2	0	2	2	2	 	88	88
PE101048	1	21	2	1	2	33	2	1	2	 	5	88
PE101048	2	26	1	1	2	33	2	1	1	 	6	88
PE101049	1	20	2	1	2	33	2	1	1	 	6	88
PE101049	2	21	1	1	2	35	2	1	1	 	88	1
PE101049	3	45	1	3	2	34	2	1	1	 	88	5
PE101049	4	45	2	3	2	34	2	1	1	 	88	5
PE101049	5	13	2	4	1	33	2	1	2	 	6	88
PE101050	1	26	1	1	2	34	2	1	1	 	88	5
PE101050	2	25	2	1	2	35	2	1	2	 	88	1
PE101050	3	5	2	5	1	0	2	1	2	 	88	88
PE101050	15	3	1	5	88	88	2	88	88	2	88	88
PE101051	1	30	2	1	2	38	2	1	1	 	88	5
PE101051	2	76	1	3	2	34	1	1	2	 	88	3
PE101051	3	66	2	3	2	33	2	1	2	 	88	1
PE101052	1	33	1	1	2	34	2	1	1	 	88	5
PE101052	2	25	2	1	2	34	2	1	2	 	88	5
PE101052	3	6	1	5	1	33	2	1	2	 	1	88
PE101053	1	19	2	1	2	34	2	1	1	 	88	5
PE101053	2	29	1	1	2	34	2	1	1	 	88	5
PE101054	1	22	2	1	2	33	2	1	1	 	4	88
PE101054	2	32	2	4	2	0	2	1	1	 	88	88
PE101054	3	10	2	6	1	33	2	1	2	 	4	88
PE101054	4	8	1	6	1	33	2	1	2	 	2	88
PE101055	1	34	1	1	2	36	2	1	1	 	88	5
PE101055	2	20	2	1	2	34	2	1	1	 	88	1
PE101055	15	4	1	5	88	88	2	88	88	1	88	88
PE101056	1	28	1	1	2	34	2	1	1	 	88	3
PE101056	2	28	2	1	2	34	2	1	2	 	88	5
PE101056	3	54	1	3	2	34	2	1	1	 	88	5
PE101056	4	49	2	3	2	33	2	1	1	 	5	88
PE101056	5	90	2	13	2	0	1	2	2	 	88	88
PE101056	6	31	1	4	2	33	1	2	2	 	6	88
PE101057	1	38	1	1	2	37	2	2	1	 	88	4
PE101057	2	30	2	1	2	34	2	1	2	 	88	3
PE101057	3	13	2	5	1	34	2	1	2	 	1	88
PE101057	4	10	1	5	1	33	2	1	2	 	4	88
PE101058	1	26	1	1	2	36	2	1	1	 	88	3
PE101058	2	26	2	1	2	36	2	1	2	 	88	3
PE101059	1	22	1	1	2	34	2	1	1	 	88	5
PE101059	2	18	2	1	2	33	2	1	1	 	6	88
PE101060	1	27	1	1	2	34	2	1	1	 	88	5
PE101060	2	27	2	1	2	36	2	1	2	 	88	5
PE101060	3	51	2	3	2	31	1	2	2	 	88	88
PE101060	4	24	1	4	2	34	2	2	1	 	88	3
PE101060	5	13	1	4	1	33	2	2	2	 	6	88
PE101060	15	3	2	5	88	88	2	88	88	2	88	88
PE101061	1	38	2	3	2	0	2	1	1	 	88	88
PE101061	2	25	1	1	2	33	2	1	1	 	5	88
PE101061	3	20	2	1	2	34	2	1	1	 	88	5
PE101061	4	11	2	4	1	33	2	1	2	 	3	88
PE101061	5	5	2	4	1	0	2	2	2	 	88	88
PE101061	15	4	1	4	88	88	2	88	88	2	88	88
PE101062	1	37	1	1	2	33	2	1	1	 	88	5
PE101062	2	35	2	1	2	34	2	1	2	 	88	1
PE101062	3	15	2	5	1	34	2	1	2	 	88	2
PE101062	4	13	1	5	1	34	2	1	2	 	88	1
PE101062	5	11	1	5	1	33	2	1	2	 	5	88
PE101062	6	5	1	5	1	0	2	1	2	 	88	88
PE101062	15	3	1	5	88	88	2	88	88	2	88	88
PE101063	1	62	2	3	2	34	2	1	2	 	88	3
PE101063	2	27	2	1	2	35	2	1	2	 	88	2
PE101063	3	42	1	1	2	38	2	1	1	 	88	5
PE101063	4	8	1	5	1	33	2	2	2	 	2	88
PE101063	5	6	1	5	1	33	2	2	2	 	1	88
PE101063	6	17	2	7	2	34	2	1	2	 	88	1
PE101064	1	41	1	3	2	38	2	2	1	 	88	6
PE101064	2	23	2	1	2	36	2	1	2	 	88	3
PE101064	3	23	1	1	2	34	2	2	1	 	88	5
PE101064	4	41	2	3	2	34	2	1	2	 	88	4
PE101064	5	21	2	4	1	35	2	2	2	 	88	3
PE101064	6	19	1	4	2	34	2	2	2	 	88	5
PE101065	1	33	1	1	2	33	2	1	1	 	6	88
PE101065	2	39	2	1	2	33	2	1	2	 	6	88
PE101065	3	20	2	5	1	34	2	1	2	 	88	4
PE101065	4	17	2	5	1	34	2	1	2	 	88	2
PE101065	5	8	2	5	1	33	2	1	2	 	1	88
PE101065	15	4	1	5	88	88	2	88	88	2	88	88
PE101066	1	27	1	1	1	35	2	1	1	 	88	5
PE101066	2	19	2	1	2	33	2	1	2	 	5	88
PE101067	1	28	1	1	2	34	2	1	1	 	88	3
PE101067	2	27	2	1	2	35	2	1	1	 	88	3
PE101067	15	2	2	5	88	88	2	88	88	2	88	88
PE101068	1	22	2	1	2	34	2	1	1	 	88	2
PE101068	2	52	2	3	2	33	2	1	1	 	88	5
PE101068	3	19	2	4	1	34	2	1	2	 	88	3
PE101068	4	15	2	4	1	33	2	1	2	 	6	88
PE101068	5	10	2	4	1	33	2	1	2	 	2	88
PE101068	6	9	1	6	1	33	2	2	2	 	1	88
PE101068	7	41	1	4	2	33	2	2	2	 	88	5
PE101068	15	3	2	6	88	88	2	88	88	2	88	88
PE101069	1	23	2	1	2	34	2	1	1	 	88	1
PE101069	2	36	1	3	2	0	2	1	1	 	88	88
PE101069	3	37	2	3	2	0	2	1	1	 	88	88
PE101069	4	21	1	4	1	34	2	1	1	 	88	2
PE101069	5	17	2	4	1	33	2	1	2	 	6	88
PE101069	6	15	2	4	1	33	2	1	2	 	5	88
PE101069	15	3	1	10	88	88	2	88	88	1	88	88
PE101070	1	26	2	1	2	36	2	1	1	 	88	3
PE101070	2	27	1	1	1	37	2	1	1	 	88	3
PE101070	3	75	1	3	2	34	2	1	1	 	88	3
PE101070	4	65	2	3	2	36	1	1	1	 	88	5
PE101070	5	25	1	4	1	37	2	1	1	 	88	2
PE101071	1	25	2	1	2	33	2	1	1	 	5	88
PE101071	2	80	2	13	2	99	2	1	1	 	88	88
PE101072	1	29	2	1	2	38	2	1	1	 	88	5
PE101072	2	30	1	1	2	38	2	1	1	 	88	5
PE101072	15	3	2	5	88	88	2	88	88	3	88	88
PE101073	1	34	1	1	2	34	2	1	1	 	88	5
PE101073	2	31	2	1	2	34	2	1	2	 	88	4
PE101073	3	11	2	5	1	33	2	1	2	 	5	88
PE101073	4	58	2	3	2	34	2	1	2	 	88	5
PE101073	5	22	1	4	1	35	2	1	2	 	88	1
PE101074	1	37	1	1	2	35	2	1	1	 	88	1
PE101074	2	25	2	1	2	36	2	1	1	 	88	3
PE101075	1	31	1	1	2	38	2	1	1	 	88	7
PE101075	2	28	2	1	2	38	2	1	1	 	88	6
PE101075	3	5	1	5	1	0	2	2	2	 	88	88
PE101075	4	28	1	13	1	37	2	2	2	 	88	2
PE101076	1	37	1	1	2	34	2	1	1	 	88	5
PE101076	2	31	2	1	2	34	2	1	2	 	88	5
PE101076	3	10	1	5	1	33	2	1	2	 	4	88
PE101076	4	9	1	5	1	33	2	1	2	 	2	88
PE101077	1	22	1	1	2	34	2	1	1	 	88	5
PE101077	2	19	2	1	2	34	2	1	2	 	88	1
PE101077	3	42	1	3	2	34	1	1	2	 	88	1
PE101077	4	37	2	3	2	0	2	1	2	 	88	88
PE101078	1	22	1	1	2	34	2	1	1	 	88	3
PE101078	2	17	2	1	2	34	2	1	2	 	88	1
PE101078	3	35	1	3	2	33	2	1	2	 	88	5
PE101078	4	39	2	3	2	33	2	1	2	 	88	2
PE101079	1	33	1	1	2	34	2	1	1	 	88	5
PE101079	2	38	2	1	2	33	2	1	2	 	88	2
PE101079	3	14	2	5	1	34	2	1	2	 	88	1
PE101079	4	13	1	5	1	33	2	1	2	 	4	88
PE101079	5	6	2	5	1	32	2	1	2	 	88	88
PE101079	6	5	2	5	1	0	2	1	2	 	88	88
PE101080	1	41	2	1	2	33	2	1	1	 	88	5
PE101080	2	76	2	3	2	0	2	1	2	 	88	88
PE101080	3	19	1	5	1	37	2	1	2	 	88	1
PE101080	4	16	2	5	1	34	2	1	1	 	88	3
PE101080	5	15	1	5	1	34	2	1	2	 	88	2
PE101080	6	12	2	5	1	33	2	1	2	 	6	88
PE101080	7	10	1	5	1	33	2	1	2	 	4	88
PE101081	1	40	1	1	2	0	2	2	2	 	88	88
PE101081	2	38	2	1	2	0	2	1	1	 	88	88
PE101081	3	19	1	5	1	34	2	1	1	 	88	4
PE101081	4	18	1	5	1	34	2	1	1	 	88	4
PE101081	5	15	2	5	1	34	2	1	2	 	88	2
PE101081	6	13	1	5	1	33	2	1	2	 	6	88
PE101081	15	3	2	5	88	88	2	88	88	2	88	88
PE101082	1	30	2	1	2	35	2	1	1	 	88	1
PE101082	2	8	1	10	1	33	2	1	2	 	2	88
PE101082	3	6	2	10	1	32	2	1	2	 	88	88
PE101083	1	33	1	1	2	34	2	1	1	 	88	5
PE101083	2	35	2	1	2	34	2	1	1	 	88	4
PE101083	3	19	1	5	1	34	2	1	2	 	88	4
PE101083	4	16	1	5	1	34	2	1	2	 	88	3
PE101084	1	21	2	1	2	34	2	1	1	 	88	4
PE101084	2	39	2	3	2	33	2	1	1	 	2	88
PE101084	3	17	1	4	2	34	2	1	2	 	88	1
PE101084	4	6	2	4	1	0	2	1	2	 	88	88
PE101085	1	36	1	1	2	36	2	1	1	 	88	5
PE101085	2	35	2	1	2	36	2	1	1	 	88	5
PE101085	3	8	2	5	1	33	2	1	2	 	1	88
PE101085	4	22	1	7	2	34	2	1	2	 	88	5
PE101086	1	32	1	1	2	33	2	1	1	 	5	88
PE101086	2	28	2	1	2	33	2	1	2	 	5	88
PE101086	3	11	1	5	1	33	2	1	2	 	4	88
PE101086	4	9	2	5	1	33	2	1	2	 	1	88
PE101086	5	5	1	5	1	0	2	1	2	 	88	88
PE101087	1	28	2	1	2	34	2	1	2	 	88	5
PE101087	2	26	1	1	2	34	2	1	1	 	88	3
PE101087	3	5	1	5	2	0	2	1	2	 	88	88
PE101087	15	2	2	5	88	88	2	88	88	4	88	88
PE101088	1	33	2	1	2	33	2	1	1	 	6	88
PE101088	2	42	1	1	2	34	2	1	1	 	88	5
PE101088	15	3	1	5	88	88	2	88	88	1	88	88
PE101088	16	2	2	5	88	88	2	88	88	1	88	88
PE101089	1	35	2	1	2	34	2	1	1	 	88	3
PE101089	2	71	2	3	2	31	2	1	2	 	88	88
PE101089	15	3	2	5	88	88	2	88	88	1	88	88
PE101090	1	22	2	1	2	34	2	1	2	 	88	5
PE101090	2	23	2	4	1	35	2	1	2	 	88	1
PE101090	3	19	2	4	1	34	2	1	2	 	88	3
PE101090	4	50	2	3	2	33	2	1	2	 	88	5
PE101090	5	17	1	4	1	34	2	1	2	 	88	4
PE101090	6	25	1	4	2	34	2	1	2	 	88	5
PE101091	1	27	1	1	2	34	2	1	1	 	88	3
PE101091	2	30	2	1	2	34	2	1	2	 	88	5
PE101091	3	9	2	10	1	33	2	1	2	 	3	88
PE101092	1	21	1	1	2	34	2	2	1	 	88	5
PE101092	2	17	2	1	2	34	2	1	2	 	88	2
PE101093	1	30	2	1	2	36	2	1	1	 	88	5
PE101093	2	32	1	1	2	36	2	1	1	 	88	5
PE101093	3	7	1	5	1	33	2	1	2	 	1	88
PE101094	1	37	1	1	2	34	2	1	1	 	88	1
PE101094	2	36	2	1	2	33	2	1	2	 	5	88
PE101094	3	19	1	5	2	34	2	1	1	 	88	5
PE101094	4	16	1	5	2	0	1	1	2	 	88	88
PE101094	5	11	2	5	1	33	2	1	2	 	5	88
PE101094	15	0	2	5	88	88	2	88	88	1	88	88
PE101095	1	35	1	1	2	36	2	1	1	 	88	5
PE101095	2	38	2	1	2	36	2	1	1	 	88	3
PE101095	3	13	1	5	1	34	2	2	2	 	88	1
PE101095	4	11	2	5	1	33	2	2	2	 	5	88
PE101095	15	3	1	5	88	88	2	88	88	1	88	88
PE101096	1	33	1	1	2	34	2	1	1	 	88	2
PE101096	2	38	2	1	2	33	2	1	2	 	6	88
PE101096	3	12	1	10	1	33	2	1	1	 	6	88
PE101096	15	3	1	5	88	88	2	88	88	2	88	88
PE101097	1	28	2	1	2	34	2	1	1	 	88	3
PE101097	2	13	1	5	1	34	2	1	2	 	88	2
PE101097	3	9	1	5	1	33	2	1	2	 	3	88
PE101098	1	22	1	1	2	34	2	2	1	 	88	5
PE101098	2	22	2	1	2	34	2	1	1	 	88	5
PE101098	3	44	1	3	2	33	2	1	2	 	88	3
PE101098	4	51	2	3	2	33	2	1	2	 	88	5
PE101098	5	18	2	4	1	34	2	1	2	 	88	4
PE101098	6	16	1	4	1	34	2	1	2	 	88	3
PE101098	7	20	1	4	2	34	2	2	2	 	88	5
PE101099	1	37	1	1	2	36	2	1	1	 	88	5
PE101099	2	26	2	1	2	34	2	1	2	 	88	5
PE101099	3	46	2	3	2	34	2	1	2	 	88	5
PE101099	4	22	1	4	1	35	2	2	2	 	88	1
PE101100	1	24	1	1	2	34	2	1	1	 	88	5
PE101100	2	23	2	1	2	34	2	1	1	 	88	5
PE101101	1	29	2	1	2	36	2	1	1	 	88	5
PE101102	1	34	2	1	2	33	2	1	1	 	2	88
PE101102	2	42	1	1	2	33	2	1	1	 	88	5
PE101102	3	17	2	5	2	34	2	1	2	 	88	5
PE101102	4	15	1	5	1	34	2	1	2	 	88	3
PE101102	5	13	1	5	1	34	2	1	2	 	88	2
PE101102	6	11	2	5	1	33	2	1	2	 	5	88
PE101102	7	8	2	5	1	33	2	1	2	 	1	88
PE101103	1	36	2	1	2	38	2	1	1	 	88	5
PE101103	2	39	1	1	2	38	2	1	1	 	88	5
PE101103	3	6	1	5	1	0	2	1	2	 	88	88
PE101104	1	38	1	1	2	34	2	1	1	 	88	5
PE101104	2	36	2	1	2	33	2	1	2	 	5	88
PE101104	3	11	2	5	1	33	2	1	2	 	5	88
PE101104	4	9	1	5	1	33	2	1	2	 	2	88
PE101105	1	29	1	1	2	34	2	1	1	 	88	5
PE101105	2	29	2	1	2	34	2	1	1	 	88	5
PE101105	3	60	1	3	2	33	2	1	2	 	88	5
PE101105	4	50	2	4	2	0	2	1	2	 	88	88
PE111001	1	29	1	1	2	33	2	1	1	 	4	88
PE111001	2	30	2	1	2	33	2	1	2	 	5	88
PE111001	3	8	1	5	1	33	2	2	2	 	1	88
PE111001	4	7	1	5	2	0	2	2	2	 	88	88
PE111001	15	2	1	5	88	88	2	88	88	2	88	88
PE111002	1	26	2	1	2	33	2	1	1	 	4	88
PE111002	2	43	1	1	2	33	2	1	1	 	88	5
PE111002	3	7	2	5	1	33	2	1	2	 	1	88
PE111002	15	2	2	5	88	88	2	88	88	2	88	88
PE111003	1	35	1	1	2	33	2	1	1	 	88	2
PE111003	2	25	2	1	2	33	2	1	1	 	1	88
PE111003	3	60	2	3	2	0	2	1	2	 	88	88
PE111003	4	21	2	4	2	33	2	1	2	 	4	88
PE111003	5	65	1	3	2	0	1	2	2	 	88	88
PE111003	15	3	2	6	88	88	2	88	88	2	88	88
PE111003	16	3	2	5	88	88	2	88	88	2	88	88
PE111004	1	40	2	1	2	38	2	1	1	 	88	5
PE111004	2	11	1	5	1	33	2	2	2	 	5	88
PE111005	1	46	1	1	2	33	2	1	1	 	88	3
PE111005	2	36	2	1	2	33	2	1	2	 	6	88
PE111005	3	18	1	5	2	33	2	1	1	 	6	88
PE111005	4	14	2	5	1	33	2	1	2	 	6	88
PE111005	5	5	2	5	1	0	2	1	2	 	88	88
PE111005	15	3	1	5	88	88	2	88	88	2	88	88
PE111006	1	19	2	1	1	34	2	1	1	 	88	4
PE111006	2	42	1	3	2	33	2	1	1	 	88	5
PE111006	3	41	2	3	2	33	2	1	1	 	88	3
PE111006	4	70	2	13	2	0	2	1	2	 	88	88
PE111006	5	17	1	4	1	34	2	1	2	 	88	4
PE111006	6	14	2	4	1	34	2	1	2	 	88	2
PE111006	7	8	1	4	1	33	2	1	2	 	3	88
PE111006	8	5	2	4	1	0	2	1	2	 	88	88
PE111007	1	42	1	1	2	33	2	2	1	 	88	5
PE111007	2	35	2	1	2	33	2	1	2	 	88	4
PE111007	3	14	2	5	1	34	2	2	2	 	88	1
PE111007	4	12	1	5	1	33	2	2	2	 	5	88
PE111007	5	10	2	5	1	33	2	2	2	 	3	88
PE111007	6	7	2	5	1	32	2	2	2	 	88	88
PE111008	1	29	1	1	2	34	2	1	1	 	88	5
PE111008	2	29	2	1	2	34	2	1	2	 	88	5
PE111008	3	10	2	5	1	33	2	1	2	 	3	88
PE111009	1	16	2	1	2	33	2	1	1	 	4	88
PE111009	2	23	1	1	2	34	2	1	1	 	88	5
PE111009	3	60	2	3	2	33	2	1	1	 	88	2
PE111010	1	34	1	1	2	36	2	1	1	 	88	5
PE111010	2	22	2	1	2	34	2	1	2	 	88	5
PE111010	3	63	2	3	2	0	2	1	2	 	88	88
PE111011	1	24	1	1	2	34	2	1	1	 	88	5
PE111011	2	23	2	1	2	34	2	1	1	 	88	5
PE111011	3	29	2	4	2	33	2	2	1	 	6	88
PE111011	4	33	1	4	2	34	2	2	1	 	88	4
PE111011	5	14	1	6	1	34	2	2	2	 	88	1
PE111011	6	8	1	6	1	33	2	2	2	 	2	88
PE111011	7	6	2	6	1	32	2	2	2	 	88	88
PE111011	15	4	2	6	88	88	2	88	88	1	88	88
PE111011	16	1	1	6	88	88	2	88	88	2	88	88
PE111012	1	21	2	1	2	34	2	1	1	 	88	5
PE111012	2	22	1	1	2	34	2	1	1	 	88	5
PE111012	3	18	2	4	2	33	2	1	2	 	6	88
PE111012	4	54	2	3	2	33	2	1	1	 	88	1
PE111012	5	16	1	4	1	34	2	1	2	 	88	3
PE111012	6	14	2	4	1	33	2	1	2	 	6	88
PE111012	7	10	2	6	1	33	2	1	2	 	3	88
PE111012	8	27	2	4	2	34	2	1	1	 	88	5
PE111013	1	36	1	1	2	34	2	1	1	 	88	2
PE111013	2	31	2	1	2	33	2	1	1	 	3	88
PE111013	3	7	2	5	1	33	2	1	2	 	1	88
PE111013	15	4	2	5	88	88	2	88	88	1	88	88
PE111013	16	2	2	5	88	88	2	88	88	2	88	88
PE111014	1	27	2	1	2	33	2	1	1	 	4	88
PE111014	2	32	1	1	2	0	2	1	1	 	88	88
PE111014	3	10	1	5	1	33	2	1	2	 	3	88
PE111014	4	6	1	5	1	33	2	1	2	 	1	88
PE111014	15	4	1	5	88	88	2	88	88	2	88	88
PE111015	1	25	2	1	2	33	2	1	1	 	5	88
PE111015	2	26	1	1	2	34	2	1	1	 	88	3
PE111015	3	17	1	4	1	33	2	1	1	 	5	88
PE111015	4	5	1	5	2	0	2	1	2	 	88	88
PE111015	15	4	2	5	88	88	2	88	88	1	88	88
PE111016	1	48	1	1	2	33	1	1	1	 	88	4
PE111016	2	36	2	1	2	0	2	1	2	 	88	88
PE111016	3	14	1	5	1	33	2	1	2	 	2	88
PE111016	4	11	2	5	1	33	2	1	2	 	1	88
PE111016	5	6	2	5	2	0	2	1	2	 	88	88
PE111017	1	20	1	1	2	33	2	1	1	 	3	88
PE111017	2	20	2	1	2	33	2	1	1	 	3	88
PE111017	3	5	2	5	2	0	2	1	2	 	88	88
PE111017	4	 	2	3	2	33	2	1	2	 	99	99
PE111017	5	30	1	4	2	38	2	1	1	 	88	5
PE111017	6	15	1	6	1	33	2	2	2	 	6	88
PE111017	7	7	2	5	1	0	2	2	2	 	88	88
PE111017	15	3	2	5	88	88	2	88	88	2	88	88
PE111018	1	28	1	1	2	33	2	1	1	 	5	88
PE111018	2	26	2	1	2	33	2	1	1	 	5	88
PE111018	3	6	1	5	1	0	2	1	2	 	88	88
PE111018	15	4	1	5	88	88	2	88	88	2	88	88
PE111019	1	17	2	1	1	34	2	1	1	 	88	2
PE111019	2	61	1	3	2	34	2	2	1	 	88	5
PE111019	3	41	2	3	2	33	2	1	1	 	88	5
PE111019	4	19	2	4	1	34	2	1	2	 	88	4
PE111019	5	15	1	4	1	34	2	1	2	 	88	2
PE111019	6	11	2	4	1	33	2	1	2	 	4	88
PE111020	1	49	1	1	2	33	1	1	1	 	88	5
PE111020	2	42	2	1	2	33	2	1	1	 	88	2
PE111020	3	23	1	5	2	33	2	1	2	 	4	88
PE111020	4	20	1	5	2	33	2	1	2	 	4	88
PE111020	5	12	2	5	1	33	2	1	2	 	4	88
PE111020	6	10	1	5	1	33	2	1	2	 	2	88
PE111020	7	6	1	5	2	0	2	1	2	 	88	88
PE111020	8	 	2	3	2	0	2	2	2	 	88	88
PE111020	9	23	2	11	2	0	2	1	2	 	88	88
PE111020	15	4	1	5	88	88	2	88	88	2	88	88
PE111021	1	38	1	1	2	33	2	1	1	 	88	5
PE111021	2	32	2	1	2	0	2	1	2	 	88	88
PE111021	3	9	2	5	1	33	2	1	2	 	1	88
PE111021	4	6	2	5	2	0	2	1	2	 	88	88
PE111022	1	28	1	1	2	35	2	1	1	 	88	4
PE111022	2	25	2	1	2	33	2	1	2	 	3	88
PE111022	3	62	1	3	2	33	2	1	1	 	88	5
PE111022	4	59	2	3	2	0	2	1	2	 	88	88
PE111022	5	30	2	4	2	33	2	1	2	 	2	88
PE111022	6	20	1	4	1	34	2	1	2	 	88	3
PE111022	7	17	2	4	1	33	2	1	2	 	3	88
PE111022	8	9	1	6	1	33	2	1	2	 	1	88
PE111022	9	13	2	4	1	33	2	1	2	 	2	88
PE111022	15	2	2	6	88	88	2	88	88	2	88	88
PE111023	1	26	2	1	2	33	2	1	1	 	5	88
PE111023	2	31	1	1	2	33	2	1	1	 	6	88
PE111023	3	5	2	5	2	0	2	1	2	 	88	88
PE111024	1	38	2	1	2	0	2	1	1	 	88	88
PE111024	2	41	1	1	2	0	2	1	1	 	88	88
PE111024	3	18	2	5	2	33	2	1	1	 	6	88
PE111024	4	11	2	5	1	33	2	1	2	 	2	88
PE111024	5	9	2	5	1	33	2	1	2	 	2	88
PE111024	6	5	1	5	2	0	2	1	2	 	88	88
PE111024	15	3	1	5	88	88	2	88	88	2	88	88
PE111025	1	17	2	4	2	33	2	1	1	 	4	88
PE111025	15	1	1	6	88	88	2	88	88	2	88	88
PE111026	1	23	1	1	2	33	1	1	1	 	5	88
PE111026	2	23	2	1	2	33	1	1	1	 	5	88
PE111026	15	3	1	5	88	88	1	88	88	1	88	88
PE111027	1	23	1	1	1	34	2	1	1	 	88	5
PE111027	2	22	2	1	2	34	2	1	1	 	88	2
PE111027	3	54	1	3	2	33	2	1	1	 	88	2
PE111027	4	50	2	3	1	34	2	1	1	 	88	2
PE111027	5	15	1	4	1	33	2	1	1	 	6	88
PE111027	6	15	1	4	1	33	2	1	1	 	6	88
PE111028	1	52	1	1	2	33	2	2	1	 	88	5
PE111028	2	37	2	1	2	0	2	1	2	 	88	88
PE111028	3	16	1	5	2	33	2	2	2	 	5	88
PE111028	4	8	1	5	1	32	2	2	2	 	88	88
PE111028	15	3	2	5	88	88	2	88	88	2	88	88
PE111029	1	19	2	1	2	33	2	1	1	 	3	88
PE111029	2	48	1	3	2	33	2	1	1	 	88	2
PE111029	3	49	2	3	2	33	2	1	1	 	88	1
PE111029	4	14	1	4	2	33	2	1	1	 	5	88
PE111029	5	10	1	4	1	33	2	1	1	 	2	88
PE111029	6	79	2	13	2	0	2	1	2	 	88	88
PE111030	1	24	2	1	2	0	2	1	1	 	88	88
PE111030	2	22	1	1	2	33	2	1	1	 	2	88
PE111030	3	6	2	10	2	0	2	1	2	 	88	88
PE111031	1	20	1	1	2	33	2	2	1	 	2	88
PE111031	2	19	2	1	2	33	2	1	2	 	4	88
PE111031	3	41	1	3	2	33	2	2	2	 	88	5
PE111031	4	38	2	3	2	0	2	2	2	 	88	88
PE111031	5	16	2	4	2	33	2	2	2	 	2	88
PE111031	6	14	2	4	1	33	2	2	2	 	3	88
PE111031	7	12	1	4	1	33	2	2	2	 	1	88
PE111031	8	12	1	4	1	33	2	2	2	 	1	88
PE111031	9	7	2	4	2	0	2	2	2	 	88	88
PE111031	10	6	1	4	2	0	2	2	2	 	88	88
PE111031	15	0	2	4	88	88	2	88	88	2	88	88
PE111032	1	28	1	1	2	34	2	1	1	 	88	2
PE111032	2	17	2	1	1	33	2	1	1	 	1	88
PE111032	3	50	2	3	2	0	2	1	2	 	88	88
PE111032	4	5	2	6	2	0	2	2	2	 	88	88
PE111033	1	25	1	1	2	33	2	1	1	 	3	88
PE111033	2	18	2	1	2	33	2	1	1	 	2	88
PE111033	3	37	2	3	2	0	2	1	1	 	88	88
PE111033	4	15	2	4	1	33	2	1	1	 	4	88
PE111033	5	12	2	4	1	33	2	1	1	 	3	88
PE111033	6	8	1	4	1	33	2	1	2	 	1	88
PE111034	1	21	1	1	2	33	2	1	1	 	4	88
PE111034	2	22	2	1	2	33	2	1	1	 	4	88
PE111034	3	78	1	3	2	99	2	1	1	 	88	88
PE111034	4	48	2	3	2	0	2	1	1	 	88	88
PE111034	5	19	2	4	2	33	2	1	1	 	4	88
PE111034	6	13	1	4	1	33	2	2	2	 	2	88
PE111034	7	10	2	4	1	33	2	2	2	 	1	88
PE111034	8	7	1	4	1	0	2	2	2	 	88	88
PE111034	15	2	1	5	88	88	2	88	88	2	88	88
PE111034	16	4	1	4	88	88	2	88	88	2	88	88
PE111034	17	1	1	4	88	88	2	88	88	2	88	88
PE111035	1	37	2	1	2	33	2	1	1	 	88	2
PE111035	2	40	1	1	2	33	2	1	1	 	88	3
PE111035	3	16	2	5	1	33	2	1	1	 	3	88
PE111035	4	14	2	5	1	33	2	1	1	 	4	88
PE111035	5	13	1	5	1	33	2	1	1	 	2	88
PE111035	6	7	1	5	1	33	2	1	1	 	1	88
PE111036	1	38	1	1	2	33	2	1	1	 	88	3
PE111036	2	28	2	1	2	33	2	1	1	 	5	88
PE111036	3	16	1	10	1	34	2	1	1	 	88	1
PE111036	4	15	2	10	1	33	2	1	2	 	5	88
PE111036	5	9	2	5	1	33	2	1	2	 	3	88
PE111036	6	7	1	5	2	0	2	1	2	 	88	88
PE111036	15	4	1	5	88	88	2	88	88	2	88	88
PE111037	1	28	1	1	2	34	2	2	1	 	88	3
PE111037	2	24	2	1	2	33	2	1	2	 	4	88
PE111037	15	3	2	5	88	88	2	88	88	2	88	88
PE111038	1	32	1	1	2	33	2	1	1	 	4	88
PE111038	2	28	2	1	2	0	2	1	1	 	88	88
PE111038	3	8	2	5	1	33	2	2	2	 	1	88
PE111038	15	4	2	5	88	88	2	88	88	2	88	88
PE111039	1	24	2	1	2	33	2	1	2	 	1	88
PE111039	2	27	1	1	2	33	2	2	1	 	4	88
PE111039	3	8	2	5	1	33	2	2	2	 	1	88
PE111039	15	3	1	5	88	88	2	88	88	2	88	88
PE111040	1	31	2	1	2	36	2	1	1	 	88	5
PE111040	2	31	1	1	2	38	2	1	1	 	88	5
PE111040	3	59	2	3	2	33	2	1	2	 	88	2
PE111041	1	26	1	1	2	33	2	1	1	 	6	88
PE111041	2	25	2	1	2	33	2	1	1	 	6	88
PE111041	3	7	2	5	1	0	2	2	2	 	88	88
PE111041	4	5	1	5	1	0	2	2	2	 	88	88
PE111042	1	25	1	1	2	34	2	2	1	 	88	5
PE111042	2	23	2	1	2	34	2	1	2	 	88	4
PE111042	3	58	1	3	2	33	2	2	2	 	88	5
PE111042	4	58	2	3	2	33	2	1	2	 	88	5
PE111042	5	17	1	4	1	34	2	2	2	 	88	2
