childid	linecode	id	paymt	months	days	importa	actcode
PE031027	1	1	2	12	1	1	1
PE031027	2	1	1	7	1	2	45
PE031028	1	1	1	3	1	1	45
PE031028	2	1	1	1	1	2	45
PE031028	3	1	1	3	3	3	92
PE031029	1	1	1	12	1	1	75
PE031029	2	1	2	3	2	2	1
PE031029	3	2	2	12	1	2	1
PE031029	4	2	2	12	1	1	93
PE031029	5	3	2	3	1	1	95
PE031030	1	1	2	11	2	1	1
PE031030	2	1	1	1	1	2	45
PE031030	3	2	2	12	1	1	52
PE031031	1	1	1	12	2	1	80
PE031031	2	2	2	6	1	1	52
PE031032	1	1	2	9	3	1	1
PE031032	2	1	1	3	1	2	22
PE031033	1	1	2	12	2	1	1
PE031033	2	1	2	12	1	2	52
PE031033	3	2	2	12	1	1	52
PE031033	4	3	2	12	1	1	52
PE031033	5	5	1	1	1	2	75
PE031033	6	5	1	8	1	1	45
PE031034	1	1	1	12	1	1	45
PE031034	2	1	2	2	1	2	45
PE031034	3	5	1	12	1	1	75
PE031034	4	5	2	3	3	2	1
PE031034	5	6	2	2	1	1	45
PE031035	1	1	2	12	1	1	1
PE031036	1	1	2	12	1	1	1
PE031036	2	2	1	10	2	1	80
PE031037	1	1	1	12	2	1	75
PE031037	2	2	1	8	2	1	80
PE031037	3	5	1	6	2	1	95
PE031038	1	1	2	1	2	1	52
PE031038	2	2	2	12	1	1	52
PE031038	3	1	2	11	1	2	52
PE031039	1	1	2	12	1	1	52
PE031039	2	1	2	12	3	2	1
PE031039	3	1	2	12	2	3	52
PE031040	1	1	1	10	1	1	75
PE031040	2	1	2	12	1	2	28
PE031040	3	1	2	3	3	3	1
PE031041	1	1	2	12	1	1	14
PE031041	2	2	1	5	2	1	80
PE031041	3	3	2	12	1	1	52
PE031042	1	1	1	12	2	1	80
PE031042	2	2	1	7	2	1	80
PE031042	3	1	2	12	3	2	1
PE031042	4	6	1	12	1	1	95
PE031043	1	1	1	12	2	1	75
PE031043	2	3	1	12	1	1	95
PE031044	1	1	2	12	2	1	1
PE031044	2	1	1	2	1	2	75
PE031044	3	2	1	11	2	1	80
PE031045	1	1	2	9	1	1	1
PE031045	2	1	1	2	1	2	1
PE031045	3	2	2	2	2	1	1
PE031045	4	4	1	1	1	1	1
PE031045	5	4	2	2	2	2	1
PE031045	6	3	2	3	1	1	1
PE031046	1	1	2	12	1	1	1
PE031046	2	3	2	12	1	1	1
PE031047	1	1	2	6	1	1	1
PE031047	2	1	2	4	2	2	26
PE031047	3	3	2	10	1	1	1
PE031047	4	4	2	3	1	1	1
PE031047	5	5	2	2	1	1	1
PE031047	6	6	2	5	1	1	1
PE031048	1	1	2	12	2	1	1
PE031048	2	1	1	2	3	2	1
PE031048	3	2	2	12	2	1	17
PE031049	1	1	2	12	1	1	1
PE031049	2	2	2	12	2	1	1
PE031050	1	2	2	12	1	1	1
PE031050	2	5	2	2	1	1	1
PE031050	3	5	1	1	1	2	75
PE031051	1	1	2	12	1	1	1
PE031051	2	2	2	12	1	1	1
PE031051	3	3	2	12	1	1	1
PE031052	1	1	1	12	3	1	1
PE031052	2	1	2	12	2	2	1
PE031053	1	1	1	10	2	1	80
PE031053	2	2	2	12	1	1	52
PE031053	3	4	1	1	4	1	95
PE031054	1	1	2	12	3	1	85
PE031054	2	1	2	6	1	2	1
PE031054	3	1	2	7	1	3	52
PE031054	4	2	2	12	1	1	52
PE031055	1	1	2	12	1	1	1
PE031055	2	1	2	12	2	2	26
PE031056	1	1	1	2	3	1	1
PE031056	2	1	2	3	1	2	1
PE031056	3	1	1	5	1	3	1
PE031056	4	2	2	3	3	1	26
PE031056	5	2	2	12	2	2	17
PE031057	1	1	2	12	1	1	1
PE031058	1	1	2	12	2	1	15
PE031058	2	1	2	12	2	2	1
PE031058	3	2	2	12	2	1	1
PE031058	4	4	2	12	2	1	1
PE031058	5	6	2	3	2	1	1
PE031059	1	1	2	12	1	1	1
PE031059	2	2	2	12	3	1	1
PE031059	3	5	2	12	1	1	1
PE031060	1	1	2	12	1	1	1
PE031060	2	2	1	2	1	2	13
PE031060	3	2	1	10	1	1	1
PE031060	4	3	1	12	1	2	1
PE031060	5	3	2	12	1	1	1
PE031061	1	1	2	12	2	1	14
PE031061	2	1	2	1	3	2	52
PE031061	3	2	2	12	2	2	52
PE031062	1	1	2	5	1	1	52
PE031062	2	1	2	7	1	2	1
PE031062	3	2	2	7	1	1	52
PE031062	4	4	2	8	2	1	1
PE031062	5	4	2	12	1	2	52
PE031063	1	1	2	12	1	1	1
PE031063	2	2	2	9	1	1	52
PE031064	1	1	2	12	3	1	20
PE031064	2	1	2	5	1	3	1
PE031064	3	1	2	5	1	2	45
PE031065	1	2	2	12	1	1	1
PE031065	2	1	2	12	2	1	1
PE031065	3	4	2	1	2	2	1
PE031065	4	4	1	8	1	1	15
PE031065	5	3	2	12	1	1	52
PE031066	1	1	2	3	2	1	15
