PLACEID	RSID	MODULE	SECTION	SECTION2	SECTION3	AGERES	SEXRES	INFCASTE	CAPAC	LIVRES
IN094	16	1	5	 	 	35	1	4	8	35
IN094	17	1	5	 	 	40	1	4	8	40
IN094	18	1	4	 	 	45	1	1	1	45
IN094	19	1	4	 	 	40	2	3	4	40
IN094	20	1	4	 	 	45	2	3	6	45
IN094	21	2	1	 	 	45	1	1	1	45
IN094	22	2	1	 	 	40	2	3	4	40
IN094	23	2	1	 	 	45	2	3	6	45
IN097	1	1	1	2	3	40	1	4	1	40
IN097	2	1	1	2	3	50	1	4	8	25
IN097	3	2	1	 	 	48	1	1	4	9
IN097	4	1	4	5	 	35	1	1	8	35
IN097	5	1	3	4	5	35	2	1	4	35
IN097	6	1	1	4	5	32	2	1	1	13
IN097	7	2	1	2	 	40	1	4	1	40
IN097	8	1	4	5	 	50	1	4	8	25
IN097	9	2	1	2	 	45	1	3	8	45
IN097	10	2	2	 	 	28	1	3	3	1
IN097	11	2	2	 	 	48	1	3	8	16
IN097	12	2	2	 	 	37	2	1	3	2
IN097	13	1	1	5	 	35	1	3	8	35
IN097	14	1	1	5	 	48	1	3	8	20
IN097	15	1	1	5	 	39	1	4	8	39
IN097	16	1	5	 	 	52	1	4	8	30
IN097	17	1	5	 	 	50	1	4	8	30
IN099	1	1	1	2	3	46	1	3	1	46
IN099	2	1	1	2	3	45	1	3	7	45
IN099	3	1	4	5	 	27	1	4	2	1
IN099	4	1	4	5	 	32	1	4	8	7
IN099	5	1	1	2	3	38	2	4	4	38
IN099	6	2	1	2	 	45	2	3	3	8
IN099	7	2	1	2	 	30	2	3	3	1
IN099	8	2	1	2	 	25	2	3	3	2
IN099	9	2	1	2	 	36	1	3	4	4
IN099	10	2	1	2	 	38	1	3	4	1
IN099	11	1	4	5	 	32	2	4	1	18
IN099	12	1	4	5	 	49	1	3	2	8
IN099	13	1	4	5	 	46	1	3	1	46
IN099	14	1	4	5	 	38	2	4	4	38
IN099	15	2	2	 	 	27	1	4	3	1
IN099	16	1	5	 	 	47	1	3	8	47
IN099	17	1	5	 	 	42	1	4	8	10
IN099	18	1	5	 	 	30	1	4	8	25
IN101	1	1	1	2	3	46	2	3	1	23
IN101	2	1	1	2	3	32	2	3	4	15
IN101	3	1	1	2	3	49	2	3	4	49
IN101	4	1	4	5	 	30	2	3	4	8
IN101	5	1	4	5	 	39	1	4	8	8
IN101	6	1	4	5	 	37	1	4	2	4
IN101	7	2	1	2	 	32	2	3	3	8
IN101	8	2	1	2	 	30	2	1	3	3
IN101	9	1	4	5	 	37	1	4	8	8
IN101	10	1	4	5	 	24	1	4	8	24
IN101	11	1	4	5	 	54	2	4	8	52
IN101	12	2	1	2	 	37	1	4	2	4
IN101	13	2	1	2	 	49	2	3	4	49
IN101	14	2	1	2	 	32	2	3	4	32
IN101	15	2	1	2	 	30	2	3	4	30
IN101	16	2	1	2	 	40	2	3	4	40
IN101	17	1	5	 	 	50	1	4	8	50
IN101	18	1	5	 	 	38	1	1	8	38
IN102	1	1	1	2	3	32	1	3	1	32
IN102	2	1	1	2	3	27	2	3	4	22
IN102	3	1	1	2	3	30	2	1	8	30
IN102	4	1	4	5	 	29	2	3	4	9
IN102	5	1	4	5	 	24	2	3	4	24
IN102	6	2	2	 	 	40	2	4	3	4
IN102	7	2	2	 	 	48	1	3	3	48
IN102	8	2	2	 	 	57	1	4	4	1
IN102	9	1	4	5	 	45	1	4	8	10
IN102	10	1	4	5	 	54	2	4	8	56
IN102	11	1	4	5	 	24	1	4	8	24
IN102	12	1	4	5	 	37	1	4	8	18
IN102	13	2	1	2	 	32	1	3	1	32
IN102	14	2	1	2	 	27	2	3	4	22
IN102	15	2	1	2	 	24	2	3	4	9
IN102	16	1	5	 	 	50	1	4	8	50
IN102	17	1	5	 	 	38	1	1	8	38
