CHILDID	PREID	AGEPRESC	PRESCDUR	PRESCTYP	PAYPRESC	PRESCCRE	DAYSPRES	HRSPRESC	PRESCVIS
VN140040	1	36	4	3	1	3	6	8	1
VN140041	1	36	4	3	1	2	6	6	1
VN140042	1	38	4	3	1	2	6	9	1
VN140043	1	36	4	3	1	2	5	8	1
VN140044	1	36	4	3	1	2	6	8	1
VN140045	1	36	3	3	1	3	5	7	1
VN140045	2	63	4	3	1	2	6	10	1
VN140046	1	36	4	4	1	2	6	10	1
VN140047	1	48	4	3	1	1	6	8	1
VN140048	1	48	3	3	1	2	6	7	1
VN140048	2	58	4	3	1	2	6	7	1
VN140049	1	26	3	3	1	2	6	8	1
VN140049	2	60	4	3	1	2	6	9	1
VN140050	1	36	3	3	1	2	6	7	1
VN140050	2	48	4	3	1	2	6	7	1
VN140051	1	36	4	3	1	2	6	9	1
VN140052	1	50	3	3	1	2	6	8	1
VN140053	1	36	4	3	1	2	6	7	1
VN140054	1	36	3	3	1	3	5	6	1
VN140054	2	48	4	3	1	2	6	7	1
VN140055	1	36	3	3	1	4	6	7	1
VN140055	2	48	4	3	1	3	6	7	1
VN140056	1	36	4	3	1	3	6	7	1
VN140057	1	36	4	3	1	2	6	8	1
VN140058	1	36	4	3	1	2	6	7	1
VN140059	1	36	3	3	1	3	6	7	1
VN140059	2	48	4	3	1	3	6	7	1
VN140060	1	36	4	3	1	2	6	7	1
VN140061	1	36	4	3	1	3	6	6	1
VN140062	1	36	4	3	1	4	6	7	1
VN140063	1	60	4	3	1	3	6	8	1
VN140064	1	36	4	3	1	3	6	8	1
VN140065	1	36	4	3	1	3	6	7	1
VN140066	1	36	4	3	1	3	6	7	1
VN140067	1	48	4	3	1	2	6	7	1
VN140068	1	36	4	3	1	2	6	7	1
VN140069	1	36	4	3	1	2	6	7	1
VN140070	1	36	4	3	1	2	6	7	1
VN140071	1	36	4	3	1	2	6	7	1
VN140072	1	36	4	3	1	2	6	6	1
VN140073	1	39	4	3	1	2	6	8	1
VN140074	1	38	4	3	1	2	6	6	1
VN140076	1	36	4	3	1	3	6	7	1
VN140077	1	36	4	3	1	3	6	7	1
VN140078	1	36	4	3	1	2	6	6	1
VN140079	1	36	3	3	1	2	6	7	1
VN140079	2	48	4	3	1	2	6	8	1
VN140080	1	48	4	3	1	2	6	7	1
VN140081	1	48	4	3	1	3	6	8	1
VN140083	1	40	4	3	1	2	6	6	1
VN140084	1	37	4	3	1	2	6	7	1
VN140085	1	36	4	3	1	2	6	6	1
VN140086	1	36	4	3	1	2	6	8	1
VN140087	1	36	3	3	1	2	6	8	1
VN140087	2	48	4	3	1	2	6	8	1
VN140088	1	48	4	3	1	1	6	7	1
VN140089	1	48	4	3	1	2	6	6	1
VN140090	1	48	4	3	1	1	6	7	1
VN140091	1	46	4	3	1	3	6	6	1
VN140092	1	36	2	3	1	3	5	7	1
VN140092	2	48	4	3	1	3	6	7	1
VN140093	1	62	4	3	1	2	6	4	1
VN140094	1	48	4	2	1	1	6	7	1
VN140095	1	46	4	3	0	2	6	7	1
VN140096	1	36	4	3	1	2	6	6	1
VN140097	1	38	4	3	1	2	6	10	1
VN140098	1	39	4	3	1	3	6	7	1
VN140100	1	36	4	3	1	2	6	7	1
VN140101	1	48	4	3	1	2	6	9	1
VN140102	1	36	3	3	0	2	6	6	1
VN140102	2	48	4	3	0	2	6	6	1
VN140103	1	36	4	3	1	2	6	10	1
VN140107	1	48	4	3	1	2	6	9	1
VN150001	1	36	4	3	1	3	6	7	1
VN150002	1	36	4	3	1	3	5	8	1
VN150003	1	48	3	3	1	2	5	8	1
VN150005	1	48	4	3	1	3	5	6	1
VN150006	1	36	4	3	1	3	6	7	1
VN150007	1	36	4	4	1	2	7	8	1
VN150008	1	36	4	3	1	3	6	7	1
VN150009	1	48	4	3	1	2	5	8	1
VN150011	1	36	4	3	1	2	5	8	1
VN150012	1	36	3	3	1	3	6	7	1
VN150013	1	36	4	3	1	2	5	7	1
VN150014	1	36	4	3	1	3	6	7	1
VN150015	1	36	4	3	1	2	5	6	1
VN150016	1	36	4	3	1	2	5	8	1
VN150017	1	30	4	3	1	3	6	7	1
VN150018	1	30	4	3	0	1	5	8	0
VN150020	1	36	4	3	1	3	6	7	1
VN150021	1	33	4	3	1	2	5	8	0
VN150022	1	54	2	99	1	1	6	9	0
VN150023	1	48	4	3	1	2	5	8	1
VN150024	1	-99	2	4	1	3	5	8	0
VN150025	1	-99	4	3	1	1	5	8	1
VN150027	1	36	4	3	99	3	6	7	1
VN150029	1	36	4	3	1	3	5	8	1
VN150030	1	36	4	3	1	3	6	7	1
VN150031	1	39	4	3	1	2	5	8	0
VN150032	1	36	4	3	1	3	6	7	1
VN150033	1	48	4	3	1	3	5	8	0
VN150034	1	36	4	3	1	3	5	7	0
VN150035	1	36	4	3	1	2	6	7	1
VN150036	1	36	3	3	1	4	6	7	1
VN150038	1	36	4	3	1	2	5	8	1
VN150039	1	48	4	3	1	2	5	8	0
VN150040	1	36	4	3	1	2	7	8	1
VN150041	1	36	4	3	1	3	6	7	1
VN150042	1	36	4	3	1	2	5	8	0
VN150043	1	36	4	3	1	3	5	8	0
VN150044	1	36	3	3	1	3	6	7	1
VN150049	1	53	4	3	1	3	6	7	1
VN150051	1	36	4	3	1	3	6	7	1
VN150053	1	36	4	3	1	2	5	8	0
VN150054	1	36	4	3	1	3	6	7	1
VN150055	1	67	4	3	1	3	6	7	1
VN150056	1	48	3	3	1	3	6	7	1
VN150057	1	48	4	3	1	3	6	7	1
VN150058	1	48	4	3	1	2	5	8	1
VN150060	1	36	4	3	1	3	6	7	1
VN150061	1	36	4	3	1	3	5	7	0
VN150062	1	36	4	3	1	3	5	8	1
VN150063	1	36	4	3	1	2	5	9	1
VN150064	1	36	4	3	1	3	5	8	0
VN150065	1	48	4	3	1	3	5	7	0
VN150066	1	36	4	3	1	2	6	8	1
VN150067	1	36	4	3	1	3	5	8	1
VN150068	1	36	4	3	1	3	6	7	1
VN150070	1	37	4	3	1	3	6	6	1
VN150071	1	36	4	3	1	3	5	7	0
VN150072	1	36	4	3	1	3	5	7	0
VN150073	1	36	4	3	1	3	6	7	1
VN150074	1	36	4	3	1	3	6	7	1
VN150075	1	36	4	3	1	2	5	8	0
VN150077	1	36	4	3	1	2	6	8	0
VN150078	1	36	4	3	1	3	5	7	0
VN150079	1	36	4	3	1	2	5	7	0
VN150081	1	48	4	3	1	3	5	7	0
VN150083	1	36	4	3	1	3	6	7	1
VN150086	1	36	4	3	1	2	6	8	1
VN150087	1	36	4	3	1	3	5	7	0
VN150089	1	36	4	3	1	2	5	7	0
VN150090	1	37	4	3	1	3	6	7	1
VN150091	1	37	4	3	1	3	6	7	1
VN150092	1	36	4	3	1	2	5	7	1
VN150094	1	36	4	3	1	2	6	8	0
VN150095	1	48	4	3	1	2	5	8	1
VN150096	1	36	4	3	1	2	5	8	0
VN150097	1	49	3	3	1	2	6	6	1
VN150098	1	36	4	3	1	3	6	7	1
VN150099	1	36	4	3	1	2	5	6	1
VN150101	1	48	3	3	1	3	6	7	1
VN150103	1	36	3	3	1	3	6	7	1
VN150104	1	36	4	3	1	3	6	7	1
VN150105	1	36	4	3	1	3	6	8	1
VN150107	1	36	4	3	1	2	5	8	1
VN150126	1	37	4	3	1	2	5	8	1
VN150128	1	36	3	3	1	3	6	7	1
VN150129	1	36	4	3	1	2	5	8	1
VN150130	1	37	4	3	1	3	6	7	1
VN150133	1	60	2	3	1	3	5	8	0
VN150134	1	37	4	3	1	3	6	7	1
VN150136	1	36	4	3	1	3	6	8	0
VN150137	1	37	4	3	1	3	6	7	1
VN150138	1	48	4	3	1	3	5	7	0
VN150139	1	36	4	3	1	2	5	8	0
VN150140	1	48	4	3	1	3	5	7	0
VN150141	1	44	4	3	1	3	6	7	1
VN150142	1	36	4	3	1	3	5	7	0
VN150145	1	36	4	1	1	2	6	10	1
VN160001	1	36	4	3	1	2	5	7	0
VN160002	1	36	4	3	1	2	5	8	1
VN160003	1	36	4	3	1	2	5	8	1
VN160004	1	36	4	3	1	3	5	7	1
VN160005	1	36	4	3	1	2	5	10	0
VN160006	1	36	4	3	1	2	5	7	0
VN160008	1	36	4	3	1	2	5	8	1
VN160009	1	36	4	3	1	3	5	7	1
VN160010	1	36	4	3	1	2	5	7	0
VN160011	1	36	4	3	1	3	5	7	1
VN160012	1	36	4	3	1	2	5	8	1
VN160013	1	36	4	3	1	2	5	8	1
VN160014	1	36	4	3	1	2	5	8	1
VN160015	1	36	4	3	1	3	5	7	1
VN160016	1	36	4	3	1	2	5	7	0
VN160017	1	36	1	3	1	2	5	9	0
VN160018	1	36	4	3	1	2	5	6	0
VN160019	1	48	4	3	1	3	5	7	1
VN160020	1	36	4	3	1	2	5	8	1
VN160021	1	51	4	3	1	3	5	7	1
VN160022	1	48	4	3	1	3	5	7	1
VN160023	1	60	4	3	1	2	5	7	0
VN160024	1	48	4	3	1	3	5	7	1
VN160025	1	48	4	3	1	3	5	7	1
VN160026	1	58	4	3	1	3	5	7	1
VN160028	1	48	4	3	1	1	5	8	1
VN160029	1	48	4	3	1	3	5	7	1
VN160030	1	36	4	3	1	3	5	8	1
VN160032	1	60	4	3	1	3	5	8	1
VN160033	1	48	4	3	1	2	5	7	0
VN160034	1	48	4	3	1	3	5	7	1
VN160035	1	36	4	3	1	2	5	7	0
VN160036	1	48	4	3	1	3	5	7	1
VN160037	1	36	4	3	1	3	5	7	1
VN160038	1	36	4	3	1	2	5	7	0
VN160039	1	48	4	3	1	3	5	7	1
VN160040	1	48	4	3	1	3	6	10	1
VN160041	1	48	4	3	1	2	5	8	1
VN160042	1	36	4	3	1	3	5	8	1
VN160043	1	36	4	3	1	3	5	8	1
VN160044	1	36	4	3	1	3	5	7	1
VN160045	1	48	4	3	1	3	5	7	1
VN160046	1	36	3	1	1	2	5	8	1
VN160047	1	36	4	3	1	2	5	8	1
VN160048	1	48	4	3	1	2	5	7	1
VN160049	1	36	4	3	1	2	5	7	0
VN160050	1	36	4	3	1	3	5	7	1
VN160051	1	36	4	3	1	2	5	8	1
VN160052	1	36	4	3	1	2	5	7	0
VN160053	1	36	4	3	1	2	6	7	0
VN160054	1	36	4	3	1	2	5	8	1
VN160055	1	36	4	3	1	3	5	7	1
VN160056	1	36	4	3	1	2	5	7	0
VN160057	1	48	4	3	1	3	5	7	1
VN160058	1	36	4	3	1	2	5	7	0
VN160059	1	40	4	3	1	3	5	7	1
VN160060	1	36	4	3	1	3	5	8	1
VN160062	1	36	4	3	1	2	5	8	1
VN160063	1	48	4	3	1	3	5	7	1
VN160064	1	52	4	1	1	3	6	10	0
VN160065	1	36	4	4	1	2	5	8	1
VN160066	1	36	4	4	1	3	5	8	1
VN160067	1	60	4	3	1	3	5	7	1
VN160068	1	36	4	4	1	4	5	8	1
VN160069	1	48	4	3	1	3	5	7	1
VN160070	1	36	4	4	1	3	5	8	1
VN160071	1	36	4	3	1	3	5	8	1
VN160072	1	48	4	3	1	3	5	7	1
VN160073	1	36	4	4	1	2	5	8	1
VN160074	1	36	4	4	1	3	5	8	1
VN160075	1	36	4	3	1	2	5	7	0
VN160076	1	36	4	3	1	3	5	7	1
VN160077	1	36	4	3	1	2	5	7	0
VN160078	1	36	4	3	1	1	5	7	0
VN160080	1	48	4	3	1	3	5	7	1
VN160081	1	36	4	3	1	3	5	7	1
VN160082	1	36	4	3	1	2	5	7	0
VN160083	1	36	4	4	1	3	5	8	1
VN160084	1	36	4	4	1	3	5	8	1
VN160085	1	36	4	3	1	2	5	7	0
VN160086	1	36	4	3	1	3	5	7	1
VN160088	1	36	4	4	1	3	5	8	1
VN160089	1	36	4	4	1	2	5	8	1
VN160090	1	36	4	3	1	3	5	7	1
VN160091	1	36	3	3	1	2	5	3	1
VN160092	1	48	4	3	1	2	6	7	0
VN160093	1	36	4	4	1	3	5	8	1
VN160094	1	36	4	3	1	2	5	7	0
VN160095	1	50	1	3	1	2	5	4	1
VN160096	1	36	4	3	1	2	5	7	0
VN160097	1	36	4	3	1	2	5	7	0
VN160098	1	36	4	3	1	2	5	7	0
VN160099	1	36	4	3	1	3	5	7	1
VN160100	1	36	4	3	1	3	5	7	1
VN160102	1	36	4	3	1	3	5	7	1
VN160104	1	36	4	3	1	2	5	7	0
VN160107	1	36	4	3	1	3	5	8	1
VN160114	1	36	4	3	1	3	5	7	1
VN170001	1	36	4	1	1	2	6	10	1
VN170002	1	36	4	3	1	2	6	8	1
VN170003	1	36	4	2	1	2	6	9	1
VN170004	1	44	4	1	1	2	6	10	1
VN170005	1	60	4	4	1	2	5	9	1
VN170006	1	36	2	1	1	2	6	9	1
VN170007	1	48	4	2	1	2	5	8	0
VN170008	1	36	2	1	1	3	6	9	1
VN170008	2	42	4	3	1	2	6	9	1
VN170009	1	36	4	1	1	2	6	10	1
VN170010	1	55	4	4	1	3	5	9	1
VN170011	1	36	3	1	1	3	6	9	1
VN170011	2	50	4	1	1	2	6	7	1
VN170013	1	48	4	1	1	3	7	10	1
VN170015	1	36	3	1	1	2	6	9	1
VN170015	2	58	4	1	1	2	5	7	1
VN170016	1	36	4	1	1	2	6	9	0
VN170017	1	50	4	1	1	2	6	10	1
VN170018	1	36	4	3	1	2	6	9	1
VN170019	1	36	4	1	1	2	6	8	1
VN170020	1	55	4	1	1	3	5	3	1
VN170021	1	36	2	3	1	3	6	10	1
VN170021	2	45	4	1	1	1	6	8	1
VN170022	1	36	4	1	1	1	6	7	1
VN170024	1	36	4	4	1	2	6	9	1
VN170025	1	36	4	1	1	2	6	10	0
VN170026	1	36	3	3	1	2	6	9	1
VN170026	2	52	2	3	1	2	6	9	1
VN170027	1	36	4	1	1	1	6	3	1
VN170028	1	36	1	1	1	2	6	9	1
VN170028	2	41	4	1	1	2	6	3	1
VN170029	1	54	2	3	1	4	5	9	1
VN170029	2	62	4	1	1	2	6	9	1
VN170030	1	48	1	1	1	3	6	10	1
VN170030	2	51	4	1	1	3	6	10	1
VN170032	1	36	4	1	1	2	6	10	1
VN170033	1	36	4	1	1	2	6	10	1
VN170034	1	36	4	2	1	2	6	9	1
VN170035	1	36	4	1	1	1	6	10	1
VN170036	1	36	4	1	1	2	6	10	1
VN170037	1	36	4	3	1	2	6	8	1
VN170038	1	36	3	3	1	2	6	8	1
VN170038	2	55	4	1	1	2	6	8	1
VN170039	1	40	4	3	1	2	6	10	1
VN170040	1	36	4	3	1	2	6	10	1
VN170041	1	42	4	3	1	2	6	8	1
VN170043	1	36	4	3	1	2	6	10	1
VN170044	1	36	4	3	1	2	6	9	1
VN170045	1	48	4	3	1	2	6	9	0
VN170046	1	36	4	1	1	2	6	7	1
VN170047	1	48	4	3	1	2	2	9	1
VN170048	1	36	3	3	1	2	6	8	1
VN170048	2	50	4	4	1	2	6	9	1
VN170050	1	36	4	3	1	3	6	10	1
VN170052	1	36	4	3	1	2	6	9	0
VN170053	1	36	4	1	1	2	6	10	1
VN170054	1	36	4	3	1	2	6	9	1
VN170056	1	36	2	1	1	3	6	10	1
VN170056	2	47	1	1	1	3	6	10	1
VN170056	3	51	4	1	1	2	6	10	1
VN170057	1	36	4	3	1	2	6	10	1
VN170059	1	48	4	1	1	2	6	10	1
VN170061	1	56	4	3	1	3	5	5	1
VN170062	1	36	4	3	1	1	6	10	1
VN170063	1	50	4	4	1	2	6	9	1
VN170064	1	36	4	3	1	3	6	8	1
VN170066	1	36	1	3	1	2	5	9	1
VN170066	2	39	3	1	1	2	6	7	1
VN170066	3	52	4	1	1	2	5	7	1
VN170068	1	48	4	1	1	3	6	9	0
VN170069	1	40	4	1	1	2	6	10	1
VN170070	1	36	4	3	1	2	5	10	1
VN170071	1	36	4	1	1	1	6	10	1
VN170072	1	36	3	1	1	2	6	9	1
VN170072	2	59	4	4	1	2	6	9	1
VN170073	1	45	4	1	1	2	6	9	1
VN170076	1	36	4	3	1	2	6	10	1
VN170077	1	36	4	3	1	3	6	10	1
VN170079	1	36	4	1	1	2	6	10	1
VN170080	1	36	4	3	1	1	6	10	1
VN170082	1	60	4	3	1	3	6	10	1
VN170083	1	36	4	1	1	2	6	8	1
VN170084	1	36	1	1	1	2	6	9	1
VN170084	2	56	4	1	1	2	5	6	1
VN170085	1	36	4	1	1	2	6	10	1
VN170086	1	36	4	3	1	2	6	9	1
VN170087	1	36	4	3	1	2	6	11	1
VN170088	1	36	4	1	1	2	5	10	0
VN170089	1	60	4	1	1	2	6	8	1
VN170090	1	36	4	3	1	2	6	9	0
VN170091	1	36	4	1	1	3	6	10	1
VN170092	1	36	4	1	1	3	6	10	1
VN170093	1	36	4	1	1	2	6	10	1
VN170095	1	36	4	3	1	2	6	6	1
VN170096	1	36	4	1	1	2	6	9	1
VN170097	1	36	4	1	1	1	6	8	1
VN170099	1	36	4	1	1	2	6	9	1
VN170100	1	36	4	1	1	2	6	10	1
VN170101	1	38	4	3	1	2	6	8	1
VN170103	1	36	4	4	1	2	6	9	1
VN170104	1	48	4	3	1	2	5	5	1
VN170109	1	36	1	1	1	3	6	10	1
VN170109	2	37	1	3	1	2	6	10	1
VN170109	3	41	4	1	1	2	6	8	1
VN170112	1	36	3	3	1	2	5	8	1
VN170112	2	50	4	1	1	2	5	8	1
VN170114	1	60	4	3	1	2	5	10	1
VN170118	1	36	4	3	1	2	6	8	1
VN170119	1	36	4	3	1	2	6	9	1
VN170126	1	36	4	3	1	2	6	9	0
VN170132	1	48	2	3	1	2	6	8	0
VN170132	2	60	4	4	1	2	6	8	0
VN170141	1	36	4	2	1	2	6	10	1
VN170144	1	36	4	1	1	2	6	7	1
VN180001	1	36	4	3	1	2	6	10	1
VN180002	1	36	4	1	1	2	6	9	0
VN180003	1	36	3	2	1	2	5	8	1
VN180003	2	48	3	2	1	2	5	8	1
VN180003	3	60	4	2	1	2	5	8	1
VN180005	1	36	4	3	1	2	5	8	1
VN180006	1	36	4	1	1	2	6	8	1
VN180007	1	36	3	3	1	2	5	8	1
VN180008	1	36	3	1	1	1	6	8	1
VN180008	2	66	4	1	1	2	5	8	1
VN180015	1	42	4	3	1	2	6	8	1
VN180016	1	48	4	1	1	2	5	6	1
VN180017	1	37	4	3	1	1	6	10	1
VN180018	1	36	4	3	1	2	6	9	1
VN180019	1	36	4	3	1	2	6	10	1
VN180020	1	36	4	3	1	2	6	10	1
VN180021	1	36	2	1	1	2	6	9	0
VN180021	2	42	4	3	1	2	6	10	1
VN180023	1	36	4	1	1	2	6	9	1
VN180024	1	36	4	3	1	2	5	9	1
VN180025	1	36	4	3	1	2	6	9	1
VN180026	1	48	4	3	1	2	6	10	1
VN180027	1	66	4	3	1	2	5	8	1
VN180028	1	46	4	3	1	2	6	9	1
VN180029	1	36	4	3	1	2	6	10	1
VN180030	1	36	4	3	1	2	5	9	1
VN180031	1	36	4	3	1	2	6	9	1
VN180032	1	36	4	3	1	3	6	10	1
VN180033	1	36	3	3	1	2	6	8	1
VN180033	2	48	4	1	1	2	6	8	1
VN180034	1	36	4	3	1	2	5	9	1
VN180035	1	48	4	3	1	2	6	11	1
VN180036	1	48	2	3	1	2	5	8	1
VN180037	1	36	4	3	1	1	5	10	1
VN180039	1	36	4	3	1	1	5	9	1
VN180040	1	36	4	3	1	2	6	9	1
VN180042	1	36	4	2	1	2	6	10	1
VN180043	1	36	4	1	1	2	6	10	1
VN180044	1	36	4	1	1	1	6	12	1
VN180045	2	36	4	1	1	2	6	6	1
VN180046	2	36	4	1	1	2	6	8	1
VN180047	1	40	4	3	1	2	6	10	1
VN180048	1	36	4	1	1	2	6	10	0
VN180050	1	58	4	1	1	2	7	10	1
VN180051	1	36	4	1	1	2	6	8	1
VN180054	1	36	4	1	1	2	6	11	1
VN180055	1	36	4	1	1	2	6	10	1
VN180056	1	36	4	3	1	2	6	9	1
VN180057	1	36	4	3	1	2	6	8	1
VN180058	1	36	4	3	1	2	5	8	1
VN180060	1	36	4	1	1	3	6	9	1
VN180061	1	48	4	1	1	2	5	9	1
VN180062	1	60	4	1	1	2	6	6	1
VN180063	1	36	4	3	1	2	6	11	1
VN180064	1	36	4	3	1	2	5	9	1
VN180065	1	36	4	3	1	2	5	9	1
VN180066	1	36	4	3	1	1	5	10	1
VN180067	1	36	4	2	1	2	5	6	1
VN180068	1	38	4	3	1	2	6	10	1
VN180069	1	38	4	3	1	2	5	10	1
VN180071	1	36	4	1	1	2	6	8	0
VN180073	1	36	4	3	1	2	5	9	1
VN180074	1	36	4	3	1	2	5	9	1
VN180075	1	42	4	3	1	2	5	10	1
VN180076	1	36	4	3	1	3	6	9	1
VN180077	1	36	4	3	1	2	5	8	1
VN180078	1	36	4	3	1	2	5	8	1
VN180079	1	36	4	3	1	2	5	10	1
VN180080	1	36	4	3	1	2	5	10	1
VN180081	1	36	4	3	1	2	6	10	1
VN180082	1	36	4	3	1	2	6	10	1
VN180083	1	36	4	3	1	2	6	9	99
VN180084	1	36	4	3	1	2	6	8	1
VN180085	1	36	4	1	1	2	6	9	1
VN180087	1	36	4	1	1	1	6	9	1
VN180088	1	36	3	3	1	2	6	10	1
VN180088	2	60	4	1	1	2	6	9	1
VN180089	1	36	4	3	1	2	6	8	1
VN180090	1	36	4	3	1	2	6	8	1
VN180091	1	36	4	3	1	1	6	8	1
VN180095	1	36	4	1	1	2	6	9	1
VN180096	1	39	4	3	1	2	6	8	1
VN180098	1	36	4	3	1	2	5	9	1
VN180099	1	36	4	1	1	2	6	9	1
VN180100	1	36	3	1	1	1	6	9	1
VN180100	2	54	4	1	1	1	6	6	1
VN180104	1	48	4	3	1	2	6	10	1
VN180105	1	49	4	1	1	2	5	10	1
VN180106	1	36	4	3	1	2	6	10	1
VN180107	1	36	3	3	1	2	6	10	1
VN180107	2	60	4	3	1	2	6	10	1
VN180110	1	36	4	3	1	2	6	10	1
VN180112	1	36	4	1	1	2	6	10	1
VN180113	1	36	4	3	1	2	5	9	1
VN180117	1	36	4	1	1	1	6	11	0
VN180118	1	36	4	1	1	3	5	6	1
VN180121	1	36	3	3	1	2	6	9	1
VN180123	1	36	4	1	1	1	6	12	1
VN190001	1	36	3	3	0	2	6	5	1
VN190001	2	57	4	1	1	2	6	10	1
VN190002	1	48	4	5	0	2	5	5	1
VN190003	1	36	4	3	1	3	6	10	1
VN190004	1	48	4	3	1	2	5	5	1
VN190005	1	36	4	3	1	2	6	8	1
VN190006	1	59	4	3	1	2	5	10	1
VN190007	1	60	4	3	1	2	5	5	1
VN190008	1	60	4	1	1	2	6	8	1
VN190009	1	36	4	1	1	2	6	9	1
VN190010	1	36	4	1	1	2	6	9	1
VN190011	1	48	4	3	1	2	5	5	1
VN190012	1	36	4	3	1	2	5	6	1
VN190013	1	36	3	4	1	3	6	8	1
VN190013	2	60	4	3	1	2	6	8	1
VN190014	1	36	4	3	1	2	6	10	1
VN190015	1	36	3	4	1	3	6	8	1
VN190015	2	58	4	3	1	2	6	8	1
VN190016	1	36	3	4	1	3	5	8	1
VN190016	2	48	4	3	1	2	5	8	1
VN190017	1	48	4	3	1	2	5	7	1
VN190018	1	36	4	3	1	2	6	10	1
VN190019	1	60	4	3	1	2	5	8	1
VN190020	1	48	4	3	1	2	5	8	1
VN190021	1	36	4	3	1	2	6	9	1
VN190022	1	48	4	3	1	3	5	6	1
VN190023	1	36	4	1	1	2	5	8	1
VN190025	1	36	3	4	1	2	6	6	1
VN190025	2	60	4	3	1	2	5	6	1
VN190026	1	36	4	3	1	2	5	10	1
VN190027	1	50	4	3	1	2	5	9	1
VN190028	1	36	2	3	1	2	6	9	1
VN190028	2	48	4	3	1	2	6	9	1
VN190029	1	36	4	3	1	1	6	9	1
VN190030	1	36	4	1	1	2	6	6	1
VN190031	1	36	4	3	1	2	6	9	1
VN190033	1	36	4	1	1	2	6	7	1
VN190033	2	45	4	1	1	2	6	8	1
VN190034	1	36	4	1	1	2	6	8	1
VN190035	1	36	4	1	0	1	6	9	1
VN190036	1	36	3	4	1	3	6	7	1
VN190036	2	48	4	1	1	2	6	7	1
VN190039	1	42	4	3	1	3	6	8	1
VN190040	1	36	4	1	1	2	6	9	1
VN190042	1	60	4	3	1	2	5	5	1
VN190043	1	36	4	1	1	2	6	6	1
VN190044	1	36	4	1	1	2	6	9	1
VN190047	1	48	4	3	1	2	6	10	1
VN190048	1	36	4	3	1	2	6	9	1
VN190050	1	36	4	3	1	2	6	9	1
VN190051	1	36	2	1	1	3	6	9	1
VN190051	2	46	1	1	1	3	6	9	1
VN190052	1	36	4	1	1	2	5	9	1
VN190054	1	36	4	3	1	2	5	6	1
VN190055	1	36	4	3	1	2	6	7	1
VN190056	1	48	4	3	1	2	5	9	1
VN190057	1	36	4	1	1	2	6	6	1
VN190058	1	60	4	3	1	3	6	8	1
VN190059	1	36	4	3	1	2	5	6	1
VN190060	1	48	4	3	1	2	5	6	1
VN190061	1	36	4	3	1	2	6	9	1
VN190063	1	36	1	4	1	2	6	8	1
VN190063	2	50	4	3	1	2	5	8	1
VN190064	1	36	4	3	1	2	6	7	1
VN190065	1	36	4	1	1	2	6	8	1
VN190066	1	48	4	3	1	4	5	6	1
VN190068	1	36	4	3	1	2	5	5	1
VN190069	1	48	4	1	1	2	6	10	1
VN190070	1	54	4	1	1	2	5	5	1
VN190071	1	36	4	3	1	2	6	9	1
VN190072	1	60	4	3	1	3	6	5	1
VN190074	1	36	1	1	1	3	6	10	1
VN190074	2	42	4	3	1	2	6	10	1
VN190077	1	36	4	3	1	2	6	7	1
VN190079	1	36	4	3	1	2	5	9	1
VN190081	1	36	4	1	1	2	6	9	1
VN190082	1	48	4	3	1	2	5	9	1
VN190083	1	36	4	1	1	2	6	9	1
VN190084	1	60	4	3	1	2	5	5	1
VN190087	1	48	4	3	1	2	6	8	1
VN190088	1	48	4	3	1	2	5	9	1
VN190089	1	36	3	4	1	3	7	8	1
VN190089	2	48	4	3	1	2	5	6	1
VN190090	1	36	3	3	1	2	5	4	1
VN190090	2	60	4	3	1	2	6	9	1
VN190091	1	36	2	4	1	3	5	7	1
VN190091	2	48	4	3	1	2	6	7	1
VN190092	1	36	4	3	1	2	5	6	1
VN190093	1	48	1	3	1	2	6	9	1
VN190093	2	52	4	3	1	2	6	9	1
VN190094	1	48	1	3	1	2	6	9	1
VN190094	2	60	4	3	1	2	5	9	1
VN190095	1	36	4	3	1	2	6	7	1
VN190096	1	36	4	3	1	2	6	9	1
VN190097	1	36	4	3	1	2	5	5	1
VN190098	1	36	3	4	1	3	6	8	1
VN190098	2	48	4	3	1	2	6	8	1
VN190099	1	48	4	3	1	2	5	9	1
VN190100	1	60	4	3	1	2	5	9	1
VN190105	1	36	3	4	1	2	6	8	1
VN190105	2	48	4	3	1	2	6	8	1
VN190107	1	36	4	1	1	3	6	8	1
VN190110	1	36	4	3	1	2	6	9	1
VN190112	1	36	4	1	1	2	6	10	1
VN190113	1	36	3	3	1	4	5	8	1
VN190113	2	60	4	1	1	2	5	10	1
VN190115	1	48	2	3	1	2	5	9	1
VN190115	2	60	4	5	1	2	5	9	1
VN190116	1	48	4	3	1	2	6	7	1
VN190118	1	36	4	1	1	2	6	9	1
VN190123	1	36	4	3	1	2	5	7	1
VN190130	1	36	4	1	1	2	6	10	1
VN190137	1	36	4	3	1	3	6	9	1
VN190139	1	48	4	3	1	3	5	8	1
VN200001	1	36	3	3	1	2	6	10	1
VN200001	2	60	4	1	1	2	6	10	1
VN200002	1	36	4	1	1	2	6	9	1
VN200003	1	36	4	1	1	2	6	9	1
VN200004	1	36	4	1	1	2	6	10	1
VN200006	1	36	4	1	1	2	6	9	0
VN200007	1	53	4	4	1	3	5	3	1
VN200009	1	36	4	3	1	2	6	10	1
VN200011	1	48	4	1	1	2	6	4	1
VN200012	1	36	4	1	1	2	6	10	1
VN200013	1	36	2	3	1	2	6	6	1
