CHILDID	GRPID	GROUP	IDGRP	YEARMEM	BENGRP1	BENGRP2	FRQATTEN	LEADMEM	YEARLEAD	PAREPOST	WHYJOIN	INFLNCE
VN020067	1	28	1	1989	5	88	4	0	-88	88	88	88
VN020070	1	28	1	1994	7	88	3	1	1995	0	16	3
VN020078	1	23	2	2006	2	88	5	0	-88	88	88	88
VN020080	1	23	2	2002	5	88	5	0	-88	88	88	88
VN020096	1	23	2	2002	5	88	77	0	-88	88	88	88
VN020100	1	23	2	2000	6	2	5	0	-88	88	88	88
VN020106	1	28	1	-77	4	5	3	0	-88	88	88	88
VN020114	1	23	2	2002	3	88	3	0	-88	88	88	88
VN020117	1	23	1	2005	2	88	4	0	-88	88	88	88
VN020131	1	23	2	2004	2	6	3	0	-88	88	88	88
VN030001	1	24	5	2000	3	4	3	0	-88	88	88	88
VN030003	1	24	2	2003	4	6	5	0	-88	88	88	88
VN030009	1	23	2	2005	3	88	3	0	-88	88	88	88
VN030011	1	23	2	2002	4	6	4	0	-88	88	88	88
VN030012	1	23	4	2003	4	6	4	0	-88	88	88	88
VN030013	1	23	5	2003	4	6	4	0	-88	88	88	88
VN030014	1	5	4	2002	2	4	5	0	-88	88	88	88
VN030014	2	23	5	2004	4	6	4	0	-88	88	88	88
VN030015	1	23	2	2001	3	88	4	0	-88	88	88	88
VN030016	1	23	4	2000	4	88	4	0	-88	88	88	88
VN030018	1	23	1	2000	4	6	4	0	-88	88	88	88
VN030021	1	23	2	2004	2	4	4	0	-88	88	88	88
VN030025	1	23	2	2000	4	6	4	0	-88	88	88	88
VN030029	1	24	1	1999	4	6	5	0	-88	88	88	88
VN030030	1	22	1	1994	8	99	3	1	2005	0	6	3
VN030030	2	23	2	2000	2	99	4	0	-88	88	88	88
VN030037	1	23	2	2000	2	99	4	0	-88	88	88	88
VN030039	1	23	4	2003	3	88	3	0	-88	88	88	88
VN030040	1	23	5	2000	1	3	1	1	2003	1	8	2
VN030042	1	23	3	2000	4	88	3	0	-88	88	88	88
VN030042	2	24	2	2005	4	88	3	0	-88	88	88	88
VN030043	1	23	2	1999	2	4	4	0	-88	88	88	88
VN030044	1	23	2	2004	2	4	4	0	-88	88	88	88
VN030046	1	23	2	2002	4	6	4	0	-88	88	88	88
VN030048	1	23	2	2003	4	6	4	0	-88	88	88	88
VN030049	1	23	2	2005	2	99	3	0	-88	88	88	88
VN030050	1	23	2	2002	2	4	4	0	-88	88	88	88
VN030052	1	23	2	2002	4	6	4	0	-88	88	88	88
VN030053	1	23	2	2000	5	88	4	0	-88	88	88	88
VN030055	1	23	2	2002	2	4	4	0	-88	88	88	88
VN030056	1	23	1	2000	4	6	4	0	-88	88	88	88
VN030058	1	23	2	1994	3	88	3	0	-88	88	88	88
VN030063	2	23	2	2002	3	88	4	0	-88	88	88	88
VN030066	1	23	2	2001	2	99	3	0	-88	88	88	88
VN030067	1	23	2	2005	3	88	3	0	-88	88	88	88
VN030069	1	23	2	2003	2	4	4	0	-88	88	88	88
VN030071	1	23	2	2002	4	3	3	1	2002	0	6	2
VN030073	1	28	1	2000	2	4	3	0	-88	88	88	88
VN030074	1	23	2	2001	2	99	4	0	-88	88	88	88
VN030074	2	16	3	2006	4	99	3	0	-88	88	88	88
VN030075	1	23	2	2001	3	4	3	0	-88	88	88	88
VN030077	1	23	6	2006	3	88	3	0	-88	88	88	88
VN030078	1	24	1	2003	2	6	3	0	-88	88	88	88
VN030078	2	23	2	2002	4	6	4	0	-88	88	88	88
VN030079	1	23	2	2003	4	6	4	0	-88	88	88	88
VN030081	1	23	2	2001	3	88	3	0	-88	88	88	88
VN030086	1	16	5	2003	8	88	3	0	-88	88	88	88
VN030086	2	20	1	2001	8	88	3	0	-88	88	88	88
VN030086	3	23	2	2003	8	88	4	0	-88	88	88	88
VN030087	1	23	6	2003	4	6	4	0	-88	88	88	88
VN030089	1	23	2	2002	2	4	4	0	-88	88	88	88
VN030092	1	23	2	1999	2	4	4	0	-88	88	88	88
VN030093	1	23	2	2004	2	99	4	0	-88	88	88	88
VN030094	1	23	2	2003	2	4	4	0	-88	88	88	88
VN030097	1	23	3	2005	4	88	3	0	-88	88	88	88
VN030097	2	28	1	2006	3	88	3	0	-88	88	88	88
VN030120	1	23	2	1992	4	88	4	0	-88	88	88	88
VN030127	1	23	2	2005	4	99	4	0	-88	88	88	88
VN030130	1	23	3	2004	2	4	4	0	-88	88	88	88
VN030132	1	28	1	1997	4	99	4	0	-88	88	88	88
VN030138	1	23	2	2003	4	88	4	0	-88	88	88	88
VN030138	2	22	1	1995	5	88	3	0	-88	88	88	88
VN030139	1	23	3	2003	2	4	4	0	-88	88	88	88
VN040001	1	23	2	2004	11	88	5	0	-88	88	88	88
VN040002	1	23	2	2005	3	88	3	0	-88	88	88	88
VN040004	1	23	2	2006	5	3	3	0	-88	88	88	88
VN040006	1	23	2	2004	2	88	5	0	-88	88	88	88
VN040007	1	23	2	2006	5	88	3	0	-88	88	88	88
VN040015	1	23	2	2006	11	4	4	0	-88	88	88	88
VN040022	1	2	2	2006	3	88	4	0	-88	88	88	88
VN040025	1	23	2	2006	3	5	5	0	-88	88	88	88
VN040030	1	23	2	2006	2	88	4	0	-88	88	88	88
VN040031	1	23	2	2001	3	5	4	0	-88	88	88	88
VN040032	1	23	2	2005	3	1	4	0	-88	88	88	88
VN040033	1	23	2	2006	3	88	3	0	-88	88	88	88
VN040048	1	23	2	2002	3	2	4	0	-88	88	88	88
VN040049	1	23	2	2006	2	6	3	0	-88	88	88	88
VN040050	1	23	2	2006	3	88	3	0	-88	88	88	88
VN040053	1	23	2	2003	3	88	4	0	-88	88	88	88
VN040055	1	23	2	2005	3	88	4	0	-88	88	88	88
VN040059	1	23	2	2000	3	2	4	0	-88	88	88	88
VN040065	1	23	2	2000	3	99	3	0	-88	88	88	88
VN040076	1	24	1	2004	3	88	77	0	-88	88	88	88
VN040077	1	18	80	1991	8	88	3	0	-88	88	88	88
VN040080	1	23	2	1998	4	6	4	0	-88	88	88	88
VN040081	1	23	2	2006	7	2	3	0	-88	88	88	88
VN040082	1	24	1	1997	5	3	4	0	-88	88	88	88
VN040088	1	23	2	2004	2	88	5	0	-88	88	88	88
VN040090	1	23	2	2004	3	4	3	0	-88	88	88	88
VN040090	2	28	1	2001	3	4	4	0	-88	88	88	88
VN040100	1	23	2	2004	1	6	4	0	-88	88	88	88
VN040119	1	23	2	2001	3	88	4	0	-88	88	88	88
VN040122	1	23	2	2006	8	88	3	0	-88	88	88	88
VN050002	1	23	4	2005	4	88	3	0	-88	88	88	88
VN050005	1	28	1	2003	4	8	5	0	-88	88	88	88
VN050006	1	18	2	1979	8	88	3	0	-88	88	88	88
VN050006	2	22	1	1986	6	88	3	0	-88	88	88	88
VN050006	3	28	2	2000	1	6	3	0	-88	88	88	88
VN050007	1	28	2	2004	5	88	3	0	-88	88	88	88
VN050009	1	28	3	2000	1	6	3	0	-88	88	88	88
VN050010	1	23	1	1990	4	3	3	0	-88	88	88	88
VN050011	1	23	3	2006	3	88	5	0	-88	88	88	88
VN050012	1	22	2	1999	8	6	3	0	-88	88	88	88
VN050012	2	23	2	1999	8	6	3	0	-88	88	88	88
VN050013	1	23	2	2001	2	8	3	0	-88	88	88	88
VN050013	2	28	2	2000	1	5	3	0	-88	88	88	88
VN050014	1	23	5	2003	3	4	5	0	-88	88	88	88
VN050016	1	18	1	1981	8	88	2	0	-88	88	88	88
VN050017	1	23	1	2006	3	4	4	0	-88	88	88	88
VN050018	1	28	2	2006	5	88	3	0	-88	88	88	88
VN050019	1	18	1	1960	8	6	3	0	-88	88	88	88
VN050019	2	28	1	1990	4	88	5	0	-88	88	88	88
VN050021	1	18	1	1980	8	4	3	0	-88	88	88	88
VN050022	1	18	3	1979	8	88	5	0	-88	88	88	88
VN050023	1	23	2	2005	3	88	5	0	-88	88	88	88
VN050023	2	28	2	2005	1	88	3	0	-88	88	88	88
VN050024	1	23	2	1997	8	2	3	0	-88	88	88	88
VN050025	1	23	2	1990	4	3	4	0	-88	88	88	88
VN050025	2	18	1	-77	6	4	1	0	-88	88	88	88
VN050026	1	28	6	2004	1	5	3	0	-88	88	88	88
VN050034	1	28	2	1999	1	6	3	0	-88	88	88	88
VN050036	1	22	2	1995	4	88	3	0	-88	88	88	88
VN050037	1	16	3	2003	4	88	3	1	2004	0	16	3
VN050038	1	18	3	1996	4	7	2	0	-88	88	88	88
VN050044	1	22	3	1990	4	88	3	0	-88	88	88	88
VN050046	1	28	1	2003	7	8	3	0	-88	88	88	88
VN050047	1	28	1	2000	4	8	3	0	-88	88	88	88
VN050048	1	22	2	1991	4	6	3	1	2005	0	2	2
VN050049	1	28	1	1997	4	88	4	0	-88	88	88	88
VN050054	1	23	2	1996	3	88	3	0	-88	88	88	88
VN050055	1	18	1	1976	8	88	5	0	-88	88	88	88
VN050055	2	28	2	2003	5	88	3	0	-88	88	88	88
VN050058	1	18	2	1974	8	88	2	0	-88	88	88	88
VN050061	1	28	1	2000	8	5	3	0	-88	88	88	88
VN050066	1	23	2	2003	2	8	3	0	-88	88	88	88
VN050068	1	23	2	2004	4	3	3	0	-88	88	88	88
VN050069	1	28	2	1986	5	1	3	0	-88	88	88	88
VN050073	1	28	1	1999	8	7	3	1	2003	0	15	3
VN050073	2	28	2	1999	8	7	3	0	-88	88	88	88
VN050075	1	28	2	2004	11	4	3	0	-88	88	88	88
VN050075	2	28	2	2004	6	4	3	0	-88	88	88	88
VN050075	3	18	2	1985	6	88	1	0	-88	88	88	88
VN050077	1	23	2	1998	4	3	3	1	1998	0	5	2
VN050077	2	18	2	-77	4	88	3	0	-88	88	88	88
VN050080	1	10	8	2004	7	88	3	0	-88	88	88	88
VN050082	1	28	1	1967	6	88	3	0	-88	88	88	88
VN050082	2	18	1	2001	5	8	3	0	-88	88	88	88
VN050083	1	23	2	1990	3	88	5	0	-88	88	88	88
VN050084	1	18	1	-77	8	88	3	0	-88	88	88	88
VN050091	1	28	2	2005	8	88	3	0	-88	88	88	88
VN050092	1	24	1	2003	3	88	3	0	-88	88	88	88
VN050092	2	23	2	1999	4	88	3	0	-88	88	88	88
VN050093	1	24	3	2003	4	88	4	0	-88	88	88	88
VN050093	2	28	3	2000	6	88	3	0	-88	88	88	88
VN050093	3	23	1	1980	5	88	5	0	-88	88	88	88
VN050093	4	28	1	2004	5	88	5	0	-88	88	88	88
VN050094	1	28	4	2003	5	1	2	0	-88	88	88	88
VN050095	1	23	3	2003	4	3	5	0	-88	88	88	88
VN050096	1	23	2	2003	4	6	3	0	-88	88	88	88
VN050097	1	28	2	2003	5	1	3	0	-88	88	88	88
VN050100	1	28	4	2003	5	1	3	0	-88	88	88	88
VN050102	1	18	1	1974	8	4	3	0	-88	88	88	88
VN050104	1	23	5	2003	3	4	3	0	-88	88	88	88
VN050104	2	28	4	2000	8	5	3	0	-88	88	88	88
VN050108	1	23	4	2005	3	88	3	0	-88	88	88	88
VN050115	1	28	2	2004	1	88	3	0	-88	88	88	88
VN050117	1	28	1	2003	1	5	3	0	-88	88	88	88
VN060004	1	23	2	2000	2	8	3	0	-88	88	88	88
VN060012	1	23	2	2006	4	5	4	0	-88	88	88	88
VN060015	1	23	3	2000	5	7	3	0	-88	88	88	88
VN060015	2	18	2	1986	6	8	2	0	-88	88	88	88
VN060020	1	23	2	1976	6	88	4	0	-88	88	88	88
VN060020	2	22	3	1997	4	6	4	0	-88	88	88	88
VN060025	1	22	2	2004	4	5	5	0	-88	88	88	88
VN060028	1	28	3	1996	7	8	3	0	-88	88	88	88
VN060028	2	23	5	2001	4	6	4	0	-88	88	88	88
VN060031	1	23	2	2003	5	7	4	0	-88	88	88	88
VN060036	1	23	3	2003	3	5	3	0	-88	88	88	88
VN060050	1	23	3	2001	6	8	3	0	-88	88	88	88
VN060051	1	23	2	2001	8	2	3	0	-88	88	88	88
VN060052	1	23	2	2005	5	88	3	0	-88	88	88	88
VN060056	1	23	2	2002	4	5	3	0	-88	88	88	88
VN060056	2	28	1	1998	4	5	3	1	2005	0	9	2
VN060057	1	23	2	2002	5	7	3	0	-88	88	88	88
VN060058	1	23	2	2003	3	4	3	0	-88	88	88	88
VN060061	1	23	3	2005	4	5	3	0	-88	88	88	88
VN060062	1	23	2	2000	2	6	4	0	-88	88	88	88
VN060065	1	22	2	1989	3	4	3	0	-88	88	88	88
VN060068	1	24	1	2004	4	5	3	0	-88	88	88	88
VN060068	2	23	2	2003	5	88	3	0	-88	88	88	88
VN060074	1	28	1	2005	5	6	3	0	-88	88	88	88
VN060075	1	23	4	2003	5	4	3	0	-88	88	88	88
VN060076	1	23	4	2005	5	88	5	0	-88	88	88	88
VN060077	1	28	1	1996	5	6	2	1	2003	0	2	3
VN060080	1	24	1	2003	4	88	3	0	-88	88	88	88
VN060081	1	18	1	1956	8	88	3	0	-88	88	88	88
VN060081	2	22	2	1990	4	6	3	0	-88	88	88	88
VN060081	3	22	3	1990	4	6	3	0	-88	88	88	88
VN060085	1	22	2	1980	4	5	3	0	-88	88	88	88
VN060085	2	23	2	2002	6	4	4	0	-88	88	88	88
VN060086	1	23	2	1994	4	8	4	0	-88	88	88	88
VN060091	1	16	1	2003	7	88	4	0	-88	88	88	88
VN060097	1	28	1	2004	6	88	3	0	-88	88	88	88
VN060098	1	24	1	2000	2	8	3	0	-88	88	88	88
VN060099	1	23	2	2003	3	5	3	0	-88	88	88	88
VN060104	1	28	1	1998	5	88	4	0	-88	88	88	88
VN060108	1	23	4	2004	4	3	3	0	-88	88	88	88
VN060127	1	23	1	2006	5	88	3	0	-88	88	88	88
VN060127	2	28	3	2005	7	88	4	0	-88	88	88	88
VN070002	1	24	1	1985	4	88	5	0	-88	88	88	88
VN070003	1	23	3	2001	3	88	5	0	-88	88	88	88
VN070003	2	28	1	2002	4	88	5	0	-88	88	88	88
VN070003	3	28	3	2005	11	88	3	0	-88	88	88	88
VN070005	1	23	1	2002	3	88	5	0	-88	88	88	88
VN070008	1	24	1	2000	4	88	5	0	-88	88	88	88
VN070019	1	28	1	2006	4	8	4	0	-88	88	88	88
VN070019	2	23	2	1994	4	8	3	0	-88	88	88	88
VN070031	1	24	1	2000	3	4	5	0	-88	88	88	88
VN070031	2	23	2	2003	4	88	5	0	-88	88	88	88
VN070031	3	11	4	1986	4	88	3	0	-88	88	88	88
VN070031	4	16	7	2003	4	88	3	0	-88	88	88	88
VN070032	1	23	1	1996	4	88	5	0	-88	88	88	88
VN070032	2	24	2	1998	4	88	5	0	-88	88	88	88
VN070039	1	23	2	2004	7	88	6	0	-88	88	88	88
VN070040	1	23	2	2003	7	88	6	0	-88	88	88	88
VN070040	2	24	1	1990	4	88	5	0	-88	88	88	88
VN070043	1	28	6	2005	1	88	3	0	-88	88	88	88
VN070045	1	28	2	2003	1	88	3	0	-88	88	88	88
VN070050	1	23	3	2003	7	88	4	0	-88	88	88	88
VN070050	2	16	7	2005	7	88	5	0	-88	88	88	88
VN070051	1	24	1	2003	4	88	4	0	-88	88	88	88
VN070052	1	16	3	2006	4	99	3	0	-88	88	88	88
VN070053	1	23	3	2000	7	88	4	1	2006	0	2	0
VN070053	2	28	1	1997	7	88	6	0	-88	88	88	88
VN070058	1	23	2	1992	2	4	4	0	-88	88	88	88
VN070058	2	24	1	2004	2	4	4	0	-88	88	88	88
VN070059	1	23	1	2003	6	88	5	0	-88	88	88	88
VN070060	1	22	3	1990	5	2	4	0	-88	88	88	88
VN070060	2	24	1	1990	2	7	6	0	-88	88	88	88
VN070063	1	28	1	1990	7	88	3	0	-88	88	88	88
VN070067	1	5	1	1985	4	2	3	0	-88	88	88	88
VN070067	2	23	2	1990	2	4	2	0	-88	88	88	88
VN070067	3	11	5	2003	8	88	2	0	-88	88	88	88
VN070068	1	23	3	2004	11	88	77	0	-88	88	88	88
VN070069	1	23	1	2001	3	4	5	0	-88	88	88	88
VN070072	1	23	9	2003	4	88	6	0	-88	88	88	88
VN070078	1	23	2	2003	4	88	5	0	-88	88	88	88
VN070083	1	28	4	2003	1	88	3	0	-88	88	88	88
VN070084	1	28	2	2004	1	88	3	0	-88	88	88	88
VN070085	1	22	1	2004	7	88	4	0	-88	88	88	88
VN070085	2	28	1	2002	6	88	4	0	-88	88	88	88
VN070085	3	16	3	2004	7	88	2	0	-88	88	88	88
VN070086	1	22	5	1988	4	6	5	0	-88	88	88	88
VN070091	1	16	4	2005	4	88	4	0	-88	88	88	88
VN070095	1	23	3	2000	4	2	4	0	-88	88	88	88
VN070097	1	28	1	1999	7	88	4	0	-88	88	88	88
VN070097	2	24	1	2003	4	88	3	0	-88	88	88	88
VN070097	3	28	1	2002	7	88	4	0	-88	88	88	88
VN070097	4	23	2	2002	4	88	6	0	-88	88	88	88
VN070102	1	23	2	1980	2	3	5	0	-88	88	88	88
VN070102	2	24	1	1980	2	3	5	0	-88	88	88	88
VN070107	1	23	3	2004	4	8	5	0	-88	88	88	88
VN070124	1	23	4	2000	3	4	4	1	2005	0	1	2
VN070124	2	28	1	1996	4	7	5	0	-88	88	88	88
VN070125	1	22	2	1998	3	88	3	0	-88	88	88	88
VN080004	1	23	2	2004	3	88	3	0	-88	88	88	88
VN080005	1	23	2	2005	3	4	3	0	-88	88	88	88
VN080006	1	23	1	1997	4	5	1	1	2006	0	2	3
VN080006	2	24	2	1999	4	88	3	0	-88	88	88	88
VN080008	1	23	2	2005	7	4	4	0	-88	88	88	88
VN080009	1	23	2	2001	4	5	3	0	-88	88	88	88
VN080011	1	23	2	2003	5	88	5	0	-88	88	88	88
VN080012	1	23	2	2001	2	4	3	0	-88	88	88	88
VN080013	1	23	4	2003	5	8	4	0	-88	88	88	88
VN080016	1	22	3	2002	4	88	3	0	-88	88	88	88
VN080017	1	23	2	2005	4	88	3	0	-88	88	88	88
VN080018	1	16	1	2000	6	4	2	0	-88	88	88	88
VN080020	1	22	2	2003	5	8	3	0	-88	88	88	88
VN080021	1	23	2	2005	4	8	4	0	-88	88	88	88
VN080022	1	18	0	-77	8	88	2	0	-88	88	88	88
VN080022	2	18	3	-77	8	88	2	0	-88	88	88	88
VN080022	3	18	4	-77	8	88	2	0	-88	88	88	88
VN080026	1	28	3	2000	6	8	4	0	-88	88	88	88
VN080026	2	28	4	2000	6	8	4	0	-88	88	88	88
VN080026	3	23	2	2006	3	4	3	0	-88	88	88	88
VN080029	1	24	1	1992	4	88	3	0	-88	88	88	88
VN080030	1	23	2	2003	7	5	4	0	-88	88	88	88
VN080030	2	24	1	2004	4	6	3	0	-88	88	88	88
VN080035	1	23	4	2006	5	88	3	0	-88	88	88	88
VN080036	1	23	4	2004	5	88	3	0	-88	88	88	88
VN080036	2	24	3	2002	4	88	3	0	-88	88	88	88
VN080038	1	24	2	1992	2	8	3	0	-88	88	88	88
VN080038	2	23	3	1995	4	8	3	0	-88	88	88	88
VN080042	1	23	2	2006	7	88	4	0	-88	88	88	88
VN080048	1	16	3	2003	4	7	5	0	-88	88	88	88
VN080048	2	16	4	2005	4	88	5	0	-88	88	88	88
VN080055	1	16	1	1996	6	7	3	1	2003	0	2	3
VN080059	1	23	1	2002	5	88	3	0	-88	88	88	88
VN080061	1	23	2	2005	4	5	4	0	-88	88	88	88
VN080062	1	28	3	2003	7	88	2	0	-88	88	88	88
VN080064	1	23	2	2000	11	88	3	0	-88	88	88	88
VN080064	2	28	3	2006	11	88	2	0	-88	88	88	88
VN080066	1	20	3	2003	7	88	1	0	-88	88	88	88
VN080068	1	23	2	2003	7	4	4	0	-88	88	88	88
VN080069	1	23	4	1996	7	88	5	0	-88	88	88	88
VN080072	1	24	1	2006	4	88	3	0	-88	88	88	88
VN080072	2	28	2	2005	4	88	4	0	-88	88	88	88
VN080075	1	22	2	2000	8	4	3	0	-88	88	88	88
VN080076	1	23	3	1999	4	3	3	0	-88	88	88	88
VN080082	1	23	3	2004	4	7	3	0	-88	88	88	88
VN080082	2	24	2	2000	4	5	3	0	-88	88	88	88
VN080082	3	28	2	1999	2	5	3	0	-88	88	88	88
VN080083	1	23	1	2004	6	4	3	0	-88	88	88	88
VN080084	1	23	3	2001	1	8	3	0	-88	88	88	88
VN080087	1	16	3	2006	4	88	3	0	-88	88	88	88
VN080090	1	23	2	2000	4	8	3	0	-88	88	88	88
VN080091	1	23	1	2001	4	5	3	0	-88	88	88	88
VN080092	1	28	1	2000	5	7	3	0	-88	88	88	88
VN080092	2	28	2	2005	5	7	3	0	-88	88	88	88
VN080092	3	22	4	-77	6	11	3	1	2005	0	2	2
VN080093	1	20	1	2004	7	88	1	0	-88	88	88	88
VN080119	1	22	2	2006	4	88	3	0	-88	88	88	88
VN080119	2	18	1	-77	8	88	2	0	-88	88	88	88
VN080120	1	23	1	2005	3	4	4	0	-88	88	88	88
VN080132	1	8	1	2003	5	4	3	0	-88	88	88	88
VN080132	2	24	1	2005	2	5	3	0	-88	88	88	88
VN080142	1	28	1	2003	7	5	3	0	-88	88	88	88
VN080142	2	28	2	2003	7	5	3	0	-88	88	88	88
VN080142	3	23	3	2002	3	6	3	0	-88	88	88	88
VN080150	1	28	1	1997	4	8	4	0	-88	88	88	88
VN080154	1	23	4	2005	2	8	3	0	-88	88	88	88
VN080154	2	24	1	1986	8	2	3	1	1987	0	2	2
VN080165	1	20	3	2006	7	88	5	0	-88	88	88	88
VN090001	1	6	3	2000	5	4	4	1	2006	0	3	2
VN090002	1	23	1	2000	3	99	4	0	-88	88	88	88
VN090002	2	24	2	1999	3	99	5	0	-88	88	88	88
VN090003	1	23	4	2002	3	4	4	0	-88	88	88	88
VN090003	2	24	1	1978	3	4	3	0	-88	88	88	88
VN090004	1	23	2	2002	5	99	4	0	-88	88	88	88
VN090004	2	24	1	2003	5	99	4	0	-88	88	88	88
VN090005	1	23	3	2002	5	88	4	0	-88	88	88	88
VN090006	1	23	2	2001	4	5	3	0	-88	88	88	88
VN090006	2	28	1	2004	8	4	4	1	2006	0	12	3
VN090007	1	23	2	1996	7	99	4	0	-88	88	88	88
VN090007	2	24	1	2000	7	99	3	0	-88	88	88	88
VN090008	1	6	80	1999	6	88	5	0	-88	88	88	88
VN090008	2	23	2	2000	4	88	3	0	-88	88	88	88
VN090009	1	23	4	2005	1	7	3	0	-88	88	88	88
VN090010	1	23	3	1996	4	88	3	0	-88	88	88	88
VN090012	1	23	1	1999	3	88	4	0	-88	88	88	88
VN090012	2	24	2	2003	3	88	6	0	-88	88	88	88
VN090013	1	23	2	2000	8	5	3	0	-88	88	88	88
VN090014	1	23	2	1999	1	99	4	0	-88	88	88	88
VN090014	2	24	1	2000	1	99	4	0	-88	88	88	88
VN090015	1	24	1	2003	4	88	4	0	-88	88	88	88
VN090015	2	23	2	2003	4	88	4	0	-88	88	88	88
VN090017	1	23	3	1990	7	99	5	1	1998	0	12	0
VN090017	2	24	2	1990	7	99	5	0	-88	88	88	88
VN090018	1	5	1	2001	5	4	4	0	-88	88	88	88
VN090020	1	23	2	2000	4	88	4	0	-88	88	88	88
VN090020	2	24	1	2003	4	6	6	0	-88	88	88	88
VN090020	3	16	1	2001	4	6	4	1	2001	0	9	3
