CHILDID	PROJID	PRJPRTLV	PRJMANDV	PRJPROC	PRJOPMNT	COMPRJLV	COMPRJDV	COMPRJPC	COMPRJMT	PRJAGREE	IMPINCOM	IMPHEAL	IMPKIDS	IMPSAFE
VN010052	7	5	5	5	5	4	4	4	3	1	2	1	1	1
VN010053	2	5	5	5	5	3	3	4	4	1	2	3	3	1
VN010053	3	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010053	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010053	7	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010054	1	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010054	7	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010055	2	5	5	5	5	3	4	3	3	1	1	2	1	1
VN010055	3	5	5	5	5	3	4	3	3	1	1	1	1	1
VN010055	7	5	5	5	5	3	4	3	3	1	1	1	1	1
VN010056	2	4	5	77	77	3	2	77	77	1	1	1	1	1
VN010056	3	4	5	77	77	3	2	77	77	1	1	1	1	1
VN010056	7	4	5	77	77	3	2	77	77	1	1	1	1	1
VN010057	2	5	5	5	5	4	4	4	4	1	1	2	2	1
VN010057	3	5	5	5	5	4	4	4	4	1	1	2	2	1
VN010057	7	5	5	5	5	4	4	4	4	1	1	2	2	1
VN010058	2	5	5	5	5	3	3	3	3	1	1	1	1	2
VN010058	3	5	5	5	5	3	3	3	3	2	2	2	1	2
VN010058	7	5	5	5	5	3	3	3	3	1	1	1	1	2
VN010059	2	5	5	5	5	4	4	4	4	1	1	1	1	1
VN010059	3	5	5	5	5	4	4	4	4	2	1	1	1	1
VN010059	4	5	5	5	5	4	4	4	4	2	1	1	1	1
VN010059	7	5	5	5	5	4	4	4	4	1	1	1	1	1
VN010060	3	5	5	5	5	77	77	77	77	1	3	3	3	3
VN010060	5	5	5	5	5	77	77	77	77	1	3	3	3	3
VN010061	2	5	5	5	5	3	3	4	4	1	3	2	3	2
VN010061	3	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010061	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010061	7	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010063	2	5	4	5	5	4	4	4	4	2	1	1	1	1
VN010063	3	5	4	5	5	4	4	4	4	2	1	1	1	1
VN010063	4	5	4	5	5	4	4	4	4	2	1	1	1	1
VN010063	7	4	5	5	5	4	4	4	4	2	1	1	1	1
VN010064	2	4	5	5	5	77	77	77	77	1	1	2	1	1
VN010064	3	4	5	5	5	77	77	77	77	1	1	2	1	1
VN010064	7	4	5	5	5	77	77	77	77	1	1	2	1	1
VN010067	2	4	5	5	5	3	3	4	4	1	3	3	3	2
VN010067	3	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010067	7	5	5	5	5	77	4	4	4	1	3	3	3	3
VN010068	2	4	4	4	4	3	3	3	3	1	1	3	2	1
VN010068	4	4	4	4	4	3	3	3	3	1	3	3	1	1
VN010068	7	4	4	4	4	3	3	3	3	1	3	1	2	1
VN010069	2	4	4	4	5	3	3	3	4	1	3	2	2	2
VN010069	3	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010069	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010070	2	5	5	5	5	3	3	4	3	2	1	1	1	1
VN010070	7	5	5	5	5	3	3	4	3	2	1	1	1	1
VN010070	8	5	5	5	5	3	3	4	3	2	1	1	1	1
VN010073	2	4	5	5	4	3	3	4	3	2	1	2	1	1
VN010073	3	4	5	5	4	3	3	4	3	2	2	2	1	2
VN010073	4	4	5	5	4	3	3	4	3	2	2	2	1	2
VN010073	7	4	5	5	4	3	3	4	3	2	2	1	2	2
VN010074	2	4	5	5	5	3	3	4	4	1	1	1	2	1
VN010074	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010074	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010076	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010076	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010078	2	5	5	5	5	77	77	77	77	1	2	2	2	2
VN010079	2	4	5	5	5	3	4	4	3	2	1	1	1	1
VN010079	3	4	5	5	5	3	4	4	3	2	1	1	1	1
VN010079	4	4	5	5	5	3	4	4	3	2	1	1	1	1
VN010079	7	4	5	5	5	3	4	4	3	2	1	1	1	1
VN010080	2	4	5	5	5	3	4	4	4	1	3	1	2	2
VN010080	7	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010081	2	4	4	5	4	3	3	4	3	2	1	1	1	1
VN010081	3	5	4	5	4	3	3	4	3	2	2	2	1	2
VN010081	4	5	4	5	4	3	3	4	3	2	2	2	1	2
VN010081	7	4	4	5	4	3	3	4	3	2	2	1	1	1
VN010081	8	4	4	5	4	3	3	4	3	2	1	2	2	2
VN010082	2	4	4	5	5	3	3	4	3	2	2	1	1	1
VN010082	3	4	4	5	5	3	3	4	3	2	2	1	1	1
VN010082	7	4	4	5	5	3	3	4	3	2	1	1	1	1
VN010086	2	4	4	5	5	3	3	4	4	1	3	3	3	3
VN010086	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN010087	2	4	4	5	5	3	3	4	4	1	3	2	2	1
VN010087	4	5	5	5	5	4	4	4	4	1	3	3	2	3
VN010088	2	4	5	4	4	3	4	3	3	2	1	2	1	1
VN010088	3	4	5	4	4	3	4	3	3	2	2	2	2	2
VN010088	7	4	5	4	4	4	4	3	3	2	2	1	1	2
VN010089	2	4	5	5	5	3	3	4	4	2	4	2	3	2
VN010089	4	5	5	5	5	4	4	4	4	2	3	3	3	3
VN010089	7	5	5	5	5	4	4	4	4	2	3	3	3	3
VN010091	2	4	5	5	4	3	3	4	3	2	1	2	2	1
VN010091	3	4	5	5	4	3	3	4	3	2	2	2	1	2
VN010091	7	4	5	5	4	3	3	4	3	2	2	2	1	1
VN010092	4	5	5	5	5	77	77	77	77	1	1	3	2	1
VN010093	2	4	5	5	5	3	3	4	4	1	3	3	3	3
VN010097	2	4	5	5	4	3	4	4	3	2	1	2	2	1
VN010097	4	5	5	5	4	3	4	4	3	2	2	2	1	2
VN010097	7	5	5	5	4	4	4	4	3	2	1	1	2	2
VN010100	2	5	5	5	5	3	3	4	3	2	1	1	1	1
VN010100	7	5	5	5	5	3	3	4	3	2	1	1	1	1
VN010104	1	5	5	5	5	3	3	77	77	1	1	1	2	1
VN010104	3	5	5	5	5	3	3	77	77	1	1	1	1	1
VN010104	7	5	5	5	5	3	3	77	77	1	1	1	2	1
VN010118	2	4	4	5	4	4	3	4	4	1	1	1	1	1
VN010118	3	4	4	5	4	4	4	4	4	2	1	1	1	3
VN010118	4	4	4	5	4	4	4	4	4	2	1	1	1	3
VN010118	7	4	4	5	4	4	4	4	4	1	1	1	1	1
VN010118	8	5	5	5	5	4	4	4	4	2	1	2	3	3
VN010121	3	5	5	5	5	77	77	77	77	1	3	3	3	3
VN010121	7	5	5	5	5	77	77	77	77	1	3	3	3	3
VN010122	2	4	4	5	5	3	3	4	4	1	3	1	1	1
VN010122	4	4	5	5	5	4	4	4	4	1	3	3	3	3
VN010124	2	4	5	5	5	3	3	4	4	1	2	2	2	2
VN010124	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020001	2	5	5	5	5	4	4	4	4	1	3	3	2	3
VN020001	5	5	5	5	5	4	4	4	4	1	3	3	2	3
VN020002	2	5	5	5	5	4	4	4	4	1	5	2	2	5
VN020005	2	5	5	5	5	4	4	4	4	1	3	2	3	3
VN020005	3	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020005	9	5	5	5	5	4	4	4	4	1	3	3	1	1
VN020011	2	5	5	5	5	4	4	4	4	1	3	2	1	3
VN020011	3	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020011	9	5	5	5	5	4	4	4	4	1	3	2	1	3
VN020012	4	4	4	5	5	3	3	4	4	1	1	1	1	1
VN020012	5	4	4	5	5	3	3	4	4	1	1	1	1	1
VN020013	2	4	5	5	5	2	2	4	4	1	3	1	1	1
VN020013	3	4	5	5	5	3	4	4	4	1	3	3	1	1
VN020013	4	4	5	5	5	3	4	4	4	1	3	3	1	1
VN020013	5	4	5	5	5	3	4	4	4	1	3	3	1	1
VN020013	7	4	5	5	5	3	4	4	4	1	3	1	1	1
VN020013	8	4	5	5	5	3	4	4	4	1	3	3	1	1
VN020013	9	4	5	5	5	3	4	4	4	1	3	3	1	1
VN020016	2	5	5	5	5	4	4	4	4	1	3	2	2	3
VN020016	3	5	5	5	5	4	4	4	4	1	3	1	2	3
VN020021	2	5	5	5	5	3	3	3	3	2	3	3	3	2
VN020021	3	5	5	5	5	3	3	3	4	2	3	3	3	3
VN020021	4	5	5	5	5	4	4	4	4	2	3	3	3	3
VN020023	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020024	5	5	5	5	5	4	4	4	4	1	3	3	1	1
VN020025	3	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020025	4	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020029	2	5	5	5	5	2	2	3	3	1	3	3	3	1
VN020029	4	5	5	5	5	2	3	3	3	1	3	3	3	1
VN020029	5	5	5	5	5	2	3	3	3	1	3	3	3	1
VN020029	6	5	5	5	5	2	3	3	3	1	3	3	3	1
VN020029	7	5	5	5	5	2	3	3	3	1	3	3	3	1
VN020029	8	5	5	5	5	2	3	3	3	1	3	3	3	1
VN020029	9	5	5	5	5	2	3	3	3	99	99	99	99	99
VN020032	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020032	4	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020033	4	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020034	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020034	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020034	5	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020047	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020047	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020048	2	5	5	5	5	4	2	4	4	1	3	3	3	3
VN020048	4	5	5	5	5	4	2	4	4	1	3	3	3	3
VN020048	5	5	5	5	5	4	2	4	4	1	3	3	3	3
VN020050	2	4	4	4	4	4	4	4	4	1	1	1	1	1
VN020050	4	5	5	5	5	4	4	4	4	1	1	1	1	1
VN020050	5	5	5	5	5	4	4	4	4	1	1	1	1	1
VN020052	4	5	5	5	5	4	4	4	4	1	1	1	1	1
VN020054	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020056	3	5	5	5	5	4	4	4	77	1	3	3	1	3
VN020056	4	5	5	5	5	4	77	4	77	1	3	3	1	3
VN020062	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020062	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020064	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020064	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020064	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020065	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020065	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020066	4	5	5	5	5	4	4	4	4	1	1	1	1	1
VN020067	2	5	5	5	5	3	2	2	4	1	3	3	3	3
VN020069	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020069	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020070	2	4	5	3	5	4	3	4	3	1	3	3	3	3
VN020070	4	4	5	3	5	4	3	4	3	1	3	3	3	3
VN020078	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020078	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020081	4	5	5	5	5	4	4	4	4	1	1	3	1	3
VN020086	2	5	5	5	5	3	3	3	3	1	3	1	1	1
VN020086	5	4	5	5	5	3	3	3	3	1	3	2	1	2
VN020088	2	5	5	5	5	4	2	4	4	1	3	4	1	3
VN020088	4	5	5	5	5	4	2	4	4	1	3	4	1	3
VN020088	5	5	5	5	5	4	2	4	4	1	3	4	1	3
VN020089	2	5	5	5	5	3	3	4	4	1	1	1	1	1
VN020089	5	4	5	5	5	3	3	4	4	1	1	1	1	1
VN020090	2	5	5	5	5	4	4	4	4	1	3	1	3	3
VN020090	4	5	5	5	5	4	4	4	4	1	3	5	1	3
VN020091	2	4	5	5	5	4	4	4	4	1	1	1	1	1
VN020092	2	4	5	5	5	3	3	3	3	1	1	1	1	1
VN020092	4	5	5	5	5	3	3	3	3	1	1	1	1	1
VN020094	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020094	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020095	1	5	5	5	5	77	4	4	4	1	3	3	3	3
VN020095	2	5	5	5	5	4	4	4	4	1	3	1	3	3
VN020095	4	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020096	2	5	5	5	5	4	4	4	4	1	4	1	1	3
VN020097	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020097	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020099	2	4	5	5	5	3	3	3	3	1	1	1	1	1
VN020100	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020100	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020105	5	5	5	5	5	3	3	4	4	1	3	1	1	1
VN020105	9	5	5	5	5	3	3	4	4	1	3	1	1	1
VN020108	2	5	5	5	5	4	4	4	4	1	3	3	2	3
VN020108	3	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020108	4	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020118	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020118	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020119	2	5	5	5	5	3	4	4	4	1	3	3	3	3
VN020119	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020119	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020122	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020122	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020131	2	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020131	4	5	5	5	5	4	4	4	4	1	3	3	3	3
VN020133	2	4	5	5	5	3	4	4	4	1	3	1	1	1
VN020133	5	5	5	5	5	3	4	4	4	1	3	1	1	1
VN020133	7	5	5	5	5	3	4	4	4	1	3	1	1	1
VN020133	9	5	5	5	5	3	4	4	4	1	3	1	1	1
VN020135	2	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020135	9	5	5	5	5	4	4	4	4	1	3	3	1	3
VN020136	1	4	5	5	5	4	3	4	3	1	3	3	1	3
VN020136	5	5	5	5	5	4	3	4	3	1	3	3	1	3
VN020136	9	5	5	5	5	4	3	4	3	1	3	3	1	3
VN030001	5	5	5	5	5	4	4	4	4	1	3	3	2	3
VN030001	12	5	5	5	5	3	3	4	4	1	3	3	3	3
VN030002	7	4	5	5	4	3	3	3	3	2	2	1	1	1
VN030002	12	4	5	5	4	2	2	2	2	2	2	2	2	2
VN030003	7	4	4	5	5	3	2	3	2	2	1	1	1	1
VN030003	12	4	4	5	5	3	2	3	2	2	2	2	2	2
VN030004	2	5	5	5	5	4	4	4	4	1	3	2	2	2
VN030006	12	2	2	2	2	3	3	4	4	1	3	3	3	3
VN030008	5	5	5	5	5	4	4	4	4	1	3	3	1	2
VN030008	12	4	4	5	5	3	3	4	4	1	2	3	3	3
VN030009	12	4	5	5	5	3	4	4	4	1	3	3	3	3
VN030010	12	4	4	5	5	3	3	4	4	2	3	3	3	3
VN030012	7	4	5	5	4	3	4	4	3	2	2	1	1	2
VN030012	12	4	5	5	4	3	4	4	3	2	2	1	1	1
VN030013	12	4	5	4	4	3	3	3	3	2	1	1	1	1
VN030015	12	4	4	5	5	3	3	4	4	1	3	3	1	1
VN030016	9	5	5	5	5	3	3	3	3	1	2	2	2	2
VN030016	12	5	5	5	5	2	2	2	2	1	3	3	3	3
VN030017	12	4	4	4	4	3	3	3	3	1	1	1	1	1
VN030018	7	4	5	5	4	3	3	4	3	2	2	1	1	1
VN030018	12	4	5	5	4	3	3	4	3	2	2	2	2	2
VN030019	5	5	5	5	5	4	4	4	4	1	3	3	2	2
VN030019	7	5	5	5	5	4	4	4	4	1	3	3	2	2
VN030019	12	5	5	5	5	4	4	4	4	1	3	3	2	2
VN030020	7	3	5	5	5	3	3	4	4	2	3	1	2	2
VN030022	7	5	5	5	5	4	4	4	4	1	3	2	3	1
VN030022	12	4	5	5	5	3	4	4	4	1	3	3	3	3
VN030023	2	5	5	5	5	4	4	4	4	1	3	2	2	1
VN030023	12	4	4	5	5	3	3	4	4	1	3	3	1	1
VN030026	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN030036	2	5	5	5	5	4	4	4	4	1	3	2	2	1
VN030036	12	4	4	5	5	3	3	4	4	1	3	3	3	3
VN030039	1	4	4	4	4	3	3	4	4	1	3	3	3	2
VN030039	5	4	4	4	4	4	4	4	4	1	3	3	3	3
VN030040	1	4	4	3	5	3	3	4	4	1	3	3	3	2
VN030040	4	5	5	5	5	4	4	4	4	1	3	3	2	2
VN030040	5	4	4	5	5	3	3	3	3	1	3	3	2	2
VN030040	12	4	4	5	5	3	3	4	4	1	3	3	3	3
VN030041	2	5	5	5	5	4	4	4	4	1	3	1	3	1
VN030041	9	5	5	5	5	4	4	4	4	1	3	3	3	1
VN030041	12	5	5	5	5	4	4	4	4	1	3	3	3	3
VN030042	2	4	4	5	5	3	4	4	4	1	3	1	2	1
VN030042	3	4	5	5	5	3	4	4	4	1	3	3	2	2
VN030042	5	4	5	5	5	3	4	4	4	1	3	3	2	2
VN030042	9	4	5	5	5	3	4	4	4	1	3	3	2	1
VN030042	12	4	5	5	5	3	4	4	4	1	3	3	3	3
VN030043	9	3	2	2	1	3	2	3	1	2	1	1	1	1
VN030043	12	4	4	5	5	2	2	2	1	2	3	3	3	3
VN030044	9	4	3	3	1	2	2	2	1	2	1	1	1	1
VN030044	12	4	5	5	5	2	2	2	1	2	3	3	3	3
VN030046	9	4	4	5	5	3	3	3	3	2	1	1	1	1
VN030046	12	4	4	5	5	2	2	2	1	2	3	3	3	3
VN030047	12	5	5	5	5	77	77	77	77	1	3	3	3	3
VN030048	9	4	4	5	4	2	3	3	3	2	2	2	2	2
VN030048	12	3	2	3	1	2	2	2	1	1	1	1	1	1
VN030049	12	4	4	4	4	3	3	3	3	1	1	1	1	1
VN030050	9	4	3	3	2	2	2	3	1	2	3	3	3	3
VN030050	12	4	3	4	4	2	2	2	1	2	3	3	3	3
VN030051	2	4	5	5	5	3	4	4	4	1	3	1	2	1
VN030051	12	4	5	5	5	3	3	4	4	1	3	3	3	3
VN030052	9	4	4	4	4	3	3	3	3	2	3	3	3	3
VN030052	12	4	4	4	4	3	3	3	3	2	3	3	3	3
VN030056	12	4	5	5	4	3	3	3	3	2	2	2	2	2
VN030057	12	4	5	5	5	3	4	4	4	1	3	3	1	1
VN030058	5	5	5	5	5	4	4	4	4	1	3	3	3	3
VN030058	12	4	5	5	5	4	4	4	4	1	3	3	3	3
VN030061	12	5	5	5	5	3	3	3	3	1	1	1	1	1
VN030062	5	4	5	5	5	3	4	4	4	1	3	3	3	3
VN030062	12	4	5	5	5	3	4	4	4	1	3	3	3	3
VN030063	2	4	5	5	5	3	4	4	4	1	3	1	1	1
