CHILDID	ACTID	ACTYEST	WHOACT	CHOICE
VN120009	3	2	1	0
VN120010	1	1	11	1
VN120010	2	2	2	1
VN120010	3	12	12	1
VN120011	1	1	11	0
VN120011	2	17	7	1
VN120012	1	17	7	0
VN120013	1	1	11	0
VN120013	2	2	12	0
VN120013	3	10	11	1
VN120013	4	12	11	1
VN120014	1	1	11	1
VN120014	2	12	12	1
VN120014	3	2	6	1
VN120014	4	17	6	1
VN120015	1	3	7	0
VN120015	2	22	12	1
VN120016	1	1	9	0
VN120016	2	23	2	1
VN120017	1	1	9	0
VN120017	2	10	9	1
VN120018	1	20	1	1
VN120020	1	1	9	0
VN120020	2	17	7	1
VN120022	1	1	9	0
VN120022	2	17	7	1
VN120023	1	1	11	1
VN120023	2	10	11	1
VN120024	1	1	11	0
VN120024	2	17	7	0
VN120026	1	1	11	0
VN120026	2	17	7	1
VN120026	3	10	11	1
VN120027	1	17	6	1
VN120028	1	10	11	1
VN120028	2	20	6	1
VN120029	1	10	9	1
VN120030	1	1	11	0
VN120030	2	2	12	1
VN120030	3	12	11	1
VN120032	1	1	11	0
VN120032	2	2	12	1
VN120032	3	10	11	1
VN120032	4	12	12	1
VN120033	1	1	11	0
VN120033	2	17	7	0
VN120034	1	1	11	1
VN120034	2	10	11	1
VN120035	1	1	11	1
VN120035	2	12	6	1
VN120035	3	17	12	1
VN120036	1	1	11	1
VN120036	2	12	6	1
VN120036	3	10	11	1
VN120037	1	17	7	0
VN120037	2	12	12	1
VN120038	1	1	11	0
VN120038	2	2	12	0
VN120038	3	12	12	1
VN120039	1	1	11	0
VN120039	2	17	7	1
VN120039	3	2	1	0
VN120040	1	1	5	0
VN120040	2	2	2	1
VN120040	3	12	2	1
VN120041	1	1	11	0
VN120041	2	10	11	1
VN120042	1	1	11	0
VN120042	2	23	3	1
VN120043	1	1	11	1
VN120043	2	10	11	1
VN120045	1	1	11	0
VN120045	2	10	11	1
VN120045	3	12	6	1
VN120045	4	17	6	1
VN120046	1	1	11	1
VN120046	2	10	11	1
VN120046	3	17	7	1
VN120048	1	1	11	0
VN120048	2	2	12	1
VN120048	3	12	12	1
VN120048	4	10	11	1
VN120049	1	1	11	0
VN120049	2	17	7	0
VN120050	1	10	11	1
VN120050	2	17	7	1
VN120053	1	1	11	1
VN120053	2	17	7	1
VN120053	3	12	12	1
VN120054	1	1	11	0
VN120054	2	10	11	1
VN120055	1	1	11	0
VN120055	2	2	12	1
VN120055	3	12	11	1
VN120058	1	1	11	1
VN120058	2	2	1	1
VN120058	3	10	11	1
VN120059	1	1	11	0
VN120059	2	17	7	1
VN120060	1	1	11	0
VN120060	2	2	1	1
VN120060	3	10	11	1
VN120061	1	1	11	0
VN120061	2	10	11	1
VN120061	3	2	1	1
VN120062	1	1	11	1
VN120062	2	10	11	1
VN120062	3	2	1	1
VN120063	1	1	11	0
VN120063	2	17	7	1
VN120063	3	2	12	1
VN120064	1	1	11	0
VN120064	2	2	12	1
VN120064	3	10	11	1
VN120065	1	1	11	0
VN120065	2	10	11	0
VN120066	1	1	11	0
VN120066	2	10	12	1
VN120066	3	2	1	1
VN120067	1	1	11	1
VN120067	2	2	6	1
VN120067	3	10	11	1
VN120067	4	12	12	1
VN120068	1	1	11	1
VN120068	2	2	1	1
VN120068	3	10	11	1
VN120069	1	3	7	0
VN120069	2	2	12	1
VN120069	3	1	11	0
VN120069	4	10	11	1
VN120069	5	12	12	1
VN120070	1	1	11	0
VN120070	2	17	7	0
VN120071	1	1	11	1
VN120071	2	2	1	1
VN120071	3	10	12	1
VN120071	4	12	12	1
VN120072	1	1	11	0
VN120072	2	2	6	0
VN120076	1	1	11	0
VN120076	2	2	12	1
VN120076	3	10	11	1
VN120076	4	12	11	1
VN120077	1	17	7	1
VN120077	2	10	11	1
VN120078	1	12	12	1
VN120078	2	17	6	1
VN120079	1	1	11	0
VN120079	2	23	3	0
VN120080	1	1	11	0
VN120080	2	10	11	0
VN120081	1	1	11	0
VN120081	2	2	12	1
VN120081	3	17	6	0
VN120083	1	1	11	0
VN120083	2	2	12	1
VN120083	3	10	11	1
VN120084	1	1	11	1
VN120084	2	2	6	1
VN120084	3	10	11	1
VN120084	4	12	12	1
VN120085	1	1	11	0
VN120085	2	10	11	1
VN120086	1	1	11	1
VN120086	2	2	6	1
VN120086	3	12	12	1
VN120086	4	10	11	1
VN120087	1	17	7	1
VN120087	2	2	1	1
VN120087	3	1	11	0
VN120088	1	1	11	1
VN120088	2	2	6	1
VN120088	3	10	11	1
VN120088	4	12	12	1
VN120089	1	1	11	0
VN120089	2	2	12	1
VN120089	3	12	12	1
VN120089	4	17	6	1
VN120090	1	1	11	1
VN120090	2	10	12	1
VN120092	1	1	11	0
VN120092	2	10	11	1
VN120093	1	1	11	0
VN120093	2	2	12	1
VN120093	3	10	11	1
VN120094	1	17	7	0
VN120094	2	12	12	1
VN120095	1	1	11	1
VN120095	2	17	7	1
VN120096	1	1	11	1
VN120096	2	12	12	1
VN120096	3	17	7	0
VN120097	1	1	11	0
VN120097	2	17	7	1
VN120098	1	1	11	0
VN120098	2	2	6	1
VN120098	3	10	10	1
VN120099	1	1	11	0
VN120099	2	10	11	1
VN120100	1	17	7	1
VN120100	2	10	10	1
VN120114	1	1	11	1
VN120114	2	12	2	1
VN120115	1	1	11	0
VN120115	2	10	11	1
VN120121	1	1	11	0
VN120121	2	2	12	1
VN120121	3	10	11	1
VN120124	1	10	11	1
VN120124	2	12	12	1
VN120125	1	1	11	0
VN120125	2	10	11	1
VN120126	1	1	11	0
VN120126	2	17	7	1
VN120133	1	1	11	0
VN120133	2	2	12	1
VN120133	3	12	12	1
VN120133	4	10	11	1
VN120134	1	1	11	0
VN120134	2	2	12	1
VN120134	3	10	11	1
VN120135	1	10	6	1
VN120135	2	17	6	1
VN120136	1	10	11	1
VN120139	1	1	11	0
VN120139	2	10	11	0
VN120140	1	2	1	1
VN120140	2	10	11	1
VN120141	1	2	1	0
VN120141	2	1	11	0
VN120141	3	10	11	1
VN120142	1	18	3	1
VN120146	1	10	11	1
VN120146	2	12	6	1
VN120148	1	1	11	0
VN120148	2	12	12	1
VN120148	3	2	12	1
VN120148	4	10	11	1
VN120150	1	18	1	1
VN130001	1	1	5	0
VN130001	2	10	9	1
VN130001	3	12	9	1
VN130002	1	10	9	1
VN130002	2	12	1	1
VN130003	1	1	4	1
VN130003	2	10	9	1
VN130003	3	12	9	1
VN130004	1	1	5	0
VN130004	2	10	3	1
VN130004	3	12	3	1
VN130005	1	1	4	1
VN130005	2	12	7	1
VN130005	3	17	7	1
VN130005	4	10	9	1
VN130006	1	1	5	0
VN130006	2	10	11	1
VN130006	3	12	6	1
VN130007	1	1	5	0
VN130007	2	12	6	1
VN130007	3	10	11	1
VN130008	1	1	5	0
VN130008	2	10	10	1
VN130009	1	1	5	0
VN130009	2	10	2	1
VN130009	3	2	2	1
VN130009	4	12	2	1
VN130010	1	1	5	0
VN130010	2	10	10	1
VN130010	3	12	12	1
VN130011	1	1	5	0
VN130011	2	10	9	1
VN130011	3	12	2	1
VN130012	1	1	5	0
VN130012	2	18	9	1
VN130012	3	12	6	1
VN130013	1	1	4	1
VN130013	2	10	9	1
VN130013	3	12	1	1
VN130013	4	23	1	1
VN130014	1	1	5	0
VN130014	2	10	2	1
VN130014	3	12	2	1
VN130015	1	1	10	0
VN130015	2	23	1	0
VN130015	3	17	6	1
VN130016	1	1	5	0
VN130016	2	17	1	1
VN130016	3	12	2	1
VN130017	1	1	5	0
VN130017	2	10	9	1
VN130017	3	12	9	1
VN130019	1	1	4	1
VN130019	2	10	6	1
VN130019	3	12	6	1
VN130020	1	1	5	0
VN130020	2	10	11	1
VN130020	3	12	6	1
VN130021	1	1	5	0
VN130021	2	12	6	1
VN130021	3	10	11	1
VN130021	4	18	6	1
VN130022	1	1	5	0
VN130022	2	17	6	1
VN130022	3	12	6	1
VN130023	1	1	4	1
VN130023	2	10	6	1
VN130023	3	12	2	1
VN130024	1	1	4	1
VN130024	2	10	6	1
VN130024	3	12	2	1
VN130025	1	1	5	0
VN130025	2	12	9	1
VN130025	3	10	9	1
VN130026	1	1	4	1
VN130026	2	10	9	1
VN130026	3	12	2	1
VN130027	1	1	5	0
VN130027	2	10	10	1
VN130027	3	12	6	1
VN130027	4	18	1	1
VN130028	1	1	4	1
VN130028	2	10	9	1
VN130028	3	12	2	1
VN130029	1	1	4	1
VN130029	2	10	10	1
VN130029	3	12	2	1
VN130030	1	1	5	0
VN130030	2	10	9	1
VN130030	3	12	6	1
VN130032	1	1	5	0
VN130032	2	10	9	1
VN130032	3	12	9	1
VN130033	1	1	5	0
VN130033	2	10	10	1
VN130033	3	12	6	1
VN130034	1	18	1	0
VN130034	2	12	7	1
VN130034	3	17	7	1
VN130035	1	1	5	0
VN130035	2	10	9	1
VN130035	3	12	9	1
VN130036	1	1	5	0
VN130036	2	12	2	1
VN130036	3	10	12	1
VN130037	1	1	5	0
VN130037	2	10	9	1
VN130037	3	12	9	1
VN130038	1	1	5	0
VN130038	2	10	9	1
VN130038	3	12	12	1
VN130039	1	1	4	1
VN130039	2	10	6	1
VN130039	3	12	6	1
VN130040	1	1	5	0
VN130040	2	10	9	1
VN130040	3	21	4	1
VN130040	4	12	12	1
VN130041	1	1	5	0
VN130041	2	10	10	1
VN130042	1	1	4	1
VN130042	2	10	7	1
VN130042	3	12	9	1
VN130043	1	1	5	0
VN130043	2	10	9	1
VN130043	3	12	3	1
VN130044	1	1	4	1
VN130044	2	10	6	1
VN130044	3	12	6	1
VN130045	1	1	4	1
VN130045	2	10	9	1
VN130045	3	12	1	1
VN130046	1	1	5	0
VN130046	2	23	2	1
VN130046	3	12	2	1
VN130047	1	1	4	1
VN130047	2	10	6	1
VN130047	3	12	6	1
VN130048	1	1	5	0
VN130048	2	10	9	1
VN130048	3	12	2	1
VN130049	1	1	5	0
VN130049	2	3	7	1
VN130049	3	10	9	1
VN130049	4	12	12	1
VN130050	1	1	5	0
VN130050	2	10	9	1
VN130050	3	12	2	1
VN130051	1	1	5	0
VN130051	2	2	2	1
VN130051	3	18	3	1
VN130051	4	10	11	1
VN130051	5	12	2	1
VN130052	1	18	1	0
VN130052	2	17	6	1
VN130052	3	12	6	1
VN130053	1	1	5	0
VN130053	2	10	10	1
VN130053	3	12	7	1
VN130054	1	1	4	1
VN130054	2	10	10	1
VN130054	3	12	2	1
VN130054	4	17	7	1
VN130055	1	1	4	1
VN130055	2	10	10	1
VN130055	3	12	2	1
VN130055	4	18	2	1
VN130055	5	17	7	1
VN130056	1	1	4	1
VN130056	2	10	9	1
VN130056	3	12	2	1
VN130056	4	3	7	1
VN130057	1	1	5	0
VN130057	2	12	9	1
VN130057	3	10	6	1
VN130058	1	1	5	0
VN130058	2	10	9	1
VN130058	3	12	6	1
VN130059	1	1	5	0
VN130059	2	10	11	1
VN130059	3	12	3	1
VN130060	1	1	5	0
VN130060	2	17	7	1
VN130060	3	10	11	1
VN130060	4	12	2	1
VN130061	1	18	1	1
VN130061	2	12	1	1
VN130063	1	1	4	1
VN130063	2	10	9	1
VN130063	3	12	2	1
VN130064	1	1	5	0
VN130064	2	10	9	1
VN130064	3	12	6	1
VN130065	1	1	4	1
VN130065	2	10	9	1
VN130065	3	12	2	1
VN130066	1	1	5	0
VN130066	2	2	1	1
VN130066	3	12	1	1
VN130066	4	10	10	1
VN130067	1	1	5	0
VN130067	2	10	9	1
VN130067	3	12	6	1
VN130068	1	1	5	0
VN130068	2	3	7	0
VN130068	3	10	11	1
VN130068	4	12	9	1
VN130069	1	1	5	0
VN130069	2	10	7	1
VN130069	3	12	7	1
VN130070	1	1	5	0
VN130070	2	10	10	1
VN130070	3	12	6	1
VN130071	1	1	5	1
VN130071	2	10	9	1
VN130071	3	12	12	1
VN130072	1	1	5	1
VN130072	2	12	6	1
VN130072	3	17	6	1
VN130073	1	1	5	0
VN130073	2	10	9	1
VN130073	3	12	9	1
VN130074	1	1	5	1
VN130074	2	2	12	1
VN130074	3	17	8	1
VN130075	1	1	4	1
VN130075	2	10	9	1
VN130075	3	12	1	1
VN130076	1	1	4	1
VN130076	2	10	6	1
VN130076	3	12	2	1
VN130076	4	2	1	1
VN130077	1	1	5	0
VN130077	2	10	9	1
VN130077	3	12	1	1
VN130078	1	1	5	0
VN130078	2	10	6	1
VN130078	3	12	6	1
VN130079	1	1	4	1
VN130079	2	10	9	1
VN130079	3	12	6	1
VN130080	1	1	5	0
VN130080	2	10	9	1
VN130080	3	12	1	1
VN130081	1	1	4	1
VN130081	2	10	6	1
VN130081	3	12	9	1
VN130082	1	1	5	0
VN130082	2	10	9	1
VN130082	3	12	9	1
VN130083	1	1	5	0
VN130083	2	10	11	1
VN130083	3	18	1	1
VN130083	4	12	12	1
VN130085	1	1	5	0
VN130085	2	10	10	1
VN130085	3	12	1	1
VN130085	4	2	1	1
VN130086	1	1	5	0
VN130086	2	10	9	1
VN130086	3	12	9	1
VN130087	1	1	4	1
VN130087	2	10	10	1
VN130087	3	12	9	1
VN130088	1	1	5	0
VN130088	2	18	12	1
VN130088	3	10	9	1
VN130088	4	12	6	1
VN130089	1	1	5	0
VN130089	2	10	11	1
VN130089	3	12	12	1
VN130090	1	1	5	0
VN130090	2	10	11	1
VN130090	3	12	9	1
VN130091	1	1	5	0
VN130091	2	10	10	1
VN130091	3	12	1	1
VN130092	1	1	5	0
VN130092	2	10	10	1
VN130092	3	12	2	1
VN130093	1	1	5	0
VN130093	2	10	9	1
VN130093	3	12	9	1
VN130094	1	1	5	0
VN130094	2	10	9	1
VN130094	3	12	6	1
VN130095	1	1	4	1
VN130095	2	10	9	1
VN130095	3	12	2	1
VN130095	4	2	2	1
VN130096	1	1	5	0
VN130096	2	10	9	1
VN130096	3	12	7	1
VN130097	1	1	4	1
VN130097	2	10	9	1
VN130097	3	12	1	1
VN130097	4	2	1	1
VN130098	1	1	5	0
VN130098	2	10	9	1
VN130098	3	12	9	1
VN130099	1	1	4	1
VN130099	2	10	9	1
VN130099	3	12	6	1
VN130100	1	1	5	0
VN130100	2	2	1	1
VN130100	3	12	1	1
VN130101	1	1	5	0
VN130101	2	10	11	1
VN130101	3	12	2	1
VN130102	1	1	5	0
VN130102	2	10	9	1
VN130102	3	12	1	1
VN130103	1	1	4	1
VN130103	2	10	6	1
VN130103	3	12	6	1
VN130104	1	1	5	0
VN130104	2	12	1	1
VN130104	3	17	7	1
VN140001	1	1	5	0
VN140001	2	10	7	1
VN140002	1	1	4	1
VN140002	2	18	3	1
VN140002	3	12	9	1
VN140003	1	1	4	1
VN140003	2	17	4	1
VN140003	3	10	9	1
VN140004	1	1	5	0
VN140004	2	17	11	1
VN140005	1	1	5	0
VN140005	2	17	3	1
VN140005	3	12	3	1
VN140006	1	1	5	0
VN140006	2	12	2	1
VN140006	3	10	9	1
VN140006	4	17	7	1
VN140007	1	1	5	0
VN140007	2	12	6	1
VN140007	3	10	11	1
VN140008	1	1	5	0
VN140008	2	17	8	1
VN140008	3	12	2	1
VN140009	1	1	4	1
VN140009	2	17	7	1
VN140009	3	10	9	1
VN140010	1	1	5	0
VN140010	2	17	8	1
VN140011	1	1	5	0
VN140011	2	12	11	1
VN140011	3	10	11	1
VN140012	1	1	5	0
VN140012	2	12	12	1
VN140012	3	10	10	1
VN140013	1	1	5	0
VN140013	2	12	8	1
VN140013	3	10	9	1
VN140014	1	1	5	0
VN140014	2	18	9	1
VN140014	3	12	9	1
VN140014	4	10	11	1
VN140015	1	1	5	0
VN140015	2	10	6	1
VN140015	3	12	1	1
VN140016	1	1	5	0
VN140016	2	10	11	1
VN140016	3	12	8	1
VN140017	1	1	11	0
VN140017	2	3	7	0
VN140017	3	10	9	1
VN140018	1	1	5	1
VN140018	2	10	11	1
VN140019	1	1	11	0
VN140019	2	10	11	1
VN140020	1	1	4	1
VN140020	2	11	6	1
VN140020	3	10	9	1
VN140020	4	12	2	1
VN140021	1	1	4	1
VN140021	2	10	6	1
VN140021	3	12	2	1
VN140022	1	1	4	1
VN140022	2	10	6	1
VN140023	1	18	2	0
VN140023	2	17	7	1
VN140023	3	12	7	1
VN140024	1	1	5	0
VN140024	2	17	7	0
VN140025	1	1	1	0
VN140025	2	10	1	1
VN140025	3	12	1	1
VN140026	1	1	10	1
VN140026	2	17	10	1
VN140027	1	1	5	0
VN140027	2	10	9	1
VN140027	3	12	1	1
VN140028	1	1	5	0
VN140028	2	10	11	1
VN140028	3	12	8	1
VN140029	1	1	5	0
VN140029	2	10	9	1
VN140030	1	1	4	0
VN140030	2	10	6	1
VN140030	3	12	1	1
VN140031	1	1	4	1
VN140031	2	10	6	1
VN140032	1	1	5	0
VN140032	2	10	9	1
VN140032	3	12	6	1
VN140033	1	1	5	0
VN140033	2	10	9	1
VN140033	3	12	6	1
VN140034	1	1	5	0
VN140034	2	17	7	1
VN140034	3	12	7	1
VN140036	1	1	5	0
VN140036	2	3	7	0
VN140036	3	5	12	1
VN140036	4	12	7	1
VN140037	1	1	5	0
VN140037	2	3	2	1
VN140037	3	10	9	1
VN140037	4	12	2	1
VN140038	1	1	5	0
VN140038	2	10	11	1
VN140039	1	1	11	1
VN140039	2	2	1	2
VN140039	3	12	1	1
VN140039	4	10	9	2
VN140040	1	1	4	0
VN140040	2	10	6	1
VN140040	3	12	1	1
VN140041	1	1	11	0
VN140041	2	2	2	1
VN140041	3	17	6	1
VN140041	4	5	12	1
VN140042	1	1	6	0
VN140043	1	1	11	0
VN140043	2	10	11	1
VN140043	3	12	6	1
VN140044	1	1	5	0
VN140044	2	10	6	1
VN140045	1	1	5	0
VN140045	2	10	11	1
VN140045	3	12	2	1
VN140046	1	1	5	0
VN140046	2	10	11	1
VN140046	3	12	6	1
VN140047	1	1	4	1
VN140047	2	10	7	1
VN140047	3	12	7	1
VN140048	1	1	4	1
VN140048	2	10	9	1
VN140048	3	12	2	1
VN140049	1	1	5	0
VN140049	2	10	9	1
VN140049	3	12	7	1
VN140049	4	17	7	1
VN140050	1	1	4	1
VN140050	2	10	9	1
VN140050	3	12	2	1
VN140051	1	1	5	0
VN140051	2	10	9	1
VN140051	3	17	1	1
VN140051	4	12	99	99
VN140052	1	1	5	0
VN140052	2	2	1	1
VN140052	3	12	1	1
VN140053	1	1	5	0
VN140053	2	10	9	1
VN140053	3	12	9	1
VN140054	1	1	4	0
VN140054	2	10	9	1
VN140054	3	18	2	1
VN140055	1	1	4	1
VN140055	2	10	6	1
VN140056	1	1	5	0
VN140056	2	17	7	1
VN140056	3	10	11	1
VN140056	4	12	7	1
VN140057	1	1	5	0
VN140057	2	10	9	1
VN140057	3	12	7	1
VN140058	1	1	5	0
VN140058	2	12	6	1
VN140058	3	10	11	1
VN140059	1	1	4	1
VN140059	2	10	6	1
VN140060	1	1	5	0
VN140060	2	10	9	1
VN140060	3	12	2	1
VN140061	1	1	5	0
VN140061	2	10	9	1
VN140061	3	12	9	1
VN140062	1	1	5	0
VN140062	2	3	3	1
VN140062	3	12	3	1
VN140063	1	1	5	0
VN140063	2	17	7	1
VN140064	1	1	5	0
VN140064	2	10	10	1
VN140064	3	12	3	1
VN140065	1	1	5	0
VN140065	2	10	9	1
VN140065	3	12	3	1
VN140066	1	1	5	0
VN140066	2	10	11	1
VN140066	3	12	6	1
VN140067	1	1	4	1
VN140067	2	10	6	1
VN140067	3	12	2	1
VN140067	4	18	2	1
VN140068	1	1	5	0
VN140068	2	10	11	1
VN140068	3	12	6	1
VN140069	1	1	5	0
VN140069	2	17	6	1
VN140069	3	12	6	1
VN140070	1	1	4	0
VN140070	2	10	9	1
VN140070	3	12	2	1
VN140071	1	1	5	0
VN140071	2	10	9	1
VN140071	3	12	9	1
VN140071	4	17	3	1
VN140072	1	1	5	0
VN140072	2	10	11	1
VN140072	3	12	1	1
VN140073	1	1	5	0
VN140073	2	17	6	1
VN140073	3	12	6	1
VN140074	1	1	5	0
VN140074	2	10	7	1
VN140074	3	12	7	1
VN140076	1	1	5	0
VN140076	2	10	9	1
VN140077	1	1	5	0
VN140077	2	10	11	1
VN140077	3	12	2	1
VN140078	1	1	5	0
VN140078	2	17	6	1
VN140078	3	12	6	1
VN140079	1	1	4	1
VN140079	2	10	6	1
VN140079	3	12	2	1
VN140080	1	1	4	0
VN140080	2	10	6	1
VN140080	3	12	2	1
VN140081	1	1	5	0
VN140081	2	10	11	1
VN140083	1	1	5	0
VN140083	2	10	11	1
VN140083	3	12	11	1
VN140084	1	1	5	0
VN140084	2	12	6	1
VN140084	3	17	6	1
VN140085	1	17	6	1
VN140085	2	12	6	1
VN140085	3	18	6	1
VN140086	1	1	5	0
VN140086	2	10	9	1
VN140086	3	12	9	1
VN140087	1	1	4	1
VN140087	2	10	6	1
VN140088	1	1	4	1
VN140088	2	10	7	1
VN140088	3	12	2	1
VN140089	1	1	5	0
VN140089	2	12	9	1
VN140089	3	10	9	1
VN140090	1	1	4	1
VN140090	2	10	7	1
VN140090	3	12	2	1
VN140090	4	17	7	1
VN140091	1	1	5	0
VN140091	2	10	11	1
VN140091	3	12	11	1
VN140092	1	1	4	1
VN140092	2	10	9	1
VN140092	3	12	2	1
VN140092	4	17	7	1
VN140093	1	1	5	0
VN140093	2	17	6	1
VN140093	3	12	6	1
VN140094	1	1	4	1
VN140094	2	10	7	1
VN140094	3	12	3	1
VN140095	1	1	4	1
VN140095	2	10	2	1
VN140096	1	1	5	0
VN140096	2	10	6	1
VN140096	3	12	6	1
VN140096	4	17	7	1
VN140097	1	1	5	0
VN140097	2	12	9	1
VN140097	3	10	9	1
VN140098	1	1	5	0
VN140098	2	10	9	1
VN140098	3	12	4	1
VN140100	1	1	5	0
VN140100	2	10	9	1
VN140100	3	12	6	1
VN140101	1	1	5	0
VN140101	2	17	7	1
VN140102	1	1	5	0
VN140102	2	10	6	1
VN140103	1	1	5	0
VN140103	2	17	6	1
VN140103	3	12	6	1
VN140107	1	1	3	1
VN140107	2	12	1	1
VN150001	1	1	11	0
VN150001	2	10	11	1
VN150002	1	1	11	0
VN150002	2	23	2	1
VN150003	1	1	1	0
VN150005	1	1	1	0
VN150005	2	23	6	1
VN150006	1	1	11	0
VN150006	2	10	11	1
VN150007	1	1	1	0
VN150008	1	1	11	0
VN150008	2	10	11	1
VN150009	1	1	11	0
VN150009	2	23	2	1
VN150010	1	1	11	0
VN150010	2	10	11	1
VN150011	1	1	11	0
VN150011	2	23	2	1
VN150012	1	1	11	0
VN150012	2	17	7	1
VN150013	1	1	11	0
VN150013	2	17	7	1
VN150014	1	1	11	0
VN150014	2	17	7	1
VN150015	1	1	11	0
VN150015	2	17	7	1
VN150016	1	1	11	0
VN150016	2	23	2	1
VN150017	1	1	11	0
VN150017	2	10	11	1
VN150018	1	1	11	0
VN150018	2	23	2	1
VN150020	1	1	11	0
VN150020	2	10	11	1
VN150021	1	1	2	0
VN150021	2	1	6	1
VN150022	1	1	99	0
VN150022	2	10	9	1
VN150022	3	12	1	1
VN150022	4	18	1	0
VN150023	1	1	11	0
VN150023	2	23	12	1
VN150024	1	1	1	1
VN150025	1	1	1	1
VN150025	2	22	1	1
VN150025	3	12	1	1
VN150027	1	1	11	0
VN150027	2	10	11	1
VN150029	1	1	11	0
VN150029	2	23	1	1
VN150030	1	1	11	0
VN150030	2	10	11	1
VN150031	1	1	11	0
VN150031	2	23	6	1
VN150031	3	1	11	0
VN150032	1	1	11	0
VN150032	2	10	11	1
VN150033	1	1	11	0
VN150033	2	23	11	1
VN150034	1	1	11	0
VN150034	2	10	10	1
VN150035	1	1	11	0
VN150035	2	10	11	1
VN150036	1	1	11	0
VN150036	2	10	11	1
VN150038	1	1	1	1
VN150038	2	12	1	1
VN150039	1	1	10	0
VN150039	2	23	2	0
VN150040	1	1	1	0
VN150040	2	17	7	0
VN150041	1	1	11	0
VN150041	2	10	11	1
VN150042	1	1	11	0
VN150042	2	23	1	0
VN150042	3	1	11	0
VN150043	1	1	11	0
VN150043	2	23	11	1
VN150044	1	1	11	0
VN150044	2	10	11	1
VN150049	1	1	11	0
VN150049	2	17	7	1
VN150051	1	1	11	0
VN150051	2	10	11	1
VN150053	1	1	10	1
VN150053	2	3	7	0
VN150053	3	11	8	0
VN150054	1	1	11	0
VN150054	2	10	11	1
VN150055	1	1	11	0
VN150055	2	10	11	1
VN150056	1	1	11	0
VN150056	2	10	11	1
VN150057	1	1	11	0
VN150057	2	10	11	1
VN150058	1	1	11	1
VN150058	2	10	6	0
VN150060	1	1	11	0
VN150060	2	10	11	1
VN150061	1	1	11	0
VN150061	2	10	10	1
VN150061	3	12	1	1
VN150062	1	1	11	1
VN150062	2	10	6	1
VN150062	3	12	8	1
VN150063	1	1	11	0
VN150063	2	10	10	1
VN150063	3	12	2	1
VN150064	1	1	10	1
VN150064	2	10	12	0
VN150064	3	18	2	0
VN150065	1	1	11	0
VN150065	2	10	10	1
VN150065	3	23	6	1
VN150065	4	12	6	1
VN150066	1	1	11	0
VN150066	2	10	5	0
VN150066	3	12	4	0
VN150067	1	1	11	1
VN150067	2	10	12	1
VN150067	3	18	1	0
VN150068	1	1	11	0
VN150068	2	2	12	1
VN150068	3	10	11	1
VN150070	1	1	11	0
VN150070	2	10	11	1
VN150071	1	1	11	0
VN150071	2	10	11	1
VN150071	3	23	2	1
VN150072	1	1	11	0
VN150072	2	17	7	1
VN150073	1	1	11	0
VN150073	2	10	11	1
VN150074	1	1	11	0
VN150074	2	17	7	1
VN150075	1	1	10	1
VN150075	2	10	12	0
VN150077	1	1	11	1
VN150077	2	10	10	0
VN150078	1	1	11	0
VN150078	2	10	11	1
VN150078	3	23	6	1
VN150079	1	1	11	0
VN150079	2	23	7	1
VN150081	1	1	11	0
VN150081	2	12	2	1
VN150081	3	10	10	1
VN150083	1	1	11	0
VN150083	2	2	12	1
VN150083	3	17	7	1
VN150086	1	10	2	1
VN150086	2	12	2	1
VN150087	1	1	11	0
VN150087	2	5	6	1
VN150087	3	12	6	1
VN150087	4	10	10	1
VN150089	1	1	11	0
VN150089	2	23	7	1
VN150089	3	10	10	1
VN150090	1	1	11	0
VN150090	2	2	12	1
VN150090	3	17	7	1
VN150091	1	1	11	0
VN150091	2	17	7	1
VN150092	1	1	11	0
VN150092	2	23	6	1
VN150092	3	10	10	1
VN150092	4	12	6	1
VN150094	1	1	11	1
VN150094	2	10	2	1
VN150095	1	1	11	1
VN150095	2	10	2	0
VN150095	3	12	12	0
VN150096	1	1	11	1
VN150096	2	10	12	0
VN150097	1	1	5	0
VN150097	2	10	9	1
VN150097	3	12	3	1
VN150097	4	22	2	1
VN150098	1	1	11	0
VN150098	2	10	11	1
VN150099	1	1	11	0
VN150099	2	5	6	1
VN150099	3	10	10	1
VN150099	4	12	6	1
VN150101	1	1	11	0
VN150101	2	17	7	1
VN150103	1	1	11	0
VN150103	2	10	11	1
VN150104	1	1	11	0
VN150104	2	17	7	1
VN150105	1	1	11	0
VN150105	2	23	6	1
VN150107	1	1	11	0
VN150107	2	23	6	1
VN150126	1	1	11	1
VN150126	2	10	12	0
VN150126	3	12	2	0
VN150128	1	1	11	0
VN150128	2	10	11	1
VN150129	1	1	11	1
VN150129	2	10	6	0
VN150129	3	12	12	1
VN150130	1	1	11	0
VN150130	2	10	11	1
VN150133	1	1	11	1
VN150133	2	10	12	0
VN150134	1	1	11	0
VN150134	2	10	11	1
VN150136	1	10	6	1
VN150136	2	12	11	1
VN150137	1	1	11	0
VN150137	2	17	7	1
VN150138	1	1	11	0
VN150138	2	23	6	1
VN150138	3	10	11	1
VN150139	1	1	10	1
VN150139	2	3	7	0
VN150139	3	11	8	0
VN150140	1	1	11	0
VN150140	2	17	7	1
VN150140	3	23	2	1
VN150141	1	1	11	0
VN150141	2	10	11	1
VN150142	1	1	11	0
VN150142	2	23	6	1
