CHILDID	OUTID	REMREL	REMEST	REMGOOD
VN190030	2	5	500	0
VN190030	3	6	500	0
VN190031	1	21	100	0
VN190031	2	1	200	0
VN190034	1	21	120	0
VN190035	1	21	50	0
VN190036	1	21	200	0
VN190037	1	21	10	0
VN190038	1	21	10	0
VN190039	1	21	20	0
VN190040	1	21	50	0
VN190042	1	21	20	0
VN190043	1	21	20	0
VN190043	2	6	1200	0
VN190044	1	21	70	0
VN190047	1	21	30	0
VN190051	1	21	80	0
VN190052	1	1	500	0
VN190052	2	21	50	0
VN190054	1	21	50	0
VN190056	1	1	300	0
VN190056	2	21	50	0
VN190057	1	21	50	0
VN190058	1	5	1000	0
VN190058	2	21	120	0
VN190059	1	21	40	0
VN190060	1	21	100	0
VN190061	1	21	320	0
VN190061	2	6	400	150
VN190063	1	21	30	0
VN190064	1	21	130	0
VN190064	2	13	300	0
VN190065	1	21	126	0
VN190066	1	21	30	0
VN190067	1	21	30	0
VN190068	1	5	50	0
VN190068	2	21	35	0
VN190069	1	21	100	0
VN190070	1	21	15	0
VN190071	1	21	100	0
VN190072	1	21	32	0
VN190074	1	21	35	0
VN190077	1	21	100	0
VN190077	2	6	300	0
VN190077	3	5	300	0
VN190079	1	21	50	0
VN190081	1	21	15	0
VN190082	1	21	60	-77
VN190083	1	21	140	0
VN190084	1	21	100	0
VN190087	1	21	65	0
VN190088	1	21	20	0
VN190088	2	1	300	0
VN190089	1	21	60	0
VN190090	1	21	100	0
VN190091	1	21	200	0
VN190092	1	21	100	0
VN190092	2	5	200	0
VN190093	1	21	60	0
VN190094	1	21	100	0
VN190095	1	21	20	0
VN190096	1	21	80	0
VN190097	1	21	35	0
VN190098	1	21	50	0
VN190099	1	21	120	0
VN190100	1	21	10	0
VN190105	1	21	50	0
VN190107	1	21	200	0
VN190112	1	21	30	0
VN190113	1	21	50	0
VN190115	1	21	250	0
VN190116	1	21	140	0
VN190116	2	6	500	0
VN190116	3	5	500	0
VN190118	1	21	50	0
VN190123	1	21	20	0
VN190130	1	21	50	10
VN190137	1	21	340	0
VN190137	2	6	2000	2400
VN190137	3	5	3000	2400
VN190139	1	21	120	0
VN200002	1	21	300	0
VN200003	1	21	400	0
VN200004	1	6	500	150
VN200004	2	13	400	0
VN200004	3	19	100	100
VN200004	4	21	600	0
VN200005	1	19	350	0
VN200005	2	21	200	0
VN200006	1	21	30	0
VN200009	1	21	50	0
VN200010	1	21	200	0
VN200012	1	19	700	100
VN200012	2	21	300	0
VN200012	3	13	550	0
VN200019	1	6	500	100
VN200019	2	13	0	100
VN200019	3	19	200	0
VN200019	4	21	200	0
VN200021	1	21	20	0
VN200022	1	21	140	0
VN200025	1	14	200	0
VN200025	2	19	400	50
VN200028	1	21	1500	0
VN200032	1	21	-77	0
VN200034	1	21	400	100
VN200034	2	19	200	0
VN200034	3	13	500	0
VN200035	1	14	100	0
VN200035	2	19	200	50
VN200035	3	21	200	0
VN200036	1	21	0	150
VN200039	1	19	100	50
VN200040	1	21	30	0
VN200041	1	21	3000	0
VN200042	1	21	100	0
VN200046	1	19	500	50
VN200046	2	21	350	100
VN200047	1	14	7000	0
VN200047	2	21	3000	0
VN200048	1	21	500	0
VN200052	1	21	200	0
VN200054	1	21	-77	0
VN200059	1	6	600	100
VN200059	2	19	200	50
VN200059	3	21	400	0
VN200060	1	6	1000	100
VN200060	2	14	300	0
VN200060	3	19	200	0
VN200060	4	21	500	0
VN200062	1	19	70	50
VN200062	2	21	50	20
VN200063	1	19	300	50
VN200063	2	15	50	200
VN200067	1	13	350	0
VN200067	2	19	700	100
VN200067	3	21	500	0
VN200069	1	13	400	0
VN200069	2	19	200	100
VN200069	3	21	500	0
VN200071	1	21	500	0
VN200071	2	19	100	100
VN200071	3	6	200	0
VN200073	1	14	100	0
VN200073	2	21	200	0
VN200075	1	21	300	0
VN200076	1	14	100	0
VN200076	2	5	200	100
VN200076	3	6	200	100
VN200076	4	13	100	0
VN200077	1	21	100	0
VN200079	1	14	100	0
VN200079	2	21	400	0
VN200079	3	19	300	100
VN200080	1	21	160	0
VN200081	1	19	600	160
VN200081	2	21	500	200
VN200083	1	19	200	50
VN200083	2	21	150	30
VN200085	1	5	600	200
VN200085	2	14	200	0
VN200085	3	19	300	100
VN200085	4	21	500	0
VN200086	1	21	200	0
VN200089	1	5	500	200
VN200089	2	19	400	100
VN200089	3	21	400	0
VN200090	1	21	50	0
VN200092	1	19	100	20
VN200093	1	21	6000	0
VN200099	1	21	-77	0
VN200100	1	21	50	0
VN200109	1	21	50	0
VN200112	1	21	300	0
VN200113	1	21	20	0
VN200115	1	21	200	0
VN200119	1	21	200	-77
VN200120	1	6	7000	0
VN200128	1	21	200	50
VN200128	2	19	300	100
VN200135	1	21	700	0
VN200135	2	14	200	0
VN200142	1	19	300	100
VN200142	2	21	500	50
VN200142	3	5	450	200
