CHILDID	PASSID	PASSET	NUMPASS	VALPASS	DECPASS
VN020119	1	8	1	1500	1
VN020119	2	1	5	50	2
VN020119	3	2	1	900	1
VN020129	1	1	7	50	2
VN020131	1	1	10	50	1
VN020131	2	3	1	60	1
VN020131	3	8	1	60	1
VN020133	1	4	1	70000	1
VN020135	1	21	1	500	1
VN020136	1	1	1	50	1
VN020136	2	5	1	1200	1
VN030001	1	1	16	120	4
VN030001	2	2	1	550	5
VN030001	3	8	2	120	5
VN030002	1	1	4	270	80
VN030002	2	8	5	500	1
VN030003	1	1	4	250	80
VN030003	2	2	1	1700	2
VN030003	3	8	5	1200	80
VN030004	1	1	5	80	2
VN030004	2	8	1	1400	80
VN030005	1	1	5	200	1
VN030005	2	8	2	300	1
VN030006	1	1	11	120	2
VN030006	2	8	2	430	1
VN030008	1	30	15	6000	1
VN030009	1	1	6	40	1
VN030009	2	8	1	40	1
VN030010	1	1	6	100	1
VN030010	2	8	2	130	1
VN030011	1	1	3	220	80
VN030011	2	8	5	720	80
VN030012	1	1	3	240	80
VN030012	2	8	5	600	80
VN030013	1	1	3	270	80
VN030013	2	8	6	680	80
VN030014	1	1	4	230	80
VN030015	1	1	7	50	1
VN030015	2	8	1	60	1
VN030016	1	1	5	400	80
VN030016	2	8	1	200	80
VN030017	1	1	5	105	80
VN030017	2	8	1	200	80
VN030018	1	1	3	180	80
VN030018	2	8	5	500	80
VN030019	1	1	4	120	1
VN030019	2	8	1	200	1
VN030020	1	1	7	50	1
VN030020	2	8	2	550	1
VN030021	1	1	4	350	80
VN030021	2	8	5	790	80
VN030022	1	1	6	30	4
VN030022	2	8	1	750	80
VN030023	1	1	5	80	2
VN030023	2	8	1	30	2
VN030024	1	1	4	30	2
VN030024	2	8	1	100	99
VN030025	1	23	8	2000	80
VN030026	1	1	7	120	2
VN030027	1	1	4	380	80
VN030027	2	8	5	1200	80
VN030028	1	1	4	250	80
VN030029	1	1	4	350	80
VN030029	2	8	5	700	80
VN030030	1	22	3	200	1
VN030031	1	1	5	70	1
VN030031	2	8	2	100	1
VN030032	1	1	3	380	80
VN030032	2	8	5	1200	80
VN030033	1	1	4	60	1
VN030034	1	8	1	2000	99
VN030034	2	1	5	100	99
VN030035	1	1	6	120	1
VN030035	2	8	5	1870	80
VN030036	1	23	13	60	2
VN030037	1	1	5	200	1
VN030037	2	8	1	670	1
VN030038	1	1	5	70	2
VN030038	2	8	2	50	2
VN030039	1	1	4	120	3
VN030039	2	8	1	300	3
VN030040	1	1	9	180	4
VN030040	2	8	2	80	4
VN030041	1	1	2	20	2
VN030041	2	8	1	100	1
VN030042	1	1	6	50	3
VN030042	2	8	1	150	2
VN030042	3	2	1	1000	2
VN030043	1	23	4	420	2
VN030044	1	1	3	80	80
VN030044	2	8	3	280	1
VN030046	1	1	4	240	80
VN030046	2	8	5	720	80
VN030047	1	1	4	100	1
VN030048	1	1	3	250	80
VN030048	2	2	1	1200	1
VN030048	3	8	5	720	80
VN030049	1	1	5	140	1
VN030049	2	8	1	200	1
VN030050	1	1	4	260	80
VN030050	2	8	6	820	1
VN030051	1	1	7	150	1
VN030051	2	8	2	100	1
VN030052	1	1	3	230	80
VN030052	2	4	1	90000	1
VN030052	3	8	3	1800	1
VN030055	1	1	5	300	80
VN030055	2	1	1	1000	1
VN030055	3	8	5	1500	80
VN030056	1	1	3	270	80
VN030056	2	2	1	1000	2
VN030056	3	8	5	1200	2
VN030057	1	1	5	60	2
VN030057	2	8	1	50	1
VN030058	1	1	8	80	1
VN030059	1	1	5	200	2
VN030059	2	8	1	100	2
VN030061	1	30	4	60	3
VN030062	1	1	10	150	2
VN030062	2	8	2	100	1
VN030063	1	1	15	200	2
VN030063	2	8	3	120	1
VN030064	1	1	7	50	2
VN030064	2	8	1	100	1
VN030065	1	1	4	60	18
VN030065	2	8	1	100	16
VN030066	1	1	5	160	1
VN030066	2	8	1	100	2
VN030067	1	1	6	60	2
VN030067	2	8	2	50	1
VN030069	1	1	5	250	80
VN030069	2	2	1	1200	1
VN030069	3	8	6	680	80
VN030070	1	1	6	300	16
VN030070	2	8	1	2000	16
VN030071	1	1	10	100	2
VN030071	2	8	1	30	2
VN030072	1	30	-99	-99	99
VN030073	1	1	6	420	80
VN030073	2	2	1	1500	80
VN030073	3	8	5	820	80
VN030074	1	1	4	60	2
VN030075	1	1	7	100	2
VN030075	2	8	2	500	1
VN030075	3	2	1	1400	1
VN030078	1	1	5	320	80
VN030078	2	2	1	1400	1
VN030078	3	8	6	820	80
VN030079	1	1	5	350	80
VN030079	2	8	6	1200	80
VN030081	1	1	10	120	2
VN030081	2	8	2	60	1
VN030082	1	1	7	100	1
VN030082	2	8	2	70	1
VN030083	1	1	5	370	80
VN030083	2	2	1	1400	1
VN030083	3	8	6	920	80
VN030086	1	25	1	90000	1
VN030087	1	1	3	250	80
VN030087	2	2	1	1400	1
VN030087	3	13	4	420	3
VN030088	1	1	3	255	80
VN030088	2	8	5	900	80
VN030089	1	1	3	230	80
VN030089	2	8	5	490	80
VN030090	1	13	1	30000	80
VN030092	1	1	3	120	80
VN030092	2	2	1	1200	1
VN030092	3	8	5	720	80
VN030094	1	1	3	150	80
VN030094	2	2	1	1000	1
VN030094	3	8	6	530	80
VN030095	1	1	7	30	2
VN030095	2	2	1	1000	1
VN030095	3	8	1	30	1
VN030096	1	1	3	30	2
VN030097	1	1	7	25	3
VN030097	2	8	1	50	2
VN030098	1	1	4	150	1
VN030098	2	8	1	500	1
VN030099	1	1	3	40	1
VN030099	2	8	1	200	1
VN030100	1	1	5	200	1
VN030100	2	8	1	200	1
VN030120	1	1	6	100	2
VN030127	1	30	3	1500	1
VN030127	2	18	1	300	1
VN030127	3	14	1	4000	1
VN030129	1	21	4	453	1
VN030130	1	1	3	120	80
VN030130	2	2	1	1400	2
VN030130	3	8	6	580	80
VN030131	1	1	5	200	1
VN030132	1	1	5	200	80
VN030132	2	8	1	500	80
VN030138	1	22	-77	-77	1
VN030139	1	23	8	1700	3
VN030139	2	24	1	250	3
VN040001	1	25	1	5000	1
VN040002	1	30	1	700	1
VN040002	2	30	3	700	1
VN040003	1	15	1	500	1
VN040003	2	30	1	500	1
VN040004	1	31	1	600	1
VN040004	2	30	2	80	1
VN040006	1	30	1	700	3
VN040006	2	30	1	500	3
VN040008	1	30	1	100	2
VN040008	2	30	2	150	2
VN040009	1	13	-77	2000	1
VN040009	2	13	20	20000	1
VN040010	1	30	2	1600	1
VN040012	1	30	18	16000	1
VN040012	2	31	1	25000	1
VN040013	1	31	1	10000	2
VN040013	2	30	3	5000	2
VN040014	1	30	6	66	3
VN040014	2	15	1	1000	1
VN040015	1	31	1	10000	1
VN040015	2	30	15	20000	1
VN040016	1	30	2	500	1
VN040017	1	31	1	400	1
VN040017	2	30	1	50	99
VN040018	1	30	1	300	1
VN040018	2	30	1	300	1
VN040020	1	25	1	7000	4
VN040021	1	31	1	9000	1
VN040021	2	30	1	2000	1
VN040022	1	23	20	1400	4
VN040022	2	23	60	600	4
VN040022	3	15	-77	500	4
VN040023	1	31	.33	20000	90
VN040023	2	30	.33	7000	90
VN040024	1	30	4	3000	1
VN040025	1	30	2	1000	1
VN040026	1	31	1	50000	1
VN040026	2	30	25	40000	1
VN040026	3	30	1	20000	1
VN040028	1	31	1	12000	2
VN040028	2	30	20	25000	2
VN040029	1	31	1	1000	4
VN040029	2	30	5	1000	4
VN040030	1	30	2	2500	1
VN040030	2	30	1	1500	1
VN040031	1	30	4	4000	1
VN040033	1	30	3	1500	1
VN040034	1	30	5	8000	1
VN040035	1	25	1	5000	1
VN040038	1	25	1	5000	1
VN040039	1	21	1	400	3
VN040039	2	12	2	100	3
VN040039	3	30	1	50	3
VN040043	1	30	2	2000	3
VN040045	1	30	3	3000	1
VN040046	1	30	1	18	1
VN040047	1	23	-77	500	4
VN040048	1	23	1	20	2
VN040048	2	8	6	120	2
VN040049	1	30	6	7000	5
VN040049	2	30	1	700	5
VN040050	1	25	1	7000	1
VN040051	1	30	1	1000	1
VN040052	1	31	1	10000	1
VN040052	2	30	6	5000	1
VN040053	1	30	6	3000	2
VN040054	1	30	3	3000	1
VN040055	1	30	2	2000	1
VN040056	1	31	1	1000	1
VN040056	2	30	1	5000	1
VN040059	1	15	6	66	2
VN040060	1	23	20	2000	80
VN040060	2	30	1	10000	80
VN040062	1	31	.2	22000	90
VN040062	2	30	.2	6000	90
VN040063	1	31	.33	250	1
VN040063	2	30	1	7000	1
VN040064	1	31	.33	80000	90
VN040064	2	30	.33	20000	90
VN040065	1	31	1	19000	1
VN040065	2	30	1	4000	1
VN040065	3	30	1	10	1
VN040066	1	31	.25	30000	80
VN040066	2	30	1	500	1
VN040069	1	31	1	30000	80
VN040069	2	30	1	800	80
VN040069	3	30	1	500	80
VN040070	1	31	.5	35000	90
VN040070	2	30	.5	10000	90
VN040071	1	25	1	8000	1
VN040073	1	31	1	23000	1
VN040073	2	30	1	10000	1
VN040075	1	31	1	75000	80
VN040076	1	23	1	500	1
VN040077	1	23	-77	200	5
VN040079	1	30	4	5800	1
VN040080	1	25	1	15000	1
VN040081	1	30	6	12000	1
VN040082	1	15	1	1500	1
VN040083	1	30	1	1300	1
VN040083	2	88	1	120	2
VN040084	1	31	1	1000	1
VN040084	2	30	6	400	3
VN040085	1	30	6	700	3
VN040087	1	30	1	1000	1
VN040088	1	31	1	150	1
VN040088	2	30	7	350	1
VN040089	1	9	1	500	2
VN040090	1	31	1	3000	1
VN040090	2	30	6	700	1
VN040091	1	26	2	100	1
VN040092	1	30	1	700	1
VN040092	2	30	7	1400	1
VN040093	1	23	50	250	2
VN040094	1	30	1	600	2
VN040094	2	30	4	280	2
VN040095	1	30	3	4500	4
VN040096	1	1	1	50	2
VN040097	1	31	1	2000	1
VN040097	2	30	1	1000	1
VN040097	3	30	2	60	1
VN040098	1	30	1	700	1
VN040098	2	30	1	500	1
VN040100	1	31	.5	5500	80
VN040100	2	30	12	20000	1
VN040106	1	1	3	40	2
VN040108	1	31	.5	15000	90
VN040108	2	30	.5	5000	1
VN040113	1	1	4	25	5
VN040113	2	3	1	18	5
VN040113	3	8	2	40	5
VN040118	1	23	1	1300	2
VN040119	1	30	12	12000	2
VN040122	1	25	1	5000	1
VN040129	1	23	1	500	3
VN040143	1	31	.33	7000	80
VN040145	1	30	2	2000	1
VN040145	2	30	2	5000	1
VN040151	1	31	1	30000	1
VN040164	1	31	1	70000	1
VN040164	2	30	1	6000	1
VN040174	1	26	1	0	2
VN050001	1	1	1	100	2
VN050001	2	8	1	1000	2
VN050003	1	5	1	700	3
VN050003	2	8	3	150	3
VN050004	1	8	3	3000	1
VN050004	2	5	1	1000	1
VN050005	1	30	1	300	1
VN050006	1	5	1	2800	1
VN050006	2	8	2	8000	1
VN050006	3	30	24	700	1
VN050007	1	23	5	1000	2
VN050009	1	3	1	60	1
VN050009	2	1	3	60	1
VN050010	1	1	3	60	1
VN050010	2	3	1	140	1
VN050010	3	5	1	250	1
VN050011	1	8	2	1000	1
VN050012	1	8	2	3000	1
VN050012	2	5	1	200	1
VN050014	1	25	1	50	5
VN050016	1	23	3	1200	2
VN050017	1	3	0	0	77
VN050017	2	6	0	0	77
VN050017	3	1	2	15	1
VN050018	1	30	2	4000	1
VN050018	2	30	1	800	1
VN050019	1	31	1	1000	4
VN050019	2	30	1	200	4
VN050021	1	8	2	3000	1
VN050021	2	5	1	500	1
VN050022	1	8	1	2500	3
VN050022	2	5	1	500	3
VN050023	1	9	8	400	1
VN050024	1	8	5	8000	1
VN050024	2	5	4	6000	1
VN050024	3	31	2	200	1
VN050025	1	23	5	1500	2
VN050025	2	25	1	3000	2
VN050026	1	8	1	150	6
VN050029	1	25	1	8000	3
VN050029	2	30	2	200	3
VN050031	1	7	1	1000	1
VN050031	2	30	1	2000	1
VN050033	1	30	5	70000	9
VN050034	1	23	-77	40	2
VN050034	2	15	-77	40	2
VN050035	1	30	1	1500	2
VN050035	2	30	1	500	2
VN050038	1	8	3	3500	90
VN050038	2	5	1	500	90
VN050038	3	31	1	500	3
VN050040	1	23	4	1200	2
VN050041	1	5	1	500	4
VN050041	2	30	77	40	4
VN050042	1	30	2	20	1
VN050043	1	3	1	10	1
VN050043	2	6	0	-99	99
VN050044	1	1	3	60	2
VN050045	1	1	3	50	3
VN050046	1	23	6	15000	2
VN050047	1	23	3	3000	2
VN050049	1	3	1	20	1
VN050049	2	1	4	169	1
VN050050	1	1	3	350	3
VN050050	2	5	5	12000	5
VN050050	3	8	6	3000	5
VN050052	1	5	1	2000	2
VN050052	2	8	1	1000	2
VN050053	1	8	1	500	3
VN050054	1	8	1	1450	1
VN050055	1	31	1	200	1
VN050055	2	5	1	1000	1
VN050055	3	8	3	3000	1
VN050056	1	23	8	15	2
VN050056	2	15	10	30	2
VN050057	1	5	1	1000	5
VN050057	2	8	2	1375	5
VN050059	1	5	1	500	3
VN050059	2	8	1	1000	3
VN050060	1	5	1	1500	99
VN050060	2	8	1	3000	99
VN050061	1	5	1	1500	3
VN050061	2	8	1	500	3
VN050062	1	8	2	2600	1
VN050062	2	31	1	100	1
VN050065	1	23	-77	800	2
VN050066	1	5	1	1000	1
VN050066	2	3	1	70	1
VN050066	3	25	1	100	1
VN050068	1	6	0	-99	99
VN050068	2	3	0	-99	99
VN050069	1	1	3	60	2
VN050069	2	5	1	200	2
VN050069	3	3	0	-99	99
VN050070	1	6	1	10000	4
VN050073	1	3	1	30	1
VN050073	2	5	1	300	1
VN050073	3	1	5	50	1
VN050075	1	1	4	50	1
VN050076	1	23	4	500	2
VN050077	1	15	-77	300	1
VN050078	1	17	10	800	1
VN050079	1	31	1	15000	1
VN050079	2	23	7	7000	1
VN050079	3	30	1	16000	1
VN050080	1	30	1	0	99
VN050081	1	5	1	350	1
VN050081	2	3	1	200	1
VN050081	3	8	2	1200	1
VN050082	1	3	1	40	1
VN050082	2	1	11	100	1
VN050083	1	1	3	100	2
VN050083	2	5	1	350	2
VN050084	1	23	3	200	2
VN050085	1	1	4	50	3
VN050085	2	3	0	-99	99
VN050085	3	8	1	300	3
VN050086	1	3	1	3000	1
VN050086	2	5	1	3500	1
VN050086	3	1	8	400	1
VN050087	1	5	0	-99	99
VN050087	2	3	0	-99	99
VN050087	3	1	2	20	2
VN050089	1	1	3	50	9
VN050091	1	5	1	150	2
VN050091	2	3	1	200	2
VN050091	3	1	4	30	2
VN050092	1	1	1	10	1
VN050092	2	3	0	-99	99
VN050093	1	1	4	4	3
VN050093	2	3	1	300	3
VN050094	1	1	2	30	2
VN050094	2	3	1	200	2
VN050094	3	5	1	1000	2
VN050095	1	1	3	100	3
VN050095	2	3	1	100	3
VN050096	1	1	1	20	1
VN050097	1	1	3	20	2
VN050097	2	3	1	100	2
VN050098	1	1	1	10	3
VN050100	1	1	3	60	3
VN050100	2	3	0	-99	99
VN050100	3	5	1	400	3
VN050102	1	1	6	30	1
VN050102	2	3	0	-99	99
VN050102	3	6	0	-99	99
VN050103	1	1	3	125	3
VN050104	1	1	4	100	4
VN050105	1	5	1	5000	1
VN050105	2	8	4	5000	1
VN050105	3	31	1	500	1
VN050107	1	5	1	1000	1
VN050107	2	8	1	2000	1
VN050107	3	1	1	10	1
VN050108	1	6	1	3000	3
VN050108	2	5	1	1000	3
VN050108	3	8	1	1500	3
VN050114	1	1	1	15	2
VN050115	1	1	7	250	1
VN050115	2	3	1	2000	1
VN050115	3	5	1	2000	1
VN050117	1	1	4	30	2
VN050117	2	5	1	100	2
VN050117	3	26	1	2000	1
VN050118	1	30	2	0	1
VN060001	1	1	3	180	1
VN060004	1	5	1	1600	1
VN060004	2	8	3	2200	1
VN060006	1	5	1	700	2
VN060006	2	8	2	6000	2
VN060010	1	13	2	46	1
VN060014	1	18	2	3000	2
VN060015	1	5	2	200	4
VN060015	2	8	2	200	4
VN060015	3	1	3	21	4
VN060018	1	5	3	5400	1
VN060018	2	8	5	3000	1
VN060019	1	1	4	160	80
VN060023	1	1	3	118	2
VN060024	1	25	1	11000	2
VN060025	1	25	1	5000	2
VN060026	1	23	2	400	6
VN060027	1	5	2	2400	4
VN060027	2	8	2	2200	4
VN060029	1	1	3	125	80
VN060031	1	25	1	3000	1
VN060031	2	23	4	200	1
VN060032	1	9	8	250	80
VN060032	2	10	3	600	80
VN060033	1	5	2	3200	3
VN060033	2	8	3	2600	3
VN060036	1	5	1	500	2
VN060037	1	5	3	4800	1
VN060037	2	8	2	3200	1
VN060038	1	1	3	85	80
VN060040	1	1	2	86	2
VN060040	2	8	2	1200	2
VN060041	1	1	2	60	2
VN060041	2	30	1	300	2
VN060043	1	5	1	1000	1
VN060043	2	3	1	40	1
VN060043	3	8	2	300	1
VN060044	1	21	1	1000	3
VN060048	1	1	3	165	1
VN060048	2	8	2	1000	1
VN060049	1	30	2	100	3
VN060050	1	1	3	186	2
VN060050	2	8	5	1200	2
VN060051	1	1	3	210	80
VN060051	2	30	2	280	80
VN060052	1	30	3	2000	1
VN060052	2	8	3	1000	1
VN060052	3	31	1	300	1
VN060057	1	5	1	300	1
VN060057	2	15	4	100	2
VN060059	1	5	6	9000	3
VN060059	2	30	5	750	3
VN060061	1	5	1	500	4
VN060061	2	8	1	100	4
VN060064	1	1	2	45	1
VN060064	2	8	1	210	2
VN060065	1	30	5	0	1
VN060066	1	30	-77	10000	1
VN060068	1	1	3	27	1
VN060068	2	5	1	2000	1
VN060068	3	3	1	400	1
VN060069	1	30	1	400	1
VN060069	2	30	-77	-77	1
VN060070	1	1	4	200	1
VN060071	1	5	1	100	1
VN060071	2	30	1	30	1
VN060073	1	1	3	152	2
VN060073	2	8	3	915	2
VN060074	1	23	5	1000	2
VN060075	1	1	3	25	80
VN060075	2	4	1	5000	80
VN060076	1	1	3	24	3
VN060077	1	5	1	800	1
VN060078	1	1	4	160	3
VN060080	1	1	4	85	80
VN060082	1	1	2	0	1
VN060082	2	5	1	200	1
VN060084	1	1	3	140	1
VN060084	2	8	1	235	2
VN060086	1	1	3	180	1
VN060086	2	8	2	615	2
VN060087	1	1	3	175	2
VN060087	2	8	3	775	2
VN060088	1	5	1	2000	3
VN060088	2	3	1	150	3
VN060088	3	1	2	0	3
VN060092	1	1	3	85	1
VN060093	1	1	5	126	3
VN060094	1	23	3	150	1
VN060094	2	25	3	4500	1
VN060095	1	1	4	160	5
VN060096	1	1	4	60	1
VN060096	2	3	1	40	1
VN060097	1	1	2	45	1
VN060097	2	30	1	20	1
VN060098	1	1	2	70	1
VN060098	2	3	1	290	1
VN060098	3	8	1	95	1
VN060103	1	5	2	3800	3
VN060103	2	8	3	4000	3
VN060103	3	1	2	156	3
VN060105	1	13	3	60	1
VN060106	1	9	4	500	4
VN060108	1	2	2	2000	3
VN060108	2	8	2	2500	3
VN060115	1	1	4	385	3
VN060115	2	5	3	4800	3
VN060115	3	8	7	4100	3
VN060119	1	1	4	28	1
VN060119	2	3	1	200	1
VN060127	1	1	3	24	2
VN070001	1	30	2	30000	2
VN070001	2	25	2	700000	2
VN070001	3	23	4	10000	2
VN070002	1	1	4	100	1
VN070003	1	1	2	25	2
VN070003	2	5	1	450	2
VN070005	1	23	7	400	1
VN070006	1	3	1	120	3
VN070006	2	5	1	500	3
VN070006	3	1	5	100	3
VN070007	1	23	-77	200	2
VN070008	1	31	1	180	3
VN070008	2	30	3	250	3
VN070009	1	25	1	4000	3
VN070010	1	25	2	42000	4
VN070010	2	23	17	2000	4
VN070011	1	25	2	300	1
VN070012	1	1	3	100	1
VN070016	1	25	1	50	2
VN070018	1	23	7	400	3
VN070018	2	25	1	50	3
VN070019	1	23	12	6000	1
VN070021	1	25	1	3000	2
VN070021	2	23	4	80	2
VN070022	1	23	2	200	2
VN070026	1	5	2	1000	3
VN070026	2	3	1	250	3
VN070028	1	21	1	350	2
VN070028	2	30	2	100	2
VN070029	1	31	1	600	1
VN070029	2	30	20	100	1
VN070030	1	25	1	2000	2
VN070031	1	30	2	970	1
VN070032	1	3	1	50000	2
VN070032	2	5	0	-99	99
VN070032	3	8	1	6000	2
VN070034	1	5	1	400	1
VN070034	2	3	1	150	1
VN070034	3	8	1	2000	1
VN070036	1	25	1	70	4
VN070036	2	1	3	20	4
VN070037	1	5	1	2000	1
VN070037	2	3	1	1000	1
VN070037	3	1	4	60	1
VN070038	1	5	1	1600	2
VN070038	2	3	1	1000	2
VN070038	3	1	5	100	2
VN070039	1	31	1	5000	80
VN070039	2	25	2	600	80
VN070040	1	5	2	2000	1
VN070040	2	3	1	2000	1
VN070040	3	1	6	300	1
VN070041	1	5	1	200	1
VN070041	2	3	1	200	1
VN070041	3	1	7	50	1
VN070042	1	5	1	400	1
VN070042	2	3	1	100	1
VN070042	3	1	9	70	1
VN070043	1	1	1	700	4
VN070044	1	1	4	200	2
VN070044	2	3	1	50	2
VN070045	1	1	3	500	1
