PLACEID	DWAGIDR5	MAVWG	MADWG01	MADWG02	MADWG03	FAVWG	FADWG01	FADWG02	FADWG03
15	1	300	0	88	88	180	0	88	88
15	2	250	0	88	88	150	0	88	88
15	3	350	0	88	88	-1111	88	88	88
15	4	250	0	88	88	150	0	88	88
16	1	500	2	3	88	-1111	88	88	88
16	2	300	3	88	88	120	3	88	88
16	3	400	3	88	88	150	3	88	88
16	4	300	6	88	88	150	6	88	88
17	1	500	2	88	88	-1111	88	88	88
17	2	350	0	88	88	200	0	88	88
17	3	300	0	88	88	-1111	88	88	88
17	4	200	0	88	88	100	0	88	88
18	1	400	0	88	88	190	0	88	88
18	2	300	0	88	88	70	0	88	88
18	3	350	0	88	88	350	0	88	88
18	4	300	0	88	88	200	0	88	88
19	1	400	4	1	88	-1111	88	88	88
19	2	350	1	88	88	180	1	88	88
19	3	200	0	88	88	-1111	88	88	88
19	4	300	0	88	88	150	0	88	88
20	1	450	0	88	88	450	0	88	88
20	2	300	0	88	88	170	0	88	88
20	3	300	0	88	88	170	0	88	88
20	4	300	0	88	88	170	0	88	88
21	1	250	0	88	88	-1111	88	88	88
21	2	300	0	88	88	150	0	88	88
21	3	500	0	88	88	-1111	88	88	88
21	4	-1111	88	88	88	-1111	88	88	88
22	1	500	0	88	88	-1111	88	88	88
22	2	350	0	88	88	200	0	88	88
22	3	400	0	88	88	-1111	0	88	88
22	4	-1111	88	88	88	-1111	88	88	88
23	1	300	1	2	3	-1111	88	88	88
23	2	400	3	88	88	200	3	88	88
23	3	450	3	88	88	-1111	88	88	88
23	4	-1111	88	88	88	-1111	88	88	88
24	1	600	1	88	88	-1111	88	88	88
24	2	-1111	88	88	88	-1111	88	88	88
24	3	700	3	88	88	200	3	88	88
24	4	400	0	88	88	150	0	88	88
25	1	700	0	88	88	-1111	88	88	88
25	2	-1111	88	88	88	-1111	88	88	88
25	3	800	0	88	88	300	0	88	88
25	4	400	0	88	88	200	0	88	88
26	1	-1111	88	88	88	-1111	88	88	88
26	2	-1111	88	88	88	-1111	88	88	88
26	3	400	88	88	88	-1111	88	88	88
26	4	300	88	88	88	200	88	88	88
27	1	350	0	88	88	-1111	88	88	88
27	2	250	0	88	88	130	0	88	88
27	3	-1111	0	88	88	-1111	88	88	88
27	4	250	0	88	88	150	0	88	88
28	1	350	0	88	88	-1111	88	88	88
28	2	300	0	88	88	120	0	88	88
28	3	350	0	88	88	250	0	88	88
28	4	300	0	88	88	300	0	88	88
29	1	400	0	88	88	-1111	88	88	88
29	2	300	0	88	88	130	0	88	88
29	3	350	0	88	88	250	0	88	88
29	4	250	0	88	88	150	0	88	88
30	1	500	0	88	88	-1111	88	88	88
30	2	200	0	88	88	130	0	88	88
30	3	250	0	88	88	-1111	88	88	88
30	4	200	0	88	88	200	0	88	88
31	1	300	0	88	88	-1111	88	88	88
31	2	250	0	88	88	150	0	88	88
31	3	300	0	88	88	-1111	88	88	88
31	4	250	0	88	88	150	0	88	88
32	1	300	0	88	88	-1111	88	88	88
32	2	300	0	88	88	140	0	88	88
32	3	400	0	88	88	-1111	88	88	88
32	4	350	0	88	88	-1111	88	88	88
33	1	400	0	88	88	-1111	88	88	88
33	2	250	0	88	88	200	0	88	88
33	3	240	0	88	88	200	0	88	88
33	4	200	0	88	88	150	0	88	88
34	1	450	0	88	88	-1111	88	88	88
34	2	350	0	88	88	250	0	88	88
34	3	400	0	88	88	350	0	88	88
34	4	350	0	88	88	300	0	88	88
35	1	400	1	2	4	-1111	88	88	88
35	2	200	2	88	88	100	2	88	88
35	3	400	0	88	88	-1111	88	88	88
35	4	300	0	88	88	200	0	88	88
36	1	300	1	2	3	-1111	88	88	88
36	2	150	0	88	88	100	0	88	88
36	3	500	0	88	88	-1111	88	88	88
36	4	250	0	88	88	200	0	88	88
37	1	200	1	2	4	-1111	88	88	88
37	2	150	0	88	88	120	0	88	88
37	3	400	0	88	88	-1111	88	88	88
37	4	200	0	88	88	200	0	88	88
38	1	150	0	88	88	-1111	0	88	88
38	2	100	0	88	88	100	0	88	88
38	3	400	0	88	88	-1111	0	88	88
38	4	400	0	88	88	300	0	88	88
40	1	200	1	2	4	-1111	88	88	88
40	2	150	0	88	88	120	0	88	88
40	3	400	0	88	88	-1111	0	88	88
40	4	300	0	88	88	200	0	88	88
41	1	300	1	2	4	-1111	0	88	88
41	2	200	0	88	88	150	0	88	88
41	3	400	0	88	88	-1111	88	88	88
41	4	200	0	88	88	150	0	88	88
42	1	500	0	88	88	-1111	88	88	88
42	2	200	0	88	88	150	0	88	88
42	3	400	0	88	88	-1111	88	88	88
42	4	200	0	88	88	200	0	88	88
43	1	450	1	2	4	-1111	88	88	88
43	2	250	0	88	88	150	0	88	88
43	3	300	0	88	88	-1111	88	88	88
43	4	300	2	88	88	200	2	88	88
44	1	300	0	88	88	-1111	88	88	88
44	2	250	0	88	88	100	0	88	88
44	3	400	0	88	88	-1111	88	88	88
44	4	300	0	88	88	300	0	88	88
45	1	400	0	88	88	-1111	88	88	88
45	2	250	0	88	88	150	0	88	88
45	3	300	0	88	88	-1111	88	88	88
45	4	300	0	88	88	200	0	88	88
46	1	400	0	88	88	-1111	88	88	88
46	2	200	0	88	88	100	0	88	88
46	3	350	0	88	88	-1111	88	88	88
46	4	250	0	88	88	200	0	88	88
47	1	400	1	2	0	-1111	88	88	88
47	2	200	1	0	88	150	1	0	88
47	3	500	0	88	88	-1111	88	88	88
47	4	450	1	0	88	400	1	0	88
48	1	350	0	88	88	-1111	88	88	88
48	2	-1111	88	88	88	-1111	88	88	88
48	3	550	1	0	88	450	1	0	88
48	4	340	1	2	0	250	1	2	0
49	1	450	0	0	0	300	0	0	0
49	2	-1111	0	0	0	-1111	0	0	0
49	3	550	0	0	0	-1111	0	0	0
49	4	390	0	2	0	300	0	2	0
50	1	350	1	2	4	-1111	88	88	88
50	2	200	0	2	4	180	2	5	88
50	3	-1111	88	88	88	-1111	88	88	88
50	4	150	2	4	0	140	2	5	0
51	1	300	1	2	0	200	1	2	0
51	2	200	2	0	88	150	2	0	88
51	3	-1111	88	88	88	-1111	88	88	88
51	4	-1111	88	88	88	-1111	88	88	88
52	1	350	2	4	0	250	2	5	0
52	2	150	0	88	88	100	0	88	88
52	3	280	0	88	88	-1111	88	88	88
52	4	100	1	2	0	110	1	2	0
53	1	400	1	2	4	280	1	2	5
53	2	200	2	4	0	150	2	5	88
53	3	-1111	88	88	88	-1111	88	88	88
53	4	120	2	4	0	110	2	5	0
54	1	350	2	4	0	250	2	5	88
54	2	400	0	88	88	300	0	88	88
54	3	500	2	0	88	-1111	88	88	77
54	4	250	2	0	88	250	2	0	88
55	1	-1111	88	88	88	-1111	88	88	88
55	2	300	1	2	4	150	1	2	5
55	3	-1111	88	88	88	-1111	88	88	88
55	4	200	2	0	88	100	2	0	88
56	1	400	1	2	3	-1111	88	88	88
56	2	300	0	0	0	150	0	0	0
56	3	0	0	0	0	0	0	0	0
56	4	1500	2	0	0	1500	2	0	0
57	1	400	2	4	88	-1111	88	88	88
57	2	300	2	4	0	200	2	0	88
57	3	500	0	88	88	300	0	88	88
57	4	150	2	0	88	150	2	0	88
58	1	-1111	88	88	88	-1111	88	88	88
58	2	300	2	4	3	200	2	5	0
58	3	-1111	88	88	88	-1111	88	88	88
58	4	500	2	0	88	250	2	0	88
61	1	250	6	88	88	150	6	88	88
61	2	200	6	88	88	100	6	88	88
61	3	400	0	88	88	-1111	88	88	88
61	4	300	0	88	88	200	0	88	88
62	1	250	6	88	88	150	6	88	88
62	2	200	6	88	88	110	6	88	88
62	3	400	0	88	88	-1111	88	88	88
62	4	300	0	88	88	200	0	88	88
63	1	300	6	88	88	150	6	88	88
63	2	250	6	88	88	120	6	88	88
63	3	400	0	88	88	-1111	88	88	88
63	4	250	0	88	88	150	0	88	88
64	1	300	0	88	88	250	0	88	88
64	2	250	88	88	88	200	88	88	88
64	3	400	88	88	88	-1111	88	88	88
64	4	300	88	88	88	250	88	88	88
65	1	300	6	88	88	200	6	88	88
65	2	300	6	88	88	200	6	88	88
65	3	400	0	88	88	-1111	88	88	88
65	4	300	6	88	88	200	6	88	88
66	1	300	6	88	88	200	6	88	88
66	2	200	6	88	88	150	6	88	88
66	3	400	1	88	88	-1111	88	88	88
66	4	350	1	88	88	250	6	88	88
67	1	300	1	6	88	150	6	88	88
67	2	250	6	88	88	150	6	88	88
67	3	400	0	88	88	-1111	88	88	88
67	4	400	0	88	88	200	0	88	88
68	1	300	6	88	88	150	6	88	88
68	2	250	6	88	88	125	6	88	88
68	3	300	0	88	88	250	0	88	88
68	4	300	0	88	88	250	0	88	88
69	1	300	6	88	88	200	6	88	88
69	2	250	6	88	88	150	6	88	88
69	3	350	0	88	88	-1111	88	88	88
69	4	300	0	88	88	250	0	88	88
70	1	350	6	88	88	250	6	88	88
70	2	300	6	88	88	200	6	88	88
70	3	300	0	88	88	-1111	88	88	88
70	4	400	0	88	88	250	0	88	88
71	1	-1111	88	88	88	-1111	88	88	88
71	2	200	0	88	88	150	0	88	88
71	3	350	0	88	88	-1111	88	88	88
71	4	400	0	88	88	150	0	88	88
72	1	300	0	88	88	-1111	88	88	88
72	2	300	0	88	88	150	0	88	88
72	3	300	0	88	88	-1111	88	88	88
72	4	200	0	88	88	200	0	88	88
73	1	-1111	88	88	88	-1111	88	88	88
73	2	250	0	88	88	150	0	88	88
73	3	-1111	88	88	88	-1111	88	88	88
73	4	200	0	88	88	150	0	88	88
74	1	-1111	88	88	88	-1111	88	88	88
74	2	200	0	88	88	150	0	88	88
74	3	-1111	88	88	88	-1111	88	88	88
74	4	300	0	88	88	300	0	88	88
75	1	-1111	88	88	88	-1111	88	88	88
75	2	250	0	88	88	150	0	88	88
75	3	-1111	88	88	88	-1111	88	88	88
75	4	300	0	88	88	200	0	88	88
76	1	300	1	88	88	200	1	88	88
76	2	200	0	88	88	150	0	88	88
76	3	400	1	88	88	-1111	88	88	88
76	4	400	0	88	88	200	0	88	88
77	1	300	1	88	88	-7777	88	88	88
77	2	300	4	88	88	250	0	88	88
77	3	500	1	88	88	-7777	88	88	88
77	4	400	0	88	88	300	0	88	88
78	1	400	1	88	88	-1111	88	88	88
78	2	250	0	88	88	200	0	88	88
78	3	250	0	88	88	200	0	88	88
78	4	300	0	88	88	200	0	88	88
79	1	300	1	88	88	200	1	88	88
79	2	250	1	88	88	150	0	88	88
79	3	400	1	88	88	-1111	88	88	88
79	4	400	1	88	88	250	0	88	88
80	1	300	1	88	88	-1111	88	88	88
80	2	250	0	88	88	200	0	88	88
80	3	400	1	88	88	-1111	88	88	88
80	4	300	4	88	88	250	3	88	88
81	1	-1111	88	88	88	-1111	88	88	88
81	2	250	0	88	88	120	0	88	88
81	3	-1111	88	88	88	-1111	88	88	88
81	4	300	0	88	88	150	0	88	88
82	1	-1111	88	88	88	-1111	88	88	88
82	2	250	0	88	88	150	0	88	88
82	3	-1111	88	88	88	-1111	88	88	88
82	4	300	0	88	88	150	0	88	88
83	1	-1111	88	88	88	-1111	88	88	88
83	2	200	0	88	88	100	0	88	88
83	3	-1111	88	88	88	-1111	88	88	88
83	4	300	0	88	88	150	0	88	88
84	1	-1111	0	0	0	-1111	0	0	0
84	2	200	0	0	0	200	0	0	0
84	3	-1111	0	0	0	-1111	0	0	0
84	4	250	0	0	0	150	0	0	0
85	1	-1111	88	88	88	-1111	88	88	88
85	2	200	0	88	88	120	0	88	88
85	3	-1111	88	88	88	-1111	88	88	88
85	4	300	0	88	88	300	0	88	88
86	1	-1111	0	0	0	-1111	0	0	0
86	2	-1111	0	0	0	-1111	0	0	0
86	3	-1111	0	0	0	-1111	0	0	0
86	4	450	0	0	0	350	0	0	0
87	1	-1111	88	88	88	-1111	88	88	88
87	2	-1111	88	88	88	-1111	88	88	88
87	3	-1111	88	88	88	-1111	88	88	88
87	4	400	0	88	88	300	0	88	88
88	1	-1111	88	88	88	-1111	88	88	88
88	2	-1111	88	88	88	-1111	88	88	88
88	3	-1111	88	88	88	-1111	88	88	88
88	4	400	0	88	88	300	0	88	88
89	1	-1111	88	88	88	-1111	88	88	88
89	2	-1111	88	88	88	-1111	88	88	88
89	3	700	0	88	88	-1111	88	88	88
89	4	450	0	88	88	200	0	88	88
90	1	-1111	88	88	88	-1111	88	88	88
90	2	-1111	88	88	88	-1111	88	88	88
90	3	600	0	88	88	300	0	88	88
90	4	500	0	88	88	300	0	88	88
91	1	-1111	88	88	88	-1111	88	88	88
91	2	-1111	88	88	88	-1111	88	88	88
91	3	500	0	88	88	300	0	88	88
91	4	200	0	88	88	200	0	88	88
92	1	500	2	3	0	180	2	3	0
92	2	350	3	0	88	140	3	0	88
92	3	450	3	0	88	200	3	0	88
92	4	250	6	0	88	150	6	0	88
93	1	500	0	88	88	-1111	88	88	88
93	2	300	0	88	88	120	0	88	88
93	3	400	0	88	88	-1111	88	88	88
93	4	250	0	88	88	250	0	88	88
94	1	400	0	88	88	-1111	88	88	88
94	2	200	0	88	88	180	0	88	88
94	3	300	2	0	88	-1111	88	88	88
94	4	300	1	88	88	250	0	88	88
96	1	-1111	88	88	88	-1111	88	88	88
96	2	300	0	88	88	150	0	88	88
96	3	-1111	88	88	88	-1111	88	88	0
96	4	350	0	88	88	150	0	88	88
97	1	450	0	88	88	150	0	88	88
97	2	350	0	88	88	150	0	88	88
97	3	500	0	88	88	150	0	88	88
97	4	300	0	88	88	150	0	88	88
98	1	350	6	4	88	200	6	88	88
98	2	300	6	4	88	200	6	88	88
98	3	400	0	88	88	-1111	88	88	88
98	4	300	0	88	88	200	0	88	88
99	1	500	1	2	4	-1111	88	88	88
99	2	250	0	88	88	150	0	88	88
99	3	350	0	88	88	300	0	88	88
99	4	350	0	88	88	250	0	88	88
101	1	-1111	88	88	88	-1111	88	88	88
101	2	-1111	88	88	88	-1111	88	88	88
101	3	500	0	0	0	-1111	88	88	88
101	4	400	0	0	0	300	0	0	0
102	1	600	88	88	88	600	88	88	88
102	2	-1111	88	88	88	-1111	88	88	88
102	3	350	88	88	88	200	88	88	88
102	4	200	88	88	88	200	88	88	88
