PLACEID	LCPRIDR5	LCLUNIT	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102	PRCESTND
11	34	1 kg	160	6	12	160	6	13	160
11	35	1 kg	400	6	12	400	6	13	400
11	36	1 kg	140	6	12	140	6	13	140
11	37	1 kg	180	6	12	180	6	13	180
11	39	1 kg	30	5	10	30	5	11	30
11	40	1 kg	35	5	10	35	5	11	35
11	41	1 kg	20	5	10	20	5	11	20
11	42	1 kg	30	5	10	30	5	11	30
11	43	1 kg	25	5	10	25	5	11	25
11	44	1 kg	380	1	4	400	1	5	380
11	45	1 kg	700	1	4	700	1	5	700
11	46	1 kg	40	1	4	40	1	5	40
11	47	1 kg	100	1	4	90	1	5	90
11	48	1 kg	20	1	4	20	1	5	20
11	49	1 kg	360	1	4	360	1	5	360
11	50	100g	25	1	4	30	1	5	25
11	51	1 kg	100	1	4	100	1	5	100
11	52	1 kg	250	1	4	300	1	5	250
11	53	12 pieces	40	1	4	40	1	5	40
11	54	1 piece	30	1	4	30	1	5	30
11	55	1 kg	60	1	4	60	1	5	60
11	56	200ml	40	1	4	40	1	5	40
11	57	1 ltr	800	1	4	800	1	5	800
11	59	1 KG	80	1	4	75	1	5	75
12	1	01	11	15	20	11	15	30	10
12	2	1pair	320	17	17	330	17	23	300
12	3	2metars	210	1	11	220	1	13	200
12	4	1.1/2meters	160	1	11	165	1	13	150
12	5	1.2meters	230	1	11	230	1	13	210
12	6	1.30meters	145	1	11	145	1	13	130
12	7	1	4.80000019073486	9	14	5	9	16	4.30000019073486
12	8	1tablet	1.5	9	14	1.60000002384186	9	16	.899999976158142
12	9	1tablet	3.09999990463257	11	14	3	9	16	2.79999995231628
12	10	1tablet	13.5	9	14	13.8000001907349	9	16	12.6000003814697
12	11	1paket	36	3	10	35	3	12	34
12	12	01	11	3	10	10	3	12	9.5
12	13	1liter	30	3	10	30	3	12	25
12	14	1	36	1	12	35	1	15	34
12	15	1	31	1	12	30	1	15	29
12	16	1	100	1	12	105	1	15	95
12	17	1	85	1	12	84	1	15	82
12	18	1	42	1	12	41	1	15	39
12	19	1	145	3	10	140	1	12	130
12	20	1	132	3	10	130	1	12	126
12	21	1	105	1	10	110	1	15	100
12	22	1	48	1	12	46	1	15	45
12	23	1	12	3	10	12	1	12	10
12	24	1	30	1	12	31	1	15	28
12	25	1	54	1	21	55	1	22	50
12	26	1	320	1	21	330	1	22	325
12	27	1	360	1	21	355	1	22	350
12	28	1	420	1	21	425	1	22	410
12	29	1	56	1	21	55	1	22	50
12	30	1	5	3	10	5	1	12	4.5
12	31	1	42	1	21	40	1	22	38
12	32	1	165	6	27	160	6	28	150
12	33	1	550	6	27	540	6	28	530
12	34	1	160	6	18	160	6	19	145
12	35	1	530	6	27	530	6	28	510
12	36	1	140	6	31	135	6	32	125
12	37	1	350	6	31	345	6	32	330
12	39	1	28	3	10	29	5	12	25
12	40	1	25	5	26	26	5	29	23
12	41	1	35	5	26	36	5	29	34
12	42	1	15	3	10	14	5	12	13
12	43	1	30	5	26	30	5	29	28
12	44	1	200	1	12	199	1	15	195
12	45	1	435	1	12	440	1	15	430
12	46	1	41	3	10	42	1	12	40
12	47	1	81	1	12	80	1	15	78
12	48	1	11	3	10	10	1	12	9
12	49	1	450	1	12	455	1	15	435
12	50	100g	25	1	12	26	1	15	23
12	51	1	110	3	10	105	1	12	100
12	52	1	210	1	10	200	1	12	195
12	53	1dozen	35	1	24	34	1	25	30
12	54	1kg	90	1	24	95	1	25	85
12	55	1	100	1	24	95	1	25	90
12	56	200ml	14	1	10	14	1	12	13
12	57	180ml	95	1	33	100	1	33	86
12	59	0	0	1	22	0	1	32	0
13	1	100	20	15	20	22	15	30	19
13	2	PAIR	340	1	17	335	1	23	310
13	3	METER	105	1	11	110	1	13	100
13	4	METER	120	1	11	110	1	13	100
13	5	1METER	230	1	11	220	1	13	210
13	6	1METER	110	1	11	115	1	13	105
13	7	27.5GRMS	23.5	9	14	24	1	16	21.5
13	8	1TAB	1.39999997615814	9	14	1.88999998569489	9	16	1
13	9	1TABLET	3.19000005722046	9	14	3.5	9	16	2.90000009536743
13	10	1TAB	14.5	9	14	15	9	16	14.1000003814697
13	11	1PACKET	36	3	12	35	3	14	34
13	12	175GRAMS	11	3	12	11	3	15	10
13	13	LITRE	35	3	12	34	3	14	32
13	14	KG	29	1	12	30	1	15	28
13	15	KG	34	1	12	32	1	15	29
13	16	KG	90	1	12	95	1	15	86
13	17	KG	84	1	12	86	1	15	82
13	18	KG	42	1	12	40	1	15	39
13	19	KG	150	1	12	146	1	15	140
13	20	KG	122	1	12	120	1	15	119
13	21	KG	110	1	12	110	1	15	100
13	22	KG	32	1	12	30	1	15	28
13	23	100 GRAMS	12	1	21	12	1	22	11
13	24	KG	32	1	21	31	1	22	30
13	25	1LITRE	52	1	12	55	1	15	50
13	26	KG	205	1	12	210	1	15	200
13	27	KG	360	1	21	370	1	22	350
13	28	KG	400	1	21	410	1	22	390
13	29	1LITRE	80	1	21	80	1	22	75
13	30	1PIECE	5	1	12	5	1	15	4
13	31	1KG	44	1	21	46	1	22	40
13	32	1KG	180	6	27	185	6	28	160
13	33	1KG	520	6	27	530	6	28	520
13	34	1KG	180	6	27	180	6	28	165
13	35	1KG	510	6	27	510	6	28	480
13	36	1KG	145	6	31	145	1	32	120
13	37	1KG	300	1	31	320	6	32	280
13	39	KG	30	5	26	29	5	29	28
13	40	1KG35	35	5	26	35	5	29	30
13	41	1KG	40	5	26	45	5	29	35
13	42	1KG	21	3	2	20	3	5	18
13	43	1KG	30	3	2	28	3	5	25
13	44	KG	280	1	2	260	1	5	265
13	45	KG	430	1	2	435	1	5	425
13	46	1KG	40	1	12	42	1	15	38
13	47	1KG	82	1	12	81	1	15	78
13	48	1KG	15	1	12	15	1	15	14
13	49	1KG	450	1	12	460	1	15	435
13	50	KG	300	3	12	320	3	10	280
13	51	1KG	110	1	12	110	1	15	105
13	52	1KG	210	1	12	220	1	15	205
13	53	12PIECES	35	1	24	40	1	25	32
13	54	1PIECE	25	1	24	30	1	25	22
13	55	1KG	90	1	24	95	1	25	80
13	56	200ML	14	1	12	14	1	15	12
13	57	1LITRE	600	1	10	600	1	33	580
13	59	-	0	88	32	0	88	32	0
14	1	1	11	1	20	11	1	30	10
14	2	1	320	1	17	330	1	17	300
14	3	2M	210	1	13	220	1	11	200
14	4	11/2M	160	1	11	165	1	13	150
14	5	1.2M	230	1	13	230	1	11	210
14	6	1.30M	145	1	11	145	1	13	130
14	7	4.2G	4.80000019073486	9	14	5	9	16	4.30000019073486
14	8	1	1.5	9	14	1.60000002384186	9	16	.800000011920929
14	9	1	3.09999990463257	9	14	3	9	16	2.79999995231628
14	10	1	13.5	9	14	13.5	9	16	12.6000003814697
14	11	1	35	3	12	36	3	15	34
14	12	1	10	3	12	10	3	15	9.5
14	13	1	30	3	12	30	3	15	25
14	14	1	31	1	12	30	1	15	29
14	15	1	31	1	12	30	1	15	29
14	16	1	100	1	12	105	1	15	95
14	17	1	100	1	12	105	1	15	95
14	18	1	85	1	12	84	1	15	82
14	19	1	140	1	15	140	1	15	130
14	20	1	130	1	12	130	1	15	126
14	21	1	105	1	12	119	1	15	100
14	22	1	48	1	15	46	1	12	45
14	23	100g	12	1	12	12	1	15	10
14	24	1	30	1	12	31	1	15	28
14	25	1L	54	1	21	55	1	22	50
14	26	1K.G	205	17	21	210	17	22	200
14	27	1K.G	360	17	21	355	17	22	350
14	28	1K.G	200	17	21	210	17	22	200
14	29	1K.G	56	1	12	55	1	15	50
14	30	1	5	3	12	5	8	15	4.5
14	31	1K.G	42	17	12	40	1	15	38
14	32	1KG	165	6	27	160	6	28	150
14	33	1KG	550	6	27	540	6	28	530
14	34	1KG	160	6	27	160	6	28	145
14	35	1KG	530	6	27	530	6	28	510
14	36	1KG	140	6	27	135	6	28	125
14	37	1KG	350	6	27	345	6	28	330
14	39	1KG	28	5	26	29	5	29	25
14	40	1KG	25	5	26	26	5	29	25
14	41	1KG	35	5	29	36	5	26	34
14	42	1KG	14	5	26	15	5	29	13
14	43	1KG	30	5	26	30	5	29	28
14	44	250g	48	3	12	47	3	15	45
14	45	1kg	435	1	15	440	1	12	430
14	46	1kg	41	3	12	42	3	15	40
14	47	1kg	81	1	12	80	1	15	78
14	48	1kg	11	1	12	10	1	15	9
14	49	1kg	450	1	12	455	1	15	435
14	50	100g	25	3	15	26	3	11	23
14	51	1kg	110	1	15	105	1	11	100
14	52	1kg	210	1	12	200	1	15	195
14	53	1dazan	35	1	24	34	1	25	30
14	54	1kg	95	1	24	90	1	25	85
14	55	1kg	100	1	24	95	1	25	90
14	56	1	14	3	12	14	1	15	13
14	57	200ML	95	1	33	100	1	33	86
14	59	0	0	88	1	0	88	33	0
15	1	100 PAGES	13	3	25	12	1	25	10
15	2	1 PAIRE	340	1	21	335	1	23	310
15	3	2 MEATERS	210	1	13	220	1	15	195
15	4	1.60	180	1	13	175	1	15	165
15	5	1.20 MEATERS	230	1	13	240	1	15	220
15	6	1.30	170	1	13	180	1	15	160
15	7	1 PACKET	24.5	9	14	25	9	18	23.3999996185303
15	8	1 TABLET	2.5	9	14	2	9	18	1.60000002384186
15	9	1 TABLET	3.59999990463257	9	14	3.70000004768372	9	18	3.70000004768372
15	10	1 TABLET	13.5	9	14	14	9	18	12.8999996185303
15	11	1 PACKET	35	3	12	34	1	16	33
15	12	1 CAKE	10	3	12	10	1	17	9
15	13	1 LEATER	30	3	12	31	1	16	25
15	14	1 KG	34	1	16	35	1	17	32
15	15	1 KG	31	1	16	32	1	17	30
15	16	100GRAMS	15	1	12	14	1	17	13
15	17	1 KG	86	1	16	87	1	17	85
15	18	1 KG	41	1	16	42	1	17	40
15	19	1 KG	145	3	12	142	1	17	138
15	20	1 KG	132	3	12	131	1	17	126
15	21	1 KG	105	1	16	110	1	17	100
15	22	1 KG	48	1	16	50	1	17	47
15	23	100 GRAMS	12	3	12	11	1	19	11
15	24	1 KG	32	3	12	30	1	19	28
15	25	200 ML	11	3	12	10	1	18	9
15	26	35 GRAMS	10	3	12	10	1	18	9
15	27	1 KG	364	1	18	353	1	20	350
15	28	1 KG	420	1	18	425	1	20	410
15	29	1 LEATER	56	1	18	55	1	20	50
15	30	1 PIECE	5	1	12	5	1	16	4
15	31	1 KG	40	1	12	42	1	16	39
15	32	1 KG	165	6	33	160	6	34	155
15	33	1 KG	550	6	33	550	6	34	510
15	34	1 KG	160	6	33	160	6	34	155
15	35	1 KG	530	6	33	540	6	34	510
15	36	1 KG	150	6	33	160	6	34	140
15	37	1 KG	350	6	33	360	6	34	340
15	39	1 KG	31	3	12	29	5	30	28
15	40	1 KG	35	5	29	36	5	30	34
15	41	1 KG	35	5	29	36	5	30	30
15	42	1 KG	14	3	12	14	5	29	13
15	43	1 KG	30	3	12	31	5	29	28
15	44	250 GRAMS	47	3	12	46	1	17	45
15	45	1 KG	435	1	16	438	1	17	430
15	46	1 KG	42	3	12	40	1	16	38
15	47	1 KG	83	1	12	81	1	12	78
15	48	1 KG	10	3	12	10	1	16	9
15	49	1 KG	450	1	16	455	1	17	440
15	50	100 GRAMS	25	3	12	24	1	16	23
15	51	1 PACKET	5	3	12	5	1	16	4.5
15	52	1 KG	200	1	16	210	1	17	190
15	53	1 DAJANU	40	5	29	45	5	26	38
15	54	1 KG	96	5	29	100	5	26	90
15	55	1 KG	100	5	29	110	5	26	95
15	56	200ML	12	1	16	11	1	17	10
15	57	180 ML	100	1	35	95	1	35	90
15	59	0	0	3	12	0	1	17	0
16	1	01	20	3	7	21	1	19	18
16	2	1 pair	320	1	18	325	1	16	300
16	3	2 m	210	1	8	200	1	10	190
16	4	1 1/2 m	170	1	8	180	1	10	160
16	5	1.20 m	240	1	8	230	1	10	200
16	6	1.30	160	1	8	155	1	10	145
16	7	27.5g	24.5	9	9	25	9	14	23.3999996185303
16	8	125g	2.5	9	9	2	9	14	.899999976158142
16	9	1 tablet	3.59999990463257	9	9	3.79999995231628	9	14	3.20000004768372
16	10	01	13.5	9	9	14	9	14	12.8999996185303
16	11	1 pack	36	3	7	35	1	12	34
16	12	175g	11	3	7	10	1	12	9
16	13	1 leter	32	1	7	31	1	12	28
16	14	1 kg	34	1	7	35	1	12	32
16	15	1kg	31	1	7	31	1	12	29
16	16	1 kg	105	1	7	108	1	12	100
16	17	1 kg	85	1	7	86	1	12	83
16	18	1 kg	40	1	7	41	1	12	39
16	19	1 kg	146	3	7	142	1	12	140
16	20	1 kg	135	3	7	132	1	12	130
16	21	1 kg	105	1	7	110	1	12	100
16	22	1 kg	48	1	7	49	1	12	46
16	23	100 g	11	3	7	10	1	12	9
16	24	1 kg	33	3	7	32	1	12	31
16	25	200 liters	11	3	7	11	1	12	10
16	26	1kg	340	1	7	345	1	12	330
16	27	1 kg	365	1	7	355	1	12	350
16	28	1 kg	420	1	23	425	1	22	410
16	29	1 liter	56	1	23	56	1	22	50
16	30	01	5	1	7	5	1	12	4
16	31	1 kg	40	1	7	42	1	12	39
16	32	1 kg	165	6	29	160	6	28	155
16	33	1 kg	550	6	29	559	6	28	510
16	34	1 kg	160	6	28	160	6	29	155
16	35	1 kg	530	6	29	540	6	28	510
16	36	1 kg	150	6	26	160	6	27	140
16	37	1 kg	350	6	26	360	6	27	340
16	39	1 kg	31	3	7	30	5	25	28
16	40	1 kg	35	5	24	36	5	25	34
16	41	1 kg	35	5	24	34	5	25	32
16	42	1 kg	15	3	7	14	5	24	12
16	43	1 kg	30	3	7	28	5	24	25
16	44	250 g	47	3	7	46	1	12	45
16	45	1 kg	435	1	12	435	1	12	430
16	46	1 kg	41	3	7	40	1	12	38
16	47	1 kg	85	3	7	84	1	12	79
16	48	1 kg	11	3	7	10	1	12	9
16	49	1 kg	455	3	7	450	1	12	440
16	50	100 grams	26	3	7	24	1	12	23
16	51	1 pack	5	3	7	5	1	12	4.5
16	52	1 kg	210	1	13	200	1	15	195
16	53	12 pieces	35	5	21	45	5	21	38
16	54	1 kg	95	5	21	100	5	21	90
16	55	1 kg	100	5	21	110	5	21	95
16	56	200 ml	12	3	7	11	1	12	10
16	57	1 liter	560	1	30	565	1	30	550
16	59	88	88	88	1	88	88	1	88
17	1	1	15	15	20	15	15	20	12
17	2	1 PAIRE	320	17	17	330	17	23	300
17	3	1	210	1	11	220	1	13	200
17	4	1	160	1	11	165	1	13	150
17	5	1	230	1	11	230	1	13	210
17	6	1	145	1	11	145	1	13	130
17	7	1 PACKET	4.80000019073486	9	14	5	9	16	4.30000019073486
17	8	1 TABLETS	1.5	9	14	1.60000002384186	9	16	.899999976158142
17	9	1 TABLETS	3.19000005722046	9	14	3	9	16	2.79999995231628
17	10	1 TABLETS	13.5	9	14	13.8000001907349	9	16	12.6000003814697
17	11	1 PACKET	35	3	12	36	3	15	34
17	12	1	10	3	12	10	3	15	9
17	13	1 LITRE	30	3	12	30	3	15	25
17	14	1 KG	36	1	12	35	1	15	34
17	15	1 KG	31	1	12	30	1	15	28
17	16	1 KG	100	1	12	105	1	15	95
17	17	1 KG	85	1	12	84	1	15	80
17	18	1 KG	42	1	12	41	1	15	39
17	19	1 KG	140	1	12	140	1	15	130
17	20	1 KG	112	1	12	110	1	15	105
17	21	1 KG	105	1	12	110	1	15	100
17	22	1 KG	48	1	12	46	1	15	45
17	23	1	12	1	34	12	1	35	10
17	24	1KG	32	1	12	31	1	15	28
17	25	1 LITRE	54	1	21	55	1	22	50
17	26	1 KG	320	9	14	325	9	16	310
17	27	1 KG	360	1	21	355	1	22	350
17	28	1 KG	420	1	21	425	1	22	410
17	29	1 LITRE	56	1	21	55	1	22	50
17	30	1	5	1	12	5	1	15	4.5
17	31	1 KG	42	1	21	40	1	22	38
17	32	1 KG	165	6	27	160	6	28	150
17	33	1 KG	550	6	27	540	6	28	530
17	34	1 KG	160	6	18	160	6	19	145
17	35	1 KG	530	6	27	530	6	28	510
17	36	1 KG	140	6	31	135	6	32	125
17	37	1 KG	350	6	31	345	6	32	330
17	39	1 KG	28	5	26	29	5	29	25
17	40	1 KG	25	5	26	26	5	29	23
17	41	1 KG	35	5	26	36	5	29	34
17	42	1 KG	14	5	26	15	5	29	13
17	43	1 KG	30	5	26	30	5	29	28
17	44	1 KG	192	1	12	195	1	15	190
17	45	1 KG	435	1	12	440	1	15	430
17	46	1 KG	41	1	12	42	1	15	40
17	47	1 KG	81	1	12	80	1	15	78
17	48	1 KG	11	1	12	10	1	15	9
17	49	1 KG	450	1	12	455	1	15	435
17	50	100 GRAMS	25	1	12	26	1	15	23
17	51	1 KG	110	1	34	105	1	35	100
17	52	1 KG	210	1	34	200	1	35	190
17	53	12 PIECES	35	1	24	34	1	25	30
17	54	1 KG	95	1	24	90	1	25	85
17	55	1 KG	100	1	24	95	1	25	90
17	56	200 ML	14	1	12	14	1	15	13
17	57	1 LITRE	760	1	33	760	1	33	730
17	59	0	0	88	19	0	88	20	0
18	1	100 PAGES	10	15	10	11	15	6	9
18	2	1 PAIRE	300	17	28	320	17	30	290
18	3	2 MEETARS	180	1	22	170	1	23	150
18	4	11/2	150	1	23	165	1	22	135
18	5	1.10 MEATERS	210	1	22	205	1	23	190
18	6	1.20	140	1	23	130	1	22	110
18	7	1PACKET	20	9	20	21	9	21	18.3999996185303
18	8	1 TABLET	1	9	20	1.60000002384186	9	21	1.89999997615814
18	9	1 TABLET	2.89000010490417	9	20	3	9	22	2.40000009536743
18	10	1TABLET	15	9	20	14.5	9	22	13.3999996185303
18	11	1 PACKET	35	3	24	35	3	25	30
18	12	1CAKE	10	3	24	10	3	25	9
18	13	1 LEATER	35	3	24	33	3	25	30
18	14	1KG	32	1	24	30	1	25	30
18	15	1KG	30	1	24	32	1	25	30
18	16	50 GRAM	5	1	24	7	1	25	5
18	17	50 GRAM	4	1	24	5	1	25	4
18	18	1KG	25	1	24	25	1	25	20
18	19	1 KG	160	1	24	150	1	25	140
18	20	1 K.G	125	1	24	125	1	25	120
18	21	1 KG	140	1	24	145	1	25	130
18	22	1 K.G	45	1	24	45	1	25	40
18	23	1 PIECE	10	1	26	11	1	27	19
18	24	1 KG	35	1	24	34	1	25	31
18	25	200ML	11	1	29	10	1	39	9
18	26	50 GRAMS	10	1	24	10	1	25	9
18	27	1KG	380	1	26	380	1	27	350
18	28	1 KG	320	1	26	320	1	27	300
18	29	50 GRAM	10	1	29	10	1	39	9
18	30	1	5	1	24	5	1	25	5
18	31	1KG	150	1	26	155	1	27	130
18	32	1KG	160	6	35	165	6	36	150
18	33	1 KG	500	6	35	510	6	36	490
18	34	1KG	170	6	31	175	6	32	160
18	35	1KG	490	6	35	480	6	36	470
18	36	1KG	130	6	34	135	6	34	125
18	37	1KG	120	6	34	125	6	34	100
18	39	1 KG	24	1	24	23	1	25	20
18	40	1 KG	24	5	24	25	5	25	20
18	41	1KG	50	5	37	55	5	38	40
18	42	1 KG	15	5	24	12	5	25	20
18	43	1 KG	25	5	24	30	5	25	32
18	44	1PACKET	10	1	24	10	1	25	10
18	45	1 PACKET	10	1	24	10	1	25	9
18	46	1 KG	42	1	26	5	1	27	4.5
18	47	1KG	200	1	26	190	1	27	185
18	48	1 KG	10	1	24	10	1	25	9
18	49	1BOTTELE	550	1	24	550	1	25	450
18	50	1 PACKET	10	1	24	26	1	25	23.5
18	51	1 PACKET	5	1	26	5	1	27	4.5
18	52	1 KG	200	1	26	190	1	27	185
18	53	1 DAGANU	35	1	31	35	1	31	30
18	54	1KG	100	1	31	95	1	31	80
18	55	1KG	110	1	31	115	1	31	100
18	56	250ML	15	1	26	14	1	27	12
18	57	180ml	90	1	24	95	1	25	70
18	59	1KG	200	1	26	200	1	27	180
19	1	100 PAGES	15	15	24	16	15	25	13
19	2	1 pair	320	1	25	300	1	24	290
19	3	2.METERS	180	1	18	170	1	19	150
19	4	1.50 METERS	150	1	18	165	1	19	135
19	5	1.10 METERS	210	1	18	205	1	19	180
19	6	1,20 METERS	140	1	18	135	1	19	110
19	7	PACKET	21	9	16	20	9	17	18.3999996185303
19	8	ONE TABLET	1	9	16	1.5	9	17	.899999976158142
19	9	ONE TABLET	3	9	16	3.5	9	17	2.40000009536743
19	10	ONE TABLET	15	9	16	14.5	9	17	13.3999996185303
19	11	PACKET	35	1	20	36	1	21	33.5
19	12	1	5	1	20	5	3	21	4.5
19	13	1 LITRE	33	3	20	35	3	21	30
19	14	1KG	35	1	20	34	1	21	31
19	15	1 KG	30	1	20	32	1	21	29
19	16	1 KG	100	1	20	105	1	21	96
19	17	1 KG	25	1	20	26	1	21	24
19	18	1 KG	21	1	20	20	1	21	18
19	19	1KG	160	1	20	155	1	21	150
19	20	1 KG	125	1	21	124	1	20	120
19	21	1 KG	145	1	20	146	1	21	140
19	22	1 KG	45	1	21	46	1	20	43
19	23	1 PEACE	10	3	22	10	3	23	9
19	24	1KG	36	1	20	37	1	21	32
19	25	1 litre	54	3	34	54	3	35	51
19	26	1kg	340	9	16	345	9	17	336
19	27	1 KG	380	1	34	385	1	35	375
19	28	1 KG	300	1	34	310	1	35	295
19	29	1 LITRE	55	1	34	56	1	35	50
19	30	1 PIECE	4.5	1	20	5	1	21	4
19	31	1 KG	30	1	34	30	1	35	28
19	32	1KG	160	6	30	150	6	31	145
19	33	1KG	480	6	30	500	6	31	465
19	34	1KG	180	6	28	170	6	28	165
19	35	1KG	500	6	30	520	6	31	490
19	36	1KG	135	17	34	130	17	29	120
19	37	01 KG	300	17	29	310	17	29	290
19	39	1KG	20	1	21	22	1	20	19
19	40	1 KG	25	5	32	24	5	33	20
19	41	1 KG	30	5	33	28	5	32	25
19	42	1 KG	24	5	32	26	5	33	20
19	43	1 KG	28	5	32	30	5	33	25
19	44	1KG	245	1	20	248	1	21	240
19	45	1 KG	450	1	21	455	1	20	440
19	46	1KG	42	1	20	41	1	21	38
19	47	1KG	84	1	20	80	1	21	75
19	48	1KG	10	1	20	10	1	21	9
19	49	1 KG	550	1	21	540	1	20	525
19	50	100 G	24	1	20	26	1	21	22
19	51	1 KG	210	1	22	215	1	23	200
19	52	1KG	200	17	22	190	17	23	180
19	53	1 DOZEN	36	3	26	35	4	34	32
19	54	1KG	100	3	26	95	3	34	80
19	55	1KG	110	3	26	115	3	34	100
19	56	200ML	14	1	22	14	1	23	12
19	57	1 LITRE	520	17	36	520	17	36	500
19	59	0	0	16	21	0	16	20	0
20	1	1	11	15	15	11	1	16	10
20	2	1	300	1	25	320	1	26	280
20	3	2	180	1	19	170	1	20	150
20	4	11/2	150	1	19	165	1	20	135
20	5	1.1O	219	1	19	205	1	20	180
20	6	1.20	140	1	19	135	1	20	110
20	7	1	21	9	15	20	9	16	18.3999996185303
20	8	1	1	9	15	1.5	9	16	.899999976158142
20	9	1	3	9	15	3.5	9	16	2.40000009536743
20	10	1	15	9	15	14.5	9	16	13.3999996185303
20	11	1	35	3	20	36	1	21	33
20	12	1	5	3	20	5	1	21	4.5
20	13	1	35	3	20	33	1	21	30
20	14	1	30	1	20	31	1	21	29
20	15	1	30	1	20	31	1	21	29
20	16	1	50	1	20	52	1	21	48
20	17	1	35	1	20	37	1	21	34
20	18	1	30	1	20	38	1	21	38
20	19	1	160	1	22	155	7	21	150
20	20	1	130	1	20	134	7	22	12.8000001907349
20	21	1	145	1	21	146	7	22	140
20	22	1	90	1	21	94	7	22	87
20	23	1	10	3	15	10	1	16	9
20	24	1	36	3	15	37	1	16	32
20	25	1	10	1	21	10	1	22	9
20	26	1	10	1	21	10	1	22	9
20	27	1	410	1	33	390	1	33	335
20	28	1	340	1	33	345	1	33	335
20	29	1	50	17	33	49	17	33	51
20	30	1	4.5	1	20	5	1	21	4
20	31	1	210	17	33	210	17	33	200
20	32	1	250	6	32	160	6	32	145
20	33	1	500	6	29	520	6	30	490
20	34	1	180	6	29	170	6	30	165
20	35	1	480	6	29	500	6	30	480
20	36	1	135	6	29	130	6	30	100
20	37	1	350	6	30	340	6	29	330
20	39	1	20	5	31	22	5	31	19
20	40	1	25	5	31	24	5	31	22
20	41	1	5	5	31	5	5	31	4
20	42	1	21	5	32	20	5	31	18
20	43	1	20	5	32	21	5	31	19
20	44	1	5	1	20	5	1	21	4.75
20	45	1	10	1	20	10	1	21	9
20	46	1	40	1	20	42	1	22	32
20	47	1	84	1	21	80	1	22	75
20	48	1	10	1	21	10	1	22	9
20	49	1	5	1	21	6	1	22	4.5
20	50	1	25	1	21	26	1	22	23.5
20	51	1	5	1	21	5	1	22	4.5
20	52	1	200	1	23	190	1	22	185
20	53	1	35	1	28	36	1	28	30
20	54	1	100	1	28	110	1	27	100
20	55	1	110	1	28	110	1	27	100
20	56	1	14	1	21	14	1	22	12
20	57	1	180	1	21	95	1	28	170
20	59	-	0	88	5	0	88	6	0
21	1	01	11	15	17	10	15	32	9
21	2	PAIR	300	17	26	320	17	27	290
21	3	2METRES	180	17	19	170	17	20	150
21	4	1.5METERS	150	17	19	165	17	20	135
21	5	1.10 METERS	210	17	19	205	17	20	195
21	6	1.20 METERS	140	17	19	130	17	20	110
21	7	1 PACKET	20	9	21	21	9	28	18.3999996185303
21	8	1 TABLET	1	9	21	1.60000002384186	9	28	.899999976158142
21	9	1 TABLET	2.79999995231628	9	21	3	9	28	2.40000009536743
21	10	1 TABLET	15	9	21	14.5	9	28	13.3999996185303
21	11	1 PACKET	12	1	17	12	1	22	11
21	12	1	10	1	17	10	1	22	9
21	13	LITRE	35	1	17	32	1	22	20
21	14	KG	32	1	17	31	1	22	30
21	15	1KG	26	7	17	28	7	22	25
21	16	KG	100	7	17	105	7	22	95
21	17	kg	80	7	17	0	7	22	0
21	18	kg	20	7	17	22	7	22	20
21	19	1KG	160	1	17	140	1	22	130
21	20	kg	120	7	17	115	7	22	110
21	21	1 KG	140	1	17	145	1	22	130
21	22	kg	45	7	17	42	7	22	40
21	23	100 grms	10	17	31	11	17	33	9
21	24	1KG	35	1	17	34	1	22	31
21	25	1litre	52	17	31	52	17	33	49
21	26	50 Grams	10	17	31	10	17	33	9
21	27	kg	380	17	31	375	17	33	372
21	28	KG	300	17	31	310	17	33	295
21	29	LITRE	70	17	31	70	17	33	65
21	30	01	5	1	17	5	1	22	4.5
21	31	KG	30	17	31	32	17	33	28
21	32	1KG	160	6	34	0	6	36	0
21	33	1KG	500	6	34	510	6	36	490
21	34	1KG	170	6	23	175	6	29	160
21	35	1KG	490	6	34	480	6	36	475
21	36	1KG	130	6	35	135	6	37	125
21	37	KG	120	6	35	0	6	37	110
21	39	1KG	24	5	25	23	5	30	20
21	40	1KG	24	5	25	25	5	30	20
21	41	1KG	18	5	25	18	5	30	16
21	42	1KG	22	5	25	22	5	30	20
21	43	1KG	25	5	25	30	5	30	22
21	44	1KG	240	7	17	243	7	22	238
21	45	1KG	650	7	17	660	7	22	645
21	46	1KG	42	7	17	40	7	22	40
21	47	1KG	84	7	17	80	7	22	75
21	48	1KG	10	7	17	10	7	22	9
21	49	1KG	540	7	17	535	7	22	520
21	50	100GRAMES	24	7	17	24	7	22	23.5
21	51	KG	210	7	17	212	7	22	205
21	52	1KG	200	17	31	190	17	33	185
21	53	DOZEN	35	17	25	30	17	30	26
21	54	KG	85	17	25	80	17	30	75
21	55	1KG	110	17	25	115	17	30	100
21	56	200ML	14	17	31	14	17	33	13
21	57	1LITRE	490	17	19	490	17	22	460
21	59	0	0	88	1	0	88	1	0
22	1	100 PAGES	12	1	19	11	1	29	10
22	2	1 PAIR	295	1	23	300	1	24	280
22	3	2METERS	185	1	13	175	1	16	170
22	4	1 METER	146	1	13	148	1	16	135
22	5	1METER	195	1	13	200	1	16	190
22	6	1 METER	130	1	13	140	1	16	135
22	7	1 PACKET	19.5	1	18	20	1	25	18.5
22	8	1 TAB	1	9	18	1	9	25	.899999976158142
