FORMNO	CHILDID	CROPID	CROP	QNTHARV	QNTUNIT	VLCRSLD	CROPCOST
R28YRS	ET161047	1	75	2	2	0	50
R28YRS	ET161047	2	41	4	3	0	15
R28YRS	ET161047	3	10	24	3	0	20
R28YRS	ET161048	1	14	50	46	-77	-77
R28YRS	ET161048	2	44	3	40	75	100
R28YRS	ET161048	3	10	100	10	-77	20
R28YRS	ET161048	4	39	3	49	60	10
R28YRS	ET161048	5	75	8	2	220	250
R28YRS	ET161049	1	41	14	3	0	50
R28YRS	ET161049	2	125	3	2	300	0
R28YRS	ET161049	3	75	4.5	2	190	30
R28YRS	ET161049	4	75	3	2	0	30
R28YRS	ET161049	5	124	1	2	0	0
R28YRS	ET161049	6	75	2	2	0	0
R28YRS	ET161049	7	75	3	2	0	0
R28YRS	ET161049	8	10	10	10	0	0
R28YRS	ET161049	9	14	10	10	200	0
R28YRS	ET161050	1	44	2	2	240	127
R28YRS	ET161050	2	14	-77	77	1770	100
R28YRS	ET161050	3	10	120	10	20	40
R28YRS	ET161050	4	41	100	3	180	100
R28YRS	ET161050	7	26	10	41	260	40
R28YRS	ET161050	8	39	14	6	-77	8
R28YRS	ET161050	9	55	4	41	-77	20
R28YRS	ET161050	10	75	6	2	280	135
R28YRS	ET161050	11	64	5	2	-77	115
R28YRS	ET171003	1	75	5	2	300	60
R28YRS	ET171003	2	76	.5	2	0	0
R28YRS	ET171003	3	5	5	2	0	0
R28YRS	ET171003	4	96	14	1	20	0
R28YRS	ET171005	1	5	6	2	0	0
R28YRS	ET171005	2	75	3	2	0	0
R28YRS	ET171006	1	75	11	2	0	200
R28YRS	ET171006	2	5	11	2	0	0
R28YRS	ET171007	1	75	8	2	0	0
R28YRS	ET171007	2	5	6	2	0	0
R28YRS	ET171008	1	8	7	2	1100	150
R28YRS	ET171008	2	123	5	2	625	40
R28YRS	ET171008	3	5	5	2	260	0
R28YRS	ET171008	4	75	12	2	350	190
R28YRS	ET171009	1	75	30	2	800	300
R28YRS	ET171009	2	8	1.5	2	0	0
R28YRS	ET171009	3	5	10	2	300	0
R28YRS	ET171010	1	5	2	2	0	50
R28YRS	ET171010	2	75	6	2	0	100
R28YRS	ET171011	1	5	5	2	0	50
R28YRS	ET171011	2	96	3	2	100	0
R28YRS	ET171011	3	75	6	2	100	150
R28YRS	ET171012	1	75	6	2	140	0
R28YRS	ET171012	2	5	5	2	190	0
R28YRS	ET171014	1	75	8	2	0	90
R28YRS	ET171014	2	5	6	2	0	0
R28YRS	ET171014	3	8	2.5	2	0	0
R28YRS	ET171015	1	75	8	2	250	140
R28YRS	ET171015	2	5	7	2	150	100
R28YRS	ET171016	1	5	40	2	400	200
R28YRS	ET171016	2	75	5	2	100	0
R28YRS	ET171016	3	8	1	2	0	100
R28YRS	ET171016	4	123	2	2	0	0
R28YRS	ET171017	1	5	4	2	0	0
R28YRS	ET171017	2	8	1	2	0	0
R28YRS	ET171017	3	75	3	2	0	0
R28YRS	ET171018	1	5	2	2	0	70
R28YRS	ET171018	2	75	2	2	0	65
R28YRS	ET171018	3	76	1	2	0	70
R28YRS	ET171019	1	5	4	2	80	40
R28YRS	ET171019	2	75	2	2	150	30
R28YRS	ET171019	3	49	1	2	0	0
R28YRS	ET171020	1	75	6	2	300	100
R28YRS	ET171020	2	5	3	2	200	40
R28YRS	ET171020	3	49	1	2	140	0
R28YRS	ET171021	1	5	5	2	220	270
R28YRS	ET171021	2	75	4	2	0	180
R28YRS	ET171021	3	8	2	2	0	150
R28YRS	ET171022	1	75	5	2	0	0
R28YRS	ET171022	2	5	6	2	0	0
R28YRS	ET171022	3	76	3	2	0	0
R28YRS	ET171023	1	75	15	2	500	182.5
R28YRS	ET171023	2	5	16	2	0	182
R28YRS	ET171023	3	75	2	2	0	0
R28YRS	ET171024	1	49	5	2	0	0
R28YRS	ET171024	2	5	6	2	0	0
R28YRS	ET171024	3	75	5	2	0	0
R28YRS	ET171025	1	75	6	2	0	0
R28YRS	ET171025	2	5	9	2	0	0
R28YRS	ET171025	3	123	2	2	0	0
R28YRS	ET171025	4	12	-77	88	200	35
R28YRS	ET171026	1	11	-77	5	0	0
R28YRS	ET171026	2	75	13	40	260	500.5
R28YRS	ET171026	3	8	3	40	0	0
R28YRS	ET171027	1	75	5	2	0	0
R28YRS	ET171027	2	5	6	2	0	0
R28YRS	ET171027	3	123	3	2	200	0
R28YRS	ET171028	1	8	5	2	0	0
R28YRS	ET171028	2	75	10	2	0	0
R28YRS	ET171028	3	5	18	2	0	0
R28YRS	ET171028	4	123	3	2	0	0
R28YRS	ET171029	1	5	8	2	140	25
R28YRS	ET171029	2	75	7	2	450	160
R28YRS	ET171029	3	47	3	2	180	0
R28YRS	ET171030	1	75	12	2	0	0
R28YRS	ET171030	2	5	16	2	0	0
R28YRS	ET171030	3	49	4	2	0	0
R28YRS	ET171030	4	76	3	2	0	0
R28YRS	ET171031	1	8	5	2	500	80
R28YRS	ET171031	2	75	7	2	350	60
R28YRS	ET171031	3	123	3	2	180	0
R28YRS	ET171031	4	44	2.5	2	140	0
R28YRS	ET171031	5	55	2	2	260	65
R28YRS	ET171032	1	75	10	2	0	0
R28YRS	ET171032	2	5	16	2	0	0
R28YRS	ET171034	1	75	4	2	100	0
R28YRS	ET171034	2	5	8	2	200	0
R28YRS	ET171034	3	123	1.5	2	150	0
R28YRS	ET171035	1	75	4	2	300	0
R28YRS	ET171035	2	5	3	2	0	0
R28YRS	ET171035	3	8	1	2	0	0
R28YRS	ET171036	1	75	200	1	0	90
R28YRS	ET171037	1	5	8	2	0	70
R28YRS	ET171037	2	75	2	2	0	260
R28YRS	ET171037	3	49	1	2	0	0
R28YRS	ET171037	4	15	.25	1	0	100
R28YRS	ET171037	5	123	.25	1	0	0
R28YRS	ET171037	6	43	.300000011920929	1	60	0
R28YRS	ET171039	1	5	1600	1	0	300
R28YRS	ET171039	2	75	1500	1	0	750
R28YRS	ET171040	1	75	8	4	0	280
R28YRS	ET171040	2	5	15	4	0	400
R28YRS	ET171041	1	5	4	2	0	0
R28YRS	ET171041	2	64	1	2	0	0
R28YRS	ET171042	1	75	10	2	100	200
R28YRS	ET171042	2	5	7	2	0	0
R28YRS	ET171042	3	123	3	2	50	0
R28YRS	ET171043	1	5	8	2	0	0
R28YRS	ET171043	2	75	3	2	0	0
R28YRS	ET171043	3	123	1	2	0	0
R28YRS	ET171044	1	75	12	2	0	0
R28YRS	ET171044	2	5	16	2	0	0
R28YRS	ET171044	3	49	4	2	0	0
R28YRS	ET171044	4	76	3	2	0	0
R28YRS	ET171045	1	5	11	2	0	50
R28YRS	ET171045	2	75	5	2	0	60
R28YRS	ET171045	3	123	1	2	0	30
R28YRS	ET171046	1	5	4	2	0	35
R28YRS	ET171047	1	75	10	2	200	0
R28YRS	ET171047	2	5	14	2	170	0
R28YRS	ET171047	3	123	3	2	200	0
R28YRS	ET171047	4	49	3	2	300	0
R28YRS	ET171047	5	12	6	2	400	0
R28YRS	ET171047	6	44	5	2	200	0
R28YRS	ET171048	1	75	18	2	660	130
R28YRS	ET171048	2	5	10	2	440	100
R28YRS	ET171048	3	42	1	2	125	25
R28YRS	ET171049	1	75	7	2	450	200
R28YRS	ET171049	2	64	6	2	280	130
R28YRS	ET171049	3	5	8	2	600	0
R28YRS	ET171049	4	49	3	2	150	80
R28YRS	ET171049	5	72	30	1	35	0
R28YRS	ET171049	6	10	-77	88	12	0
R28YRS	ET181001	1	44	1	40	0	15
R28YRS	ET181001	2	5	3	40	0	50
R28YRS	ET181001	3	75	.5	40	0	20
R28YRS	ET181001	4	21	6	56	0	0
R28YRS	ET181001	5	31	3	55	0	0
R28YRS	ET181002	1	96	2	2	0	0
R28YRS	ET181002	2	75	1	2	0	0
R28YRS	ET181003	1	5	1	2	0	10
R28YRS	ET181003	2	96	4	2	0	20
R28YRS	ET181003	3	19	.5	2	0	20
R28YRS	ET181003	4	11	8	54	0	0
R28YRS	ET181004	1	64	1	2	0	50
R28YRS	ET181004	2	96	4	2	0	25
R28YRS	ET181004	3	96	1	2	0	25
R28YRS	ET181004	4	123	.5	2	0	50
R28YRS	ET181004	5	125	1	2	100	0
R28YRS	ET181005	1	96	1.5	2	10	135
R28YRS	ET181005	2	8	.5	2	0	0
R28YRS	ET181005	3	123	.5	1	25	0
R28YRS	ET181005	4	75	1	2	0	0
R28YRS	ET181005	5	50	30	1	200	0
R28YRS	ET181005	6	72	40	1	200	0
R28YRS	ET181006	1	75	180	1	45	140
R28YRS	ET181006	2	5	3	2	60	190
R28YRS	ET181006	3	31	8	55	0	0
R28YRS	ET181006	4	11	10	54	5	0
R28YRS	ET181007	1	64	1	41	40	45
R28YRS	ET181007	2	123	2	40	64	40
R28YRS	ET181007	3	5	3	40	24	110
R28YRS	ET181008	1	44	1	2	40	0
R28YRS	ET181008	2	96	1	2	50	70
R28YRS	ET181008	3	75	2.5	2	110	90
R28YRS	ET181008	4	8	.5	2	50	0
R28YRS	ET181008	5	5	2	2	0	70
R28YRS	ET181009	1	5	5	2	0	190
R28YRS	ET181009	2	75	3	2	200	42
R28YRS	ET181009	3	123	.5	1	0	25
R28YRS	ET181009	4	31	8	3	0	0
R28YRS	ET181010	1	96	2.5	2	50	0
R28YRS	ET181010	2	75	1.5	2	50	0
R28YRS	ET181010	3	11	20	54	0	0
R28YRS	ET181011	1	20	3	2	0	0
R28YRS	ET181011	2	96	3	2	0	80
R28YRS	ET181011	3	64	1	2	0	0
R28YRS	ET181011	4	123	1	2	0	0
R28YRS	ET181012	1	96	4	2	0	225
R28YRS	ET181012	2	123	2	2	250	0
R28YRS	ET181012	3	75	2	2	0	0
R28YRS	ET181012	4	5	1	2	0	0
R28YRS	ET181014	1	75	1	2	0	92.5
R28YRS	ET181014	2	96	1.5	2	0	75
R28YRS	ET181015	1	75	1	2	0	200
R28YRS	ET181015	2	96	2	2	0	0
R28YRS	ET181016	1	11	25	63	0	0
R28YRS	ET181016	2	5	1	40	0	25
R28YRS	ET181016	3	123	2	2	100	28
R28YRS	ET181016	4	5	10	40	0	98
R28YRS	ET181016	5	31	10	55	0	30
R28YRS	ET181016	6	75	3	41	0	25
R28YRS	ET181017	1	75	200	1	120	100
R28YRS	ET181017	2	96	150	1	70	80
R28YRS	ET181017	3	5	50	1	0	40
R28YRS	ET181017	4	125	200	1	100	100
R28YRS	ET181018	1	11	10	63	88	0
R28YRS	ET181018	2	64	1	40	88	20
R28YRS	ET181018	3	15	5	54	88	15
R28YRS	ET181018	4	123	4	54	88	22
R28YRS	ET181018	5	31	3	55	88	20
R28YRS	ET181018	6	21	3	56	32	0
R28YRS	ET181019	1	123	3	2	120	200
R28YRS	ET181019	2	5	1	2	0	75
R28YRS	ET181019	3	64	.5	2	0	0
R28YRS	ET181019	4	96	4.5	2	0	150
R28YRS	ET181019	5	76	1	2	0	0
R28YRS	ET181019	6	75	1	2	0	245
R28YRS	ET181020	1	75	100	1	0	40
R28YRS	ET181021	1	11	40	54	0	0
R28YRS	ET181021	2	96	8	2	0	0
R28YRS	ET181021	3	64	2	2	0	0
R28YRS	ET181021	4	5	1	2	0	0
R28YRS	ET181021	5	75	5	2	0	311
R28YRS	ET181022	1	11	6	54	0	0
R28YRS	ET181022	2	8	1	2	0	10
R28YRS	ET181022	3	5	2	40	0	45
R28YRS	ET181022	4	75	2	40	0	50
R28YRS	ET181022	5	123	2	2	200	10
R28YRS	ET181023	1	64	.5	1	0	0
R28YRS	ET181023	2	96	3	2	0	75
R28YRS	ET181023	3	43	.200000002980232	1	20	0
R28YRS	ET181023	4	123	.5	1	45	32.5
R28YRS	ET181023	5	75	1.5	2	0	90
R28YRS	ET181023	6	11	30	54	0	0
R28YRS	ET181023	7	31	15	55	60	0
R28YRS	ET181024	1	11	5	54	0	0
R28YRS	ET181024	2	21	0	88	0	0
R28YRS	ET181024	3	96	400	1	350	300
R28YRS	ET181024	4	123	400	1	250	250
R28YRS	ET181024	5	8	100	1	0	50
R28YRS	ET181024	6	64	200	1	100	90
R28YRS	ET181024	7	75	400	1	250	150
R28YRS	ET181024	8	5	200	1	100	150
R28YRS	ET181025	1	8	100	1	0	30
R28YRS	ET181025	2	44	150	1	0	50
R28YRS	ET181025	3	123	200	1	0	100
R28YRS	ET181025	4	5	500	1	0	250
R28YRS	ET181025	5	75	300	1	0	200
R28YRS	ET181025	6	31	3	55	0	0
R28YRS	ET181026	2	96	2	2	0	160
R28YRS	ET181026	3	124	1	2	0	0
R28YRS	ET181026	4	64	.5	2	0	0
R28YRS	ET181026	5	123	1	2	0	0
R28YRS	ET181026	6	75	1	2	0	0
R28YRS	ET181028	1	31	6	55	0	0
R28YRS	ET181029	1	96	2	2	88	183
R28YRS	ET181029	2	75	1	2	88	40
R28YRS	ET181029	3	72	28	2	2400	187
R28YRS	ET181029	4	50	1	41	88	30
R28YRS	ET181029	5	123	1	2	150	28
R28YRS	ET181029	6	5	1.5	1	88	40
R28YRS	ET181029	7	11	50	63	88	0
R28YRS	ET181029	8	31	10	55	88	16
R28YRS	ET181030	1	96	5	2	80	90
R28YRS	ET181030	2	75	2	2	0	25
R28YRS	ET181030	3	5	1	2	0	45
R28YRS	ET181030	4	8	1	2	0	0
R28YRS	ET181031	1	64	3.5	2	0	0
R28YRS	ET181031	2	96	3	2	0	150
R28YRS	ET181031	3	75	1.5	2	0	150
R28YRS	ET181031	4	125	.5	1	0	0
R28YRS	ET181031	5	5	1	2	0	0
R28YRS	ET181031	6	123	1	2	0	0
R28YRS	ET181033	1	27	1	40	0	0
R28YRS	ET181033	2	64	1	2	0	36
R28YRS	ET181033	3	11	2	63	0	0
R28YRS	ET181033	4	21	70	56	60	0
R28YRS	ET181033	5	5	1	2	0	0
R28YRS	ET181033	6	75	1	41	0	0
R28YRS	ET181034	1	96	2	2	0	80
R28YRS	ET181034	2	44	1	2	0	0
R28YRS	ET181034	3	76	.5	2	0	0
R28YRS	ET181035	1	123	1	2	0	66
R28YRS	ET181035	2	75	4	2	0	280
R28YRS	ET181035	3	5	6	2	0	80
R28YRS	ET181036	1	64	1.5	41	0	0
R28YRS	ET181036	2	96	3	2	0	0
R28YRS	ET181036	3	75	2.5	2	0	172
R28YRS	ET181036	4	5	1	2	0	0
R28YRS	ET181036	5	123	1	2	0	0
R28YRS	ET181037	1	5	2	2	0	80
R28YRS	ET181037	2	75	2	40	0	60
R28YRS	ET181037	3	11	5	54	0	0
R28YRS	ET181038	1	11	30	54	0	0
R28YRS	ET181038	2	75	4	40	0	120
R28YRS	ET181038	3	96	6	40	0	100
R28YRS	ET181038	4	31	4	55	0	14
R28YRS	ET181039	1	75	2	2	0	100
R28YRS	ET181039	2	96	50	1	0	50
R28YRS	ET181039	3	64	80	1	0	60
R28YRS	ET181039	4	123	30	1	0	80
R28YRS	ET181039	5	31	2	3	0	40
R28YRS	ET181040	1	11	30	54	0	0
R28YRS	ET181040	2	75	5	2	0	90
R28YRS	ET181040	3	96	6	2	0	90
R28YRS	ET181041	1	96	2.5	2	88	30
R28YRS	ET181041	2	75	1	2	88	115
R28YRS	ET181042	1	96	3	2	0	270
R28YRS	ET181042	2	5	2	2	0	177
R28YRS	ET181042	3	75	1.5	2	0	132
R28YRS	ET181042	4	123	2	2	0	90
R28YRS	ET181042	5	31	6	3	0	0
R28YRS	ET181043	1	11	8	63	0	0
R28YRS	ET181043	2	31	2	55	0	0
R28YRS	ET181044	1	11	20	54	0	0
R28YRS	ET181044	2	75	400	1	0	130
R28YRS	ET181044	3	5	700	1	400	180
R28YRS	ET181044	4	64	50	1	0	10
R28YRS	ET181045	1	64	100	1	0	40
R28YRS	ET181046	1	44	2	2	0	0
R28YRS	ET181046	2	75	2	2	0	40
R28YRS	ET181046	3	96	3	2	0	40
R28YRS	ET181047	1	96	300	1	80	100
R28YRS	ET181047	2	64	100	1	0	45
R28YRS	ET181047	3	75	50	1	0	50
R28YRS	ET181047	4	125	150	1	200	0
R28YRS	ET181047	5	8	50	1	0	50
R28YRS	ET181048	1	96	6	2	0	60
R28YRS	ET181048	2	5	2	2	0	30
R28YRS	ET181048	3	11	30	54	0	0
R28YRS	ET181049	1	123	3	2	220	45
R28YRS	ET181049	2	75	1	2	0	0
R28YRS	ET181050	1	96	12	40	300	82
R28YRS	ET181050	2	75	1	2	0	92
R28YRS	ET181050	3	123	2	2	220	80
R28YRS	ET181050	4	50	17	1	37	22
R28YRS	ET181050	5	39	15	1	30	3
R28YRS	ET191014	1	5	50	1	70	0
R28YRS	ET191016	1	75	250	1	0	105
R28YRS	ET191016	2	96	150	1	0	100
R28YRS	ET191017	1	5	2	40	-77	-77
R28YRS	ET191018	1	96	2	2	0	180
R28YRS	ET191024	1	75	1	40	0	0
R28YRS	ET191034	1	5	200	1	0	100
R28YRS	ET191034	2	31	-77	3	15	0
R28YRS	ET191037	1	75	400	1	0	300
R28YRS	ET191051	1	96	400	1	0	242
R28YRS	ET191051	2	123	400	1	130	120
R28YRS	ET201001	1	5	2	2	0	0
R28YRS	ET201002	1	79	5.5	2	24	0
R28YRS	ET201002	2	96	1.25	2	0	100
R28YRS	ET201002	3	5	1	2	0	50
R28YRS	ET201002	4	44	2.25	2	0	0
R28YRS	ET201002	5	8	.25	2	0	0
R28YRS	ET201003	1	76	1	2	0	0
R28YRS	ET201004	1	8	1	40	0	90
R28YRS	ET201004	2	76	1	40	0	0
R28YRS	ET201004	3	96	1.5	40	0	90
R28YRS	ET201006	1	75	50	1	0	38
R28YRS	ET201006	2	96	200	1	0	90
R28YRS	ET201008	1	76	2	2	100	0
R28YRS	ET201008	2	20	3	2	0	0
R28YRS	ET201008	3	64	.5	1	0	0
R28YRS	ET201008	4	8	2.5	2	0	0
R28YRS	ET201009	1	11	-77	88	0	0
R28YRS	ET201009	2	8	1	41	20	40
R28YRS	ET201009	3	79	2	41	20	0
R28YRS	ET201009	4	75	1.5	45	40	60
R28YRS	ET201009	5	96	3	41	28	65
R28YRS	ET201009	6	20	2	41	30	35
R28YRS	ET201009	7	44	1	40	20	0
R28YRS	ET201010	1	76	1	2	0	42
R28YRS	ET201010	2	5	1	2	0	42
R28YRS	ET201012	1	8	50	1	0	35
R28YRS	ET201012	2	20	50	1	0	40
R28YRS	ET201012	3	5	50	1	0	20
R28YRS	ET201012	4	75	50	1	0	20
R28YRS	ET201013	1	5	1.25	2	30	30
R28YRS	ET201013	2	8	.100000001490116	2	0	0
R28YRS	ET201013	3	44	.5	2	24	20
R28YRS	ET201013	4	75	.100000001490116	2	0	0
R28YRS	ET201013	5	20	.5	2	0	20
R28YRS	ET201015	1	8	1	2	0	0
R28YRS	ET201015	2	5	.5	2	0	0
R28YRS	ET201015	3	20	1	2	0	0
R28YRS	ET201016	1	20	3	2	0	100
R28YRS	ET201016	2	75	1	2	0	0
R28YRS	ET201016	3	5	1	2	0	0
R28YRS	ET201016	4	8	2	2	0	50
R28YRS	ET201016	5	44	2	2	0	0
R28YRS	ET201017	1	20	2	2	0	45
R28YRS	ET201017	2	125	2	2	0	150
R28YRS	ET201017	3	8	1.5	2	0	0
R28YRS	ET201017	4	64	.5	2	0	0
R28YRS	ET201017	5	44	2.5	2	0	0
R28YRS	ET201018	1	64	50	1	0	43.5
R28YRS	ET201018	2	96	250	1	0	172
R28YRS	ET201018	3	20	50	1	0	35
R28YRS	ET201023	1	15	2	2	0	0
R28YRS	ET201023	2	20	.5	2	0	0
R28YRS	ET201025	1	8	1	2	0	50
R28YRS	ET201025	2	44	2.5	2	100	0
R28YRS	ET201025	3	75	1	2	0	0
R28YRS	ET201025	4	55	1	2	250	0
R28YRS	ET201025	5	72	100	1	300	0
R28YRS	ET201026	1	5	2.5	2	0	30
R28YRS	ET201026	2	8	5.5	2	0	70
R28YRS	ET201026	3	75	2	2	0	0
R28YRS	ET201027	1	75	10	1	0	0
R28YRS	ET201027	2	8	10	1	0	0
R28YRS	ET201027	3	20	50	1	0	0
R28YRS	ET201028	1	8	1	2	320	100
R28YRS	ET201028	2	75	50	1	100	0
R28YRS	ET201028	3	5	1	2	180	0
R28YRS	ET201028	4	7	4	1	32	0
R28YRS	ET201028	5	72	3	5	60	0
R28YRS	ET201029	1	20	1	2	0	19
R28YRS	ET201029	2	5	.5	2	20	19
R28YRS	ET201029	3	44	20	1	0	19
R28YRS	ET201029	4	76	30	1	0	19
R28YRS	ET201031	1	123	1	2	0	0
R28YRS	ET201031	2	96	5	2	30	15
R28YRS	ET201031	3	76	2	2	0	50
R28YRS	ET201031	4	75	2	2	0	20
R28YRS	ET201031	5	20	5	2	40	50
R28YRS	ET201031	6	5	3	2	0	0
R28YRS	ET201031	7	33	2	2	700	0
R28YRS	ET201031	8	64	2	2	10	0
R28YRS	ET201031	9	8	2	2	120	20
R28YRS	ET201032	1	5	1	2	0	0
R28YRS	ET201032	2	20	2	2	0	0
R28YRS	ET201032	3	8	2	2	0	50
R28YRS	ET201032	4	44	50	1	0	0
R28YRS	ET201033	1	5	1	2	0	0
R28YRS	ET201033	2	15	1	2	0	0
R28YRS	ET201033	3	8	1.5	2	0	66
R28YRS	ET201033	4	20	1	2	0	0
R28YRS	ET201033	5	64	.5	2	0	0
R28YRS	ET201033	6	75	1	2	0	0
R28YRS	ET201034	1	75	2	2	0	80
R28YRS	ET201034	2	124	1.5	2	0	0
R28YRS	ET201034	3	20	2	2	0	20
R28YRS	ET201034	4	64	2.5	2	0	0
R28YRS	ET201034	5	15	1.5	2	0	0
R28YRS	ET201035	1	8	1	2	100	50
R28YRS	ET201035	2	75	2	2	0	60
R28YRS	ET201035	3	96	5	2	0	0
R28YRS	ET201035	4	15	.5	1	0	0
R28YRS	ET201035	5	44	2	2	0	0
R28YRS	ET201035	6	64	.5	1	40	0
R28YRS	ET201035	7	20	1	2	60	60
R28YRS	ET201036	1	8	50	1	175	0
R28YRS	ET201036	2	5	75	1	140	60
R28YRS	ET201036	3	75	30	1	60	0
R28YRS	ET201036	4	15	15	1	15	0
R28YRS	ET201036	5	72	20	1	80	0
R28YRS	ET201036	6	7	3	1	12	0
R28YRS	ET201037	1	8	110	1	385	0
R28YRS	ET201038	1	75	1	2	0	0
R28YRS	ET201038	2	44	1	2	0	0
R28YRS	ET201039	1	20	100	1	0	40
R28YRS	ET201039	2	8	50	1	0	30
R28YRS	ET201039	3	5	100	1	0	40
R28YRS	ET201040	1	8	1	2	0	50
R28YRS	ET201040	2	96	1.5	2	0	0
R28YRS	ET201040	3	5	.5	2	0	0
R28YRS	ET201040	4	20	.5	2	0	0
R28YRS	ET201040	5	75	1	2	0	0
R28YRS	ET201041	1	44	100	1	50	0
R28YRS	ET201041	2	75	25	1	0	0
R28YRS	ET201041	3	5	50	1	0	0
R28YRS	ET201041	4	8	10	1	0	0
R28YRS	ET201042	1	20	50	1	0	75
R28YRS	ET201042	2	76	100	1	0	100
R28YRS	ET201043	1	20	2	2	0	0
R28YRS	ET201044	1	5	2	2	0	0
R28YRS	ET201044	2	76	1	2	0	0
R28YRS	ET201045	1	5	150	1	0	80
R28YRS	ET201045	2	8	50	1	0	40
R28YRS	ET201045	3	20	200	1	0	68.5
R28YRS	ET201046	1	8	2	2	0	13
R28YRS	ET201046	2	75	8	2	0	70
R28YRS	ET201046	3	5	6	2	0	30
R28YRS	ET201047	1	75	2.5	2	0	85
R28YRS	ET201047	2	5	3.5	2	0	85
R28YRS	ET201047	3	20	2	2	0	0
R28YRS	ET201047	4	76	1	2	0	0
R28YRS	ET201047	5	64	1	2	0	0
R28YRS	ET201048	1	8	4	2	110	60
R28YRS	ET201048	2	5	2	2	0	30
R28YRS	ET201048	3	20	2	2	0	20
R28YRS	ET201048	4	64	3	2	0	0
R28YRS	ET201048	5	76	2	2	50	0
R28YRS	ET201049	1	75	1	2	0	0
R28YRS	ET201049	2	5	1	2	0	0
R28YRS	ET201049	3	76	3	2	0	0
R28YRS	ET201050	1	20	100	1	0	12
R28YRS	ET201050	2	64	50	1	0	8
R28YRS	ET201050	3	75	100	1	0	120
