FORMNO	CHILDID	PLOTID	LAREA	LUNIT	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CRPRAIN1	CRPRAIN2	CROPDRY1	CROPDRY2	IRRIGAT	PERIRRIG
R28YRS	ET011046	1	12	17	2	1	2	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET011048	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET011049	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET011050	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021001	1	6	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021002	1	32	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021003	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021004	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021005	1	19	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021006	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021007	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021008	1	4	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021008	2	8	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021009	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021010	1	150	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET021011	1	961	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET021011	2	16	17	1	9	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET021012	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021013	1	300	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021014	1	37	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021014	2	16	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021015	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021016	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021017	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021018	1	350	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET021019	1	120	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021020	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021021	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021022	1	16	17	2	1	2	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021023	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021024	1	24	17	5	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021025	1	240	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021026	1	250	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET021027	1	28	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021028	1	12	17	2	1	2	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021029	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021029	2	4	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021030	1	10	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021031	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021032	1	22	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021033	1	37.0499992370605	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021034	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021035	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021036	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021037	1	15	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021038	1	14	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021039	1	60	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021040	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021041	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021041	2	5	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021042	1	25	17	5	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021043	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021044	1	200	17	1	3	1	0	88	1	980	0	 	 	 	 	 	 
R28YRS	ET021045	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021046	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021047	1	150	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021048	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021049	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET021050	1	150	17	1	3	1	1	80	1	1200	160	 	 	 	 	 	 
R28YRS	ET031001	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031002	1	24	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031003	1	32	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031004	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031006	1	175	17	1	3	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET031007	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031008	1	16	17	2	1	77	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031009	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031010	1	18	17	1	1	1	77	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031011	1	6	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031012	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031013	1	16	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET031014	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031015	1	30	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031016	1	25	17	2	1	1	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031017	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031018	1	28	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031019	1	10	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031020	1	21	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031021	1	45	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031021	2	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031022	1	12	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET031023	1	60	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031024	1	18	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031025	1	9	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031026	1	18	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031027	1	15.1999998092651	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031028	1	250	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031029	1	20	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031030	1	36	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031031	1	23	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031033	1	32	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031034	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031035	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031036	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031037	1	16	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031038	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031039	1	22	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031039	2	28	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031040	1	16	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031042	1	14	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031043	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031044	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031045	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031046	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031047	1	18	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031048	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET031050	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041001	1	1	4	1	10	1	1	80	1	180	0	 	 	 	 	 	 
R28YRS	ET041001	2	1	4	1	10	1	1	80	1	240	0	 	 	 	 	 	 
R28YRS	ET041001	3	1	4	1	10	1	1	80	1	220	0	 	 	 	 	 	 
R28YRS	ET041001	4	1	4	1	10	1	1	80	1	120	0	 	 	 	 	 	 
R28YRS	ET041001	5	200	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET041002	1	317	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041002	2	1	4	1	5	1	0	88	 	 	 	75	124	88	88	0	88
R28YRS	ET041003	1	1	4	1	10	1	1	1	1	160	0	 	 	 	 	 	 
R28YRS	ET041003	2	1	4	1	10	1	1	1	1	500	0	 	 	 	 	 	 
R28YRS	ET041003	3	1	4	1	10	1	1	1	1	270	0	 	 	 	 	 	 
R28YRS	ET041003	4	250	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041005	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041005	2	1	4	1	10	1	0	88	1	800	50	 	 	 	 	 	 
R28YRS	ET041005	3	1	4	1	10	1	0	88	1	420	50	 	 	 	 	 	 
R28YRS	ET041006	1	24	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041006	2	1.5	2	1	5	0	0	88	 	 	 	79	58	88	88	0	88
R28YRS	ET041007	1	1	4	1	10	1	1	1	1	320	0	 	 	 	 	 	 
R28YRS	ET041007	2	1	4	1	10	1	1	1	1	640	0	 	 	 	 	 	 
R28YRS	ET041007	3	40	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041008	1	1	4	1	10	1	0	88	1	200	10	 	 	 	 	 	 
R28YRS	ET041009	1	350	17	1	2	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET041009	2	1	4	1	10	1	0	88	1	252	20	 	 	 	 	 	 
R28YRS	ET041009	3	1	4	1	10	1	0	88	1	252	20	 	 	 	 	 	 
R28YRS	ET041009	4	1	4	1	10	1	0	88	1	140	10	 	 	 	 	 	 
R28YRS	ET041010	1	120	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041011	1	175	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET041012	1	1	4	1	10	1	0	88	1	400	0	 	 	 	 	 	 
R28YRS	ET041012	2	180	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET041013	1	1	4	1	10	2	0	88	1	157.5	0	 	 	 	 	 	 
R28YRS	ET041013	2	50	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041014	1	200	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041014	2	50	17	1	3	0	0	88	1	4800	700	 	 	 	 	 	 
R28YRS	ET041015	1	500	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041015	2	1	4	1	10	1	1	1	1	370	0	 	 	 	 	 	 
R28YRS	ET041016	1	300	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET041017	1	400	17	1	2	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET041017	2	250	17	1	9	1	1	80	1	540	0	 	 	 	 	 	 
R28YRS	ET041018	1	250	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041019	1	1	4	1	10	1	1	2	1	150	0	 	 	 	 	 	 
R28YRS	ET041019	2	2	4	1	10	1	1	2	1	150	0	 	 	 	 	 	 
R28YRS	ET041020	1	150	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041020	2	1	4	1	10	1	1	2	1	400	0	 	 	 	 	 	 
R28YRS	ET041021	1	300	17	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R28YRS	ET041021	2	2	3	1	10	1	1	3	1	180	29	 	 	 	 	 	 
R28YRS	ET041021	3	3	3	1	10	1	1	3	1	280	29	 	 	 	 	 	 
R28YRS	ET041022	1	2	4	1	5	1	1	5	 	 	 	44	88	88	88	0	88
R28YRS	ET041022	2	2	4	1	5	1	1	5	 	 	 	15	88	88	88	0	88
R28YRS	ET041022	3	3	4	1	5	1	1	5	 	 	 	75	88	88	88	0	88
R28YRS	ET041022	4	2	4	4	5	0	0	88	 	 	 	5	88	88	88	0	88
R28YRS	ET041022	5	.5	4	1	1	1	1	5	 	 	 	 	 	 	 	 	 
R28YRS	ET041023	1	2	3	1	10	1	0	88	1	135	0	 	 	 	 	 	 
R28YRS	ET041024	1	50	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041024	2	2	4	1	10	1	0	88	1	150	0	 	 	 	 	 	 
R28YRS	ET041025	1	900	17	1	3	1	1	2	1	1400	0	 	 	 	 	 	 
R28YRS	ET041026	1	300	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET041026	2	.5	4	1	5	1	1	80	 	 	 	124	88	88	88	0	88
R28YRS	ET041026	3	.5	4	1	5	1	1	80	 	 	 	124	88	88	88	0	88
R28YRS	ET041028	1	1	3	1	10	1	1	1	1	120	-88	 	 	 	 	 	 
R28YRS	ET041028	2	2	3	1	10	1	1	1	1	80	-88	 	 	 	 	 	 
R28YRS	ET041029	1	150	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041029	2	1	4	1	9	1	0	88	1	300	0	 	 	 	 	 	 
R28YRS	ET041029	3	.5	4	1	9	1	0	88	1	175	0	 	 	 	 	 	 
R28YRS	ET041030	1	1	4	1	5	1	1	1	 	 	 	5	88	88	88	0	88
R28YRS	ET041030	2	1	4	1	5	1	1	1	 	 	 	5	88	88	88	0	88
R28YRS	ET041030	3	200	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041031	1	180	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041032	1	1	4	1	10	0	0	88	1	250	15	 	 	 	 	 	 
R28YRS	ET041033	1	150	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041033	2	2	4	1	10	1	1	1	1	60	0	 	 	 	 	 	 
R28YRS	ET041033	3	1	4	1	10	1	1	2	1	60	0	 	 	 	 	 	 
R28YRS	ET041034	1	1	4	1	5	1	1	1	 	 	 	5	88	88	88	1	2
R28YRS	ET041034	2	1	4	1	5	1	1	1	 	 	 	75	88	88	88	1	2
R28YRS	ET041034	3	250	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041034	4	100	17	1	7	1	1	1	1	2000	0	 	 	 	 	 	 
R28YRS	ET041035	1	250	17	1	3	1	1	1	1	740	0	 	 	 	 	 	 
R28YRS	ET041037	1	80	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041038	1	1	4	1	10	1	1	2	1	136	17	 	 	 	 	 	 
R28YRS	ET041038	2	1	4	1	10	1	1	2	1	150	18	 	 	 	 	 	 
R28YRS	ET041039	1	300	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041039	2	2	4	1	10	1	0	88	1	200	10	 	 	 	 	 	 
R28YRS	ET041039	3	1	4	1	10	1	0	88	1	180	10	 	 	 	 	 	 
R28YRS	ET041039	4	1	4	1	10	1	0	88	1	180	5	 	 	 	 	 	 
R28YRS	ET041040	1	500	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041040	2	1	4	1	10	0	0	88	1	200	0	 	 	 	 	 	 
R28YRS	ET041040	3	1	4	1	10	0	0	88	1	200	0	 	 	 	 	 	 
R28YRS	ET041041	1	150	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041041	2	1	4	1	10	2	1	2	1	238	0	 	 	 	 	 	 
R28YRS	ET041042	1	500	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041044	1	410	17	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R28YRS	ET041044	2	3	4	5	10	1	0	88	1	165	5	 	 	 	 	 	 
R28YRS	ET041044	3	2	4	5	10	1	0	88	1	50	5	 	 	 	 	 	 
R28YRS	ET041044	4	1	4	5	10	1	0	88	1	74	5	 	 	 	 	 	 
R28YRS	ET041045	1	166	17	1	4	1	1	2	1	400	100	5	88	88	88	0	88
R28YRS	ET041046	1	180	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041047	1	150	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET041047	2	1	4	1	10	1	0	88	1	180	0	 	 	 	 	 	 
R28YRS	ET041047	3	1	4	1	10	1	0	88	1	270	0	 	 	 	 	 	 
R28YRS	ET041047	4	1	4	1	5	1	0	88	 	 	 	15	88	88	88	0	88
R28YRS	ET041047	5	6	17	2	1	0	0	90	 	 	 	 	 	 	 	 	 
R28YRS	ET041048	1	300	17	1	3	1	1	1	1	1200	0	 	 	 	 	 	 
R28YRS	ET041049	1	8	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041049	2	1	4	1	10	1	0	88	1	130	15	 	 	 	 	 	 
R28YRS	ET041050	1	70	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET041050	2	1.5	4	1	10	2	1	1	1	300	15	 	 	 	 	 	 
R28YRS	ET041050	3	1.5	4	1	10	2	1	1	1	200	15	 	 	 	 	 	 
R28YRS	ET051001	1	2	4	1	10	1	1	2	1	570	0	 	 	 	 	 	 
R28YRS	ET051001	2	200	17	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R28YRS	ET051002	1	200	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET051002	2	3	4	1	5	1	1	1	 	 	 	64	88	88	88	0	88
R28YRS	ET051002	3	3	4	1	5	1	1	1	 	 	 	75	88	88	88	0	88
R28YRS	ET051002	4	2	4	1	5	1	1	1	 	 	 	8	43	88	88	0	88
R28YRS	ET051002	5	1	4	4	5	0	0	88	 	 	 	124	88	88	88	0	88
R28YRS	ET051003	1	300	17	1	3	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET051003	2	2	4	1	5	1	1	1	 	 	 	64	88	88	88	0	88
R28YRS	ET051003	3	1	4	1	5	1	1	1	 	 	 	8	88	88	88	0	88
R28YRS	ET051003	4	2	4	1	5	1	1	1	 	 	 	5	88	88	88	0	88
R28YRS	ET051004	1	32	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET051004	2	1.5	4	1	5	1	1	1	 	 	 	124	88	88	88	0	88
R28YRS	ET051004	3	2	4	1	5	1	1	1	 	 	 	64	88	88	88	0	88
R28YRS	ET051004	4	2	4	1	10	0	0	88	1	120	0	 	 	 	 	 	 
R28YRS	ET051005	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET051005	2	1	4	1	10	1	1	1	1	580	0	 	 	 	 	 	 
R28YRS	ET051006	1	81	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET051006	2	1	4	1	10	1	1	1	1	144	0	 	 	 	 	 	 
R28YRS	ET051006	3	1.5	4	1	10	1	1	1	1	600	0	 	 	 	 	 	 
R28YRS	ET051006	4	1.5	4	1	10	1	1	1	1	480	0	 	 	 	 	 	 
R28YRS	ET051007	1	200	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET051007	2	5	4	1	5	1	0	88	 	 	 	96	88	88	88	0	88
R28YRS	ET051007	3	2	4	1	5	1	0	88	 	 	 	76	88	88	88	0	88
R28YRS	ET051007	4	1	4	1	5	1	0	88	 	 	 	64	88	88	88	0	88
R28YRS	ET051008	1	1	4	1	10	1	1	1	1	10	0	 	 	 	 	 	 
R28YRS	ET051008	2	25	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET051009	1	40	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R28YRS	ET051009	2	1	4	1	10	1	1	1	1	250	0	 	 	 	 	 	 
R28YRS	ET051009	3	1	4	1	10	1	1	1	1	200	0	 	 	 	 	 	 
R28YRS	ET051009	4	1	4	4	5	0	0	88	 	 	 	125	88	88	88	0	88
R28YRS	ET051010	1	3	4	1	10	1	1	2	1	540	0	 	 	 	 	 	 
R28YRS	ET051011	1	300	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET051011	2	2	4	1	10	1	0	88	1	420	0	 	 	 	 	 	 
R28YRS	ET051012	1	30	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	ET051012	2	3	4	1	10	1	1	1	1	500	0	 	 	 	 	 	 
R28YRS	ET051013	1	1	4	1	10	1	1	1	1	320	0	 	 	 	 	 	 
R28YRS	ET051013	2	1	4	1	10	1	1	1	1	400	0	 	 	 	 	 	 
R28YRS	ET051013	3	50	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET051014	1	160	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET051014	2	3	4	5	10	0	0	88	1	160	0	 	 	 	 	 	 
R28YRS	ET051015	1	54	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	ET051015	2	1	4	1	10	1	1	1	1	420	0	 	 	 	 	 	 
R28YRS	ET051015	3	1	4	1	10	1	1	1	1	430	0	 	 	 	 	 	 
R28YRS	ET051016	1	.25	4	1	2	1	1	1	 	 	 	 	 	 	 	 	 
