FORMNO	CHILDID	CDINT	EVERSCH	ENRSCH	SINGLSEX	SCTYPE	GRADNOW	TMSCHMIN	TRANSSCH	DANGSCH	SCHRISK1	SCHRISK2	SCHRISK3	MISSCH	WMISSC1	WMISSC2	WMISSC3	SEAMIS01	SEAMIS02	SEAMIS03	DAYMISS	BESTSCH1	BESTSCH2	BESTSCH3	WORSTSC1	WORSTSC2	WORSTSC3	GRADCOMP	AGESTOP	XSINGLSX	XSCTYPE	XTMSCHMN	XTRNSSCH	XDANGSCH	XSCHRISK	SCHWHY1	SCHWHY2	SCHWHY3	CSLEEP	CCHCARE	CHHCHORE	CNPAYWRK	CPAYWORK	CSCHOOL	CSTUDY	CPLAY	CHLDWORK	PAYLIKE1	PAYLIKE2	PAYLIKE3	PYNOLIK1	PYNOLIK2	PYNOLIK3	SCHWRK	SCHMISS	WRKINJ	WRKINJ1	WRKINJ2	WRKINJ3	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	language1	language2	source	score_ppvt	rscorelang_ppvt	CONDPP	YNOADQ01	YNOADQ02	PPFWLANG	PPCDLANG	STRTHRWM	STRTMRWM	LEVLREAD	LEVLWRIT	MATH01	MATH02	MATH03	MATH04	MATH05	MATH06	MATH07	MATH08	MATH09	MATH10	FINHRRWM	FINMNRWM	score_math	rscorelang_math	CONDRWAQ	YNORWM01	YNORWM02	CHEALTHY	CFODFRQ1	CFODFRQ2	CFODFRQ3	CFODFRQ4	CFODFRQ5	CFODFRQ6	CFODFRQ7	CFOODTOT	CFDDIV00	CFDDIV01	CFDDIV02	CFDDIV03	CFDDIV04	CFDDIV05	CFDDIV06	CFDDIV07	CFDDIV08	CFDDIV09	CFDDIV10	CFDDIV11	CFDDIV12	CFDDIV13	CFDIVTOT	MENARCHE	VOICE	HAIRCHIN	CANYHELP	WHOHELP	CHELP01	CHELP02	CHELP03	CHELP04	CHELP05	CHELP06	FRIEND	LEAD	INCGAME	HARDTALK	HELPCHLD	UNDERFIF	WORKWITH	WOTALK	WOHELP	PAYTALK	GRPMEM01	GRPMEM02	GRPMEM03	GRPMEM04	GRPMEM05	GRPMEM06	GRPMEM07	GRPMEM08	GRPATT01	GRPATT02	GRPATT03	GRPATT04	GRPATT05	GRPATT06	GRPATT07	GRPATT08	CFAMSON	CLADDER	CFARLAD	CHLPMV1	CHLPMV2	CHLPMV3	CHLPDWN1	CHLPDWN2	CHLPDWN3	CFAMDTR	CSCUSEFL	CNSCUSE	CHFUTURE	CGRDLIKE	CEXPGRAD	CYDRPOT1	CYDRPOT2	CYDRPOT3	TR1	TR2	TR3	SV1	SV2	TR4	SV5	SV6	AG1	AG2	AG3	PS1	PS2	PS7	PS3	SD1	SD2	WHYBAD1	WHYBAD2	WHYBAD3	PS4	PS8	SD3	AG4	SD4	PS5	SD5	TEABAD1	TEABAD2	TEABAD3	PS6	AG5	PS9	OBEY	NOTALK	LOVED	NOSUPP	SPEAK	FAIRPUN	SISLESS	TIMATT	BROLESS	BROFREE	SISFREE	PARWOR	DECISION	PARDEC	WHATDEC	MINDS	AMBITION	CCIRCUM1	CCIRCUM2	CREAS1	CREAS2	CRELCIRC	ETTMSTUD	ETYNOTIM	ETWISH	ETHMCNST
R28YRS	ET151064	1/16/2007	1	1	0	4	5	15	1	1	1	88	88	0	88	88	88	88	88	88	0	1	4	5	8	15	16	88	88	88	88	-88	88	88	88	88	88	88	10	0	2	2	0	6	2	2	0	88	88	88	88	88	88	3	0	0	88	88	88	109	168	9	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	3	1	4	2	1	2	4	3	1	2	4	1	2	1	3	2	1	4	1	3	3	4	3	1	3	4	1	1	3	2	2	3	2	4	5	4	2	1	3	1	3	4	1	2	2	1	4	2	1	3	2	3	1	3	1	1	4	1	2	1	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	9	30	168	21	4	4	3	86	 	1	88	88	12	12	9	40	3	2	320	45	8	4	2	4	1	2	3	8	10	30	3	 	1	88	88	2	0	1	0	1	0	1	0	3	 	0	0	0	1	0	0	0	1	0	0	1	0	0	4	88	0	0	1	2	1	1	1	1	1	1	10	3	1	3	2	88	88	88	88	88	0	0	1	0	0	0	0	0	88	88	2	88	88	88	88	88	2	2	5	2	12	18	14	88	88	2	1	88	13	14	1	88	88	88	1	1	1	2	1	1	3	1	4	3	4	3	3	3	2	2	4	88	88	88	1	2	4	1	4	4	4	88	88	88	4	1	1	4	1	4	1	4	4	1	4	1	1	1	1	0	88	88	88	37	4	4	88	88	4	1	88	88	1
R28YRS	ET151066	2/5/2007	1	1	0	4	5	60	1	0	88	88	88	0	88	88	88	88	88	88	5	10	7	88	22	88	88	88	88	88	88	-88	88	88	88	88	88	88	8	0	3	3	0	5	1	2	0	88	88	88	88	88	88	1	0	0	88	88	88	61	204	5	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	1	2	3	4	2	2	1	4	2	3	1	1	2	4	2	2	1	3	2	2	3	4	3	4	4	2	4	77	4	77	1	4	2	3	2	3	2	3	3	4	2	3	2	77	3	4	1	2	1	3	5	4	2	3	2	2	4	4	2	2	2	4	3	4	2	2	3	77	1	4	2	1	77	1	4	3	5	3	2	2	1	3	4	4	3	2	1	2	3	6	4	2	2	3	1	3	77	77	2	77	1	4	4	2	77	4	3	3	1	77	77	4	2	3	3	4	4	2	1	3	2	2	3	77	2	3	4	1	3	4	1	2	4	77	3	2	4	3	3	1	2	3	4	2	3	1	1	4	2	1	2	2	4	2	3	6	17	204	45	4	4	3	102	 	0	2	88	12	12	6	20	4	2	419	45	8	2	2	79	2	4	7	-79	6	45	7	 	1	88	88	1	0	1	0	1	0	1	1	4	 	1	1	0	1	0	0	0	0	0	0	0	0	0	4	0	88	88	1	2	0	1	1	1	0	1	2	3	1	3	2	88	88	88	88	88	0	1	0	0	0	0	0	0	88	1	88	88	88	88	88	88	2	2	4	16	15	88	15	10	88	2	1	88	4	14	0	21	23	88	2	2	1	1	1	2	2	4	1	2	2	2	3	3	2	1	4	88	88	88	3	4	2	1	4	2	4	88	88	88	4	4	2	1	2	1	4	2	2	4	2	4	1	1	4	0	88	88	88	4	3	4	1	88	4	0	4	1	0
R28YRS	ET151067	1/14/2007	1	1	0	4	2	15	1	0	88	88	88	0	88	88	88	88	88	88	6	5	10	88	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	1	1	5	0	4	1	3	0	88	88	88	88	88	88	1	0	0	88	88	88	25	132	3	40	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	2	3	2	3	1	4	3	1	1	4	3	1	2	3	4	4	2	2	3	1	4	2	1	1	2	3	2	1	3	2	3	3	4	3	4	1	2	3	4	3	3	2	4	2	3	1	2	2	4	3	3	2	2	3	1	3	3	3	2	7	2	4	1	2	3	3	1	3	3	2	3	2	5	4	2	4	3	4	1	3	4	2	3	1	3	3	4	4	2	4	3	1	4	2	2	2	4	3	5	2	3	4	1	3	2	1	2	4	3	3	4	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	15	132	39	4	4	3	52	 	1	88	88	12	12	4	25	1	1	3119	54	6	2	3	2	2	2	7	-77	4	55	2	 	0	3	88	1	0	1	0	1	0	1	0	3	 	1	1	0	0	0	0	0	0	0	0	1	0	0	4	88	0	0	1	2	1	1	1	1	0	1	3	1	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	5	15	16	88	10	5	88	2	1	88	40	14	1	88	88	88	2	1	3	2	2	1	1	3	1	2	1	1	2	2	1	2	4	88	88	88	2	2	2	1	4	2	4	88	88	88	4	1	2	1	1	1	4	2	2	3	2	4	4	3	3	0	88	88	88	21	4	4	88	88	4	1	88	88	0
R28YRS	ET151068	1/21/2007	1	1	0	4	3	30	1	0	88	88	88	0	88	88	88	88	88	88	5	5	10	88	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	4	0	4	1.29999995231628	3	0	88	88	88	88	88	88	1	0	0	88	88	88	97	156	3	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	2	4	3	4	1	3	4	1	2	1	3	1	4	3	3	1	1	1	4	1	1	1	4	3	4	2	1	1	3	4	1	2	4	1	1	4	4	7	3	2	2	3	2	2	4	2	2	3	1	3	6	3	3	1	2	3	2	4	1	3	4	1	3	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	0	156	26	4	4	3	71	 	1	88	88	12	12	4	15	4	3	419	45	8	2	2	4	2	4	7	600	4	30	7	 	1	88	88	1	0	1	0	1	0	1	0	3	 	1	1	0	1	0	0	0	0	0	0	1	0	0	5	88	0	0	1	1	0	1	1	1	0	1	3	1	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	4	15	16	4	5	88	88	2	1	88	40	14	1	88	88	88	1	1	3	1	1	1	1	3	1	2	1	1	3	3	1	2	4	88	88	88	3	4	1	1	4	1	4	88	88	88	4	2	2	1	2	1	3	2	1	2	2	3	3	3	3	0	88	88	88	11	4	5	9	12	4	1	88	88	1
R28YRS	ET151069	1/17/2007	0	88	88	88	88	-88	88	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	2	88	88	8	0	1	0	0	4	1	3	0	88	88	88	88	88	88	1	0	0	88	88	88	0	0	9	40	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	9	55	-88	-88	 	4	2	 	 	0	3	7	99	99	10	0	1	1	-77	-77	-77	77	77	77	77	77	-77	-77	10	10	0	 	0	7	88	77	0	1	0	1	0	0	1	3	 	1	0	0	0	0	0	1	0	0	0	1	0	0	4	88	0	0	1	1	1	1	1	1	1	1	2	2	1	3	3	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	9	77	88	88	88	77	77	77	2	1	88	77	12	1	88	88	88	1	1	1	1	77	1	4	2	1	2	2	1	4	88	1	77	4	88	88	88	88	88	88	88	88	88	88	88	88	88	4	3	2	1	1	1	3	1	2	3	1	3	4	4	4	0	88	88	88	77	2	2	88	88	2	1	88	88	1
R28YRS	ET151070	1/14/2007	0	88	88	88	88	-88	88	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	1	88	88	9	0	1	5	0	5	1	2	0	88	88	88	88	88	88	1	0	0	88	88	88	49	156	9	13	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	1	1	2	4	2	1	4	2	3	3	4	1	4	1	2	3	2	3	2	1	2	2	1	1	3	2	4	3	1	2	3	2	1	3	2	3	4	3	1	2	1	4	2	1	2	2	1	2	3	1	5	2	4	2	3	4	4	3	4	1	2	3	3	4	4	1	3	3	3	1	2	2	4	2	4	1	5	2	3	2	1	3	1	2	1	2	4	2	1	7	3	2	2	2	4	2	4	2	2	3	2	1	6	4	2	2	2	3	2	2	1	4	2	4	2	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	9	43	156	42	4	4	3	65	 	0	7	88	99	99	9	57	2	1	-77	-77	-77	77	77	77	77	77	-77	-77	10	0	0	 	0	7	7	2	0	1	0	1	0	1	0	3	 	0	0	0	0	0	0	0	0	0	1	0	0	0	2	88	0	0	1	1	1	1	1	1	0	1	2	2	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	7	2	1	88	1	10	88	2	1	88	40	14	1	88	88	88	1	1	2	1	1	1	3	2	1	2	1	1	4	1	1	1	4	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	2	1	1	1	4	2	2	3	2	3	3	3	3	0	88	88	88	11	2	2	88	88	2	1	88	88	1
R28YRS	ET161001	12/6/2006	1	1	0	4	2	20	1	0	88	88	88	0	88	88	88	88	88	88	10	6	3	5	24	18	20	88	88	88	88	-88	88	88	88	88	88	88	8	0	3	3	0	8	1	1	0	88	88	88	88	88	88	3	0	1	6	3	88	49	120	10	25	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	1	1	2	4	2	1	4	3	3	3	4	1	4	1	2	3	4	3	2	2	2	2	3	2	3	2	4	3	3	3	1	2	2	3	1	2	1	8	3	3	3	4	2	2	3	1	3	3	3	4	9	3	4	3	3	4	1	3	4	2	2	1	1	5	4	4	2	2	4	1	4	2	2	2	2	4	7	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10	30	120	33	4	4	3	43	 	0	1	3	2	7	1	30	4	2	419	45	9	2	2	2	2	4	3	130	5	5	6	 	0	3	7	2	0	1	0	1	0	1	0	3	 	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	88	88	1	4	1	1	1	1	0	1	6	1	2	3	1	88	88	88	88	88	0	0	1	0	0	0	0	0	88	88	2	88	88	88	88	88	2	1	77	16	4	6	88	88	88	2	1	88	11	14	1	88	88	88	1	1	2	1	1	2	2	3	1	1	2	2	4	1	2	3	3	88	88	88	1	4	1	1	4	3	4	88	88	88	4	2	2	1	1	1	2	2	1	2	2	2	2	2	2	1	1	3	0	11	6	6	88	88	7	1	88	88	0
R28YRS	ET161002	12/19/2006	1	1	0	4	2	10	1	1	1	5	7	0	88	88	88	88	88	88	15	2	9	10	19	24	15	88	88	88	88	-88	88	88	88	88	88	88	8	0	3	4	0	5	3	1	0	88	88	88	88	88	88	1	0	0	88	88	88	73	144	6	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	3	3	4	1	2	4	1	3	4	1	1	3	3	3	3	1	5	1	4	3	3	4	3	3	4	2	1	1	3	6	4	1	3	4	3	1	4	2	2	2	4	2	5	2	2	1	2	3	1	2	4	4	1	3	2	5	2	2	3	1	1	4	4	3	2	4	3	2	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	7	0	144	30	4	 	1	64	 	1	88	88	7	7	7	30	1	1	-88	-88	-88	88	88	88	88	88	-88	-88	8	30	 	 	0	7	88	1	0	1	0	1	0	1	0	3	 	0	0	1	0	0	0	0	1	0	0	0	0	0	3	88	0	0	1	14	1	1	1	1	0	1	3	2	1	1	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	6	16	4	1	10	9	8	2	1	88	11	14	1	88	88	88	2	2	1	2	2	2	2	3	1	1	1	2	2	2	2	2	4	88	88	88	4	4	2	1	4	1	4	88	88	88	99	99	99	1	1	1	2	1	1	4	1	4	4	4	4	1	1	1	1	11	3	5	1	4	4	1	88	88	1
R28YRS	ET161003	12/23/2006	1	1	0	2	1	10	1	0	88	88	88	0	88	88	88	88	88	88	77	1	3	6	17	19	22	88	88	88	88	-88	88	88	88	88	88	88	7	1	1	1	0	6	2	0	0	88	88	88	88	88	88	1	0	0	88	88	88	1	96	4	0	4	3	1	1	3	1	4	3	3	4	2	2	5	2	1	2	1	3	4	1	3	1	4	2	1	5	1	3	4	4	1	2	3	4	3	1	1	3	3	1	4	3	1	1	3	4	4	1	4	3	1	6	4	1	1	2	3	4	1	4	2	3	1	4	4	4	1	2	3	4	3	1	1	3	2	3	1	2	1	3	3	1	2	2	1	1	4	4	1	1	8	1	3	1	4	2	1	3	1	3	4	3	1	6	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	5	10	96	39	4	4	3	29	 	1	88	88	7	7	2	30	2	2	1107	-77	-77	77	77	77	77	77	77	77	3	10	0	 	1	88	88	2	0	1	0	1	0	1	0	3	 	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	88	88	1	5	1	1	1	1	1	1	0	1	1	3	2	88	88	88	88	88	0	1	0	0	0	0	0	0	88	1	88	88	88	88	88	88	77	1	4	2	15	17	88	88	88	77	1	88	40	14	1	88	88	88	2	2	2	2	2	2	2	77	1	1	1	2	4	88	4	4	4	88	88	88	2	77	2	3	4	3	4	88	88	88	4	4	2	1	4	1	4	2	2	4	2	4	4	4	4	0	88	88	88	37	3	77	88	88	4	1	88	88	1
R28YRS	ET161004	12/22/2006	1	1	0	4	5	60	1	0	88	88	88	0	88	88	88	88	88	88	5	9	1	16	7	25	19	88	88	88	88	-88	88	88	88	88	88	88	8	1	2	0	0	7	1	4	0	88	88	88	88	88	88	3	0	0	88	88	88	109	180	7	25	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	4	2	1	2	4	77	1	2	77	77	77	3	1	2	1	4	1	4	3	3	77	2	77	4	1	77	4	77	2	77	2	3	5	4	77	2	3	77	77	4	1	2	77	1	4	4	2	77	77	77	4	1	2	1	4	2	3	3	3	77	77	77	77	77	2	77	77	77	77	4	1	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	7	55	180	25	4	4	3	90	 	1	88	88	7	7	8	10	4	3	369	45	8	1	2	1	2	2	7	-77	8	25	5	 	1	88	88	1	0	1	0	1	0	1	0	3	 	1	0	1	0	0	0	0	1	0	0	1	0	0	5	0	88	88	1	1	1	1	1	1	1	1	5	2	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	2	4	15	8	88	14	88	88	2	1	88	11	12	1	88	88	88	3	3	77	3	77	1	77	77	1	4	1	1	4	4	1	1	4	88	88	88	4	4	2	2	4	2	4	88	88	88	99	99	99	1	4	1	4	1	1	4	1	4	4	4	4	77	88	88	88	11	4	4	88	88	4	1	88	88	1
R28YRS	ET161005	12/2/2006	1	1	0	4	2	30	1	0	88	88	88	0	88	88	88	88	88	88	4	1	9	88	19	22	20	88	88	88	88	-88	88	88	88	88	88	88	8.30000019073486	0	0	4	0	7	2	2	0	88	88	88	88	88	88	3	0	0	88	88	88	97	144	9	20	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	2	4	3	4	1	3	4	1	2	1	3	0	4	2	3	3	77	1	4	2	77	2	4	3	2	2	77	3	77	77	1	2	1	77	1	4	3	4	3	2	77	77	77	77	4	77	77	77	77	3	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	9	55	144	14	4	4	3	69	 	1	88	88	7	7	10	10	3	2	419	45	8	4	2	1	3	4	7	400	10	45	7	 	1	88	88	1	0	1	0	1	0	1	0	3	 	1	0	1	0	0	0	0	1	1	0	1	0	0	6	88	0	0	1	2	1	1	1	1	1	1	5	2	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	6	8	2	15	88	10	1	88	2	1	88	37	14	1	88	88	88	1	2	2	2	2	2	2	77	1	77	1	1	4	4	2	2	4	88	88	88	4	4	2	1	4	2	4	88	88	88	99	99	99	1	4	1	4	4	2	77	1	77	77	77	4	77	88	88	88	37	3	77	88	88	4	1	88	88	1
