FORMNO	CHILDID	ACTID	ACTYEST	ACTSUPER	ACTCARE	CHOICE
R28YRS	ET131016	4	17	0	0	1
R28YRS	ET131017	1	1	1	1	1
R28YRS	ET131017	2	2	1	1	1
R28YRS	ET131017	3	3	0	0	1
R28YRS	ET131017	4	5	1	0	1
R28YRS	ET131017	5	12	1	1	1
R28YRS	ET131018	1	6	1	0	0
R28YRS	ET131018	2	10	1	1	1
R28YRS	ET131018	3	5	0	0	0
R28YRS	ET131020	1	15	1	1	1
R28YRS	ET131020	2	7	1	1	1
R28YRS	ET131021	1	10	0	0	1
R28YRS	ET131022	1	1	0	0	2
R28YRS	ET131022	2	5	0	0	2
R28YRS	ET131022	3	17	0	0	1
R28YRS	ET131023	1	3	0	0	0
R28YRS	ET131023	2	12	0	1	0
R28YRS	ET131024	1	5	1	0	0
R28YRS	ET131025	1	1	0	0	2
R28YRS	ET131025	2	17	0	0	1
R28YRS	ET131025	3	6	0	0	2
R28YRS	ET131026	1	5	1	1	0
R28YRS	ET131027	1	1	0	0	1
R28YRS	ET131027	2	17	0	1	1
R28YRS	ET131027	3	3	0	1	1
R28YRS	ET131028	1	5	0	0	0
R28YRS	ET131028	2	1	0	0	1
R28YRS	ET131028	3	6	0	0	0
R28YRS	ET131029	1	1	0	0	0
R28YRS	ET131029	2	17	1	1	1
R28YRS	ET131029	3	7	1	0	0
R28YRS	ET131029	4	2	0	0	1
R28YRS	ET131030	1	6	1	0	0
R28YRS	ET131030	2	10	0	0	1
R28YRS	ET131030	3	5	1	0	0
R28YRS	ET131031	1	1	0	0	1
R28YRS	ET131031	2	5	1	0	1
R28YRS	ET131031	3	17	0	0	1
R28YRS	ET131032	1	1	0	0	1
R28YRS	ET131032	2	17	0	0	1
R28YRS	ET131033	1	1	0	0	1
R28YRS	ET131033	2	10	0	0	1
R28YRS	ET131034	1	1	0	0	1
R28YRS	ET131034	2	5	0	0	2
R28YRS	ET131034	3	17	0	0	1
R28YRS	ET131035	1	1	0	0	0
R28YRS	ET131035	2	2	0	0	0
R28YRS	ET131035	3	5	1	1	0
R28YRS	ET131036	1	1	0	0	1
R28YRS	ET131036	2	5	1	1	1
R28YRS	ET131036	3	3	1	1	1
R28YRS	ET131037	1	1	0	0	0
R28YRS	ET131037	2	9	1	1	1
R28YRS	ET131037	3	17	1	1	0
R28YRS	ET131037	4	6	1	0	0
R28YRS	ET131038	1	7	0	1	0
R28YRS	ET131039	1	1	1	0	2
R28YRS	ET131039	2	17	0	0	1
R28YRS	ET131040	1	1	0	0	2
R28YRS	ET131040	2	5	0	1	2
R28YRS	ET131040	3	7	0	1	2
R28YRS	ET131041	1	1	0	0	0
R28YRS	ET131041	2	2	0	0	0
R28YRS	ET131041	3	5	1	1	2
R28YRS	ET131041	4	17	0	1	0
R28YRS	ET131042	1	5	1	1	1
R28YRS	ET131043	1	1	1	0	1
R28YRS	ET131043	2	2	0	1	1
R28YRS	ET131043	3	5	0	0	1
R28YRS	ET131043	4	17	0	0	1
R28YRS	ET131044	1	5	1	1	0
R28YRS	ET131045	1	1	0	0	0
R28YRS	ET131045	2	5	0	1	1
R28YRS	ET131045	3	2	0	1	1
R28YRS	ET131046	1	1	0	0	1
R28YRS	ET131046	2	2	0	0	1
R28YRS	ET131046	3	5	1	0	1
R28YRS	ET131047	1	1	0	0	2
R28YRS	ET131047	2	5	1	1	2
R28YRS	ET131047	3	17	0	0	1
R28YRS	ET131048	1	1	0	0	0
R28YRS	ET131048	2	5	0	0	2
R28YRS	ET131048	3	17	0	0	1
R28YRS	ET131049	1	7	0	0	0
R28YRS	ET131049	2	6	0	0	0
R28YRS	ET131049	3	1	0	0	0
R28YRS	ET131050	1	1	1	0	0
R28YRS	ET131050	2	2	0	0	1
R28YRS	ET131050	3	12	1	0	1
R28YRS	ET131050	4	17	0	0	1
R28YRS	ET141001	1	1	0	0	1
R28YRS	ET141001	2	5	0	0	1
R28YRS	ET141001	3	12	1	1	1
R28YRS	ET141002	1	1	0	0	1
R28YRS	ET141002	2	2	0	0	1
R28YRS	ET141004	1	1	1	0	0
R28YRS	ET141004	2	2	1	0	2
R28YRS	ET141004	3	3	1	1	1
R28YRS	ET141004	4	5	1	1	1
R28YRS	ET141004	5	17	0	1	1
R28YRS	ET141005	1	1	1	0	0
R28YRS	ET141005	2	5	1	0	0
R28YRS	ET141006	1	1	0	1	0
R28YRS	ET141006	2	3	1	0	2
R28YRS	ET141006	3	17	1	1	1
R28YRS	ET141007	1	1	0	0	0
R28YRS	ET141007	2	2	1	0	0
R28YRS	ET141007	3	17	0	1	1
R28YRS	ET141008	1	1	1	0	0
R28YRS	ET141008	2	2	1	0	0
R28YRS	ET141008	3	12	0	0	1
R28YRS	ET141008	4	17	0	0	1
R28YRS	ET141009	1	1	0	0	0
R28YRS	ET141009	2	2	0	0	0
R28YRS	ET141009	3	5	1	0	0
R28YRS	ET141009	4	10	0	0	1
R28YRS	ET141009	5	12	0	0	1
R28YRS	ET141009	6	17	0	0	1
R28YRS	ET141010	1	1	1	0	2
R28YRS	ET141010	2	5	1	0	0
R28YRS	ET141010	3	2	1	0	1
R28YRS	ET141010	4	22	0	0	1
R28YRS	ET141011	1	1	1	0	0
R28YRS	ET141011	2	5	1	0	1
R28YRS	ET141011	3	10	0	0	1
R28YRS	ET141012	1	1	1	0	0
R28YRS	ET141012	2	6	1	0	0
R28YRS	ET141012	3	7	0	0	0
R28YRS	ET141012	4	17	0	0	1
R28YRS	ET141013	1	1	0	0	1
R28YRS	ET141013	2	2	0	0	1
R28YRS	ET141013	3	5	0	0	1
R28YRS	ET141014	1	1	1	0	0
R28YRS	ET141014	2	17	0	0	1
R28YRS	ET141014	3	2	1	0	1
R28YRS	ET141014	4	12	0	0	1
R28YRS	ET141015	1	1	1	0	0
R28YRS	ET141015	2	6	1	0	1
R28YRS	ET141015	3	10	1	1	1
R28YRS	ET141015	4	2	1	0	1
R28YRS	ET141016	1	1	0	0	0
R28YRS	ET141016	2	2	1	0	0
R28YRS	ET141016	3	10	0	0	1
R28YRS	ET141016	4	17	0	1	1
R28YRS	ET141017	1	1	0	0	0
R28YRS	ET141017	2	2	1	0	0
R28YRS	ET141017	3	5	1	0	1
R28YRS	ET141017	4	12	0	0	1
R28YRS	ET141017	5	10	0	0	1
R28YRS	ET141017	6	17	0	1	1
R28YRS	ET141018	1	5	1	1	0
R28YRS	ET141018	2	1	1	0	0
R28YRS	ET141018	3	10	1	1	0
R28YRS	ET141019	1	1	1	0	1
R28YRS	ET141019	2	5	0	0	1
R28YRS	ET141019	3	12	1	0	1
R28YRS	ET141020	1	1	0	0	0
R28YRS	ET141020	2	2	0	0	0
R28YRS	ET141021	1	1	1	0	0
R28YRS	ET141021	2	2	1	0	0
R28YRS	ET141022	1	1	0	0	0
R28YRS	ET141022	2	2	1	1	0
R28YRS	ET141022	3	5	1	0	0
R28YRS	ET141023	1	5	0	0	0
R28YRS	ET141023	2	1	0	0	0
R28YRS	ET141023	3	2	0	0	0
R28YRS	ET141024	1	1	0	0	0
R28YRS	ET141024	2	5	0	0	0
R28YRS	ET141025	1	5	1	0	1
R28YRS	ET141025	2	17	0	0	2
R28YRS	ET141026	1	1	1	0	0
R28YRS	ET141026	2	10	0	1	1
R28YRS	ET141028	1	1	0	0	0
R28YRS	ET141028	2	5	0	0	0
R28YRS	ET141029	1	1	1	0	1
R28YRS	ET141029	2	2	1	0	1
R28YRS	ET141029	3	5	1	0	1
R28YRS	ET141029	4	6	1	0	1
R28YRS	ET141029	5	12	1	0	1
R28YRS	ET141030	1	1	0	1	1
R28YRS	ET141030	2	5	0	0	1
R28YRS	ET141030	3	9	0	0	0
R28YRS	ET141030	4	12	0	0	0
R28YRS	ET141031	1	1	1	0	0
R28YRS	ET141031	2	5	1	0	0
R28YRS	ET141031	3	22	0	0	1
R28YRS	ET141032	1	1	1	0	1
R28YRS	ET141032	2	2	1	0	1
R28YRS	ET141033	1	1	1	1	0
R28YRS	ET141033	2	2	1	1	0
R28YRS	ET141033	3	10	0	1	1
R28YRS	ET141033	4	12	1	0	1
R28YRS	ET141034	1	1	1	1	0
R28YRS	ET141034	2	2	1	1	0
R28YRS	ET141034	3	3	0	1	2
R28YRS	ET141034	4	5	1	0	2
R28YRS	ET141034	5	10	1	1	2
R28YRS	ET141035	1	1	0	1	0
R28YRS	ET141035	2	2	0	1	0
R28YRS	ET141035	3	12	0	0	1
R28YRS	ET141035	4	10	0	0	1
R28YRS	ET141035	5	17	0	1	1
R28YRS	ET141035	6	18	0	0	1
R28YRS	ET141035	7	22	0	0	1
R28YRS	ET141036	1	1	0	0	0
R28YRS	ET141036	2	12	0	0	1
R28YRS	ET141036	3	10	0	0	1
R28YRS	ET141036	4	9	0	0	1
R28YRS	ET141036	5	88	77	0	1
R28YRS	ET141037	1	1	0	0	0
R28YRS	ET141037	2	5	1	0	1
R28YRS	ET141037	3	17	0	1	1
R28YRS	ET141038	1	1	0	0	0
R28YRS	ET141038	2	2	0	0	0
R28YRS	ET141038	3	12	0	0	1
R28YRS	ET141038	4	10	0	0	1
R28YRS	ET141039	1	1	0	0	0
R28YRS	ET141039	2	5	0	0	0
R28YRS	ET141040	1	9	1	0	0
R28YRS	ET141040	2	2	1	1	0
R28YRS	ET141040	3	6	1	1	0
R28YRS	ET141040	4	3	1	1	0
R28YRS	ET141040	5	10	1	0	0
R28YRS	ET141041	1	1	0	0	0
R28YRS	ET141041	2	5	0	0	1
R28YRS	ET141041	3	17	0	1	1
R28YRS	ET141042	1	1	1	0	0
R28YRS	ET141042	2	3	1	0	0
R28YRS	ET141042	3	17	1	0	1
R28YRS	ET141043	1	1	0	0	0
R28YRS	ET141043	2	10	0	0	1
R28YRS	ET141043	3	12	0	0	1
R28YRS	ET141043	4	17	0	0	1
R28YRS	ET141044	1	1	0	0	0
R28YRS	ET141044	2	2	0	0	0
R28YRS	ET141044	3	3	1	1	1
R28YRS	ET141044	4	5	1	0	1
R28YRS	ET141044	5	7	1	0	0
R28YRS	ET141044	6	10	0	0	1
R28YRS	ET141044	7	12	0	0	1
R28YRS	ET141044	8	17	0	1	1
R28YRS	ET141045	1	9	1	0	0
R28YRS	ET141045	2	6	1	0	0
R28YRS	ET141045	3	10	1	0	0
R28YRS	ET141046	1	1	0	0	0
R28YRS	ET141046	2	2	0	0	2
R28YRS	ET141046	3	5	1	0	1
R28YRS	ET141046	4	17	0	1	1
R28YRS	ET141047	1	5	1	0	0
R28YRS	ET141047	2	1	1	0	0
R28YRS	ET141047	3	2	1	0	0
R28YRS	ET141048	1	9	0	0	1
R28YRS	ET141048	2	2	1	1	1
R28YRS	ET141048	3	12	77	1	1
R28YRS	ET141049	1	1	0	0	0
R28YRS	ET141049	2	5	1	0	1
R28YRS	ET141049	3	17	0	1	1
R28YRS	ET141049	4	9	0	0	1
R28YRS	ET141050	1	1	0	0	0
R28YRS	ET141050	2	2	0	0	0
R28YRS	ET141050	3	12	0	0	1
R28YRS	ET141050	4	10	0	0	1
R28YRS	ET151001	1	7	1	0	0
R28YRS	ET151001	2	17	0	0	1
R28YRS	ET151002	1	3	1	1	0
R28YRS	ET151002	2	1	1	0	0
R28YRS	ET151002	3	10	0	0	1
R28YRS	ET151004	1	1	1	0	0
R28YRS	ET151004	2	2	1	1	2
R28YRS	ET151004	3	3	1	1	1
R28YRS	ET151004	4	5	1	0	2
R28YRS	ET151004	5	6	0	1	0
R28YRS	ET151004	6	10	0	1	1
R28YRS	ET151004	7	17	0	1	1
R28YRS	ET151005	1	1	0	0	0
R28YRS	ET151005	2	6	0	0	0
R28YRS	ET151005	3	7	0	1	2
R28YRS	ET151008	1	1	1	0	0
R28YRS	ET151008	2	5	1	1	0
R28YRS	ET151008	3	7	1	1	1
R28YRS	ET151009	1	1	1	0	0
R28YRS	ET151009	2	6	1	1	2
R28YRS	ET151009	3	7	1	1	2
R28YRS	ET151010	1	1	0	0	0
R28YRS	ET151010	2	6	0	0	0
R28YRS	ET151010	3	2	0	0	0
R28YRS	ET151011	1	5	1	0	0
R28YRS	ET151011	2	7	1	0	0
R28YRS	ET151011	3	6	1	0	0
R28YRS	ET151012	1	1	0	0	0
R28YRS	ET151012	2	8	1	0	0
R28YRS	ET151012	3	5	1	0	0
R28YRS	ET151014	1	1	1	0	0
R28YRS	ET151014	2	7	0	0	0
R28YRS	ET151014	3	6	1	1	2
R28YRS	ET151015	1	1	1	0	0
R28YRS	ET151015	2	7	1	1	0
R28YRS	ET151016	1	1	0	0	0
R28YRS	ET151016	2	2	0	0	0
R28YRS	ET151016	3	5	1	0	1
R28YRS	ET151016	4	17	0	0	1
R28YRS	ET151018	1	3	0	0	1
R28YRS	ET151018	2	5	0	0	1
R28YRS	ET151019	1	1	0	0	0
R28YRS	ET151019	2	2	0	0	0
R28YRS	ET151019	3	5	0	0	1
R28YRS	ET151019	4	6	0	0	1
R28YRS	ET151019	5	7	0	0	1
R28YRS	ET151020	1	1	0	0	0
R28YRS	ET151020	2	2	1	0	0
R28YRS	ET151020	3	7	0	0	1
R28YRS	ET151020	4	5	1	0	1
R28YRS	ET151021	1	1	0	0	1
R28YRS	ET151021	2	2	0	0	1
R28YRS	ET151021	3	7	1	0	0
R28YRS	ET151021	4	6	0	0	1
R28YRS	ET151023	1	1	0	0	0
R28YRS	ET151023	2	2	0	0	0
R28YRS	ET151023	3	6	0	0	1
R28YRS	ET151023	4	10	0	0	1
R28YRS	ET151024	1	1	0	0	0
R28YRS	ET151024	2	2	0	0	0
R28YRS	ET151024	3	3	1	0	1
R28YRS	ET151024	4	5	1	0	0
R28YRS	ET151024	5	7	1	0	1
R28YRS	ET151025	1	1	0	0	0
R28YRS	ET151025	2	2	0	0	0
R28YRS	ET151025	3	3	0	0	1
R28YRS	ET151025	4	5	1	0	1
R28YRS	ET151025	5	7	0	0	1
R28YRS	ET151026	1	1	0	0	0
R28YRS	ET151026	2	2	0	0	0
R28YRS	ET151026	3	7	0	0	1
R28YRS	ET151026	4	8	1	0	1
R28YRS	ET151027	1	1	0	0	0
R28YRS	ET151027	2	2	0	0	0
R28YRS	ET151027	3	5	1	0	1
R28YRS	ET151027	4	6	0	0	0
R28YRS	ET151028	1	7	1	0	0
R28YRS	ET151028	2	8	1	0	0
R28YRS	ET151028	3	10	0	0	1
R28YRS	ET151029	1	1	1	1	0
R28YRS	ET151029	2	5	1	1	0
R28YRS	ET151029	3	7	1	1	0
R28YRS	ET151030	1	1	1	0	0
R28YRS	ET151030	2	6	1	1	2
R28YRS	ET151030	3	7	1	1	2
R28YRS	ET151031	1	1	1	0	0
R28YRS	ET151031	2	7	1	0	0
R28YRS	ET151031	3	17	0	0	1
R28YRS	ET151032	1	1	1	0	0
R28YRS	ET151032	2	10	0	0	1
R28YRS	ET151032	3	17	0	0	1
R28YRS	ET151033	1	1	0	0	0
R28YRS	ET151033	2	5	0	0	0
R28YRS	ET151033	3	6	0	0	0
R28YRS	ET151034	1	1	0	0	0
R28YRS	ET151034	2	2	0	0	0
R28YRS	ET151034	3	5	1	0	1
R28YRS	ET151034	4	7	1	0	1
R28YRS	ET151035	1	99	99	99	99
R28YRS	ET151039	1	5	1	0	1
R28YRS	ET151039	2	1	0	0	0
R28YRS	ET151039	3	2	0	0	0
R28YRS	ET151039	4	10	0	0	1
R28YRS	ET151039	5	17	0	0	1
R28YRS	ET151041	1	5	0	0	2
R28YRS	ET151041	2	21	1	0	2
R28YRS	ET151042	1	1	0	0	0
R28YRS	ET151042	2	7	0	0	0
R28YRS	ET151042	3	6	0	0	0
R28YRS	ET151043	1	1	1	0	0
R28YRS	ET151043	2	6	1	0	0
R28YRS	ET151043	3	2	1	0	0
R28YRS	ET151044	1	1	1	1	0
R28YRS	ET151044	2	2	1	1	2
R28YRS	ET151044	3	5	1	0	1
R28YRS	ET151044	4	6	0	1	2
R28YRS	ET151044	5	7	1	0	2
R28YRS	ET151044	6	10	0	0	1
R28YRS	ET151044	7	17	0	1	1
R28YRS	ET151045	1	1	0	0	0
R28YRS	ET151045	2	7	0	0	0
R28YRS	ET151045	3	6	0	0	0
R28YRS	ET151049	1	5	1	1	0
R28YRS	ET151049	2	6	1	1	0
R28YRS	ET151051	1	1	1	0	0
R28YRS	ET151051	2	5	1	0	0
R28YRS	ET151051	3	17	0	1	1
R28YRS	ET151052	1	1	1	0	0
R28YRS	ET151052	2	5	1	0	2
R28YRS	ET151052	3	10	0	0	1
R28YRS	ET151052	4	17	0	0	1
R28YRS	ET151053	1	1	0	0	1
R28YRS	ET151053	2	5	0	0	0
R28YRS	ET151054	1	1	0	0	0
R28YRS	ET151054	2	2	1	0	2
R28YRS	ET151054	3	6	1	1	2
R28YRS	ET151054	4	7	1	1	0
R28YRS	ET151054	5	17	1	1	1
R28YRS	ET151056	1	1	1	0	0
R28YRS	ET151056	2	5	1	1	0
R28YRS	ET151056	3	17	1	1	1
R28YRS	ET151057	1	1	1	0	0
R28YRS	ET151057	2	2	1	1	0
R28YRS	ET151057	3	3	1	0	1
R28YRS	ET151057	4	6	1	1	2
R28YRS	ET151057	5	7	1	1	2
R28YRS	ET151057	6	10	1	1	1
R28YRS	ET151057	7	17	1	1	1
R28YRS	ET151058	1	1	1	1	0
R28YRS	ET151058	2	5	1	1	2
R28YRS	ET151058	3	6	1	1	2
R28YRS	ET151059	1	1	0	0	0
R28YRS	ET151059	2	6	0	0	1
R28YRS	ET151059	3	7	0	1	0
R28YRS	ET151064	1	1	1	1	0
R28YRS	ET151064	2	5	1	1	2
R28YRS	ET151064	3	7	1	1	2
R28YRS	ET151066	1	1	0	0	0
R28YRS	ET151066	2	2	0	0	0
R28YRS	ET151066	3	5	0	0	1
R28YRS	ET151066	4	10	0	0	1
R28YRS	ET151066	5	17	0	1	1
R28YRS	ET151067	1	1	1	0	0
R28YRS	ET151067	2	7	1	1	0
R28YRS	ET151067	3	6	1	0	0
R28YRS	ET151068	1	1	1	0	0
R28YRS	ET151068	2	7	1	1	0
R28YRS	ET151069	1	1	1	0	0
R28YRS	ET151069	2	10	0	0	1
R28YRS	ET151069	3	17	1	0	1
R28YRS	ET151070	1	1	1	0	0
R28YRS	ET151070	2	7	1	0	0
R28YRS	ET151070	3	17	0	1	1
R28YRS	ET161001	1	1	0	0	0
R28YRS	ET161001	2	6	0	0	0
R28YRS	ET161001	3	5	0	0	0
R28YRS	ET161001	4	10	0	0	0
R28YRS	ET161002	1	1	0	0	0
R28YRS	ET161002	2	3	0	0	0
R28YRS	ET161003	1	1	0	0	1
R28YRS	ET161003	2	8	1	0	0
R28YRS	ET161004	1	5	0	0	0
R28YRS	ET161004	2	1	0	0	0
R28YRS	ET161004	3	6	0	0	0
R28YRS	ET161004	4	17	0	0	1
R28YRS	ET161005	1	1	0	0	1
R28YRS	ET161005	2	7	0	0	1
R28YRS	ET161005	3	6	1	0	0
R28YRS	ET161006	1	1	0	0	0
R28YRS	ET161006	2	6	0	0	0
R28YRS	ET161006	3	10	0	0	1
R28YRS	ET161007	1	1	0	0	0
R28YRS	ET161007	2	6	0	0	0
R28YRS	ET161007	3	17	0	0	0
R28YRS	ET161008	1	7	1	1	1
R28YRS	ET161008	2	6	1	1	1
R28YRS	ET161009	1	1	0	0	0
R28YRS	ET161009	2	6	0	0	0
R28YRS	ET161009	3	7	0	0	2
R28YRS	ET161010	1	8	1	1	1
R28YRS	ET161010	2	7	1	0	1
R28YRS	ET161011	1	1	0	0	0
R28YRS	ET161011	2	7	1	0	0
R28YRS	ET161011	3	17	0	0	1
R28YRS	ET161012	1	1	1	0	0
R28YRS	ET161012	2	6	1	1	1
R28YRS	ET161012	3	5	1	1	1
R28YRS	ET161013	1	6	1	0	0
R28YRS	ET161013	2	17	0	0	0
R28YRS	ET161014	1	2	0	0	0
R28YRS	ET161014	2	6	0	0	0
R28YRS	ET161014	3	17	0	1	1
R28YRS	ET161015	1	6	1	0	1
R28YRS	ET161015	2	5	0	1	1
R28YRS	ET161016	1	1	0	0	0
R28YRS	ET161016	2	6	1	1	0
R28YRS	ET161016	3	5	1	1	0
R28YRS	ET161017	1	6	1	0	0
R28YRS	ET161017	2	5	1	0	0
R28YRS	ET161017	3	17	0	1	1
R28YRS	ET161017	4	1	0	0	0
R28YRS	ET161018	1	1	0	0	1
R28YRS	ET161018	2	6	0	0	1
R28YRS	ET161019	1	8	1	0	0
R28YRS	ET161019	2	7	1	0	0
R28YRS	ET161019	3	10	1	0	0
R28YRS	ET161020	1	1	0	0	0
R28YRS	ET161020	2	6	1	1	0
R28YRS	ET161020	3	5	1	1	0
R28YRS	ET161021	1	6	1	0	1
R28YRS	ET161021	2	17	0	1	1
R28YRS	ET161022	1	6	1	0	0
R28YRS	ET161022	2	1	0	0	0
R28YRS	ET161022	3	3	1	1	1
R28YRS	ET161023	1	7	1	1	0
R28YRS	ET161023	2	1	1	1	0
R28YRS	ET161024	1	8	1	1	0
R28YRS	ET161024	2	6	1	0	0
R28YRS	ET161024	3	17	0	0	1
R28YRS	ET161025	1	1	0	0	0
R28YRS	ET161025	2	5	1	0	0
R28YRS	ET161025	3	17	0	1	1
R28YRS	ET161026	1	1	0	0	1
R28YRS	ET161026	2	5	0	0	1
R28YRS	ET161026	3	17	0	0	1
R28YRS	ET161027	1	5	1	0	1
R28YRS	ET161027	2	6	1	1	1
R28YRS	ET161027	3	7	1	1	1
R28YRS	ET161028	1	5	0	0	1
R28YRS	ET161028	2	1	0	0	0
R28YRS	ET161028	3	6	0	0	1
R28YRS	ET161029	1	7	0	1	0
R28YRS	ET161029	2	6	1	0	1
R28YRS	ET161029	3	17	0	1	1
R28YRS	ET161030	1	1	1	0	1
R28YRS	ET161030	2	7	1	0	1
R28YRS	ET161031	1	1	0	0	1
R28YRS	ET161031	2	3	0	1	0
R28YRS	ET161031	3	5	1	1	0
R28YRS	ET161032	1	1	1	0	1
R28YRS	ET161032	2	6	0	0	1
R28YRS	ET161032	3	5	1	0	1
R28YRS	ET161033	1	1	1	0	0
R28YRS	ET161034	1	1	1	0	1
R28YRS	ET161034	2	5	1	0	1
R28YRS	ET161034	3	6	0	1	1
R28YRS	ET161035	1	2	1	0	0
R28YRS	ET161035	2	17	0	0	1
R28YRS	ET161036	1	1	0	0	1
R28YRS	ET161036	2	6	0	0	1
R28YRS	ET161036	3	8	1	0	1
R28YRS	ET161036	4	7	0	0	1
R28YRS	ET161037	1	7	1	1	2
R28YRS	ET161037	2	5	1	1	2
R28YRS	ET161037	3	6	1	1	2
R28YRS	ET161037	4	17	0	0	1
R28YRS	ET161038	1	1	0	0	1
R28YRS	ET161038	2	6	0	0	1
R28YRS	ET161038	3	5	1	0	1
R28YRS	ET161038	4	2	0	0	1
R28YRS	ET161039	1	1	0	0	1
R28YRS	ET161039	2	5	1	0	1
R28YRS	ET161039	3	6	0	0	1
R28YRS	ET161040	1	19	77	77	77
R28YRS	ET161041	1	1	1	1	0
R28YRS	ET161041	2	5	1	1	1
R28YRS	ET161041	3	6	1	1	1
R28YRS	ET161042	1	8	0	0	2
R28YRS	ET161042	2	6	0	0	2
R28YRS	ET161043	1	7	1	1	0
R28YRS	ET161043	2	3	1	1	0
R28YRS	ET161044	1	1	1	0	0
R28YRS	ET161044	2	8	1	0	0
R28YRS	ET161044	3	7	1	0	0
R28YRS	ET161044	4	17	0	0	1
R28YRS	ET161045	1	6	0	0	0
R28YRS	ET161045	2	3	0	1	0
R28YRS	ET161046	1	1	0	0	1
R28YRS	ET161046	2	7	0	0	1
R28YRS	ET161046	3	6	0	0	1
R28YRS	ET161047	1	7	1	0	0
R28YRS	ET161047	2	8	1	1	0
R28YRS	ET161048	1	1	0	0	1
R28YRS	ET161048	2	5	1	1	0
R28YRS	ET161048	3	6	1	1	0
R28YRS	ET161049	1	1	1	1	0
R28YRS	ET161049	2	5	1	1	0
R28YRS	ET161049	3	6	1	1	0
R28YRS	ET161049	4	17	0	0	1
R28YRS	ET161050	1	1	0	0	0
R28YRS	ET161050	2	5	1	1	0
R28YRS	ET161050	3	6	1	1	0
R28YRS	ET161050	4	8	1	1	0
R28YRS	ET161050	5	17	0	0	1
R28YRS	ET171001	1	1	0	0	0
R28YRS	ET171001	2	5	0	0	0
R28YRS	ET171001	3	6	0	0	0
R28YRS	ET171002	1	1	0	0	0
R28YRS	ET171002	2	5	0	0	0
R28YRS	ET171002	3	6	0	0	0
R28YRS	ET171003	1	6	0	0	0
R28YRS	ET171003	2	5	0	0	0
R28YRS	ET171003	3	1	0	0	0
R28YRS	ET171003	4	2	0	0	0
R28YRS	ET171005	1	1	0	0	0
R28YRS	ET171005	2	5	0	0	0
R28YRS	ET171005	3	6	0	1	0
R28YRS	ET171005	4	2	0	0	0
R28YRS	ET171006	1	1	0	0	0
R28YRS	ET171006	2	5	0	0	0
R28YRS	ET171006	3	6	0	0	0
R28YRS	ET171006	4	7	0	0	0
R28YRS	ET171007	1	1	1	1	2
R28YRS	ET171007	2	7	1	1	1
R28YRS	ET171007	3	2	1	1	1
R28YRS	ET171008	1	1	1	1	0
R28YRS	ET171008	2	7	1	0	0
R28YRS	ET171008	3	10	0	0	1
R28YRS	ET171008	4	17	0	1	1
R28YRS	ET171009	1	1	0	0	0
R28YRS	ET171009	2	5	0	0	0
R28YRS	ET171009	3	2	0	0	0
R28YRS	ET171010	1	1	0	0	0
R28YRS	ET171010	2	2	0	0	0
R28YRS	ET171010	3	5	0	0	0
R28YRS	ET171011	1	1	0	0	0
R28YRS	ET171011	2	5	0	0	0
R28YRS	ET171011	3	6	0	0	0
R28YRS	ET171011	4	7	0	0	0
R28YRS	ET171012	1	1	1	0	0
R28YRS	ET171012	2	7	1	0	0
R28YRS	ET171012	3	10	0	0	1
R28YRS	ET171012	4	2	0	0	1
R28YRS	ET171012	5	4	1	0	0
R28YRS	ET171013	1	1	0	0	0
R28YRS	ET171013	2	5	1	0	0
R28YRS	ET171014	1	1	0	0	0
R28YRS	ET171014	2	2	0	0	0
R28YRS	ET171014	3	5	0	0	0
R28YRS	ET171014	4	7	0	0	0
R28YRS	ET171015	1	1	0	0	0
R28YRS	ET171015	2	5	0	0	0
R28YRS	ET171015	3	6	0	0	0
R28YRS	ET171016	1	1	0	0	0
R28YRS	ET171016	2	5	0	0	0
R28YRS	ET171016	3	6	0	0	0
R28YRS	ET171017	1	6	0	0	0
R28YRS	ET171017	2	1	0	0	0
R28YRS	ET171017	3	2	0	0	0
R28YRS	ET171018	1	1	0	0	0
R28YRS	ET171018	2	2	0	0	0
R28YRS	ET171018	3	7	0	0	0
R28YRS	ET171019	1	1	0	0	0
R28YRS	ET171019	2	5	0	0	0
R28YRS	ET171019	3	2	0	0	0
R28YRS	ET171020	1	1	0	0	0
R28YRS	ET171020	2	5	0	0	0
R28YRS	ET171020	3	6	0	0	0
R28YRS	ET171020	4	2	0	0	0
R28YRS	ET171021	1	1	1	1	0
R28YRS	ET171021	2	2	0	0	1
R28YRS	ET171021	3	3	1	1	1
R28YRS	ET171021	4	7	1	0	0
R28YRS	ET171021	5	10	0	0	1
R28YRS	ET171021	6	17	0	1	1
R28YRS	ET171021	7	18	0	0	1
R28YRS	ET171022	1	1	1	1	0
R28YRS	ET171022	2	7	1	1	0
R28YRS	ET171023	1	1	0	0	1
R28YRS	ET171023	2	6	0	1	1
R28YRS	ET171023	3	7	0	0	0
R28YRS	ET171023	4	3	0	0	0
R28YRS	ET171024	1	1	0	0	0
R28YRS	ET171024	2	5	1	0	0
R28YRS	ET171025	1	7	1	0	1
R28YRS	ET171025	2	2	1	0	0
R28YRS	ET171025	3	1	1	0	0
R28YRS	ET171026	1	7	1	1	2
R28YRS	ET171026	2	9	1	0	1
R28YRS	ET171027	1	1	0	0	0
R28YRS	ET171027	2	5	0	0	0
R28YRS	ET171027	3	6	0	0	0
