FORMNO	CHILDID	PASSID	PASSET	NUMPRNT	NUMPASS	VALPASS	DECPASS
R28YRS	ET121020	3	6	0	4	20	1
R28YRS	ET121022	1	1	0	4	50	1
R28YRS	ET121022	2	4	0	1	15	1
R28YRS	ET121022	3	6	0	2	10	1
R28YRS	ET121024	1	1	0	3	90	1
R28YRS	ET121024	2	4	0	1	5	1
R28YRS	ET121024	3	6	0	2	10	1
R28YRS	ET121025	1	1	0	7	70	1
R28YRS	ET121025	2	4	0	1	5	1
R28YRS	ET121025	3	6	0	1	10	1
R28YRS	ET121026	1	1	0	5	97	80
R28YRS	ET121026	2	4	0	1	8	80
R28YRS	ET121027	1	1	0	3	30	1
R28YRS	ET121027	2	4	0	1	10	1
R28YRS	ET121027	3	6	0	1	4	1
R28YRS	ET121028	1	1	0	1	200	1
R28YRS	ET121028	2	6	1	0	-88	88
R28YRS	ET121028	3	4	0	1	20	1
R28YRS	ET121029	1	1	0	4	112	1
R28YRS	ET121030	1	1	0	7	66	1
R28YRS	ET121030	2	4	0	1	15	1
R28YRS	ET121031	1	1	0	8	35	1
R28YRS	ET121031	2	4	0	2	40	1
R28YRS	ET121032	1	1	0	3	80	1
R28YRS	ET121032	2	4	0	2	10	1
R28YRS	ET121032	3	6	0	2	5	1
R28YRS	ET121033	1	1	0	5	100	1
R28YRS	ET121033	2	4	1	1	10	1
R28YRS	ET121033	3	6	2	2	4	1
R28YRS	ET121034	1	1	0	5	40	1
R28YRS	ET121034	2	4	0	1	10	1
R28YRS	ET121036	1	1	0	6	80	1
R28YRS	ET121036	2	4	0	2	6	1
R28YRS	ET121036	3	6	0	3	3	1
R28YRS	ET121037	1	1	0	3	50	1
R28YRS	ET121037	2	4	0	1	10	1
R28YRS	ET121037	3	6	2	0	-88	88
R28YRS	ET121038	1	1	0	4	405	1
R28YRS	ET121038	2	6	0	2	10	1
R28YRS	ET121038	3	4	0	2	40	1
R28YRS	ET121039	1	1	0	8	52	1
R28YRS	ET121040	1	1	0	4	90	1
R28YRS	ET121040	2	4	0	1	2	1
R28YRS	ET121040	3	6	0	2	4	1
R28YRS	ET121041	1	1	0	4	39	1
R28YRS	ET121041	2	4	0	1	4	1
R28YRS	ET121043	1	1	0	3	18	80
R28YRS	ET121043	2	4	0	2	200	80
R28YRS	ET121044	1	23	0	5	330	17
R28YRS	ET121046	1	1	0	7	345	1
R28YRS	ET121046	2	4	0	2	28	1
R28YRS	ET121046	3	6	1	5	50	90
R28YRS	ET121047	1	1	0	4	20	80
R28YRS	ET121048	1	4	0	1	80	1
R28YRS	ET121048	2	1	0	5	538	80
R28YRS	ET121048	3	6	0	1	5	1
R28YRS	ET121049	1	1	0	6	40	3
R28YRS	ET121049	2	4	0	2	30	3
R28YRS	ET121049	3	6	0	2	4	3
R28YRS	ET121050	1	1	0	7	50	1
R28YRS	ET121050	2	4	0	1	5	1
R28YRS	ET121050	3	6	0	2	4	1
R28YRS	ET121053	1	23	0	5	135	16
R28YRS	ET121054	1	1	0	7	47	2
R28YRS	ET121054	2	4	1	0	88	88
R28YRS	ET121055	1	1	0	2	15	80
R28YRS	ET121056	1	4	0	1	97	1
R28YRS	ET121056	2	1	0	13	552	80
R28YRS	ET121056	3	6	0	2	14	80
R28YRS	ET121057	1	4	0	1	2	80
R28YRS	ET131001	1	30	0	4	10	1
R28YRS	ET131002	1	20	2	0	8	90
R28YRS	ET131003	1	19	0	2	30	1
R28YRS	ET131009	1	21	0	1	1200	80
R28YRS	ET131010	1	15	0	5	100	2
R28YRS	ET131012	1	1	2	9	55	80
R28YRS	ET131012	2	4	0	1	15	80
R28YRS	ET131013	1	1	0	4	17	2
R28YRS	ET131013	2	4	1	0	-88	90
R28YRS	ET131018	1	15	6	0	10	90
R28YRS	ET131020	1	13	0	3	380	1
R28YRS	ET131022	1	15	0	7	80	1
R28YRS	ET131023	1	30	0	1	-77	1
R28YRS	ET131023	2	30	0	20	500	1
R28YRS	ET131024	1	30	0	4	12	80
R28YRS	ET131025	1	13	4	3	30	1
R28YRS	ET131026	1	15	88	7	120	1
R28YRS	ET131027	1	30	0	2	4	1
R28YRS	ET131029	1	13	0	5	1180	1
R28YRS	ET131030	1	15	0	8	28	1
R28YRS	ET131032	1	15	0	2	12	2
R28YRS	ET131038	1	1	0	1	1	1
R28YRS	ET131039	1	13	0	5	35	1
R28YRS	ET131040	1	13	0	4	70	80
R28YRS	ET131041	1	1	2	5	60	2
R28YRS	ET131043	1	30	88	1	40000	2
R28YRS	ET131045	1	21	0	1	900	1
R28YRS	ET131046	1	17	0	4	7700	1
R28YRS	ET131047	1	30	0	2	20	1
R28YRS	ET131049	1	1	0	6	60	80
R28YRS	ET131049	2	4	0	1	15	80
R28YRS	ET131050	1	23	0	200	8000	2
R28YRS	ET141002	1	30	-88	-88	-88	88
R28YRS	ET141004	1	30	-88	-88	-88	88
R28YRS	ET141005	1	30	-88	-88	-88	88
R28YRS	ET141006	1	21	1	0	0	1
R28YRS	ET141007	1	30	-88	-88	-88	88
R28YRS	ET141008	1	30	-88	-88	-88	88
R28YRS	ET141009	1	30	0	3	900	1
R28YRS	ET141010	1	30	-88	-88	-88	88
R28YRS	ET141012	1	2	0	1	3500	4
R28YRS	ET141013	1	15	0	10	60	1
R28YRS	ET141014	1	30	-88	-88	-88	88
R28YRS	ET141016	1	30	-88	-88	-88	88
R28YRS	ET141019	1	30	-88	-88	-88	88
R28YRS	ET141020	1	30	-88	-88	-88	88
R28YRS	ET141021	1	30	-88	-88	-88	88
R28YRS	ET141022	1	30	-88	-88	-88	88
R28YRS	ET141025	1	23	0	3	600	3
R28YRS	ET141026	1	30	-88	-88	-88	88
R28YRS	ET141030	1	13	0	15	200	1
R28YRS	ET141031	1	30	-88	-88	-88	88
R28YRS	ET141032	1	30	-88	-88	-88	88
R28YRS	ET141033	1	30	-88	-88	-88	88
R28YRS	ET141034	1	30	-88	-88	-88	88
R28YRS	ET141035	1	25	-88	-88	-88	88
R28YRS	ET141036	1	30	-88	-88	-88	88
R28YRS	ET141037	1	30	-88	-88	-88	88
R28YRS	ET141038	1	27	0	1	5000	1
R28YRS	ET141040	1	21	0	1	450	1
R28YRS	ET141041	1	23	0	4	12	2
R28YRS	ET141042	1	30	-88	-88	-88	88
R28YRS	ET141043	1	1	0	1	15	1
R28YRS	ET141044	1	27	0	2	-77	2
R28YRS	ET141045	1	2	0	1	60	1
R28YRS	ET141046	1	30	-88	-88	-88	88
R28YRS	ET141048	1	15	0	15	30	1
R28YRS	ET141049	1	30	0	4	21	3
R28YRS	ET141049	2	30	0	4	9300	3
R28YRS	ET141050	1	17	0	1	30	1
R28YRS	ET151001	1	1	0	5	65	1
R28YRS	ET151002	1	1	0	8	45	2
R28YRS	ET151004	1	1	0	9	45	1
R28YRS	ET151005	1	1	0	6	30	1
R28YRS	ET151008	1	1	0	5	70	2
R28YRS	ET151009	1	1	0	12	150	1
R28YRS	ET151010	1	1	0	6	20	1
R28YRS	ET151011	1	1	0	3	23	1
R28YRS	ET151012	1	1	0	8	56	1
R28YRS	ET151014	1	1	0	4	55	1
R28YRS	ET151015	1	1	0	5	54	1
R28YRS	ET151016	1	1	0	8	100	1
R28YRS	ET151018	1	1	0	3	49	3
R28YRS	ET151019	1	1	0	8	102	1
R28YRS	ET151020	1	1	0	5	90	1
R28YRS	ET151021	1	1	0	6	50	1
R28YRS	ET151023	1	1	0	5	55	1
R28YRS	ET151024	1	1	0	8	105	1
R28YRS	ET151025	1	23	0	4	1365	1
R28YRS	ET151026	1	1	0	8	60	0
R28YRS	ET151027	1	1	0	7	60	1
R28YRS	ET151028	1	1	0	6	45	2
R28YRS	ET151029	1	1	0	3	60	2
R28YRS	ET151030	1	1	0	9	90	1
R28YRS	ET151031	1	1	0	5	150	1
R28YRS	ET151032	1	1	0	10	55	1
R28YRS	ET151033	1	1	0	2	10	1
R28YRS	ET151034	1	1	0	11	118	1
R28YRS	ET151035	1	1	0	4	27	1
R28YRS	ET151039	1	1	0	11	171	1
R28YRS	ET151041	1	23	0	3	80	80
R28YRS	ET151041	2	30	0	12	15	80
R28YRS	ET151042	1	1	0	6	50	1
R28YRS	ET151043	1	1	0	10	100	1
R28YRS	ET151044	1	1	0	12	75	2
R28YRS	ET151045	1	1	0	8	41	1
R28YRS	ET151049	1	1	0	5	70	1
R28YRS	ET151051	1	1	0	4	60	1
R28YRS	ET151052	1	1	0	5	25	1
R28YRS	ET151053	1	1	0	7	37	1
R28YRS	ET151054	1	1	0	9	36	1
R28YRS	ET151056	1	1	0	3	50	1
R28YRS	ET151057	1	1	0	10	40	1
R28YRS	ET151058	1	1	0	8	80	1
R28YRS	ET151059	1	1	0	7	30	1
R28YRS	ET151064	1	1	0	10	100	1
R28YRS	ET151066	1	1	0	9	147	1
R28YRS	ET151067	1	1	0	4	50	1
R28YRS	ET151068	1	1	0	9	150	80
R28YRS	ET151069	1	1	0	3	15	1
R28YRS	ET151070	1	1	0	4	65	1
R28YRS	ET161001	1	1	3	0	-88	90
R28YRS	ET161001	2	4	1	0	-88	90
R28YRS	ET161002	1	1	0	2	53	2
R28YRS	ET161002	2	4	1	0	-88	90
R28YRS	ET161002	3	3	1	0	-88	90
R28YRS	ET161003	1	1	0	6	120	1
R28YRS	ET161003	2	4	0	1	10	1
R28YRS	ET161003	3	8	0	2	6	1
R28YRS	ET161004	1	1	2	7	104	80
R28YRS	ET161005	1	1	0	8	210	1
R28YRS	ET161005	2	4	0	1	15	1
R28YRS	ET161006	1	4	0	1	15	1
R28YRS	ET161006	2	1	0	3	65	1
R28YRS	ET161007	1	4	0	1	20	1
R28YRS	ET161007	2	1	0	2	50	1
R28YRS	ET161008	1	1	0	4	20	1
R28YRS	ET161008	2	4	0	1	5	1
R28YRS	ET161008	3	8	0	2	20	80
R28YRS	ET161009	1	4	0	1	15	4
R28YRS	ET161009	2	1	0	4	90	4
R28YRS	ET161010	1	1	0	9	100	1
R28YRS	ET161010	2	4	0	1	18	1
R28YRS	ET161011	1	1	4	9	80	80
R28YRS	ET161012	1	1	0	3	70	1
R28YRS	ET161012	2	4	0	1	20	1
R28YRS	ET161012	3	3	1	0	-88	90
R28YRS	ET161013	1	1	0	5	100	1
R28YRS	ET161013	2	8	0	3	40	1
R28YRS	ET161013	3	4	0	1	20	1
R28YRS	ET161014	1	1	0	3	30	1
R28YRS	ET161014	2	4	0	1	10	1
R28YRS	ET161014	3	3	0	1	16	1
R28YRS	ET161015	1	4	0	1	25	1
R28YRS	ET161016	1	4	0	2	100	1
R28YRS	ET161016	2	1	0	10	180	1
R28YRS	ET161016	3	8	0	3	70	1
R28YRS	ET161017	1	1	0	1	50	1
R28YRS	ET161018	3	1	0	11	210	1
R28YRS	ET161019	1	1	0	4	20	1
R28YRS	ET161019	2	4	0	1	10	1
R28YRS	ET161020	1	4	0	2	120	1
R28YRS	ET161020	2	1	0	6	300	1
R28YRS	ET161021	1	1	0	3	15	1
R28YRS	ET161021	2	4	0	1	25	1
R28YRS	ET161022	1	1	2	5	40	80
R28YRS	ET161023	1	4	0	1	15	1
R28YRS	ET161023	2	1	0	3	25	1
R28YRS	ET161024	1	1	2	5	65	80
R28YRS	ET161025	1	1	3	6	70	80
R28YRS	ET161027	1	1	0	2	10	1
R28YRS	ET161027	2	4	0	1	5	1
R28YRS	ET161028	1	1	0	4	72	1
R28YRS	ET161029	1	13	0	7	240	1
R28YRS	ET161030	1	4	0	1	5	1
R28YRS	ET161030	2	1	0	4	24	1
R28YRS	ET161031	1	13	1	7	500	17
R28YRS	ET161032	1	1	0	5	85	1
R28YRS	ET161033	1	1	0	6	100	1
R28YRS	ET161033	2	8	0	3	75	1
R28YRS	ET161033	3	4	1	0	-88	90
R28YRS	ET161034	1	1	1	7	100	1
R28YRS	ET161034	2	4	0	1	30	1
R28YRS	ET161034	3	3	0	1	600	1
R28YRS	ET161035	1	1	0	4	45	1
R28YRS	ET161035	2	6	0	6	60	1
R28YRS	ET161035	3	8	0	5	100	1
R28YRS	ET161036	1	30	0	2	-77	1
R28YRS	ET161036	2	30	0	1	800	1
R28YRS	ET161036	3	4	0	1	50	1
R28YRS	ET161038	1	4	0	1	80	1
R28YRS	ET161038	2	8	0	1	800	1
R28YRS	ET161038	3	1	0	3	80	1
R28YRS	ET161039	1	30	2	2	-77	88
R28YRS	ET161039	2	4	0	1	250	1
R28YRS	ET161039	3	1	0	13	272	1
R28YRS	ET161040	1	1	0	7	110	1
R28YRS	ET161040	2	4	0	1	10	1
R28YRS	ET161042	1	4	0	8	142	1
R28YRS	ET161042	2	3	1	0	-88	90
R28YRS	ET161042	3	6	0	5	21	1
R28YRS	ET161043	1	22	4	0	-88	88
R28YRS	ET161045	1	1	0	4	25	2
R28YRS	ET161045	2	4	0	2	4	2
R28YRS	ET161046	2	1	0	4	150	1
R28YRS	ET161046	3	4	0	1	150	1
R28YRS	ET161047	1	1	0	4	-77	1
R28YRS	ET161048	1	4	0	1	43	1
R28YRS	ET161048	2	1	0	8	180	1
R28YRS	ET161048	3	8	3	2	30	1
R28YRS	ET161049	1	1	0	8	82	1
R28YRS	ET161049	2	4	0	3	60	1
R28YRS	ET161050	1	1	0	10	400	1
R28YRS	ET161050	2	4	0	2	60	1
R28YRS	ET161050	3	8	0	20	800	1
R28YRS	ET171001	1	1	0	1	15	80
R28YRS	ET171002	1	1	0	1	12	1
R28YRS	ET171003	1	1	0	6	35	80
R28YRS	ET171003	2	4	0	1	140	80
R28YRS	ET171005	1	1	0	5	24	80
R28YRS	ET171005	2	4	0	1	80	80
R28YRS	ET171006	1	1	0	3	20	80
R28YRS	ET171006	2	4	0	1	120	80
R28YRS	ET171007	1	1	0	4	40	80
R28YRS	ET171007	2	4	0	1	150	80
R28YRS	ET171008	1	1	0	9	170	80
R28YRS	ET171008	2	4	0	1	140	80
R28YRS	ET171008	3	8	2	5	70	80
R28YRS	ET171009	1	1	0	7	31	80
R28YRS	ET171009	2	4	0	2	120	80
R28YRS	ET171010	1	1	0	2	10	80
R28YRS	ET171010	2	4	0	1	80	80
R28YRS	ET171011	1	1	0	2	20	80
R28YRS	ET171011	2	4	0	1	100	80
R28YRS	ET171012	1	1	8	5	90	80
R28YRS	ET171012	2	4	0	1	150	80
R28YRS	ET171013	1	1	0	3	50	1
R28YRS	ET171014	1	1	0	2	45	80
R28YRS	ET171014	2	4	0	1	150	80
R28YRS	ET171015	1	1	0	5	30	80
R28YRS	ET171015	2	4	0	1	60	80
R28YRS	ET171016	1	1	0	5	35	80
R28YRS	ET171016	2	4	0	2	400	80
R28YRS	ET171017	1	1	0	6	51	80
R28YRS	ET171017	2	4	0	1	120	80
R28YRS	ET171018	1	1	0	2	40	80
R28YRS	ET171018	2	4	0	1	120	80
R28YRS	ET171019	1	1	0	3	15	80
R28YRS	ET171019	2	4	0	1	60	80
R28YRS	ET171020	1	1	0	3	25	80
R28YRS	ET171020	2	4	0	1	150	80
R28YRS	ET171021	1	30	0	6	10500	80
R28YRS	ET171022	1	1	0	5	75	80
R28YRS	ET171022	2	4	0	3	150	80
R28YRS	ET171023	1	4	0	5	200	80
R28YRS	ET171024	1	4	0	2	120	80
R28YRS	ET171024	2	1	0	5	45	80
R28YRS	ET171025	1	4	0	1	125	80
R28YRS	ET171025	2	1	0	3	20	80
R28YRS	ET171026	1	4	0	1	185	1
R28YRS	ET171026	2	1	0	7	69	1
R28YRS	ET171027	1	1	0	3	24	80
R28YRS	ET171027	2	4	0	1	200	80
R28YRS	ET171028	1	1	0	7	68	80
R28YRS	ET171028	2	4	0	2	300	80
R28YRS	ET171029	1	1	0	6	300	80
R28YRS	ET171030	1	1	0	8	100	80
R28YRS	ET171030	2	4	0	1	150	80
R28YRS	ET171031	1	1	0	9	230	80
R28YRS	ET171031	2	4	0	2	280	80
R28YRS	ET171031	3	8	0	5	-77	80
R28YRS	ET171032	1	1	0	4	40	80
R28YRS	ET171032	2	4	0	2	260	80
R28YRS	ET171033	1	1	0	2	10	1
R28YRS	ET171033	2	4	0	1	130	1
R28YRS	ET171034	1	1	0	1	10	1
R28YRS	ET171034	2	4	0	1	150	1
R28YRS	ET171035	1	1	0	3	12	80
R28YRS	ET171035	2	4	0	1	185	80
R28YRS	ET171036	1	1	0	2	35	1
R28YRS	ET171037	1	1	0	2	11	80
R28YRS	ET171037	2	4	0	1	48	80
R28YRS	ET171039	1	4	0	2	250	80
R28YRS	ET171039	2	1	0	9	56	80
R28YRS	ET171040	1	1	0	1	160	2
R28YRS	ET171040	2	4	0	8	46	2
R28YRS	ET171041	1	1	0	4	-77	80
R28YRS	ET171041	2	4	0	1	100	80
R28YRS	ET171042	1	1	0	5	38	80
R28YRS	ET171042	2	4	0	1	100	80
R28YRS	ET171043	1	1	0	4	28	80
R28YRS	ET171043	2	4	0	1	211	80
R28YRS	ET171044	1	1	0	8	100	80
R28YRS	ET171044	2	4	0	1	150	80
R28YRS	ET171045	1	1	0	6	45	80
R28YRS	ET171045	2	4	0	1	150	80
R28YRS	ET171046	1	4	0	1	140	1
R28YRS	ET171046	2	1	2	4	45	1
R28YRS	ET171046	3	8	5	0	-77	90
R28YRS	ET171047	1	1	0	4	24	80
R28YRS	ET171047	2	4	0	2	260	80
R28YRS	ET171048	1	1	0	6	42	1
R28YRS	ET171048	2	4	0	1	100	1
R28YRS	ET171049	1	1	0	5	50	80
R28YRS	ET171049	2	4	0	2	200	80
R28YRS	ET171050	1	1	0	6	40	80
R28YRS	ET171050	2	4	0	1	60	80
R28YRS	ET181001	1	1	1	0	-88	88
R28YRS	ET181002	1	4	0	1	100	1
R28YRS	ET181002	2	1	0	5	30	1
R28YRS	ET181003	1	4	0	1	100	1
R28YRS	ET181003	2	1	0	6	70	1
R28YRS	ET181004	1	1	0	3	15	1
R28YRS	ET181004	2	4	1	1	120	1
R28YRS	ET181005	1	4	0	1	100	80
R28YRS	ET181005	2	1	0	2	12	80
R28YRS	ET181006	1	1	0	7	150	1
R28YRS	ET181007	1	1	0	3	40	1
R28YRS	ET181007	2	4	0	1	20	1
R28YRS	ET181008	1	4	0	2	200	1
R28YRS	ET181008	2	1	0	3	15	1
R28YRS	ET181009	1	1	0	3	40	80
R28YRS	ET181009	2	4	0	1	160	80
R28YRS	ET181010	1	4	0	2	400	1
R28YRS	ET181010	2	1	0	6	50	1
R28YRS	ET181011	1	4	0	1	110	80
R28YRS	ET181011	2	1	0	5	57	80
R28YRS	ET181012	1	1	0	9	100	1
R28YRS	ET181012	2	4	0	2	200	1
R28YRS	ET181013	1	4	1	1	120	1
R28YRS	ET181013	2	1	1	1	30	1
R28YRS	ET181014	1	1	0	6	90	80
R28YRS	ET181014	2	4	0	2	160	80
R28YRS	ET181015	1	4	0	1	100	1
R28YRS	ET181015	2	1	1	6	130	1
R28YRS	ET181016	1	1	0	4	40	2
R28YRS	ET181016	2	4	0	2	20	2
R28YRS	ET181017	1	4	0	2	200	88
R28YRS	ET181017	2	1	0	4	30	88
R28YRS	ET181018	1	1	0	4	120	80
R28YRS	ET181019	1	4	0	1	300	1
R28YRS	ET181019	2	1	0	11	120	1
R28YRS	ET181020	1	4	1	0	-88	88
R28YRS	ET181020	2	1	2	0	-88	88
R28YRS	ET181021	1	4	0	2	200	1
R28YRS	ET181021	2	1	0	8	80	1
R28YRS	ET181022	1	1	0	7	60	80
R28YRS	ET181022	2	4	0	2	120	80
R28YRS	ET181023	1	1	0	5	30	1
R28YRS	ET181023	2	4	0	1	200	1
R28YRS	ET181024	1	4	0	2	150	1
R28YRS	ET181024	2	1	0	12	155	1
R28YRS	ET181025	1	4	0	1	250	1
R28YRS	ET181025	2	1	0	1	50	1
R28YRS	ET181026	1	1	0	2	30	1
R28YRS	ET181027	1	1	2	0	-88	88
R28YRS	ET181028	1	13	0	1	10	1
R28YRS	ET181028	2	1	0	1	7	1
R28YRS	ET181029	1	1	0	8	270	80
R28YRS	ET181029	2	5	1	0	2500	1
R28YRS	ET181029	3	4	0	4	80	80
R28YRS	ET181030	1	1	0	8	140	1
R28YRS	ET181030	2	4	0	2	80	1
R28YRS	ET181031	1	4	0	2	400	1
R28YRS	ET181031	2	1	0	4	50	1
R28YRS	ET181032	1	1	1	0	-88	88
R28YRS	ET181033	1	30	0	1	1	1
R28YRS	ET181034	1	4	0	2	300	1
R28YRS	ET181034	2	1	0	8	89	1
R28YRS	ET181035	1	4	0	2	100	1
R28YRS	ET181035	2	1	0	8	30	1
R28YRS	ET181036	1	4	0	1	70	1
R28YRS	ET181036	2	1	0	15	95	1
R28YRS	ET181037	1	1	0	4	43	80
R28YRS	ET181037	2	4	0	1	85	80
R28YRS	ET181038	1	1	0	7	14	80
R28YRS	ET181038	2	4	0	1	20	80
R28YRS	ET181038	3	8	0	6	80	80
R28YRS	ET181039	1	1	0	2	20	80
R28YRS	ET181039	2	4	0	1	120	80
R28YRS	ET181040	1	4	0	1	80	1
R28YRS	ET181040	2	1	0	6	38	1
R28YRS	ET181041	1	4	0	1	75	1
R28YRS	ET181041	2	1	0	5	30	1
R28YRS	ET181042	1	4	1	1	150	1
R28YRS	ET181042	2	1	1	8	100	1
R28YRS	ET181044	1	4	0	1	120	80
R28YRS	ET181044	2	1	0	4	20	80
R28YRS	ET181045	1	24	88	88	-88	88
R28YRS	ET181046	1	4	0	2	300	1
R28YRS	ET181046	2	1	0	8	100	1
R28YRS	ET181047	1	4	0	2	180	80
R28YRS	ET181047	2	1	0	5	140	80
R28YRS	ET181048	1	4	0	1	300	1
R28YRS	ET181048	2	1	0	4	40	1
R28YRS	ET181049	1	1	0	1	12	1
R28YRS	ET181050	2	1	0	7	75	88
R28YRS	ET181050	3	4	0	2	205	80
R28YRS	ET191001	1	15	0	5	200	1
R28YRS	ET191002	1	1	2	0	-88	90
R28YRS	ET191004	1	15	0	43	100	80
R28YRS	ET191005	1	15	0	3	60	1
R28YRS	ET191006	1	1	0	1	6	80
R28YRS	ET191007	1	1	1	0	-88	88
R28YRS	ET191008	1	23	1	3	150	3
R28YRS	ET191008	2	24	0	1	50	3
R28YRS	ET191009	1	1	0	1	15	1
R28YRS	ET191010	1	25	1	0	-88	88
R28YRS	ET191011	1	15	0	40	500	1
R28YRS	ET191012	1	1	2	0	-88	88
R28YRS	ET191014	1	15	0	8	450	1
R28YRS	ET191016	1	1	0	4	500	1
R28YRS	ET191017	1	15	0	40	60	1
R28YRS	ET191018	1	21	0	2	2000	1
R28YRS	ET191019	1	13	0	5	50	1
R28YRS	ET191020	1	23	0	4	6	1
R28YRS	ET191021	1	30	0	3	200	1
R28YRS	ET191022	1	15	0	1	160	2
R28YRS	ET191025	1	16	1	0	-88	88
R28YRS	ET191026	1	15	1	1	4	88
R28YRS	ET191027	1	1	2	1	30	1
R28YRS	ET191028	1	1	1	0	-88	88
R28YRS	ET191030	1	1	1	0	-88	88
R28YRS	ET191031	1	30	0	5	15	1
R28YRS	ET191032	1	30	0	20	60	1
R28YRS	ET191034	1	15	0	3	20	2
R28YRS	ET191035	1	1	1	0	-88	88
R28YRS	ET191037	1	23	0	3	500	80
R28YRS	ET191039	1	15	0	7	80	1
R28YRS	ET191040	1	16	1	0	-88	90
R28YRS	ET191041	1	1	2	0	-77	80
R28YRS	ET191042	1	1	1	0	-88	88
R28YRS	ET191043	1	21	0	2	2500	1
R28YRS	ET191044	1	23	0	4	4500	80
R28YRS	ET191045	1	1	1	0	-88	88
R28YRS	ET191046	1	1	4	0	-88	88
R28YRS	ET191047	1	1	1	0	-88	88
R28YRS	ET191048	1	23	0	24	28000	1
R28YRS	ET191049	1	13	0	1	150	1
R28YRS	ET191050	1	23	0	1	200	1
R28YRS	ET191050	2	24	0	1	80	1
R28YRS	ET191051	1	21	0	5	1300	1
R28YRS	ET191051	2	23	0	3	200	1
R28YRS	ET201001	1	1	0	3	40	1
R28YRS	ET201001	2	4	0	1	200	1
R28YRS	ET201002	1	4	0	2	150	80
R28YRS	ET201002	2	1	0	12	65	80
R28YRS	ET201003	1	1	0	3	30	1
R28YRS	ET201004	1	1	1	0	-88	88
R28YRS	ET201005	1	13	0	4	60	80
R28YRS	ET201006	1	1	0	2	14	1
R28YRS	ET201006	2	4	0	1	120	1
R28YRS	ET201008	1	1	0	5	25	80
R28YRS	ET201008	2	4	0	1	130	80
R28YRS	ET201009	1	4	0	1	70	1
R28YRS	ET201009	2	1	0	8	47	1
R28YRS	ET201010	1	4	0	6	200	80
R28YRS	ET201011	1	23	0	9	5000	80
R28YRS	ET201012	1	1	0	3	45	1
R28YRS	ET201012	2	4	0	1	40	1
R28YRS	ET201013	1	1	0	4	25	80
R28YRS	ET201013	2	4	0	2	60	80
R28YRS	ET201014	1	23	0	5	500	80
R28YRS	ET201015	1	1	0	3	20	1
R28YRS	ET201015	2	4	0	3	60	1
R28YRS	ET201016	1	1	0	4	12	1
R28YRS	ET201016	2	4	0	1	60	1
R28YRS	ET201017	1	1	0	5	100	80
R28YRS	ET201017	2	5	0	2	50	80
R28YRS	ET201018	1	1	0	3	36	80
R28YRS	ET201018	2	4	0	1	130	80
R28YRS	ET201022	1	1	0	3	45	2
R28YRS	ET201023	1	1	0	5	25	80
R28YRS	ET201023	2	4	0	2	145	80
R28YRS	ET201024	1	1	0	3	15	1
R28YRS	ET201025	1	1	0	4	80	80
R28YRS	ET201025	2	4	0	2	80	80
R28YRS	ET201026	1	1	0	4	50	1
R28YRS	ET201026	2	4	0	2	80	80
R28YRS	ET201027	1	1	0	2	6	1
R28YRS	ET201027	2	4	0	1	80	1
R28YRS	ET201028	1	1	0	12	160	80
R28YRS	ET201028	2	4	0	1	140	80
R28YRS	ET201028	3	8	0	7	-77	80
R28YRS	ET201029	1	4	0	6	250	80
R28YRS	ET201029	2	1	0	1	12	80
R28YRS	ET201030	1	1	0	2	14	1
R28YRS	ET201031	1	1	0	6	40	80
R28YRS	ET201031	2	4	0	2	140	80
R28YRS	ET201031	3	5	0	1	4180	80
R28YRS	ET201032	1	1	0	3	21	1
R28YRS	ET201032	2	4	0	1	130	1
R28YRS	ET201033	1	1	0	10	60	80
R28YRS	ET201033	2	4	0	2	120	80
R28YRS	ET201034	1	1	0	5	30	80
R28YRS	ET201034	2	22	5	0	-88	1
R28YRS	ET201034	3	4	0	1	80	80
R28YRS	ET201035	1	1	0	5	25	1
R28YRS	ET201035	2	4	0	2	140	1
R28YRS	ET201036	1	4	0	1	120	80
R28YRS	ET201036	2	1	0	8	96	80
R28YRS	ET201036	3	8	0	5	-77	80
R28YRS	ET201037	1	1	4	0	-88	90
R28YRS	ET201038	1	1	0	2	10	1
R28YRS	ET201039	1	1	0	2	24	1
R28YRS	ET201039	2	4	0	1	45	1
R28YRS	ET201040	1	1	0	3	15	1
R28YRS	ET201040	2	4	0	1	20	1
R28YRS	ET201041	1	15	0	4	45	5
R28YRS	ET201042	1	1	1	2	-77	88
R28YRS	ET201042	2	4	0	1	70	1
R28YRS	ET201043	1	1	0	2	24	2
R28YRS	ET201044	1	1	0	2	20	80
R28YRS	ET201044	2	4	0	1	120	80
R28YRS	ET201045	1	1	0	6	45	1
R28YRS	ET201045	2	4	0	1	125	1
R28YRS	ET201046	1	1	0	7	80	80
R28YRS	ET201046	2	4	0	2	180	80
R28YRS	ET201047	1	1	0	5	125	80
R28YRS	ET201048	1	1	0	3	30	80
R28YRS	ET201048	2	4	0	1	180	80
R28YRS	ET201049	1	1	0	7	78	80
R28YRS	ET201049	2	4	0	2	110	80
R28YRS	ET201050	1	1	0	4	36	1
R28YRS	ET201050	2	4	0	1	65	1
