CHILDCODE	GRPIDR4	HHMEMR4	GROUPR4	LEADMR4	BENFTR41	BENFTR42	BENFTR43
20087	3	88	 	 	 	 	 
20088	1	4	26	0	5	13	88
20088	2	88	 	 	 	 	 
20088	3	88	 	 	 	 	 
20089	1	1	26	1	5	7	3
20089	2	88	 	 	 	 	 
20089	3	88	 	 	 	 	 
20090	1	2	26	0	5	13	12
20090	2	1	26	0	5	12	13
20090	3	88	 	 	 	 	 
20091	1	2	26	0	5	13	88
20091	2	5	26	1	5	13	88
20091	3	1	18	1	13	12	7
20092	1	2	26	0	5	12	13
20092	2	0	18	0	4	5	14
20092	3	16	28	0	1	7	12
20093	1	1	26	0	5	4	13
20093	2	1	18	0	14	12	7
20093	3	88	 	 	 	 	 
20094	1	2	26	1	5	12	13
20094	2	1	26	1	5	12	13
20094	3	2	23	0	12	5	88
20095	1	1	26	1	5	13	88
20095	2	88	 	 	 	 	 
20095	3	88	 	 	 	 	 
20096	1	2	26	0	5	12	4
20096	2	1	26	0	5	13	14
20096	3	88	 	 	 	 	 
20097	1	1	26	0	5	12	13
20097	2	3	26	0	5	12	14
20097	3	88	 	 	 	 	 
20098	1	3	26	0	5	13	12
20098	2	88	 	 	 	 	 
20098	3	88	 	 	 	 	 
20099	1	2	26	0	5	13	12
20099	2	88	 	 	 	 	 
20099	3	88	 	 	 	 	 
20100	1	2	31	1	3	1	13
20100	2	2	26	0	5	13	12
20100	3	88	 	 	 	 	 
30001	1	2	23	0	1	4	5
30001	2	2	33	0	12	13	5
30001	3	88	 	 	 	 	 
30002	1	 	 	 	 	 	 
30002	2	 	 	 	 	 	 
30002	3	 	 	 	 	 	 
30003	1	 	 	 	 	 	 
30003	2	 	 	 	 	 	 
30003	3	 	 	 	 	 	 
30004	1	2	26	0	5	88	88
30004	2	3	23	0	5	88	88
30004	3	88	 	 	 	 	 
30005	1	3	18	1	5	13	14
30005	2	88	 	 	 	 	 
30005	3	88	 	 	 	 	 
30006	1	2	26	1	5	88	88
30006	2	1	26	0	5	88	88
30006	3	88	 	 	 	 	 
30007	1	 	 	 	 	 	 
30007	2	 	 	 	 	 	 
30007	3	 	 	 	 	 	 
30008	1	3	18	0	14	13	12
30008	2	88	 	 	 	 	 
30008	3	88	 	 	 	 	 
30009	1	 	 	 	 	 	 
30009	2	 	 	 	 	 	 
30009	3	 	 	 	 	 	 
30010	1	 	 	 	 	 	 
30010	2	 	 	 	 	 	 
30010	3	 	 	 	 	 	 
30011	1	 	 	 	 	 	 
30011	2	 	 	 	 	 	 
30011	3	 	 	 	 	 	 
30012	1	3	31	0	3	5	12
30012	2	88	 	 	 	 	 
30012	3	88	 	 	 	 	 
30013	1	 	 	 	 	 	 
30013	2	 	 	 	 	 	 
30013	3	 	 	 	 	 	 
30014	1	 	 	 	 	 	 
30014	2	 	 	 	 	 	 
30014	3	 	 	 	 	 	 
30015	1	2	26	0	5	13	88
30015	2	7	26	0	5	13	88
30015	3	88	 	 	 	 	 
30016	1	1	22	1	6	88	88
30016	2	1	6	1	12	4	7
30016	3	88	 	 	 	 	 
30018	1	 	 	 	 	 	 
30018	2	 	 	 	 	 	 
30018	3	 	 	 	 	 	 
30019	1	 	 	 	 	 	 
30019	2	 	 	 	 	 	 
30019	3	 	 	 	 	 	 
30020	1	1	26	0	5	12	13
30020	2	1	28	0	5	6	88
30020	3	88	 	 	 	 	 
30021	1	 	 	 	 	 	 
30021	2	 	 	 	 	 	 
30021	3	 	 	 	 	 	 
30022	1	2	11	0	1	12	5
30022	2	88	 	 	 	 	 
30022	3	88	 	 	 	 	 
30023	1	1	26	0	5	12	13
30023	2	7	26	1	5	12	13
30023	3	7	29	0	4	12	88
30024	1	 	 	 	 	 	 
30024	2	 	 	 	 	 	 
30024	3	 	 	 	 	 	 
30025	1	2	33	0	3	5	12
30025	2	88	 	 	 	 	 
30025	3	88	 	 	 	 	 
30026	1	3	26	1	5	12	6
30026	2	3	10	0	4	12	13
30026	3	3	35	0	3	6	13
30027	1	1	26	0	5	12	88
30027	2	88	 	 	 	 	 
30027	3	88	 	 	 	 	 
30028	1	1	26	0	5	88	88
30028	2	2	26	0	5	88	88
30028	3	88	 	 	 	 	 
30029	1	 	 	 	 	 	 
30029	2	 	 	 	 	 	 
30029	3	 	 	 	 	 	 
30032	1	1	26	0	5	14	88
30032	2	88	 	 	 	 	 
30032	3	88	 	 	 	 	 
30034	1	2	26	1	5	4	88
30034	2	1	26	0	5	88	88
30034	3	1	18	0	5	14	88
30035	1	8	26	0	5	88	88
30035	2	88	 	 	 	 	 
30035	3	88	 	 	 	 	 
30036	1	 	 	 	 	 	 
30036	2	 	 	 	 	 	 
30036	3	 	 	 	 	 	 
30037	1	2	26	0	5	12	13
30037	2	2	35	1	1	6	13
30037	3	2	10	1	4	12	6
30038	1	1	26	1	5	13	12
30038	2	2	23	0	5	12	88
30038	3	88	 	 	 	 	 
30039	1	3	26	1	5	12	88
30039	2	4	26	0	5	13	12
30039	3	4	18	0	12	13	88
30040	1	2	35	0	12	6	88
30040	2	88	 	 	 	 	 
30040	3	88	 	 	 	 	 
30041	1	2	26	0	5	12	88
30041	2	1	26	0	5	12	88
30041	3	2	31	0	3	12	88
30043	1	2	26	0	5	13	6
30043	2	88	 	 	 	 	 
30043	3	88	 	 	 	 	 
30044	1	2	26	0	5	12	88
30044	2	88	 	 	 	 	 
30044	3	88	 	 	 	 	 
30045	1	2	22	1	1	3	4
30045	2	88	 	 	 	 	 
30045	3	88	 	 	 	 	 
30046	1	4	26	0	5	88	88
30046	2	88	 	 	 	 	 
30046	3	88	 	 	 	 	 
30047	1	 	 	 	 	 	 
30047	2	 	 	 	 	 	 
30047	3	 	 	 	 	 	 
30048	1	2	26	0	12	5	6
30048	2	2	28	0	4	2	6
30048	3	2	28	0	4	13	1
30051	1	2	26	1	5	6	13
30051	2	88	 	 	 	 	 
30051	3	88	 	 	 	 	 
30052	1	6	26	0	5	13	88
30052	2	88	 	 	 	 	 
30052	3	88	 	 	 	 	 
30053	1	1	15	0	1	13	12
30053	2	1	26	0	5	12	13
30053	3	2	26	0	5	12	13
30054	1	1	26	0	4	13	6
30054	2	6	10	0	4	5	6
30054	3	1	31	1	1	5	12
30055	1	1	26	0	5	88	88
30055	2	88	 	 	 	 	 
30055	3	88	 	 	 	 	 
30056	1	 	 	 	 	 	 
30056	2	 	 	 	 	 	 
30056	3	 	 	 	 	 	 
30057	1	2	23	1	1	5	6
30057	2	2	26	0	5	6	12
30057	3	88	 	 	 	 	 
30058	1	2	26	0	5	12	13
30058	2	88	 	 	 	 	 
30058	3	88	 	 	 	 	 
30059	1	2	26	1	5	13	12
30059	2	1	26	1	5	12	13
30059	3	88	 	 	 	 	 
30060	1	2	26	0	5	12	13
30060	2	2	35	0	6	13	12
30060	3	88	 	 	 	 	 
30061	1	 	 	 	 	 	 
30061	2	 	 	 	 	 	 
30061	3	 	 	 	 	 	 
30062	1	1	26	0	5	2	12
30062	2	9	31	0	1	5	13
30062	3	88	 	 	 	 	 
30064	1	1	26	0	5	88	88
30064	2	88	 	 	 	 	 
30064	3	88	 	 	 	 	 
30065	1	1	26	0	5	13	88
30065	2	88	 	 	 	 	 
30065	3	88	 	 	 	 	 
30066	1	 	 	 	 	 	 
30066	2	 	 	 	 	 	 
30066	3	 	 	 	 	 	 
30067	1	4	26	0	5	12	88
30067	2	4	23	0	14	12	5
30067	3	4	31	0	3	12	88
30068	1	1	26	1	5	13	88
30068	2	2	26	1	5	13	88
30068	3	2	31	0	3	12	88
30069	1	1	26	1	5	13	88
30069	2	2	26	0	5	13	88
30069	3	88	 	 	 	 	 
30070	1	2	26	0	5	13	14
30070	2	88	 	 	 	 	 
30070	3	88	 	 	 	 	 
30071	1	6	26	0	5	13	88
30071	2	88	 	 	 	 	 
30071	3	88	 	 	 	 	 
30072	1	6	26	0	5	88	88
30072	2	88	 	 	 	 	 
30072	3	88	 	 	 	 	 
30073	1	1	26	0	5	88	88
30073	2	88	 	 	 	 	 
30073	3	88	 	 	 	 	 
30074	1	1	26	0	5	88	88
30074	2	88	 	 	 	 	 
30074	3	88	 	 	 	 	 
30075	1	2	26	0	5	88	88
30075	2	88	 	 	 	 	 
30075	3	88	 	 	 	 	 
30077	1	2	36	0	5	12	88
30077	2	88	 	 	 	 	 
30077	3	88	 	 	 	 	 
30078	1	88	 	 	 	 	 
30078	2	88	 	 	 	 	 
30078	3	88	 	 	 	 	 
30079	1	2	26	0	5	12	13
30079	2	2	33	0	1	4	6
30079	3	88	 	 	 	 	 
30080	1	2	26	0	5	12	13
30080	2	2	23	0	1	12	6
30080	3	88	 	 	 	 	 
30081	1	3	35	1	5	12	13
30081	2	3	6	1	1	5	6
30081	3	88	 	 	 	 	 
30082	1	2	26	0	5	14	12
30082	2	88	 	 	 	 	 
30082	3	88	 	 	 	 	 
30083	1	1	26	0	1	5	88
30083	2	1	35	1	12	13	6
30083	3	88	 	 	 	 	 
30084	1	1	26	1	5	13	12
30084	2	1	26	0	5	13	12
30084	3	4	18	0	13	6	12
30085	1	 	 	 	 	 	 
30085	2	 	 	 	 	 	 
30085	3	 	 	 	 	 	 
30086	1	2	26	0	5	12	88
30086	2	1	26	0	6	5	12
30086	3	88	 	 	 	 	 
30087	1	1	26	0	5	12	88
30087	2	2	26	0	5	14	88
30087	3	2	18	0	14	12	13
30088	1	 	 	 	 	 	 
30088	2	 	 	 	 	 	 
30088	3	 	 	 	 	 	 
30089	1	1	26	1	5	12	14
30089	2	2	26	0	5	14	12
30089	3	88	 	 	 	 	 
30090	1	1	26	0	5	13	88
30090	2	88	 	 	 	 	 
30090	3	88	 	 	 	 	 
30091	1	2	26	0	5	13	88
30091	2	2	31	1	3	1	88
30091	3	88	 	 	 	 	 
30093	1	 	 	 	 	 	 
30093	2	 	 	 	 	 	 
30093	3	 	 	 	 	 	 
30094	1	2	26	1	5	13	88
30094	2	1	26	1	5	13	88
30094	3	88	 	 	 	 	 
30095	1	1	26	1	5	88	88
30095	2	2	26	1	5	88	88
30095	3	88	 	 	 	 	 
30096	1	0	24	0	12	2	88
30096	2	1	26	0	5	12	13
30096	3	2	26	0	5	12	13
30097	1	1	26	0	5	12	13
30097	2	2	26	0	5	14	12
30097	3	88	 	 	 	 	 
30098	1	1	26	1	5	14	88
30098	2	2	22	0	5	3	88
30098	3	2	26	0	5	14	88
30100	1	1	26	0	5	14	6
30100	2	2	26	0	5	12	13
30100	3	88	 	 	 	 	 
