CHILDCODE	PLOTIDR4	PLTUSER4	SZPLTR4	LUPLTR4	PLTDSCR4	PLTTRNR4	PLTCLLR4	PLTCRTR4	SEENCTR4	PLTINCR4	PLTVINR4	PLTSPTR4	CRPRN1R4	CRPRN2R4	CRPDR1R4	CRPDR2R4	PLTIRRR4	PLTPRIR4
120025	1	1	36	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120025	2	5	1	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120025	3	5	1	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120025	4	16	.5	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120026	1	1	85	17	1	2	0	0	 	 	 	 	 	 	 	 	 	 
120026	2	16	6225	17	1	1	0	0	 	 	 	0	41	14	14	88	0	 
120026	3	5	1225	17	1	1	1	0	 	 	 	 	8	75	88	88	0	 
120026	4	5	2500	17	4	0	0	0	 	 	 	 	44	88	88	88	0	 
120027	1	1	60	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120027	2	5	2500	17	1	1	1	1	N	 	 	 	41	3	41	88	0	 
120027	3	5	2360	17	1	1	1	1	N	 	 	 	14	88	14	88	1	4
120027	5	5	2500	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120027	6	5	1250	17	1	1	1	1	N	 	 	 	8	50	88	88	0	 
120027	7	13	1250	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120028	1	1	24	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120028	2	8	20	17	2	0	0	0	 	0	 	0	 	 	 	 	 	 
120029	1	1	13	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120029	2	5	3750	17	1	1	0	1	N	 	 	 	41	44	88	88	0	 
120029	3	5	6250	17	1	1	1	1	N	 	 	 	19	88	88	88	0	 
120029	4	5	1250	17	1	1	1	1	N	 	 	 	8	88	88	88	0	 
120031	1	1	24	17	1	0	1	1	N	 	 	 	 	 	 	 	 	 
120031	2	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
120031	3	5	1	4	1	1	1	1	N	 	 	 	41	14	41	14	0	 
120032	1	1	32	17	1	2	0	0	 	 	 	 	 	 	 	 	 	 
120032	2	16	5000	17	1	2	0	0	 	 	 	0	14	41	88	88	0	 
120032	3	5	2500	17	1	2	0	0	 	 	 	 	8	88	88	88	0	 
120033	1	1	48	17	1	2	1	1	N	 	 	 	 	 	 	 	 	 
120033	2	5	1500	17	1	3	1	1	N	 	 	 	41	88	88	88	0	 
120033	3	5	952	17	1	2	1	1	N	 	 	 	14	88	14	10	1	4
120033	4	5	2500	17	2	2	1	1	N	 	 	 	76	88	88	88	0	 
120033	5	5	2500	17	1	2	1	1	N	 	 	 	125	88	88	88	0	 
120034	1	1	120	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120034	2	5	7380	17	1	1	1	1	N	 	 	 	41	14	14	88	1	1
120034	3	5	7500	17	1	1	1	1	N	 	 	 	75	44	88	88	0	 
120035	1	1	160	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120035	2	5	5000	17	1	1	1	1	N	 	 	 	14	88	14	88	1	4
120035	3	5	2340	17	1	1	1	1	N	 	 	 	41	88	88	88	0	 
120035	4	5	3000	17	1	1	1	1	N	 	 	 	8	88	88	88	0	 
120035	5	5	2250	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120035	6	13	2000	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120035	7	5	250	17	1	1	1	1	N	 	 	 	21	88	88	88	0	 
120036	1	1	36	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120036	2	5	.5	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120036	3	16	250	17	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120037	1	1	45	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120037	2	13	.5	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120037	3	5	.5	4	1	1	1	1	N	 	 	 	41	88	41	88	0	 
120037	4	5	.25	4	1	1	1	1	N	 	 	 	14	88	14	88	0	 
120037	5	5	.25	4	1	1	1	0	 	 	 	 	44	76	88	88	0	 
120038	1	1	12	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120038	2	16	.5	4	1	1	1	1	N	 	 	0	14	17	14	88	1	4
120038	3	16	.5	4	1	1	1	1	N	 	 	0	41	88	88	88	0	 
120038	4	13	200	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120039	1	1	20	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120039	2	5	5000	17	1	1	1	1	N	 	 	 	41	14	88	88	0	 
120039	3	5	5000	17	1	1	1	1	N	 	 	 	8	75	88	88	0	 
120040	1	1	60	17	1	0	0	1	N	 	 	 	 	 	 	 	 	 
120040	2	5	3630	17	1	1	1	1	N	 	 	 	41	14	88	88	0	 
120040	3	5	2500	17	4	0	0	77	 	 	 	 	76	125	88	88	0	 
120041	1	1	56	17	1	2	1	1	N	 	 	 	 	 	 	 	 	 
120041	2	5	2000	17	1	2	0	1	N	 	 	 	14	88	14	88	1	4
120041	3	5	400	17	1	2	0	1	N	 	 	 	41	88	41	88	0	 
120041	4	5	5000	17	4	0	0	1	N	 	 	 	76	44	88	88	0	 
120042	1	1	16	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120042	2	5	1	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120042	3	5	1	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120042	4	16	.25	4	1	1	1	1	N	 	 	1300	14	88	14	88	1	4
120042	5	16	.25	4	1	1	1	1	N	 	 	170	41	17	88	88	0	 
120042	6	13	150	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120043	1	1	63	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120043	2	5	3	4	1	1	1	1	N	 	 	 	76	44	88	88	0	 
120043	3	5	1	4	4	0	0	77	 	 	 	 	76	88	88	88	0	 
120043	4	16	1	4	1	1	1	1	N	 	 	400	14	88	14	88	1	1
120043	5	5	.5	4	1	1	1	1	N	 	 	 	41	88	41	88	0	 
120044	1	1	19	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
120044	2	5	2500	17	1	1	0	0	 	 	 	 	41	14	41	14	0	 
120044	3	5	2500	17	4	0	0	77	 	 	 	 	44	88	88	88	0	 
120045	1	1	16	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120045	2	5	.5	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120045	3	5	1	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
120045	4	5	1	4	4	0	0	0	 	 	 	 	76	88	88	88	0	 
120045	5	5	.25	4	4	0	0	0	 	 	 	 	79	88	88	88	0	 
120045	6	16	.25	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120045	7	13	.25	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120046	1	1	60	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120046	2	5	2300	17	1	1	1	1	N	 	 	 	41	14	41	14	0	 
120046	3	5	5000	17	1	1	1	1	N	 	 	 	44	79	88	88	0	 
120047	1	1	90	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
120047	2	16	5000	17	1	1	0	1	N	 	 	0	41	14	14	88	0	 
120047	3	5	10000	17	1	1	0	1	N	 	 	 	64	8	88	88	0	 
120048	1	1	110	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
120049	1	1	55	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
120050	1	1	72	17	1	2	0	0	 	 	 	 	 	 	 	 	 	 
120050	2	5	4928	17	1	2	0	0	 	 	 	 	41	14	14	55	1	1
120050	3	5	5000	17	4	0	0	0	 	 	 	 	76	88	88	88	0	 
120051	1	1	110	17	1	2	0	0	 	 	 	 	 	 	 	 	 	 
120051	2	16	7500	17	1	2	0	1	N	 	 	0	41	14	14	88	1	1
120051	3	5	2500	17	1	2	0	1	N	 	 	 	8	88	88	88	0	 
120051	4	5	2500	17	1	2	0	1	N	 	 	 	8	88	88	88	0	 
120052	1	1	12	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120052	2	16	.5	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120052	3	16	.5	4	1	1	1	1	N	 	 	450	14	17	14	88	1	3
120052	4	5	1	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120052	5	5	1	4	4	0	88	77	 	 	 	 	75	88	88	88	0	 
120052	6	5	1	4	4	0	88	77	 	 	 	 	76	88	88	88	0	 
120052	7	13	120	17	1	1	1	0	 	0	 	0	 	 	 	 	 	 
120053	1	1	50	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120053	2	5	1	4	1	1	1	1	N	 	 	 	44	41	88	88	0	 
120054	1	1	56	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120054	2	16	50	17	1	1	1	1	N	 	 	0	41	88	88	88	0	 
120054	3	16	.25	4	1	1	1	1	N	 	 	0	14	88	88	88	0	 
120055	1	1	12	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120055	2	5	2	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120055	3	5	1	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120055	4	16	.5	4	1	1	1	1	N	 	 	500	41	88	88	88	0	 
120055	5	16	.25	4	1	1	1	1	N	 	 	500	14	17	14	88	0	 
120055	6	13	100	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120056	1	1	72	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120056	2	5	2	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120056	3	13	.5	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120056	4	16	.5	4	1	1	1	1	N	 	 	600	14	88	14	88	0	 
120056	5	5	1	4	1	1	1	1	N	 	 	 	41	88	41	88	0	 
120056	6	5	.5	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120057	1	1	12	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
120058	1	1	20	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120058	2	5	1	4	1	1	1	0	 	 	 	 	41	17	51	88	0	 
120059	1	1	60	17	1	2	1	0	 	 	 	 	 	 	 	 	 	 
120059	2	5	2500	17	1	2	1	1	N	 	 	 	41	88	88	88	0	 
120059	3	5	6250	17	1	2	1	0	 	 	 	 	14	88	14	88	1	4
120059	4	5	1250	17	1	2	1	0	 	 	 	 	21	88	21	88	0	 
120059	5	13	2000	17	1	2	1	0	 	0	 	0	 	 	 	 	 	 
120059	6	5	12500	17	1	2	1	0	 	 	 	 	76	88	88	88	0	 
120059	7	5	7500	17	1	2	1	0	 	 	 	 	44	88	88	88	0	 
120059	8	5	7500	17	1	2	1	0	 	 	 	 	75	88	88	88	0	 
120059	9	5	5000	17	1	2	1	0	 	 	 	 	19	88	88	88	0	 
120059	10	5	5000	17	1	2	1	0	 	 	 	 	125	88	88	88	0	 
120059	11	5	335	17	1	2	1	0	 	 	 	 	10	88	88	88	0	 
120059	12	8	300	17	1	3	1	0	 	1	4800	300	 	 	 	 	 	 
120060	1	1	32	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
120060	2	5	1468	17	1	2	0	0	 	 	 	 	14	88	14	88	1	4
120060	3	5	1000	17	1	1	0	0	 	 	 	 	41	88	88	88	0	 
120060	4	5	5000	17	4	0	0	0	 	 	 	 	14	88	14	88	1	4
120061	1	1	54	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120061	2	16	1.5	4	1	1	1	1	N	 	 	1000	14	88	14	88	1	4
120061	3	16	1	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120061	4	5	1	4	1	1	1	1	N	 	 	 	44	88	72	88	1	3
120061	5	11	1	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120061	6	13	.25	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120062	1	1	56	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120062	2	5	1	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120062	3	5	1	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120062	4	16	.5	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120062	5	16	1	4	1	1	1	1	N	 	 	0	14	88	88	88	0	 
120062	6	13	.25	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120063	1	1	63	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120063	2	6	200	17	1	1	1	1	N	1	108	0	 	 	 	 	 	 
120063	3	5	1	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120063	4	5	.5	4	1	1	1	1	N	 	 	 	41	44	41	88	0	 
120063	5	5	.5	4	1	1	1	1	N	 	 	 	14	88	14	88	0	 
120063	6	13	.119999997317791	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120064	1	1	56	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120064	2	5	.75	4	1	1	1	1	N	 	 	 	41	14	41	14	0	 
120064	3	13	.25	4	1	1	1	1	N	1	250	0	 	 	 	 	 	 
120065	1	1	35	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
120065	2	5	2065	17	1	1	1	1	Y	 	 	 	41	88	88	88	0	 
120065	3	5	1000	17	1	1	1	1	Y	 	 	 	14	88	88	14	1	4
120065	4	5	600	17	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
120065	5	5	1250	17	1	1	1	1	Y	 	 	 	76	88	88	88	0	 
120065	6	13	435	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120065	7	9	1250	17	1	1	1	1	N	1	300	0	 	 	 	 	 	 
120066	1	1	32	17	1	2	1	0	 	 	 	 	 	 	 	 	 	 
120066	2	5	625	17	1	1	1	0	 	 	 	 	41	88	88	88	0	 
120066	3	5	350	17	1	1	1	0	 	 	 	 	44	88	88	88	0	 
120066	4	16	243	17	1	1	1	0	 	 	 	0	10	88	88	88	0	 
120066	5	5	1250	17	1	1	1	0	 	 	 	 	76	88	88	88	0	 
120066	6	5	650	17	1	1	1	0	 	 	 	 	125	88	88	88	0	 
120066	7	5	625	17	1	1	1	0	 	 	 	 	14	88	14	88	1	4
120066	8	13	600	17	1	1	1	0	 	0	 	0	 	 	 	 	 	 
120067	1	1	54	17	1	2	0	0	 	 	 	 	 	 	 	 	 	 
120067	2	16	2500	17	1	2	0	1	N	 	 	0	14	41	88	88	0	 
120067	3	5	7500	17	4	0	88	1	N	 	 	 	8	44	88	88	0	 
120068	1	1	28	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
120068	2	5	2500	17	1	1	1	1	Y	 	 	 	41	14	88	88	0	 
120069	1	1	10	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120069	2	13	.25	4	1	1	1	0	 	0	 	0	 	 	 	 	 	 
120069	3	5	1	4	1	1	1	0	 	 	 	 	41	14	41	14	0	 
120069	4	5	200	17	1	1	1	0	 	 	 	 	35	88	88	88	0	 
120069	5	6	1.25	4	4	0	0	77	 	1	1500	530	 	 	 	 	 	 
120070	1	1	16	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120070	2	5	.5	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120070	3	5	.5	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120070	4	16	.5	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120070	5	16	.25	4	1	1	1	1	N	 	 	500	14	88	14	88	1	4
120071	1	4	24	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
120071	2	10	1.5	5	1	1	1	1	Y	1	3500	0	 	 	 	 	 	 
120072	1	1	20	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120072	2	5	1000	17	1	1	1	1	N	 	 	 	41	88	88	88	0	 
120072	3	5	825	17	1	1	1	1	N	 	 	 	44	79	88	88	0	 
120072	4	5	375	17	1	1	1	1	N	 	 	 	14	88	14	88	0	 
120072	5	5	280	17	1	1	1	1	N	 	 	 	21	88	21	88	0	 
120073	1	4	12	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120073	2	5	.5	4	1	1	1	0	 	 	 	 	41	44	88	88	0	 
120074	1	1	25	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120074	2	16	.5	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120074	3	16	70	17	1	1	1	1	N	 	 	0	14	88	14	88	1	4
120074	4	16	6	17	1	1	1	1	N	 	 	0	51	88	88	88	0	 
120075	1	1	75	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120075	2	16	2500	17	1	1	1	1	N	 	 	0	41	14	14	55	0	 
120075	3	5	5000	17	4	0	0	1	N	 	 	 	75	88	88	88	0	 
120075	4	5	2500	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120076	1	1	25	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120076	2	5	.379999995231628	4	1	1	1	0	 	 	 	 	44	88	88	88	0	 
120076	3	16	.25	4	1	1	1	0	 	 	 	0	14	88	14	88	0	 
120076	4	16	.5	4	1	1	1	0	 	 	 	0	41	88	41	88	0	 
120076	5	13	.379999995231628	4	1	1	1	0	 	0	 	0	 	 	 	 	 	 
120077	1	1	60	17	1	2	0	1	N	 	 	 	 	 	 	 	 	 
120077	2	5	4940	17	1	2	0	1	N	 	 	 	41	44	88	88	0	 
120078	1	1	60	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120078	2	13	.25	4	1	1	1	1	N	1	1000	0	 	 	 	 	 	 
120078	3	6	1	4	1	1	1	1	N	1	4000	0	 	 	 	 	 	 
120078	4	5	2.5	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120078	5	16	1	4	1	1	1	1	N	 	 	8000	14	88	88	88	0	 
120078	6	5	1.25	4	1	1	1	1	N	 	 	 	41	88	88	88	0	 
120079	1	1	70	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120079	2	5	1	4	1	1	1	1	N	 	 	 	41	88	88	88	0	 
120079	3	16	.119999997317791	4	1	1	1	1	N	 	 	0	14	17	88	88	0	 
120080	1	1	36	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120080	2	16	.5	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120080	3	16	50	17	1	1	1	1	N	 	 	0	88	88	51	88	0	 
120080	4	5	.75	4	4	0	88	0	 	 	 	 	79	88	88	88	0	 
120081	1	1	60	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120081	2	5	5000	17	1	1	1	1	N	 	 	 	8	44	88	88	0	 
120081	3	5	2500	17	4	0	0	77	 	 	 	 	5	88	88	88	0	 
120082	1	1	49	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120082	2	16	2500	17	1	1	1	1	N	 	 	0	41	14	14	88	1	1
120082	3	5	1250	17	1	1	1	1	N	 	 	 	19	88	88	88	0	 
120083	1	1	64	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120083	2	5	1	4	1	1	1	1	N	 	 	 	76	44	88	88	0	 
120083	3	5	120	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120083	4	5	120	17	4	0	0	77	 	 	 	 	76	88	50	88	1	4
120083	5	16	100	17	1	1	1	1	N	 	 	0	14	88	88	88	1	4
120083	6	5	100	17	1	1	1	1	N	 	 	 	41	88	88	88	0	 
120084	1	5	.75	4	1	0	0	1	N	 	 	 	76	88	29	88	0	 
120084	2	5	.5	4	1	0	0	0	 	 	 	 	44	88	88	88	0	 
120084	3	5	.25	4	1	0	0	0	 	 	 	 	79	88	88	88	0	 
120084	4	16	.5	4	1	0	0	0	 	 	 	0	41	88	41	88	0	 
120084	5	16	.25	4	1	0	0	0	 	 	 	300	14	88	14	88	0	 
120084	6	16	40	17	1	0	0	0	 	 	 	0	51	88	88	88	0	 
120084	7	16	16	17	1	0	0	0	 	 	 	0	4	88	88	88	0	 
120084	8	16	.129999995231628	4	1	0	0	0	 	 	 	0	17	88	88	88	0	 
120084	9	1	100	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
120085	1	1	60	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120085	2	5	1	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120085	3	16	.25	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
120085	4	5	.25	4	1	1	1	1	N	 	 	 	14	17	88	88	0	 
120085	5	5	1	4	4	0	0	77	 	 	 	 	44	88	88	88	0	 
120086	1	16	.25	2	1	0	1	1	N	 	 	0	41	14	41	14	0	 
120086	2	4	.0199999995529652	2	1	0	1	1	N	 	 	 	 	 	 	 	 	 
120087	1	1	120	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
120087	2	16	3750	17	1	1	1	1	N	 	 	800	41	14	14	88	1	3
120087	3	5	2500	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120087	4	5	2500	17	1	1	1	1	N	 	 	 	8	88	88	88	0	 
120087	5	13	2500	17	1	1	1	1	Y	1	2800	0	 	 	 	 	 	 
120088	1	4	150	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120088	2	5	.5	4	1	2	1	0	 	 	 	 	41	88	88	88	0	 
120088	3	16	.25	4	1	2	1	0	 	 	 	0	14	88	88	88	1	4
120088	4	5	.5	4	1	1	1	0	 	 	 	 	76	88	124	88	0	 
120090	1	1	120	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
120090	2	5	2500	17	1	2	1	0	 	 	 	 	41	88	88	88	0	 
120090	3	5	3750	17	1	2	1	0	 	 	 	 	44	88	88	88	0	 
120090	4	5	300	17	1	2	1	0	 	 	 	 	17	3	88	88	0	 
120090	5	5	200	17	1	2	1	0	 	 	 	 	10	88	88	88	0	 
120090	6	13	380	17	1	0	1	0	 	0	 	0	 	 	 	 	 	 
120091	1	1	30	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120091	2	5	2	4	1	1	1	1	N	 	 	 	75	76	88	88	0	 
120091	3	5	1	4	4	0	0	77	 	 	 	 	15	88	88	88	0	 
120091	4	16	.5	4	1	3	1	1	N	 	 	400	41	14	41	14	0	 
120092	1	1	12	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120092	2	5	2500	17	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120092	3	16	2500	17	1	1	1	1	N	 	 	300	14	88	88	88	1	4
120092	4	16	100	17	1	1	1	1	N	 	 	0	17	88	17	88	0	 
120092	5	16	5000	17	1	1	1	1	N	 	 	500	41	88	41	88	0	 
120092	6	13	2500	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120093	1	1	12	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120093	2	5	1	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
120093	3	16	.25	4	1	1	1	1	N	 	 	300	14	88	88	88	1	4
120093	4	16	100	17	1	1	1	1	N	 	 	0	17	88	88	88	0	 
120093	5	16	.5	4	1	1	1	1	N	 	 	500	41	88	88	88	0	 
120093	6	13	.25	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120094	1	1	10	17	1	2	0	0	 	 	 	 	 	 	 	 	 	 
120094	2	16	5000	17	1	2	0	0	 	 	 	0	14	41	41	14	0	 
120094	3	5	2500	17	4	0	0	77	 	 	 	 	64	44	88	88	0	 
120095	1	1	30	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120095	2	5	2500	17	1	1	1	1	N	 	 	 	41	88	41	88	0	 
120095	3	5	2500	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120095	4	5	1250	17	1	1	1	1	N	 	 	 	14	88	14	88	0	 
120095	5	5	625	17	1	1	1	1	N	 	 	 	125	88	88	88	0	 
120095	6	13	595	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
120096	1	1	40	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
120096	2	16	1250	17	1	2	0	0	 	 	 	0	14	44	14	88	0	 
120096	3	5	1250	17	1	2	0	0	 	 	 	 	41	17	41	17	0	 
120097	1	1	48	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120097	2	5	1	4	1	1	1	1	N	 	 	 	41	44	88	88	0	 
120097	3	16	.25	4	1	1	1	1	N	 	 	0	14	88	14	88	1	2
120098	1	1	56	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120098	2	5	1	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
120098	3	5	3	4	4	88	0	77	 	 	 	 	76	44	88	88	0	 
120098	4	16	.5	4	1	1	1	1	N	 	 	200	14	41	14	88	0	 
120099	1	1	66	17	1	2	0	0	 	 	 	 	 	 	 	 	 	 
120099	2	16	5000	17	1	2	0	1	N	 	 	0	41	14	41	14	0	 
120099	3	5	5000	17	1	2	0	1	N	 	 	 	8	64	88	88	0	 
120100	1	1	64	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
120100	2	13	.5	4	1	1	1	1	N	0	 	-77	 	 	 	 	 	 
120100	3	16	1	4	1	1	1	1	N	 	 	200	14	51	14	51	0	 
120100	4	5	1	4	1	1	1	1	N	 	 	 	76	44	88	88	0	 
130001	1	1	36	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130001	2	7	50	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
130002	1	1	32	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130003	1	1	200	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130004	1	1	25	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130004	2	5	1	4	1	1	1	1	Y	 	 	 	35	88	88	88	0	 
130005	1	4	60	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130007	1	1	350	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130008	1	1	9	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
130008	2	5	.25	4	1	1	1	0	 	 	 	 	64	88	88	88	0	 
130009	1	1	200	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
130010	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130011	1	1	85	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130011	2	7	25	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130012	1	1	24	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130013	1	1	121	17	1	2	1	1	Y	 	 	 	 	 	 	 	 	 
130013	2	7	180	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130013	3	5	.25	4	1	1	1	1	Y	 	 	 	41	88	41	88	0	 
130013	4	5	1	4	1	1	1	1	Y	 	 	 	35	88	88	88	0	 
130013	5	5	6	4	4	0	0	0	 	 	 	 	35	124	88	88	0	 
130014	1	1	120	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130015	1	1	50	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130016	1	1	500	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130016	2	16	216	17	1	1	1	1	N	 	 	1000	45	88	88	88	0	 
130017	1	1	85	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130017	2	7	30	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130018	1	1	140	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130018	2	7	16	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130019	1	16	225	17	2	0	0	0	 	 	 	0	88	88	88	88	0	 
130021	1	1	82	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130021	2	7	30	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130022	1	1	60	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130022	2	7	50	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
130023	1	1	100	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
