CHILDCODE	PLOTIDR4	PLTUSER4	SZPLTR4	LUPLTR4	PLTDSCR4	PLTTRNR4	PLTCLLR4	PLTCRTR4	SEENCTR4	PLTINCR4	PLTVINR4	PLTSPTR4	CRPRN1R4	CRPRN2R4	CRPDR1R4	CRPDR2R4	PLTIRRR4	PLTPRIR4
130024	1	1	45	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130024	2	7	48	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130024	3	5	2	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
130025	1	1	400	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130025	2	16	.119999997317791	4	1	1	1	1	N	 	 	0	41	88	41	88	0	 
130025	3	5	.25	4	1	1	1	1	N	 	 	 	21	88	21	88	0	 
130026	1	1	50	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130027	1	1	55	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130027	2	7	340	17	1	1	1	1	N	 	 	150	 	 	 	 	 	 
130027	3	5	1	4	1	1	1	1	N	 	 	 	15	88	88	88	0	 
130027	4	5	.5	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
130027	5	5	1	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
130028	1	1	80	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130028	2	7	210	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130029	1	1	64	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130029	2	7	240	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130029	3	5	1	4	1	1	1	1	N	 	 	 	124	64	88	88	0	 
130029	4	5	.5	4	1	1	1	1	N	 	 	 	41	17	41	17	0	 
130029	5	5	1	4	1	1	1	1	N	 	 	 	21	88	21	88	0	 
130030	1	1	36	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130030	2	7	64	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130030	3	5	1	4	1	1	1	1	Y	 	 	 	41	17	41	3	0	 
130030	4	5	1	4	1	1	1	1	Y	 	 	 	35	88	88	88	0	 
130030	5	5	2	4	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
130031	1	1	156	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130031	2	7	180	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130031	5	8	250	17	1	1	1	1	N	1	24000	5000	 	 	 	 	 	 
130032	1	1	160	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130032	2	7	350	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130033	1	1	36	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130033	2	7	50	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130033	3	5	.25	4	1	1	1	1	N	 	 	 	41	88	88	88	0	 
130033	4	5	.25	4	1	1	1	1	N	 	 	 	69	88	69	88	0	 
130034	1	1	72	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130034	2	7	32	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
130035	1	1	100	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130035	2	7	50	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130036	1	1	70	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130036	2	7	50	17	1	1	1	1	N	 	 	100	 	 	 	 	 	 
130037	1	1	250	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130037	2	7	70	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130039	1	1	36	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130039	2	5	.25	4	1	1	1	1	Y	 	 	 	44	124	88	88	0	 
130039	3	5	2	4	1	1	1	1	N	 	 	 	76	124	88	88	0	 
130039	4	5	30	18	1	1	0	0	 	 	 	 	21	88	21	88	0	 
130039	5	7	375	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130040	1	1	36	17	77	0	0	0	 	 	 	 	 	 	 	 	 	 
130041	1	1	60	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130041	2	16	240	17	1	1	1	1	Y	 	 	0	45	80	45	80	0	 
130042	1	1	42	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130042	2	7	250	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130043	1	1	125	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130043	2	7	60	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130044	1	1	600	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130044	2	5	1	4	1	1	1	1	Y	 	 	 	44	21	21	88	0	 
130044	3	8	86	17	1	1	1	1	Y	1	7200	16000	 	 	 	 	 	 
130045	1	1	24	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130045	2	7	4	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130045	3	5	.5	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
130046	1	1	60	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
130046	2	16	228	17	1	1	1	1	Y	 	 	0	41	3	41	3	0	 
130047	1	1	25	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130047	2	7	100	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130047	3	5	.25	17	1	1	1	1	Y	 	 	 	17	3	17	3	0	 
130047	4	5	120	17	1	1	1	1	Y	 	 	 	21	88	21	88	0	 
130047	5	5	1	4	1	1	1	1	Y	 	 	 	35	75	88	88	0	 
130048	1	1	45	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130048	2	7	280	17	1	1	1	1	N	 	 	4000	 	 	 	 	 	 
130049	1	1	186	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130049	2	7	24	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130049	3	1	250	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130049	4	5	2	4	1	1	1	1	Y	 	 	 	124	44	88	88	0	 
130049	5	5	1	2	4	0	0	0	 	 	 	 	44	88	88	88	0	 
130049	6	5	13	18	1	1	1	1	Y	 	 	 	21	88	21	88	0	 
130050	1	1	36	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130050	2	7	48	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130050	3	5	.5	4	1	1	1	1	N	 	 	 	41	17	41	17	0	 
130050	4	5	8	18	1	1	1	1	N	 	 	 	21	3	21	3	0	 
130051	1	1	28	17	1	0	1	1	N	 	 	 	 	 	 	 	 	 
130051	2	7	145	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130052	1	1	32	17	1	0	1	1	N	 	 	 	 	 	 	 	 	 
130052	2	7	278	17	1	1	1	1	N	 	 	600	 	 	 	 	 	 
130053	1	1	16	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130053	2	11	90	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
130054	1	1	350	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130055	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130055	2	7	130	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
130055	3	5	.25	4	2	0	0	0	 	 	 	 	29	88	88	88	0	 
130055	4	5	.5	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
130057	1	1	25	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130057	2	16	225	17	1	1	1	1	N	 	 	0	10	41	41	88	0	 
130058	1	1	118	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130058	2	16	8	18	1	1	1	1	Y	 	 	0	17	88	17	88	0	 
130059	1	1	100	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130059	2	7	500	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130059	3	5	1	4	1	1	1	1	Y	 	 	 	41	3	41	3	0	 
130059	4	5	.25	4	1	1	1	1	Y	 	 	 	17	4	17	4	0	 
130059	5	5	2.5	4	1	1	1	1	Y	 	 	 	75	41	88	88	0	 
130059	6	16	.25	4	1	1	1	1	Y	 	 	0	21	88	21	88	0	 
130060	1	1	82	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130060	2	7	186	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130060	3	5	1	4	1	1	1	1	Y	 	 	 	44	76	29	88	0	 
130060	4	5	.5	4	1	1	1	1	Y	 	 	 	41	17	41	17	0	 
130060	5	5	2	4	4	0	0	0	 	 	 	 	76	44	88	88	0	 
130060	6	5	7	18	1	1	1	1	N	 	 	 	4	3	4	3	0	 
130062	1	1	80	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130062	2	7	120	17	1	1	1	1	Y	 	 	200	 	 	 	 	 	 
130062	3	5	1	4	1	1	1	1	Y	 	 	 	44	35	88	88	0	 
130062	4	16	.25	4	1	1	1	1	Y	 	 	0	21	88	21	88	0	 
130063	1	1	49	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130063	2	7	250	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130063	3	5	.5	4	1	1	1	1	Y	 	 	 	41	17	41	17	0	 
130063	4	5	.5	4	1	1	1	1	Y	 	 	 	35	88	88	88	0	 
130064	1	1	80	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130064	2	7	91	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130065	1	1	25	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130065	2	7	85	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
130066	1	1	36	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130067	1	1	64	17	2	0	0	1	N	 	 	 	 	 	 	 	 	 
130068	1	1	32	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130068	2	7	200	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
130068	3	5	1	4	1	1	1	1	N	 	 	 	88	88	29	88	0	 
130068	4	5	1	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
130068	5	5	.5	4	1	1	1	1	N	 	 	 	55	88	88	88	0	 
130068	6	5	.5	4	1	1	1	1	N	 	 	 	15	88	88	88	0	 
130070	1	4	120	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130070	2	5	2	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
130070	3	9	86	17	1	1	1	1	N	1	3000	0	 	 	 	 	 	 
130071	1	1	230	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130071	2	7	25	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130072	1	1	300	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130072	2	4	25	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130073	1	4	36	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130074	1	1	18	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
130075	1	1	60	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130075	2	7	30	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130076	1	1	50	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130076	2	7	25	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
130079	1	1	80	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130079	2	7	200	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130079	3	5	.25	4	1	1	1	1	Y	 	 	 	41	88	41	88	0	 
130079	4	5	.119999997317791	4	1	1	1	1	Y	 	 	 	17	88	17	88	0	 
130079	5	5	1	4	2	0	0	0	 	 	 	 	35	88	88	88	0	 
130080	1	4	160	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130080	2	7	40	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130081	1	1	100	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130081	2	7	100	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130081	3	5	.5	4	1	1	1	1	Y	 	 	 	41	88	41	88	0	 
130081	4	5	.25	4	1	1	1	1	Y	 	 	 	17	88	17	88	0	 
130081	5	5	1	4	1	1	1	1	Y	 	 	 	35	88	88	88	0	 
130082	1	1	24	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130082	2	7	85	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130082	3	5	.25	4	1	1	1	1	N	 	 	 	41	88	41	88	0	 
130082	4	5	.150000005960464	4	1	1	1	1	N	 	 	 	21	88	21	88	0	 
130082	5	5	.5	4	1	1	1	1	N	 	 	 	35	88	88	88	0	 
130082	6	5	.5	4	1	1	1	1	N	 	 	 	64	88	88	88	0	 
130083	1	1	60	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130083	2	7	350	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130083	3	5	.5	4	1	1	1	1	N	 	 	 	41	88	41	88	0	 
130084	1	1	90	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130084	2	7	200	17	1	1	1	1	Y	 	 	2000	 	 	 	 	 	 
130084	3	5	.5	4	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
130084	4	5	.25	4	1	1	1	1	Y	 	 	 	41	88	41	88	0	 
130085	1	1	48	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130085	2	7	35	17	1	1	1	1	N	 	 	450	 	 	 	 	 	 
130086	1	1	54	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130086	2	16	375	17	1	1	1	1	Y	 	 	0	3	88	3	88	0	 
130086	3	5	.25	4	1	1	1	1	Y	 	 	 	41	45	41	45	0	 
130086	4	5	.25	4	1	1	1	1	Y	 	 	 	14	17	14	17	0	 
130086	5	5	3	18	1	1	1	1	Y	 	 	 	21	21	21	21	0	 
130087	1	1	32	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130087	2	16	250	17	1	1	1	1	Y	 	 	0	41	88	41	88	0	 
130088	1	1	72	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130088	2	7	228	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
130089	1	1	40	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130089	2	7	210	17	1	1	1	1	N	 	 	2000	 	 	 	 	 	 
130090	1	1	72	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130090	2	1	36	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130090	3	7	250	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130090	4	5	.25	4	1	1	1	1	N	 	 	 	41	88	88	88	0	 
130090	5	5	.5	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
130091	1	1	30	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130091	2	5	220	17	1	1	1	1	Y	 	 	 	17	14	14	88	0	 
130092	1	1	98	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130092	2	7	200	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130092	3	5	.5	4	1	1	1	1	N	 	 	 	41	88	41	88	0	 
130092	4	5	1	4	1	1	1	1	N	 	 	 	28	88	28	88	0	 
130093	1	1	42	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130093	2	5	1.5	4	1	1	1	1	N	 	 	 	64	15	76	88	0	 
130093	3	5	8	18	1	1	1	1	N	 	 	 	21	88	21	88	0	 
130093	4	5	.5	4	1	1	0	0	 	 	 	 	41	17	41	17	0	 
130093	5	7	78	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130094	1	1	25	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
130094	2	7	350	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
130095	1	1	40	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130095	2	4	60	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130095	3	4	9	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130095	4	16	200	17	1	1	1	1	Y	 	 	0	3	41	41	88	0	 
130095	5	5	1	4	1	1	1	1	Y	 	 	 	35	88	88	88	0	 
130096	1	1	18	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130096	2	7	120	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130096	3	5	.150000005960464	4	1	1	1	1	N	 	 	 	17	88	17	88	0	 
130096	4	5	.5	4	1	1	1	1	N	 	 	 	35	88	88	88	0	 
130097	1	1	90	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130097	2	7	12	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130098	1	1	145	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130099	1	1	84	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
130099	2	7	180	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
130100	1	1	62	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
130100	2	5	2	4	2	0	0	0	 	 	 	 	35	88	88	88	0	 
130100	3	5	.5	4	1	1	0	0	 	 	 	 	41	88	41	88	0	 
140001	1	1	41	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
140002	1	1	48	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
140002	2	8	12	17	1	1	1	0	 	1	2400	0	 	 	 	 	 	 
140002	3	7	240	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
140003	1	1	32	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
140004	1	1	28	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140005	1	1	24	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140005	2	7	18	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140006	1	1	60	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140006	2	8	56	17	1	1	0	1	Y	1	10800	3000	 	 	 	 	 	 
140006	3	7	109	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140008	1	1	24	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
140008	2	8	9	17	3	0	0	0	 	1	1800	0	 	 	 	 	 	 
140008	3	7	465	17	3	0	0	0	 	 	 	0	 	 	 	 	 	 
140009	1	1	14	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
140009	2	20	8	17	1	0	0	0	 	0	 	0	 	 	 	 	 	 
140010	1	1	42	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140010	2	7	210	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140011	1	1	40	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140011	2	10	400	17	1	1	1	1	N	1	1000	100	 	 	 	 	 	 
140012	1	10	1	2	1	1	0	1	N	1	3300	400	 	 	 	 	 	 
140012	2	1	36	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140012	3	7	118	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140014	1	1	130	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
140014	2	7	170	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
140015	1	1	150	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140015	2	9	22	17	1	1	1	1	Y	1	8400	25000	 	 	 	 	 	 
140015	3	7	128	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140016	2	1	120	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140016	3	8	94	17	1	1	1	1	N	1	36000	3000	 	 	 	 	 	 
140016	4	7	240	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
140017	1	7	315	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140017	2	9	27	17	1	1	1	1	N	1	6500	0	 	 	 	 	 	 
140017	3	1	55	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140018	1	4	56	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140020	1	1	48	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140020	2	7	18	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140021	1	1	160	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140021	2	7	240	17	2	0	0	0	 	 	 	500	 	 	 	 	 	 
140021	3	8	16	17	2	0	0	0	 	0	 	0	 	 	 	 	 	 
140023	1	1	32	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140023	2	7	31	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140024	1	1	20	17	2	3	0	0	 	 	 	 	 	 	 	 	 	 
140024	2	7	18	17	2	3	0	0	 	 	 	0	 	 	 	 	 	 
140025	1	1	56	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
140025	2	7	144	17	1	0	0	0	 	 	 	0	 	 	 	 	 	 
140026	1	1	45	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140026	2	16	40	17	2	0	0	0	 	 	 	0	88	88	88	88	0	 
140027	1	1	100	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
140027	2	7	100	17	3	0	0	0	 	 	 	0	 	 	 	 	 	 
140028	1	1	16	17	2	77	0	0	 	 	 	 	 	 	 	 	 	 
140028	2	7	15	17	2	77	0	0	 	 	 	0	 	 	 	 	 	 
140029	1	1	150	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
140029	2	9	150	17	1	0	0	0	 	1	24000	500	 	 	 	 	 	 
140029	3	7	100	17	1	0	0	0	 	 	 	0	 	 	 	 	 	 
140030	1	1	42	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140030	2	7	62	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140031	1	1	42	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140032	1	1	190	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140032	2	7	60	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140033	1	1	36	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140034	1	1	36	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140034	2	8	12	17	1	1	1	1	Y	1	750	0	 	 	 	 	 	 
140034	3	7	92	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140035	1	1	88	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140035	2	9	87	17	1	1	1	1	Y	1	16800	400	 	 	 	 	 	 
140035	3	7	260	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140036	1	1	120	17	1	1	0	1	N	 	 	 	 	 	 	 	 	 
140036	2	8	85	17	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
140036	3	7	395	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140037	1	1	54	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
140037	2	9	24	17	1	1	0	0	 	1	6000	0	 	 	 	 	 	 
140037	3	7	422	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
140038	1	1	18	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140039	1	1	46	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
140039	2	7	398	17	1	0	0	0	 	 	 	0	 	 	 	 	 	 
140040	1	1	12	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
140040	2	7	6	17	3	0	0	0	 	 	 	0	 	 	 	 	 	 
140041	1	1	48	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140041	2	9	60	17	1	1	1	1	N	1	6000	0	 	 	 	 	 	 
140041	3	7	152	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
140042	1	1	32	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140043	1	1	15	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140043	2	7	400	17	5	0	0	0	 	 	 	0	 	 	 	 	 	 
140044	1	1	170	17	1	1	0	1	Y	 	 	 	 	 	 	 	 	 
140044	2	7	80	17	1	1	0	0	 	 	 	0	 	 	 	 	 	 
140045	1	1	33	17	2	1	0	0	 	 	 	 	 	 	 	 	 	 
140045	2	7	24	17	2	1	0	0	 	 	 	0	 	 	 	 	 	 
140046	1	1	102	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
140046	2	16	14	17	1	1	0	0	 	 	 	0	55	10	66	80	0	 
140046	3	7	184	17	1	1	0	0	 	 	 	0	 	 	 	 	 	 
140047	1	1	48	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
140047	2	7	59	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
140048	1	1	26	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140048	2	7	2	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140049	1	1	128	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
140049	2	8	280	17	1	1	1	1	N	1	10800	0	 	 	 	 	 	 
140049	3	7	492	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
140050	1	1	800	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140050	2	16	400	17	1	2	0	1	Y	 	 	200000	44	10	50	12	1	4
140051	1	1	100	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140051	2	1	300	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
140052	1	1	80	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140052	2	7	100	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140053	1	4	44	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140053	2	8	18	17	1	1	1	1	Y	1	2880	0	 	 	 	 	 	 
140054	1	5	800	17	1	1	0	0	 	 	 	 	17	17	88	88	0	 
140054	2	16	450	17	1	1	0	0	 	 	 	80	41	41	88	88	0	 
140054	3	1	72	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140054	4	7	38	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140055	1	1	40	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140055	2	7	10	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140056	1	1	150	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
140056	2	7	50	17	1	1	1	1	N	 	 	2000	 	 	 	 	 	 
140057	1	1	52	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
140057	2	7	15	17	3	0	0	0	 	 	 	0	 	 	 	 	 	 
140058	1	1	77	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140059	1	1	260	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140060	1	1	80	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
140060	2	9	60	17	1	1	1	1	Y	1	15400	520	 	 	 	 	 	 
140060	3	7	400	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140061	1	1	72	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
140061	2	8	24	17	1	1	1	1	Y	1	5840	1050	 	 	 	 	 	 
140061	3	8	15	17	1	1	1	1	Y	1	9000	300	 	 	 	 	 	 
140061	4	7	249	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
140062	2	1	42	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140062	3	7	52	17	1	0	0	0	 	 	 	0	 	 	 	 	 	 
140063	1	1	40	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140063	2	7	12	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140064	1	1	88	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
140064	2	9	360	17	1	0	0	0	 	1	50330	52500	 	 	 	 	 	 
140064	3	10	2000	20	1	1	1	0	 	0	 	0	 	 	 	 	 	 
140065	1	1	14	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140065	2	7	130	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140065	3	9	4	4	1	1	1	1	N	1	2700	1200	 	 	 	 	 	 
140066	1	1	40	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
140066	2	7	54	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
140066	3	1	16	17	2	3	0	0	 	 	 	 	 	 	 	 	 	 
