CHILDCODE	ASSTIDR4	ASSETR4	TOTASSR4	ASACTR4	NMOWNR4	VLASTR4
10028	5	 	 	 	 	 
10028	6	 	 	 	 	 
10029	1	11	6	4	5	1780
10029	2	12	1	8	1	160
10029	3	88	 	 	 	 
10029	4	88	 	 	 	 
10029	5	88	 	 	 	 
10029	6	88	 	 	 	 
10030	1	 	 	 	 	 
10030	2	 	 	 	 	 
10030	3	 	 	 	 	 
10030	4	 	 	 	 	 
10030	5	 	 	 	 	 
10030	6	 	 	 	 	 
10031	1	 	 	 	 	 
10031	2	 	 	 	 	 
10031	3	 	 	 	 	 
10031	4	 	 	 	 	 
10031	5	 	 	 	 	 
10031	6	 	 	 	 	 
10032	1	15	16	12	16	190
10032	2	88	 	 	 	 
10032	3	88	 	 	 	 
10032	4	88	 	 	 	 
10032	5	88	 	 	 	 
10032	6	88	 	 	 	 
10033	1	15	15	12	14	2300
10033	2	25	1	24	1	800
10033	3	12	4	8	4	600
10033	4	88	 	 	 	 
10033	5	88	 	 	 	 
10033	6	88	 	 	 	 
10035	1	 	 	 	 	 
10035	2	 	 	 	 	 
10035	3	 	 	 	 	 
10035	4	 	 	 	 	 
10035	5	 	 	 	 	 
10035	6	 	 	 	 	 
10036	1	 	 	 	 	 
10036	2	 	 	 	 	 
10036	3	 	 	 	 	 
10036	4	 	 	 	 	 
10036	5	 	 	 	 	 
10036	6	 	 	 	 	 
10037	1	25	1	24	1	130000
10037	2	15	2	8	2	2000
10037	3	12	2	24	2	520
10037	4	88	 	 	 	 
10037	5	88	 	 	 	 
10037	6	88	 	 	 	 
10038	1	15	12	12	12	890
10038	2	88	 	 	 	 
10038	3	88	 	 	 	 
10038	4	88	 	 	 	 
10038	5	88	 	 	 	 
10038	6	88	 	 	 	 
10040	1	 	 	 	 	 
10040	2	 	 	 	 	 
10040	3	 	 	 	 	 
10040	4	 	 	 	 	 
10040	5	 	 	 	 	 
10040	6	 	 	 	 	 
10041	1	21	2	21	2	4000
10041	2	88	 	 	 	 
10041	3	88	 	 	 	 
10041	4	88	 	 	 	 
10041	5	88	 	 	 	 
10041	6	88	 	 	 	 
10042	1	 	 	 	 	 
10042	2	 	 	 	 	 
10042	3	 	 	 	 	 
10042	4	 	 	 	 	 
10042	5	 	 	 	 	 
10042	6	 	 	 	 	 
10043	1	12	2	8	2	400
10043	2	88	 	 	 	 
10043	3	88	 	 	 	 
10043	4	88	 	 	 	 
10043	5	88	 	 	 	 
10043	6	88	 	 	 	 
10044	1	 	 	 	 	 
10044	2	 	 	 	 	 
10044	3	 	 	 	 	 
10044	4	 	 	 	 	 
10044	5	 	 	 	 	 
10044	6	 	 	 	 	 
10045	1	 	 	 	 	 
10045	2	 	 	 	 	 
10045	3	 	 	 	 	 
10045	4	 	 	 	 	 
10045	5	 	 	 	 	 
10045	6	 	 	 	 	 
10046	1	23	5	23	5	250
10046	2	88	 	 	 	 
10046	3	88	 	 	 	 
10046	4	88	 	 	 	 
10046	5	88	 	 	 	 
10046	6	88	 	 	 	 
10048	1	 	 	 	 	 
10048	2	 	 	 	 	 
10048	3	 	 	 	 	 
10048	4	 	 	 	 	 
10048	5	 	 	 	 	 
10048	6	 	 	 	 	 
10049	1	 	 	 	 	 
10049	2	 	 	 	 	 
10049	3	 	 	 	 	 
10049	4	 	 	 	 	 
10049	5	 	 	 	 	 
10049	6	 	 	 	 	 
10050	1	 	 	 	 	 
10050	2	 	 	 	 	 
10050	3	 	 	 	 	 
10050	4	 	 	 	 	 
10050	5	 	 	 	 	 
10050	6	 	 	 	 	 
10051	1	23	1	23	0	 
10051	2	88	 	 	 	 
10051	3	88	 	 	 	 
10051	4	88	 	 	 	 
10051	5	88	 	 	 	 
10051	6	88	 	 	 	 
10052	1	 	 	 	 	 
10052	2	 	 	 	 	 
10052	3	 	 	 	 	 
10052	4	 	 	 	 	 
10052	5	 	 	 	 	 
10052	6	 	 	 	 	 
10053	1	23	10	23	10	500
10053	2	88	 	 	 	 
10053	3	88	 	 	 	 
10053	4	88	 	 	 	 
10053	5	88	 	 	 	 
10053	6	88	 	 	 	 
10055	1	1	5	11	0	 
10055	2	4	1	11	0	 
10055	3	8	1	11	0	 
10055	4	88	 	 	 	 
10055	5	88	 	 	 	 
10055	6	88	 	 	 	 
10056	1	1	4	11	1	60
10056	2	4	1	11	1	120
10056	3	88	 	 	 	 
10056	4	88	 	 	 	 
10056	5	88	 	 	 	 
10056	6	88	 	 	 	 
10057	1	 	 	 	 	 
10057	2	 	 	 	 	 
10057	3	 	 	 	 	 
10057	4	 	 	 	 	 
10057	5	 	 	 	 	 
10057	6	 	 	 	 	 
10059	1	 	 	 	 	 
10059	2	 	 	 	 	 
10059	3	 	 	 	 	 
10059	4	 	 	 	 	 
10059	5	 	 	 	 	 
10059	6	 	 	 	 	 
10060	1	 	 	 	 	 
10060	2	 	 	 	 	 
10060	3	 	 	 	 	 
10060	4	 	 	 	 	 
10060	5	 	 	 	 	 
10060	6	 	 	 	 	 
10061	1	23	4	23	4	6800
10061	2	88	 	 	 	 
10061	3	88	 	 	 	 
10061	4	88	 	 	 	 
10061	5	88	 	 	 	 
10061	6	88	 	 	 	 
10062	1	23	200	23	200	18000
10062	2	88	 	 	 	 
10062	3	88	 	 	 	 
10062	4	88	 	 	 	 
10062	5	88	 	 	 	 
10062	6	88	 	 	 	 
10063	1	 	 	 	 	 
10063	2	 	 	 	 	 
10063	3	 	 	 	 	 
10063	4	 	 	 	 	 
10063	5	 	 	 	 	 
10063	6	 	 	 	 	 
10064	1	12	4	8	4	290
10064	2	88	 	 	 	 
10064	3	88	 	 	 	 
10064	4	88	 	 	 	 
10064	5	88	 	 	 	 
10064	6	88	 	 	 	 
10065	1	25	1	24	1	140000
10065	2	12	4	8	4	4800
10065	3	15	2	12	2	2700
10065	4	88	 	 	 	 
10065	5	88	 	 	 	 
10065	6	88	 	 	 	 
10066	1	15	20	12	20	1800
10066	2	88	 	 	 	 
10066	3	88	 	 	 	 
10066	4	88	 	 	 	 
10066	5	88	 	 	 	 
10066	6	88	 	 	 	 
10067	1	15	1	12	1	1500
10067	2	88	 	 	 	 
10067	3	88	 	 	 	 
10067	4	88	 	 	 	 
10067	5	88	 	 	 	 
10067	6	88	 	 	 	 
10068	1	12	2	8	1	80
10068	2	23	2	23	2	30
10068	3	88	 	 	 	 
10068	4	88	 	 	 	 
10068	5	88	 	 	 	 
10068	6	88	 	 	 	 
10069	1	79	-79	79	-79	-79
10069	2	88	 	 	 	 
10069	3	88	 	 	 	 
10069	4	88	 	 	 	 
10069	5	88	 	 	 	 
10069	6	88	 	 	 	 
10070	1	23	9	23	9	3500
10070	2	88	 	 	 	 
10070	3	88	 	 	 	 
10070	4	88	 	 	 	 
10070	5	88	 	 	 	 
10070	6	88	 	 	 	 
10071	1	23	3	23	3	130
10071	2	88	 	 	 	 
10071	3	88	 	 	 	 
10071	4	88	 	 	 	 
10071	5	88	 	 	 	 
10071	6	88	 	 	 	 
10072	1	13	10	7	10	1000
10072	2	88	 	 	 	 
10072	3	88	 	 	 	 
10072	4	88	 	 	 	 
10072	5	88	 	 	 	 
10072	6	88	 	 	 	 
10073	1	 	 	 	 	 
10073	2	 	 	 	 	 
10073	3	 	 	 	 	 
10073	4	 	 	 	 	 
10073	5	 	 	 	 	 
10073	6	 	 	 	 	 
10074	1	 	 	 	 	 
10074	2	 	 	 	 	 
10074	3	 	 	 	 	 
10074	4	 	 	 	 	 
10074	5	 	 	 	 	 
10074	6	 	 	 	 	 
10075	1	23	1	23	0	 
10075	2	88	 	 	 	 
10075	3	88	 	 	 	 
10075	4	88	 	 	 	 
10075	5	88	 	 	 	 
10075	6	88	 	 	 	 
10076	1	 	 	 	 	 
10076	2	 	 	 	 	 
10076	3	 	 	 	 	 
10076	4	 	 	 	 	 
10076	5	 	 	 	 	 
10076	6	 	 	 	 	 
10077	1	15	4	12	4	500
10077	2	88	 	 	 	 
10077	3	88	 	 	 	 
10077	4	88	 	 	 	 
10077	5	88	 	 	 	 
10077	6	88	 	 	 	 
10079	1	 	 	 	 	 
10079	2	 	 	 	 	 
10079	3	 	 	 	 	 
10079	4	 	 	 	 	 
10079	5	 	 	 	 	 
10079	6	 	 	 	 	 
10080	1	15	5	12	5	180
10080	2	88	 	 	 	 
10080	3	88	 	 	 	 
10080	4	88	 	 	 	 
10080	5	88	 	 	 	 
10080	6	88	 	 	 	 
10081	1	10	8	3	8	23000
10081	2	88	 	 	 	 
10081	3	88	 	 	 	 
10081	4	88	 	 	 	 
10081	5	88	 	 	 	 
10081	6	88	 	 	 	 
10082	1	16	1	20	0	 
10082	2	25	1	24	0	 
10082	3	88	 	 	 	 
10082	4	88	 	 	 	 
10082	5	88	 	 	 	 
10082	6	88	 	 	 	 
10083	1	17	7	16	7	1200
10083	2	88	 	 	 	 
10083	3	88	 	 	 	 
10083	4	88	 	 	 	 
10083	5	88	 	 	 	 
10083	6	88	 	 	 	 
10084	1	23	10	23	10	400
10084	2	88	 	 	 	 
10084	3	88	 	 	 	 
10084	4	88	 	 	 	 
10084	5	88	 	 	 	 
10084	6	88	 	 	 	 
10085	1	16	1	20	0	 
10085	2	88	 	 	 	 
10085	3	88	 	 	 	 
10085	4	88	 	 	 	 
10085	5	88	 	 	 	 
10085	6	88	 	 	 	 
10086	1	23	3	23	3	10300
10086	2	88	 	 	 	 
10086	3	88	 	 	 	 
10086	4	88	 	 	 	 
10086	5	88	 	 	 	 
10086	6	88	 	 	 	 
10087	1	15	10	12	10	230
10087	2	88	 	 	 	 
10087	3	88	 	 	 	 
10087	4	88	 	 	 	 
10087	5	88	 	 	 	 
10087	6	88	 	 	 	 
10088	1	13	10	7	10	1000
10088	2	88	 	 	 	 
10088	3	88	 	 	 	 
10088	4	88	 	 	 	 
10088	5	88	 	 	 	 
10088	6	88	 	 	 	 
10089	1	 	 	 	 	 
10089	2	 	 	 	 	 
10089	3	 	 	 	 	 
10089	4	 	 	 	 	 
10089	5	 	 	 	 	 
10089	6	 	 	 	 	 
10090	1	15	2	12	2	3000
10090	2	88	 	 	 	 
10090	3	88	 	 	 	 
10090	4	88	 	 	 	 
10090	5	88	 	 	 	 
10090	6	88	 	 	 	 
10091	1	21	3	21	3	13000
10091	2	88	 	 	 	 
10091	3	88	 	 	 	 
10091	4	88	 	 	 	 
10091	5	88	 	 	 	 
10091	6	88	 	 	 	 
10092	1	 	 	 	 	 
10092	2	 	 	 	 	 
10092	3	 	 	 	 	 
10092	4	 	 	 	 	 
10092	5	 	 	 	 	 
10092	6	 	 	 	 	 
10093	1	 	 	 	 	 
10093	2	 	 	 	 	 
10093	3	 	 	 	 	 
10093	4	 	 	 	 	 
10093	5	 	 	 	 	 
10093	6	 	 	 	 	 
10094	1	 	 	 	 	 
10094	2	 	 	 	 	 
10094	3	 	 	 	 	 
10094	4	 	 	 	 	 
10094	5	 	 	 	 	 
10094	6	 	 	 	 	 
10095	1	23	35	23	35	2000
10095	2	88	 	 	 	 
10095	3	88	 	 	 	 
10095	4	88	 	 	 	 
10095	5	88	 	 	 	 
10095	6	88	 	 	 	 
10096	1	15	1	12	1	1300
10096	2	12	3	8	3	350
10096	3	22	2	22	2	60
10096	4	88	 	 	 	 
10096	5	88	 	 	 	 
10096	6	88	 	 	 	 
10097	1	15	12	12	12	8600
10097	2	12	2	8	2	450
10097	3	24	1	12	1	-77
10097	4	88	 	 	 	 
10097	5	88	 	 	 	 
10097	6	88	 	 	 	 
10098	1	 	 	 	 	 
10098	2	 	 	 	 	 
10098	3	 	 	 	 	 
10098	4	 	 	 	 	 
10098	5	 	 	 	 	 
10098	6	 	 	 	 	 
10099	1	30	1	31	1	-77
10099	2	25	1	24	0	 
10099	3	88	 	 	 	 
10099	4	88	 	 	 	 
10099	5	88	 	 	 	 
10099	6	88	 	 	 	 
10100	1	 	 	 	 	 
10100	2	 	 	 	 	 
10100	3	 	 	 	 	 
10100	4	 	 	 	 	 
10100	5	 	 	 	 	 
10100	6	 	 	 	 	 
20001	1	 	 	 	 	 
20001	2	 	 	 	 	 
20001	3	 	 	 	 	 
20001	4	 	 	 	 	 
20001	5	 	 	 	 	 
20001	6	 	 	 	 	 
20002	1	 	 	 	 	 
20002	2	 	 	 	 	 
20002	3	 	 	 	 	 
20002	4	 	 	 	 	 
20002	5	 	 	 	 	 
20002	6	 	 	 	 	 
20003	1	 	 	 	 	 
20003	2	 	 	 	 	 
20003	3	 	 	 	 	 
20003	4	 	 	 	 	 
20003	5	 	 	 	 	 
20003	6	 	 	 	 	 
20004	1	 	 	 	 	 
20004	2	 	 	 	 	 
20004	3	 	 	 	 	 
20004	4	 	 	 	 	 
20004	5	 	 	 	 	 
20004	6	 	 	 	 	 
20005	1	 	 	 	 	 
20005	2	 	 	 	 	 
20005	3	 	 	 	 	 
20005	4	 	 	 	 	 
20005	5	 	 	 	 	 
20005	6	 	 	 	 	 
20007	1	 	 	 	 	 
20007	2	 	 	 	 	 
20007	3	 	 	 	 	 
20007	4	 	 	 	 	 
20007	5	 	 	 	 	 
20007	6	 	 	 	 	 
20008	1	21	2	21	2	11000
20008	2	30	1	31	1	80000
20008	3	30	1	26	1	-88
20008	4	30	1	21	0	 
20008	5	88	 	 	 	 
20008	6	88	 	 	 	 
20011	1	 	 	 	 	 
20011	2	 	 	 	 	 
20011	3	 	 	 	 	 
20011	4	 	 	 	 	 
20011	5	 	 	 	 	 
20011	6	 	 	 	 	 
20012	1	 	 	 	 	 
20012	2	 	 	 	 	 
20012	3	 	 	 	 	 
20012	4	 	 	 	 	 
20012	5	 	 	 	 	 
20012	6	 	 	 	 	 
20013	1	30	1	23	0	 
20013	2	88	 	 	 	 
20013	3	88	 	 	 	 
20013	4	88	 	 	 	 
20013	5	88	 	 	 	 
20013	6	88	 	 	 	 
20014	1	15	3	12	3	180
20014	2	88	 	 	 	 
20014	3	88	 	 	 	 
20014	4	88	 	 	 	 
20014	5	88	 	 	 	 
20014	6	88	 	 	 	 
20015	1	 	 	 	 	 
20015	2	 	 	 	 	 
20015	3	 	 	 	 	 
20015	4	 	 	 	 	 
20015	5	 	 	 	 	 
20015	6	 	 	 	 	 
20016	1	4	1	11	1	400
20016	2	1	3	11	3	180
20016	3	88	 	 	 	 
20016	4	88	 	 	 	 
20016	5	88	 	 	 	 
20016	6	88	 	 	 	 
20017	1	21	1	21	1	2000
20017	2	23	1	23	1	250
20017	3	88	 	 	 	 
20017	4	88	 	 	 	 
20017	5	88	 	 	 	 
20017	6	88	 	 	 	 
20018	1	 	 	 	 	 
20018	2	 	 	 	 	 
20018	3	 	 	 	 	 
20018	4	 	 	 	 	 
20018	5	 	 	 	 	 
20018	6	 	 	 	 	 
20019	1	 	 	 	 	 
20019	2	 	 	 	 	 
20019	3	 	 	 	 	 
20019	4	 	 	 	 	 
20019	5	 	 	 	 	 
20019	6	 	 	 	 	 
20020	1	 	 	 	 	 
20020	2	 	 	 	 	 
20020	3	 	 	 	 	 
20020	4	 	 	 	 	 
20020	5	 	 	 	 	 
20020	6	 	 	 	 	 
20022	1	 	 	 	 	 
20022	2	 	 	 	 	 
20022	3	 	 	 	 	 
20022	4	 	 	 	 	 
20022	5	 	 	 	 	 
20022	6	 	 	 	 	 
20023	1	 	 	 	 	 
20023	2	 	 	 	 	 
20023	3	 	 	 	 	 
20023	4	 	 	 	 	 
20023	5	 	 	 	 	 
20023	6	 	 	 	 	 
20024	1	 	 	 	 	 
20024	2	 	 	 	 	 
20024	3	 	 	 	 	 
20024	4	 	 	 	 	 
20024	5	 	 	 	 	 
20024	6	 	 	 	 	 
20025	1	 	 	 	 	 
20025	2	 	 	 	 	 
20025	3	 	 	 	 	 
20025	4	 	 	 	 	 
20025	5	 	 	 	 	 
20025	6	 	 	 	 	 
20026	1	 	 	 	 	 
20026	2	 	 	 	 	 
20026	3	 	 	 	 	 
20026	4	 	 	 	 	 
20026	5	 	 	 	 	 
20026	6	 	 	 	 	 
20027	1	 	 	 	 	 
20027	2	 	 	 	 	 
20027	3	 	 	 	 	 
20027	4	 	 	 	 	 
20027	5	 	 	 	 	 
20027	6	 	 	 	 	 
20028	1	 	 	 	 	 
20028	2	 	 	 	 	 
20028	3	 	 	 	 	 
20028	4	 	 	 	 	 
20028	5	 	 	 	 	 
20028	6	 	 	 	 	 
20029	1	30	1	31	0	 
20029	2	88	 	 	 	 
20029	3	88	 	 	 	 
20029	4	88	 	 	 	 
20029	5	88	 	 	 	 
20029	6	88	 	 	 	 
20030	1	 	 	 	 	 
20030	2	 	 	 	 	 
20030	3	 	 	 	 	 
20030	4	 	 	 	 	 
20030	5	 	 	 	 	 
20030	6	 	 	 	 	 
20031	1	 	 	 	 	 
20031	2	 	 	 	 	 
20031	3	 	 	 	 	 
20031	4	 	 	 	 	 
20031	5	 	 	 	 	 
20031	6	 	 	 	 	 
20032	1	 	 	 	 	 
20032	2	 	 	 	 	 
20032	3	 	 	 	 	 
20032	4	 	 	 	 	 
20032	5	 	 	 	 	 
20032	6	 	 	 	 	 
20033	1	13	3	7	3	300
20033	2	88	 	 	 	 
20033	3	88	 	 	 	 
20033	4	88	 	 	 	 
20033	5	88	 	 	 	 
20033	6	88	 	 	 	 
20034	1	 	 	 	 	 
20034	2	 	 	 	 	 
20034	3	 	 	 	 	 
20034	4	 	 	 	 	 
20034	5	 	 	 	 	 
20034	6	 	 	 	 	 
20035	1	 	 	 	 	 
20035	2	 	 	 	 	 
20035	3	 	 	 	 	 
20035	4	 	 	 	 	 
20035	5	 	 	 	 	 
20035	6	 	 	 	 	 
20036	1	13	4	7	4	2520
20036	2	88	 	 	 	 
20036	3	88	 	 	 	 
20036	4	88	 	 	 	 
20036	5	88	 	 	 	 
20036	6	88	 	 	 	 
20037	1	30	28	26	28	430
20037	2	30	1	12	0	 
20037	3	88	 	 	 	 
20037	4	88	 	 	 	 
20037	5	88	 	 	 	 
20037	6	88	 	 	 	 
20038	1	 	 	 	 	 
20038	2	 	 	 	 	 
20038	3	 	 	 	 	 
20038	4	 	 	 	 	 
20038	5	 	 	 	 	 
20038	6	 	 	 	 	 
20039	1	 	 	 	 	 
20039	2	 	 	 	 	 
20039	3	 	 	 	 	 
20039	4	 	 	 	 	 
20039	5	 	 	 	 	 
20039	6	 	 	 	 	 
20040	1	 	 	 	 	 
20040	2	 	 	 	 	 
20040	3	 	 	 	 	 
20040	4	 	 	 	 	 
20040	5	 	 	 	 	 
20040	6	 	 	 	 	 
20041	1	30	1	23	0	 
20041	2	88	 	 	 	 
20041	3	88	 	 	 	 
20041	4	88	 	 	 	 
20041	5	88	 	 	 	 
20041	6	88	 	 	 	 
20042	1	 	 	 	 	 
20042	2	 	 	 	 	 
20042	3	 	 	 	 	 
20042	4	 	 	 	 	 
20042	5	 	 	 	 	 
20042	6	 	 	 	 	 
20043	1	 	 	 	 	 
20043	2	 	 	 	 	 
20043	3	 	 	 	 	 
20043	4	 	 	 	 	 
20043	5	 	 	 	 	 
20043	6	 	 	 	 	 
20044	1	13	6	7	6	6000
20044	2	88	 	 	 	 
20044	3	88	 	 	 	 
20044	4	88	 	 	 	 
20044	5	88	 	 	 	 
20044	6	88	 	 	 	 
20045	1	 	 	 	 	 
20045	2	 	 	 	 	 
20045	3	 	 	 	 	 
20045	4	 	 	 	 	 
20045	5	 	 	 	 	 
20045	6	 	 	 	 	 
20046	1	 	 	 	 	 
20046	2	 	 	 	 	 
20046	3	 	 	 	 	 
20046	4	 	 	 	 	 
20046	5	 	 	 	 	 
20046	6	 	 	 	 	 
20047	1	13	30	7	30	20000
20047	2	88	 	 	 	 
20047	3	88	 	 	 	 
20047	4	88	 	 	 	 
20047	5	88	 	 	 	 
20047	6	88	 	 	 	 
20048	1	 	 	 	 	 
20048	2	 	 	 	 	 
20048	3	 	 	 	 	 
20048	4	 	 	 	 	 
20048	5	 	 	 	 	 
20048	6	 	 	 	 	 
20049	1	 	 	 	 	 
20049	2	 	 	 	 	 
20049	3	 	 	 	 	 
20049	4	 	 	 	 	 
20049	5	 	 	 	 	 
20049	6	 	 	 	 	 
20050	1	 	 	 	 	 
20050	2	 	 	 	 	 
20050	3	 	 	 	 	 
20050	4	 	 	 	 	 
20050	5	 	 	 	 	 
20050	6	 	 	 	 	 
20051	1	 	 	 	 	 
20051	2	 	 	 	 	 
20051	3	 	 	 	 	 
20051	4	 	 	 	 	 
20051	5	 	 	 	 	 
20051	6	 	 	 	 	 
20052	1	 	 	 	 	 
20052	2	 	 	 	 	 
20052	3	 	 	 	 	 
20052	4	 	 	 	 	 
20052	5	 	 	 	 	 
20052	6	 	 	 	 	 
20053	1	 	 	 	 	 
20053	2	 	 	 	 	 
20053	3	 	 	 	 	 
20053	4	 	 	 	 	 
20053	5	 	 	 	 	 
20053	6	 	 	 	 	 
20054	1	1	6	11	6	500
20054	2	8	6	11	6	450
20054	3	88	 	 	 	 
20054	4	88	 	 	 	 
20054	5	88	 	 	 	 
20054	6	88	 	 	 	 
20055	1	 	 	 	 	 
20055	2	 	 	 	 	 
20055	3	 	 	 	 	 
20055	4	 	 	 	 	 
20055	5	 	 	 	 	 
20055	6	 	 	 	 	 
20056	1	17	3	16	3	10000
20056	2	88	 	 	 	 
20056	3	88	 	 	 	 
20056	4	88	 	 	 	 
20056	5	88	 	 	 	 
20056	6	88	 	 	 	 
20058	1	 	 	 	 	 
20058	2	 	 	 	 	 
20058	3	 	 	 	 	 
20058	4	 	 	 	 	 
20058	5	 	 	 	 	 
20058	6	 	 	 	 	 
20059	1	 	 	 	 	 
20059	2	 	 	 	 	 
20059	3	 	 	 	 	 
20059	4	 	 	 	 	 
20059	5	 	 	 	 	 
20059	6	 	 	 	 	 
20060	1	30	2	26	0	 
20060	2	88	 	 	 	 
20060	3	88	 	 	 	 
20060	4	88	 	 	 	 
20060	5	88	 	 	 	 
20060	6	88	 	 	 	 
20061	1	30	1	26	0	 
20061	2	88	 	 	 	 
20061	3	88	 	 	 	 
20061	4	88	 	 	 	 
20061	5	88	 	 	 	 
20061	6	88	 	 	 	 
20062	1	 	 	 	 	 
20062	2	 	 	 	 	 
20062	3	 	 	 	 	 
20062	4	 	 	 	 	 
20062	5	 	 	 	 	 
20062	6	 	 	 	 	 
20064	1	15	10	12	10	300
20064	2	30	2	23	0	 
20064	3	88	 	 	 	 
20064	4	88	 	 	 	 
20064	5	88	 	 	 	 
20064	6	88	 	 	 	 
20065	1	 	 	 	 	 
20065	2	 	 	 	 	 
20065	3	 	 	 	 	 
20065	4	 	 	 	 	 
20065	5	 	 	 	 	 
20065	6	 	 	 	 	 
20066	1	 	 	 	 	 
20066	2	 	 	 	 	 
20066	3	 	 	 	 	 
20066	4	 	 	 	 	 
20066	5	 	 	 	 	 
20066	6	 	 	 	 	 
20067	1	 	 	 	 	 
20067	2	 	 	 	 	 
20067	3	 	 	 	 	 
20067	4	 	 	 	 	 
20067	5	 	 	 	 	 
20067	6	 	 	 	 	 
20068	1	 	 	 	 	 
20068	2	 	 	 	 	 
20068	3	 	 	 	 	 
20068	4	 	 	 	 	 
20068	5	 	 	 	 	 
20068	6	 	 	 	 	 
20070	1	30	3	31	3	-77
20070	2	88	 	 	 	 
20070	3	88	 	 	 	 
20070	4	88	 	 	 	 
20070	5	88	 	 	 	 
20070	6	88	 	 	 	 
20071	1	25	1	24	1	300000
20071	2	23	2	23	0	 
20071	3	30	1	23	1	100000
20071	4	88	 	 	 	 
20071	5	88	 	 	 	 
