CHILDCODE	SPPGIDR4	SUPKNDR4	SUPWHOR4	SUPSRTR4	SUPENDR4	SUPFRQR4	SUPRIDR4
60009	2	5	13	1994	9999	1	1
60010	1	1	5	1996	9999	7	16
60010	3	5	13	1998	9999	1	16
60010	4	10	5	2002	9999	7	16
60011	1	1	5	2002	9999	7	1
60011	4	5	13	2000	9999	5	2
60011	5	10	5	2002	9999	7	1
60011	6	14	6	2000	9999	7	2
60012	1	1	5	1993	9999	7	1
60012	3	5	13	1997	9999	7	1
60012	4	10	5	1984	9999	7	1
60013	1	1	5	2002	9999	1	5
60014	1	1	5	2002	9999	2	1
60014	2	3	38	1999	2004	6	80
60014	3	4	38	1999	2004	6	80
60016	1	1	5	1996	9999	4	80
60016	2	5	13	2001	9999	5	1
60016	3	13	5	2002	9999	1	1
60017	1	1	5	2000	9999	5	4
60017	2	5	13	2002	9999	5	2
60018	1	1	5	1984	9999	2	1
60018	2	5	13	2001	9999	5	2
60019	1	1	5	1996	9999	1	1
60019	2	5	13	2001	9999	5	2
60020	1	1	5	1994	9999	1	1
60020	2	5	13	2001	9999	5	2
60021	1	1	5	2003	9999	4	1
60021	2	3	38	1999	2005	6	80
60022	1	1	5	1996	9999	3	1
60022	2	10	5	1996	9999	3	1
60022	3	13	5	1996	9999	1	1
60023	1	1	5	1996	9999	5	4
60023	2	5	13	2000	9999	5	2
60023	3	5	60	1996	9999	5	4
60024	1	1	5	1996	9999	1	80
60024	2	15	38	1999	9999	6	8
60024	3	5	13	2000	9999	5	2
60024	4	13	5	2001	9999	1	1
60026	1	1	5	2000	9999	7	1
60026	2	5	13	1996	9999	5	1
60027	1	1	5	1989	9999	4	1
60027	2	5	13	2006	9999	1	1
60027	3	13	26	2002	2004	1	1
60027	4	13	5	1989	9999	8	1
60028	1	1	5	1984	9999	1	1
60028	2	5	60	1984	9999	1	1
60029	1	3	38	1999	9999	6	70
60030	1	1	5	1990	9999	1	1
60030	2	5	13	1998	9999	5	2
60031	1	1	5	1998	9999	1	1
60031	2	5	13	2000	9999	5	1
60032	1	1	5	1994	9999	5	80
60032	2	13	5	1999	9999	1	1
60033	1	1	5	1998	9999	1	1
60033	2	5	60	1994	9999	1	1
60034	1	1	5	1998	9999	1	80
60034	2	5	13	1996	9999	5	1
60035	1	1	5	1992	9999	1	1
60035	2	5	13	2000	9999	5	2
60036	1	1	5	2000	9999	6	16
60036	2	3	38	1999	9999	6	80
60036	4	5	13	1995	9999	5	16
60037	1	5	60	2004	9999	1	1
60037	2	1	5	1984	9999	2	1
60037	3	3	38	1999	2004	6	70
60038	1	1	5	1998	9999	1	80
60039	1	5	60	1989	9999	1	1
60039	2	1	5	1974	9999	1	1
60040	1	15	38	1999	9999	6	1
60041	1	1	5	1984	9999	1	1
60042	1	1	5	2002	9999	2	24
60043	1	1	5	1984	9999	7	1
60043	2	3	38	1999	2005	6	80
60043	3	5	38	2003	9999	5	1
60045	1	1	5	1998	9999	1	1
60045	2	5	13	2000	9999	5	2
60046	1	1	5	2002	9999	2	1
60047	1	1	5	2003	9999	7	1
60047	2	3	38	1999	2004	6	70
60047	3	5	13	1999	9999	5	2
60048	1	1	5	1992	9999	7	1
60048	2	5	13	1997	9999	5	1
60049	1	1	5	1996	9999	7	1
60049	2	5	13	1996	9999	1	1
60050	1	1	5	1996	9999	5	1
60050	3	5	13	2002	2005	1	1
60050	4	10	5	1996	9999	7	1
60051	1	1	5	2002	9999	2	1
60051	2	5	13	2002	9999	1	1
60052	1	1	5	1987	9999	2	3
60052	2	24	26	2003	9999	8	3
60052	3	7	6	2003	9999	8	3
60052	4	11	6	2003	9999	8	3
60052	5	5	60	2005	9999	7	3
60053	1	1	5	1980	9999	3	1
60053	2	5	13	2000	9999	5	2
60053	3	10	5	1980	9999	3	1
60053	4	13	5	1997	9999	3	1
60054	1	1	5	2001	9999	2	80
60054	2	3	38	1999	2003	6	80
60054	3	5	38	2003	2003	9	1
60055	1	1	5	1993	9999	6	80
60055	2	5	13	1994	9999	5	1
60055	3	13	5	1998	9999	1	1
60056	1	1	5	2001	9999	2	80
60056	2	5	13	2002	9999	1	1
60058	1	17	60	2005	9999	1	80
60059	1	5	13	2000	9999	5	2
60059	2	1	5	2000	9999	7	80
60060	1	1	5	2000	9999	6	1
60060	2	5	13	2002	9999	1	1
60061	1	1	5	2002	9999	1	1
60062	1	1	5	1990	9999	2	1
60062	4	5	13	2005	9999	7	1
60062	5	10	5	1990	9999	7	1
60063	1	1	5	1989	9999	7	80
60063	2	5	13	2000	2002	1	2
60064	1	1	5	1990	9999	2	80
60065	1	1	5	1990	9999	2	1
60065	2	10	5	1997	9999	8	1
60065	3	13	5	1997	9999	2	1
60066	1	1	5	2002	9999	1	1
60066	2	3	38	2002	2004	4	70
60066	3	5	13	2002	9999	5	1
60066	4	10	5	2002	9999	1	1
60067	1	1	5	1996	9999	3	80
60067	2	3	38	2001	2006	7	70
60067	3	4	38	2001	2002	9	70
60067	4	5	13	2000	2003	1	1
60068	1	1	5	1996	9999	4	1
60071	1	1	5	1996	9999	4	80
60071	2	14	60	2005	9999	1	1
60072	1	1	5	2002	9999	7	1
60073	1	1	5	2002	9999	1	2
60073	2	3	38	2000	9999	6	70
60074	1	1	5	2000	9999	1	16
60074	5	10	5	1998	9999	5	1
60074	6	13	5	1998	9999	5	1
60075	1	1	5	1990	9999	2	2
60075	2	13	5	2002	2005	4	2
60076	1	1	5	2004	9999	4	2
60077	1	1	5	2003	9999	5	1
60077	2	5	13	2003	9999	1	2
60078	1	1	5	1985	9999	1	17
60078	2	13	5	2004	9999	1	17
60080	1	1	5	1990	9999	1	1
60080	3	14	6	2003	2003	2	2
60080	4	23	6	2004	2004	1	2
60081	1	1	5	2000	9999	1	2
60081	2	3	38	1998	2006	4	70
60081	3	4	38	2002	2002	1	70
60081	4	5	60	2005	9999	7	2
60083	1	1	5	2000	9999	7	1
60083	2	3	38	2001	2005	2	70
60083	4	5	13	2000	9999	1	2
60083	5	10	5	2000	9999	1	1
60083	6	12	22	2006	9999	1	3
60083	7	13	5	2006	9999	1	1
60084	1	1	5	1992	9999	7	1
60085	1	1	5	2002	9999	4	1
60085	2	5	13	2002	9999	1	1
60086	1	5	13	2002	9999	1	2
60086	2	15	38	2005	9999	6	80
60086	3	3	38	1999	2005	6	80
60086	4	5	39	2003	9999	8	2
60087	1	1	5	1997	9999	1	1
60087	2	5	13	2003	9999	1	2
60087	3	25	26	2004	9999	1	1
60088	1	1	5	1986	9999	8	1
60088	2	5	13	1997	9999	1	2
60088	3	13	5	2005	2005	1	1
60088	4	14	60	2003	2003	9	1
60089	1	1	5	2000	9999	7	80
60091	1	1	5	2002	9999	1	1
60091	2	5	13	2004	9999	1	1
60091	3	13	5	2005	2005	1	2
60091	4	14	26	2005	2005	2	2
60092	1	1	5	1988	9999	7	1
60092	2	5	13	2002	9999	1	2
60093	1	1	5	2000	9999	7	1
60093	2	5	13	1994	9999	5	1
60094	1	1	5	2004	9999	7	80
60094	2	5	13	2002	2003	9	2
60095	1	5	13	2005	9999	5	1
60096	1	1	5	2001	9999	4	5
60096	2	17	22	2000	9999	1	9
60097	1	5	13	2003	9999	1	2
60097	2	1	5	2000	9999	7	80
60098	1	1	5	1991	9999	5	1
60098	2	5	13	2004	9999	1	1
60100	1	1	5	1996	9999	4	1
60100	2	5	13	2002	9999	1	2
70001	1	5	60	2005	9999	8	1
70001	2	5	13	2005	9999	1	1
70001	3	1	5	2002	9999	2	1
70001	4	25	38	2001	2004	6	80
70002	1	1	5	1999	2001	1	1
70003	1	5	13	2004	9999	1	2
70003	2	15	38	2003	9999	6	80
70003	3	25	38	2000	2005	6	70
70004	1	1	5	2002	9999	7	1
70004	2	5	13	2002	9999	1	2
70005	1	1	5	1992	9999	1	1
70005	5	3	38	2000	2004	2	70
70005	6	4	38	2000	2004	2	70
70006	1	3	38	2001	9999	4	70
70006	2	4	38	2001	9999	4	70
70006	3	5	13	2002	9999	1	1
70006	4	1	5	2005	9999	1	80
70007	1	1	5	2002	9999	9	80
70007	2	5	38	2003	2004	1	1
70007	3	25	38	2000	2004	6	70
70008	1	5	60	2004	9999	8	1
70008	2	1	5	1996	9999	7	1
70008	3	6	27	2003	9999	1	3
70009	1	1	5	1997	9999	4	80
70009	2	3	38	2001	2004	2	70
70009	3	4	38	2001	2004	2	70
70009	4	5	38	2002	2002	9	70
70010	1	1	5	2002	9999	7	80
70010	2	5	13	2005	9999	5	2
70010	6	31	41	2006	9999	1	1
70011	1	14	58	2002	9999	7	2
70011	2	14	43	2004	2005	1	5
70012	1	13	5	2003	9999	7	80
70012	2	3	38	2002	9999	2	70
70012	3	4	38	2002	9999	2	70
70012	4	17	60	2004	9999	1	0
70012	5	31	41	2006	9999	1	3
70013	1	1	5	2004	9999	1	70
70014	1	1	5	2002	9999	1	1
70014	2	5	13	2005	9999	1	1
70014	3	6	60	2005	9999	1	0
70014	6	31	41	2005	2005	9	1
70015	1	1	5	1995	9999	5	1
70015	2	5	13	1998	2004	1	1
70015	7	13	5	2004	2004	1	1
70016	1	1	5	2001	9999	6	1
70016	2	15	38	2001	2005	6	70
70016	3	5	60	2005	9999	1	2
70017	1	1	5	2002	9999	1	1
70017	2	6	27	2002	9999	1	3
70017	5	10	5	2002	9999	6	1
70017	7	12	27	2002	9999	1	3
70018	1	1	5	2001	9999	7	1
70019	1	5	13	2005	9999	1	2
70019	2	1	5	1996	9999	7	1
70019	3	25	38	2000	2005	6	70
70020	1	1	5	2001	9999	2	1
70021	1	1	5	1985	9999	1	1
70021	4	10	5	1995	9999	1	1
70021	6	19	60	2004	9999	1	0
70022	1	1	5	1999	9999	7	1
70022	2	5	13	2003	9999	1	2
70023	1	1	5	2002	9999	7	1
70024	1	1	5	2002	9999	1	80
70024	2	3	38	1997	9999	2	70
70024	3	4	38	1997	9999	2	70
70025	1	1	5	2002	9999	2	1
70026	1	1	5	1997	9999	6	80
70026	6	13	5	2001	9999	1	1
70026	7	25	38	1999	2004	6	70
70027	1	1	5	2002	9999	7	1
70027	2	5	13	2003	9999	7	2
70027	3	7	55	2002	9999	7	2
70027	4	8	6	2001	9999	5	2
70027	5	11	6	2005	9999	8	2
70027	6	16	6	2002	9999	8	70
70027	7	18	6	2002	9999	1	70
70028	1	3	38	2002	9999	6	80
70028	2	5	38	2002	9999	8	1
70028	3	9	6	2002	9999	7	70
70029	1	1	5	1984	9999	2	70
70029	2	5	60	2005	9999	8	3
70029	3	9	6	2000	9999	8	70
70030	1	1	5	2000	9999	8	70
70030	2	5	13	2005	9999	8	3
70031	1	1	5	2001	9999	2	1
70031	2	5	13	2005	9999	1	16
70032	1	1	5	2000	9999	5	1
70032	2	3	38	1998	9999	4	70
70032	3	4	38	1998	9999	4	70
70032	4	5	13	2006	9999	7	2
70033	1	1	5	1999	9999	5	1
70033	2	25	38	1999	2004	6	70
70034	1	1	5	2002	9999	4	80
70034	2	25	11	2005	9999	7	2
70035	1	1	5	2001	9999	1	80
70035	2	2	60	2003	9999	7	2
70035	3	5	60	1994	9999	7	2
70035	6	10	5	2001	9999	7	2
70035	9	25	29	2003	9999	1	2
70036	1	1	5	1999	9999	7	2
70038	1	1	5	2000	9999	1	1
70038	2	5	13	2005	9999	7	1
70038	3	10	5	2006	9999	1	1
70039	1	15	38	2000	9999	6	80
70039	2	1	5	1999	9999	7	70
70039	3	9	6	2000	9999	6	70
70039	4	17	35	2005	9999	1	5
70041	2	1	5	2003	9999	4	1
70041	3	5	13	2005	9999	1	1
70042	1	1	5	2005	9999	8	70
70042	2	9	6	2001	9999	4	70
70042	3	5	13	2005	9999	1	2
70043	1	1	5	2003	9999	1	2
70043	2	7	6	1999	9999	1	80
70043	3	8	6	1998	9999	1	2
70043	5	11	6	1999	9999	1	80
70043	6	16	6	1997	9999	1	2
70043	7	24	6	1997	9999	1	2
70044	1	1	5	2002	9999	1	20
70044	2	3	38	1998	9999	4	70
70044	3	4	38	1998	9999	4	70
70044	4	14	11	1998	1998	9	20
70044	5	12	27	2003	9999	1	80
70044	6	31	41	2005	9999	8	20
70045	1	1	5	1988	9999	7	80
70045	2	3	38	1998	2004	2	80
70045	3	4	38	1998	2004	2	80
70045	8	13	5	2004	9999	1	1
70045	9	15	38	1998	9999	2	18
70046	1	1	5	1990	9999	5	80
70046	2	3	38	1997	2004	4	70
70046	3	4	38	1997	9999	4	70
70046	6	10	5	1996	9999	7	80
70046	7	22	29	2005	9999	8	70
70047	1	1	5	2000	9999	7	1
70048	1	1	5	1995	9999	7	2
70048	2	3	38	1998	9999	4	70
70048	3	4	38	1998	9999	4	70
70048	4	17	27	2005	9999	2	6
70049	1	1	5	2001	9999	7	1
70049	2	5	13	2003	9999	1	2
70050	1	1	5	2002	9999	4	1
70050	2	21	34	2005	2006	6	1
70050	3	5	13	2005	9999	1	2
70051	1	1	5	2002	9999	6	1
70051	2	5	13	2005	9999	1	2
70052	1	1	5	1997	2002	1	90
70052	2	3	38	1995	2004	3	80
70052	3	4	38	1995	2004	3	80
70053	1	1	5	2003	9999	8	80
70053	4	10	5	2003	9999	8	80
70053	6	15	38	1997	9999	6	70
70054	1	1	5	2002	9999	1	16
70054	2	5	13	2001	9999	1	21
70054	5	10	5	2001	9999	1	16
70055	1	1	5	2000	9999	1	1
70055	2	3	38	2000	2004	2	70
70055	3	4	38	2000	2004	2	70
70055	4	25	41	2004	9999	1	8
70056	1	1	5	1990	9999	7	1
70056	2	5	13	2006	9999	1	1
70057	1	1	5	1988	9999	1	1
70057	2	3	38	1998	2004	4	70
70057	3	4	38	1998	2004	4	70
70057	4	5	13	2003	9999	1	2
70058	1	1	5	1985	9999	2	17
70059	1	1	5	2002	9999	3	1
70059	2	5	13	2002	9999	1	2
70060	1	1	5	1997	9999	8	80
70060	2	3	38	1998	2005	4	70
70060	3	4	38	1998	9999	4	70
70060	8	13	5	1997	9999	1	1
70061	1	1	5	2000	9999	1	1
70061	2	10	5	2000	9999	3	1
70061	3	13	5	2000	9999	1	1
70061	4	25	41	2006	9999	1	18
70062	1	1	5	1998	9999	1	1
70062	2	3	38	2000	2004	4	70
70062	3	4	38	2000	2004	4	70
70062	4	5	38	2002	2002	9	1
70062	7	10	5	1984	9999	1	1
70063	1	1	5	2000	9999	2	70
70063	2	5	38	2002	9999	8	2
70063	3	25	38	1998	2004	6	80
70064	1	1	5	1999	9999	1	1
70064	2	3	38	2000	2005	4	70
70064	3	4	38	2000	2005	4	70
70064	4	5	5	1999	2002	8	1
70065	1	1	5	1995	9999	7	80
70066	1	1	5	2002	9999	1	1
70066	2	5	13	2004	2005	8	2
70067	1	1	5	2004	9999	1	1
70067	2	4	38	2001	2005	4	70
70067	3	3	38	2001	2005	4	70
70068	1	1	5	2003	9999	7	1
70068	2	5	13	2004	9999	1	1
70068	3	3	38	2001	9999	4	70
70068	4	4	38	2001	9999	4	70
70069	1	1	5	1983	9999	2	80
70069	2	3	38	2000	2004	4	70
70069	3	4	38	2000	2004	4	70
70069	4	5	38	2002	2002	9	1
70069	5	5	60	1990	9999	7	1
70069	8	10	5	1984	9999	7	80
70069	10	13	5	2003	9999	1	80
70069	11	5	13	2002	2003	1	1
70070	1	1	5	2003	9999	1	80
70070	2	25	11	2005	9999	1	4
70071	1	1	5	1996	9999	1	1
70072	1	1	5	2000	9999	7	1
70072	2	5	13	2005	9999	1	1
70072	3	3	38	1998	2005	4	70
70072	4	4	38	1998	2005	4	70
70073	1	1	5	2000	9999	7	80
70073	2	3	38	2000	2004	4	70
70073	3	4	38	2000	2004	4	70
70073	6	10	5	2002	9999	8	1
70073	7	23	29	2005	9999	1	2
70074	1	1	5	1996	9999	1	1
70074	2	5	13	2002	9999	1	2
70075	1	1	5	2002	9999	3	1
70075	2	3	38	1996	9999	4	70
70075	3	4	38	1996	9999	4	70
70076	1	1	5	1995	9999	1	2
70076	2	3	38	1998	9999	4	70
70076	3	4	38	1998	9999	4	70
70076	4	10	5	1995	9999	1	2
70076	5	17	60	2006	9999	1	5
70077	1	1	5	2002	9999	2	3
70077	2	5	5	2002	9999	2	3
70077	3	25	60	2002	9999	7	3
70077	4	7	6	2002	9999	7	70
70077	5	8	6	2002	9999	7	3
70077	6	9	6	2002	9999	1	70
70077	7	11	6	2002	9999	7	80
70077	8	16	6	2002	9999	7	70
70077	9	18	6	2002	9999	7	70
70078	1	9	6	2000	9999	4	70
70079	1	18	6	2003	9999	6	80
70079	2	1	5	2003	9999	6	80
70079	3	7	6	2003	9999	6	80
70080	1	1	5	2005	9999	1	2
70080	3	8	6	2005	9999	5	2
70080	5	16	6	2005	9999	5	70
70080	6	18	6	2000	9999	4	70
70080	7	24	6	1995	9999	1	2
70081	1	1	5	2000	9999	2	1
70081	2	7	6	2002	9999	1	2
70081	3	8	6	2000	9999	1	70
70081	4	9	6	2002	9999	1	70
70081	5	11	6	2002	9999	1	2
70081	6	18	5	2002	9999	1	70
70082	1	1	5	1998	9999	1	7
