CHILDID	ID	AGE	SEX	RELATE	STILL	YRSCHOOL	DISABLED	CARE	SUPPORT	V1020511	V1020512
VN090101	4	7	2	5	1	42	2	1	2	0	0
VN090101	15	4	2	5	88	88	2	88	88	88	88
VN090102	1	50	1	3	2	43	2	1	1	0	0
VN090102	2	48	2	3	2	43	2	1	1	0	0
VN090102	3	24	1	1	2	42	2	1	1	0	0
VN090102	4	23	2	1	2	43	2	1	1	0	0
VN090102	5	22	1	4	1	44	2	1	2	4	0
VN090103	1	29	2	1	2	0	2	1	1	0	0
VN090103	2	27	1	1	2	43	2	1	1	1	20
VN090103	3	9	2	5	1	42	2	1	2	0	0
VN090103	15	2	2	5	88	88	2	88	88	88	88
VN090105	1	45	1	1	2	0	2	1	1	0	10
VN090105	2	42	2	1	2	0	2	1	1	0	0
VN090105	3	16	1	5	1	42	2	1	1	0	0
VN090105	4	13	2	5	2	0	2	1	2	0	0
VN090105	5	11	2	5	2	0	2	1	2	0	0
VN090105	6	8	1	5	1	42	2	1	2	0	0
VN090105	7	6	1	5	1	42	2	2	2	0	0
VN090106	1	60	2	3	2	0	2	1	1	0	0
VN090106	2	27	1	1	2	0	2	1	1	0	2
VN090106	3	25	2	1	2	0	2	1	1	0	0
VN090120	1	42	1	1	2	0	2	2	1	0	4
VN090120	2	38	2	1	2	0	2	1	1	0	0
VN090120	3	19	2	5	2	0	2	1	1	0	0
VN090120	4	13	2	5	2	0	2	2	2	0	0
VN090120	5	11	2	5	1	42	2	1	2	0	0
VN090120	6	9	1	5	2	0	2	2	2	0	0
VN090120	15	4	2	5	88	88	2	88	88	88	88
VN090121	1	65	2	3	2	0	2	1	1	0	6
VN090121	2	18	1	1	2	0	2	1	1	0	10
VN090121	3	17	2	1	2	0	2	1	1	0	0
VN090125	1	48	1	1	2	0	2	1	1	0	8
VN090125	2	46	2	1	2	0	2	1	1	0	0
VN090125	3	22	1	5	2	0	2	1	2	0	5
VN090125	4	6	2	5	2	0	2	1	2	0	0
VN100002	1	34	1	1	2	43	2	1	1	0	0
VN100002	2	28	2	1	2	42	2	1	1	0	0
VN100002	3	12	1	5	1	43	2	2	2	0	0
VN100002	4	9	2	5	1	42	2	2	2	0	0
VN100003	1	32	1	1	2	43	2	1	1	1	10
VN100003	2	28	2	1	2	43	2	1	1	0	0
VN100003	3	8	1	5	1	42	2	2	2	0	0
VN100004	1	37	1	1	2	43	2	1	1	0	0
VN100004	2	30	2	1	2	43	2	1	1	0	0
VN100004	3	10	1	5	1	42	2	2	2	0	0
VN100006	1	24	1	1	2	42	2	1	1	0	10
VN100006	2	23	2	1	2	0	2	1	1	0	0
VN100006	15	2	1	5	88	88	2	88	88	88	88
VN100007	1	22	1	1	2	0	2	1	1	0	0
VN100007	2	20	2	1	2	0	2	1	1	0	0
VN100007	15	3	2	5	88	88	2	88	88	88	88
VN100008	1	27	2	1	2	0	2	1	1	0	0
VN100008	2	26	1	1	2	0	2	1	1	0	10
VN100008	3	5	1	5	2	0	2	2	2	0	0
VN100008	15	2	2	5	88	88	2	88	88	88	88
VN100009	1	38	1	1	2	0	2	1	1	0	9
VN100009	2	28	2	1	2	0	2	1	1	0	0
VN100009	3	7	1	5	2	0	2	1	2	0	0
VN100009	4	5	2	5	2	0	2	2	2	0	0
VN100009	15	3	2	5	88	88	2	88	88	88	88
VN100010	1	33	1	1	2	43	2	1	1	0	10
VN100010	2	27	2	1	2	43	2	1	1	0	0
VN100010	3	7	1	5	1	42	2	1	2	0	0
VN100011	1	24	2	1	2	42	2	1	1	0	0
VN100011	2	23	1	1	2	0	2	1	1	0	6
VN100012	1	24	1	1	2	0	2	1	1	0	0
VN100012	2	24	2	1	2	0	2	1	1	0	0
VN100012	3	16	1	4	1	43	2	1	2	0	0
VN100013	1	22	1	1	2	42	2	1	1	0	0
VN100013	2	21	2	1	2	0	2	1	1	0	0
VN100014	1	29	1	1	2	42	2	1	1	0	5
VN100014	2	28	2	1	2	0	2	1	1	0	0
VN100014	3	8	1	5	1	42	2	1	2	0	0
VN100015	1	26	1	1	2	45	2	1	1	2	0
VN100015	2	24	2	1	2	45	2	1	1	0	0
VN100016	1	29	1	1	2	44	2	2	1	1	4
VN100016	2	21	2	1	2	43	2	1	1	0	0
VN100017	1	33	1	1	2	43	2	1	1	0	0
VN100017	2	32	2	1	2	43	2	1	1	0	0
VN100017	3	9	1	5	1	42	2	1	2	0	0
VN100018	1	32	1	1	2	42	2	1	1	5	3
VN100018	2	31	2	1	2	43	2	1	1	0	0
VN100018	3	6	1	5	1	42	2	2	2	0	0
VN100020	1	26	1	1	2	42	2	1	1	0	0
VN100020	2	21	2	1	2	43	2	1	1	0	0
VN100022	1	30	1	1	1	44	2	1	1	0	10
VN100022	2	29	2	1	1	44	2	1	1	0	0
VN100022	3	6	2	5	1	42	2	2	2	0	0
VN100024	1	30	1	1	2	0	2	1	1	0	10
VN100024	2	25	2	1	2	42	2	1	1	0	0
VN100024	3	6	2	5	1	42	2	2	2	0	0
VN100025	1	30	2	1	2	42	2	1	1	0	0
VN100025	2	29	1	1	2	42	2	1	1	0	10
VN100026	1	39	1	1	2	0	2	1	1	0	6
VN100026	2	31	2	1	2	42	2	1	1	0	0
VN100026	3	5	1	5	2	0	2	2	2	0	0
VN100027	1	33	1	1	2	43	2	1	1	0	0
VN100027	2	29	2	1	2	43	2	1	1	0	0
VN100027	3	11	1	5	1	43	2	2	2	0	0
VN100029	1	67	1	3	2	43	2	1	1	0	6
VN100029	2	55	2	3	2	42	2	1	1	0	0
VN100029	3	23	1	1	2	42	2	1	1	0	0
VN100029	4	21	2	1	2	42	2	1	1	0	0
VN100029	5	18	1	4	2	44	2	1	2	0	4
VN100030	1	73	1	3	2	99	2	1	2	0	99
VN100030	2	69	2	3	2	0	2	1	2	0	0
VN100030	3	29	1	1	2	43	2	1	1	1	6
VN100030	4	25	2	1	2	0	2	1	1	0	0
VN100030	5	12	1	6	1	43	2	2	2	0	0
VN100030	6	5	1	5	2	0	2	2	2	0	0
VN100030	15	2	1	5	88	88	2	88	88	88	88
VN100031	1	31	1	1	2	43	2	2	1	0	10
VN100031	2	25	2	1	2	0	2	1	1	0	0
VN100031	15	3	2	5	88	88	2	88	88	88	88
VN100032	1	26	1	1	2	42	2	1	1	0	6
VN100032	2	23	2	1	2	42	2	1	1	0	0
VN100033	1	74	2	3	2	0	2	1	1	0	4
VN100033	2	36	1	1	2	0	2	1	1	0	0
VN100033	3	30	2	1	2	42	2	1	1	0	0
VN100033	4	9	2	5	1	42	2	1	2	0	0
VN100033	5	6	2	5	1	42	2	2	2	0	0
VN100035	1	24	1	1	2	0	2	1	1	0	0
VN100035	2	20	2	1	2	42	2	1	1	0	0
VN100036	1	50	1	3	2	42	2	1	1	10	0
VN100036	2	50	2	3	2	42	2	1	1	0	0
VN100036	3	22	1	1	2	43	2	1	1	0	20
VN100036	4	21	2	1	2	42	2	1	1	0	0
VN100036	5	20	1	4	2	43	2	2	2	0	0
VN100036	6	18	2	4	2	43	2	1	2	0	0
VN100037	1	24	1	1	1	42	2	2	2	0	0
VN100037	2	23	2	1	2	0	2	1	1	0	0
VN100037	15	3	2	5	88	88	2	88	88	88	88
VN100038	1	67	1	3	2	99	2	1	1	0	0
VN100038	2	62	2	3	2	99	2	1	1	0	0
VN100038	3	21	1	1	2	0	2	1	1	0	0
VN100038	4	19	2	1	2	0	2	1	1	0	0
VN100038	5	16	2	4	2	0	2	1	1	0	0
VN100039	1	33	1	1	2	0	2	1	1	0	10
VN100039	2	31	2	1	2	0	2	1	1	0	0
VN100039	3	11	1	5	1	43	2	2	2	0	0
VN100039	4	9	2	5	1	42	2	2	2	0	0
VN100039	15	2	2	5	88	88	2	88	88	88	88
VN100040	1	40	1	3	2	0	2	1	1	0	20
VN100040	2	38	2	3	2	0	2	1	1	0	0
VN100040	3	21	2	1	2	0	2	1	1	0	0
VN100040	4	20	1	1	2	42	2	1	1	0	0
VN100040	15	2	1	5	88	88	2	88	88	88	88
VN100041	1	33	1	1	2	0	2	1	1	0	6
VN100041	2	32	2	1	2	0	2	1	1	0	0
VN100041	3	9	2	5	1	42	2	1	2	0	0
VN100041	4	6	2	5	1	42	2	2	2	0	0
VN100041	15	3	2	5	88	88	2	88	88	88	88
VN100042	1	27	1	1	2	42	2	2	1	0	10
VN100042	2	26	2	1	2	42	2	1	1	0	0
VN100042	3	7	1	5	1	42	2	2	2	0	0
VN100043	1	23	1	1	2	42	2	1	1	0	0
VN100043	2	23	2	1	2	42	2	1	1	0	0
VN100043	15	4	1	5	88	88	2	88	88	88	88
VN100044	1	25	1	1	2	0	2	1	1	0	20
VN100044	2	21	2	1	2	43	2	1	1	0	0
VN100045	1	54	1	3	2	42	2	1	2	0	10
VN100045	2	22	1	1	2	42	2	1	1	0	5
VN100045	3	19	2	1	2	0	2	1	1	0	0
VN100046	1	32	1	1	2	43	2	1	1	0	0
VN100046	2	27	2	1	2	42	2	1	1	0	0
VN100046	15	4	1	5	88	88	1	88	88	88	88
VN100047	1	59	2	3	2	0	2	1	2	0	6
VN100047	2	26	1	1	2	42	2	1	1	0	6
VN100047	3	24	2	1	2	0	2	1	1	0	0
VN100048	1	72	1	3	2	42	2	1	1	0	0
VN100048	2	67	2	3	2	42	2	1	1	0	0
VN100048	3	30	1	1	2	42	2	1	1	0	15
VN100048	4	30	2	1	2	45	2	1	1	0	0
VN100050	1	80	1	3	2	43	2	2	2	0	0
VN100050	2	76	2	3	2	0	2	1	1	0	0
VN100050	3	30	1	1	2	43	2	1	1	0	20
VN100050	4	25	1	4	2	0	2	2	1	0	0
VN100050	5	23	2	1	2	43	2	1	1	0	0
VN100051	1	65	1	3	2	0	2	2	2	0	10
VN100051	2	63	2	3	2	0	2	1	2	0	0
VN100051	3	25	1	1	2	42	2	2	1	0	0
VN100051	4	24	2	1	2	42	2	1	1	0	0
VN100052	1	26	2	1	2	43	2	1	1	0	10
VN100052	2	24	1	1	2	0	2	1	1	0	0
VN100053	1	43	1	3	2	0	2	1	1	0	20
VN100053	2	42	2	3	2	0	2	1	1	0	0
VN100053	3	19	1	1	2	0	2	1	1	0	0
VN100053	4	16	2	1	2	0	2	1	1	0	0
VN100053	5	15	2	4	2	0	2	1	1	0	0
VN100053	6	12	2	4	2	0	2	2	2	0	0
VN100053	7	9	1	4	1	42	2	2	2	0	0
VN100053	8	5	2	4	2	0	2	2	2	0	0
VN100053	15	3	1	4	88	88	2	88	88	88	88
VN100054	1	32	1	1	2	0	2	1	1	0	15
VN100054	2	26	2	1	2	42	2	1	1	0	0
VN100054	3	10	1	5	1	42	2	1	2	0	0
VN100054	4	8	2	5	1	42	2	1	2	0	0
VN100055	1	86	1	13	2	0	2	2	2	0	10
VN100055	2	50	2	3	2	0	2	1	2	0	0
VN100055	3	23	1	1	2	0	2	1	1	0	7
VN100055	4	20	2	1	2	0	2	1	1	0	0
VN100055	5	19	1	4	2	43	2	2	2	0	0
VN100055	6	18	1	4	1	44	2	1	2	0	0
VN100056	1	78	2	3	2	0	2	1	2	0	10
VN100056	2	26	2	1	2	42	2	1	1	0	8
VN100056	3	24	1	1	2	42	2	1	1	0	0
VN100057	1	46	1	3	2	42	2	1	1	0	8
VN100057	2	44	2	3	2	0	2	1	1	0	0
VN100057	3	22	1	1	2	42	2	1	1	0	0
VN100057	4	20	2	1	2	0	2	1	1	0	0
VN100057	5	19	2	4	2	42	2	1	1	0	0
VN100057	6	18	2	4	2	42	2	1	1	0	0
VN100058	1	26	1	1	2	42	2	1	1	0	4
VN100058	2	24	2	1	2	42	2	1	1	0	0
VN100058	15	4	2	5	88	88	2	88	88	88	88
VN100059	1	36	1	1	2	45	2	1	1	2	6
VN100059	2	31	2	1	2	45	2	1	1	0	0
VN100059	3	9	1	5	1	42	2	2	2	0	0
VN100060	1	22	1	1	2	42	2	1	1	0	7
VN100060	2	21	2	1	2	0	2	1	1	0	0
VN100061	1	74	1	3	2	0	2	1	1	0	0
VN100061	2	68	2	3	2	0	2	1	1	0	0
VN100061	3	32	1	1	2	43	2	1	1	0	20
VN100061	4	27	2	1	2	42	2	1	1	0	0
VN100062	1	30	1	1	2	42	2	1	1	0	7
VN100062	2	28	2	1	2	0	2	1	1	0	0
VN100062	3	6	2	5	1	42	2	2	2	0	0
VN100062	15	4	2	5	88	88	2	88	88	88	88
VN100064	1	33	1	1	2	43	2	1	1	1	0
VN100064	2	32	2	1	2	42	2	1	1	0	0
VN100066	1	22	1	1	2	0	2	1	1	0	10
VN100066	2	20	2	1	2	42	2	1	1	0	0
VN100067	1	62	2	3	2	0	2	1	1	0	0
VN100067	2	35	1	1	2	0	2	1	1	0	10
VN100067	3	33	2	1	2	42	2	1	1	0	0
VN100067	4	9	1	5	1	42	2	2	2	0	0
VN100067	5	9	2	5	1	42	2	2	2	0	0
VN100067	6	7	1	5	1	42	2	2	2	0	0
VN100067	15	2	2	5	88	88	2	88	88	88	88
VN100068	1	25	1	1	2	42	2	1	1	0	0
VN100068	2	20	2	1	2	42	2	1	1	0	0
VN100068	15	3	2	5	88	88	2	88	88	88	88
VN100069	1	58	1	3	2	0	2	1	1	0	20
VN100069	2	50	2	3	2	42	2	1	1	0	0
VN100069	3	22	2	1	2	0	2	1	1	0	0
VN100069	4	17	2	4	2	42	2	1	1	0	0
VN100069	5	11	1	4	1	42	2	2	2	0	0
VN100070	1	31	1	1	2	42	2	1	1	1	10
VN100070	2	27	2	1	2	42	2	1	1	0	0
VN100070	15	3	2	5	88	88	2	88	88	88	88
VN100071	1	65	1	3	2	42	2	1	1	0	0
VN100071	2	64	2	3	2	0	2	1	1	0	0
VN100071	3	32	1	1	2	0	2	1	1	0	20
VN100071	4	23	2	1	2	0	2	1	1	0	0
VN100071	5	22	1	4	2	0	2	2	2	0	0
VN100071	15	4	2	5	88	88	2	88	88	88	88
VN100072	1	34	1	1	2	0	2	1	1	0	7
VN100072	2	27	2	1	2	0	2	1	1	0	0
VN100072	15	4	1	5	88	88	2	88	88	88	88
VN100073	1	76	2	3	2	0	2	2	2	0	0
VN100073	2	37	1	1	2	0	2	1	1	0	0
VN100073	3	37	2	1	2	42	2	1	1	0	0
VN100073	4	16	2	5	1	43	2	1	2	0	0
VN100073	5	13	2	5	2	42	2	2	2	0	0
VN100073	6	9	2	5	1	42	2	1	2	0	0
VN100074	1	34	1	1	2	42	2	1	1	0	15
VN100074	2	25	2	1	2	42	2	1	1	0	0
VN100074	3	6	1	5	1	42	2	2	2	0	0
VN100076	1	57	1	3	2	0	2	1	1	0	10
VN100076	2	57	2	3	2	0	2	1	1	0	0
VN100076	3	29	1	1	2	42	2	1	1	2	20
VN100076	4	23	2	1	2	45	2	1	1	0	0
VN100076	5	20	2	4	1	45	2	2	2	0	0
VN100076	6	17	1	4	1	44	2	1	2	0	0
VN100077	1	60	1	3	2	43	2	2	1	0	10
VN100077	2	52	2	3	2	43	2	1	1	0	0
VN100077	3	26	1	1	2	46	2	1	1	4	0
VN100077	4	26	2	1	2	45	2	1	1	0	0
VN100077	5	20	1	4	2	45	2	2	2	0	0
VN100078	1	44	2	3	2	0	2	1	2	0	0
VN100078	2	25	1	1	2	42	2	1	1	0	0
VN100078	3	23	2	4	2	42	2	1	1	0	0
VN100078	4	21	2	1	2	42	2	1	1	0	0
VN100078	5	21	1	4	1	44	2	2	2	0	0
VN100078	6	18	2	4	1	44	2	2	2	0	0
VN100079	1	23	1	1	2	42	2	1	1	8	0
VN100079	2	24	2	1	2	42	2	1	1	0	0
VN100079	15	3	1	5	88	88	2	88	88	88	88
VN100080	1	32	1	1	2	42	2	1	1	0	30
VN100080	2	27	2	1	2	42	2	1	1	0	0
VN100080	15	3	1	5	88	88	2	88	88	88	88
VN100081	1	37	2	1	2	42	2	1	1	0	0
VN100081	2	36	1	1	2	42	2	1	1	1	0
VN100081	3	11	2	5	1	43	2	2	1	0	0
VN100081	4	8	2	5	1	42	2	1	2	0	0
VN100082	1	44	2	1	2	42	2	1	1	0	0
VN100082	2	43	1	1	2	0	2	1	1	0	7
VN100082	3	18	2	5	2	42	2	1	1	0	0
VN100082	4	13	1	5	2	42	2	1	2	0	0
VN100082	5	10	2	5	1	42	2	1	2	0	0
VN100082	15	3	2	5	88	88	2	88	88	88	88
VN100083	1	50	1	3	2	0	2	1	1	0	15
VN100083	2	48	2	3	2	0	2	1	1	0	0
VN100083	3	27	2	1	2	0	2	1	1	0	0
VN100083	4	18	2	4	1	44	2	1	1	0	0
VN100083	5	15	1	4	1	43	2	1	1	0	0
VN100084	1	47	1	3	2	42	2	1	1	0	30
VN100084	2	45	2	3	2	42	2	1	1	0	0
VN100084	3	22	1	1	2	42	2	1	1	0	10
VN100084	4	20	2	1	2	0	2	1	1	0	0
VN100085	1	62	1	3	2	45	2	1	1	0	0
VN100085	2	62	2	3	2	45	2	1	1	0	0
VN100085	3	28	2	1	2	42	2	1	1	0	0
VN100085	4	26	1	1	1	44	2	1	1	0	0
VN100085	5	5	1	5	2	0	2	2	2	0	0
VN100086	1	30	1	1	2	42	2	1	1	1	0
VN100086	2	29	2	1	2	0	2	1	1	0	0
VN100086	3	9	2	5	1	42	2	1	1	0	0
VN100087	1	53	1	3	2	0	2	1	1	0	0
VN100087	2	53	2	3	2	0	2	1	1	0	0
VN100087	3	24	2	1	2	43	2	1	1	0	0
VN100087	4	23	1	1	1	45	2	1	1	99	0
VN100088	1	58	1	3	2	42	2	1	1	0	3
VN100088	2	52	2	3	2	0	2	1	1	0	0
VN100088	3	26	1	1	2	42	2	1	1	1	3
VN100088	4	22	2	1	2	42	2	1	1	0	0
VN100089	1	35	1	1	2	0	2	1	1	0	0
VN100089	2	34	2	1	2	0	2	1	1	0	0
VN100089	3	7	1	5	1	42	2	1	2	0	0
VN100090	1	29	2	1	2	42	2	1	1	3	10
VN100090	2	27	1	1	2	42	2	1	1	0	0
VN100090	15	3	2	5	88	88	2	88	88	88	88
VN100091	1	25	1	1	2	42	2	1	1	0	6
VN100091	2	19	2	1	2	0	2	1	1	0	0
VN100092	1	23	1	1	2	42	2	1	1	0	0
VN100092	2	20	2	1	2	42	2	1	1	0	0
VN100093	1	77	2	13	2	0	2	2	2	0	0
VN100093	2	52	1	3	2	43	2	1	1	10	0
VN100093	3	52	2	3	2	45	2	1	1	0	0
VN100093	4	23	2	1	2	0	2	1	1	0	0
VN100093	5	22	1	1	2	42	2	1	1	0	10
VN100094	1	27	1	1	2	42	2	1	1	0	3
VN100094	2	26	2	1	2	0	2	1	1	0	0
VN100094	15	4	1	5	88	88	2	88	88	88	88
VN100095	1	75	2	3	2	0	2	1	2	0	0
VN100095	2	65	1	3	2	0	2	1	2	0	0
VN100095	3	26	1	1	2	42	2	2	1	2	0
VN100095	4	22	2	1	2	42	2	1	1	0	0
VN100095	15	3	2	5	88	88	2	88	88	88	88
VN100096	1	28	1	1	2	0	2	1	1	3	8
VN100096	2	23	2	1	2	0	2	1	1	0	0
VN100096	15	3	2	5	88	88	2	88	88	88	88
VN100097	1	48	2	3	2	0	2	1	1	0	0
VN100097	2	45	1	3	2	0	2	1	1	0	10
VN100097	3	22	1	4	2	0	2	2	1	2	0
VN100097	4	18	1	1	2	42	2	1	1	0	0
VN100097	5	17	2	1	2	42	2	1	1	0	0
VN100097	6	16	2	4	1	43	2	2	2	0	0
VN100098	1	73	1	3	2	0	2	1	1	0	2
VN100098	2	73	2	3	2	0	2	1	1	0	0
VN100098	3	33	1	1	2	43	2	1	1	0	0
VN100098	4	28	2	1	2	42	2	1	1	0	0
VN100098	15	4	2	5	88	88	2	88	88	88	88
VN100099	1	29	1	1	2	42	2	1	1	1	0
VN100099	2	23	2	1	2	0	2	1	1	0	0
VN100100	1	23	2	1	2	44	2	1	1	0	0
VN100100	2	22	1	1	2	42	2	1	1	0	5
VN100101	1	46	2	3	2	0	2	1	1	0	0
VN100101	2	29	1	1	2	0	2	1	1	0	0
VN100101	3	28	2	1	2	0	2	1	1	0	0
VN100101	4	12	1	4	1	42	2	2	2	0	0
VN100101	5	8	1	4	1	42	2	2	2	0	0
VN100101	6	6	2	5	1	42	2	2	2	0	0
VN100103	1	67	1	3	2	43	2	1	2	0	30
VN100103	2	57	2	3	2	0	2	1	2	0	0
VN100103	3	24	1	1	2	43	2	1	1	0	3
VN100103	4	21	2	1	2	43	2	1	1	0	0
VN100104	1	28	1	1	2	42	2	1	1	0	5
VN100104	2	28	2	1	2	42	2	1	2	0	0
VN100104	3	7	1	5	1	42	2	1	2	0	0
VN100106	1	28	1	1	2	42	2	1	1	0	0
VN100106	2	25	2	1	1	44	2	1	1	0	0
VN100107	1	31	1	1	2	44	2	2	1	5	0
VN100107	2	23	2	1	2	44	2	1	1	0	0
VN100108	1	55	1	3	2	0	2	1	1	1	6
VN100108	2	53	2	3	2	0	2	1	1	0	0
VN100108	3	24	2	1	2	42	2	1	1	0	0
VN100108	4	22	1	4	2	43	2	2	1	3	0
VN100109	1	24	1	1	2	43	2	1	1	3	3
VN100109	2	22	2	1	2	42	2	1	1	0	0
VN100111	1	24	1	1	2	0	2	1	1	0	0
VN100111	2	20	2	1	2	42	2	1	1	0	0
VN100113	1	23	1	1	2	42	2	1	1	1	1
VN100113	2	18	2	1	2	42	2	1	1	0	0
VN100115	1	21	1	1	2	0	2	1	1	0	10
VN100115	2	21	2	1	2	0	2	1	1	0	0
VN100115	15	3	1	5	88	88	2	88	88	88	88
VN100118	1	49	1	3	2	99	2	1	1	0	20
VN100118	2	48	2	3	2	43	2	1	1	0	0
VN100118	3	32	1	1	2	42	2	1	1	0	30
VN100118	4	25	2	1	2	42	2	1	1	0	0
VN110001	1	28	1	1	2	42	2	1	1	0	10
VN110001	2	20	2	1	2	43	2	1	1	0	0
VN110002	1	49	2	3	2	42	2	1	1	0	0
VN110002	2	24	1	1	2	42	2	2	1	0	10
VN110002	3	21	2	1	2	0	2	1	1	0	0
VN110003	1	26	1	1	2	46	2	1	1	0	0
VN110003	2	25	2	1	2	46	2	1	1	0	0
VN110004	1	28	1	1	2	44	2	1	1	2	0
VN110004	2	20	2	1	2	43	2	1	1	0	0
VN110005	1	34	1	1	2	0	2	1	1	0	0
VN110005	2	30	2	1	2	42	2	1	1	0	0
VN110005	3	12	2	5	1	43	2	1	2	0	0
VN110005	4	7	2	5	1	42	2	2	2	0	0
VN110006	1	24	1	1	2	44	2	1	1	1	1
VN110006	2	20	2	1	2	44	2	1	1	0	0
VN110007	1	37	1	1	2	43	2	1	1	0	10
VN110007	2	32	2	1	2	43	2	1	1	0	0
VN110007	15	4	1	5	88	88	2	88	88	88	88
VN110008	1	26	1	1	2	42	2	1	1	0	0
VN110008	2	24	2	1	2	44	2	1	1	0	0
VN110008	15	4	1	5	88	88	2	88	88	88	88
VN110010	1	72	1	3	2	0	2	1	2	0	0
VN110010	2	32	2	4	2	42	2	2	2	0	0
VN110010	3	27	2	1	2	0	2	1	1	0	0
VN110010	4	26	1	1	2	0	2	1	1	0	0
VN110010	5	5	2	5	2	0	2	2	2	0	0
VN110012	1	34	1	1	2	42	2	1	1	0	10
VN110012	2	34	2	1	2	43	2	1	1	0	0
VN110012	3	9	2	5	1	42	2	2	2	0	0
VN110012	4	6	2	5	1	42	2	2	2	0	0
VN110012	15	3	2	5	88	88	2	88	88	88	88
VN110013	1	67	1	3	2	0	2	1	1	0	0
VN110013	2	67	2	3	2	0	2	1	1	0	0
VN110013	3	27	1	1	2	0	2	1	1	0	10
VN110013	4	23	2	1	2	0	2	1	1	0	0
VN110014	1	57	2	3	2	42	2	1	2	0	0
VN110014	2	31	1	1	2	42	2	1	1	0	2
VN110014	3	27	2	1	2	42	2	1	1	0	0
VN110014	4	9	2	5	1	42	2	1	2	0	0
VN110015	1	22	1	1	2	42	2	1	1	0	4
VN110015	2	20	2	1	2	42	2	1	1	0	0
VN110017	1	54	1	3	2	99	2	1	1	0	0
VN110017	2	52	2	3	2	99	2	1	1	0	0
VN110017	3	26	1	1	1	99	2	2	1	0	0
VN110017	4	23	2	1	2	0	2	1	1	0	0
VN110017	5	5	2	5	2	0	2	2	2	0	0
VN110018	1	28	1	1	2	0	2	1	1	0	0
VN110018	2	28	2	1	2	0	2	1	1	0	0
VN110018	3	6	2	5	1	42	2	1	2	0	0
VN110018	15	2	2	5	88	88	2	88	88	88	88
VN110019	1	52	2	3	2	0	2	1	2	0	3
VN110019	2	23	1	1	2	0	2	1	1	0	0
VN110019	3	19	1	4	2	43	2	2	1	0	0
VN110019	4	19	2	1	2	0	2	1	1	0	0
VN110021	1	21	1	1	2	42	2	1	1	0	6
VN110021	2	20	2	1	2	42	2	1	1	0	0
VN110023	1	61	2	3	2	0	2	1	1	0	8
VN110023	2	31	1	1	2	46	2	1	1	0	0
VN110023	3	26	2	1	2	0	2	1	1	0	0
VN110023	15	4	1	5	88	88	2	88	88	88	88
VN110024	1	28	1	1	2	42	2	1	1	1	0
VN110024	2	27	2	1	2	42	2	1	1	0	0
VN110024	3	10	2	5	1	42	2	1	2	0	0
VN110024	4	6	2	5	1	42	2	2	2	0	0
VN110024	15	4	2	5	88	88	2	88	88	88	88
VN110025	1	50	1	3	2	42	2	1	1	0	20
VN110025	2	49	2	3	2	0	2	1	1	0	20
VN110025	3	22	1	1	2	43	2	1	1	0	0
VN110025	4	21	2	1	2	0	2	1	1	0	0
VN110025	5	20	1	4	2	42	2	1	1	6	0
VN110025	6	18	1	4	2	43	2	1	1	3	0
VN110025	7	15	2	4	1	44	2	1	2	0	0
VN110025	8	13	2	4	1	43	2	1	2	0	0
VN110026	1	29	1	1	2	0	2	1	1	0	5
VN110026	2	24	2	1	2	43	2	1	1	0	0
VN110026	15	3	2	5	88	88	2	88	88	88	88
VN110027	1	65	2	13	2	0	2	1	2	0	0
VN110027	2	23	1	1	2	0	2	1	1	1	5
VN110027	3	23	2	1	2	0	2	1	1	0	0
VN110027	15	2	1	5	88	88	2	88	88	88	88
VN110028	1	40	1	1	2	44	2	1	1	0	4
VN110028	2	40	2	1	2	43	2	1	1	0	0
VN110028	3	19	1	5	2	44	2	1	2	0	0
VN110028	15	3	2	5	88	88	2	88	88	88	88
VN110029	1	31	1	1	2	43	2	1	1	0	0
VN110029	2	28	2	1	2	42	2	1	1	0	0
VN110029	3	9	2	5	1	42	2	1	2	0	0
VN110030	1	23	1	1	2	42	2	1	1	1	6
VN110030	2	20	2	1	2	42	2	1	1	0	0
VN110031	1	63	2	3	2	42	2	1	2	0	0
VN110031	2	27	1	1	2	42	2	2	1	0	10
VN110031	3	24	2	1	2	43	2	1	1	0	0
VN110031	4	5	2	6	2	0	2	2	2	0	0
VN110032	1	22	1	1	2	0	2	1	1	0	0
VN110032	2	20	2	1	2	0	2	1	1	0	0
VN110033	1	25	1	1	2	42	2	1	1	0	10
VN110033	2	23	2	1	2	42	2	1	1	0	0
VN110034	1	24	1	1	2	0	2	1	1	0	20
VN110034	2	17	2	1	2	42	2	1	1	0	0
VN110035	1	27	1	1	2	43	2	1	1	0	0
VN110035	2	26	2	1	2	43	2	1	1	0	0
VN110035	3	5	2	5	2	0	2	2	2	0	0
VN110036	1	32	1	1	2	42	2	1	1	0	10
VN110036	2	26	2	1	2	42	2	1	1	0	0
VN110036	3	7	1	5	1	42	2	2	2	0	0
VN110037	1	27	1	1	2	45	2	1	1	0	0
VN110037	2	26	2	1	2	44	2	1	1	0	0
VN110037	3	6	1	5	1	42	2	2	2	0	0
VN110038	1	22	1	1	2	42	2	1	1	0	0
VN110038	2	20	2	1	2	42	2	1	1	0	0
VN110040	1	70	2	3	2	0	2	1	2	0	0
VN110040	2	31	1	1	2	43	2	1	1	0	10
VN110040	3	29	2	1	2	43	2	1	1	0	0
VN110040	4	7	2	5	1	42	2	1	2	0	0
VN110040	5	5	2	5	2	0	2	2	2	0	0
