CHILDID	PLOT	LAREA	LOWN	LUSE
VN030025	1	5000	4	8
VN030026	1	20000	4	8
VN030026	2	10000	4	1
VN030026	3	240	4	7
VN030027	1	20000	4	1
VN030027	2	10000	4	8
VN030028	1	10000	4	8
VN030028	2	1000	4	8
VN030028	3	5000	4	1
VN030029	1	25000	4	8
VN030029	2	32000	4	1
VN030029	3	50000	4	7
VN030030	1	17000	4	8
VN030030	2	7000	4	1
VN030031	1	15000	4	1
VN030032	1	12000	4	1
VN030033	1	4000	4	8
VN030033	2	5000	4	8
VN030033	3	3000	4	7
VN030034	1	10000	4	8
VN030034	2	10000	4	1
VN030035	1	20000	4	8
VN030035	2	20000	4	1
VN030036	1	10000	4	8
VN030037	1	20000	4	1
VN030037	2	10000	4	8
VN030038	1	3000	4	1
VN030038	2	5000	4	8
VN030038	3	3000	4	7
VN030039	1	12000	4	1
VN030039	2	8000	4	8
VN030040	1	5000	4	1
VN030040	2	3000	4	8
VN030041	1	3000	4	1
VN030041	2	3000	2	8
VN030041	3	3000	4	8
VN030042	1	2000	4	1
VN030042	2	14000	4	8
VN030043	1	1200	4	8
VN030043	2	1000	4	1
VN030044	1	12000	4	8
VN030044	2	1000	4	1
VN030046	1	8200	4	1
VN030047	1	3000	4	1
VN030048	1	3000	4	1
VN030049	1	2000	4	1
VN030050	1	4000	4	1
VN030051	1	7000	4	1
VN030051	2	4000	4	8
VN030053	1	1000	4	1
VN030055	1	12000	4	8
VN030055	2	6000	4	1
VN030056	1	25000	4	8
VN030056	2	2000	4	1
VN030057	1	2000	4	1
VN030058	1	5300	4	1
VN030059	1	10000	4	1
VN030059	2	1000	4	8
VN030061	1	3000	4	1
VN030061	2	1000	4	8
VN030062	1	2000	4	1
VN030063	1	10000	4	8
VN030063	2	7000	4	8
VN030063	3	5000	4	1
VN030064	1	6000	4	8
VN030064	2	2000	4	1
VN030065	1	3000	4	1
VN030066	1	7000	4	8
VN030066	2	3000	4	1
VN030067	1	6000	4	1
VN030069	1	17000	4	8
VN030069	2	8000	4	8
VN030069	3	2000	4	1
VN030070	1	4000	4	1
VN030070	2	500	4	8
VN030071	1	21000	4	1
VN030072	1	10000	4	8
VN030072	2	8000	4	7
VN030073	1	30000	4	8
VN030073	2	4000	4	1
VN030074	1	5000	4	1
VN030074	2	15000	4	8
VN030075	1	20000	4	8
VN030075	2	10000	4	1
VN030077	1	8000	4	1
VN030077	2	2000	4	8
VN030078	1	3000	4	1
VN030078	2	5000	4	8
VN030079	1	20000	4	8
VN030079	2	10000	4	1
VN030081	1	9000	4	1
VN030082	1	20000	4	1
VN030083	1	5000	4	1
VN030083	2	20000	4	8
VN030084	1	2500	4	1
VN030084	2	3000	4	8
VN030086	1	15000	4	8
VN030087	1	40	4	4
VN030088	1	10000	4	1
VN030089	1	5000	4	8
VN030089	2	3000	4	1
VN030090	1	2000	4	8
VN030090	2	3800	4	1
VN030092	1	7000	4	1
VN030092	2	4000	4	8
VN030093	1	11000	4	1
VN030093	2	250	4	7
VN030094	1	30000	4	1
VN030095	1	12000	4	8
VN030095	2	8000	4	1
VN030096	1	11000	4	8
VN030096	2	3000	4	1
VN030097	1	20000	4	1
VN030098	1	4000	4	8
VN030098	2	2500	4	8
VN030098	3	1400	4	1
VN030099	1	10000	4	1
VN030100	1	16000	4	1
VN030120	1	17000	4	1
VN030127	1	13000	4	6
VN030130	1	10000	4	1
VN030130	2	10000	4	8
VN030131	1	8000	4	1
VN030132	1	20000	4	1
VN040006	1	1980	4	9
VN040009	1	600	1	9
VN040013	1	1100	4	8
VN040017	1	1500	4	9
VN040017	2	1000	4	8
VN040023	1	425	4	7
VN040037	1	30	4	6
VN040043	1	6900	4	9
VN040049	1	2200	4	9
VN040049	2	500	1	9
VN040053	1	2700	4	9
VN040060	2	250	4	3
VN040064	1	200	4	7
VN040076	1	400	1	5
VN040081	1	2500	4	3
VN040081	2	1700	4	9
VN040081	3	1000	4	1
VN040083	1	1032	4	9
VN040084	1	10000	4	8
VN040084	2	4000	4	9
VN040084	3	1000	4	1
VN040084	4	1000	4	8
VN040085	1	400	4	9
VN040087	1	1500	4	9
VN040087	2	1500	4	8
VN040088	1	500	4	9
VN040089	1	23	2	4
VN040090	1	1000	2	7
VN040092	1	40	4	4
VN040094	1	500	4	1
VN040095	1	9600	4	9
VN040095	2	3000	4	8
VN040096	1	30000	4	3
VN040096	2	7000	4	1
VN040096	3	5000	4	9
VN040129	1	5000	4	8
VN040129	2	4500	4	9
VN040129	3	2000	4	8
VN040143	1	682	4	4
VN040143	2	1000	4	3
VN040145	1	1500	2	9
VN050001	1	12000	4	1
VN050003	1	7000	4	1
VN050003	2	1000	4	8
VN050004	1	3000	1	1
VN050004	2	1500	1	9
VN050005	1	5000	4	1
VN050006	1	3500	4	6
VN050007	1	4000	4	6
VN050009	1	5000	4	6
VN050010	1	5000	4	1
VN050010	2	1300	4	8
VN050010	3	1000	4	8
VN050010	4	1200	4	9
VN050011	2	1500	4	1
VN050012	1	4000	4	8
VN050014	1	3000	4	1
VN050014	2	1000	1	8
VN050015	1	5000	1	1
VN050015	2	3000	1	8
VN050019	1	8000	4	1
VN050019	2	1500	4	8
VN050021	1	3000	4	8
VN050022	1	9600	4	1
VN050024	1	4700	4	9
VN050024	2	1000	4	8
VN050029	1	300	4	4
VN050033	1	8000	4	1
VN050038	1	2000	4	1
VN050038	2	4000	4	8
VN050041	1	3000	4	1
VN050041	2	1000	1	8
VN050042	1	2000	1	1
VN050043	1	1000	4	1
VN050044	1	5000	4	1
VN050045	1	8000	4	1
VN050045	2	2000	4	8
VN050047	1	15000	2	8
VN050047	2	4300	4	8
VN050050	1	8000	4	8
VN050052	1	5000	4	8
VN050052	2	3000	4	1
VN050052	3	2000	2	1
VN050053	1	8000	4	1
VN050054	1	2000	4	6
VN050054	2	8000	1	1
VN050055	1	2000	4	1
VN050057	1	5000	4	8
VN050057	2	4000	4	1
VN050059	1	13000	4	1
VN050060	1	4000	4	1
VN050060	2	1000	4	8
VN050060	3	1000	4	8
VN050061	1	9000	4	1
VN050061	2	4000	4	8
VN050062	1	4000	4	8
VN050062	2	3000	4	7
VN050066	1	3500	1	1
VN050066	2	2000	4	8
VN050068	1	500	4	1
VN050069	1	4000	4	8
VN050069	2	2000	4	6
VN050070	1	2700	4	1
VN050073	1	3000	4	8
VN050074	1	4000	4	8
VN050074	2	900	1	1
VN050075	1	3000	4	8
VN050076	1	2000	4	8
VN050077	1	1000	2	8
VN050078	1	1500	4	1
VN050079	1	3000	4	8
VN050080	1	3800	4	8
VN050081	1	11500	4	8
VN050082	1	5000	4	8
VN050084	1	2000	4	8
VN050085	1	26000	4	8
VN050086	1	13000	4	8
VN050086	2	334	4	7
VN050086	3	4000	1	8
VN050087	1	1000	4	1
VN050089	1	4000	4	8
VN050089	2	3000	1	1
VN050091	1	5000	4	1
VN050091	2	4000	4	8
VN050091	3	10000	4	6
VN050092	1	2000	1	1
VN050093	1	2000	4	8
VN050093	2	1500	4	1
VN050093	3	500	1	1
VN050094	1	14000	4	1
VN050094	2	2000	4	9
VN050096	1	1500	1	1
VN050100	1	13500	4	8
VN050102	1	5000	4	1
VN050104	1	2500	4	6
VN050105	1	40000	1	9
VN050105	2	10000	4	1
VN050105	3	1800	4	9
VN050107	1	20000	4	1
VN050108	1	10000	4	1
VN050114	1	500	4	8
VN050115	1	20000	4	8
VN050117	1	1800	4	8
VN060001	1	3000	4	1
VN060002	1	8000	4	1
VN060003	1	20	4	4
VN060004	1	1000	4	4
VN060006	1	4000	4	1
VN060006	2	3000	4	6
VN060006	3	500	4	1
VN060006	4	500	4	9
VN060009	1	200	4	9
VN060009	2	500	4	7
VN060010	1	1000	4	6
VN060012	1	2000	1	1
VN060015	1	20000	4	8
VN060015	2	1000	4	1
VN060018	1	4000	4	1
VN060018	2	6000	4	9
VN060019	1	11000	4	1
VN060020	1	10000	4	1
VN060020	2	500	4	8
VN060025	1	1500	4	1
VN060025	2	500	4	9
VN060026	1	7000	4	1
VN060026	2	15000	4	9
VN060027	1	1000	4	1
VN060027	2	10000	4	9
VN060027	3	6000	4	8
VN060028	1	2000	4	1
VN060028	2	2000	4	8
VN060031	1	1500	2	9
VN060031	2	500	2	1
VN060033	1	4300	4	1
VN060035	1	4000	4	1
VN060035	2	3000	4	9
VN060036	1	3000	4	9
VN060037	1	3500	4	1
VN060037	2	3500	4	9
VN060038	1	3000	1	1
VN060039	1	8000	4	1
VN060040	1	4000	4	1
VN060040	2	3000	4	9
VN060041	1	5000	4	1
VN060043	1	10000	4	1
VN060043	2	17000	4	9
VN060044	1	8000	4	1
VN060045	1	500	4	9
VN060047	1	4000	4	1
VN060047	2	10000	1	1
VN060047	3	1500	4	9
VN060047	4	8000	4	8
VN060047	5	1000	4	8
VN060047	6	3000	4	7
VN060048	1	4000	4	1
VN060049	1	4000	4	1
VN060049	2	3500	4	8
VN060050	1	5000	4	1
VN060050	2	4000	4	8
VN060051	1	4000	4	1
VN060052	1	2000	4	1
VN060056	1	3000	1	9
VN060056	2	2500	4	1
VN060057	1	15000	4	1
VN060057	2	20000	4	9
VN060059	1	8000	4	1
VN060061	1	3000	4	1
VN060061	2	1000	4	9
VN060062	1	4000	4	1
VN060062	2	3000	4	1
VN060064	1	5000	2	8
VN060064	2	90	2	9
VN060065	1	5000	4	6
VN060067	1	70	4	4
VN060068	1	5000	4	8
VN060068	2	2000	4	1
VN060069	1	1500	4	1
VN060070	1	9000	1	8
VN060070	2	3000	1	1
VN060071	1	42	4	9
VN060073	1	2000	4	1
VN060073	2	3000	4	8
VN060073	3	5000	1	1
VN060074	1	2000	4	6
VN060074	2	2500	1	8
VN060074	3	2500	1	8
VN060075	1	6000	4	1
VN060075	2	2000	1	1
VN060076	1	2000	1	1
VN060076	2	1800	4	1
VN060077	1	4000	4	6
VN060079	1	4000	1	8
VN060079	2	3000	4	8
VN060080	1	2500	4	8
VN060080	2	2500	4	1
VN060080	3	2000	1	1
VN060081	1	5000	4	1
VN060082	1	4000	4	1
VN060084	1	1000	4	1
VN060085	1	7000	2	1
VN060087	1	6000	4	8
VN060087	2	4000	4	8
VN060087	3	500	4	9
VN060088	1	1500	4	1
VN060088	2	4000	1	1
VN060089	1	6000	4	8
VN060089	2	1500	4	1
VN060092	1	3000	4	1
VN060093	1	2000	2	1
VN060094	1	2300	4	6
VN060094	2	3000	1	8
VN060096	1	2800	1	1
VN060097	1	1000	2	1
VN060098	1	4000	4	1
VN060099	1	2000	4	8
VN060099	2	30	4	8
VN060100	1	500	2	1
VN060103	1	6000	4	1
VN060103	2	7000	4	8
VN060103	3	3000	4	9
VN060104	1	5500	1	1
VN060104	2	3500	4	1
VN060105	1	12000	1	1
VN060106	1	2000	4	1
VN060108	1	3000	4	1
VN060108	2	3500	4	1
VN060108	3	150	4	5
VN060109	1	7000	1	1
VN060115	1	4000	4	1
VN060115	2	4000	4	9
VN060115	3	4000	4	8
VN060119	1	7000	4	1
VN060127	1	1000	2	8
VN060127	2	45	2	9
VN070003	2	400	4	8
VN070006	1	4000	4	8
VN070006	2	1000	4	8
VN070007	1	2000	4	8
VN070009	1	2500	4	8
VN070012	1	1000	1	1
VN070013	1	1200	1	1
VN070017	1	6300	4	1
VN070018	1	2200	4	8
VN070019	1	1640	4	6
VN070019	2	30	4	4
VN070025	1	2100	4	8
VN070026	1	2600	4	1
VN070026	2	2800	1	1
VN070026	3	2000	4	8
VN070027	1	2000	4	1
VN070031	1	2500	4	6
VN070031	2	2500	4	8
VN070032	1	1000	2	1
VN070034	1	4500	1	1
VN070036	1	2000	4	6
VN070037	1	8000	4	8
VN070037	2	80	4	9
VN070038	1	15000	4	8
VN070039	1	1000	4	8
VN070040	1	7000	4	8
VN070041	1	2500	4	8
VN070042	1	5500	4	8
VN070043	1	12500	4	8
VN070044	1	1000	4	8
VN070044	2	8	4	4
VN070045	1	4000	4	8
VN070046	1	8130	4	8
VN070051	1	3000	2	8
VN070052	1	3500	4	8
VN070053	1	2800	4	8
VN070054	1	3000	4	8
VN070055	1	2000	4	8
VN070058	1	3000	4	8
VN070058	2	5000	4	8
VN070059	1	11000	4	8
VN070060	1	8500	4	8
VN070061	1	9800	4	8
VN070063	1	1500	4	8
VN070064	1	5000	4	8
VN070065	1	1000	4	8
VN070066	1	500	2	8
VN070067	1	3000	4	8
VN070068	1	5000	4	8
VN070069	1	3000	4	8
VN070070	1	3000	4	8
VN070071	1	1250	4	8
VN070072	1	4000	4	8
VN070073	1	1000	4	8
VN070074	1	3800	4	8
VN070075	1	7000	4	8
VN070076	1	2000	4	8
VN070077	1	4500	4	8
VN070078	1	4000	4	8
VN070079	1	5000	4	8
VN070081	1	3000	4	8
VN070081	2	3000	1	8
VN070082	1	3000	4	8
VN070083	1	6000	4	8
VN070084	1	1700	4	8
VN070085	1	540	4	7
VN070086	1	6000	4	8
VN070086	2	271	4	4
VN070087	1	3000	4	8
VN070090	1	900	4	8
VN070091	1	1000	4	8
VN070091	2	3000	4	8
VN070092	1	6500	4	8
VN070093	1	4500	4	8
VN070094	1	10000	4	8
VN070095	1	3000	4	8
VN070097	1	1200	4	8
VN070097	2	1000	4	8
VN070098	1	4400	4	8
VN070099	1	2000	4	8
VN070100	1	5000	4	8
VN070101	1	6000	4	8
VN070102	1	2500	4	8
VN070105	1	4580	4	8
VN070116	1	2000	4	8
VN070118	1	8300	4	8
VN070123	1	1000	2	8
VN070124	1	21	4	4
VN080001	1	1500	4	8
VN080002	1	2000	4	8
VN080002	2	1000	1	8
VN080003	1	3000	4	8
VN080004	1	3000	4	8
VN080005	1	1450	4	8
VN080009	1	2500	4	1
VN080009	2	4500	4	8
VN080012	1	2000	4	8
VN080013	1	2300	4	8
VN080015	1	4000	4	8
VN080016	1	1700	4	8
VN080016	2	4	4	9
VN080017	1	1500	4	1
VN080017	2	1000	4	8
VN080018	1	2500	4	6
VN080019	1	4000	1	1
VN080019	2	1000	4	8
VN080020	1	1000	4	1
VN080020	2	500	4	8
VN080021	1	3500	1	1
VN080021	2	1000	4	8
VN080022	1	3000	4	8
VN080022	2	4000	4	1
VN080022	3	25	1	4
VN080024	1	3400	4	8
VN080024	2	1200	1	1
VN080024	3	35	4	4
VN080027	1	10000	4	8
VN080029	1	1000	4	8
VN080030	1	13000	4	8
VN080030	2	33	4	4
VN080031	1	1000	1	1
VN080031	2	5000	4	8
VN080032	1	21000	4	8
VN080034	1	7000	4	8
VN080035	1	3500	4	8
VN080036	1	3500	4	8
VN080037	1	24000	4	8
VN080038	1	10000	4	8
VN080039	1	3000	4	8
VN080040	1	600	4	8
VN080041	1	2000	4	8
VN080042	1	4000	4	8
VN080045	1	7000	4	8
VN080046	1	2700	4	8
VN080047	1	1300	4	8
VN080048	1	4200	4	8
VN080048	2	1500	2	1
VN080049	1	1000	4	8
VN080052	1	2000	4	6
VN080053	1	1000	4	8
VN080055	1	15	2	4
VN080056	1	3000	4	6
VN080056	2	2000	4	8
VN080058	1	2400	4	1
VN080059	1	2400	4	8
VN080060	1	5000	4	1
VN080060	2	9000	4	8
VN080060	3	200	4	9
VN080061	1	1000	4	8
VN080062	1	10	1	4
VN080066	1	1000	4	8
VN080067	1	5000	4	8
VN080068	1	3000	4	8
VN080068	2	25	4	9
VN080069	1	950	4	8
VN080070	1	9500	4	8
VN080071	1	4200	4	8
VN080072	1	2500	4	8
VN080072	2	100	4	9
VN080073	1	2500	4	8
VN080073	2	150	4	9
VN080075	1	1900	4	7
VN080079	1	800	4	8
VN080080	1	500	4	8
VN080081	1	2000	4	8
VN080082	1	2400	2	8
VN080083	1	1200	4	8
VN080085	1	125	2	9
VN080088	1	2000	4	8
VN080088	2	70	4	9
VN080088	3	50	4	4
VN080091	1	6400	4	8
VN080092	1	6500	4	8
VN080093	1	60	4	4
VN080096	1	5000	4	8
VN080097	1	1000	4	8
VN080104	1	800	4	8
VN080107	1	1000	4	8
VN080115	1	5000	4	8
VN080115	2	1300	4	1
VN080119	1	1000	4	8
VN080119	2	40	4	9
VN080132	1	8500	4	8
VN080142	1	1000	4	8
VN080150	1	1500	4	8
VN080162	1	3000	4	8
VN080162	2	15	1	4
VN080165	1	3500	4	8
VN080165	2	4800	4	1
VN080165	3	60	4	9
VN090001	1	9440	4	1
VN090002	1	2000	4	1
VN090003	1	4800	4	1
VN090004	1	12820	4	1
VN090005	1	3600	4	1
VN090006	3	3690	4	1
VN090007	1	4100	4	1
VN090008	1	1300	4	1
VN090009	1	1440	4	1
VN090009	2	320	2	1
VN090010	1	1500	4	7
VN090011	1	20000	4	1
VN090011	2	32000	2	1
VN090012	1	360	4	1
VN090013	1	720	4	1
VN090013	2	700	4	1
VN090014	1	1080	4	1
VN090015	1	8920	4	1
VN090016	1	200	4	1
VN090016	2	150	4	1
VN090016	3	50	4	8
VN090017	1	35000	4	1
VN090017	2	10000	4	8
VN090018	1	300	4	1
VN090019	1	21260	4	1
VN090019	2	15500	4	8
VN090020	1	700	4	1
VN090020	2	720	4	8
VN090021	1	3600	4	1
VN090021	2	10000	4	8
VN090023	1	3600	4	1
VN090023	2	5000	4	8
VN090024	1	10600	4	1
VN090025	1	800	4	1
VN090025	2	1200	4	1
VN090025	3	1800	4	8
VN090026	1	1160	4	1
VN090026	2	1500	4	8
VN090027	1	5450	4	1
VN090027	2	10000	4	8
VN090028	1	4500	4	1
VN090028	2	4500	4	8
VN090029	1	1000	4	1
VN090029	2	2000	4	8
VN090029	3	1000	4	7
VN090031	1	4500	4	1
VN090031	2	3600	4	8
VN090032	1	5000	4	1
VN090032	2	21000	4	8
VN090032	3	1000	4	9
VN090033	1	1500	4	1
VN090033	2	6000	2	8
VN090033	3	800	2	1
VN090034	1	10000	4	1
VN090034	2	3000	2	8
VN090034	3	1500	2	1
VN090035	1	4010	4	1
VN090035	2	3570	4	8
VN090036	1	6114	4	1
VN090036	2	5400	4	8
VN090037	1	5720	4	1
VN090037	2	1000	4	8
VN090038	1	3720	4	1
VN090038	2	14400	4	8
VN090039	1	2940	4	1
VN090042	1	10600	4	1
VN090042	2	10000	4	8
VN090043	1	15400	4	1
VN090043	2	20000	4	8
VN090043	3	200	4	1
VN090044	1	13000	4	1
VN090044	2	7000	4	8
VN090045	1	1360	4	1
VN090045	2	2000	4	8
VN090046	1	6243	4	1
VN090046	2	3000	4	8
VN090047	1	1100	4	1
VN090047	2	1000	4	8
VN090048	1	1500	4	1
VN090048	2	500	4	8
VN090049	1	6600	4	1
VN090049	2	1000	4	8
VN090050	1	2580	4	1
VN090050	2	1000	4	8
VN090051	1	3960	4	1
VN090051	2	12000	4	8
VN090051	3	7000	4	1
VN090052	1	20000	4	8
VN090052	2	4150	4	1
VN090053	1	3800	4	1
VN090053	2	15000	2	8
VN090054	1	20000	4	1
VN090054	2	10000	2	8
VN090054	3	500	2	1
VN090054	4	360	2	1
VN090056	1	2160	4	1
VN090057	1	2880	4	1
VN090057	2	9000	4	8
VN090058	1	2520	4	1
VN090058	2	1800	2	1
VN090058	3	300	2	1
VN090058	4	10000	2	8
VN090059	1	2760	4	1
VN090059	2	1600	4	8
VN090060	1	4040	4	1
VN090060	2	10000	4	8
VN090061	1	2880	4	1
VN090061	2	600	4	8
VN090062	4	10400	4	1
VN090062	5	10000	4	8
VN090063	1	1800	4	1
VN090063	2	20300	4	1
VN090063	3	3000	4	8
VN090065	1	20720	4	1
VN090066	1	3945	4	1
VN090066	2	5000	4	8
VN090067	1	1880	4	1
VN090068	1	2080	4	1
VN090068	2	1500	4	8
VN090069	1	4620	4	1
VN090069	2	1000	4	8
VN090070	1	2610	4	1
VN090070	2	1000	4	8
VN090071	1	4632	4	1
VN090071	2	3000	4	1
VN090072	1	550	4	1
VN090072	2	400	4	8
VN090073	1	5145	4	1
VN090073	2	7200	4	8
VN090074	1	12160	4	1
VN090074	2	15000	4	8
VN090075	1	16800	4	1
VN090075	2	20000	4	8
VN090076	1	10000	2	8
VN090076	2	2880	4	1
VN090076	3	3086	2	1
VN090078	1	2160	4	1
VN090078	2	5357	4	1
VN090078	3	1000	4	8
