PLACEID	SERVIDR4	SERVAVLB	TIM2PLCE	CMNTRNSP
2008	30	1	 	 
2008	31	0	10	7
2008	32	1	 	 
2008	33	0	10	1
2008	34	0	10	7
2008	35	0	10	7
2009	1	0	 	 
2009	2	1	 	 
2009	3	0	 	 
2009	4	0	 	 
2009	5	0	 	 
2009	6	0	 	 
2009	7	1	 	 
2009	8	0	 	 
2009	9	1	 	 
2009	10	1	 	 
2009	11	1	 	 
2009	12	1	 	 
2009	13	1	 	 
2009	14	1	 	 
2009	15	1	 	 
2009	16	0	45	7
2009	17	0	40	7
2009	18	0	40	7
2009	19	0	50	7
2009	20	0	45	7
2009	21	0	45	7
2009	22	0	20	7
2009	23	0	50	7
2009	24	1	 	 
2009	25	0	 	 
2009	27	0	35	77
2009	28	0	-88	88
2009	29	0	45	7
2009	30	1	 	 
2009	31	1	 	 
2009	32	1	 	 
2009	33	1	 	 
2009	34	0	10	1
2009	35	1	 	 
2010	1	0	 	 
2010	2	1	 	 
2010	3	0	 	 
2010	4	0	 	 
2010	5	0	 	 
2010	6	0	 	 
2010	7	1	 	 
2010	8	0	 	 
2010	9	0	20	7
2010	10	0	10	1
2010	11	1	 	 
2010	12	1	 	 
2010	13	1	 	 
2010	14	0	 	 
2010	15	0	 	 
2010	16	0	25	7
2010	17	0	65	7
2010	18	0	65	7
2010	19	0	70	7
2010	20	0	60	7
2010	21	0	60	7
2010	22	0	-77	7
2010	23	0	65	7
2010	24	1	 	 
2010	25	0	 	 
2010	27	0	40	7
2010	28	0	-88	88
2010	29	0	25	7
2010	30	1	 	 
2010	31	0	10	1
2010	32	1	 	 
2010	33	0	10	1
2010	34	0	25	1
2010	35	0	20	1
2011	1	0	 	 
2011	2	1	 	 
2011	3	0	 	 
2011	4	0	 	 
2011	5	0	 	 
2011	6	0	 	 
2011	7	0	 	 
2011	8	0	 	 
2011	9	0	15	1
2011	10	1	 	 
2011	11	1	 	 
2011	12	1	 	 
2011	13	1	 	 
2011	14	1	 	 
2011	15	1	 	 
2011	16	1	 	 
2011	17	0	-77	88
2011	18	0	25	7
2011	19	0	30	7
2011	20	0	5	1
2011	21	0	25	7
2011	22	0	25	7
2011	23	1	 	 
2011	24	1	 	 
2011	25	0	 	 
2011	27	0	10	7
2011	28	0	-88	88
2011	29	1	 	 
2011	30	1	 	 
2011	31	1	 	 
2011	32	1	 	 
2011	33	1	 	 
2011	34	0	10	1
2011	35	0	10	9
2012	1	0	 	 
2012	2	1	 	 
2012	3	0	 	 
2012	4	0	 	 
2012	5	1	 	 
2012	6	0	 	 
2012	7	1	 	 
2012	8	1	 	 
2012	9	1	 	 
2012	10	1	 	 
2012	11	1	 	 
2012	12	1	 	 
2012	13	1	 	 
2012	14	1	 	 
2012	15	1	 	 
2012	16	0	10	1
2012	17	0	10	1
2012	18	0	10	1
2012	19	0	15	7
2012	20	1	 	 
2012	21	1	 	 
2012	22	0	20	1
2012	23	0	15	7
2012	24	1	 	 
2012	25	0	 	 
2012	27	0	15	88
2012	28	1	 	 
2012	29	1	 	 
2012	30	1	 	 
2012	31	1	 	 
2012	32	1	 	 
2012	33	1	 	 
2012	34	0	10	1
2012	35	0	15	1
2014	1	0	 	 
2014	2	0	 	 
2014	3	0	 	 
2014	4	0	 	 
2014	5	0	 	 
2014	6	0	 	 
2014	7	0	 	 
2014	8	0	 	 
2014	9	0	20	7
2014	10	0	10	1
2014	11	0	 	 
2014	12	0	15	1
2014	13	0	 	 
2014	14	0	 	 
2014	15	0	 	 
2014	16	0	35	7
2014	17	0	60	7
2014	18	0	-77	88
2014	19	0	10	7
2014	20	0	60	7
2014	21	0	50	7
2014	22	0	-77	88
2014	23	0	70	7
2014	24	0	 	 
2014	25	0	 	 
2014	27	0	40	7
2014	28	0	-88	88
2014	29	0	40	7
2014	30	0	10	1
2014	31	0	15	7
2014	32	1	 	 
2014	33	0	10	7
2014	34	0	25	7
2014	35	0	20	7
2015	1	0	 	 
2015	2	1	 	 
2015	3	0	 	 
2015	4	0	 	 
2015	5	0	 	 
2015	6	0	 	 
2015	7	0	 	 
2015	8	0	 	 
2015	9	0	20	7
2015	10	0	20	7
2015	11	0	 	 
2015	12	0	20	7
2015	13	1	 	 
2015	14	0	 	 
2015	15	0	 	 
2015	16	0	20	7
2015	17	0	20	7
2015	18	0	20	7
2015	19	0	20	7
2015	20	0	20	7
2015	21	0	20	7
2015	22	0	20	7
2015	23	0	20	7
2015	24	0	 	 
2015	25	0	 	 
2015	27	0	20	7
2015	28	0	20	7
2015	29	0	20	7
2015	30	1	 	 
2015	31	0	20	7
2015	32	1	 	 
2015	33	0	20	7
2015	34	0	20	7
2015	35	0	20	7
2016	1	0	 	 
2016	2	0	 	 
2016	3	0	 	 
2016	4	0	 	 
2016	5	0	 	 
2016	6	0	 	 
2016	7	0	 	 
2016	8	0	 	 
2016	9	1	 	 
2016	10	0	10	1
2016	11	0	 	 
2016	12	0	10	1
2016	13	1	 	 
2016	14	0	 	 
2016	15	0	 	 
2016	16	0	10	1
2016	17	0	20	7
2016	18	0	20	7
2016	19	0	20	7
2016	20	0	20	6
2016	21	0	20	7
2016	22	0	20	7
2016	23	0	20	7
2016	24	0	 	 
2016	25	0	 	 
2016	27	0	20	7
2016	28	0	-88	88
2016	29	0	10	1
2016	30	0	10	1
2016	31	0	10	1
2016	32	1	 	 
2016	33	0	10	1
2016	34	0	10	1
2016	35	0	10	1
2017	1	1	 	 
2017	2	1	 	 
2017	3	1	 	 
2017	4	1	 	 
2017	5	1	 	 
2017	6	1	 	 
2017	7	1	 	 
2017	8	1	 	 
2017	9	1	 	 
2017	10	1	 	 
2017	11	1	 	 
2017	12	1	 	 
2017	13	1	 	 
2017	14	1	 	 
2017	15	1	 	 
2017	16	1	 	 
2017	17	1	 	 
2017	18	1	 	 
2017	19	1	 	 
2017	20	1	 	 
2017	21	1	 	 
2017	22	1	 	 
2017	23	1	 	 
2017	24	1	 	 
2017	25	0	 	 
2017	27	1	 	 
2017	28	0	-88	88
2017	29	1	 	 
2017	30	1	 	 
2017	31	1	 	 
2017	32	1	 	 
2017	33	1	 	 
2017	34	1	 	 
2017	35	1	 	 
2018	1	1	 	 
2018	2	1	 	 
2018	3	0	 	 
2018	4	0	 	 
2018	5	0	 	 
2018	6	0	 	 
2018	7	0	 	 
2018	8	0	 	 
2018	9	0	10	7
2018	10	1	 	 
2018	11	1	 	 
2018	12	1	 	 
2018	13	1	 	 
2018	14	1	 	 
2018	15	1	 	 
2018	16	0	10	1
2018	17	0	30	7
2018	18	0	30	7
2018	19	0	26	7
2018	20	1	 	 
2018	21	1	 	 
2018	22	0	30	7
2018	23	0	30	7
2018	24	1	 	 
2018	25	0	 	 
2018	27	0	10	7
2018	28	0	-88	88
2018	29	1	 	 
2018	30	1	 	 
2018	31	1	 	 
2018	32	1	 	 
2018	33	1	 	 
2018	34	1	 	 
2018	35	0	10	7
2019	1	0	 	 
2019	2	0	 	 
2019	3	0	 	 
2019	4	0	 	 
2019	5	0	 	 
2019	6	0	 	 
2019	7	0	 	 
2019	8	0	 	 
2019	9	0	30	7
2019	10	1	 	 
2019	11	1	 	 
2019	12	1	 	 
2019	13	1	 	 
2019	14	0	 	 
2019	15	1	 	 
2019	16	0	30	7
2019	17	0	30	7
2019	18	0	30	7
2019	19	0	30	7
2019	20	0	30	7
2019	21	0	30	7
2019	22	0	15	7
2019	23	0	15	7
2019	24	1	 	 
2019	25	0	 	 
2019	27	0	30	7
2019	28	0	-88	88
2019	29	0	30	7
2019	30	1	 	 
2019	31	0	30	7
2019	32	1	 	 
2019	33	0	45	7
2019	34	0	45	7
2019	35	0	30	7
2020	1	0	 	 
2020	2	1	 	 
2020	3	0	 	 
2020	4	0	 	 
2020	5	0	 	 
2020	6	0	 	 
2020	7	0	 	 
2020	8	0	 	 
2020	9	0	10	7
2020	10	1	 	 
2020	11	1	 	 
2020	12	1	 	 
2020	13	1	 	 
2020	14	1	 	 
2020	15	1	 	 
2020	16	0	10	7
2020	17	0	10	7
2020	18	0	10	7
2020	19	0	10	7
2020	20	0	10	7
2020	21	0	10	7
2020	22	0	10	7
2020	23	0	15	7
2020	24	0	 	 
2020	25	0	 	 
2020	27	0	15	7
2020	28	88	 	 
2020	29	0	10	7
2020	30	1	 	 
2020	31	0	15	7
2020	32	1	 	 
2020	33	1	 	 
2020	34	1	 	 
2020	35	0	10	1
2021	1	0	 	 
2021	2	1	 	 
2021	3	0	 	 
2021	4	0	 	 
2021	5	0	 	 
2021	6	0	 	 
2021	7	0	 	 
2021	8	0	 	 
2021	9	1	 	 
2021	10	1	 	 
2021	11	1	 	 
2021	12	1	 	 
2021	13	1	 	 
2021	14	1	 	 
2021	15	1	 	 
2021	16	0	30	7
2021	17	0	30	7
2021	18	0	30	7
2021	19	0	30	7
2021	20	0	30	7
2021	21	0	30	7
2021	22	0	30	7
2021	23	0	30	1
2021	24	1	 	 
2021	25	0	 	 
2021	27	0	30	7
2021	28	0	-88	88
2021	29	0	30	7
2021	30	0	20	1
2021	31	0	20	1
2021	32	1	 	 
2021	33	0	20	1
2021	34	0	20	1
2021	35	0	20	1
8003	1	0	 	 
8003	2	1	 	 
8003	3	0	 	 
8003	4	0	 	 
8003	5	0	 	 
8003	6	0	 	 
8003	7	1	 	 
8003	8	0	 	 
8003	9	1	 	 
8003	10	0	5	5
8003	11	0	 	 
8003	12	0	5	5
8003	13	1	 	 
8003	14	1	 	 
8003	15	0	 	 
8003	16	0	10	5
8003	17	0	10	5
8003	18	0	10	5
8003	19	0	10	5
8003	20	0	10	5
8003	21	0	10	5
8003	22	0	10	5
8003	23	0	10	5
8003	24	1	 	 
8003	25	0	 	 
8003	27	0	10	5
8003	28	88	 	 
8003	29	0	10	5
8003	30	1	 	 
8003	31	0	10	5
8003	32	1	 	 
8003	33	1	 	 
8003	34	1	 	 
8003	35	0	5	5
8004	1	1	 	 
8004	2	1	 	 
8004	3	1	 	 
8004	4	0	 	 
8004	5	1	 	 
8004	6	1	 	 
8004	7	1	 	 
8004	8	1	 	 
8004	9	1	 	 
8004	10	1	 	 
8004	11	1	 	 
8004	12	1	 	 
8004	13	1	 	 
8004	14	1	 	 
8004	15	1	 	 
8004	16	1	 	 
8004	17	1	 	 
8004	18	1	 	 
8004	19	1	 	 
8004	20	1	 	 
8004	21	1	 	 
8004	22	0	60	6
8004	23	1	 	 
8004	24	1	 	 
8004	25	0	 	 
8004	27	1	 	 
8004	28	88	 	 
8004	29	1	 	 
8004	30	1	 	 
8004	31	1	 	 
8004	32	1	 	 
8004	33	1	 	 
8004	34	1	 	 
8004	35	1	 	 
8005	1	0	 	 
8005	2	1	 	 
8005	3	0	 	 
8005	4	0	 	 
8005	5	0	 	 
8005	6	0	 	 
8005	7	0	 	 
8005	8	0	 	 
8005	9	1	 	 
8005	10	1	 	 
8005	11	0	 	 
8005	12	0	60	7
8005	13	1	 	 
8005	14	1	 	 
8005	15	0	 	 
8005	16	0	60	7
8005	17	1	 	 
8005	18	0	60	7
8005	19	0	60	7
8005	20	0	60	7
8005	21	0	60	7
8005	22	0	60	7
8005	23	0	60	7
8005	24	0	 	 
8005	25	0	 	 
8005	27	0	180	7
8005	28	88	 	 
8005	29	0	60	7
8005	30	1	 	 
8005	31	0	60	7
8005	32	1	 	 
8005	33	1	 	 
8005	34	0	20	1
8005	35	1	 	 
8007	1	0	 	 
8007	2	0	 	 
8007	3	0	 	 
8007	4	0	 	 
8007	5	0	 	 
8007	6	0	 	 
8007	7	0	 	 
8007	8	0	 	 
8007	9	0	10	7
8007	10	0	10	7
8007	11	0	 	 
8007	12	0	10	7
8007	13	1	 	 
8007	14	1	 	 
8007	15	1	 	 
8007	16	0	20	7
8007	17	0	20	7
8007	18	0	20	7
8007	19	0	20	7
8007	20	0	20	7
8007	21	0	20	7
8007	22	1	 	 
8007	23	0	20	7
8007	24	1	 	 
8007	25	0	 	 
8007	27	0	20	7
8007	28	88	 	 
8007	29	0	20	7
8007	30	1	 	 
8007	31	0	5	7
8007	32	1	 	 
8007	33	0	5	7
8007	34	0	10	7
8007	35	0	10	7
8008	1	1	 	 
8008	2	1	 	 
8008	3	0	 	 
8008	4	0	 	 
8008	5	0	 	 
8008	6	0	 	 
8008	7	0	 	 
8008	8	0	 	 
8008	9	1	 	 
8008	10	0	180	1
8008	11	0	 	 
8008	12	0	180	1
8008	13	1	 	 
8008	14	1	 	 
8008	15	88	 	 
8008	16	0	180	1
8008	17	1	 	 
8008	18	0	180	1
8008	19	0	180	1
8008	20	0	540	6
8008	21	0	540	6
8008	22	0	300	6
8008	23	0	300	6
8008	24	1	 	 
8008	25	88	 	 
8008	27	0	300	6
8008	28	0	-88	88
8008	29	0	540	6
8008	30	0	300	6
8008	31	1	 	 
8008	32	1	 	 
8008	33	1	 	 
8008	34	1	 	 
8008	35	1	 	 
8012	1	1	 	 
8012	2	1	 	 
8012	3	1	 	 
8012	4	0	 	 
8012	5	1	 	 
8012	6	0	 	 
8012	7	1	 	 
8012	8	0	 	 
8012	9	1	 	 
8012	10	1	 	 
8012	11	1	 	 
8012	12	1	 	 
8012	13	1	 	 
8012	14	1	 	 
8012	15	1	 	 
8012	16	0	15	1
8012	17	0	15	1
8012	18	0	15	1
8012	19	0	15	1
8012	20	0	15	1
8012	21	0	15	1
8012	22	1	 	 
8012	23	0	15	1
8012	24	1	 	 
8012	25	0	 	 
8012	27	0	15	1
8012	28	88	 	 
8012	29	0	15	1
8012	30	1	 	 
8012	31	0	15	1
8012	32	1	 	 
8012	33	1	 	 
8012	34	0	15	1
8012	35	0	5	6
8014	1	0	 	 
8014	2	0	 	 
8014	3	1	 	 
8014	4	0	 	 
8014	5	0	 	 
8014	6	0	 	 
8014	7	0	 	 
8014	8	0	 	 
8014	9	0	5	1
8014	10	0	-88	88
8014	11	1	 	 
8014	12	0	5	1
8014	13	1	 	 
8014	14	0	 	 
8014	15	1	 	 
8014	16	0	30	7
8014	17	0	30	7
8014	18	0	50	7
8014	19	0	30	7
8014	20	0	50	7
8014	21	0	50	7
8014	22	1	 	 
8014	23	0	50	7
8014	24	1	 	 
8014	25	0	 	 
8014	27	0	50	7
8014	28	0	-88	88
8014	29	0	50	7
8014	30	1	 	 
8014	31	0	30	7
8014	32	1	 	 
8014	33	1	 	 
8014	34	0	-88	88
8014	35	0	-88	88
8016	1	1	 	 
8016	2	1	 	 
8016	3	1	 	 
8016	4	1	 	 
8016	5	1	 	 
8016	6	1	 	 
8016	7	1	 	 
8016	8	1	 	 
8016	9	1	 	 
8016	10	1	 	 
8016	11	1	 	 
8016	12	1	 	 
8016	13	1	 	 
8016	14	1	 	 
8016	15	1	 	 
8016	16	1	 	 
8016	17	1	 	 
8016	18	1	 	 
8016	19	1	 	 
8016	20	1	 	 
8016	21	1	 	 
8016	22	1	 	 
8016	23	1	 	 
8016	24	1	 	 
8016	25	0	 	 
8016	27	1	 	 
8016	28	88	 	 
8016	29	1	 	 
8016	30	1	 	 
8016	31	1	 	 
8016	32	1	 	 
8016	33	1	 	 
8016	34	1	 	 
8016	35	1	 	 
8018	1	1	 	 
8018	2	1	 	 
8018	3	0	 	 
8018	4	0	 	 
8018	5	1	 	 
8018	6	1	 	 
8018	7	1	 	 
8018	8	0	 	 
8018	9	1	 	 
8018	10	1	 	 
8018	11	1	 	 
8018	12	1	 	 
8018	13	1	 	 
8018	14	1	 	 
8018	15	1	 	 
8018	16	1	 	 
8018	17	1	 	 
8018	18	1	 	 
8018	19	1	 	 
8018	20	0	15	7
8018	21	0	15	7
8018	22	1	 	 
8018	23	0	15	7
8018	24	1	 	 
8018	25	0	 	 
8018	27	0	15	7
8018	28	88	 	 
8018	29	1	 	 
8018	30	1	 	 
8018	31	1	 	 
8018	32	1	 	 
8018	33	1	 	 
8018	34	1	 	 
8018	35	1	 	 
8020	1	1	 	 
8020	2	1	 	 
8020	3	0	 	 
8020	4	0	 	 
8020	5	0	 	 
8020	6	0	 	 
8020	7	1	 	 
8020	8	0	 	 
8020	9	1	 	 
8020	10	1	 	 
8020	11	1	 	 
8020	12	1	 	 
8020	13	1	 	 
8020	14	1	 	 
8020	15	1	 	 
8020	16	0	5	7
8020	17	0	15	7
8020	18	0	15	7
8020	19	0	18	7
8020	20	0	5	7
8020	21	0	5	7
8020	22	0	10	7
8020	23	0	5	7
8020	24	1	 	 
8020	25	0	 	 
8020	27	0	30	7
8020	28	0	-88	88
8020	29	1	 	 
8020	30	1	 	 
8020	31	1	 	 
8020	32	1	 	 
8020	33	1	 	 
8020	34	0	10	1
8020	35	0	5	1
8025	1	1	 	 
8025	2	1	 	 
8025	3	1	 	 
8025	4	0	 	 
8025	5	1	 	 
8025	6	0	 	 
8025	7	0	 	 
8025	8	1	 	 
8025	9	1	 	 
8025	10	1	 	 
8025	11	1	 	 
8025	12	1	 	 
8025	13	1	 	 
8025	14	1	 	 
8025	15	1	 	 
8025	16	1	 	 
8025	17	0	-88	88
8025	18	1	 	 
8025	19	1	 	 
8025	20	1	 	 
8025	21	1	 	 
8025	22	1	 	 
8025	23	1	 	 
8025	24	1	 	 
8025	25	0	 	 
8025	27	0	-88	88
8025	28	0	-88	88
8025	29	1	 	 
8025	30	1	 	 
8025	31	1	 	 
8025	32	1	 	 
8025	33	1	 	 
8025	34	1	 	 
8025	35	1	 	 
8026	1	1	 	 
8026	2	1	 	 
8026	3	0	 	 
8026	4	0	 	 
8026	5	0	 	 
8026	6	1	 	 
8026	7	1	 	 
8026	8	1	 	 
8026	9	1	 	 
8026	10	1	 	 
8026	11	1	 	 
8026	12	1	 	 
8026	13	1	 	 
8026	14	1	 	 
8026	15	0	 	 
8026	16	1	 	 
8026	17	1	 	 
8026	18	0	15	7
8026	19	0	15	7
8026	20	0	15	7
8026	21	0	15	6
8026	22	1	 	 
8026	23	0	15	7
8026	24	1	 	 
8026	25	0	 	 
8026	27	0	120	8
8026	28	0	-88	88
8026	29	0	15	7
8026	30	1	 	 
8026	31	1	 	 
8026	32	1	 	 
8026	33	1	 	 
8026	34	0	60	1
8026	35	0	60	1
8029	1	0	 	 
8029	2	1	 	 
8029	3	88	 	 
8029	4	0	 	 
8029	5	0	 	 
8029	6	0	 	 
8029	7	0	 	 
8029	8	0	 	 
8029	9	1	 	 
8029	10	1	 	 
8029	11	0	 	 
8029	12	0	120	7
8029	13	1	 	 
8029	14	1	 	 
8029	15	0	 	 
8029	16	0	120	7
8029	17	0	120	7
8029	18	0	120	7
8029	19	0	120	7
8029	20	0	240	7
8029	21	0	120	7
8029	22	1	 	 
8029	23	0	120	7
8029	24	0	 	 
8029	25	0	 	 
8029	27	0	120	7
8029	28	0	-88	88
8029	29	0	120	7
8029	30	1	 	 
8029	31	0	120	7
8029	32	0	 	 
8029	33	1	 	 
8029	34	1	 	 
8029	35	1	 	 
8032	1	1	 	 
8032	2	1	 	 
8032	3	1	 	 
8032	4	0	 	 
8032	5	1	 	 
8032	6	1	 	 
8032	7	1	 	 
8032	8	0	 	 
8032	9	1	 	 
8032	10	1	 	 
8032	11	1	 	 
8032	12	1	 	 
8032	13	1	 	 
8032	14	1	 	 
8032	15	1	 	 
8032	16	1	 	 
8032	17	0	10	7
8032	18	0	10	7
8032	19	1	 	 
8032	20	0	15	7
8032	21	0	15	7
8032	22	1	 	 
8032	23	1	 	 
8032	24	1	 	 
8032	25	0	 	 
8032	27	0	15	7
8032	28	0	-88	88
8032	29	1	 	 
8032	30	1	 	 
8032	31	1	 	 
8032	32	0	 	 
8032	33	1	 	 
8032	34	1	 	 
8032	35	1	 	 
8034	1	0	 	 
8034	2	0	 	 
8034	3	0	 	 
8034	4	0	 	 
8034	5	0	 	 
8034	6	0	 	 
8034	7	0	 	 
8034	8	0	 	 
8034	9	1	 	 
8034	10	0	12	7
8034	11	0	 	 
8034	12	0	12	7
8034	13	1	 	 
8034	14	1	 	 
8034	15	1	 	 
8034	16	0	12	7
8034	17	0	12	7
8034	18	0	12	7
8034	19	0	12	7
8034	20	0	12	7
8034	21	0	-88	88
8034	22	0	-88	88
8034	23	0	15	7
8034	24	1	 	 
8034	25	0	 	 
8034	27	0	120	6
8034	28	0	15	7
8034	29	0	12	7
8034	30	0	15	7
8034	31	0	15	7
8034	32	1	 	 
8034	33	1	 	 
8034	34	0	15	7
8034	35	0	12	7
8037	1	1	 	 
8037	2	1	 	 
8037	3	0	 	 
8037	4	0	 	 
8037	5	0	 	 
8037	6	0	 	 
8037	7	0	 	 
8037	8	0	 	 
8037	9	1	 	 
8037	10	0	180	7
8037	11	0	 	 
8037	12	0	180	7
8037	13	0	 	 
8037	14	1	 	 
8037	15	0	 	 
8037	16	0	30	1
8037	17	0	30	1
8037	18	0	30	1
8037	19	0	180	7
8037	20	0	180	7
8037	21	0	180	7
8037	22	0	30	7
8037	23	0	180	7
8037	24	0	 	 
8037	25	0	 	 
8037	27	0	180	7
8037	28	88	 	 
8037	29	0	180	7
8037	30	1	 	 
8037	31	0	180	7
8037	32	1	 	 
8037	33	1	 	 
8037	34	0	30	1
8037	35	0	30	1
8038	1	0	 	 
8038	2	1	 	 
8038	3	0	 	 
8038	4	0	 	 
8038	5	0	 	 
8038	6	1	 	 
8038	7	0	 	 
8038	8	0	 	 
8038	9	0	5	5
8038	10	0	5	5
8038	11	0	 	 
8038	12	0	6	5
8038	13	1	 	 
8038	14	1	 	 
8038	15	1	 	 
8038	16	0	7	5
8038	17	0	5	5
8038	18	0	7	5
8038	19	0	7	5
8038	20	0	180	7
8038	21	0	6	5
8038	22	0	-77	88
8038	23	0	8	5
8038	24	0	 	 
8038	25	0	 	 
8038	27	0	6	5
8038	28	0	-88	88
8038	29	0	180	7
8038	30	0	7	5
8038	31	1	 	 
8038	32	1	 	 
8038	33	0	7	5
8038	34	0	7	5
8038	35	0	8	5
8039	1	0	 	 
8039	2	1	 	 
8039	3	0	 	 
8039	4	1	 	 
8039	5	1	 	 
8039	6	0	 	 
8039	7	1	 	 
8039	8	1	 	 
8039	9	0	3	1
8039	10	1	 	 
8039	11	1	 	 
8039	12	1	 	 
8039	13	1	 	 
8039	14	1	 	 
8039	15	1	 	 
8039	16	1	 	 
8039	17	0	4	1
8039	18	0	4	1
8039	19	0	4	1
8039	20	0	4	1
8039	21	0	4	1
8039	22	1	 	 
8039	23	1	 	 
8039	24	1	 	 
8039	25	0	 	 
8039	27	1	 	 
8039	28	88	 	 
8039	29	0	4	1
8039	30	1	 	 
8039	31	1	 	 
8039	32	1	 	 
8039	33	1	 	 
8039	34	1	 	 
8039	35	1	 	 
8040	1	1	 	 
8040	2	1	 	 
8040	3	1	 	 
8040	4	0	 	 
8040	5	0	 	 
8040	6	0	 	 
8040	7	0	 	 
8040	8	0	 	 
8040	9	1	 	 
8040	10	1	 	 
8040	11	1	 	 
8040	12	1	 	 
8040	13	1	 	 
8040	14	1	 	 
8040	15	0	 	 
8040	16	0	20	6
8040	17	1	 	 
8040	18	0	10	6
8040	19	0	25	6
8040	20	0	25	6
8040	21	0	25	6
8040	22	1	 	 
8040	23	0	30	6
8040	24	1	 	 
8040	25	0	 	 
8040	27	0	25	6
8040	28	88	 	 
8040	29	0	25	6
8040	30	1	 	 
8040	31	0	25	6
8040	32	1	 	 
8040	33	1	 	 
8040	34	0	10	6
8040	35	0	10	1
8041	1	1	 	 
8041	2	1	 	 
8041	3	0	 	 
8041	4	0	 	 
8041	5	0	 	 
8041	6	0	 	 
8041	7	1	 	 
8041	8	0	 	 
8041	9	1	 	 
8041	10	1	 	 
8041	11	0	 	 
8041	12	0	20	6
8041	13	1	 	 
8041	14	1	 	 
8041	15	1	 	 
8041	16	0	60	6
8041	17	0	20	6
8041	18	0	20	6
8041	19	0	150	6
8041	20	0	150	6
8041	21	0	150	6
8041	22	0	150	6
8041	23	0	150	6
8041	24	1	 	 
8041	25	0	 	 
8041	27	0	150	6
8041	28	88	 	 
8041	29	0	150	6
8041	30	1	 	 
8041	31	0	150	6
8041	32	0	 	 
8041	33	1	 	 
8041	34	1	 	 
8041	35	1	 	 
8046	1	0	 	 
8046	2	1	 	 
8046	3	0	 	 
8046	4	0	 	 
8046	5	0	 	 
8046	6	0	 	 
8046	7	0	 	 
8046	8	0	 	 
8046	9	1	 	 
8046	10	1	 	 
8046	11	0	 	 
8046	12	1	 	 
8046	13	1	 	 
8046	14	1	 	 
8046	15	0	 	 
8046	16	0	30	7
8046	17	0	30	7
8046	18	0	30	7
8046	19	0	30	7
8046	20	0	30	7
8046	21	0	30	7
8046	22	1	 	 
8046	23	0	30	7
8046	24	1	 	 
8046	25	0	 	 
8046	27	0	40	7
8046	28	88	 	 
8046	29	0	30	7
8046	30	1	 	 
8046	31	1	 	 
8046	32	1	 	 
8046	33	1	 	 
8046	34	1	 	 
8046	35	1	 	 
8048	1	0	 	 
8048	2	1	 	 
8048	3	88	 	 
8048	4	0	 	 
8048	5	0	 	 
8048	6	0	 	 
8048	7	0	 	 
8048	8	0	 	 
8048	9	1	 	 
8048	10	1	 	 
8048	11	0	 	 
8048	12	0	420	8
8048	13	0	 	 
8048	14	1	 	 
8048	15	0	 	 
8048	16	0	420	8
8048	17	1	 	 
8048	18	0	2880	8
8048	19	0	420	8
8048	20	0	420	8
8048	21	1	 	 
8048	22	1	 	 
8048	23	0	2880	8
8048	24	1	 	 
8048	25	0	 	 
8048	27	0	420	8
8048	28	88	 	 
8048	29	0	420	8
8048	30	0	2880	8
8048	31	0	420	8
8048	32	1	 	 
8048	33	1	 	 
8048	34	1	 	 
8048	35	1	 	 
8059	1	0	 	 
8059	2	1	 	 
8059	3	0	 	 
8059	4	0	 	 
8059	5	0	 	 
8059	6	1	 	 
8059	7	1	 	 
8059	8	0	 	 
8059	9	1	 	 
8059	10	1	 	 
8059	11	1	 	 
8059	12	1	 	 
8059	13	1	 	 
8059	14	1	 	 
8059	15	1	 	 
8059	16	1	 	 
8059	17	1	 	 
8059	18	0	10	6
8059	19	0	10	6
8059	20	0	10	6
8059	21	0	10	6
8059	22	1	 	 
8059	23	1	 	 
8059	24	1	 	 
8059	25	0	 	 
8059	27	1	 	 
8059	28	88	 	 
8059	29	1	 	 
8059	30	1	 	 
8059	31	1	 	 
8059	32	1	 	 
8059	33	1	 	 
8059	34	1	 	 
8059	35	1	 	 
8060	1	0	 	 
8060	2	1	 	 
8060	3	0	 	 
8060	4	0	 	 
8060	5	1	 	 
8060	6	1	 	 
8060	7	1	 	 
8060	8	0	 	 
8060	9	1	 	 
8060	10	1	 	 
8060	11	1	 	 
8060	12	1	 	 
8060	13	1	 	 
8060	14	1	 	 
8060	15	1	 	 
8060	16	0	10	5
8060	17	0	30	7
8060	18	0	40	7
8060	19	0	40	7
8060	20	0	40	7
8060	21	0	40	7
8060	22	1	 	 
8060	23	1	 	 
8060	24	1	 	 
8060	25	1	 	 
8060	27	0	40	7
8060	28	0	-88	88
8060	29	1	 	 
8060	30	1	 	 
8060	31	1	 	 
8060	32	1	 	 
8060	33	1	 	 
8060	34	1	 	 
8060	35	1	 	 
8062	1	1	 	 
8062	2	1	 	 
8062	3	1	 	 
8062	4	0	 	 
8062	5	1	 	 
8062	6	0	 	 
8062	7	0	 	 
8062	8	1	 	 
8062	9	1	 	 
8062	10	1	 	 
8062	11	1	 	 
8062	12	1	 	 
8062	13	1	 	 
8062	14	1	 	 
8062	15	1	 	 
8062	16	0	10	6
8062	17	0	10	6
8062	18	0	10	6
8062	19	0	10	6
8062	20	0	10	6
8062	21	0	10	6
8062	22	0	10	6
8062	23	0	10	6
8062	24	1	 	 
8062	25	0	 	 
8062	27	0	10	6
8062	28	88	 	 
8062	29	1	 	 
8062	30	1	 	 
8062	31	1	 	 
8062	32	1	 	 
8062	33	1	 	 
8062	34	1	 	 
8062	35	0	10	6
8064	1	1	 	 
8064	2	1	 	 
