PLACEID	PLPRIDR4	PRBAFCT
701	5	0
701	6	0
701	7	0
701	8	2
701	9	0
701	10	0
701	11	0
701	12	0
701	13	0
701	14	2
701	15	0
702	1	0
702	2	0
702	3	0
702	4	0
702	5	0
702	6	0
702	7	0
702	8	2
702	9	0
702	10	0
702	11	2
702	12	0
702	13	2
702	14	0
702	15	0
703	1	0
703	2	0
703	3	0
703	4	0
703	5	0
703	6	0
703	7	0
703	8	1
703	9	0
703	10	0
703	11	2
703	12	0
703	13	0
703	14	2
703	15	88
707	1	0
707	2	0
707	3	0
707	4	0
707	5	0
707	6	0
707	7	0
707	8	2
707	9	2
707	10	0
707	11	0
707	12	0
707	13	0
707	14	0
707	15	0
708	1	0
708	2	0
708	3	0
708	4	0
708	5	0
708	6	2
708	7	0
708	8	2
708	9	0
708	10	0
708	11	1
708	12	0
708	13	1
708	14	0
708	15	88
709	1	0
709	2	0
709	3	1
709	4	1
709	5	0
709	6	0
709	7	1
709	8	2
709	9	2
709	10	0
709	11	2
709	12	0
709	13	2
709	14	0
709	15	88
710	1	0
710	2	0
710	3	0
710	4	0
710	5	0
710	6	1
710	7	0
710	8	1
710	9	2
710	10	0
710	11	2
710	12	0
710	13	2
710	14	0
710	15	77
711	1	0
711	2	0
711	3	0
711	4	0
711	5	0
711	6	0
711	7	0
711	8	1
711	9	0
711	10	0
711	11	0
711	12	0
711	13	0
711	14	2
711	15	77
712	1	0
712	2	0
712	3	0
712	4	0
712	5	0
712	6	0
712	7	0
712	8	2
712	9	0
712	10	0
712	11	2
712	12	0
712	13	0
712	14	0
712	15	88
713	1	0
713	2	0
713	3	0
713	4	0
713	5	0
713	6	0
713	7	0
713	8	2
713	9	1
713	10	0
713	11	0
713	12	0
713	13	0
713	14	0
713	15	0
714	1	0
714	2	0
714	3	1
714	4	1
714	5	0
714	6	0
714	7	0
714	8	2
714	9	0
714	10	0
714	11	2
714	12	0
714	13	1
714	14	1
714	15	88
715	1	0
715	2	0
715	3	0
715	4	0
715	5	0
715	6	0
715	7	0
715	8	2
715	9	0
715	10	0
715	11	0
715	12	0
715	13	0
715	14	0
715	15	0
716	1	0
716	2	0
716	3	0
716	4	0
716	5	0
716	6	1
716	7	0
716	8	2
716	9	0
716	10	0
716	11	1
716	12	0
716	13	1
716	14	1
716	15	88
717	1	0
717	2	0
717	3	0
717	4	0
717	5	0
717	6	2
717	7	0
717	8	2
717	9	0
717	10	0
717	11	2
717	12	0
717	13	2
717	14	1
717	15	0
718	1	0
718	2	0
718	3	0
718	4	0
718	5	0
718	6	2
718	7	0
718	8	2
718	9	0
718	10	0
718	11	0
718	12	0
718	13	0
718	14	2
718	15	0
719	1	0
719	2	0
719	3	0
719	4	0
719	5	0
719	6	0
719	7	0
719	8	2
719	9	0
719	10	0
719	11	1
719	12	0
719	13	2
719	14	1
719	15	88
801	1	0
801	2	0
801	3	0
801	4	0
801	5	0
801	6	2
801	7	0
801	8	2
801	9	0
801	10	0
801	11	0
801	12	0
801	13	2
801	14	2
801	15	0
802	1	0
802	2	0
802	3	0
802	4	0
802	5	0
802	6	1
802	7	0
802	8	1
802	9	1
802	10	0
802	11	0
802	12	0
802	13	0
802	14	0
802	15	0
803	1	0
803	2	0
803	3	0
803	4	0
803	5	0
803	6	1
803	7	0
803	8	1
803	9	1
803	10	0
803	11	0
803	12	0
803	13	0
803	14	0
803	15	0
804	1	0
804	2	0
804	3	0
804	4	0
804	5	0
804	6	0
804	7	0
804	8	1
804	9	0
804	10	0
804	11	2
804	12	0
804	13	2
804	14	1
804	15	0
901	1	0
901	2	0
901	3	0
901	4	0
901	5	0
901	6	0
901	7	0
901	8	1
901	9	1
901	10	0
901	11	0
901	12	0
901	13	0
901	14	1
901	15	0
1103	1	0
1103	2	0
1103	3	1
1103	4	1
1103	5	0
1103	6	0
1103	7	0
1103	8	0
1103	9	1
1103	10	0
1103	11	0
1103	12	1
1103	13	0
1103	14	0
1103	15	0
1201	1	0
1201	2	0
1201	3	0
1201	4	0
1201	5	0
1201	6	2
1201	7	0
1201	8	2
1201	9	1
1201	10	0
1201	11	0
1201	12	0
1201	13	0
1201	14	0
1201	15	0
1202	1	0
1202	2	0
1202	3	0
1202	4	0
1202	5	0
1202	6	1
1202	7	0
1202	8	1
1202	9	0
1202	10	0
1202	11	0
1202	12	0
1202	13	0
1202	14	0
1202	15	0
1203	1	0
1203	2	0
1203	3	0
1203	4	0
1203	5	0
1203	6	1
1203	7	1
1203	8	2
1203	9	2
1203	10	0
1203	11	0
1203	12	0
1203	13	0
1203	14	0
1203	15	0
1204	1	0
1204	2	0
1204	3	0
1204	4	0
1204	5	0
1204	6	2
1204	7	0
1204	8	0
1204	9	0
1204	10	0
1204	11	0
1204	12	0
1204	13	0
1204	14	2
1204	15	0
1205	1	88
1205	2	88
1205	3	88
1205	4	88
1205	5	0
1205	6	1
1205	7	0
1205	8	1
1205	9	0
1205	10	0
1205	11	0
1205	12	0
1205	13	0
1205	14	1
1205	15	88
1206	1	0
1206	2	0
1206	3	0
1206	4	0
1206	5	0
1206	6	0
1206	7	0
1206	8	2
1206	9	0
1206	10	0
1206	11	1
1206	12	0
1206	13	2
1206	14	0
1206	15	0
1207	1	0
1207	2	0
1207	3	0
1207	4	0
1207	5	0
1207	6	2
1207	7	2
1207	8	2
1207	9	2
1207	10	0
1207	11	0
1207	12	0
1207	13	0
1207	14	0
1207	15	0
1208	1	0
1208	2	0
1208	3	0
1208	4	0
1208	5	0
1208	6	0
1208	7	1
1208	8	2
1208	9	2
1208	10	0
1208	11	1
1208	12	0
1208	13	2
1208	14	2
1208	15	1
1209	1	88
1209	2	88
1209	3	88
1209	4	88
1209	5	88
1209	6	88
1209	7	88
1209	8	1
1209	9	0
1209	10	0
1209	11	0
1209	12	0
1209	13	0
1209	14	2
1209	15	1
1210	1	0
1210	2	0
1210	3	0
1210	4	0
1210	5	0
1210	6	0
1210	7	0
1210	8	0
1210	9	0
1210	10	0
1210	11	0
1210	12	0
1210	13	0
1210	14	0
1210	15	0
1211	1	0
1211	2	0
1211	3	0
1211	4	0
1211	5	0
1211	6	2
1211	7	0
1211	8	2
1211	9	0
1211	10	0
1211	11	0
1211	12	0
1211	13	2
1211	14	2
1211	15	0
1212	1	88
1212	2	88
1212	3	88
1212	4	88
1212	5	0
1212	6	0
1212	7	0
1212	8	0
1212	9	0
1212	10	2
1212	11	0
1212	12	88
1212	13	2
1212	14	0
1212	15	1
1213	1	0
1213	2	0
1213	3	0
1213	4	0
1213	5	0
1213	6	2
1213	7	2
1213	8	2
1213	9	2
1213	10	0
1213	11	2
1213	12	0
1213	13	0
1213	14	2
1213	15	0
1215	1	88
1215	2	88
1215	3	88
1215	4	88
1215	5	0
1215	6	0
1215	7	2
1215	8	2
1215	9	0
1215	10	1
1215	11	0
1215	12	0
1215	13	0
1215	14	0
1215	15	88
1216	1	88
1216	2	88
1216	3	88
1216	4	88
1216	5	0
1216	6	0
1216	7	0
1216	8	2
1216	9	0
1216	10	0
1216	11	0
1216	12	88
1216	13	0
1216	14	0
1216	15	88
1217	1	88
1217	2	88
1217	3	88
1217	4	88
1217	5	0
1217	6	0
1217	7	0
1217	8	1
1217	9	0
1217	10	0
1217	11	0
1217	12	0
1217	13	0
1217	14	0
1217	15	88
1218	1	88
1218	2	88
1218	3	88
1218	4	88
1218	5	0
1218	6	0
1218	7	0
1218	8	0
1218	9	0
1218	10	0
1218	11	0
1218	12	0
1218	13	2
1218	14	0
1218	15	88
1219	1	88
1219	2	88
1219	3	88
1219	4	88
1219	5	0
1219	6	0
1219	7	0
1219	8	2
1219	9	0
1219	10	0
1219	11	0
1219	12	0
1219	13	0
1219	14	0
1219	15	88
1220	1	88
1220	2	88
1220	3	88
1220	4	88
1220	5	0
1220	6	1
1220	7	0
1220	8	1
1220	9	1
1220	10	0
1220	11	0
1220	12	0
1220	13	0
1220	14	1
1220	15	88
1221	1	88
1221	2	88
1221	3	88
1221	4	88
1221	5	0
1221	6	0
1221	7	0
1221	8	2
1221	9	0
1221	10	0
1221	11	0
1221	12	0
1221	13	0
1221	14	0
1221	15	88
1222	1	88
1222	2	88
1222	3	88
1222	4	88
1222	5	0
1222	6	0
1222	7	0
1222	8	2
1222	9	0
1222	10	0
1222	11	0
1222	12	0
1222	13	0
1222	14	0
1222	15	88
1223	1	88
1223	2	88
1223	3	88
1223	4	88
1223	5	0
1223	6	0
1223	7	0
1223	8	1
1223	9	0
1223	10	0
1223	11	0
1223	12	0
1223	13	0
1223	14	0
1223	15	88
1224	1	88
1224	2	88
1224	3	88
1224	4	88
1224	5	0
1224	6	0
1224	7	1
1224	8	1
1224	9	1
1224	10	0
1224	11	0
1224	12	0
1224	13	0
1224	14	0
1224	15	88
1225	1	0
1225	2	0
1225	3	0
1225	4	0
1225	5	0
1225	6	0
1225	7	1
1225	8	2
1225	9	0
1225	10	0
1225	11	0
1225	12	0
1225	13	0
1225	14	0
1225	15	0
1226	1	88
1226	2	88
1226	3	88
1226	4	88
1226	5	88
1226	6	88
1226	7	88
1226	8	88
1226	9	88
1226	10	88
1226	11	88
1226	12	88
1226	13	88
1226	14	88
1226	15	88
1227	1	88
1227	2	88
1227	3	88
1227	4	88
1227	5	88
1227	6	88
1227	7	88
1227	8	0
1227	9	88
1227	10	88
1227	11	1
1227	12	88
1227	13	2
1227	14	88
1227	15	88
1228	1	88
1228	2	88
1228	3	88
1228	4	88
1228	5	88
1228	6	88
1228	7	88
1228	8	0
1228	9	2
1228	10	0
1228	11	2
1228	12	88
1228	13	2
1228	14	88
1228	15	88
1301	1	0
1301	2	0
1301	3	2
1301	4	1
1301	5	0
1301	6	0
1301	7	1
1301	8	1
1301	9	2
1301	10	0
1301	11	1
1301	12	0
1301	13	1
1301	14	1
1301	15	88
1303	1	0
1303	2	0
1303	3	0
1303	4	0
1303	5	0
1303	6	0
1303	7	0
1303	8	2
1303	9	2
1303	10	0
1303	11	0
1303	12	0
1303	13	0
1303	14	0
1303	15	0
1304	1	0
1304	2	0
1304	3	1
1304	4	1
1304	5	0
1304	6	1
1304	7	1
1304	8	1
1304	9	1
1304	10	0
1304	11	1
1304	12	0
1304	13	1
1304	14	1
1304	15	88
1305	1	88
1305	2	88
1305	3	88
1305	4	88
1305	5	88
1305	6	88
1305	7	88
1305	8	0
1305	9	88
1305	10	88
1305	11	0
1305	12	88
1305	13	0
1305	14	88
1305	15	88
1306	1	88
1306	2	88
1306	3	88
1306	4	88
1306	5	88
1306	6	88
1306	7	88
1306	8	88
1306	9	88
1306	10	88
1306	11	88
1306	12	88
1306	13	0
1306	14	88
1306	15	88
1307	1	88
1307	2	88
1307	3	88
1307	4	88
1307	5	88
1307	6	88
1307	7	88
1307	8	0
1307	9	88
1307	10	88
1307	11	1
1307	12	88
1307	13	2
1307	14	88
1307	15	88
1401	1	88
1401	2	88
1401	3	88
1401	4	88
1401	5	88
1401	6	88
1401	7	88
1401	8	2
1401	9	2
1401	10	2
1401	11	2
1401	12	0
1401	13	2
1401	14	0
1401	15	88
1402	1	88
1402	2	88
1402	3	88
1402	4	88
1402	5	88
1402	6	88
1402	7	88
1402	8	2
1402	9	2
1402	10	88
1402	11	88
1402	12	88
1402	13	88
1402	14	88
1402	15	88
1403	1	88
1403	2	88
1403	3	88
1403	4	88
1403	5	0
1403	6	1
1403	7	1
1403	8	0
1403	9	1
1403	10	1
1403	11	1
1403	12	0
1403	13	1
1403	14	1
1403	15	1
1404	1	88
1404	2	88
1404	3	88
1404	4	88
1404	5	2
1404	6	2
1404	7	0
1404	8	2
1404	9	2
1404	10	0
1404	11	0
1404	12	0
1404	13	0
1404	14	0
1404	15	0
1405	1	88
1405	2	88
1405	3	88
1405	4	88
1405	5	0
1405	6	0
1405	7	0
1405	8	1
1405	9	0
1405	10	0
1405	11	1
1405	12	0
1405	13	1
1405	14	0
1405	15	0
1406	1	88
1406	2	88
1406	3	88
1406	4	88
1406	5	0
1406	6	0
1406	7	0
1406	8	2
1406	9	0
1406	10	0
1406	11	0
1406	12	0
1406	13	0
1406	14	2
1406	15	0
1407	1	88
1407	2	88
1407	3	88
1407	4	88
1407	5	88
1407	6	1
1407	7	0
1407	8	1
1407	9	0
1407	10	0
1407	11	1
1407	12	0
1407	13	1
1407	14	0
1407	15	88
1408	1	88
1408	2	88
1408	3	88
1408	4	88
1408	5	0
1408	6	0
1408	7	0
1408	8	2
1408	9	2
1408	10	0
1408	11	0
1408	12	0
1408	13	0
1408	14	0
1408	15	0
1409	1	88
1409	2	88
1409	3	88
1409	4	88
1409	5	0
1409	6	0
1409	7	0
1409	8	0
1409	9	0
1409	10	0
1409	11	0
1409	12	0
1409	13	0
1409	14	0
1409	15	0
1501	1	0
1501	2	0
1501	3	0
1501	4	2
1501	5	0
1501	6	0
1501	7	0
1501	8	0
1501	9	2
1501	10	0
1501	11	0
1501	12	2
1501	13	0
1501	14	0
1501	15	88
1502	1	0
1502	2	0
1502	3	0
1502	4	0
1502	5	0
1502	6	0
1502	7	0
1502	8	2
1502	9	2
1502	10	0
1502	11	0
1502	12	0
1502	13	0
1502	14	2
1502	15	0
1503	1	0
1503	2	0
1503	3	0
1503	4	0
1503	5	1
1503	6	0
1503	7	0
1503	8	1
1503	9	1
1503	10	0
1503	11	0
1503	12	0
1503	13	0
1503	14	0
1503	15	0
1504	1	0
1504	2	0
1504	3	0
1504	4	0
1504	5	0
1504	6	0
1504	7	0
1504	8	0
1504	9	1
1504	10	0
1504	11	0
1504	12	1
1504	13	0
1504	14	1
1504	15	0
1505	1	0
1505	2	0
1505	3	0
1505	4	0
1505	5	0
1505	6	0
1505	7	0
1505	8	0
1505	9	0
1505	10	0
1505	11	0
1505	12	1
1505	13	0
1505	14	2
1505	15	0
1507	1	0
1507	2	0
1507	3	1
1507	4	0
1507	5	0
1507	6	1
1507	7	1
1507	8	0
1507	9	0
1507	10	0
1507	11	0
1507	12	0
1507	13	0
1507	14	0
1507	15	0
1508	1	0
1508	2	0
1508	3	2
1508	4	2
1508	5	0
1508	6	2
1508	7	0
1508	8	2
1508	9	2
1508	10	0
1508	11	0
1508	12	2
1508	13	0
1508	14	2
1508	15	88
1509	1	0
1509	2	0
1509	3	0
1509	4	0
1509	5	0
1509	6	0
1509	7	0
1509	8	0
1509	9	2
1509	10	0
1509	11	2
1509	12	1
1509	13	1
1509	14	1
1509	15	0
1510	1	0
1510	2	0
1510	3	2
1510	4	2
1510	5	0
1510	6	2
1510	7	0
1510	8	2
1510	9	2
1510	10	0
1510	11	0
1510	12	0
1510	13	0
1510	14	2
1510	15	2
1601	1	88
1601	2	88
1601	3	2
1601	4	2
1601	5	88
1601	6	0
1601	7	88
1601	8	2
1601	9	0
1601	10	88
1601	11	88
1601	12	2
1601	13	88
1601	14	88
1601	15	88
1603	1	88
1603	2	88
1603	3	2
1603	4	88
1603	5	88
1603	6	88
1603	7	88
1603	8	1
1603	9	0
1603	10	88
1603	11	88
1603	12	88
1603	13	88
1603	14	88
1603	15	88
1604	1	88
1604	2	88
1604	3	88
1604	4	1
1604	5	88
1604	6	0
1604	7	88
1604	8	0
1604	9	88
1604	10	88
1604	11	88
1604	12	0
1604	13	88
1604	14	88
1604	15	88
1701	1	0
1701	2	1
1701	3	1
1701	4	1
1701	5	0
1701	6	0
1701	7	0
1701	8	1
1701	9	0
1701	10	0
1701	11	0
1701	12	1
1701	13	0
1701	14	0
1701	15	0
1702	1	88
1702	2	88
1702	3	88
1702	4	0
1702	5	88
1702	6	88
1702	7	88
1702	8	2
1702	9	88
1702	10	88
1702	11	88
1702	12	88
1702	13	88
1702	14	1
1702	15	88
1703	1	0
1703	2	2
1703	3	0
1703	4	0
1703	5	0
1703	6	0
1703	7	88
1703	8	0
1703	9	2
1703	10	88
1703	11	88
1703	12	0
1703	13	0
1703	14	2
1703	15	2
1801	1	88
1801	2	88
1801	3	2
1801	4	1
1801	5	88
1801	6	2
1801	7	88
1801	8	1
1801	9	2
1801	10	88
1801	11	2
1801	12	2
1801	13	88
1801	14	88
1801	15	88
1802	1	88
1802	2	88
1802	3	2
1802	4	2
1802	5	88
1802	6	88
1802	7	88
1802	8	2
1802	9	2
1802	10	88
1802	11	88
1802	12	88
1802	13	0
1802	14	88
1802	15	88
2002	1	88
2002	2	88
2002	3	88
2002	4	88
2002	5	88
2002	6	88
2002	7	88
2002	8	2
2002	9	2
2002	10	88
2002	11	0
2002	12	88
2002	13	0
2002	14	1
2002	15	88
2004	1	88
2004	2	88
2004	3	88
2004	4	88
2004	5	88
2004	6	2
2004	7	0
2004	8	0
2004	9	0
2004	10	0
2004	11	1
2004	12	88
2004	13	1
2004	14	1
2004	15	0
2005	1	0
2005	2	0
2005	3	0
2005	4	0
2005	5	0
2005	6	1
2005	7	1
2005	8	1
2005	9	0
2005	10	0
2005	11	1
2005	12	0
2005	13	1
2005	14	1
2005	15	1
2006	1	0
2006	2	0
2006	3	0
2006	4	0
2006	5	1
2006	6	1
2006	7	2
2006	8	1
2006	9	0
2006	10	0
2006	11	1
2006	12	88
2006	13	1
2006	14	1
2006	15	0
2007	1	88
2007	2	88
2007	3	88
2007	4	88
2007	5	0
2007	6	1
2007	7	1
2007	8	1
2007	9	2
2007	10	88
2007	11	2
2007	12	88
2007	13	2
2007	14	1
2007	15	88
2008	1	88
2008	2	88
2008	3	2
2008	4	2
2008	5	88
2008	6	88
2008	7	88
2008	8	2
2008	9	2
2008	10	88
2008	11	2
2008	12	88
2008	13	2
2008	14	1
2008	15	88
2009	1	88
2009	2	88
2009	3	88
2009	4	88
2009	5	88
2009	6	0
2009	7	0
2009	8	2
2009	9	1
2009	10	88
2009	11	0
2009	12	88
2009	13	2
2009	14	2
2009	15	88
2010	1	88
2010	2	88
2010	3	88
2010	4	88
2010	5	88
2010	6	0
2010	7	0
2010	8	1
2010	9	1
2010	10	88
2010	11	0
2010	12	88
2010	13	0
2010	14	1
2010	15	88
2011	1	88
2011	2	88
2011	3	88
2011	4	88
2011	5	0
2011	6	0
2011	7	0
2011	8	0
2011	9	0
2011	10	0
2011	11	0
2011	12	88
2011	13	2
2011	14	0
2011	15	0
2012	1	88
2012	2	88
2012	3	88
2012	4	0
2012	5	1
2012	6	1
2012	7	1
2012	8	1
2012	9	88
2012	10	88
2012	11	1
2012	12	88
2012	13	1
2012	14	1
2012	15	0
2014	1	88
2014	2	88
2014	3	0
2014	4	0
2014	5	88
2014	6	88
2014	7	88
2014	8	2
2014	9	2
2014	10	88
2014	11	0
2014	12	88
2014	13	0
2014	14	2
2014	15	88
2015	1	0
2015	2	0
2015	3	0
2015	4	0
2015	5	0
2015	6	0
2015	7	0
2015	8	0
2015	9	2
2015	10	0
2015	11	0
2015	12	0
2015	13	0
2015	14	0
2015	15	0
2016	1	0
2016	2	0
2016	3	1
2016	4	0
2016	5	0
2016	6	1
2016	7	1
2016	8	0
2016	9	1
2016	10	0
2016	11	0
2016	12	0
2016	13	0
2016	14	1
2016	15	0
2017	1	88
2017	2	88
2017	3	88
2017	4	88
2017	5	88
2017	6	88
2017	7	88
2017	8	88
2017	9	88
2017	10	0
2017	11	1
2017	12	88
2017	13	1
2017	14	88
2017	15	88
2018	1	88
2018	2	88
2018	3	88
2018	4	88
2018	5	88
2018	6	0
2018	7	0
2018	8	0
2018	9	0
2018	10	0
2018	11	2
2018	12	88
2018	13	2
2018	14	0
2018	15	0
2019	1	88
2019	2	88
2019	3	88
2019	4	88
2019	5	88
2019	6	1
2019	7	88
2019	8	0
2019	9	1
2019	10	88
2019	11	0
2019	12	88
2019	13	1
2019	14	0
2019	15	88
2020	1	0
2020	2	0
2020	3	0
2020	4	0
2020	5	0
2020	6	0
2020	7	0
2020	8	0
2020	9	0
2020	10	0
2020	11	0
2020	12	0
2020	13	0
2020	14	0
2020	15	0
2021	1	88
2021	2	88
2021	3	88
2021	4	88
2021	5	88
2021	6	88
2021	7	88
2021	8	2
2021	9	0
2021	10	0
2021	11	2
2021	12	0
2021	13	2
2021	14	0
2021	15	0
8003	1	0
8003	2	0
8003	3	0
8003	4	0
8003	5	0
8003	6	0
8003	7	0
8003	8	0
8003	9	1
8003	10	0
8003	11	0
8003	12	0
8003	13	0
8003	14	0
8003	15	0
8004	1	0
8004	2	0
8004	3	0
8004	4	0
8004	5	0
8004	6	2
8004	7	2
8004	8	0
8004	9	0
8004	10	0
8004	11	1
8004	12	0
8004	13	2
8004	14	0
8004	15	88
8005	1	0
8005	2	0
8005	3	0
8005	4	0
8005	5	0
8005	6	0
8005	7	0
8005	8	2
8005	9	0
8005	10	0
8005	11	0
8005	12	0
8005	13	0
8005	14	1
8005	15	88
8007	1	0
8007	2	0
8007	3	0
8007	4	0
8007	5	0
8007	6	0
8007	7	0
8007	8	2
8007	9	0
8007	10	0
8007	11	0
8007	12	0
8007	13	0
8007	14	0
8007	15	0
8008	1	88
8008	2	88
8008	3	1
8008	4	2
8008	5	88
8008	6	0
8008	7	88
8008	8	1
8008	9	1
8008	10	88
8008	11	88
8008	12	88
8008	13	88
8008	14	1
8008	15	0
8012	1	0
8012	2	0
8012	3	0
8012	4	0
8012	5	0
8012	6	2
8012	7	2
8012	8	2
8012	9	0
8012	10	2
8012	11	2
8012	12	0
8012	13	2
8012	14	0
8012	15	0
8014	1	0
8014	2	0
8014	3	1
8014	4	1
8014	5	0
8014	6	1
8014	7	0
8014	8	1
8014	9	0
8014	10	0
8014	11	0
8014	12	1
8014	13	0
8014	14	0
8014	15	0
8016	1	88
8016	2	2
8016	3	1
8016	4	1
8016	5	88
8016	6	88
8016	7	88
8016	8	0
8016	9	0
8016	10	88
8016	11	2
8016	12	1
8016	13	2
8016	14	88
8016	15	1
8018	1	1
8018	2	88
8018	3	1
8018	4	1
8018	5	88
8018	6	1
8018	7	0
8018	8	1
8018	9	2
8018	10	88
8018	11	2
8018	12	1
8018	13	0
8018	14	1
8018	15	88
8020	1	88
8020	2	88
8020	3	88
8020	4	88
8020	5	0
8020	6	0
8020	7	0
8020	8	0
8020	9	0
8020	10	88
8020	11	2
8020	12	88
8020	13	2
8020	14	0
8020	15	88
8025	1	88
8025	2	1
8025	3	88
8025	4	88
8025	5	1
8025	6	88
8025	7	1
8025	8	88
8025	9	1
8025	10	1
8025	11	1
8025	12	0
8025	13	1
8025	14	88
8025	15	88
8026	1	1
8026	2	88
8026	3	2
8026	4	88
8026	5	88
8026	6	88
8026	7	88
8026	8	2
8026	9	1
8026	10	1
8026	11	0
8026	12	1
8026	13	0
8026	14	1
8026	15	1
8029	1	88
8029	2	88
8029	3	88
8029	4	2
8029	5	88
8029	6	0
8029	7	88
8029	8	0
8029	9	88
8029	10	88
8029	11	0
8029	12	0
8029	13	0
8029	14	88
8029	15	88
8032	1	0
8032	2	1
8032	3	1
8032	4	1
8032	5	0
8032	6	1
8032	7	0
8032	8	0
8032	9	2
8032	10	2
8032	11	2
8032	12	2
8032	13	2
8032	14	0
8032	15	0
8034	1	0
8034	2	0
8034	3	2
8034	4	2
8034	5	0
8034	6	2
8034	7	0
8034	8	0
8034	9	0
8034	10	0
8034	11	0
8034	12	1
8034	13	2
8034	14	0
8034	15	88
8037	1	0
8037	2	0
8037	3	0
8037	4	2
8037	5	0
8037	6	0
8037	7	0
8037	8	2
8037	9	1
8037	10	0
8037	11	2
8037	12	2
8037	13	0
8037	14	0
8037	15	88
8038	1	0
8038	2	1
8038	3	1
8038	4	1
8038	5	0
8038	6	0
8038	7	0
8038	8	1
8038	9	2
8038	10	0
8038	11	2
8038	12	2
8038	13	0
8038	14	2
8038	15	0
8039	1	0
8039	2	2
8039	3	2
8039	4	0
8039	5	0
8039	6	1
8039	7	2
8039	8	2
8039	9	2
8039	10	0
8039	11	2
8039	12	0
8039	13	0
8039	14	2
8039	15	88
