PLACEID	LCPRIDR4	ITEMPRC1	ITEMVND1	ITEMINF1
311	19	0,5	16	2
311	20	7	16	2
311	21	1,8	16	2
311	23	0,2	16	2
311	24	1,2	16	2
311	25	1,8	16	2
311	27	9	16	2
311	28	10	16	2
311	29	12	16	2
311	30	2,4	16	2
311	32	8	16	2
311	33	6	16	2
311	34	1,2	16	2
311	35	1,5	16	2
311	36	4,5	16	2
311	37	2	1	2
311	38	-88	88	88
311	39	0,3	16	2
311	40	1,2	16	2
311	41	1,5	16	2
311	42	4	16	2
311	43	1,4	16	2
311	44	3	16	2
311	45	-88	16	2
311	46	40	16	2
311	61	5	16	2
311	70	1,6	16	2
312	1	1,5	1	4
312	2	40	1	4
312	3	13	1	4
312	4	13	1	4
312	5	25	1	4
312	6	22	1	4
312	7	1	9	5
312	8	0,1	9	5
312	9	0,25	9	5
312	10	0,2	9	5
312	11	1,2	1	6
312	12	1,6	1	6
312	13	2,5	1	6
312	15	0,7	1	6
312	16	3	1	6
312	17	1,8	1	6
312	18	-88	88	88
312	19	0,4	1	6
312	20	6	1	6
312	21	2	1	6
312	23	0,2	1	6
312	24	2	1	6
312	25	1	1	6
312	27	9	1	6
312	28	10	1	6
312	29	6	1	6
312	30	2,2	1	6
312	32	10	1	6
312	33	6	1	6
312	34	1	1	6
312	35	2	1	6
312	36	4,5	1	6
312	37	1,25	1	6
312	38	-88	88	88
312	39	0,25	1	6
312	40	0,8	1	6
312	41	2	1	6
312	42	6	1	6
312	43	1	1	6
312	44	2,5	1	6
312	45	-88	16	6
312	46	41	1	6
312	61	4,8	1	6
312	70	5	1	6
313	1	2	16	3
313	2	35	16	3
313	3	25	16	3
313	4	25	16	3
313	5	25	16	3
313	6	25	16	3
313	7	0,5	16	3
313	8	0,5	16	3
313	9	0,5	16	3
313	10	0,5	16	3
313	11	1,2	1	3
313	12	1,6	1	3
313	13	3	1	3
313	15	0,6	1	3
313	16	3	1	3
313	17	1,8	1	3
313	18	-88	88	88
313	19	0,5	1	3
313	20	4	1	3
313	21	2	1	3
313	23	0,2	1	3
313	24	2,5	16	3
313	25	1,5	1	3
313	27	9	16	3
313	28	12	16	3
313	29	5	16	3
313	30	2,3	1	3
313	32	7	1	3
313	33	6,5	1	3
313	34	1	1	3
313	35	2	1	3
313	36	4,5	1	3
313	37	0,6	1	3
313	38	-88	88	88
313	39	0,3	1	3
313	40	1	1	3
313	41	1	16	3
313	42	-88	16	3
313	43	-88	16	3
313	44	-88	16	3
313	45	-88	16	3
313	46	40	1	3
313	61	5	1	3
313	70	2	16	3
314	1	1,5	16	6
314	2	35	1	6
314	3	15	16	6
314	4	10	16	6
314	5	25	16	6
314	6	25	16	6
314	7	0,5	16	7
314	8	0,3	16	7
314	9	0,3	16	7
314	10	0,08	16	7
314	11	1	1	4
314	12	1,6	1	4
314	13	3	1	4
314	15	0,7	16	6
314	16	2,5	1	4
314	17	1,8	1	4
314	18	5,5	1	4
314	19	0,5	1	4
314	20	6	16	6
314	21	1	1	4
314	23	0,2	1	4
314	24	2	1	4
314	25	1,5	16	6
314	27	9	1	4
314	28	6	1	4
314	29	3	1	4
314	30	1,5	1	4
314	32	10	1	4
314	33	6,5	1	4
314	34	1	16	6
314	35	2	16	6
314	36	3,5	1	4
314	37	1,2	16	6
314	38	-88	88	88
314	39	0,3	1	7
314	40	1	1	4
314	41	1,5	16	6
314	42	4	16	6
314	43	-88	16	6
314	44	-88	16	6
314	45	-88	16	6
314	46	45	16	6
314	61	5,5	16	6
314	70	3,5	16	6
401	1	1,8	1	2
401	2	-88	16	2
401	3	10	16	2
401	4	12	16	2
401	5	20	16	2
401	6	25	16	2
401	7	0,6	10	4
401	8	0,03	10	4
401	9	0,11	10	4
401	10	0,07	10	4
401	11	0,8	16	2
401	12	1,8	1	2
401	13	-88	16	2
401	15	0,7	16	2
401	16	2,5	16	2
401	17	2	16	2
401	18	0	16	2
401	19	1	1	2
401	20	3	1	2
401	21	1	1	2
401	23	0,2	1	2
401	24	1,5	1	2
401	25	-88	16	2
401	27	9	16	2
401	28	7	16	2
401	29	10	16	2
401	30	2,5	16	2
401	32	10	16	2
401	33	7	16	2
401	34	1	1	2
401	35	2	16	2
401	36	5	16	2
401	37	0,6	1	2
401	38	0	16	2
401	39	0,3	1	2
401	40	1	1	2
401	41	1	1	2
401	42	-88	16	2
401	43	1,2	16	2
401	44	3	16	2
401	45	5	16	2
401	46	35	16	2
401	61	5	1	2
401	70	3	16	2
402	1	1,5	16	3
402	2	45	16	3
402	3	15	16	3
402	4	15	16	3
402	5	40	16	3
402	6	40	16	3
402	7	0,6	10	5
402	8	0,03	10	5
402	9	0,11	10	5
402	10	0,04	10	5
402	11	1,8	1	4
402	12	3	1	4
402	13	2,8	1	4
402	15	0,8	1	4
402	16	3	1	4
402	17	2	1	4
402	18	0	16	4
402	19	1	1	4
402	20	3	1	4
402	21	1	1	3
402	23	0,2	1	4
402	24	2	1	4
402	25	1	1	4
402	27	10	1	4
402	28	10	1	4
402	29	12	16	4
402	30	2,5	1	4
402	32	10	16	4
402	33	7,5	1	4
402	34	1	1	4
402	35	2	16	4
402	36	5	1	4
402	37	1	1	4
402	38	0	16	4
402	39	0,25	1	4
402	40	1,5	1	4
402	41	1	1	4
402	42	3	1	4
402	43	0,7	1	4
402	44	3	1	4
402	45	6	16	4
402	46	40	1	4
402	61	4,8	1	4
402	70	4	1	4
404	1	1,5	16	1
404	2	35	16	1
404	3	13	16	1
404	4	13	16	1
404	5	20	16	1
404	6	20	16	1
404	7	0,6	16	5
404	8	0,03	16	5
404	9	0,1	16	5
404	10	0,07	16	5
404	11	2	16	4
404	12	2	16	4
404	13	3	16	4
404	15	0,8	16	4
404	16	3	16	4
404	17	2	16	4
404	18	0	16	4
404	19	0,5	16	4
404	20	3	16	4
404	21	1,5	16	4
404	23	0,2	16	4
404	24	2	16	4
404	25	1	16	4
404	27	9	16	4
404	28	8	16	4
404	29	6	16	4
404	30	3	16	4
404	32	10	16	4
404	33	7	16	4
404	34	1	16	4
404	35	2	16	4
404	36	5	16	4
404	37	0,6	16	4
404	38	0	16	4
404	39	0,25	16	4
404	40	2	16	4
404	41	1	16	4
404	42	5	16	4
404	43	1	16	4
404	44	2	16	4
404	45	5	16	4
404	46	33	16	4
404	61	4,8	16	4
404	70	2	16	4
405	1	1,5	1	2
405	2	30	16	2
405	3	15	16	2
405	4	15	16	2
405	5	20	16	2
405	6	20	16	2
405	7	0,54	10	4
405	8	0,05	10	4
405	9	0,1	10	4
405	10	0,1	10	4
405	11	1,2	1	2
405	12	2	1	2
405	13	0	16	2
405	15	0,7	16	2
405	16	2,5	1	2
405	17	2,2	1	2
405	18	0	16	2
405	19	1	1	2
405	20	3,5	1	2
405	21	1,5	1	2
405	23	0,2	1	2
405	24	2,5	1	2
405	25	1,2	1	2
405	27	7,5	1	2
405	28	8	16	2
405	29	7,5	16	2
405	30	2,5	1	2
405	32	9	1	2
405	33	6	1	2
405	34	1	1	2
405	35	2	1	2
405	36	5	1	2
405	37	0,5	1	2
405	38	0	16	2
405	39	0,3	1	2
405	40	1,5	1	2
405	41	0,5	1	2
405	42	3,5	1	2
405	43	1	1	2
405	44	1,7	1	2
405	45	5	16	2
405	46	36	1	2
405	61	5	1	2
405	70	4,5	1	2
406	1	2	1	4
406	2	35	16	4
406	3	12	16	4
406	4	12	16	4
406	5	25	16	4
406	6	25	16	4
406	7	0	10	7
406	8	0,03	10	7
406	9	0,11	10	7
406	10	0,07	10	7
406	11	0,8	1	4
406	12	2	1	4
406	13	0	16	4
406	15	0,7	16	4
406	16	3	1	4
406	17	2	1	4
406	18	0	16	4
406	19	1	1	4
406	20	3,5	1	5
406	21	2	1	4
406	23	0,3	1	4
406	24	2	1	4
406	25	1	1	4
406	27	9	1	4
406	28	8	16	4
406	29	0	16	4
406	30	3,5	1	4
406	32	9	16	4
406	33	6	1	4
406	34	1	1	4
406	35	2	1	4
406	36	5	1	4
406	37	0	1	4
406	38	0	16	4
406	39	0,3	1	4
406	40	1,5	16	4
406	41	1	1	4
406	42	0	16	4
406	43	1	16	4
406	44	2	16	4
406	45	6	16	4
406	46	37	16	4
406	61	4,5	1	4
406	70	5	1	4
407	1	1,5	16	3
407	2	40	16	3
407	3	18	16	3
407	4	15	16	3
407	5	30	16	3
407	6	28	16	3
407	7	0	16	3
407	8	0,2	10	2
407	9	0,3	10	2
407	10	0,5	10	2
407	11	1,3	1	3
407	12	2	1	3
407	13	2,8	1	3
407	15	0,8	16	3
407	16	3	16	3
407	17	2	1	3
407	18	0	16	3
407	19	1	1	3
407	20	5	1	3
407	21	1	1	3
407	23	0,3	1	3
407	24	2	16	3
407	25	1	16	3
407	27	9	16	3
407	28	11	16	3
407	29	10	16	3
407	30	2,5	1	3
407	32	9	16	3
407	33	7	1	3
407	34	1	1	3
407	35	2	16	3
407	36	4	1	3
407	37	0,5	1	3
407	38	0	16	3
407	39	0,3	1	3
407	40	2	16	3
407	41	0,8	16	3
407	42	4	16	3
407	43	1	16	3
407	44	3	16	3
407	45	6	16	3
407	46	34	16	3
407	61	4	1	3
407	70	4	16	3
408	1	2	16	6
408	2	30	16	6
408	3	20	16	6
408	4	20	16	6
408	5	30	16	6
408	6	28	16	6
408	7	0,8	16	5
408	8	0,2	16	5
408	9	0,3	16	5
408	10	0,1	16	5
408	11	-88	16	7
408	12	1,8	16	7
408	13	3	16	7
408	15	0,8	16	7
408	16	3	16	7
408	17	1,8	16	7
408	18	-88	16	7
408	19	1	16	7
408	20	4	16	7
408	21	1	16	7
408	23	0,2	16	7
408	24	3	16	7
408	25	1	16	7
408	27	9	16	7
408	28	10	16	7
408	29	8	16	7
408	30	2,5	16	7
408	32	10	16	7
408	33	6	16	7
408	34	1	16	7
408	35	2	16	7
408	36	5	16	7
408	37	1	16	7
408	38	-88	16	7
408	39	0,3	16	7
408	40	1,4	16	7
408	41	0,8	16	7
408	42	3	16	7
408	43	2	16	7
408	44	3	16	7
408	45	5	16	7
408	46	32	16	7
408	61	4,8	16	7
408	70	4	16	7
502	1	1,5	16	2
502	2	40	16	2
502	3	15	16	2
502	4	15	16	2
502	5	30	16	2
502	6	30	16	2
502	7	0,5	16	3
502	8	0,5	16	2
502	9	1	16	2
502	10	0,1	16	3
502	11	1	16	2
502	12	2	16	2
502	13	2,7	16	2
502	15	0,5	16	2
502	16	2,5	16	2
502	17	1,7	16	2
502	18	-88	16	2
502	19	1	16	2
502	20	3	16	2
502	21	1,2	16	2
502	23	0,2	16	2
502	24	1,2	16	2
502	25	1	16	2
502	27	10	16	2
502	28	8	16	2
502	29	10	16	2
502	30	2	16	2
502	32	10	16	2
502	33	6	16	2
502	34	2	16	2
502	35	2	16	2
502	36	5	16	2
502	37	1	16	2
502	38	1	16	2
502	39	0,3	16	2
502	40	2	16	2
502	41	1,5	16	2
502	42	-88	16	2
502	43	-88	16	2
502	44	-88	16	2
502	45	5	16	2
502	46	-88	16	2
502	61	5,5	16	2
502	70	4	16	2
503	1	2	16	3
503	2	45	16	3
503	3	20	16	3
503	4	20	16	3
503	5	30	16	3
503	6	30	16	3
503	7	0,5	10	6
503	8	0,03	10	6
503	9	0,14	10	6
503	10	0,1	10	6
503	11	1,2	16	3
503	12	2	1	3
503	13	3	16	3
503	15	0,7	16	3
503	16	3	1	3
503	17	2	16	3
503	18	0	16	3
503	19	1,2	1	3
503	20	3	16	3
503	21	1	1	3
503	23	0,2	1	3
503	24	3	16	3
503	25	1	1	3
503	27	9	16	3
503	28	9,5	16	3
503	29	8	16	3
503	30	2	16	3
503	32	10	16	3
503	33	4,5	1	3
503	34	2	16	3
503	35	2	16	3
503	36	5	16	3
503	37	0,5	1	3
503	38	0	16	3
503	39	0,2	1	3
503	40	1,5	16	3
503	41	1,5	16	3
503	42	5	16	3
503	43	0,6	16	3
503	44	0,7	16	3
503	45	5	16	3
503	46	37	16	3
503	61	3,8	1	3
503	70	4	1	3
505	1	1,5	1	2
505	2	40	16	2
505	3	12	16	2
505	4	12	16	2
505	5	30	16	2
505	6	30	16	2
505	7	0,52	10	5
505	8	0,02	10	5
505	9	0,07	10	5
505	10	0,06	10	5
505	11	1	1	2
505	12	2	1	2
505	13	3	1	2
505	15	0,8	16	2
505	16	3	1	2
505	17	1,8	1	2
505	18	0	16	2
505	19	1,2	1	2
505	20	4	16	2
505	21	1	1	2
505	23	0,25	1	2
505	24	3,5	1	2
505	25	1	1	2
505	27	10	16	2
505	28	9	16	2
505	29	9	16	2
505	30	2	1	2
505	32	12	16	1
505	33	4,5	1	2
505	34	1	1	2
505	35	2	1	2
505	36	5	16	2
505	37	1	1	2
505	38	0	16	2
505	39	0,25	1	2
505	40	1	1	2
505	41	1,5	1	2
505	42	4	16	2
505	43	0,7	1	2
505	44	1,5	16	2
505	45	4	16	2
505	46	37	16	2
505	61	4	1	2
505	70	4	1	2
506	1	1,5	1	4
506	2	45	16	4
506	3	25	16	4
506	4	25	16	4
506	5	30	16	4
506	6	30	16	4
506	7	0,7	10	5
506	8	0,06	10	5
506	9	0,14	10	5
506	10	0,04	10	5
506	11	1,3	1	4
506	12	2	1	4
506	13	3	16	4
506	15	0,5	1	4
506	16	3	1	4
506	17	2	1	4
506	18	0	16	4
506	19	1,2	1	4
506	20	3,5	1	4
506	21	1	1	4
506	23	0,3	1	4
506	24	5	1	4
506	25	1	1	4
506	27	10	1	4
506	28	9	16	4
506	29	9	16	4
506	30	3,5	1	4
506	32	12	1	4
506	33	4,5	1	4
506	34	1	1	4
506	35	2,5	1	4
506	36	4,5	1	4
506	37	0,8	1	4
506	38	0	16	4
506	39	0,3	1	4
506	40	1,2	1	4
506	41	2	1	4
506	42	5	16	4
506	43	0,8	1	4
506	44	0,8	1	4
506	45	5	16	4
506	46	36	1	4
506	61	4	1	4
506	70	4	1	4
601	1	1,5	1	3
601	2	50	1	3
601	3	14	1	3
601	4	14	1	3
601	5	30	1	3
601	6	30	1	3
601	7	0,6	10	5
601	8	0,04	10	5
601	9	0,17	10	5
601	10	0,04	10	5
601	11	1,5	1	3
601	12	2,4	1	3
601	13	3	1	3
601	15	1	16	3
601	16	3	1	3
601	17	2,4	1	3
601	18	0	16	3
601	19	1	1	3
601	20	5	1	3
601	21	1	1	3
601	23	0,3	1	3
601	24	3,5	1	3
601	25	1	1	3
601	27	7,2	1	3
601	28	10	16	3
601	29	8	16	3
601	30	3	1	3
601	32	10	1	3
601	33	6	1	3
601	34	1	1	3
601	35	2	1	3
601	36	4	1	3
601	37	0,6	1	3
601	38	0	16	3
601	39	0,25	1	3
601	40	1,5	1	3
601	41	2	1	3
601	42	4	16	3
601	43	1	1	3
601	44	1,2	16	3
601	45	5	16	3
601	46	34	16	3
601	61	4	1	3
601	70	4	16	3
701	1	1,5	1	4
701	2	40	16	4
701	3	15	16	4
701	4	15	16	4
701	5	30	16	4
701	6	20	16	4
701	7	0,6	10	8
701	8	0,04	10	8
701	9	0,12	10	8
701	10	0,1	10	8
701	11	1,5	1	3
701	12	2,5	1	3
701	13	3,5	1	3
701	15	1	1	3
701	16	3	1	3
701	17	1,8	1	3
701	18	-88	16	3
701	19	1	1	3
701	20	6,5	1	3
701	21	1,3	1	3
701	23	0,2	1	3
701	24	3	1	3
701	25	1	1	3
701	27	8	1	3
701	28	15	1	8
701	29	7	16	8
701	30	2	1	3
701	32	7	1	3
701	33	7	1	3
701	34	1	1	3
701	35	1,5	1	3
701	36	4	1	3
701	37	1	1	2
701	38	-88	16	2
701	39	0,5	1	3
701	40	2	1	3
701	41	0,6	1	3
701	42	2,5	1	3
701	43	1,2	1	4
701	44	3	1	4
701	45	-88	16	88
701	46	38,5	1	6
701	61	5	1	3
701	70	4	1	3
702	1	1,5	1	8
702	2	45	16	8
702	3	25	16	8
702	4	21	16	8
702	5	28	16	8
702	6	28	16	8
702	7	0,6	10	9
702	8	0,04	10	9
702	9	0,12	10	9
702	10	-88	16	9
702	11	1,5	1	5
702	12	2,8	1	5
702	13	4	1	5
702	15	1	1	7
702	16	3	1	5
702	17	2	1	5
702	18	-88	16	5
702	19	1	1	5
702	20	7,2	1	5
702	21	1,5	1	5
702	23	0,2	1	5
702	24	4,8	16	5
702	25	1	1	5
702	27	8,5	1	7
702	28	12	16	7
702	29	7,5	16	7
702	30	2,4	1	7
702	32	15	16	5
702	33	7,6	1	5
702	34	1	1	7
702	35	1,5	1	7
702	36	4,5	1	7
702	37	1	1	7
702	38	-88	16	7
702	39	0,5	1	7
702	40	2,5	1	5
702	41	2	1	5
702	42	3,5	1	5
702	43	1,5	1	5
702	44	3,5	1	5
702	45	3,5	16	5
702	46	39	1	6
702	61	5,5	1	5
702	70	4,5	1	5
703	1	1,5	1	3
703	2	 	 	 
703	3	 	 	 
703	4	 	 	 
703	5	 	 	 
703	6	 	 	 
703	7	 	 	 
703	8	 	 	 
703	9	 	 	 
703	10	 	 	 
703	11	 	 	 
703	12	 	 	 
703	13	 	 	 
703	15	 	 	 
703	16	 	 	 
703	17	 	 	 
703	18	 	 	 
703	19	 	 	 
703	20	 	 	 
703	21	 	 	 
703	23	 	 	 
703	24	 	 	 
703	25	 	 	 
703	27	 	 	 
703	28	 	 	 
703	29	 	 	 
703	30	 	 	 
703	32	 	 	 
703	33	 	 	 
703	34	 	 	 
703	35	 	 	 
703	36	 	 	 
703	37	 	 	 
703	38	 	 	 
703	39	 	 	 
703	40	 	 	 
703	41	 	 	 
703	42	 	 	 
703	43	 	 	 
703	44	 	 	 
703	45	 	 	 
703	46	 	 	 
703	61	 	 	 
703	70	 	 	 
707	1	1,5	16	5
707	2	40	16	5
707	3	15	16	5
707	4	15	16	5
707	5	25	16	5
707	6	25	16	5
707	7	0,6	10	6
707	8	0,04	10	6
707	9	0,12	10	6
707	10	-88	16	6
707	11	1,5	1	4
707	12	2,4	1	4
707	13	3	1	4
707	15	1	1	4
707	16	3	1	4
707	17	2	1	4
707	18	-88	16	5
707	19	1	1	4
707	20	7	1	4
707	21	1	1	4
707	23	0,2	1	4
707	24	5	1	4
707	25	1	1	4
707	27	7,5	16	5
707	28	8	16	5
707	29	7	16	5
707	30	2	1	4
707	32	10	16	5
707	33	5,5	1	4
707	34	1	1	4
707	35	1,5	1	4
707	36	4	1	4
707	37	1	1	4
707	38	-88	16	5
707	39	0,3	1	4
707	40	1,5	1	4
707	41	1,5	1	4
707	42	4,5	16	5
707	43	1,5	1	4
707	44	4	16	5
707	45	3,5	16	5
707	46	38	16	6
707	61	5,5	1	4
707	70	4	1	4
708	1	1,5	1	5
708	2	45	16	3
708	3	16	16	3
708	4	16	16	3
708	5	32	16	3
708	6	32	16	3
708	7	0,6	10	7
708	8	0,04	10	7
708	9	0,12	10	7
708	10	-88	16	7
708	11	1,2	1	5
708	12	2,5	1	5
708	13	3,5	1	5
708	15	1,2	1	5
708	16	3	1	5
708	17	2	1	5
708	18	-88	16	5
708	19	1,2	1	5
708	20	6,5	1	5
708	21	1,5	1	5
708	23	0,2	1	5
708	24	4,5	1	5
708	25	1	1	5
708	27	8	1	5
708	28	12	1	5
708	29	7	1	5
708	30	2,5	1	5
708	32	13	1	5
708	33	7	1	5
708	34	1,2	1	5
708	35	1,8	1	5
708	36	4,5	1	5
708	37	1	1	5
708	38	1,05	16	5
708	39	0,5	1	5
708	40	1,2	1	5
708	41	1,8	1	5
708	42	3	1	5
708	43	1,2	1	5
708	44	2,8	1	5
708	45	3	16	2
708	46	37	1	5
708	61	5,2	1	5
708	70	4	1	5
709	1	1,5	1	3
709	2	48	16	3
709	3	15	16	3
709	4	15	16	3
709	5	30	16	3
709	6	30	16	3
709	7	0,6	10	8
709	8	0,04	10	8
709	9	0,12	10	8
709	10	-88	16	8
709	11	1,7	1	5
709	12	2,5	1	5
709	13	4,5	1	5
709	15	1	1	4
709	16	3,2	1	5
709	17	2,5	1	5
709	18	-88	16	5
709	19	1,2	1	5
709	20	7	1	4
709	21	1,2	1	4
709	23	0,2	1	4
709	24	4	1	5
709	25	1	1	5
709	27	6,5	1	5
709	28	9	1	5
709	29	7	1	5
709	30	2,5	1	5
709	32	12	1	5
709	33	7	1	5
709	34	1	1	4
709	35	1,5	1	4
709	36	4	1	4
709	37	1	1	4
709	38	-88	16	4
709	39	0,3	1	4
709	40	1	1	4
709	41	1	1	4
709	42	4	1	4
709	43	1,5	1	4
709	44	4	1	4
709	45	4	16	4
709	46	39,2	1	4
709	61	5,2	1	5
709	70	4	1	5
710	1	1,5	1	5
710	2	40	16	5
710	3	15	16	5
710	4	15	16	5
710	5	30	16	5
710	6	20	16	5
710	7	0,6	10	1
710	8	0,04	10	1
710	9	0,12	10	1
710	10	0,1	10	1
710	11	1,5	1	5
710	12	2,5	1	5
710	13	3,5	1	5
710	15	0,5	1	5
710	16	3	1	5
710	17	2,5	1	5
710	18	-88	16	5
710	19	1	1	5
710	20	4,5	1	5
710	21	1	1	5
710	23	0,2	1	5
710	24	4	16	5
710	25	1	1	5
710	27	8	1	5
710	28	14	16	5
710	29	6	16	5
710	30	2	1	5
710	32	12	16	5
710	33	6,5	1	5
710	34	1	1	5
710	35	1,5	1	5
710	36	4	1	5
710	37	1	1	4
710	38	-88	16	4
710	39	0,5	1	5
710	40	2,5	1	5
710	41	1	1	5
710	42	3	16	5
710	43	1,2	1	5
710	44	3	1	5
710	45	3,5	16	3
710	46	39,5	1	5
710	61	5	1	5
710	70	4	16	5
711	1	1,5	1	7
711	2	40	16	7
711	3	15	16	7
711	4	15	16	7
711	5	30	16	7
711	6	20	16	7
711	7	0,6	10	1
711	8	0,04	10	1
711	9	0,12	10	1
711	10	0,1	10	1
