PLACEID	PRLDIDR4	AVLNDPRC	MNLNDPRC	MXLDNPRC
1404	2	88	 	 
1404	3	200	 	 
1405	1	-88	 	 
1405	2	-88	 	 
1405	3	120	 	 
1406	1	-88	 	 
1406	2	-88	 	 
1406	3	-77	100	250
1407	1	-88	 	 
1407	2	-88	 	 
1407	3	250	 	 
1408	1	-88	 	 
1408	2	-88	 	 
1408	3	-77	40	300
1409	1	-88	 	 
1409	2	-88	 	 
1409	3	-77	120	180
1501	1	-88	 	 
1501	2	-77	4000	6000
1501	3	20	 	 
1502	1	-88	 	 
1502	2	-77	3000	5000
1502	3	10	 	 
1503	1	-77	30000	40000
1503	2	30000	 	 
1503	3	10	 	 
1504	1	-88	 	 
1504	2	8000	 	 
1504	3	8	 	 
1505	1	-88	 	 
1505	2	-88	 	 
1505	3	-88	 	 
1507	1	-88	 	 
1507	2	-77	1000	3000
1507	3	20	 	 
1508	1	-77	6000	9000
1508	2	-77	3500	4000
1508	3	-77	20	40
1509	1	200000	 	 
1509	2	50000	 	 
1509	3	50	 	 
1510	1	-77	6000	9000
1510	2	-77	4000	5000
1510	3	-77	20	40
1601	1	7000	 	 
1601	2	3000	 	 
1601	3	50	 	 
1603	1	6000	 	 
1603	2	3000	 	 
1603	3	10	 	 
1604	1	4000	 	 
1604	2	1500	 	 
1604	3	15	 	 
1701	1	20000	 	 
1701	2	10000	 	 
1701	3	15	 	 
1702	1	-77	48000	60000
1702	2	-77	3000	8000
1702	3	-88	 	 
1703	1	10000	 	 
1703	2	5000	 	 
1703	3	4	 	 
1801	1	-77	5000	8000
1801	2	-77	4000	4500
1801	3	-77	15	20
1802	1	5000	 	 
1802	2	2000	 	 
1802	3	-77	5	8
2002	1	-88	 	 
2002	2	-88	 	 
2002	3	180	 	 
2004	1	-88	 	 
2004	2	-88	 	 
2004	3	250	 	 
2005	1	-88	 	 
2005	2	-88	 	 
2005	3	150	 	 
2006	1	-88	 	 
2006	2	-88	 	 
2006	3	150	 	 
2007	1	-88	 	 
2007	2	-88	 	 
2007	3	100	 	 
2008	1	-88	 	 
2008	2	-88	 	 
2008	3	550	 	 
2009	1	-88	 	 
2009	2	-88	 	 
2009	3	200	 	 
2010	1	-88	 	 
2010	2	-88	 	 
2010	3	270	 	 
2011	1	-88	 	 
2011	2	-88	 	 
2011	3	900	 	 
2012	1	-88	 	 
2012	2	-88	 	 
2012	3	300	 	 
2014	1	-88	 	 
2014	2	-88	 	 
2014	3	210	 	 
2015	1	-88	 	 
2015	2	-88	 	 
2015	3	200	 	 
2016	1	-88	 	 
2016	2	-88	 	 
2016	3	50	 	 
2017	1	-88	 	 
2017	2	-88	 	 
2017	3	250	 	 
2018	1	-88	 	 
2018	2	-88	 	 
2018	3	900	 	 
2019	1	-88	 	 
2019	2	-88	 	 
2019	3	-77	70	100
2020	1	-88	 	 
2020	2	-88	 	 
2020	3	-88	 	 
2021	1	-88	 	 
2021	2	-88	 	 
2021	3	200	 	 
8003	1	-88	 	 
8003	2	-88	 	 
8003	3	11,1	 	 
8004	1	40000	 	 
8004	2	10000	 	 
8004	3	50	 	 
8005	1	-88	 	 
8005	2	12000	 	 
8005	3	20	 	 
8007	1	-88	 	 
8007	2	-88	 	 
8007	3	300	 	 
8008	1	2000	 	 
8008	2	1200	 	 
8008	3	20	 	 
8012	1	-88	 	 
8012	2	-88	 	 
8012	3	500	 	 
8014	1	2000000	 	 
8014	2	-88	 	 
8014	3	200	 	 
8016	1	-77	40000	50000
8016	2	-77	20000	30000
8016	3	-77	1000	5000
8018	1	-77	80000	120000
8018	2	30000	 	 
8018	3	-77	450	800
8020	1	-88	 	 
8020	2	-88	 	 
8020	3	500	 	 
8025	1	-88	 	 
8025	2	-77	2	6
8025	3	-77	52,2	72,5
8026	1	100000	 	 
8026	2	-88	 	 
8026	3	230	 	 
8029	1	-77	4000	5000
8029	2	-77	2000	3000
8029	3	-77	3	4
8032	1	24000	 	 
8032	2	10000	 	 
8032	3	2240	 	 
8034	1	-77	30000	40000
8034	2	-77	25000	30000
8034	3	40	 	 
8037	1	30000	 	 
8037	2	20000	 	 
8037	3	13,3	 	 
8038	1	30000	 	 
8038	2	10000	 	 
8038	3	350	 	 
8039	1	-88	 	 
8039	2	-88	 	 
8039	3	800	 	 
8040	1	-77	25000	40000
8040	2	-77	1000	3000
8040	3	-77	21	50
8041	1	50000	 	 
8041	2	20000	 	 
8041	3	62,5	 	 
8046	1	-88	 	 
8046	2	-88	 	 
8046	3	200	 	 
8048	1	-77	10000	12000
8048	2	-77	5000	8000
8048	3	-77	50	200
8059	1	600000	 	 
8059	2	-88	 	 
8059	3	120	 	 
8060	1	-88	 	 
8060	2	-88	 	 
8060	3	-77	70	80
8062	1	-88	 	 
8062	2	-88	 	 
8062	3	200	 	 
8064	1	30000	 	 
8064	2	10000	 	 
8064	3	100	 	 
8066	1	-88	 	 
8066	2	8000	 	 
8066	3	40	 	 
8067	1	-88	 	 
8067	2	-77	3000	5000
8067	3	30	 	 
8069	1	10000	 	 
8069	2	6000	 	 
8069	3	500	 	 
8070	1	-88	 	 
8070	2	8000	 	 
8070	3	10	 	 
8071	1	-88	 	 
8071	2	-77	3000	5000
8071	3	10	 	 
8072	1	-88	 	 
8072	2	2000	 	 
8072	3	10	 	 
8083	1	-88	 	 
8083	2	-88	 	 
8083	3	500	 	 
8084	1	-88	 	 
8084	2	-88	 	 
8084	3	150	 	 
8085	1	60000	 	 
8085	2	-88	 	 
8085	3	-77	23	60
8086	1	28000	 	 
8086	2	10000	 	 
8086	3	20	 	 
8088	1	-88	 	 
8088	2	-88	 	 
8088	3	1000	 	 
8090	1	-88	 	 
8090	2	-88	 	 
8090	3	500	 	 
8091	1	-88	 	 
8091	2	-88	 	 
8091	3	-77	1350	1500
8092	1	-88	 	 
8092	2	-88	 	 
8092	3	216	 	 
8094	1	-88	 	 
8094	2	-88	 	 
8094	3	1500	 	 
8097	1	-88	 	 
8097	2	-88	 	 
8097	3	-77	200	2000
8098	1	-88	 	 
8098	2	-88	 	 
8098	3	-77	-77	-77
8099	1	-88	 	 
8099	2	-88	 	 
8099	3	1000	 	 
8107	1	-88	 	 
8107	2	-88	 	 
8107	3	500	 	 
8108	1	-88	 	 
8108	2	-88	 	 
8108	3	460	 	 
8109	1	-88	 	 
8109	2	-88	 	 
8109	3	500	 	 
8110	1	-88	 	 
8110	2	-88	 	 
8110	3	7000	 	 
8111	1	-88	 	 
8111	2	-88	 	 
8111	3	250	 	 
8112	1	-88	 	 
8112	2	-88	 	 
8112	3	-77	100	150
8114	1	-88	 	 
8114	2	-88	 	 
8114	3	560	 	 
8115	1	-88	 	 
8115	2	-88	 	 
8115	3	28	 	 
8123	1	-88	 	 
8123	2	-88	 	 
8123	3	-88	 	 
8124	1	-88	 	 
8124	2	-88	 	 
8124	3	-77	2160	2700
8125	1	-88	 	 
8125	2	-88	 	 
8125	3	2800	 	 
8126	1	-88	 	 
8126	2	-88	 	 
8126	3	400	 	 
8127	1	-88	 	 
8127	2	-88	 	 
8127	3	1430	 	 
8128	1	-88	 	 
8128	2	-88	 	 
8128	3	-88	 	 
8129	1	300000	 	 
8129	2	-88	 	 
8129	3	-77	45	90
8130	1	-88	 	 
8130	2	-88	 	 
8130	3	400	 	 
8135	1	-88	 	 
8135	2	5000	 	 
8135	3	5	 	 
8138	1	450000	 	 
8138	2	20000	 	 
8138	3	50	 	 
8140	1	10000	 	 
8140	2	3000	 	 
8140	3	-77	100	150
8141	1	-77	16000	40000
8141	2	-77	7000	25000
8141	3	-77	12	60
8142	1	-88	 	 
8142	2	2000	 	 
8142	3	50	 	 
8143	1	4000	 	 
8143	2	2000	 	 
8143	3	50	 	 
8144	1	-88	 	 
8144	2	-88	 	 
8144	3	700	 	 
8145	1	30000	 	 
8145	2	12000	 	 
8145	3	60	 	 
8146	1	-88	 	 
8146	2	-88	 	 
8146	3	120	 	 
8147	1	-88	 	 
8147	2	-88	 	 
8147	3	-77	275	400
8148	1	120000	 	 
8148	2	30000	 	 
8148	3	30	 	 
8151	1	3000	 	 
8151	2	1500	 	 
8151	3	250	 	 
8152	1	15000	 	 
8152	2	4000	 	 
8152	3	10	 	 
8160	1	10000	 	 
8160	2	6000	 	 
8160	3	125	 	 
8161	1	50000	 	 
8161	2	20000	 	 
8161	3	30	 	 
8162	1	20000	 	 
8162	2	6000	 	 
8162	3	5	 	 
8163	1	-88	 	 
8163	2	-77	5000	12000
8163	3	20	 	 
8166	1	30000	 	 
8166	2	1000	 	 
8166	3	20	 	 
8168	1	-88	 	 
8168	2	-77	3000	10000
8168	3	41,6	 	 
8169	1	-88	 	 
8169	2	2000	 	 
8169	3	15	 	 
8170	1	-88	 	 
8170	2	1000	 	 
8170	3	10	 	 
8171	1	-88	 	 
8171	2	10000	 	 
8171	3	3	 	 
8172	1	50000	 	 
8172	2	20000	 	 
8172	3	25	 	 
8175	1	-88	 	 
8175	2	500	 	 
8175	3	3	 	 
8177	1	-88	 	 
8177	2	3000	 	 
8177	3	1	 	 
8180	1	-77	24000	27000
8180	2	-77	7000	9000
8180	3	80	 	 
8181	1	15000	 	 
8181	2	5000	 	 
8181	3	5	 	 
8182	1	200000	 	 
8182	2	-77	50000	150000
8182	3	-77	20	30
8184	1	1500	 	 
8184	2	-88	 	 
8184	3	200	 	 
8185	1	-88	 	 
8185	2	-88	 	 
8185	3	5,6	 	 
8186	1	50000	 	 
8186	2	30000	 	 
8186	3	10	 	 
8188	1	-88	 	 
8188	2	-88	 	 
8188	3	180	 	 
8189	1	140000	 	 
8189	2	-88	 	 
8189	3	-77	140	280
8192	1	-88	 	 
8192	2	-88	 	 
8192	3	23	 	 
8193	1	-77	15861,28	21953,33
8193	2	-77	1866,03	2195,33
8193	3	600	 	 
8198	1	-88	 	 
8198	2	300	 	 
8198	3	0,3	 	 
8199	1	-88	 	 
8199	2	-88	 	 
8199	3	-88	 	 
8201	1	-88	 	 
8201	2	3000	 	 
8201	3	10	 	 
8202	1	56000	 	 
8202	2	28000	 	 
8202	3	6	 	 
8203	1	-77	10000	15000
8203	2	-77	5000	10000
8203	3	-77	15	200
8204	1	-88	 	 
8204	2	3000	 	 
8204	3	60	 	 
8205	1	-88	 	 
8205	2	10000	 	 
8205	3	70	 	 
8206	1	2000	 	 
8206	2	1000	 	 
8206	3	20	 	 
8207	1	-88	 	 
8207	2	35000	 	 
8207	3	30	 	 
8209	1	-88	 	 
8209	2	20000	 	 
8209	3	10	 	 
8210	1	-88	 	 
8210	2	2000	 	 
8210	3	17	 	 
8211	1	15000	 	 
8211	2	600	 	 
8211	3	44,4	 	 
8212	1	-88	 	 
8212	2	-88	 	 
8212	3	36	 	 
8213	1	-88	 	 
8213	2	3000	 	 
8213	3	3	 	 
8215	1	50000	 	 
8215	2	10000	 	 
8215	3	20	 	 
8216	1	-88	 	 
8216	2	-88	 	 
8216	3	80	 	 
8217	1	-88	 	 
8217	2	-88	 	 
8217	3	840	 	 
8219	1	60	 	 
8219	2	-88	 	 
8219	3	1000	 	 
8220	1	1500	 	 
8220	2	500	 	 
8220	3	15	 	 
8223	1	-88	 	 
8223	2	-88	 	 
8223	3	420	 	 
8226	1	-88	 	 
8226	2	-88	 	 
8226	3	300	 	 
8227	1	-88	 	 
8227	2	-88	 	 
8227	3	80	 	 
8228	1	10000	 	 
8228	2	-88	 	 
8228	3	5	 	 
8232	1	-88	 	 
8232	2	-77	8000	10000
8232	3	8	 	 
8236	1	500000	 	 
8236	2	-88	 	 
8236	3	-88	 	 
8237	1	25000	 	 
8237	2	15000	 	 
8237	3	30	 	 
8239	1	-88	 	 
8239	2	30000	 	 
8239	3	35	 	 
8248	1	50000	 	 
8248	2	30000	 	 
8248	3	80	 	 
8250	1	40000	 	 
8250	2	500	 	 
8250	3	-77	10	20
8251	1	-77	5000	6000
8251	2	-88	 	 
8251	3	-77	2	4
8254	1	-88	 	 
8254	2	-88	 	 
8254	3	500	 	 
8255	1	-77	180000	400000
8255	2	-88	 	 
8255	3	300	 	 
8257	1	-88	 	 
8257	2	-88	 	 
8257	3	-77	150	200
8258	1	-88	 	 
8258	2	-88	 	 
8258	3	38	 	 
8259	1	-88	 	 
8259	2	-88	 	 
8259	3	50	 	 
8260	1	-88	 	 
8260	2	-88	 	 
8260	3	405	 	 
8261	1	-88	 	 
8261	2	-88	 	 
8261	3	554	 	 
8264	1	-88	 	 
8264	2	-88	 	 
8264	3	250	 	 
8267	1	-88	 	 
8267	2	-88	 	 
8267	3	280	 	 
8269	1	-88	 	 
8269	2	-88	 	 
8269	3	150	 	 
8273	1	-77	12000	15000
8273	2	-77	10000	13000
8273	3	-77	35	55
8274	1	-88	 	 
8274	2	-88	 	 
8274	3	-77	100	150
8275	1	-88	 	 
8275	2	-88	 	 
8275	3	337,5	 	 
8276	1	21953	 	 
8276	2	-88	 	 
8276	3	-77	34,63	103,86
8277	1	6000	 	 
8277	2	3000	 	 
8277	3	75	 	 
8279	1	-88	 	 
8279	2	-88	 	 
8279	3	500	 	 
8281	1	-88	 	 
8281	2	-88	 	 
8281	3	100	 	 
8285	1	-88	 	 
8285	2	-88	 	 
8285	3	400	 	 
8286	1	-88	 	 
8286	2	-88	 	 
8286	3	500	 	 
8287	1	-88	 	 
8287	2	-88	 	 
8287	3	-77	421,9	506,25
8290	1	-88	 	 
8290	2	-88	 	 
8290	3	1000	 	 
8297	1	-88	 	 
8297	2	-88	 	 
8297	3	1000	 	 
8298	1	-88	 	 
8298	2	-88	 	 
8298	3	-77	250	300
8302	1	-88	 	 
8302	2	-88	 	 
8302	3	280	 	 
8304	1	-88	 	 
8304	2	-88	 	 
8304	3	-88	 	 
8305	1	-88	 	 
8305	2	-88	 	 
8305	3	50	 	 
8306	1	-88	 	 
8306	2	-88	 	 
8306	3	400	 	 
8307	1	-88	 	 
8307	2	-88	 	 
8307	3	600	 	 
8310	1	-88	 	 
8310	2	-88	 	 
8310	3	1575	 	 
8311	1	-88	 	 
8311	2	-88	 	 
8311	3	600	 	 
8316	1	30000	 	 
8316	2	5000	 	 
8316	3	170	 	 
8317	1	14150	 	 
8317	2	8490	 	 
8317	3	7,5	 	 
8318	1	-88	 	 
8318	2	3000	 	 
8318	3	30	 	 
8319	1	-88	 	 
8319	2	-77	300000	400000
8319	3	-77	100	150
8320	1	-88	 	 
8320	2	-88	 	 
8320	3	-77	60	70
8321	1	-88	 	 
8321	2	-88	 	 
8321	3	-77	150	400
8322	1	-88	 	 
8322	2	-88	 	 
8322	3	80	 	 
8323	1	-88	 	 
8323	2	-88	 	 
8323	3	70	 	 
8325	1	-88	 	 
8325	2	-88	 	 
8325	3	-77	290	350
8327	1	-88	 	 
8327	2	-88	 	 
8327	3	2100	 	 
8328	1	100000	 	 
8328	2	50000	 	 
8328	3	7	 	 
8333	1	-88	 	 
8333	2	2000	 	 
8333	3	30	 	 
8334	1	-88	 	 
8334	2	-77	5000	7000
8334	3	20	 	 
8336	1	-88	 	 
8336	2	8000	 	 
8336	3	2	 	 
8337	1	-88	 	 
8337	2	4000	 	 
8337	3	15	 	 
8340	1	-88	 	 
8340	2	-88	 	 
8340	3	-88	 	 
8341	1	-88	 	 
8341	2	-88	 	 
8341	3	-88	 	 
8342	1	-88	 	 
8342	2	5000	 	 
8342	3	4	 	 
8343	1	40000	 	 
8343	2	2000	 	 
8343	3	350	 	 
8345	1	-88	 	 
8345	2	-88	 	 
8345	3	-88	 	 
8348	1	30000	 	 
8348	2	5000	 	 
8348	3	15	 	 
8349	1	60000	 	 
8349	2	10000	 	 
8349	3	30	 	 
8350	1	-77	30000	50000
8350	2	-77	3000	15000
8350	3	50	 	 
8353	1	-88	 	 
8353	2	-88	 	 
8353	3	-77	350	500
8357	1	80000	 	 
8357	2	40000	 	 
8357	3	15	 	 
8358	1	60000	 	 
8358	2	3000	 	 
8358	3	2	 	 
8360	1	-77	150000	200000
8360	2	-77	50000	150000
8360	3	-77	25	30
8362	1	-88	 	 
8362	2	3000	 	 
8362	3	20	 	 
8364	1	-88	 	 
8364	2	-88	 	 
8364	3	540	 	 
8365	1	-88	 	 
8365	2	-88	 	 
8365	3	270	 	 
8366	1	-88	 	 
8366	2	-88	 	 
8366	3	500	 	 
8367	1	-88	 	 
8367	2	-88	 	 
8367	3	490	 	 
8368	1	-88	 	 
8368	2	-88	 	 
8368	3	720	 	 
8369	1	-88	 	 
8369	2	-88	 	 
8369	3	960	 	 
8370	1	-88	 	 
8370	2	-88	 	 
8370	3	800	 	 
8371	1	-88	 	 
8371	2	-88	 	 
8371	3	500	 	 
8372	1	-88	 	 
8372	2	-88	 	 
8372	3	300	 	 
8373	1	-88	 	 
8373	2	-88	 	 
8373	3	-77	2000	3000
8374	1	-77	-77	-77
8374	2	-77	-77	-77
8374	3	-77	-77	-77
8375	1	-88	 	 
8375	2	-88	 	 
8375	3	100	 	 
8376	1	-88	 	 
8376	2	-88	 	 
8376	3	-88	 	 
8377	1	-88	 	 
8377	2	-88	 	 
8377	3	35	 	 
8378	1	-88	 	 
8378	2	-88	 	 
8378	3	-77	1000	1600
8379	1	-88	 	 
8379	2	-88	 	 
8379	3	360	 	 
8380	1	-88	 	 
8380	2	-88	 	 
8380	3	400	 	 
8381	1	126000	 	 
8381	2	40000	 	 
8381	3	10	 	 
8382	1	60000	 	 
8382	2	-88	 	 
8382	3	200	 	 
8383	1	-88	 	 
8383	2	-88	 	 
8383	3	600	 	 
8384	1	-88	 	 
8384	2	-88	 	 
8384	3	220	 	 
8385	1	-88	 	 
8385	2	-88	 	 
8385	3	1000	 	 
8386	1	-88	 	 
8386	2	-88	 	 
8386	3	2100	 	 
8387	1	-88	 	 
8387	2	-88	 	 
8387	3	-77	-77	-77
8388	1	-88	 	 
8388	2	-88	 	 
8388	3	2400	 	 
8389	1	-88	 	 
8389	2	-88	 	 
8389	3	500	 	 
8390	1	-88	 	 
8390	2	-88	 	 
8390	3	-88	 	 
8391	1	-88	 	 
8391	2	-88	 	 
8391	3	100	 	 
8392	1	-88	 	 
8392	2	-88	 	 
8392	3	600	 	 
8393	1	-88	 	 
8393	2	-88	 	 
8393	3	-77	-77	-77
8394	1	-88	 	 
8394	2	-88	 	 
8394	3	2000	 	 
8395	1	-88	 	 
8395	2	-88	 	 
8395	3	1200	 	 
8396	1	-88	 	 
8396	2	-88	 	 
8396	3	1000	 	 
8397	1	-88	 	 
8397	2	-88	 	 
8397	3	8	 	 
8398	1	-88	 	 
8398	2	-88	 	 
8398	3	135	 	 
8399	1	-88	 	 
8399	2	-88	 	 
8399	3	1000	 	 
8402	1	17000	 	 
8402	2	4000	 	 
8402	3	250	 	 
8403	1	30000	 	 
8403	2	-88	 	 
8403	3	10	 	 
8404	1	1500	 	 
8404	2	3000	 	 
8404	3	20	 	 
8405	1	-88	 	 
8405	2	-88	 	 
8405	3	3	 	 
8406	1	-88	 	 
8406	2	-88	 	 
8406	3	5	 	 
8407	1	8000	 	 
8407	2	3000	 	 
8407	3	200	 	 
8408	1	-88	 	 
8408	2	-88	 	 
8408	3	-77	2160	3000
8409	1	10000	 	 
8409	2	5000	 	 
8409	3	10	 	 
8410	1	-88	 	 
8410	2	-88	 	 
8410	3	70	 	 
8411	1	-88	 	 
8411	2	-88	 	 
8411	3	-77	100	160
8412	1	-88	 	 
8412	2	0,88	 	 
8412	3	200	 	 
8413	1	-88	 	 
8413	2	-88	 	 
8413	3	50	 	 
8414	1	-88	 	 
8414	2	-88	 	 
8414	3	80	 	 
8415	1	2000	 	 
8415	2	1000	 	 
8415	3	-77	10	20
8416	1	-88	 	 
8416	2	10000	 	 
8416	3	20	 	 
8417	1	-88	 	 
8417	2	5000	 	 
8417	3	20	 	 
8418	1	-88	 	 
8418	2	5000	 	 
8418	3	10	 	 
8419	1	-88	 	 
8419	2	-88	 	 
8419	3	60	 	 
8420	1	-88	 	 
8420	2	30000	 	 
8420	3	20	 	 
8421	1	-88	 	 
8421	2	5000	 	 
8421	3	11	 	 
8422	1	40000	 	 
8422	2	15000	 	 
8422	3	400	 	 
8423	1	-88	 	 
8423	2	35000	 	 
8423	3	2	 	 
8424	1	50000	 	 
8424	2	5000	 	 
8424	3	1000	 	 
8425	1	4000	 	 
8425	2	-88	 	 
8425	3	150	 	 
8426	1	3000	 	 
8426	2	-88	 	 
8426	3	70	 	 
8427	1	-88	 	 
8427	2	15000	 	 
8427	3	3	 	 
8428	1	40000	 	 
8428	2	1500	 	 
8428	3	4	 	 
8429	1	-88	 	 
8429	2	2000	 	 
8429	3	1	 	 
8430	1	-88	 	 
8430	2	-77	4000	10000
8430	3	-77	5000	15000
8431	1	7000	 	 
8431	2	1500	 	 
8431	3	10	 	 
8432	1	-88	 	 
8432	2	-88	 	 
8432	3	300	 	 
8433	1	126000	 	 
8433	2	-88	 	 
8433	3	-77	-77	-77
8434	1	-88	 	 
8434	2	-88	 	 
8434	3	1200	 	 
8435	1	-88	 	 
8435	2	-88	 	 
8435	3	1170	 	 
8436	1	-88	 	 
8436	2	-88	 	 
8436	3	200	 	 
8437	1	-88	 	 
8437	2	-88	 	 
8437	3	500	 	 
8438	1	-88	 	 
8438	2	-88	 	 
8438	3	800	 	 
8439	1	-88	 	 
8439	2	-88	 	 
8439	3	-77	-77	-77
8440	1	2500000	 	 
8440	2	-88	 	 
8440	3	285	 	 
8441	1	-88	 	 
8441	2	-88	 	 
8441	3	100	 	 
8442	1	-88	 	 
8442	2	-88	 	 
8442	3	1500	 	 
8443	1	-88	 	 
8443	2	-88	 	 
8443	3	1500	 	 
8444	1	-88	 	 
8444	2	-88	 	 
8444	3	2000	 	 
8445	1	-88	 	 
8445	2	-88	 	 
8445	3	1200	 	 
8447	1	-88	 	 
8447	2	-88	 	 
8447	3	1500	 	 
8448	1	-88	 	 
8448	2	-88	 	 
8448	3	-88	 	 
8449	1	-88	 	 
8449	2	-88	 	 
8449	3	1600	 	 
8501	1	280000	 	 
8501	2	-88	 	 
8501	3	560	 	 
8502	1	700000	 	 
8502	2	-88	 	 
8502	3	980	 	 
8503	1	13000	 	 
8503	2	10000	 	 
8503	3	-77	45	65
8504	1	-77	10000	12000
8504	2	-88	 	 
8504	3	220	 	 
8505	1	60000	 	 
8505	2	30000	 	 
8505	3	150	 	 
8506	1	-88	 	 
