PLACEID	PRANIDR4	AVGPRCAN	MINPRCAN	MAXPRCAN
311	14	300	 	 
312	1	1500	 	 
312	2	700	 	 
312	3	1200	 	 
312	4	300	 	 
312	5	1000	 	 
312	6	-88	 	 
312	7	-88	 	 
312	8	100	 	 
312	9	20	 	 
312	10	-88	 	 
312	11	-88	 	 
312	12	-88	 	 
312	13	1200	 	 
312	14	800	 	 
313	1	1500	 	 
313	2	900	 	 
313	3	1000	 	 
313	4	500	 	 
313	5	2000	 	 
313	6	50	 	 
313	7	50	 	 
313	8	300	 	 
313	9	20	 	 
313	10	15	 	 
313	11	10	 	 
313	12	300	 	 
313	13	1000	 	 
313	14	400	 	 
314	1	1500	 	 
314	2	500	 	 
314	3	700	 	 
314	4	500	 	 
314	5	1000	 	 
314	6	150	 	 
314	7	150	 	 
314	8	200	 	 
314	9	25	 	 
314	10	-88	 	 
314	11	15	 	 
314	12	-88	 	 
314	13	500	 	 
314	14	-88	 	 
401	1	1500	 	 
401	2	900	 	 
401	3	-88	 	 
401	4	600	 	 
401	5	1500	 	 
401	6	200	 	 
401	7	-88	 	 
401	8	500	 	 
401	9	20	 	 
401	10	-88	 	 
401	11	15	 	 
401	12	-88	 	 
401	13	2000	 	 
401	14	400	 	 
402	1	3500	 	 
402	2	2000	 	 
402	3	-88	 	 
402	4	-88	 	 
402	5	1000	 	 
402	6	-88	 	 
402	7	-88	 	 
402	8	250	 	 
402	9	30	 	 
402	10	-88	 	 
402	11	20	 	 
402	12	-88	 	 
402	13	4000	 	 
402	14	25	 	 
404	1	2500	 	 
404	2	800	 	 
404	3	-88	 	 
404	4	500	 	 
404	5	1000	 	 
404	6	200	 	 
404	7	-88	 	 
404	8	300	 	 
404	9	25	 	 
404	10	-88	 	 
404	11	14	 	 
404	12	-88	 	 
404	13	1000	 	 
404	14	-88	 	 
405	1	2000	 	 
405	2	1000	 	 
405	3	-88	 	 
405	4	200	 	 
405	5	1500	 	 
405	6	-88	 	 
405	7	-88	 	 
405	8	250	 	 
405	9	30	 	 
405	10	-88	 	 
405	11	20	 	 
405	12	-88	 	 
405	13	800	 	 
405	14	600	 	 
406	1	1800	 	 
406	2	600	 	 
406	3	-88	 	 
406	4	200	 	 
406	5	2000	 	 
406	6	70	 	 
406	7	-88	 	 
406	8	200	 	 
406	9	20	 	 
406	10	-88	 	 
406	11	15	 	 
406	12	-88	 	 
406	13	1000	 	 
406	14	600	 	 
407	1	-88	 	 
407	2	800	 	 
407	3	-88	 	 
407	4	-88	 	 
407	5	2000	 	 
407	6	-88	 	 
407	7	-88	 	 
407	8	300	 	 
407	9	20	 	 
407	10	-88	 	 
407	11	15	 	 
407	12	-88	 	 
407	13	2000	 	 
407	14	-88	 	 
408	1	2500	 	 
408	2	600	 	 
408	3	1500	 	 
408	4	200	 	 
408	5	1800	 	 
408	6	120	 	 
408	7	-88	 	 
408	8	250	 	 
408	9	25	 	 
408	10	-88	 	 
408	11	15	 	 
408	12	-88	 	 
408	13	1800	 	 
408	14	-88	 	 
502	1	2500	 	 
502	2	1500	 	 
502	3	3000	 	 
502	4	500	 	 
502	5	1500	 	 
502	6	-88	 	 
502	7	-88	 	 
502	8	200	 	 
502	9	25	 	 
502	10	-88	 	 
502	11	15	 	 
502	12	-88	 	 
502	13	2000	 	 
502	14	-88	 	 
503	1	-88	 	 
503	2	2000	 	 
503	3	2000	 	 
503	4	500	 	 
503	5	1500	 	 
503	6	-88	 	 
503	7	-88	 	 
503	8	200	 	 
503	9	25	 	 
503	10	-88	 	 
503	11	20	 	 
503	12	-88	 	 
503	13	1000	 	 
503	14	800	 	 
505	1	1200	 	 
505	2	700	 	 
505	3	1500	 	 
505	4	300	 	 
505	5	1000	 	 
505	6	-88	 	 
505	7	80	 	 
505	8	120	 	 
505	9	20	 	 
505	10	0,88	 	 
505	11	25	 	 
505	12	0,88	 	 
505	13	700	 	 
505	14	500	 	 
506	1	-88	 	 
506	2	800	 	 
506	3	-88	 	 
506	4	300	 	 
506	5	1000	 	 
506	6	-88	 	 
506	7	-88	 	 
506	8	250	 	 
506	9	20	 	 
506	10	30	 	 
506	11	25	 	 
506	12	-88	 	 
506	13	1000	 	 
506	14	500	 	 
601	1	2000	 	 
601	2	700	 	 
601	3	-88	 	 
601	4	1500	 	 
601	5	1500	 	 
601	6	150	 	 
601	7	-88	 	 
601	8	500	 	 
601	9	30	 	 
601	10	-88	 	 
601	11	15	 	 
601	12	-88	 	 
601	13	1500	 	 
601	14	30	 	 
701	1	-88	 	 
701	2	-88	 	 
701	3	-88	 	 
701	4	-88	 	 
701	5	-88	 	 
701	6	-88	 	 
701	7	-88	 	 
701	8	-88	 	 
701	9	-88	 	 
701	10	-88	 	 
701	11	-88	 	 
701	12	-88	 	 
701	13	-88	 	 
701	14	-88	 	 
702	1	-88	 	 
702	2	-88	 	 
702	3	-88	 	 
702	4	-88	 	 
702	5	-88	 	 
702	6	-88	 	 
702	7	-88	 	 
702	8	-88	 	 
702	9	-88	 	 
702	10	-88	 	 
702	11	-88	 	 
702	12	-88	 	 
702	13	-88	 	 
702	14	-88	 	 
703	1	 	 	 
703	2	 	 	 
703	3	 	 	 
703	4	 	 	 
703	5	 	 	 
703	6	 	 	 
703	7	 	 	 
703	8	 	 	 
703	9	 	 	 
703	10	 	 	 
703	11	 	 	 
703	12	 	 	 
703	13	 	 	 
703	14	 	 	 
707	1	-88	 	 
707	2	-88	 	 
707	3	-88	 	 
707	4	-88	 	 
707	5	-88	 	 
707	6	150	 	 
707	7	-88	 	 
707	8	200	 	 
707	9	20	 	 
707	10	10	 	 
707	11	15	 	 
707	12	-88	 	 
707	13	-88	 	 
707	14	20	 	 
708	1	-88	 	 
708	2	-88	 	 
708	3	-88	 	 
708	4	-88	 	 
708	5	-88	 	 
708	6	-88	 	 
708	7	-88	 	 
708	8	-88	 	 
708	9	-88	 	 
708	10	-88	 	 
708	11	-88	 	 
708	12	-88	 	 
708	13	-88	 	 
708	14	-88	 	 
709	1	-88	 	 
709	2	-88	 	 
709	3	-88	 	 
709	4	-88	 	 
709	5	-88	 	 
709	6	-88	 	 
709	7	-88	 	 
709	8	-88	 	 
709	9	-88	 	 
709	10	-88	 	 
709	11	-88	 	 
709	12	-88	 	 
709	13	-88	 	 
709	14	-88	 	 
710	1	-88	 	 
710	2	-88	 	 
710	3	-88	 	 
710	4	-88	 	 
710	5	-88	 	 
710	6	150	 	 
710	7	-88	 	 
710	8	200	 	 
710	9	30	 	 
710	10	30	 	 
710	11	15	 	 
710	12	-88	 	 
710	13	-88	 	 
710	14	25	 	 
711	1	-88	 	 
711	2	-88	 	 
711	3	-88	 	 
711	4	-88	 	 
711	5	-88	 	 
711	6	150	 	 
711	7	-88	 	 
711	8	300	 	 
711	9	30	 	 
711	10	15	 	 
711	11	10	 	 
711	12	-88	 	 
711	13	-88	 	 
711	14	-88	 	 
712	1	-88	 	 
712	2	-88	 	 
712	3	-88	 	 
712	4	-88	 	 
712	5	-88	 	 
712	6	-88	 	 
712	7	-88	 	 
712	8	-88	 	 
712	9	-88	 	 
712	10	-88	 	 
712	11	-88	 	 
712	12	-88	 	 
712	13	-88	 	 
712	14	-88	 	 
713	1	-88	 	 
713	2	-88	 	 
713	3	-88	 	 
713	4	-88	 	 
713	5	-88	 	 
713	6	500	 	 
713	7	-88	 	 
713	8	600	 	 
713	9	40	 	 
713	10	35	 	 
713	11	20	 	 
713	12	-88	 	 
713	13	-88	 	 
713	14	30	 	 
714	1	-88	 	 
714	2	-88	 	 
714	3	-88	 	 
714	4	-88	 	 
714	5	-88	 	 
714	6	-88	 	 
714	7	-88	 	 
714	8	-88	 	 
714	9	-88	 	 
714	10	-88	 	 
714	11	-88	 	 
714	12	-88	 	 
714	13	-88	 	 
714	14	-88	 	 
715	1	-88	 	 
715	2	-88	 	 
715	3	-88	 	 
715	4	-88	 	 
715	5	-88	 	 
715	6	-88	 	 
715	7	-88	 	 
715	8	-88	 	 
715	9	-88	 	 
715	10	-88	 	 
715	11	-88	 	 
715	12	-88	 	 
715	13	-88	 	 
715	14	-88	 	 
716	1	-88	 	 
716	2	-88	 	 
716	3	-88	 	 
716	4	-88	 	 
716	5	-88	 	 
716	6	-88	 	 
716	7	-88	 	 
716	8	-88	 	 
716	9	-88	 	 
716	10	-88	 	 
716	11	-88	 	 
716	12	-88	 	 
716	13	-88	 	 
716	14	-88	 	 
717	1	-88	 	 
717	2	-88	 	 
717	3	-88	 	 
717	4	-88	 	 
717	5	-88	 	 
717	6	-88	 	 
717	7	-88	 	 
717	8	-88	 	 
717	9	-88	 	 
717	10	-88	 	 
717	11	-88	 	 
717	12	-88	 	 
717	13	-88	 	 
717	14	-88	 	 
718	1	-88	 	 
718	2	-88	 	 
718	3	-88	 	 
718	4	-88	 	 
718	5	-88	 	 
718	6	450	 	 
718	7	-88	 	 
718	8	500	 	 
718	9	40	 	 
718	10	30	 	 
718	11	15	 	 
718	12	-88	 	 
718	13	-88	 	 
718	14	60	 	 
719	1	-88	 	 
719	2	-88	 	 
719	3	-88	 	 
719	4	-88	 	 
719	5	-88	 	 
719	6	-88	 	 
719	7	-88	 	 
719	8	-88	 	 
719	9	-88	 	 
719	10	-88	 	 
719	11	-88	 	 
719	12	-88	 	 
719	13	-88	 	 
719	14	-88	 	 
801	1	-88	 	 
801	2	-88	 	 
801	3	-88	 	 
801	4	-88	 	 
801	5	-88	 	 
801	6	-88	 	 
801	7	-88	 	 
801	8	-88	 	 
801	9	-88	 	 
801	10	-88	 	 
801	11	-88	 	 
801	12	-88	 	 
801	13	-88	 	 
801	14	-88	 	 
802	1	-88	 	 
802	2	-88	 	 
802	3	-88	 	 
802	4	-88	 	 
802	5	-88	 	 
802	6	-88	 	 
802	7	-88	 	 
802	8	-88	 	 
802	9	-88	 	 
802	10	-88	 	 
802	11	-88	 	 
802	12	-88	 	 
802	13	-88	 	 
802	14	-88	 	 
803	1	-88	 	 
803	2	-88	 	 
803	3	-88	 	 
803	4	-88	 	 
803	5	-88	 	 
803	6	-88	 	 
803	7	-88	 	 
803	8	-88	 	 
803	9	-88	 	 
803	10	-88	 	 
803	11	-88	 	 
803	12	-88	 	 
803	13	-88	 	 
803	14	-88	 	 
804	1	-88	 	 
804	2	-88	 	 
804	3	-88	 	 
804	4	-88	 	 
804	5	-88	 	 
804	6	-88	 	 
804	7	-88	 	 
804	8	-88	 	 
804	9	-88	 	 
804	10	-88	 	 
804	11	-88	 	 
804	12	-88	 	 
804	13	-88	 	 
804	14	-88	 	 
901	1	4000	 	 
901	2	1500	 	 
901	3	1200	 	 
901	4	500	 	 
901	5	-88	 	 
901	6	150	 	 
901	7	150	 	 
901	8	300	 	 
901	9	28	 	 
901	10	20	 	 
901	11	12	 	 
901	12	-88	 	 
901	13	1200	 	 
901	14	30	 	 
1103	1	-88	 	 
1103	2	-77	600	700
1103	3	-88	 	 
1103	4	-77	400	500
1103	5	500	 	 
1103	6	-77	100	120
1103	7	-77	80	90
1103	8	-77	200	250
1103	9	25	 	 
1103	10	30	 	 
1103	11	12	 	 
1103	12	-88	 	 
1103	13	-77	600	700
1103	14	-88	 	 
1201	1	700	 	 
1201	2	350	 	 
1201	3	400	 	 
1201	4	150	 	 
1201	5	350	 	 
1201	6	150	 	 
1201	7	150	 	 
1201	8	250	 	 
1201	9	25	 	 
1201	10	20	 	 
1201	11	18	 	 
1201	12	150	 	 
1201	13	400	 	 
1201	14	180	 	 
1202	1	1500	 	 
1202	2	1000	 	 
1202	3	-88	 	 
1202	4	500	 	 
1202	5	500	 	 
1202	6	100	 	 
1202	7	100	 	 
1202	8	100	 	 
1202	9	10	 	 
1202	10	15	 	 
1202	11	10	 	 
1202	12	600	 	 
1202	13	840	 	 
1202	14	1300	 	 
1203	1	4000	 	 
1203	2	2000	 	 
1203	3	3000	 	 
1203	4	1000	 	 
1203	5	1000	 	 
1203	6	500	 	 
1203	7	120	 	 
1203	8	400	 	 
1203	9	25	 	 
1203	10	15	 	 
1203	11	25	 	 
1203	12	120	 	 
1203	13	2500	 	 
1203	14	140	 	 
1204	1	-77	1500	3000
1204	2	-77	800	2000
1204	3	-77	800	2000
1204	4	-77	300	500
1204	5	-77	300	500
1204	6	-77	150	250
1204	7	-77	80	120
1204	8	-77	100	250
1204	9	-77	20	30
1204	10	-77	20	30
1204	11	-77	15	20
1204	12	-77	60	100
1204	13	-77	1800	3000
1204	14	-77	120	250
1205	1	-88	 	 
1205	2	-88	 	 
1205	3	-88	 	 
1205	4	-88	 	 
1205	5	-88	 	 
1205	6	-88	 	 
1205	7	-88	 	 
1205	8	-88	 	 
1205	9	-88	 	 
1205	10	-88	 	 
1205	11	-88	 	 
1205	12	-88	 	 
1205	13	-88	 	 
1205	14	-88	 	 
1206	1	5000	 	 
1206	2	3000	 	 
1206	3	3500	 	 
1206	4	500	 	 
1206	5	600	 	 
1206	6	120	 	 
1206	7	120	 	 
1206	8	160	 	 
1206	9	25	 	 
1206	10	25	 	 
1206	11	15	 	 
1206	12	300	 	 
1206	13	3000	 	 
1206	14	300	 	 
1207	1	500	 	 
1207	2	400	 	 
1207	3	600	 	 
1207	4	100	 	 
1207	5	150	 	 
1207	6	80	 	 
1207	7	60	 	 
1207	8	100	 	 
1207	9	20	 	 
1207	10	15	 	 
1207	11	10	 	 
1207	12	50	 	 
1207	13	500	 	 
1207	14	100	 	 
1208	1	-77	3000	5000
1208	2	-77	3000	3000
1208	3	-77	7000	8000
1208	4	-77	1000	1500
1208	5	-77	1000	1500
1208	6	-77	250	500
1208	7	-77	10	30
1208	8	-77	25	30
1208	9	-77	10	30
1208	10	-77	25	30
1208	11	-77	20	25
1208	12	-77	200	250
1208	13	-77	2500	3000
1208	14	-77	300	350
1209	1	-88	 	 
1209	2	-88	 	 
1209	3	-88	 	 
1209	4	-88	 	 
1209	5	-88	 	 
1209	6	-88	 	 
1209	7	-88	 	 
1209	8	-88	 	 
1209	9	-88	 	 
1209	10	-88	 	 
1209	11	-88	 	 
1209	12	-88	 	 
1209	13	-88	 	 
1209	14	-88	 	 
1210	1	-77	1000	1500
1210	2	-77	700	1000
1210	3	-77	1500	2000
1210	4	-77	300	500
1210	5	-77	500	800
1210	6	-77	200	280
1210	7	-77	100	150
1210	8	-77	200	250
1210	9	-77	20	25
1210	10	-77	25	30
1210	11	-77	20	25
1210	12	-77	150	200
1210	13	-77	1000	1300
1210	14	-77	100	150
1211	1	4000	 	 
1211	2	3000	 	 
1211	3	6000	 	 
1211	4	800	 	 
1211	5	2000	 	 
1211	6	200	 	 
1211	7	100	 	 
1211	8	800	 	 
1211	9	25	 	 
1211	10	20	 	 
1211	11	20	 	 
1211	12	-88	 	 
1211	13	4000	 	 
1211	14	-88	 	 
1212	1	-88	 	 
1212	2	-88	 	 
1212	3	-88	 	 
1212	4	-88	 	 
1212	5	-88	 	 
1212	6	-88	 	 
1212	7	-88	 	 
1212	8	-88	 	 
1212	9	-88	 	 
1212	10	-88	 	 
1212	11	-88	 	 
1212	12	-88	 	 
1212	13	-88	 	 
1212	14	-88	 	 
1213	1	3000	 	 
1213	2	1200	 	 
1213	3	2000	 	 
1213	4	500	 	 
1213	5	1200	 	 
1213	6	120	 	 
1213	7	120	 	 
1213	8	150	 	 
1213	9	20	 	 
1213	10	15	 	 
1213	11	15	 	 
1213	12	150	 	 
1213	13	5000	 	 
1213	14	150	 	 
1215	1	-88	 	 
1215	2	-88	 	 
1215	3	-88	 	 
1215	4	-88	 	 
1215	5	-88	 	 
1215	6	-88	 	 
1215	7	-88	 	 
1215	8	-88	 	 
1215	9	-88	 	 
1215	10	-88	 	 
1215	11	-88	 	 
1215	12	-88	 	 
1215	13	-88	 	 
1215	14	-88	 	 
1216	1	-88	 	 
1216	2	-88	 	 
1216	3	-88	 	 
1216	4	-88	 	 
1216	5	-88	 	 
1216	6	-88	 	 
1216	7	-88	 	 
1216	8	-88	 	 
1216	9	-88	 	 
1216	10	-88	 	 
1216	11	-88	 	 
1216	12	-88	 	 
1216	13	-88	 	 
1216	14	-88	 	 
1217	1	-88	 	 
1217	2	-88	 	 
1217	3	-88	 	 
1217	4	-88	 	 
1217	5	-88	 	 
1217	6	-88	 	 
1217	7	-88	 	 
1217	8	-88	 	 
1217	9	-88	 	 
1217	10	-88	 	 
1217	11	-88	 	 
1217	12	-88	 	 
1217	13	-88	 	 
1217	14	-88	 	 
1218	1	-88	 	 
1218	2	-88	 	 
1218	3	-88	 	 
1218	4	-88	 	 
1218	5	-88	 	 
1218	6	-88	 	 
1218	7	-88	 	 
1218	8	-88	 	 
1218	9	-88	 	 
1218	10	-88	 	 
1218	11	-88	 	 
1218	12	-88	 	 
1218	13	-88	 	 
1218	14	-88	 	 
1219	1	-88	 	 
1219	2	-88	 	 
1219	3	-88	 	 
1219	4	-88	 	 
1219	5	-88	 	 
1219	6	-88	 	 
1219	7	-88	 	 
1219	8	-88	 	 
1219	9	-88	 	 
1219	10	-88	 	 
1219	11	-88	 	 
1219	12	-88	 	 
1219	13	-88	 	 
1219	14	-88	 	 
1220	1	-88	 	 
1220	2	-88	 	 
1220	3	-88	 	 
1220	4	-88	 	 
1220	5	-88	 	 
1220	6	-88	 	 
1220	7	-88	 	 
1220	8	-88	 	 
1220	9	30	 	 
1220	10	-88	 	 
1220	11	25	 	 
1220	12	-88	 	 
1220	13	-88	 	 
1220	14	-88	 	 
1221	1	-88	 	 
1221	2	-88	 	 
1221	3	-88	 	 
1221	4	-88	 	 
1221	5	-88	 	 
1221	6	-88	 	 
1221	7	-88	 	 
1221	8	-88	 	 
1221	9	-88	 	 
1221	10	-88	 	 
1221	11	-88	 	 
1221	12	-88	 	 
1221	13	-88	 	 
1221	14	-88	 	 
1222	1	-88	 	 
1222	2	-88	 	 
1222	3	-88	 	 
1222	4	-88	 	 
1222	5	-88	 	 
1222	6	-88	 	 
1222	7	-88	 	 
1222	8	-88	 	 
1222	9	-88	 	 
1222	10	-88	 	 
1222	11	-88	 	 
1222	12	-88	 	 
1222	13	-88	 	 
1222	14	-88	 	 
1223	1	-88	 	 
1223	2	-88	 	 
1223	3	-88	 	 
1223	4	-88	 	 
1223	5	-88	 	 
1223	6	-88	 	 
1223	7	-88	 	 
1223	8	-88	 	 
1223	9	-88	 	 
1223	10	-88	 	 
1223	11	-88	 	 
1223	12	-88	 	 
1223	13	-88	 	 
1223	14	-88	 	 
1224	1	-88	 	 
1224	2	-88	 	 
1224	3	-88	 	 
1224	4	-88	 	 
1224	5	-88	 	 
1224	6	-88	 	 
1224	7	-88	 	 
1224	8	-88	 	 
1224	9	-88	 	 
1224	10	-88	 	 
1224	11	-88	 	 
1224	12	-88	 	 
1224	13	-88	 	 
1224	14	-88	 	 
1225	1	1300	 	 
1225	2	800	 	 
1225	3	-77	2000	3000
1225	4	800	 	 
1225	5	800	 	 
1225	6	300	 	 
1225	7	300	 	 
1225	8	200	 	 
1225	9	15	 	 
1225	10	10	 	 
1225	11	12	 	 
1225	12	100	 	 
1225	13	1200	 	 
1225	14	400	 	 
1226	1	-88	 	 
1226	2	-88	 	 
1226	3	-88	 	 
1226	4	-88	 	 
1226	5	-88	 	 
1226	6	-88	 	 
1226	7	-88	 	 
1226	8	-88	 	 
1226	9	-88	 	 
1226	10	-88	 	 
1226	11	-88	 	 
1226	12	-88	 	 
1226	13	-88	 	 
1226	14	-88	 	 
1227	1	-88	 	 
1227	2	-88	 	 
1227	3	-88	 	 
1227	4	-88	 	 
1227	5	-88	 	 
1227	6	-88	 	 
1227	7	-88	 	 
1227	8	-88	 	 
1227	9	-88	 	 
1227	10	-88	 	 
1227	11	-88	 	 
1227	12	-88	 	 
1227	13	-88	 	 
1227	14	-88	 	 
1228	1	-88	 	 
1228	2	-88	 	 
1228	3	-88	 	 
1228	4	-88	 	 
1228	5	-88	 	 
1228	6	-88	 	 
1228	7	-88	 	 
1228	8	-88	 	 
1228	9	-88	 	 
1228	10	-88	 	 
1228	11	-88	 	 
1228	12	-88	 	 
1228	13	-88	 	 
1228	14	-88	 	 
1301	1	-88	 	 
1301	2	-88	 	 
1301	3	-88	 	 
1301	4	-88	 	 
1301	5	-88	 	 
1301	6	-88	 	 
1301	7	-88	 	 
1301	8	-88	 	 
1301	9	-88	 	 
1301	10	-88	 	 
1301	11	-88	 	 
1301	12	-88	 	 
1301	13	-88	 	 
1301	14	-88	 	 
1303	1	-88	 	 
1303	2	-88	 	 
1303	3	-88	 	 
1303	4	-88	 	 
1303	5	-88	 	 
1303	6	-88	 	 
1303	7	-88	 	 
1303	8	-88	 	 
1303	9	-88	 	 
1303	10	-88	 	 
1303	11	-88	 	 
1303	12	-88	 	 
1303	13	-88	 	 
1303	14	-88	 	 
1304	1	-88	 	 
1304	2	-88	 	 
1304	3	-88	 	 
1304	4	-88	 	 
1304	5	-88	 	 
1304	6	-88	 	 
1304	7	-88	 	 
1304	8	-88	 	 
1304	9	-88	 	 
1304	10	-88	 	 
1304	11	-88	 	 
1304	12	-88	 	 
1304	13	-88	 	 
1304	14	-88	 	 
1305	1	-88	 	 
1305	2	-88	 	 
1305	3	-88	 	 
1305	4	-88	 	 
1305	5	-88	 	 
1305	6	-88	 	 
1305	7	-88	 	 
1305	8	-88	 	 
1305	9	-88	 	 
1305	10	-88	 	 
1305	11	-88	 	 
1305	12	-88	 	 
1305	13	-88	 	 
1305	14	-88	 	 
1306	1	-88	 	 
1306	2	-88	 	 
1306	3	-88	 	 
1306	4	-88	 	 
1306	5	-88	 	 
1306	6	-88	 	 
1306	7	-88	 	 
1306	8	-88	 	 
1306	9	-88	 	 
1306	10	-88	 	 
1306	11	-88	 	 
1306	12	-88	 	 
1306	13	-88	 	 
1306	14	-88	 	 
1307	1	-88	 	 
1307	2	-88	 	 
1307	3	-88	 	 
1307	4	-88	 	 
1307	5	-88	 	 
1307	6	-88	 	 
1307	7	-88	 	 
1307	8	-88	 	 
1307	9	-88	 	 
1307	10	-88	 	 
1307	11	-88	 	 
1307	12	-88	 	 
1307	13	-88	 	 
1307	14	-88	 	 
1401	1	-88	 	 
1401	2	-88	 	 
1401	3	-88	 	 
1401	4	-88	 	 
1401	5	-88	 	 
1401	6	-88	 	 
1401	7	-88	 	 
1401	8	-88	 	 
1401	9	-88	 	 
1401	10	-88	 	 
1401	11	-88	 	 
1401	12	-88	 	 
1401	13	-88	 	 
1401	14	-88	 	 
1402	1	-88	 	 
1402	2	-88	 	 
1402	3	-88	 	 
1402	4	-88	 	 
1402	5	-88	 	 
1402	6	-88	 	 
1402	7	-88	 	 
1402	8	-88	 	 
1402	9	-88	 	 
1402	10	-88	 	 
1402	11	-88	 	 
1402	12	-88	 	 
1402	13	-88	 	 
1402	14	-88	 	 
1403	1	-88	 	 
1403	2	-88	 	 
1403	3	-88	 	 
1403	4	-88	 	 
1403	5	-88	 	 
1403	6	-88	 	 
1403	7	-88	 	 
1403	8	-88	 	 
1403	9	-88	 	 
1403	10	-88	 	 
1403	11	-88	 	 
1403	12	-88	 	 
1403	13	-88	 	 
1403	14	-88	 	 
1404	1	-88	 	 
1404	2	-88	 	 
1404	3	-88	 	 
1404	4	-88	 	 
1404	5	-88	 	 
1404	6	-88	 	 
1404	7	-88	 	 
1404	8	-88	 	 
1404	9	-88	 	 
1404	10	-88	 	 
1404	11	-88	 	 
1404	12	-88	 	 
1404	13	-88	 	 
1404	14	-88	 	 
1405	1	-88	 	 
1405	2	-88	 	 
1405	3	-88	 	 
1405	4	-88	 	 
1405	5	-88	 	 
1405	6	-88	 	 
1405	7	-88	 	 
1405	8	-88	 	 
1405	9	-88	 	 
1405	10	-88	 	 
1405	11	-88	 	 
1405	12	-88	 	 
1405	13	-88	 	 
1405	14	-88	 	 
1406	1	-88	 	 
1406	2	-88	 	 
1406	3	-88	 	 
1406	4	-88	 	 
1406	5	-88	 	 
1406	6	-88	 	 
1406	7	-88	 	 
1406	8	-88	 	 
1406	9	-88	 	 
1406	10	-88	 	 
1406	11	-88	 	 
1406	12	-88	 	 
1406	13	-88	 	 
1406	14	-88	 	 
1407	1	-88	 	 
1407	2	-88	 	 
1407	3	-88	 	 
1407	4	-88	 	 
1407	5	-88	 	 
1407	6	-88	 	 
1407	7	-88	 	 
1407	8	-88	 	 
1407	9	-88	 	 
1407	10	-88	 	 
1407	11	-88	 	 
1407	12	-88	 	 
1407	13	-88	 	 
1407	14	-88	 	 
1408	1	-88	 	 
1408	2	-88	 	 
1408	3	-88	 	 
1408	4	-88	 	 
1408	5	-88	 	 
1408	6	-88	 	 
1408	7	-88	 	 
1408	8	-88	 	 
1408	9	-88	 	 
1408	10	-88	 	 
1408	11	-88	 	 
1408	12	-88	 	 
1408	13	-88	 	 
1408	14	-88	 	 
1409	1	-88	 	 
1409	2	-88	 	 
1409	3	-88	 	 
1409	4	-88	 	 
1409	5	-88	 	 
1409	6	-88	 	 
1409	7	-88	 	 
1409	8	-88	 	 
1409	9	-88	 	 
1409	10	-88	 	 
1409	11	-88	 	 
1409	12	-88	 	 
1409	13	-88	 	 
1409	14	-88	 	 
1501	1	-88	 	 
1501	2	-88	 	 
1501	3	-88	 	 
1501	4	-88	 	 
1501	5	-88	 	 
1501	6	-88	 	 
1501	7	-88	 	 
1501	8	-88	 	 
1501	9	-88	 	 
1501	10	-88	 	 
1501	11	-88	 	 
1501	12	-88	 	 
1501	13	-88	 	 
1501	14	-77	50	80
1502	1	-88	 	 
1502	2	-88	 	 
1502	3	-88	 	 
1502	4	-88	 	 
1502	5	-88	 	 
1502	6	-88	 	 
1502	7	-88	 	 
1502	8	300	 	 
1502	9	30	 	 
1502	10	-88	 	 
1502	11	20	 	 
1502	12	-88	 	 
1502	13	-88	 	 
