PLACEID	WTSPIDR4	CONNTYPE	WATERTRT	TREATFRQ
8616	3	88	 	 
8617	1	1	 	 
8617	2	0	 	 
8617	3	0	 	 
8618	1	0	 	 
8618	2	1	0	88
8618	3	0	 	 
8619	1	 	 	 
8619	2	 	 	 
8619	3	 	 	 
8620	1	 	 	 
8620	2	 	 	 
8620	3	 	 	 
8621	1	1	 	 
8621	2	0	 	 
8621	3	0	 	 
8622	1	1	 	 
8622	2	0	 	 
8622	3	0	 	 
8623	1	0	 	 
8623	2	1	1	4
8623	3	0	 	 
8624	1	 	 	 
8624	2	 	 	 
8624	3	 	 	 
8625	1	 	 	 
8625	2	 	 	 
8625	3	 	 	 
8626	1	1	 	 
8626	2	0	 	 
8626	3	0	 	 
8627	1	0	 	 
8627	2	1	0	88
8627	3	0	 	 
8628	1	1	 	 
8628	2	88	 	 
8628	3	88	 	 
8629	1	1	 	 
8629	2	0	 	 
8629	3	0	 	 
8630	1	1	 	 
8630	2	0	 	 
8630	3	0	 	 
8631	1	1	 	 
8631	2	0	 	 
8631	3	0	 	 
8632	1	1	 	 
8632	2	0	 	 
8632	3	0	 	 
8633	1	 	 	 
8633	2	 	 	 
8633	3	 	 	 
8634	1	 	 	 
8634	2	 	 	 
8634	3	 	 	 
8635	1	1	 	 
8635	2	0	 	 
8635	3	0	 	 
8636	1	 	 	 
8636	2	 	 	 
8636	3	 	 	 
8637	1	0	 	 
8637	2	1	1	4
8637	3	0	 	 
8638	1	1	 	 
8638	2	0	 	 
8638	3	0	 	 
8639	1	1	 	 
8639	2	0	 	 
8639	3	0	 	 
8640	1	0	 	 
8640	2	1	1	6
8640	3	0	 	 
8641	1	1	 	 
8641	2	0	 	 
8641	3	0	 	 
8642	1	1	 	 
8642	2	0	 	 
8642	3	0	 	 
8643	1	1	 	 
8643	2	0	 	 
8643	3	0	 	 
