PLACEID	TYWKIDR4	TYPEMALE	TYPEFMLE	TYPECHLD
8402	1	-11	10	-11
8402	2	15	-11	-11
8402	3	30	-11	-11
8402	4	-11	-11	-11
8402	5	 	 	-11
8402	6	 	 	-11
8402	7	 	 	-11
8402	8	 	 	-11
8402	9	35	-11	15
8402	10	-88	-88	-88
8402	11	 	 	-88
8402	12	 	 	-88
8403	1	-11	-11	-11
8403	2	-11	-11	-11
8403	3	-11	-11	-11
8403	4	-11	-11	-11
8403	5	 	 	-11
8403	6	 	 	-11
8403	7	 	 	-11
8403	8	 	 	-11
8403	9	-88	-88	-88
8403	10	-88	-88	-88
8403	11	 	 	-88
8403	12	 	 	-88
8404	1	-1188	-11	-11
8404	2	-11	-11	-11
8404	3	30	-11	-11
8404	4	-11	-11	-11
8404	5	 	 	-11
8404	6	 	 	-11
8404	7	 	 	-11
8404	8	 	 	-11
8404	9	-88	-88	-88
8404	10	-88	-88	-88
8404	11	 	 	-88
8404	12	 	 	-88
8405	1	-11	20	-11
8405	2	50	-11	-11
8405	3	60	-11	-11
8405	4	-11	-11	-11
8405	5	 	 	-11
8405	6	 	 	-11
8405	7	 	 	-11
8405	8	 	 	-11
8405	9	-88	-88	-88
8405	10	-88	-88	-88
8405	11	 	 	-88
8405	12	 	 	-88
8406	1	-11	15	-11
8406	2	-11	-11	-11
8406	3	30	-11	-11
8406	4	-11	-11	-11
8406	5	 	 	-11
8406	6	 	 	-11
8406	7	 	 	-11
8406	8	 	 	-11
8406	9	40	-11	-11
8406	10	-88	-88	-88
8406	11	 	 	-88
8406	12	 	 	-88
8407	1	-11	-11	-11
8407	2	-11	-11	-11
8407	3	-11	-11	-11
8407	4	-11	-11	-11
8407	5	 	 	-11
8407	6	 	 	-11
8407	7	 	 	-11
8407	8	 	 	-11
8407	9	-88	-88	-88
8407	10	-88	-88	-88
8407	11	 	 	-88
8407	12	 	 	-88
8408	1	-11	-11	-11
8408	2	-11	-11	-11
8408	3	-11	-11	-11
8408	4	-11	-11	-11
8408	5	 	 	-11
8408	6	 	 	-11
8408	7	 	 	10
8408	8	 	 	-11
8408	9	-88	-88	-88
8408	10	-88	-88	-88
8408	11	 	 	-88
8408	12	 	 	-88
8409	1	-11	5	-11
8409	2	30	-11	-11
8409	3	30	-11	-11
8409	4	-11	-11	-11
8409	5	 	 	-11
8409	6	 	 	-11
8409	7	 	 	-11
8409	8	 	 	-11
8409	9	30	-11	-11
8409	10	-88	-88	-88
8409	11	 	 	-88
8409	12	 	 	-88
8410	1	-11	25	-11
8410	2	40	-11	-11
8410	3	70	-11	-11
8410	4	-11	-11	-11
8410	5	 	 	-11
8410	6	 	 	-11
8410	7	 	 	-11
8410	8	 	 	-11
8410	9	50	-11	-11
8410	10	30	-11	-11
8410	11	 	 	-88
8410	12	 	 	-88
8411	1	-11	-11	-11
8411	2	-11	-11	-11
8411	3	40	-11	-11
8411	4	-11	-11	-11
8411	5	 	 	-11
8411	6	 	 	-11
8411	7	 	 	-11
8411	8	 	 	-11
8411	9	-88	-88	-88
8411	10	-88	-88	-88
8411	11	 	 	-88
8411	12	 	 	-88
8412	1	-11	-11	-11
8412	2	-11	-11	-11
8412	3	40	-11	-11
8412	4	-11	-11	-11
8412	5	 	 	-11
8412	6	 	 	-11
8412	7	 	 	-11
8412	8	 	 	-11
8412	9	-11	60	-11
8412	10	45	-11	-11
8412	11	 	 	-88
8412	12	 	 	-88
8413	1	-11	-11	-11
8413	2	-11	-11	-11
8413	3	35	-11	-11
8413	4	-11	-11	-11
8413	5	 	 	-11
8413	6	 	 	-11
8413	7	 	 	-11
8413	8	 	 	-11
8413	9	45	-11	-11
8413	10	-88	-88	-88
8413	11	 	 	-88
8413	12	 	 	-88
8414	1	-11	25	-11
8414	2	10	-11	-11
8414	3	30	-11	-11
8414	4	-11	-11	-11
8414	5	 	 	-11
8414	6	 	 	-11
8414	7	 	 	15
8414	8	 	 	-11
8414	9	35	-11	-11
8414	10	20	10	-11
8414	11	 	 	-88
8414	12	 	 	-88
8415	1	-11	-11	-11
8415	2	-11	-11	-11
8415	3	40	-11	-11
8415	4	-11	-11	-11
8415	5	 	 	-11
8415	6	 	 	-11
8415	7	 	 	-11
8415	8	 	 	-11
8415	9	-88	-88	-88
8415	10	-88	-88	-88
8415	11	 	 	-88
8415	12	 	 	-88
8416	1	-11	-11	-11
8416	2	-11	-11	-11
8416	3	-11	-11	-11
8416	4	-11	-11	-11
8416	5	 	 	-11
8416	6	 	 	-11
8416	7	 	 	-11
8416	8	 	 	-11
8416	9	-88	-88	-88
8416	10	-88	-88	-88
8416	11	 	 	-88
8416	12	 	 	-88
8417	1	-11	5	-11
8417	2	-11	-11	-11
8417	3	25	-11	-11
8417	4	-11	-11	-11
8417	5	 	 	-11
8417	6	 	 	-11
8417	7	 	 	-11
8417	8	 	 	-11
8417	9	-88	-88	-88
8417	10	-88	-88	-88
8417	11	 	 	-88
8417	12	 	 	-88
8418	1	-11	15	-11
8418	2	-11	-11	-11
8418	3	35	-11	-11
8418	4	-11	-11	-11
8418	5	 	 	-11
8418	6	 	 	-11
8418	7	 	 	-11
8418	8	 	 	-11
8418	9	-88	-88	-88
8418	10	-88	-88	-88
8418	11	 	 	-88
8418	12	 	 	-88
8419	1	-11	-11	-11
8419	2	-11	-11	-11
8419	3	30	20	-11
8419	4	-11	-11	-11
8419	5	 	 	-11
8419	6	 	 	-11
8419	7	 	 	-11
8419	8	 	 	-11
8419	9	-88	-88	-88
8419	10	-88	-88	-88
8419	11	 	 	-88
8419	12	 	 	-88
8420	1	-11	-11	-11
8420	2	-11	-11	-11
8420	3	50	-11	-11
8420	4	-11	-11	-11
8420	5	 	 	-11
8420	6	 	 	-11
8420	7	 	 	-11
8420	8	 	 	-11
8420	9	-88	-88	-88
8420	10	-88	-88	-88
8420	11	 	 	-88
8420	12	 	 	-88
8421	1	-11	-11	-11
8421	2	-11	-11	-11
8421	3	30	-11	-11
8421	4	-11	-11	-11
8421	5	 	 	-11
8421	6	 	 	-11
8421	7	 	 	-11
8421	8	 	 	-11
8421	9	-88	-88	-88
8421	10	-88	-88	-88
8421	11	 	 	-88
8421	12	 	 	-88
8422	1	-11	-11	-11
8422	2	-11	-11	-11
8422	3	30	-11	-11
8422	4	-11	-11	-11
8422	5	 	 	11
8422	6	 	 	-11
8422	7	 	 	-11
8422	8	 	 	-11
8422	9	20	-11	-11
8422	10	-88	-88	-88
8422	11	 	 	-88
8422	12	 	 	-88
8423	1	-11	-11	-11
8423	2	-11	-11	-11
8423	3	35	-11	-11
8423	4	-11	-11	-11
8423	5	 	 	-11
8423	6	 	 	-11
8423	7	 	 	-11
8423	8	 	 	-11
8423	9	25	-11	-11
8423	10	-88	-88	-88
8423	11	 	 	-88
8423	12	 	 	-88
8424	1	-11	20	-11
8424	2	30	-11	-11
8424	3	35	-11	-11
8424	4	30	30	-11
8424	5	 	 	10
8424	6	 	 	10
8424	7	 	 	-11
8424	8	 	 	10
8424	9	25	-11	-11
8424	10	25	25	-11
8424	11	 	 	-88
8424	12	 	 	-88
8425	1	-11	10	-11
8425	2	-11	-11	-11
8425	3	-11	-11	-11
8425	4	-11	-11	-11
8425	5	 	 	-11
8425	6	 	 	-11
8425	7	 	 	-11
8425	8	 	 	-11
8425	9	-88	-88	-88
8425	10	-88	-88	-88
8425	11	 	 	-88
8425	12	 	 	-88
8426	1	-11	-11	-11
8426	2	-11	-11	-11
8426	3	35	-11	-11
8426	4	-11	-11	-11
8426	5	 	 	-11
8426	6	 	 	-11
8426	7	 	 	-11
8426	8	 	 	-11
8426	9	40	-11	-11
8426	10	-88	-88	-88
8426	11	 	 	-88
8426	12	 	 	-88
8427	1	-11	-11	-11
8427	2	20	-11	-11
8427	3	40	-11	-11
8427	4	-11	-11	-11
8427	5	 	 	-11
8427	6	 	 	-11
8427	7	 	 	-11
8427	8	 	 	-11
8427	9	15	-11	-11
8427	10	-88	-88	-88
8427	11	 	 	-88
8427	12	 	 	-88
8428	1	-11	-11	-11
8428	2	25	-11	-11
8428	3	35	-11	-11
8428	4	-11	-11	-11
8428	5	 	 	-11
8428	6	 	 	-11
8428	7	 	 	-11
8428	8	 	 	-11
8428	9	20	-11	-11
8428	10	-88	-88	-88
8428	11	 	 	-88
8428	12	 	 	-88
8429	1	-11	-11	-11
8429	2	-11	-11	-11
8429	3	20	-11	-11
8429	4	-11	-11	-11
8429	5	 	 	-11
8429	6	 	 	-11
8429	7	 	 	-11
8429	8	 	 	-11
8429	9	-88	-88	-88
8429	10	-88	-88	-88
8429	11	 	 	-88
8429	12	 	 	-88
8430	1	-11	10	-11
8430	2	-11	-11	-11
8430	3	30	-11	-11
8430	4	-11	-11	-11
8430	5	 	 	-11
8430	6	 	 	-11
8430	7	 	 	-11
8430	8	 	 	-11
8430	9	-88	-88	-88
8430	10	-88	-88	-88
8430	11	 	 	-88
8430	12	 	 	-88
8431	1	-11	10	-11
8431	2	-11	-11	-11
8431	3	-50	-11	-11
8431	4	-11	-11	-11
8431	5	 	 	-11
8431	6	 	 	-11
8431	7	 	 	-11
8431	8	 	 	-11
8431	9	-88	-88	-88
8431	10	-88	-88	-88
8431	11	 	 	-88
8431	12	 	 	-88
8432	1	-11	-11	-11
8432	2	25	25	-11
8432	3	40	-11	-11
8432	4	30	30	-11
8432	5	 	 	20
8432	6	 	 	20
8432	7	 	 	20
8432	8	 	 	20
8432	9	-88	-88	-88
8432	10	-88	-88	-88
8432	11	 	 	-88
8432	12	 	 	-88
8433	1	-11	-22	-11
8433	2	30	-11	-11
8433	3	30	-11	-11
8433	4	-11	-11	-11
8433	5	 	 	-11
8433	6	 	 	-11
8433	7	 	 	-11
8433	8	 	 	-11
8433	9	-88	-88	-88
8433	10	-88	-88	-88
8433	11	 	 	-88
8433	12	 	 	-88
8434	1	-11	-11	-11
8434	2	-11	-11	-11
8434	3	40	-11	-11
8434	4	-11	-11	-11
8434	5	 	 	-11
8434	6	 	 	-11
8434	7	 	 	-11
8434	8	 	 	-11
8434	9	-88	-88	-88
8434	10	-88	-88	-88
8434	11	 	 	-88
8434	12	 	 	-88
8435	1	-11	30	-11
8435	2	30	-11	-11
8435	3	50	-11	-11
8435	4	-11	-11	-11
8435	5	 	 	-11
8435	6	 	 	-11
8435	7	 	 	-11
8435	8	 	 	-11
8435	9	-88	-88	-88
8435	10	-88	-88	-88
8435	11	 	 	-88
8435	12	 	 	-88
8436	1	-11	20	-11
8436	2	-11	-11	-11
8436	3	50	-11	-11
8436	4	-11	-11	-11
8436	5	 	 	-11
8436	6	 	 	-11
8436	7	 	 	-11
8436	8	 	 	-11
8436	9	-88	-88	-88
8436	10	-88	-88	-88
8436	11	 	 	-88
8436	12	 	 	-88
8437	1	-11	30	-11
8437	2	40	-11	-11
8437	3	50	-11	-11
8437	4	-11	-11	-11
8437	5	 	 	-11
8437	6	 	 	-11
8437	7	 	 	-11
8437	8	 	 	-11
8437	9	-11	30	-11
8437	10	70	-11	-11
8437	11	 	 	-88
8437	12	 	 	-88
8438	1	-11	20	-11
8438	2	-11	-11	-11
8438	3	-11	-11	-11
8438	4	-11	-11	-11
8438	5	 	 	-11
8438	6	 	 	-11
8438	7	 	 	-11
8438	8	 	 	-11
8438	9	30	-11	-11
8438	10	15	-11	-11
8438	11	 	 	-88
8438	12	 	 	-88
8439	1	-11	20	-11
8439	2	30	-11	-11
8439	3	50	-11	-11
8439	4	-11	-11	-11
8439	5	 	 	-11
8439	6	 	 	-11
8439	7	 	 	-11
8439	8	 	 	-11
8439	9	30	30	-11
8439	10	-88	-88	-88
8439	11	 	 	-88
8439	12	 	 	-88
8440	1	-11	-11	-11
8440	2	-11	-11	-11
8440	3	40	-11	-11
8440	4	-11	-11	-11
8440	5	 	 	-11
8440	6	 	 	-11
8440	7	 	 	-11
8440	8	 	 	-11
8440	9	-88	-88	-88
8440	10	-88	-88	-88
8440	11	 	 	-88
8440	12	 	 	-88
8441	1	-11	-11	-11
8441	2	-11	-11	-11
8441	3	60	-11	-11
8441	4	-11	-11	-11
8441	5	 	 	-11
8441	6	 	 	-11
8441	7	 	 	-11
8441	8	 	 	-11
8441	9	-88	-88	-88
8441	10	-88	-88	-88
8441	11	 	 	-88
8441	12	 	 	-88
8442	1	-11	-11	-11
8442	2	35	35	-11
8442	3	55	-11	-11
8442	4	-11	-11	-11
8442	5	 	 	-11
8442	6	 	 	-11
8442	7	 	 	-11
8442	8	 	 	-11
8442	9	60	60	-11
8442	10	30	30	-11
8442	11	 	 	-88
8442	12	 	 	-88
8443	1	-11	-11	-11
8443	2	40	40	-11
8443	3	60	-11	-11
8443	4	-11	-11	-11
8443	5	 	 	-11
8443	6	 	 	-11
8443	7	 	 	-11
8443	8	 	 	-11
8443	9	60	60	11
8443	10	30	30	11
8443	11	 	 	-88
8443	12	 	 	-88
8444	1	-11	-11	-11
8444	2	-11	-11	-11
8444	3	60	-11	-11
8444	4	35	35	-11
8444	5	 	 	-11
8444	6	 	 	-11
8444	7	 	 	-11
8444	8	 	 	-11
8444	9	-88	-88	-88
8444	10	-88	-88	-88
8444	11	 	 	-88
8444	12	 	 	-88
8445	1	-11	-11	-11
8445	2	35	35	-11
8445	3	60	-11	-11
8445	4	30	30	-11
8445	5	 	 	-11
8445	6	 	 	-11
8445	7	 	 	-11
8445	8	 	 	-11
8445	9	-88	-88	-88
8445	10	-88	-88	-88
8445	11	 	 	-88
8445	12	 	 	-88
8447	1	-11	-11	-11
8447	2	30	30	-11
8447	3	60	-11	-11
8447	4	-11	-11	-11
8447	5	 	 	-11
8447	6	 	 	-11
8447	7	 	 	-11
8447	8	 	 	-11
8447	9	-88	-88	-88
8447	10	-88	-88	-88
8447	11	 	 	-88
8447	12	 	 	-88
8448	1	-11	20	-11
8448	2	50	-11	-11
8448	3	30	-11	-11
8448	4	-11	-11	-11
8448	5	 	 	-11
8448	6	 	 	-11
8448	7	 	 	-11
8448	8	 	 	-11
8448	9	30	-11	-11
8448	10	-88	-88	-88
8448	11	 	 	-88
8448	12	 	 	-88
8449	1	-11	25	-11
8449	2	30	30	-11
8449	3	50	-11	-11
8449	4	-88	-88	-11
8449	5	 	 	-88
8449	6	 	 	-88
8449	7	 	 	-88
8449	8	 	 	-88
8449	9	-88	-88	-88
8449	10	-88	-88	-88
8449	11	 	 	-88
8449	12	 	 	88
8501	1	-11	12	-11
8501	2	40	-11	-11
8501	3	40	-11	-11
8501	4	-11	-11	-11
8501	5	 	 	-11
8501	6	 	 	10
8501	7	 	 	-11
8501	8	 	 	-11
8501	9	30	-11	-11
8501	10	-88	-88	-88
8501	11	 	 	-88
8501	12	 	 	-88
8502	1	-11	25	-11
8502	2	25	-11	-11
8502	3	50	-11	-11
8502	4	30	30	-11
8502	5	 	 	-11
8502	6	 	 	-11
8502	7	 	 	-11
8502	8	 	 	-11
8502	9	30	-11	-11
8502	10	25	25	20
8502	11	 	 	-88
8502	12	 	 	-88
8503	1	-88	20	-88
8503	2	20	-11	-11
8503	3	25	-11	-11
8503	4	20,5	20,5	-11
8503	5	 	 	15
8503	6	 	 	10
8503	7	 	 	10
8503	8	 	 	10
8503	9	-88	-88	-88
8503	10	-88	-88	-88
8503	11	 	 	-88
8503	12	 	 	-88
8504	1	-11	25	-11
8504	2	30	-11	-11
8504	3	40	-11	-11
8504	4	30	-11	-11
8504	5	 	 	-11
8504	6	 	 	-11
8504	7	 	 	-11
8504	8	 	 	-11
8504	9	35	-11	-11
8504	10	40	-11	-11
8504	11	 	 	-88
8504	12	 	 	-88
8505	1	-11	-11	-11
8505	2	30	-11	-11
8505	3	40	-11	-11
8505	4	-11	-11	-11
8505	5	 	 	-11
8505	6	 	 	-11
8505	7	 	 	-11
8505	8	 	 	-11
8505	9	-88	-88	-88
8505	10	-88	-88	-88
8505	11	 	 	-88
8505	12	 	 	-88
8506	1	-11	20	-11
8506	2	-11	-11	-11
8506	3	30	-11	-11
8506	4	-11	-11	-11
8506	5	 	 	-11
8506	6	 	 	-11
8506	7	 	 	10
8506	8	 	 	-11
8506	9	20	-11	-11
8506	10	10	10	-11
8506	11	 	 	-88
8506	12	 	 	-88
8507	1	-11	15	-11
8507	2	-88	-88	-88
8507	3	35	-11	-11
8507	4	-88	-88	-88
8507	5	 	 	-11
8507	6	 	 	-11
8507	7	 	 	-11
8507	8	 	 	-11
8507	9	-88	-88	-88
8507	10	-88	-88	-88
8507	11	 	 	-88
8507	12	 	 	-88
8508	1	11	10	11
8508	2	11	11	11
8508	3	20	22,5	11
8508	4	11	11	11
8508	5	 	 	-11
8508	6	 	 	-11
8508	7	 	 	-11
8508	8	 	 	-11
8508	9	-88	-88	-88
8508	10	-88	-88	-88
8508	11	 	 	-88
8508	12	 	 	-88
8509	1	-11	10	-11
8509	2	20	20	-11
8509	3	40	-11	-11
8509	4	-11	-11	-11
8509	5	 	 	10
8509	6	 	 	10
8509	7	 	 	-11
8509	8	 	 	10
8509	9	-88	-88	-88
8509	10	-88	-88	-88
8509	11	 	 	-88
8509	12	 	 	-88
8510	1	-11	10	-11
8510	2	-11	-11	-11
8510	3	20	-11	-11
8510	4	-11	-11	-11
8510	5	 	 	-11
8510	6	 	 	-11
8510	7	 	 	-11
8510	8	 	 	-11
8510	9	-88	-8	-88
8510	10	-88	-88	-88
8510	11	 	 	-88
8510	12	 	 	-88
8511	1	-11	12	-11
8511	2	-11	-11	-11
8511	3	20	-11	-11
8511	4	20	-11	-11
8511	5	 	 	-11
8511	6	 	 	-11
8511	7	 	 	-11
8511	8	 	 	-11
8511	9	-88	-88	-88
8511	10	-88	-88	-88
8511	11	 	 	-88
8511	12	 	 	-88
8512	1	-11	15	-11
8512	2	-11	-11	-11
8512	3	35	-11	-11
8512	4	-11	-11	-11
8512	5	 	 	-11
8512	6	 	 	40
8512	7	 	 	50
8512	8	 	 	-11
8512	9	-88	-88	-88
8512	10	-88	-88	-88
8512	11	 	 	-88
8512	12	 	 	-88
8513	1	-22	15	-22
8513	2	-88	-88	-88
8513	3	25	-88	-88
8513	4	-88	-88	-88
8513	5	 	 	-22
8513	6	 	 	-22
8513	7	 	 	-11
8513	8	 	 	-11
8513	9	-88	-88	-88
8513	10	-88	-88	-88
8513	11	 	 	-88
8513	12	 	 	-88
8514	1	-11	30	-11
8514	2	25	-11	-11
8514	3	30	-11	-11
8514	4	-88	-88	-88
8514	5	 	 	-11
8514	6	 	 	15
8514	7	 	 	15
8514	8	 	 	10
8514	9	20	-11	-11
8514	10	25	-11	15
8514	11	 	 	-88
8514	12	 	 	-88
8515	1	-11	30	-11
8515	2	40	-11	-11
8515	3	50	-11	-11
8515	4	-88	-88	-88
8515	5	 	 	-11
8515	6	 	 	-11
8515	7	 	 	-11
8515	8	 	 	-11
8515	9	30	30	-11
8515	10	40	-11	-11
8515	11	 	 	-88
8515	12	 	 	-88
8516	1	-11	20	-11
8516	2	-88	-88	-88
8516	3	35	-11	-11
8516	4	-88	-88	-88
8516	5	 	 	-88
8516	6	 	 	-88
8516	7	 	 	-88
8516	8	 	 	-88
8516	9	-88	-88	-88
8516	10	-88	-88	-88
8516	11	 	 	-88
8516	12	 	 	-88
8517	1	-11	-11	-11
8517	2	-11	-11	-11
8517	3	-11	-11	-11
8517	4	-11	-11	-11
8517	5	 	 	-11
8517	6	 	 	-11
8517	7	 	 	-11
8517	8	 	 	-11
8517	9	-88	-88	-88
8517	10	-88	-88	-88
8517	11	 	 	-88
8517	12	 	 	-88
8518	1	-11	20	-11
8518	2	-11	-11	-11
8518	3	-11	40	-11
8518	4	35	35	-11
8518	5	 	 	15
8518	6	 	 	-11
8518	7	 	 	-11
8518	8	 	 	10
8518	9	30	30	20
8518	10	40	-11	-11
8518	11	 	 	-88
8518	12	 	 	-88
8519	1	-11	-11	-11
8519	2	30	30	15
8519	3	40	-11	-11
8519	4	30	-11	-11
8519	5	 	 	-11
8519	6	 	 	-11
8519	7	 	 	-11
8519	8	 	 	-11
8519	9	25	-11	25
8519	10	-88	-88	-88
8519	11	 	 	-88
8519	12	 	 	-88
8520	1	-11	10	-11
8520	2	30	30	-11
8520	3	30	30	-11
8520	4	30	30	-11
8520	5	 	 	-11
8520	6	 	 	20
8520	7	 	 	20
8520	8	 	 	-11
8520	9	-88	-88	-88
8520	10	-88	-88	-88
8520	11	 	 	-88
8520	12	 	 	-88
8521	1	-11	-11	-11
8521	2	30	30	-11
8521	3	40	-11	-11
8521	4	30	30	-11
8521	5	 	 	-11
8521	6	 	 	-11
8521	7	 	 	-11
8521	8	 	 	-11
8521	9	-88	-88	-88
8521	10	-88	-88	-88
8521	11	 	 	-88
8521	12	 	 	-88
8522	1	-11	10	-11
8522	2	-11	-11	-11
8522	3	-11	-11	-11
8522	4	-11	-11	-11
8522	5	 	 	-11
8522	6	 	 	-11
8522	7	 	 	-11
8522	8	 	 	-11
8522	9	-88	-88	-88
8522	10	-88	-88	-88
8522	11	 	 	-88
8522	12	 	 	-88
8523	1	-11	-11	-11
8523	2	-11	-11	-11
8523	3	50	-11	-11
8523	4	-11	-11	-11
8523	5	 	 	-11
8523	6	 	 	-11
8523	7	 	 	-11
8523	8	 	 	-11
8523	9	-88	-88	-88
8523	10	-88	-88	-88
8523	11	 	 	-88
8523	12	 	 	-88
8601	1	-11	10	-11
8601	2	-11	-11	-11
8601	3	40	-11	-11
8601	4	30	-11	-11
8601	5	 	 	-11
8601	6	 	 	-11
8601	7	 	 	-11
8601	8	 	 	-11
8601	9	-88	-88	-88
8601	10	-88	-88	-88
8601	11	 	 	-88
8601	12	 	 	-88
8602	1	-11	-11	-11
8602	2	-11	-11	-11
8602	3	30	-11	-11
8602	4	-11	-11	-11
8602	5	 	 	-11
8602	6	 	 	-11
8602	7	 	 	-11
8602	8	 	 	-11
8602	9	-88	-88	-88
8602	10	-88	-88	-88
8602	11	 	 	-88
8602	12	 	 	-88
8603	1	20	15	-11
8603	2	20	15	10
8603	3	25	20	10
8603	4	-11	-11	-11
8603	5	 	 	-11
8603	6	 	 	-11
8603	7	 	 	-11
8603	8	 	 	-11
8603	9	-88	-88	-88
8603	10	-88	-88	-88
8603	11	 	 	-88
8603	12	 	 	-88
8604	1	-11	-11	-11
8604	2	-11	-11	-11
8604	3	35	-11	-11
8604	4	-11	-11	-11
8604	5	 	 	-11
8604	6	 	 	-11
8604	7	 	 	-11
8604	8	 	 	-11
8604	9	-88	-88	-88
8604	10	-88	-88	-88
8604	11	 	 	-88
8604	12	 	 	-88
8605	1	-11	20	-11
8605	2	35	-11	-77
8605	3	30	-11	-11
8605	4	-11	-11	-11
8605	5	 	 	-11
8605	6	 	 	-11
8605	7	 	 	-11
8605	8	 	 	-11
8605	9	-88	-88	-88
8605	10	-88	-88	-88
8605	11	 	 	-88
8605	12	 	 	-88
8606	1	-11	15	-11
8606	2	-11	-11	-11
8606	3	30	-11	-11
8606	4	-11	-11	-11
8606	5	 	 	-11
8606	6	 	 	10
8606	7	 	 	-11
8606	8	 	 	15
8606	9	-88	-88	-88
8606	10	-88	-88	-88
8606	11	 	 	-88
8606	12	 	 	-88
8607	1	-11	20	-11
8607	2	-11	-11	-11
8607	3	35	-11	-11
8607	4	35	-11	-11
8607	5	 	 	-11
8607	6	 	 	-11
8607	7	 	 	-11
8607	8	 	 	-11
8607	9	-88	-88	-88
8607	10	-88	-88	-88
8607	11	 	 	-88
8607	12	 	 	-88
8608	1	-11	30	-11
8608	2	50	45	-11
8608	3	50	-11	-11
8608	4	-11	-11	-11
8608	5	 	 	-11
8608	6	 	 	-11
8608	7	 	 	-11
8608	8	 	 	-11
8608	9	30	30	30
8608	10	-88	-88	-88
8608	11	 	 	-88
8608	12	 	 	-88
8609	1	-11	30	-11
8609	2	-11	-11	-11
8609	3	50	-11	-11
8609	4	-11	-11	-11
8609	5	 	 	-11
8609	6	 	 	-11
8609	7	 	 	-11
8609	8	 	 	-11
8609	9	-88	-88	-88
8609	10	-88	-88	-88
8609	11	 	 	-88
8609	12	 	 	-88
8610	1	-11	30	-11
8610	2	-11	-11	-11
8610	3	50	-88	-88
8610	4	-11	-11	-11
8610	5	 	 	-11
8610	6	 	 	-11
8610	7	 	 	-11
8610	8	 	 	-11
8610	9	-88	-88	-88
8610	10	-88	-88	-88
8610	11	 	 	-88
8610	12	 	 	-88
8611	1	-11	10	-11
8611	2	-11	-11	-11
8611	3	60	-11	-11
8611	4	60	60	-11
8611	5	 	 	-11
8611	6	 	 	-11
8611	7	 	 	-11
8611	8	 	 	-11
8611	9	-88	-88	-88
8611	10	-88	-88	-88
8611	11	 	 	-88
8611	12	 	 	-88
8612	1	-11	35	-11
8612	2	-11	-11	-11
8612	3	50	-11	-11
8612	4	-11	-11	-11
8612	5	 	 	-11
8612	6	 	 	-11
8612	7	 	 	20
8612	8	 	 	25
8612	9	-88	-88	-88
8612	10	-88	-88	-88
8612	11	 	 	-88
8612	12	 	 	-88
8613	1	-11	35	-11
8613	2	45	40	-11
8613	3	50	-11	-11
8613	4	-11	-11	-11
8613	5	 	 	-11
8613	6	 	 	-11
8613	7	 	 	-11
8613	8	 	 	20
8613	9	30	30	30
8613	10	-88	-88	-88
8613	11	 	 	-88
8613	12	 	 	-88
8614	1	-11	-11	-11
8614	2	-11	-11	-11
8614	3	50	-11	-11
8614	4	-11	-11	-11
8614	5	 	 	-88
8614	6	 	 	-88
8614	7	 	 	-88
8614	8	 	 	-88
8614	9	-88	-88	-88
8614	10	-88	-88	88
8614	11	 	 	-88
8614	12	 	 	-88
8615	1	-11	-11	-11
8615	2	40	-11	-11
8615	3	45	-11	-11
8615	4	-11	-11	-11
8615	5	 	 	-11
8615	6	 	 	-11
8615	7	 	 	-11
8615	8	 	 	-11
8615	9	-88	-88	-88
8615	10	-88	-88	-88
8615	11	 	 	-88
8615	12	 	 	-88
8616	1	-11	20	-88
8616	2	-11	-11	-88
8616	3	40	-11	-11
8616	4	-11	-11	-11
8616	5	 	 	-88
8616	6	 	 	-88
8616	7	 	 	-88
8616	8	 	 	-88
8616	9	-88	-88	-88
8616	10	-88	-88	-88
8616	11	 	 	-88
8616	12	 	 	-88
8617	1	-11	25	-11
8617	2	-11	-11	-11
8617	3	60	-11	-11
8617	4	-11	-11	-11
8617	5	 	 	-11
8617	6	 	 	-11
8617	7	 	 	-11
8617	8	 	 	-11
8617	9	-88	-88	-88
8617	10	-88	-88	-88
8617	11	 	 	-88
8617	12	 	 	-88
8618	1	-11	35	-11
8618	2	-11	-11	-11
8618	3	60	60	60
8618	4	-11	-11	-11
8618	5	 	 	-11
8618	6	 	 	-11
8618	7	 	 	-11
8618	8	 	 	-11
8618	9	-88	-88	-88
8618	10	-88	-88	-88
8618	11	 	 	-88
8618	12	 	 	-88
8619	1	-11	-11	-11
8619	2	-11	-11	-11
8619	3	50	-11	-11
8619	4	-11	-11	-11
8619	5	 	 	-11
8619	6	 	 	-11
8619	7	 	 	-11
8619	8	 	 	-11
8619	9	-88	-88	-88
8619	10	-88	-88	-88
8619	11	 	 	-88
8619	12	 	 	-88
8620	1	-11	-11	-11
8620	2	-11	-11	-11
8620	3	60	-11	-11
8620	4	-11	-11	-11
8620	5	 	 	-11
8620	6	 	 	-11
8620	7	 	 	-11
8620	8	 	 	-11
8620	9	-88	-88	-88
8620	10	-88	-88	-88
8620	11	 	 	-88
8620	12	 	 	-88
8621	1	-11	35	-11
8621	2	35	-11	-11
8621	3	60	-11	-11
8621	4	-11	-11	-11
8621	5	 	 	-11
8621	6	 	 	-11
8621	7	 	 	-11
8621	8	 	 	-11
8621	9	-88	-88	-88
8621	10	-88	-88	-88
8621	11	 	 	-88
8621	12	 	 	-88
8622	1	-11	-77	-11
8622	2	-77	-11	-11
8622	3	50	-11	-11
8622	4	-11	-11	-11
8622	5	 	 	-11
8622	6	 	 	-11
