CHILDCODE	TYACIDR4	ACTR4	EARNR4	COSTR4
90059	10	N	 	 
90059	11	N	 	 
90059	12	N	 	 
90059	13	N	 	 
90059	14	N	 	 
90059	15	N	 	 
90059	16	N	 	 
90060	1	N	 	 
90060	2	N	 	 
90060	3	N	 	 
90060	4	N	 	 
90060	5	Y	16250	0
90060	6	N	 	 
90060	7	Y	36400	3120
90060	8	Y	8320	0
90060	9	N	 	 
90060	10	N	 	 
90060	11	N	 	 
90060	12	N	 	 
90060	13	N	 	 
90060	14	Y	12000	4800
90060	15	N	 	 
90060	16	N	 	 
90061	1	N	 	 
90061	2	N	 	 
90061	3	N	 	 
90061	4	N	 	 
90061	5	Y	24000	0
90061	6	N	 	 
90061	7	Y	36000	0
90061	8	N	 	 
90061	9	N	 	 
90061	10	N	 	 
90061	11	N	 	 
90061	12	N	 	 
90061	13	N	 	 
90061	14	N	 	 
90061	15	N	 	 
90061	16	N	 	 
90062	1	N	 	 
90062	2	N	 	 
90062	3	N	 	 
90062	4	N	 	 
90062	5	N	 	 
90062	6	N	 	 
90062	7	N	 	 
90062	8	N	 	 
90062	9	N	 	 
90062	10	N	 	 
90062	11	N	 	 
90062	12	N	 	 
90062	13	N	 	 
90062	14	Y	120000	0
90062	15	N	 	 
90062	16	Y	21900	10000
90063	1	N	 	 
90063	2	N	 	 
90063	3	N	 	 
90063	4	N	 	 
90063	5	N	 	 
90063	6	Y	300000	156000
90063	7	N	 	 
90063	8	N	 	 
90063	9	N	 	 
90063	10	N	 	 
90063	11	N	 	 
90063	12	N	 	 
90063	13	N	 	 
90063	14	N	 	 
90063	15	N	 	 
90063	16	N	 	 
90064	1	Y	17280	6000
90064	2	N	 	 
90064	3	N	 	 
90064	4	N	 	 
90064	5	N	 	 
90064	6	N	 	 
90064	7	N	 	 
90064	8	Y	4500	300
90064	9	N	 	 
90064	10	N	 	 
90064	11	N	 	 
90064	12	N	 	 
90064	13	N	 	 
90064	14	Y	72000	0
90064	15	N	 	 
90064	16	N	 	 
90065	1	Y	10000	6000
90065	2	N	 	 
90065	3	N	 	 
90065	4	N	 	 
90065	5	N	 	 
90065	6	N	 	 
90065	7	N	 	 
90065	8	N	 	 
90065	9	Y	700000	600000
90065	10	N	 	 
90065	11	N	 	 
90065	12	N	 	 
90065	13	N	 	 
90065	14	N	 	 
90065	15	N	 	 
90065	16	N	 	 
90066	1	N	 	 
90066	2	N	 	 
90066	3	N	 	 
90066	4	N	 	 
90066	5	Y	10000	0
90066	6	N	 	 
90066	7	Y	60000	5000
90066	8	N	 	 
90066	9	N	 	 
90066	10	N	 	 
90066	11	N	 	 
90066	12	N	 	 
90066	13	N	 	 
90066	14	N	 	 
90066	15	N	 	 
90066	16	N	 	 
90067	1	N	 	 
90067	2	N	 	 
90067	3	N	 	 
90067	4	N	 	 
90067	5	N	 	 
90067	6	N	 	 
90067	7	N	 	 
90067	8	N	 	 
90067	9	N	 	 
90067	10	N	 	 
90067	11	N	 	 
90067	12	N	 	 
90067	13	N	 	 
90067	14	Y	360000	15000
90067	15	N	 	 
90067	16	N	 	 
90068	1	Y	10800	4000
90068	2	N	 	 
90068	3	N	 	 
90068	4	N	 	 
90068	5	N	 	 
90068	6	Y	480000	120000
90068	7	N	 	 
90068	8	Y	2100	100
90068	9	N	 	 
90068	10	N	 	 
90068	11	N	 	 
90068	12	N	 	 
90068	13	N	 	 
90068	14	N	 	 
90068	15	N	 	 
90068	16	N	 	 
90069	1	Y	28800	4000
90069	2	N	 	 
90069	3	N	 	 
90069	4	N	 	 
90069	5	N	 	 
90069	6	N	 	 
90069	7	N	 	 
90069	8	N	 	 
90069	9	N	 	 
90069	10	N	 	 
90069	11	N	 	 
90069	12	N	 	 
90069	13	N	 	 
90069	14	N	 	 
90069	15	N	 	 
90069	16	N	 	 
90071	1	N	 	 
90071	2	N	 	 
90071	3	N	 	 
90071	4	N	 	 
90071	5	N	 	 
90071	6	Y	144000	48000
90071	7	N	 	 
90071	8	N	 	 
90071	9	N	 	 
90071	10	N	 	 
90071	11	N	 	 
90071	12	N	 	 
90071	13	N	 	 
90071	14	N	 	 
90071	15	N	 	 
90071	16	N	 	 
90072	1	Y	10800	16000
90072	2	N	 	 
90072	3	N	 	 
90072	4	N	 	 
90072	5	Y	10000	0
90072	6	Y	24000	12000
90072	7	Y	18000	0
90072	8	Y	7560	0
90072	9	N	 	 
90072	10	N	 	 
90072	11	N	 	 
90072	12	N	 	 
90072	13	N	 	 
90072	14	N	 	 
90072	15	N	 	 
90072	16	Y	10500	8700
90073	1	N	 	 
90073	2	N	 	 
90073	3	N	 	 
90073	4	N	 	 
90073	5	Y	13500	0
90073	6	Y	180000	60000
90073	7	Y	10200	100
90073	8	N	 	 
90073	9	N	 	 
90073	10	N	 	 
90073	11	N	 	 
90073	12	N	 	 
90073	13	N	 	 
90073	14	N	 	 
90073	15	N	 	 
90073	16	N	 	 
90074	1	N	 	 
90074	2	N	 	 
90074	3	N	 	 
90074	4	N	 	 
90074	5	Y	18000	0
90074	6	N	 	 
90074	7	Y	57600	1000
90074	8	Y	1400	0
90074	9	N	 	 
90074	10	N	 	 
90074	11	N	 	 
90074	12	N	 	 
90074	13	N	 	 
90074	14	N	 	 
90074	15	N	 	 
90074	16	N	 	 
90075	1	N	 	 
90075	2	N	 	 
90075	3	N	 	 
90075	4	N	 	 
90075	5	Y	12000	0
90075	6	Y	67500	500
90075	7	Y	6500	0
90075	8	Y	3200	0
90075	9	N	 	 
90075	10	N	 	 
90075	11	N	 	 
90075	12	N	 	 
90075	13	N	 	 
90075	14	N	 	 
90075	15	N	 	 
90075	16	Y	28000	8000
90076	1	N	 	 
90076	2	N	 	 
90076	3	N	 	 
90076	4	N	 	 
90076	5	N	 	 
90076	6	N	 	 
90076	7	Y	8400	750
90076	8	Y	7200	0
90076	9	N	 	 
90076	10	N	 	 
90076	11	N	 	 
90076	12	N	 	 
90076	13	Y	54000	0
90076	14	N	 	 
90076	15	N	 	 
90076	16	N	 	 
90077	1	N	 	 
90077	2	N	 	 
90077	3	N	 	 
90077	4	N	 	 
90077	5	Y	3000	0
90077	6	Y	216000	36000
90077	7	N	 	 
90077	8	Y	840	0
90077	9	N	 	 
90077	10	N	 	 
90077	11	N	 	 
90077	12	N	 	 
90077	13	N	 	 
90077	14	N	 	 
90077	15	N	 	 
90077	16	N	 	 
90078	1	N	 	 
90078	2	N	 	 
90078	3	N	 	 
90078	4	N	 	 
90078	5	Y	432000	0
90078	6	N	 	 
90078	7	N	 	 
90078	8	Y	13440	0
90078	9	N	 	 
90078	10	N	 	 
90078	11	N	 	 
90078	12	N	 	 
90078	13	N	 	 
90078	14	Y	10800	0
90078	15	N	 	 
90078	16	N	 	 
90079	1	N	 	 
90079	2	N	 	 
90079	3	N	 	 
90079	4	N	 	 
90079	5	N	 	 
90079	6	Y	300000	60000
90079	7	N	 	 
90079	8	N	 	 
90079	9	N	 	 
90079	10	N	 	 
90079	11	N	 	 
90079	12	N	 	 
90079	13	N	 	 
90079	14	N	 	 
90079	15	N	 	 
90079	16	N	 	 
90080	1	Y	45000	14000
90080	2	N	 	 
90080	3	N	 	 
90080	4	N	 	 
90080	5	N	 	 
90080	6	N	 	 
90080	7	N	 	 
90080	8	Y	9600	400
90080	9	N	 	 
90080	10	N	 	 
90080	11	N	 	 
90080	12	N	 	 
90080	13	N	 	 
90080	14	N	 	 
90080	15	N	 	 
90080	16	Y	24000	12000
90081	1	Y	18900	7000
90081	2	N	 	 
90081	3	N	 	 
90081	4	N	 	 
90081	5	Y	9000	0
90081	6	N	 	 
90081	7	N	 	 
90081	8	Y	2400	400
90081	9	N	 	 
90081	10	N	 	 
90081	11	N	 	 
90081	12	N	 	 
90081	13	N	 	 
90081	14	N	 	 
90081	15	N	 	 
90081	16	N	 	 
90082	1	N	 	 
90082	2	N	 	 
90082	3	N	 	 
90082	4	N	 	 
90082	5	N	 	 
90082	6	Y	135000	24000
90082	7	N	 	 
90082	8	N	 	 
90082	9	N	 	 
90082	10	N	 	 
90082	11	N	 	 
90082	12	N	 	 
90082	13	N	 	 
90082	14	N	 	 
90082	15	N	 	 
90082	16	Y	2000	5000
90083	1	Y	45000	12000
90083	2	N	 	 
90083	3	N	 	 
90083	4	N	 	 
90083	5	Y	14000	0
90083	6	Y	864000	152000
90083	7	N	 	 
90083	8	Y	14400	300
90083	9	N	 	 
90083	10	N	 	 
90083	11	N	 	 
90083	12	N	 	 
90083	13	N	 	 
90083	14	N	 	 
90083	15	N	 	 
90083	16	Y	124000	44000
90084	1	N	 	 
90084	2	N	 	 
90084	3	N	 	 
90084	4	N	 	 
90084	5	N	 	 
90084	6	Y	204000	12000
90084	7	N	 	 
90084	8	N	 	 
90084	9	N	 	 
90084	10	N	 	 
90084	11	N	 	 
90084	12	N	 	 
90084	13	N	 	 
90084	14	N	 	 
90084	15	N	 	 
90084	16	N	 	 
90085	1	N	 	 
90085	2	N	 	 
90085	3	N	 	 
90085	4	N	 	 
90085	5	Y	1200	0
90085	6	Y	168000	50000
90085	7	N	 	 
90085	8	Y	900	0
90085	9	N	 	 
90085	10	N	 	 
90085	11	N	 	 
90085	12	N	 	 
90085	13	N	 	 
90085	14	N	 	 
90085	15	N	 	 
90085	16	N	 	 
90086	1	N	 	 
90086	2	N	 	 
90086	3	N	 	 
90086	4	N	 	 
90086	5	Y	10000	0
90086	6	N	 	 
90086	7	N	 	 
90086	8	Y	1540	0
90086	9	N	 	 
90086	10	N	 	 
90086	11	N	 	 
90086	12	N	 	 
90086	13	N	 	 
90086	14	N	 	 
90086	15	N	 	 
90086	16	Y	80000	52000
90087	1	N	 	 
90087	2	N	 	 
90087	3	N	 	 
90087	4	N	 	 
90087	5	N	 	 
90087	6	Y	240000	60000
90087	7	N	 	 
90087	8	Y	840	0
90087	9	N	 	 
90087	10	N	 	 
90087	11	N	 	 
90087	12	N	 	 
90087	13	N	 	 
90087	14	N	 	 
90087	15	N	 	 
90087	16	Y	8750	16000
90088	1	N	 	 
90088	2	N	 	 
90088	3	N	 	 
90088	4	N	 	 
90088	5	N	 	 
90088	6	N	 	 
90088	7	N	 	 
90088	8	N	 	 
90088	9	N	 	 
90088	10	N	 	 
90088	11	N	 	 
90088	12	N	 	 
90088	13	N	 	 
90088	14	N	 	 
90088	15	N	 	 
90088	16	Y	130000	55000
90089	1	N	 	 
90089	2	N	 	 
90089	3	N	 	 
90089	4	N	 	 
90089	5	N	 	 
90089	6	N	 	 
90089	7	N	 	 
90089	8	Y	3920	0
90089	9	Y	14400	36000
90089	10	N	 	 
90089	11	N	 	 
90089	12	N	 	 
90089	13	N	 	 
90089	14	N	 	 
90089	15	N	 	 
90089	16	Y	40000	18000
90090	1	N	 	 
90090	2	N	 	 
90090	3	N	 	 
90090	4	N	 	 
90090	5	Y	29000	0
90090	6	N	 	 
90090	7	Y	8000	0
90090	8	Y	6000	200
90090	9	N	 	 
90090	10	N	 	 
90090	11	N	 	 
90090	12	N	 	 
90090	13	N	 	 
90090	14	N	 	 
90090	15	N	 	 
90090	16	Y	12000	4000
90091	1	N	 	 
90091	2	N	 	 
90091	3	N	 	 
90091	4	N	 	 
90091	5	N	 	 
90091	6	N	 	 
90091	7	N	 	 
90091	8	N	 	 
90091	9	N	 	 
90091	10	N	 	 
90091	11	N	 	 
90091	12	N	 	 
90091	13	N	 	 
90091	14	Y	240000	72000
90091	15	N	 	 
90091	16	N	 	 
90092	1	N	 	 
90092	2	N	 	 
90092	3	N	 	 
90092	4	N	 	 
90092	5	N	 	 
90092	6	Y	204000	5000
90092	7	N	 	 
90092	8	N	 	 
90092	9	N	 	 
90092	10	N	 	 
90092	11	N	 	 
90092	12	N	 	 
90092	13	N	 	 
90092	14	N	 	 
90092	15	N	 	 
90092	16	N	 	 
90093	1	N	 	 
90093	2	N	 	 
90093	3	N	 	 
90093	4	N	 	 
90093	5	N	 	 
90093	6	Y	30000	0
90093	7	N	 	 
90093	8	N	 	 
90093	9	N	 	 
90093	10	N	 	 
90093	11	N	 	 
90093	12	N	 	 
90093	13	N	 	 
90093	14	N	 	 
90093	15	N	 	 
90093	16	N	 	 
90094	1	N	 	 
90094	2	N	 	 
90094	3	N	 	 
90094	4	N	 	 
90094	5	N	 	 
90094	6	N	 	 
90094	7	N	 	 
90094	8	N	 	 
90094	9	Y	144000	109200
90094	10	N	 	 
90094	11	N	 	 
90094	12	N	 	 
90094	13	N	 	 
90094	14	Y	192000	108000
90094	15	N	 	 
90094	16	N	 	 
90095	1	N	 	 
90095	2	N	 	 
90095	3	N	 	 
90095	4	N	 	 
90095	5	N	 	 
90095	6	Y	36000	0
90095	7	N	 	 
90095	8	N	 	 
90095	9	N	 	 
90095	10	N	 	 
90095	11	N	 	 
90095	12	N	 	 
90095	13	Y	21600	0
90095	14	Y	48000	0
90095	15	N	 	 
90095	16	N	 	 
90096	1	N	 	 
90096	2	N	 	 
90096	3	N	 	 
90096	4	N	 	 
90096	5	N	 	 
90096	6	N	 	 
90096	7	N	 	 
90096	8	N	 	 
90096	9	N	 	 
90096	10	N	 	 
90096	11	N	 	 
90096	12	N	 	 
90096	13	N	 	 
90096	14	Y	114000	72000
90096	15	N	 	 
90096	16	N	 	 
90097	1	N	 	 
90097	2	N	 	 
90097	3	N	 	 
90097	4	N	 	 
90097	5	N	 	 
90097	6	N	 	 
90097	7	N	 	 
90097	8	N	 	 
90097	9	Y	144000	10000
90097	10	N	 	 
90097	11	N	 	 
90097	12	N	 	 
90097	13	N	 	 
90097	14	N	 	 
90097	15	N	 	 
90097	16	Y	5000	0
90098	1	N	 	 
90098	2	N	 	 
90098	3	N	 	 
90098	4	N	 	 
90098	5	N	 	 
90098	6	N	 	 
90098	7	Y	72000	14000
90098	8	N	 	 
90098	9	N	 	 
90098	10	N	 	 
90098	11	N	 	 
90098	12	N	 	 
90098	13	N	 	 
90098	14	N	 	 
90098	15	N	 	 
90098	16	N	 	 
90099	1	N	 	 
90099	2	N	 	 
90099	3	N	 	 
90099	4	N	 	 
90099	5	Y	6390	0
90099	6	N	 	 
90099	7	Y	35000	8000
90099	8	Y	3120	0
90099	9	N	 	 
90099	10	N	 	 
90099	11	N	 	 
90099	12	N	 	 
90099	13	N	 	 
90099	14	N	 	 
90099	15	N	 	 
90099	16	N	 	 
90100	1	Y	4200	1500
90100	2	N	 	 
90100	3	N	 	 
90100	4	N	 	 
90100	5	Y	6000	0
90100	6	N	 	 
90100	7	N	 	 
90100	8	Y	720	0
90100	9	N	 	 
90100	10	N	 	 
90100	11	N	 	 
90100	12	N	 	 
90100	13	N	 	 
90100	14	N	 	 
90100	15	N	 	 
90100	16	Y	0	5000
100002	1	N	 	 
100002	2	N	 	 
100002	3	N	 	 
100002	4	N	 	 
100002	5	N	 	 
100002	6	Y	264000	12000
100002	7	N	 	 
100002	8	N	 	 
100002	9	N	 	 
100002	10	N	 	 
100002	11	N	 	 
100002	12	N	 	 
100002	13	N	 	 
100002	14	N	 	 
100002	15	N	 	 
100002	16	N	 	 
100003	1	N	 	 
100003	2	N	 	 
100003	3	N	 	 
100003	4	N	 	 
100003	5	N	 	 
100003	6	Y	636000	45600
100003	7	N	 	 
100003	8	N	 	 
100003	9	N	 	 
100003	10	N	 	 
100003	11	N	 	 
100003	12	N	 	 
100003	13	N	 	 
100003	14	N	 	 
100003	15	N	 	 
100003	16	N	 	 
100004	1	N	 	 
100004	2	N	 	 
100004	3	N	 	 
100004	4	N	 	 
100004	5	N	 	 
100004	6	Y	40000	0
100004	7	N	 	 
100004	8	N	 	 
100004	9	Y	180000	40000
100004	10	N	 	 
100004	11	N	 	 
100004	12	N	 	 
100004	13	N	 	 
100004	14	N	 	 
100004	15	N	 	 
100004	16	N	 	 
100005	1	N	 	 
100005	2	N	 	 
100005	3	N	 	 
100005	4	N	 	 
100005	5	N	 	 
100005	6	Y	1440000	72000
100005	7	N	 	 
100005	8	N	 	 
100005	9	N	 	 
100005	10	N	 	 
100005	11	N	 	 
100005	12	N	 	 
100005	13	N	 	 
100005	14	N	 	 
100005	15	N	 	 
100005	16	N	 	 
100006	1	N	 	 
100006	2	N	 	 
100006	3	N	 	 
100006	4	N	 	 
100006	5	N	 	 
100006	6	N	 	 
100006	7	N	 	 
100006	8	N	 	 
100006	9	N	 	 
100006	10	N	 	 
100006	11	N	 	 
100006	12	N	 	 
100006	13	N	 	 
100006	14	Y	132000	5000
100006	15	N	 	 
100006	16	N	 	 
100008	1	N	 	 
100008	2	N	 	 
100008	3	N	 	 
100008	4	N	 	 
100008	5	N	 	 
100008	6	Y	180000	0
100008	7	N	 	 
100008	8	N	 	 
100008	9	N	 	 
100008	10	N	 	 
100008	11	N	 	 
100008	12	N	 	 
100008	13	N	 	 
100008	14	N	 	 
100008	15	N	 	 
100008	16	N	 	 
100009	1	N	 	 
100009	2	N	 	 
100009	3	N	 	 
100009	4	N	 	 
100009	5	N	 	 
100009	6	Y	156000	0
100009	7	N	 	 
100009	8	N	 	 
100009	9	N	 	 
100009	10	N	 	 
100009	11	N	 	 
100009	12	N	 	 
100009	13	N	 	 
100009	14	Y	240000	96000
100009	15	N	 	 
100009	16	N	 	 
100010	1	N	 	 
100010	2	N	 	 
100010	3	N	 	 
100010	4	N	 	 
100010	5	N	 	 
100010	6	N	 	 
100010	7	N	 	 
100010	8	N	 	 
100010	9	Y	219000	50000
100010	10	N	 	 
100010	11	N	 	 
100010	12	N	 	 
100010	13	N	 	 
100010	14	N	 	 
100010	15	N	 	 
100010	16	N	 	 
100011	1	N	 	 
100011	2	N	 	 
100011	3	N	 	 
100011	4	N	 	 
100011	5	N	 	 
100011	6	N	 	 
100011	7	N	 	 
100011	8	N	 	 
100011	9	N	 	 
100011	10	N	 	 
100011	11	N	 	 
100011	12	N	 	 
100011	13	N	 	 
100011	14	Y	84000	1000
100011	15	N	 	 
100011	16	N	 	 
100013	1	N	 	 
100013	2	N	 	 
100013	3	N	 	 
100013	4	N	 	 
100013	5	N	 	 
100013	6	Y	3600000	600000
100013	7	N	 	 
100013	8	N	 	 
100013	9	N	 	 
100013	10	N	 	 
100013	11	N	 	 
100013	12	N	 	 
100013	13	N	 	 
100013	14	N	 	 
100013	15	N	 	 
100013	16	N	 	 
100014	1	N	 	 
100014	2	N	 	 
100014	3	N	 	 
100014	4	N	 	 
100014	5	N	 	 
100014	6	N	 	 
100014	7	N	 	 
100014	8	N	 	 
100014	9	Y	350000	10000
100014	10	N	 	 
100014	11	N	 	 
100014	12	N	 	 
100014	13	N	 	 
100014	14	N	 	 
100014	15	N	 	 
100014	16	N	 	 
100015	1	N	 	 
100015	2	N	 	 
100015	3	N	 	 
100015	4	N	 	 
100015	5	N	 	 
100015	6	N	 	 
100015	7	N	 	 
100015	8	N	 	 
100015	9	N	 	 
100015	10	N	 	 
100015	11	N	 	 
100015	12	N	 	 
100015	13	Y	59400	13200
100015	14	Y	20400	0
100015	15	N	 	 
100015	16	N	 	 
100016	1	N	 	 
100016	2	N	 	 
100016	3	N	 	 
100016	4	N	 	 
100016	5	N	 	 
100016	6	Y	48000	7200
100016	7	Y	28800	0
100016	8	N	 	 
100016	9	N	 	 
100016	10	N	 	 
100016	11	N	 	 
100016	12	N	 	 
100016	13	N	 	 
100016	14	N	 	 
100016	15	N	 	 
100016	16	N	 	 
100018	1	N	 	 
100018	2	N	 	 
100018	3	N	 	 
100018	4	N	 	 
100018	5	N	 	 
100018	6	Y	648000	0
100018	7	N	 	 
100018	8	N	 	 
100018	9	N	 	 
100018	10	N	 	 
100018	11	N	 	 
100018	12	N	 	 
100018	13	N	 	 
100018	14	N	 	 
100018	15	N	 	 
100018	16	N	 	 
100019	1	N	 	 
100019	2	N	 	 
100019	3	N	 	 
100019	4	N	 	 
100019	5	N	 	 
100019	6	Y	216000	0
100019	7	N	 	 
100019	8	N	 	 
100019	9	N	 	 
100019	10	N	 	 
100019	11	N	 	 
100019	12	N	 	 
100019	13	N	 	 
100019	14	N	 	 
100019	15	N	 	 
100019	16	N	 	 
100021	1	N	 	 
100021	2	N	 	 
100021	3	N	 	 
100021	4	N	 	 
100021	5	N	 	 
100021	6	Y	264000	0
100021	7	N	 	 
100021	8	N	 	 
100021	9	N	 	 
100021	10	N	 	 
100021	11	N	 	 
100021	12	N	 	 
100021	13	Y	12000	1500
100021	14	N	 	 
100021	15	N	 	 
100021	16	N	 	 
100023	1	N	 	 
100023	2	N	 	 
100023	3	N	 	 
100023	4	N	 	 
100023	5	N	 	 
100023	6	N	 	 
100023	7	Y	28000	5000
100023	8	N	 	 
100023	9	Y	204000	98000
100023	10	N	 	 
100023	11	N	 	 
100023	12	N	 	 
100023	13	N	 	 
100023	14	N	 	 
100023	15	N	 	 
100023	16	N	 	 
100024	1	N	 	 
100024	2	N	 	 
100024	3	N	 	 
100024	4	N	 	 
100024	5	N	 	 
100024	6	N	 	 
100024	7	N	 	 
100024	8	N	 	 
100024	9	Y	432000	550800
100024	10	N	 	 
100024	11	N	 	 
100024	12	N	 	 
100024	13	N	 	 
100024	14	N	 	 
100024	15	N	 	 
100024	16	N	 	 
100025	1	N	 	 
100025	2	N	 	 
100025	3	N	 	 
100025	4	N	 	 
100025	5	N	 	 
100025	6	Y	96000	15600
100025	7	N	 	 
100025	8	N	 	 
100025	9	N	 	 
100025	10	N	 	 
100025	11	N	 	 
100025	12	N	 	 
100025	13	Y	5000	1500
100025	14	N	 	 
100025	15	N	 	 
100025	16	N	 	 
100026	1	N	 	 
100026	2	N	 	 
100026	3	N	 	 
100026	4	N	 	 
100026	5	N	 	 
100026	6	Y	18000	0
100026	7	Y	18000	6000
100026	8	N	 	 
100026	9	N	 	 
100026	10	N	 	 
100026	11	N	 	 
100026	12	N	 	 
100026	13	N	 	 
100026	14	N	 	 
100026	15	N	 	 
100026	16	N	 	 
100028	1	N	 	 
100028	2	N	 	 
100028	3	N	 	 
100028	4	N	 	 
100028	5	N	 	 
100028	6	N	 	 
100028	7	N	 	 
100028	8	N	 	 
100028	9	Y	360000	240000
100028	10	N	 	 
100028	11	N	 	 
100028	12	N	 	 
100028	13	N	 	 
100028	14	Y	180000	0
100028	15	N	 	 
100028	16	N	 	 
100029	1	N	 	 
100029	2	N	 	 
100029	3	N	 	 
100029	4	N	 	 
100029	5	N	 	 
100029	6	Y	24000	0
100029	7	N	 	 
100029	8	N	 	 
100029	9	N	 	 
100029	10	N	 	 
100029	11	N	 	 
100029	12	N	 	 
100029	13	N	 	 
100029	14	Y	108000	0
100029	15	N	 	 
100029	16	N	 	 
100030	1	N	 	 
100030	2	N	 	 
100030	3	N	 	 
100030	4	N	 	 
100030	5	N	 	 
100030	6	N	 	 
100030	7	N	 	 
100030	8	N	 	 
100030	9	N	 	 
100030	10	N	 	 
100030	11	N	 	 
100030	12	N	 	 
100030	13	N	 	 
100030	14	Y	82500	0
100030	15	N	 	 
100030	16	N	 	 
100032	1	N	 	 
100032	2	N	 	 
100032	3	N	 	 
100032	4	N	 	 
100032	5	N	 	 
100032	6	N	 	 
100032	7	N	 	 
100032	8	N	 	 
100032	9	Y	150000	30
100032	10	N	 	 
100032	11	N	 	 
100032	12	N	 	 
100032	13	N	 	 
100032	14	N	 	 
100032	15	N	 	 
100032	16	Y	20000	0
100034	1	N	 	 
100034	2	N	 	 
100034	3	N	 	 
100034	4	N	 	 
100034	5	N	 	 
100034	6	Y	150000	0
100034	7	N	 	 
100034	8	N	 	 
100034	9	N	 	 
100034	10	N	 	 
100034	11	N	 	 
100034	12	N	 	 
100034	13	N	 	 
100034	14	N	 	 
100034	15	N	 	 
100034	16	N	 	 
100035	1	N	 	 
100035	2	N	 	 
100035	3	N	 	 
100035	4	N	 	 
100035	5	N	 	 
100035	6	N	 	 
100035	7	Y	252000	35000
100035	8	N	 	 
100035	9	N	 	 
100035	10	N	 	 
100035	11	N	 	 
100035	12	N	 	 
100035	13	N	 	 
100035	14	N	 	 
100035	15	N	 	 
100035	16	N	 	 
100036	1	N	 	 
100036	2	N	 	 
100036	3	N	 	 
100036	4	N	 	 
100036	5	N	 	 
100036	6	N	 	 
100036	7	N	 	 
100036	8	N	 	 
100036	9	N	 	 
100036	10	N	 	 
100036	11	N	 	 
100036	12	N	 	 
100036	13	Y	144000	12000
100036	14	N	 	 
100036	15	N	 	 
100036	16	N	 	 
100037	1	N	 	 
100037	2	N	 	 
100037	3	N	 	 
100037	4	N	 	 
100037	5	N	 	 
100037	6	N	 	 
100037	7	Y	1350	0
100037	8	N	 	 
100037	9	N	 	 
100037	10	N	 	 
100037	11	N	 	 
100037	12	Y	48000	0
100037	13	N	 	 
100037	14	Y	86000	54000
100037	15	N	 	 
100037	16	N	 	 
100039	1	N	 	 
100039	2	N	 	 
100039	3	N	 	 
100039	4	N	 	 
100039	5	N	 	 
100039	6	N	 	 
100039	7	Y	60000	0
100039	8	N	 	 
100039	9	N	 	 
100039	10	N	 	 
100039	11	N	 	 
100039	12	N	 	 
100039	13	N	 	 
100039	14	N	 	 
100039	15	N	 	 
100039	16	N	 	 
100040	1	N	 	 
100040	2	N	 	 
100040	3	N	 	 
100040	4	N	 	 
100040	5	N	 	 
100040	6	Y	168000	15000
100040	7	N	 	 
100040	8	N	 	 
100040	9	N	 	 
100040	10	N	 	 
100040	11	N	 	 
100040	12	N	 	 
100040	13	N	 	 
100040	14	N	 	 
100040	15	N	 	 
100040	16	N	 	 
100041	1	N	 	 
100041	2	N	 	 
100041	3	N	 	 
100041	4	N	 	 
100041	5	N	 	 
100041	6	Y	144000	10000
100041	7	N	 	 
100041	8	N	 	 
100041	9	N	 	 
100041	10	N	 	 
100041	11	N	 	 
100041	12	N	 	 
100041	13	N	 	 
100041	14	N	 	 
100041	15	N	 	 
100041	16	N	 	 
100042	1	N	 	 
100042	2	N	 	 
100042	3	N	 	 
100042	4	N	 	 
100042	5	N	 	 
100042	6	N	 	 
100042	7	N	 	 
100042	8	N	 	 
100042	9	Y	165600	64800
100042	10	N	 	 
100042	11	N	 	 
100042	12	N	 	 
100042	13	N	 	 
100042	14	N	 	 
100042	15	N	 	 
100042	16	N	 	 
100043	1	N	 	 
100043	2	N	 	 
100043	3	N	 	 
100043	4	N	 	 
100043	5	N	 	 
100043	6	N	 	 
100043	7	N	 	 
100043	8	N	 	 
100043	9	Y	600000	180000
100043	10	N	 	 
100043	11	N	 	 
100043	12	N	 	 
100043	13	N	 	 
100043	14	N	 	 
100043	15	N	 	 
100043	16	N	 	 
100044	1	N	 	 
100044	2	N	 	 
100044	3	N	 	 
100044	4	N	 	 
100044	5	N	 	 
100044	6	N	 	 
100044	7	N	 	 
100044	8	N	 	 
100044	9	N	 	 
100044	10	N	 	 
100044	11	N	 	 
100044	12	N	 	 
100044	13	N	 	 
100044	14	Y	180000	12000
100044	15	N	 	 
100044	16	N	 	 
100046	1	N	 	 
100046	2	N	 	 
100046	3	N	 	 
100046	4	N	 	 
100046	5	N	 	 
100046	6	Y	36000	1000
100046	7	Y	8000	500
100046	8	N	 	 
100046	9	Y	54000	30000
100046	10	N	 	 
100046	11	N	 	 
100046	12	N	 	 
100046	13	N	 	 
100046	14	N	 	 
100046	15	N	 	 
100046	16	N	 	 
100047	1	N	 	 
100047	2	N	 	 
100047	3	N	 	 
100047	4	N	 	 
100047	5	Y	25500	0
100047	6	Y	36000	0
100047	7	Y	8000	100
100047	8	N	 	 
100047	9	N	 	 
100047	10	N	 	 
100047	11	N	 	 
100047	12	N	 	 
100047	13	N	 	 
100047	14	N	 	 
100047	15	N	 	 
100047	16	N	 	 
100049	1	N	 	 
100049	2	N	 	 
100049	3	N	 	 
100049	4	N	 	 
100049	5	Y	2880	0
100049	6	N	 	 
100049	7	N	 	 
100049	8	Y	4320	0
100049	9	N	 	 
100049	10	N	 	 
100049	11	N	 	 
