CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	PRMCRER4	THSVILR4	CHLBRNR4	LIVHSER4	YRDIEDR4	RWHLIVR4	RSEECHR4	RCHLVER4	RLNLIVR4	RELHHR4	MRTLSTR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	STRYRR4	STRMTHR4	AGEGRDR4	GRDRPR4	TYPLSTR4	PERFR4	TYPATDR4	FEESR4	EXTTUTR4	BRDSCHR4	WHSCHR4	SLEEPR4	CHCARER4	HHCHRER4	NPYWRKR4	PAYWRKR4	SCHOOLR4	STUDYR4	PLAYR4	IMPAC1R4	RGJOB1R4	MONTH1R4	WEEKS1R4	DAYS1R4	HOURS1R4	SSAC11R4	SSAC12R4	SSAC13R4	SSAC14R4	OFPEN1R4	IMINC1R4	IMPAC2R4	RGJOB2R4	MONTH2R4	WEEKS2R4	DAYS2R4	HOURS2R4	SSAC21R4	SSAC22R4	SSAC23R4	SSAC24R4	OFPEN2R4	IMINC2R4	IMPAC3R4	RGJOB3R4	MONTH3R4	WEEKS3R4	DAYS3R4	HOURS3R4	SSAC31R4	SSAC32R4	SSAC33R4	SSAC34R4	OFPEN3R4	IMINC3R4	MEMCNSR4	DISABR4	MEMAFCR4	MEMLNGR4	MLNHLR41	MLNHLR42	MLNHLR43	HTSFFR41	HTSFFR42	HTSFFR43	SEEKTRR4	WHSEEKR4	MEMSMKR4	MEMTOBR4	MEMALCR4
130039	2	70	74	 	2	6	6	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	3	37	41	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	4	34	38	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	4	6	12	1	1	1	1	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130039	5	30	34	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	6	27	31	 	2	1	1	Y	 	1	1	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	4	7	10	1	1	1	1	 	1	15	0	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130039	7	27	31	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	8	5	9	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	6	4	 	 	 	 	1	4	1	 	6	2	 	 	 	3	1	15000	3000	0	 	10	0	0	0	0	8	3	3	17	0	10	4	6	10	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130039	9	25	29	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	10	9	13	 	2	7	7	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	11	6	10	 	1	7	7	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	28	 	4	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130040	0	7	11	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	5	0	 	 	 	2	3	0	0	0	3	9	0	0	0	0	8	1	6	17	1	10	4	6	8	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130040	1	67	71	 	2	5	5	N	 	 	1	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	6	4	4	7	1	1	0	0	0	1	1	0	10	4	2	6	1	1	1	1	 	0	15	1	12	4	5	1	1	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130040	2	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	1	99	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	10	4	6	6	1	1	1	1	 	1	4	0	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	1	1	1
130040	3	37	41	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	10	4	5	6	1	1	1	1	 	1	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130040	4	14	18	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	10	4	3	5	1	1	1	1	 	1	15	1	12	4	7	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130040	28	10	14	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	10	1	 	5	0	 	 	 	2	3	0	0	0	 	8	0	1	0	0	9	2	4	17	1	10	4	6	9	1	1	1	1	 	0	15	1	12	4	6	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130041	0	8	12	 	2	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	6	0	 	 	 	3	3	0	1200	0	3	9	0	1	0	0	8	3	3	17	0	12	4	6	8	1	1	1	1	 	0	15	0	12	4	5	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130041	1	37	41	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	12	4	4	9	1	1	1	1	0	1	19	0	2	4	3	6	0	0	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	1	1	2
130041	2	29	33	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	8	4	5	7	1	0	0	1	0	1	15	1	12	4	7	3	1	1	1	1	 	0	19	0	2	4	3	6	0	0	1	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130041	28	9	13	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	2	1	 	 	 	 	1	6	1	 	6	0	 	 	 	2	3	0	1200	0	 	9	0	1	0	0	8	3	3	17	0	10	4	6	8	1	1	1	1	 	0	15	0	12	4	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130042	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	5	6	 	 	 	2	3	40	200	0	3	10	0	1	0	0	8	1	4	17	1	10	4	6	8	1	1	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130042	1	97	101	 	1	6	6	N	 	 	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130042	2	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	3	4	6	1	1	1	0	 	1	4	1	8	2	3	8	1	1	1	1	 	0	15	1	12	4	7	2	1	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	1	1	2
130042	3	35	39	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	99	99	1	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	3	4	8	1	1	1	0	 	1	5	1	8	3	4	8	1	1	1	0	0	0	19	1	2	2	3	8	1	0	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
130042	4	17	21	 	2	7	7	N	 	 	1	 	 	 	 	 	2	5	3	2	1	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	3	4	8	1	1	0	0	 	0	5	1	8	3	4	8	1	1	1	0	0	1	15	1	12	4	7	3	1	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
130042	5	16	20	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	3	4	8	1	1	1	1	 	1	5	1	6	2	3	8	1	1	0	0	0	0	19	1	2	2	3	8	1	0	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130042	6	12	16	 	2	7	7	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130042	7	53	57	 	2	6	6	N	 	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130042	28	11	15	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	6	0	5	5	3	3	7	3	 	 	 	 	 	 	8	0	6	5	0	0	0	5	4	1	12	4	7	10	1	1	1	1	 	1	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
130043	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	5	4	 	 	 	2	3	0	0	0	3	9	0	1	0	0	8	1	5	17	1	10	4	6	8	1	1	1	1	 	0	15	1	12	4	5	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130043	1	57	61	 	1	6	6	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130043	2	47	51	 	1	1	1	N	 	 	4	 	2	1	1	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130043	3	42	46	 	2	1	1	Y	 	0	1	 	 	 	 	 	 	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	10	4	6	8	1	1	1	1	0	1	15	1	12	4	7	2	1	1	1	1	 	0	19	1	1	2	6	8	0	1	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130044	0	8	12	 	1	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	6	2	 	 	 	3	3	100	2000	0	3	9	0	1	0	0	8	4	2	17	1	12	4	6	8	1	1	1	1	 	1	15	0	12	4	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130044	1	37	41	 	1	1	1	N	 	 	3	2013	 	 	1	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130044	2	27	31	 	2	2	2	N	 	 	1	 	 	 	 	 	4	3	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	9	1	1	1	1	0	1	15	0	12	4	7	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130044	3	25	29	 	2	1	1	Y	 	0	1	 	 	 	 	 	 	3	98	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	9	1	1	1	1	0	1	15	0	12	4	7	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130044	4	14	18	 	2	9	9	N	 	 	1	 	 	 	 	 	2	0	2	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	9	1	1	1	1	0	1	15	0	12	4	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130044	5	12	16	 	1	9	9	N	 	 	1	 	 	 	 	 	2	0	2	99	 	 	 	 	1	9	1	 	6	4	 	 	 	2	3	500	4000	0	 	9	0	1	0	0	8	4	2	17	0	12	4	6	8	1	1	1	1	 	0	15	0	12	4	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130045	0	8	12	 	1	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	5	1	 	6	0	 	 	 	3	1	20000	0	0	5	8	0	0	0	0	8	3	5	17	1	10	4	6	8	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130045	1	72	76	 	1	6	6	N	 	 	3	2008	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130045	2	57	61	 	2	6	6	N	 	 	1	 	 	 	 	 	3	3	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	4	6	8	1	0	0	1	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	9	88	 	4	 	 	1	5	0	1	2
130045	3	52	56	 	1	13	13	N	 	 	1	 	 	 	 	 	4	5	2	99	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	10	4	5	8	1	1	1	0	0	1	1	1	2	4	3	8	1	0	0	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	1	1
130045	4	41	45	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130045	5	37	41	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	2	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	10	4	7	6	1	1	1	1	 	1	1	1	3	4	2	4	1	0	0	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130045	6	27	31	 	2	1	1	Y	 	1	1	 	 	 	 	 	1	1	98	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	10	4	6	4	1	1	1	1	 	1	15	1	12	4	7	3	1	1	1	1	 	0	1	1	4	3	3	6	1	0	0	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130045	7	20	24	 	1	14	14	N	 	 	3	2005	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130045	8	19	23	 	1	14	14	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130045	9	18	22	 	1	14	14	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130045	10	5	9	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	6	5	 	 	 	 	1	2	1	 	6	0	 	 	 	3	1	20000	0	0	 	9	0	0	0	0	8	3	4	17	1	10	4	6	8	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130046	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	5	3	 	 	 	3	3	0	0	0	5	8	0	1	0	0	9	1	5	17	0	10	4	6	9	1	1	1	1	 	0	15	0	12	4	5	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130046	1	57	61	 	1	6	6	N	 	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130046	2	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	1	8	4	5	8	1	1	1	1	 	1	1	1	4	4	2	6	0	0	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130046	3	35	39	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	6	4	7	8	1	1	1	1	0	1	15	0	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130046	28	10	14	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	8	1	 	5	1	 	 	 	2	3	100	0	0	 	8	0	1	0	0	9	2	4	17	0	10	4	6	9	1	1	1	1	 	0	15	0	12	4	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130047	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	6	4	 	 	 	2	3	100	300	0	3	9	0	1	0	0	8	1	5	17	0	10	4	6	8	1	1	1	1	 	0	15	0	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130047	1	57	61	 	1	6	6	N	 	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130047	2	37	41	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	10	4	5	8	1	1	1	1	0	1	15	0	12	4	7	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130047	3	29	33	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	10	4	5	8	1	1	1	1	0	1	15	0	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130047	28	10	14	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	8	1	 	6	2	 	 	 	3	3	100	400	0	 	9	0	1	0	0	8	2	4	17	0	10	4	6	8	1	1	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130048	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	6	4	 	 	 	3	3	100	300	0	3	9	0	1	0	0	7	2	5	17	1	10	4	6	7	1	1	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130048	1	 	72	 	1	6	6	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130048	2	67	71	 	2	6	6	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130048	3	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	8	4	4	9	1	1	1	0	 	1	1	1	4	4	5	8	1	1	0	0	 	0	15	1	12	4	7	2	1	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130048	4	37	41	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	6	4	5	8	1	1	0	0	 	1	15	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
