CHILDCODE	IMEVIDR4	RKEVR4	LOSS10R4	LOSS11R4	LOSS12R4	LOSS13R4	RESEVR41	RESEVR42	RESEVR43
10056	1	45	 	 	2	 	9	88	88
10056	2	16	 	 	 	2	2	21	16
10056	3	47	 	 	 	3	2	88	88
10057	1	47	 	 	 	2	17	88	88
10057	2	88	 	 	 	 	 	 	 
10057	3	88	 	 	 	 	 	 	 
10058	1	40	 	 	3	 	18	88	88
10058	2	47	 	2	2	2	18	2	1
10058	3	88	 	 	 	 	 	 	 
10059	1	47	 	 	 	2	2	17	88
10059	2	36	 	 	3	 	17	88	88
10059	3	88	 	 	 	 	 	 	 
10060	1	39	 	 	 	2	2	9	88
10060	2	47	 	 	 	2	2	88	88
10060	3	88	 	 	 	 	 	 	 
10062	1	47	 	 	 	2	2	88	88
10062	2	88	 	 	 	 	 	 	 
10062	3	88	 	 	 	 	 	 	 
10063	1	47	 	 	 	2	2	18	9
10063	2	88	 	 	 	 	 	 	 
10063	3	88	 	 	 	 	 	 	 
10064	1	34	 	 	 	4	11	5	17
10064	2	47	 	 	 	2	2	17	88
10064	3	88	 	 	 	 	 	 	 
10065	1	47	 	 	 	2	2	9	10
10065	2	88	 	 	 	 	 	 	 
10065	3	88	 	 	 	 	 	 	 
10066	1	47	 	 	 	2	2	17	88
10066	2	88	 	 	 	 	 	 	 
10066	3	88	 	 	 	 	 	 	 
10067	1	47	 	 	 	3	2	17	88
10067	2	88	 	 	 	 	 	 	 
10067	3	88	 	 	 	 	 	 	 
10068	1	47	 	 	 	2	2	88	88
10068	2	36	3	 	 	 	22	18	88
10068	3	88	 	 	 	 	 	 	 
10069	1	38	 	 	2	 	18	17	9
10069	2	47	 	 	 	3	2	88	88
10069	3	88	 	 	 	 	 	 	 
10070	1	47	 	 	 	3	2	10	88
10070	2	88	 	 	 	 	 	 	 
10070	3	88	 	 	 	 	 	 	 
10071	1	37	 	 	 	2	9	28	88
10071	2	47	 	 	 	3	2	1	9
10071	3	88	 	 	 	 	 	 	 
10072	1	47	 	 	 	2	17	2	27
10072	2	88	 	 	 	 	 	 	 
10072	3	88	 	 	 	 	 	 	 
10073	1	47	 	 	 	2	2	17	88
10073	2	88	 	 	 	 	 	 	 
10073	3	88	 	 	 	 	 	 	 
10075	1	36	4	 	 	 	17	9	88
10075	2	42	 	2	 	 	1	17	88
10075	3	47	 	 	 	2	2	88	88
10076	1	47	 	 	 	2	17	2	9
10076	2	88	 	 	 	 	 	 	 
10076	3	88	 	 	 	 	 	 	 
10077	1	39	 	 	 	2	16	88	88
10077	2	47	 	 	 	2	2	1	88
10077	3	88	 	 	 	 	 	 	 
10079	1	39	 	3	 	 	16	21	88
10079	2	25	 	 	3	 	16	88	88
10079	3	47	 	 	 	3	2	88	88
10080	1	38	 	 	 	2	10	28	88
10080	2	1	 	 	2	2	9	17	88
10080	3	47	 	 	 	3	2	88	88
10081	1	47	 	 	 	2	17	2	88
10081	2	88	 	 	 	 	 	 	 
10081	3	88	 	 	 	 	 	 	 
10082	1	88	 	 	 	 	 	 	 
10082	2	88	 	 	 	 	 	 	 
10082	3	88	 	 	 	 	 	 	 
10083	1	39	 	2	 	 	9	17	88
10083	2	47	 	 	 	2	2	17	88
10083	3	88	 	 	 	 	 	 	 
10084	1	88	 	 	 	 	 	 	 
10084	2	88	 	 	 	 	 	 	 
10084	3	88	 	 	 	 	 	 	 
10085	1	37	 	 	3	 	17	21	9
10085	2	47	 	 	 	2	17	2	88
10085	3	88	 	 	 	 	 	 	 
10086	1	47	 	 	 	2	1	2	88
10086	2	88	 	 	 	 	 	 	 
10086	3	88	 	 	 	 	 	 	 
10087	1	42	 	 	 	3	17	9	88
10087	2	47	 	 	 	2	2	17	88
10087	3	88	 	 	 	 	 	 	 
10088	1	36	 	 	 	2	17	16	88
10088	2	88	 	 	 	 	 	 	 
10088	3	88	 	 	 	 	 	 	 
10089	1	47	 	 	 	2	17	88	88
10089	2	88	 	 	 	 	 	 	 
10089	3	88	 	 	 	 	 	 	 
10090	1	38	 	 	2	 	2	9	88
10090	2	47	 	 	 	2	2	17	88
10090	3	88	 	 	 	 	 	 	 
10091	1	42	 	 	 	2	9	88	88
10091	2	47	 	 	 	3	2	17	88
10091	3	39	 	 	2	 	17	21	88
10092	1	88	 	 	 	 	 	 	 
10092	2	88	 	 	 	 	 	 	 
10092	3	88	 	 	 	 	 	 	 
10093	1	47	 	 	 	3	2	88	88
10093	2	88	 	 	 	 	 	 	 
10093	3	88	 	 	 	 	 	 	 
10094	1	25	 	2	 	 	10	88	88
10094	2	28	3	 	 	 	10	28	88
10094	3	88	 	 	 	 	 	 	 
10095	1	38	 	3	 	 	9	21	17
10095	2	47	 	 	 	2	2	17	88
10095	3	36	 	1	 	 	17	88	88
10096	1	39	 	 	 	2	2	9	17
10096	2	47	 	 	 	2	2	17	88
10096	3	88	 	 	 	 	 	 	 
10097	1	34	4	 	 	 	22	18	9
10097	2	47	 	 	 	3	2	88	88
10097	3	88	 	 	 	 	 	 	 
10098	1	39	 	 	2	 	9	2	88
10098	2	47	 	 	 	3	2	9	88
10098	3	88	 	 	 	 	 	 	 
10099	1	47	 	 	 	3	2	17	88
10099	2	13	 	 	2	 	17	88	88
10099	3	88	 	 	 	 	 	 	 
10100	1	47	 	 	 	3	9	2	88
10100	2	88	 	 	 	 	 	 	 
10100	3	88	 	 	 	 	 	 	 
20001	1	29	 	 	2	 	2	9	22
20001	2	36	2	 	 	 	2	1	22
20001	3	47	 	 	 	2	2	9	22
20002	1	47	 	 	 	2	2	88	88
20002	2	88	 	 	 	 	 	 	 
20002	3	88	 	 	 	 	 	 	 
20003	1	29	 	 	2	 	12	2	88
20003	2	25	 	2	 	 	12	2	88
20003	3	47	 	 	 	2	12	2	88
20004	1	47	 	 	 	3	2	88	88
20004	2	88	 	 	 	 	 	 	 
20004	3	88	 	 	 	 	 	 	 
20005	1	47	 	 	 	2	2	22	18
20005	2	88	 	 	 	 	 	 	 
20005	3	88	 	 	 	 	 	 	 
20006	1	47	 	 	 	2	2	88	88
20006	2	88	 	 	 	 	 	 	 
20006	3	88	 	 	 	 	 	 	 
20007	1	40	2	 	 	 	2	17	88
20007	2	47	 	 	2	 	3	12	88
20007	3	88	 	 	 	 	 	 	 
20008	1	35	 	2	 	 	2	18	88
20008	2	47	 	 	2	 	2	18	88
20008	3	88	 	 	 	 	 	 	 
20009	1	47	 	 	3	 	2	18	88
20009	2	88	 	 	 	 	 	 	 
20009	3	88	 	 	 	 	 	 	 
20010	1	25	 	 	2	 	16	88	88
20010	2	47	 	 	 	1	2	88	88
20010	3	88	 	 	 	 	 	 	 
20011	1	29	 	2	2	 	9	8	22
20011	2	13	 	2	3	 	18	9	8
20011	3	47	 	4	3	3	2	88	88
20014	1	47	 	 	2	 	17	18	88
20014	2	88	 	 	 	 	 	 	 
20014	3	88	 	 	 	 	 	 	 
20015	1	47	 	 	 	2	2	88	88
20015	2	88	 	 	 	 	 	 	 
20015	3	88	 	 	 	 	 	 	 
20016	1	29	 	 	2	 	1	2	88
20016	2	39	 	 	 	2	1	2	88
20016	3	47	 	 	 	2	17	1	88
20017	1	29	 	 	2	 	17	20	88
20017	2	47	 	 	 	2	17	9	88
20017	3	88	 	 	 	 	 	 	 
20018	1	25	 	 	4	2	9	2	88
20018	2	31	 	 	2	 	7	88	88
20018	3	88	 	 	 	 	 	 	 
20019	1	29	 	 	 	2	2	1	88
20019	2	47	 	 	 	2	2	88	88
20019	3	88	 	 	 	 	 	 	 
20020	1	37	 	 	 	2	21	88	88
20020	2	47	 	 	 	3	2	88	88
20020	3	88	 	 	 	 	 	 	 
20021	1	40	 	 	 	2	18	9	17
20021	2	47	 	 	 	2	2	88	88
20021	3	88	 	 	 	 	 	 	 
20022	1	47	 	 	 	2	2	1	88
20022	2	29	 	 	2	 	2	1	88
20022	3	88	 	 	 	 	 	 	 
20023	1	47	 	 	 	2	17	88	88
20023	2	88	 	 	 	 	 	 	 
20023	3	88	 	 	 	 	 	 	 
20024	1	29	 	 	2	 	28	88	88
20024	2	39	2	 	 	 	28	88	88
20024	3	47	 	 	 	2	2	28	88
20025	1	36	 	 	1	 	20	88	88
20025	2	13	 	 	 	2	2	88	88
20025	3	47	 	 	 	3	2	88	88
20026	1	37	 	 	 	4	9	88	88
20026	2	47	 	 	 	2	2	1	88
20026	3	88	 	 	 	 	 	 	 
20027	1	14	 	 	2	 	2	1	88
20027	2	47	 	 	 	2	1	2	88
20027	3	88	 	 	 	 	 	 	 
20028	1	34	 	 	4	 	9	10	18
20028	2	36	 	 	 	2	9	18	88
20028	3	47	 	 	 	2	2	88	88
20029	1	35	 	 	 	2	2	9	88
20029	2	47	 	 	 	2	9	17	88
20029	3	88	 	 	 	 	 	 	 
20030	1	47	 	 	 	2	2	88	88
20030	2	88	 	 	 	 	 	 	 
20030	3	88	 	 	 	 	 	 	 
20031	1	25	 	 	3	 	2	16	88
20031	2	37	 	 	 	2	16	88	88
20031	3	38	 	 	 	2	16	88	88
20032	1	47	 	 	 	2	2	18	7
20032	2	88	 	 	 	 	 	 	 
20032	3	88	 	 	 	 	 	 	 
20033	1	47	 	 	2	 	2	9	17
20033	2	88	 	 	 	 	 	 	 
20033	3	88	 	 	 	 	 	 	 
20034	1	37	 	 	 	3	17	9	88
20034	2	47	 	 	2	 	17	2	88
20034	3	88	 	 	 	 	 	 	 
20035	1	47	 	 	 	2	1	88	88
20035	2	88	 	 	 	 	 	 	 
20035	3	88	 	 	 	 	 	 	 
20036	1	47	 	 	 	3	2	88	88
20036	2	88	 	 	 	 	 	 	 
20036	3	88	 	 	 	 	 	 	 
20037	1	47	 	 	3	 	2	88	88
20037	2	88	 	 	 	 	 	 	 
20037	3	88	 	 	 	 	 	 	 
20038	1	88	 	 	 	 	 	 	 
20038	2	88	 	 	 	 	 	 	 
20038	3	88	 	 	 	 	 	 	 
20039	1	47	 	 	2	88	2	88	88
20039	2	39	 	 	1	1	88	88	88
20039	3	38	 	 	 	2	1	88	88
20040	1	38	3	 	 	 	19	88	88
20040	2	47	 	 	 	1	2	88	88
20040	3	88	 	 	 	 	 	 	 
20041	1	12	 	 	3	 	17	88	88
20041	2	47	 	 	2	 	2	18	88
20041	3	88	 	 	 	 	 	 	 
20042	1	14	 	2	 	 	20	7	88
20042	2	39	 	 	1	 	10	88	88
20042	3	47	 	 	 	3	17	18	88
20043	1	25	4	 	 	 	16	2	21
20043	2	47	 	 	 	1	2	88	88
20043	3	14	 	2	 	 	7	88	88
20044	1	29	2	2	 	 	9	88	88
20044	2	47	 	 	 	3	17	9	88
20044	3	39	 	 	2	 	17	88	88
20045	1	47	 	 	3	 	2	88	88
20045	2	88	 	 	 	 	 	 	 
20045	3	88	 	 	 	 	 	 	 
20046	1	38	 	 	 	3	2	8	88
20046	2	47	 	 	3	3	2	88	88
20046	3	88	 	 	 	 	 	 	 
20047	1	37	 	 	 	3	17	9	88
20047	2	47	 	 	 	2	2	88	88
20047	3	88	 	 	 	 	 	 	 
20048	1	38	 	 	3	 	2	88	88
20048	2	47	 	 	 	3	2	1	88
20048	3	88	 	 	 	 	 	 	 
20049	1	47	 	 	 	2	17	9	88
20049	2	29	 	 	2	 	9	17	88
20049	3	88	 	 	 	 	 	 	 
20050	1	47	 	 	 	2	2	88	88
20050	2	88	 	 	 	 	 	 	 
20050	3	88	 	 	 	 	 	 	 
20051	1	12	 	 	4	 	17	7	88
20051	2	47	 	 	2	 	2	17	18
20051	3	88	 	 	 	 	 	 	 
20052	1	47	 	 	3	1	9	88	88
20052	2	38	 	 	 	3	2	88	88
20052	3	88	 	 	 	 	 	 	 
20053	1	47	 	 	 	2	2	88	88
20053	2	88	 	 	 	 	 	 	 
20053	3	88	 	 	 	 	 	 	 
20054	1	47	 	 	 	3	2	1	88
20054	2	88	 	 	 	 	 	 	 
20054	3	88	 	 	 	 	 	 	 
20055	1	40	 	2	 	 	9	17	18
20055	2	47	 	 	2	 	17	18	88
20055	3	88	 	 	 	 	 	 	 
20056	1	47	 	 	 	3	2	88	88
20056	2	88	 	 	 	 	 	 	 
20056	3	88	 	 	 	 	 	 	 
20057	1	25	2	 	 	2	7	88	88
20057	2	47	 	 	 	2	2	88	88
20057	3	88	 	 	 	 	 	 	 
20058	1	47	 	 	 	2	17	88	88
20058	2	39	 	 	 	2	17	88	88
20058	3	88	 	 	 	 	 	 	 
20059	1	47	 	 	3	 	2	88	88
20059	2	88	 	 	 	 	 	 	 
20059	3	88	 	 	 	 	 	 	 
20060	1	38	 	 	 	2	16	2	88
20060	2	47	 	 	 	3	2	88	88
20060	3	88	 	 	 	 	 	 	 
20061	1	35	2	 	 	 	18	17	88
20061	2	47	 	 	2	 	2	88	88
20061	3	88	 	 	 	 	 	 	 
20062	1	37	 	 	4	 	2	18	88
20062	2	47	 	 	 	2	2	88	88
20062	3	88	 	 	 	 	 	 	 
20063	1	28	 	 	 	2	1	17	88
20063	2	47	 	 	 	2	2	88	88
20063	3	88	 	 	 	 	 	 	 
20064	1	29	 	 	3	 	1	88	88
20064	2	47	 	 	 	2	2	7	88
20064	3	88	 	 	 	 	 	 	 
20065	1	38	 	 	3	 	21	9	88
20065	2	25	 	 	3	 	2	88	88
20065	3	47	 	 	 	1	2	88	88
20066	1	47	 	 	2	88	2	88	88
20066	2	88	 	 	 	 	 	 	 
20066	3	88	 	 	 	 	 	 	 
20067	1	47	 	 	 	2	17	88	88
20067	2	88	 	 	 	 	 	 	 
20067	3	88	 	 	 	 	 	 	 
20068	1	47	 	 	 	1	2	88	88
20068	2	88	 	 	 	 	 	 	 
20068	3	88	 	 	 	 	 	 	 
20069	1	47	 	 	 	2	2	88	88
20069	2	88	 	 	 	 	 	 	 
20069	3	88	 	 	 	 	 	 	 
20070	1	28	 	 	2	 	2	88	88
20070	2	47	 	 	 	2	1	88	88
20070	3	88	 	 	 	 	 	 	 
20071	1	24	 	2	 	 	16	2	88
20071	2	47	 	 	 	2	2	88	88
20071	3	88	 	 	 	 	 	 	 
20072	1	47	 	 	 	2	88	88	88
20072	2	88	 	 	 	 	 	 	 
20072	3	88	 	 	 	 	 	 	 
20073	1	47	 	 	3	2	2	88	88
20073	2	88	 	 	 	 	 	 	 
20073	3	88	 	 	 	 	 	 	 
20074	1	24	 	4	 	 	17	18	88
20074	2	12	 	 	3	 	2	88	88
20074	3	47	 	 	2	 	2	22	17
20075	1	47	 	 	 	2	2	18	88
20075	2	88	 	 	 	 	 	 	 
20075	3	88	 	 	 	 	 	 	 
20076	1	47	 	 	 	3	2	1	88
20076	2	36	 	 	 	4	2	88	88
20076	3	88	 	 	 	 	 	 	 
20078	1	29	 	 	 	4	2	1	88
20078	2	47	 	 	 	3	1	88	88
20078	3	88	 	 	 	 	 	 	 
20079	1	39	 	 	 	2	2	88	88
20079	2	47	 	 	 	2	2	88	88
20079	3	88	 	 	 	 	 	 	 
20080	1	47	 	 	 	2	2	88	88
20080	2	88	 	 	 	 	 	 	 
20080	3	88	 	 	 	 	 	 	 
20081	1	47	 	 	 	2	2	88	88
20081	2	88	 	 	 	 	 	 	 
20081	3	88	 	 	 	 	 	 	 
20082	1	45	 	 	3	 	20	9	16
20082	2	38	 	 	 	2	16	9	88
20082	3	47	 	 	 	2	2	88	88
20083	1	29	 	 	2	 	17	88	88
20083	2	39	 	 	 	2	17	88	88
20083	3	47	 	 	 	2	17	88	88
20084	1	37	 	2	 	 	16	2	21
20084	2	38	 	 	2	 	3	9	16
20084	3	47	 	 	 	3	2	88	88
20085	1	47	 	 	 	2	2	88	88
20085	2	88	 	 	 	 	 	 	 
20085	3	88	 	 	 	 	 	 	 
20086	1	47	 	 	 	3	2	17	18
20086	2	88	 	 	 	 	 	 	 
20086	3	88	 	 	 	 	 	 	 
20087	1	47	 	 	2	 	17	9	88
20087	2	40	 	 	2	 	2	18	17
20087	3	88	 	 	 	 	 	 	 
20088	1	47	 	 	2	 	2	9	22
20088	2	88	 	 	 	 	 	 	 
20088	3	88	 	 	 	 	 	 	 
20089	1	47	 	 	 	2	2	17	18
20089	2	88	 	 	 	 	 	 	 
20089	3	88	 	 	 	 	 	 	 
20090	1	47	 	 	 	2	2	88	88
20090	2	88	 	 	 	 	 	 	 
20090	3	88	 	 	 	 	 	 	 
20091	1	47	 	 	2	2	2	88	88
20091	2	88	 	 	 	 	 	 	 
20091	3	88	 	 	 	 	 	 	 
20092	1	25	 	 	4	 	28	88	88
20092	2	28	 	 	2	 	28	88	88
20092	3	47	 	 	 	3	2	88	88
20093	1	47	 	 	 	2	2	88	88
20093	2	88	 	 	 	 	 	 	 
20093	3	88	 	 	 	 	 	 	 
20094	1	47	 	 	 	2	2	88	88
20094	2	88	 	 	 	 	 	 	 
20094	3	88	 	 	 	 	 	 	 
20095	1	47	 	 	 	2	2	88	88
20095	2	88	 	 	 	 	 	 	 
20095	3	88	 	 	 	 	 	 	 
20096	1	47	 	 	 	2	17	88	88
20096	2	88	 	 	 	 	 	 	 
20096	3	88	 	 	 	 	 	 	 
20097	1	37	 	 	 	2	9	88	88
20097	2	29	 	 	4	 	2	9	88
20097	3	47	 	 	 	2	2	88	88
20098	1	12	 	 	3	 	2	10	88
20098	2	47	 	 	 	2	2	17	18
20098	3	88	 	 	 	 	 	 	 
20099	1	37	 	 	 	2	21	16	9
20099	2	47	 	 	 	2	2	1	88
20099	3	88	 	 	 	 	 	 	 
20100	1	41	 	2	 	 	16	17	88
20100	2	36	2	 	 	 	9	17	88
20100	3	88	 	 	 	 	 	 	 
30001	1	88	 	 	 	 	 	 	 
30001	2	88	 	 	 	 	 	 	 
30001	3	88	 	 	 	 	 	 	 
30003	1	47	 	 	 	2	2	88	88
30003	2	88	 	 	 	 	 	 	 
30003	3	88	 	 	 	 	 	 	 
30004	1	16	4	 	 	 	21	16	2
30004	2	36	 	 	 	2	16	18	21
30004	3	42	2	2	2	2	18	16	21
30005	1	47	 	 	 	2	9	6	21
30005	2	88	 	 	 	 	 	 	 
30005	3	88	 	 	 	 	 	 	 
30006	1	36	 	 	 	3	7	88	88
30006	2	88	 	 	 	 	 	 	 
30006	3	88	 	 	 	 	 	 	 
30007	1	45	2	 	 	 	2	88	88
30007	2	88	 	 	 	 	 	 	 
30007	3	88	 	 	 	 	 	 	 
30008	1	42	 	2	2	2	18	7	88
30008	2	47	 	 	 	2	7	88	88
30008	3	88	 	 	 	 	 	 	 
30009	1	42	 	 	2	2	18	21	7
30009	2	16	 	 	3	2	16	13	21
30009	3	88	 	 	 	 	 	 	 
30010	1	36	 	 	 	2	7	88	88
30010	2	88	 	 	 	 	 	 	 
30010	3	88	 	 	 	 	 	 	 
30011	1	88	 	 	 	 	 	 	 
30011	2	88	 	 	 	 	 	 	 
30011	3	88	 	 	 	 	 	 	 
30012	1	38	 	2	 	 	17	88	88
30012	2	1	 	 	 	2	16	88	88
30012	3	88	 	 	 	 	 	 	 
30013	1	88	 	 	 	 	 	 	 
30013	2	88	 	 	 	 	 	 	 
30013	3	88	 	 	 	 	 	 	 
30014	1	37	 	 	4	 	10	88	88
30014	2	39	 	 	 	2	16	18	88
30014	3	88	 	 	 	 	 	 	 
30015	1	88	 	 	 	 	 	 	 
30015	2	88	 	 	 	 	 	 	 
30015	3	88	 	 	 	 	 	 	 
30016	1	88	 	 	 	 	 	 	 
30016	2	88	 	 	 	 	 	 	 
30016	3	88	 	 	 	 	 	 	 
30017	1	88	 	 	 	 	 	 	 
30017	2	88	 	 	 	 	 	 	 
30017	3	88	 	 	 	 	 	 	 
30018	1	88	 	 	 	 	 	 	 
30018	2	88	 	 	 	 	 	 	 
30018	3	88	 	 	 	 	 	 	 
30019	1	16	 	 	 	2	2	16	18
30019	2	47	 	 	 	2	2	7	88
30019	3	88	 	 	 	 	 	 	 
30020	1	88	 	 	 	 	 	 	 
30020	2	88	 	 	 	 	 	 	 
30020	3	88	 	 	 	 	 	 	 
30021	1	88	 	 	 	 	 	 	 
30021	2	88	 	 	 	 	 	 	 
30021	3	88	 	 	 	 	 	 	 
30022	1	88	 	 	 	 	 	 	 
30022	2	88	 	 	 	 	 	 	 
30022	3	88	 	 	 	 	 	 	 
30023	1	47	 	 	2	2	2	88	88
30023	2	88	 	 	 	 	 	 	 
30023	3	88	 	 	 	 	 	 	 
30024	1	39	 	4	 	 	16	88	88
30024	2	36	 	 	2	 	16	88	88
30024	3	88	 	 	 	 	 	 	 
30026	1	14	 	 	 	2	17	88	88
30026	2	88	 	 	 	 	 	 	 
30026	3	88	 	 	 	 	 	 	 
30027	1	42	 	4	2	 	2	88	88
30027	2	88	 	 	 	 	 	 	 
30027	3	88	 	 	 	 	 	 	 
30028	1	38	 	 	 	4	16	88	88
30028	2	88	 	 	 	 	 	 	 
30028	3	88	 	 	 	 	 	 	 
30029	1	88	 	 	 	 	 	 	 
30029	2	88	 	 	 	 	 	 	 
30029	3	88	 	 	 	 	 	 	 
30030	1	88	 	 	 	 	 	 	 
30030	2	88	 	 	 	 	 	 	 
