CHILDCODE	EDCHSTR4	ATSCR4	GRDER4	SMESCHR4	TYSCR4	DSSCR4	NMSCWDR4	LNGINSR4
100081	12	1	5	 	8	12	773	75
100081	13	1	6	 	8	12	773	75
100082	10	1	3	 	1	12	1856	75
100082	11	1	4	 	1	12	1856	75
100082	12	1	5	 	1	12	1856	75
100082	13	1	6	 	1	12	1856	75
100083	10	1	3	 	8	12	773	75
100083	11	1	4	 	8	12	773	75
100083	12	1	5	 	8	12	773	75
100083	13	1	6	 	8	12	773	75
100084	10	1	4	 	1	12	1793	75
100084	11	1	5	 	1	12	1793	75
100084	12	1	6	 	1	12	1979	75
100084	13	1	7	 	1	12	1948	75
100085	10	1	4	 	1	12	780	75
100085	11	1	5	 	1	12	780	75
100085	12	1	6	 	1	12	780	75
100085	13	1	7	 	3	12	1040	72
100086	10	1	3	 	1	12	780	75
100086	11	1	4	 	1	12	780	75
100086	12	1	5	 	1	12	780	75
100086	13	1	6	 	8	12	780	75
100087	10	1	 	 	3	12	1376	72
100087	11	1	 	 	3	12	1376	72
100087	12	1	 	 	3	12	1376	72
100087	13	1	 	 	3	12	1376	72
100089	10	1	3	 	3	12	765	72
100089	11	1	4	 	3	12	1745	72
100089	12	1	4	 	3	12	1745	72
100089	13	1	5	 	3	12	1745	72
100090	10	1	3	 	3	12	1433	72
100090	11	1	4	 	3	12	1433	72
100090	12	1	5	 	3	12	1433	72
100090	13	1	6	 	3	12	1433	72
100091	10	1	3	 	3	12	765	72
100091	11	1	4	 	3	12	765	72
100091	12	1	5	 	3	12	765	72
100091	13	1	6	 	3	12	765	72
100092	10	1	3	 	1	12	773	75
100092	11	1	4	 	1	12	773	75
100092	12	1	4	 	1	12	774	75
100092	13	1	5	 	1	12	774	75
100093	10	1	3	 	3	12	1431	72
100093	11	1	4	 	3	12	1431	72
100093	12	1	5	 	3	12	1431	72
100093	13	1	6	 	3	12	1432	72
100094	10	1	1	 	1	12	773	75
100094	11	1	2	 	1	12	830	75
100094	12	1	3	 	1	12	773	75
100094	13	1	4	 	1	12	773	75
100095	10	1	3	 	1	12	830	75
100095	11	1	4	 	1	12	830	75
100095	12	1	5	 	1	12	830	75
100095	13	1	6	 	1	12	830	75
100096	10	1	3	 	8	12	774	75
100096	11	1	4	 	8	12	774	75
100096	12	1	5	 	8	12	774	75
100096	13	1	6	 	8	12	774	75
100097	10	1	3	 	3	12	1034	72
100097	11	1	4	 	3	12	1034	72
100097	12	1	5	 	3	12	1034	72
100097	13	1	6	 	3	12	1044	72
100098	10	1	6	 	3	12	830	72
100098	11	1	7	 	3	12	765	72
100098	12	1	8	 	3	12	1040	72
100098	13	1	9	 	3	12	1040	72
100099	10	1	2	 	1	12	1864	75
100099	11	1	3	 	1	12	1864	75
100099	12	1	4	 	1	12	1864	75
100099	13	1	5	 	1	12	1864	75
100100	10	1	5	 	3	11	1694	72
100100	11	1	6	 	3	11	2144	72
100100	12	1	7	 	3	11	2144	72
100100	13	1	8	 	3	11	2144	72
110001	10	1	4	1	 	 	 	 
110001	11	1	5	1	 	 	 	 
110001	12	1	6	0	3	12	2177	72
110001	13	1	7	1	 	 	 	 
110002	10	1	5	1	 	 	 	 
110002	11	1	6	0	3	12	1050	75
110002	12	1	7	1	 	 	 	 
110002	13	1	8	1	 	 	 	 
110003	10	1	4	1	 	 	 	 
110003	11	1	5	1	 	 	 	 
110003	12	1	6	0	3	12	1050	72
110003	13	1	7	0	3	12	1050	72
110004	10	1	4	1	 	 	 	 
110004	11	1	5	1	 	 	 	 
110004	12	1	6	0	3	12	1410	72
110004	13	1	7	1	 	 	 	 
110005	10	1	5	1	 	 	 	 
110005	11	1	6	0	3	12	2177	72
110005	12	1	7	1	 	 	 	 
110005	13	1	8	1	 	 	 	 
110007	10	1	3	1	 	 	 	 
110007	11	1	4	1	 	 	 	 
110007	12	1	5	0	1	12	2119	75
110007	13	1	6	0	3	12	1656	75
110008	10	1	3	1	 	 	 	 
110008	11	1	4	1	 	 	 	 
110008	12	1	5	0	3	12	1472	75
110008	13	1	6	1	 	 	 	 
110009	10	1	6	0	1	98	2074	75
110009	11	1	7	0	1	98	1643	75
110009	12	1	8	1	1	98	1643	75
110009	13	1	9	1	1	98	1643	75
110010	10	1	4	0	1	12	2100	75
110010	11	1	5	1	 	 	 	 
110010	12	1	6	1	 	 	 	 
110010	13	1	7	1	 	 	 	 
110011	10	1	4	1	 	 	 	 
110011	11	1	5	1	 	 	 	 
110011	12	1	6	0	3	12	2177	72
110011	13	1	7	1	 	 	 	 
110012	10	1	4	1	 	 	 	 
110012	11	1	5	1	 	 	 	 
110012	12	1	6	0	3	12	2177	72
110012	13	1	7	1	 	 	 	 
110013	10	1	1	0	1	12	1967	75
110013	11	1	2	1	 	 	 	 
110013	12	1	3	1	 	 	 	 
110013	13	1	4	1	 	 	 	 
110014	10	1	4	1	1	12	447	75
110014	11	1	5	0	1	12	2003	75
110014	12	1	6	1	1	12	2003	75
110014	13	1	7	1	1	12	2003	75
110015	10	1	2	1	 	 	 	 
110015	11	1	3	1	 	 	 	 
110015	12	1	4	1	 	 	 	 
110015	13	1	5	1	 	 	 	 
110016	10	1	2	1	 	 	 	 
110016	11	1	3	1	 	 	 	 
110016	12	1	4	1	 	 	 	 
110016	13	1	5	1	 	 	 	 
110017	10	1	2	1	 	 	 	 
110017	11	1	3	1	 	 	 	 
110017	12	1	4	1	 	 	 	 
110017	13	1	5	1	 	 	 	 
110018	10	1	5	1	 	 	 	 
110018	11	1	6	1	 	 	 	 
110018	12	1	7	1	 	 	 	 
110018	13	1	8	0	8	12	1049	72
110019	10	1	4	1	 	 	 	 
110019	11	1	5	1	 	 	 	 
110019	12	1	6	0	3	12	1065	75
110019	13	1	7	0	3	12	1656	75
110020	10	1	2	0	3	12	446	72
110020	11	1	3	1	 	 	 	 
110020	12	1	4	1	 	 	 	 
110020	13	1	5	1	 	 	 	 
110021	10	1	3	1	 	 	 	 
110021	11	1	4	1	 	 	 	 
110021	12	1	5	1	 	 	 	 
110021	13	1	6	0	3	12	1656	75
110022	10	1	2	1	 	 	 	 
110022	11	1	3	1	 	 	 	 
110022	12	1	4	1	 	 	 	 
110022	13	1	5	1	 	 	 	 
110023	10	1	3	1	 	 	 	 
110023	11	1	4	1	 	 	 	 
110023	12	1	5	1	 	 	 	 
110023	13	1	6	0	3	12	1065	72
110024	10	1	3	1	 	 	 	 
110024	11	1	4	1	 	 	 	 
110024	12	1	5	1	 	 	 	 
110024	13	1	6	0	3	12	1537	72
110025	10	1	3	1	 	 	 	 
110025	11	1	4	1	 	 	 	 
110025	12	1	5	0	1	12	1914	75
110025	13	1	6	1	 	 	 	 
110027	10	1	4	1	 	 	 	 
110027	11	1	5	1	 	 	 	 
110027	12	1	6	1	 	 	 	 
110027	13	1	7	0	3	12	1065	72
110028	10	1	3	1	3	12	446	72
110028	11	1	2	0	1	12	1967	75
110028	12	1	3	1	1	12	1967	75
110028	13	1	4	1	1	12	1967	75
110029	10	1	4	1	 	 	 	 
110029	11	1	5	1	 	 	 	 
110029	12	1	6	0	3	12	446	75
110029	13	1	7	1	 	 	 	 
110030	10	1	4	1	 	 	 	 
110030	11	1	5	1	 	 	 	 
110030	12	1	6	1	 	 	 	 
110030	13	1	7	0	3	12	1656	75
110031	10	1	4	1	 	 	 	 
110031	11	1	5	1	 	 	 	 
110031	12	1	6	0	3	12	1065	72
110031	13	1	7	0	3	12	1656	75
110033	10	1	5	1	 	 	 	 
110033	11	1	6	1	 	 	 	 
110033	12	1	7	0	3	12	1065	72
110033	13	1	8	1	 	 	 	 
110034	10	1	4	1	 	 	 	 
110034	11	1	5	1	 	 	 	 
110034	12	1	6	0	3	12	441	72
110034	13	1	7	0	3	12	1656	75
110035	10	1	2	1	 	 	 	 
110035	11	1	3	1	 	 	 	 
110035	12	1	4	1	 	 	 	 
110035	13	1	5	0	8	12	1967	75
110036	10	1	5	1	 	 	 	 
110036	11	1	6	0	3	12	2177	75
110036	12	1	7	1	 	 	 	 
110036	13	1	8	1	 	 	 	 
110037	10	1	5	1	 	 	 	 
110037	11	1	6	0	3	12	1050	75
110037	12	1	7	1	 	 	 	 
110037	13	1	8	1	 	 	 	 
110038	10	1	2	1	 	 	 	 
110038	11	1	3	1	 	 	 	 
110038	12	1	4	1	 	 	 	 
110038	13	1	5	1	 	 	 	 
110039	10	1	5	1	 	 	 	 
110039	11	1	6	1	 	 	 	 
110039	12	1	7	1	 	 	 	 
110039	13	1	8	1	 	 	 	 
110040	10	1	5	1	 	 	 	 
110040	11	1	6	0	3	12	2177	75
110040	12	1	7	1	 	 	 	 
110040	13	1	8	1	 	 	 	 
110041	10	1	4	1	3	12	443	72
110041	11	1	5	0	3	12	1302	72
110041	12	1	6	1	3	12	1302	72
110041	13	1	7	1	3	12	1302	72
110042	10	1	4	1	 	 	 	 
110042	11	1	5	1	 	 	 	 
110042	12	0	 	 	 	 	 	 
110042	13	0	 	 	 	 	 	 
110043	10	1	5	1	 	 	 	 
110043	11	1	6	0	3	12	2177	72
110043	12	1	7	1	 	 	 	 
110043	13	1	8	1	 	 	 	 
110044	10	1	2	1	 	 	 	 
110044	11	1	3	1	 	 	 	 
110044	12	1	4	1	 	 	 	 
110044	13	1	5	1	 	 	 	 
110045	10	1	4	0	3	13	2182	72
110045	11	1	5	1	 	 	 	 
110045	12	1	6	1	 	 	 	 
110045	13	1	7	1	 	 	 	 
110046	10	1	3	1	 	 	 	 
110046	11	1	4	1	 	 	 	 
110046	12	1	5	1	 	 	 	 
110046	13	1	6	0	3	12	1450	72
110047	10	1	5	1	 	 	 	 
110047	11	1	6	1	 	 	 	 
110047	12	1	7	1	 	 	 	 
110047	13	1	8	0	3	12	1065	72
110048	10	1	3	1	 	 	 	 
110048	11	1	4	1	 	 	 	 
110048	12	1	5	1	 	 	 	 
110048	13	1	6	1	 	 	 	 
110050	10	1	3	1	 	 	 	 
110050	11	1	4	1	 	 	 	 
110050	12	1	5	1	 	 	 	 
110050	13	1	6	1	 	 	 	 
110051	10	1	3	0	1	12	1549	75
110051	11	1	4	1	 	 	 	 
110051	12	1	5	1	 	 	 	 
110051	13	1	6	1	 	 	 	 
110052	10	1	2	1	 	 	 	 
110052	11	1	3	1	 	 	 	 
110052	12	1	4	1	 	 	 	 
110052	13	1	5	1	 	 	 	 
110053	10	1	4	1	 	 	 	 
110053	11	1	5	1	 	 	 	 
110053	12	1	6	1	 	 	 	 
110053	13	1	7	1	 	 	 	 
110054	10	1	3	1	 	 	 	 
110054	11	1	4	1	 	 	 	 
110054	12	1	5	1	 	 	 	 
110054	13	1	6	0	3	12	2194	72
110055	10	1	4	1	 	 	 	 
110055	11	1	5	1	 	 	 	 
110055	12	1	6	1	 	 	 	 
110055	13	1	7	1	 	 	 	 
110056	10	1	3	1	 	 	 	 
110056	11	1	4	1	 	 	 	 
110056	12	1	5	1	 	 	 	 
110056	13	1	6	0	3	12	1065	72
110057	10	1	3	1	 	 	 	 
110057	11	1	4	1	 	 	 	 
110057	12	1	5	0	3	12	1472	72
110057	13	1	6	1	 	 	 	 
110058	10	1	5	0	3	12	1302	75
110058	11	1	6	1	 	 	 	 
110058	12	1	7	1	 	 	 	 
110058	13	1	8	0	3	12	1065	75
110059	10	1	4	1	 	 	 	 
110059	11	1	5	1	 	 	 	 
110059	12	1	6	1	 	 	 	 
110059	13	1	7	1	 	 	 	 
110060	10	1	3	0	1	98	2083	58
110060	11	1	4	1	 	 	 	 
110060	12	1	5	1	 	 	 	 
110060	13	1	6	1	 	 	 	 
110061	10	1	4	1	 	 	 	 
110061	11	1	5	1	 	 	 	 
110061	12	1	6	1	 	 	 	 
110061	13	1	7	1	 	 	 	 
110063	10	1	5	1	 	 	 	 
110063	11	1	6	1	 	 	 	 
110063	12	1	7	1	 	 	 	 
110063	13	1	8	0	3	12	1656	75
110064	10	1	4	1	 	 	 	 
110064	11	1	5	1	 	 	 	 
110064	12	1	6	1	 	 	 	 
110064	13	1	7	1	 	 	 	 
110065	10	1	5	1	 	 	 	 
110065	11	1	6	0	3	12	1052	72
110065	12	1	7	0	3	12	1530	72
110065	13	1	8	1	 	 	 	 
110066	10	1	4	1	 	 	 	 
110066	11	1	5	1	 	 	 	 
110066	12	1	6	0	3	12	1052	72
110066	13	1	7	1	 	 	 	 
110067	10	1	2	1	 	 	 	 
110067	11	1	3	0	1	12	1557	75
110067	12	1	4	0	1	12	1855	75
110067	13	1	5	1	 	 	 	 
110068	10	1	4	 	3	98	1889	58
110068	11	1	5	 	1	98	1517	58
110068	12	1	5	 	1	98	1889	58
110068	13	1	6	 	3	98	1889	58
110069	10	1	4	1	 	 	 	 
110069	11	1	5	1	 	 	 	 
110069	12	1	6	0	3	12	444	72
110069	13	1	7	1	 	 	 	 
110070	10	1	4	1	 	 	 	 
110070	11	1	5	1	 	 	 	 
110070	12	1	6	0	3	12	1052	72
110070	13	1	7	1	 	 	 	 
110071	10	1	4	1	 	 	 	 
110071	11	1	5	1	 	 	 	 
110071	12	1	6	0	3	12	1052	72
110071	13	1	7	1	 	 	 	 
110072	10	1	5	1	 	 	 	 
110072	11	1	6	0	3	12	1052	72
110072	12	1	7	1	 	 	 	 
110072	13	1	8	1	 	 	 	 
110073	10	1	4	1	 	 	 	 
110073	11	1	5	1	 	 	 	 
110073	12	1	6	0	3	12	1052	72
110073	13	1	7	1	 	 	 	 
110074	10	1	5	0	3	12	444	72
110074	11	1	6	0	3	12	1052	72
110074	12	1	7	1	 	 	 	 
110074	13	1	8	1	 	 	 	 
110075	10	1	4	1	 	 	 	 
110075	11	1	5	1	 	 	 	 
110075	12	1	6	0	3	12	1052	72
110075	13	1	7	1	 	 	 	 
110076	10	1	4	1	 	 	 	 
110076	11	1	5	1	 	 	 	 
110076	12	1	6	0	3	12	1052	72
110076	13	1	7	1	 	 	 	 
110077	10	1	6	0	3	12	1052	72
110077	11	1	7	1	 	 	 	 
110077	12	1	8	1	 	 	 	 
110077	13	1	9	1	 	 	 	 
110078	10	1	4	0	1	13	2005	75
110078	11	1	5	1	 	 	 	 
110078	12	1	6	1	 	 	 	 
110078	13	1	7	1	 	 	 	 
110079	10	1	4	1	 	 	 	 
110079	11	1	5	1	 	 	 	 
110079	12	1	6	0	3	12	1052	72
110079	13	1	7	1	 	 	 	 
110080	10	1	5	1	 	 	 	 
110080	11	1	6	0	3	12	1052	72
110080	12	1	7	1	 	 	 	 
110080	13	1	8	1	 	 	 	 
110081	10	1	6	0	3	12	1052	72
110081	11	1	7	1	 	 	 	 
110081	12	1	8	1	 	 	 	 
110081	13	1	9	1	 	 	 	 
110082	10	1	5	1	 	 	 	 
110082	11	1	6	0	3	12	1052	72
110082	12	1	7	1	 	 	 	 
110082	13	1	8	1	 	 	 	 
110083	10	1	6	0	3	12	1052	72
110083	11	1	7	1	 	 	 	 
110083	12	1	8	1	 	 	 	 
110083	13	1	9	1	 	 	 	 
110084	10	1	2	 	1	12	2039	75
110084	11	1	3	 	1	12	2039	75
110084	12	1	4	 	1	12	2039	75
110084	13	1	5	 	1	12	2039	75
110085	10	1	4	1	 	 	 	 
110085	11	1	5	1	 	 	 	 
110085	12	1	6	1	 	 	 	 
110085	13	1	7	1	 	 	 	 
110086	10	1	6	0	3	12	1052	72
110086	11	1	7	1	 	 	 	 
110086	12	1	8	1	 	 	 	 
110086	13	1	9	1	 	 	 	 
110087	10	1	4	1	 	 	 	 
110087	11	1	5	1	 	 	 	 
110087	12	1	6	0	3	12	1052	72
110087	13	1	7	1	 	 	 	 
110088	10	1	4	0	3	12	440	72
110088	11	1	5	1	 	 	 	 
110088	12	1	6	0	3	12	2177	72
110088	13	1	7	1	 	 	 	 
110089	10	1	3	1	 	 	 	 
110089	11	1	4	1	 	 	 	 
110089	12	1	5	1	 	 	 	 
110089	13	1	6	0	3	12	1917	75
110091	10	1	4	1	 	 	 	 
110091	11	1	5	0	3	14	2175	72
110091	12	1	6	1	 	 	 	 
110091	13	1	7	1	 	 	 	 
110092	10	1	3	1	 	 	 	 
110092	11	1	4	1	 	 	 	 
110092	12	1	5	1	 	 	 	 
110092	13	1	6	1	 	 	 	 
110093	10	1	4	1	 	 	 	 
110093	11	1	5	1	 	 	 	 
110093	12	1	6	0	3	12	1052	72
110093	13	1	7	1	 	 	 	 
110094	10	1	5	1	 	 	 	 
110094	11	1	6	0	3	12	1052	72
110094	12	1	7	1	 	 	 	 
110094	13	1	8	1	 	 	 	 
110095	10	1	4	1	 	 	 	 
110095	11	1	5	1	 	 	 	 
110095	12	1	6	0	8	12	1777	75
110095	13	1	7	1	 	 	 	 
110096	10	1	4	1	 	 	 	 
110096	11	1	5	1	 	 	 	 
110096	12	1	6	1	 	 	 	 
110096	13	1	7	1	 	 	 	 
110097	10	1	3	1	 	 	 	 
110097	11	1	4	1	 	 	 	 
110097	12	1	5	1	 	 	 	 
110097	13	1	6	0	3	12	1052	72
110098	10	1	5	 	3	12	625	72
110098	11	1	6	 	3	12	625	72
110098	12	1	7	 	3	12	625	72
110098	13	1	8	 	3	12	1045	72
110099	10	1	3	1	 	 	 	 
110099	11	1	4	1	 	 	 	 
110099	12	1	5	0	3	15	1420	72
110099	13	1	6	1	 	 	 	 
110100	10	1	6	0	3	12	1052	72
110100	11	1	7	1	 	 	 	 
110100	12	1	8	1	 	 	 	 
110100	13	1	9	1	 	 	 	 
110102	10	1	6	0	3	12	444	72
110102	11	1	7	1	 	 	 	 
110102	12	1	8	0	3	12	1752	72
110102	13	1	9	1	 	 	 	 
110103	10	1	4	1	 	 	 	 
110103	11	1	5	1	 	 	 	 
110103	12	1	6	0	3	12	1052	72
110103	13	1	7	1	 	 	 	 
110104	10	1	3	1	 	 	 	 
110104	11	1	4	1	 	 	 	 
110104	12	1	5	1	 	 	 	 
110104	13	1	6	0	3	12	1052	72
120001	10	1	3	 	3	12	1608	72
120001	11	1	4	 	3	12	1608	75
120001	12	1	5	 	3	12	1608	75
120001	13	1	6	 	1	12	1070	75
120002	10	1	3	 	3	12	1072	72
120002	11	1	4	 	3	11	2176	58
120002	12	1	5	 	3	11	2176	72
120002	13	1	6	 	3	11	2176	72
120003	10	1	3	 	6	12	1568	75
120003	11	1	4	 	6	12	1568	75
120003	12	1	5	 	6	12	1568	75
120003	13	1	6	 	6	12	1568	75
120004	10	1	4	 	3	12	1608	72
120004	11	1	5	 	3	12	1608	72
120004	12	1	6	 	3	12	1071	72
120004	13	1	7	 	3	12	1071	72
120005	10	1	4	 	3	12	1608	72
120005	11	1	5	 	3	12	1608	72
120005	12	1	6	 	3	12	1071	72
120005	13	1	7	 	3	12	1071	72
120006	10	1	3	 	3	12	1608	72
120006	11	1	4	 	3	12	1608	72
120006	12	1	5	 	3	12	1608	72
120006	13	1	6	 	3	12	1071	72
120007	10	1	4	 	3	12	1609	72
120007	11	1	5	 	3	12	1609	72
120007	12	1	6	 	3	12	1609	72
120007	13	1	7	 	3	12	1071	72
120008	10	1	3	 	6	12	1568	75
120008	11	1	4	 	6	12	1568	75
120008	12	1	5	 	6	12	1568	75
120008	13	1	6	 	6	12	1568	75
120009	10	1	2	 	1	12	1929	75
120009	11	1	3	 	1	12	1929	75
120009	12	1	4	 	1	12	1929	75
120009	13	1	5	 	1	12	1929	75
120010	10	1	4	 	3	12	476	72
120010	11	1	5	 	3	12	476	72
120010	12	1	6	 	3	12	1071	72
120010	13	1	7	 	3	12	1071	72
120011	10	1	4	 	1	12	1568	75
120011	11	1	5	 	1	12	1568	75
120011	12	1	6	 	1	12	1811	75
120011	13	1	7	 	1	12	1811	75
120012	10	1	2	 	3	12	476	72
120012	11	1	3	 	3	12	476	72
120012	12	1	4	 	2	12	1568	75
120012	13	1	5	 	2	12	1568	75
120013	10	1	2	 	2	12	1568	75
120013	11	1	3	 	2	12	1568	75
120013	12	1	4	 	2	12	1568	75
120013	13	1	5	 	2	12	1568	75
120014	10	1	3	 	1	12	1811	75
120014	11	1	4	 	1	12	1811	75
120014	12	1	5	 	1	12	1811	75
120014	13	1	6	 	1	12	1811	75
120015	10	1	2	 	1	12	1337	75
120015	11	1	3	 	1	12	1876	75
120015	12	1	4	 	1	12	1876	75
120015	13	1	5	 	1	12	1876	75
120016	10	1	3	 	3	12	1697	72
120016	11	1	4	 	3	12	1697	72
120016	12	1	5	 	3	12	1697	72
120016	13	1	6	 	3	12	2193	72
120017	10	1	1	 	2	12	1568	75
120017	11	1	2	 	2	12	1568	75
120017	12	1	3	 	2	12	1568	75
120017	13	1	4	 	2	12	1568	75
120018	10	1	3	 	1	12	1568	75
120018	11	1	4	 	1	12	1568	75
120018	12	1	5	 	1	12	1568	75
120018	13	1	6	 	1	12	1568	75
120019	10	1	5	 	3	12	1071	72
120019	11	1	6	 	3	12	1071	72
120019	12	1	7	 	3	12	1071	72
120019	13	1	8	 	3	12	1071	72
120020	10	1	4	 	2	12	1077	75
120020	11	1	5	 	1	12	1811	75
120020	12	1	6	 	1	12	1811	75
120020	13	1	7	 	1	12	1811	75
120021	10	1	3	 	3	12	476	72
120021	11	1	4	 	3	12	476	72
120021	12	1	5	 	3	12	476	72
120021	13	1	6	 	3	12	1071	72
120022	10	1	4	 	1	12	2015	75
120022	11	1	5	 	1	12	1336	75
120022	12	1	6	 	1	12	1811	75
120022	13	1	7	 	1	12	1811	75
120023	10	1	1	 	1	12	1568	75
120023	11	1	2	 	2	12	1568	75
120023	12	1	3	 	2	12	1568	75
120023	13	1	4	 	2	12	1568	75
120024	10	1	3	 	1	12	1795	75
120024	11	1	4	 	1	12	1795	75
120024	12	1	6	 	1	12	1795	75
120024	13	1	7	 	1	12	1795	75
120025	10	1	3	 	2	12	1568	75
120025	11	1	4	 	2	12	1568	75
120025	12	1	5	 	3	12	1293	75
120025	13	1	6	 	3	12	1293	75
120026	10	1	4	 	6	12	483	75
120026	11	1	5	 	6	12	483	75
120026	12	1	6	 	2	12	483	75
120026	13	1	7	 	1	12	1038	75
120027	10	1	5	 	3	12	1072	72
120027	11	1	6	 	3	12	1071	72
120027	12	1	7	 	3	12	1071	72
120027	13	1	8	 	3	12	1071	72
120028	10	1	4	 	3	12	1608	72
120028	11	1	5	 	3	12	1608	72
120028	12	1	6	 	1	12	1811	75
120028	13	1	7	 	1	12	1811	75
120029	10	1	4	 	1	12	1568	75
120029	11	1	5	 	1	12	1568	75
120029	12	1	6	 	2	12	1568	75
120029	13	1	7	 	2	12	1568	75
120030	10	1	4	 	3	12	476	72
120030	11	1	5	 	3	12	476	72
120030	12	1	6	 	3	12	1071	72
120030	13	1	7	 	3	12	1071	72
120031	10	1	4	 	1	12	1945	75
120031	11	1	5	 	1	12	1945	75
120031	12	1	6	 	1	12	1945	75
120031	13	1	7	 	1	12	1945	75
120032	10	1	4	 	3	12	1878	72
120032	11	1	5	 	3	12	1878	72
120032	12	1	6	 	3	12	1878	72
120032	13	1	7	 	3	12	1878	72
120033	10	1	4	 	1	12	1568	75
120033	11	1	5	 	1	12	1568	75
120033	12	1	6	 	1	12	1568	75
120033	13	1	7	 	1	12	1568	75
120034	10	1	3	 	3	12	476	72
120034	11	1	4	 	3	12	476	72
120034	12	1	5	 	3	12	476	72
120034	13	1	6	 	3	12	1071	72
120035	10	1	4	 	1	12	1568	75
120035	11	1	5	 	1	12	1568	75
120035	12	1	6	 	1	12	1568	75
120035	13	1	7	 	1	12	1568	75
120036	10	1	3	 	2	12	1568	75
120036	11	1	5	 	1	12	2011	75
120036	12	1	6	 	1	12	2011	75
120036	13	1	7	 	3	12	1071	75
120037	10	1	5	 	3	12	476	72
120037	11	1	6	 	3	12	1071	72
120037	12	1	7	 	3	12	1071	72
120037	13	1	8	 	3	12	1071	72
120038	10	1	3	 	1	12	1494	75
120038	11	1	4	 	1	12	1494	75
120038	12	1	5	 	1	12	1494	75
120038	13	1	6	 	1	12	1494	75
120039	10	1	3	 	3	12	1071	72
120039	11	1	4	 	3	12	1071	72
120039	12	1	5	 	3	12	1071	72
120039	13	1	6	 	3	12	1071	72
120040	10	1	5	 	3	12	1071	72
120040	11	1	6	 	3	12	1071	72
120040	12	1	7	 	3	12	1071	72
120040	13	1	8	 	3	12	1071	72
120041	10	1	5	 	3	12	1072	72
120041	11	1	6	 	3	12	1071	72
120041	12	1	7	 	3	12	1071	72
120041	13	1	8	 	3	12	1071	72
120042	10	1	4	 	3	12	476	72
120042	11	1	5	 	3	12	476	72
120042	12	1	6	 	3	12	1071	72
120042	13	1	7	 	3	12	1071	72
120043	10	1	5	 	3	12	476	72
120043	11	1	6	 	3	12	1071	72
120043	12	1	7	 	3	12	1071	72
120043	13	1	8	 	3	12	1071	72
120044	10	1	4	 	2	12	1568	75
120044	11	1	5	 	2	12	1568	75
120044	12	1	6	 	2	12	1568	75
120044	13	1	7	 	1	12	1811	75
120045	10	1	3	 	2	12	1568	75
120045	11	1	4	 	2	12	1568	75
120045	12	1	5	 	2	12	1568	75
120045	13	1	6	 	2	12	1568	75
120046	10	1	3	 	3	12	479	72
120046	11	1	4	 	3	12	479	72
120046	12	1	5	 	3	12	479	72
120046	13	1	6	 	3	12	1080	75
120047	10	1	4	 	3	12	479	72
120047	11	1	5	 	3	12	479	72
120047	12	1	6	 	3	12	1080	72
120047	13	1	7	 	3	12	1080	72
120048	10	1	5	 	3	12	479	72
120048	11	1	6	 	3	12	1080	75
120048	12	1	7	 	3	12	1080	75
120048	13	1	8	 	3	12	1080	75
120049	10	1	4	 	3	12	479	72
120049	11	1	5	 	3	12	479	72
120049	12	1	6	 	3	12	1080	72
120049	13	1	7	 	3	12	1080	72
120050	10	1	5	 	3	12	479	72
120050	11	1	6	 	3	12	1080	75
120050	12	1	7	 	3	12	1080	75
120050	13	1	8	 	3	12	1080	75
120051	10	1	2	 	3	12	479	72
120051	11	1	3	 	3	12	479	72
120051	12	1	4	 	3	12	479	72
120051	13	1	5	 	3	12	479	72
120052	10	1	4	 	3	12	479	72
120052	11	1	5	 	3	12	479	72
120052	12	1	6	 	3	12	1080	75
120052	13	1	7	 	3	12	1080	75
120053	10	1	3	 	3	12	479	72
120053	11	1	4	 	3	12	479	72
120053	12	1	5	 	3	12	479	72
120053	13	1	6	 	3	12	1080	72
120054	10	1	4	 	3	12	479	72
120054	11	1	5	 	3	12	479	72
120054	12	1	6	 	3	12	1080	72
120054	13	1	7	 	3	12	1080	72
120055	10	1	4	 	3	12	479	72
120055	11	1	5	 	3	12	479	72
120055	12	1	6	 	3	12	1080	72
120055	13	1	7	 	3	12	1080	72
120056	10	1	5	 	3	12	479	72
120056	11	1	6	 	3	12	1080	75
120056	12	1	7	 	3	12	1080	75
120056	13	1	8	 	3	12	1080	75
120057	10	1	5	 	3	12	479	72
120057	11	1	6	 	3	12	1080	72
120057	12	1	7	 	3	12	1080	72
120057	13	1	8	 	3	12	1080	72
120058	10	1	2	 	1	12	479	75
120058	11	1	2	 	1	12	1974	75
120058	12	1	3	 	1	12	1974	75
120058	13	1	5	 	3	12	479	72
120059	10	1	4	 	3	12	479	72
120059	11	1	5	 	3	12	479	72
120059	12	1	6	 	3	12	1080	72
120059	13	1	7	 	3	12	1080	72
120060	10	1	4	 	3	12	479	72
120060	11	1	5	 	3	12	479	72
120060	12	1	6	 	3	12	1080	72
120060	13	1	7	 	3	12	1080	72
120061	10	1	4	 	3	12	479	72
120061	11	1	5	 	3	12	479	72
120061	12	1	6	 	3	12	1080	72
120061	13	1	7	 	3	12	1080	72
120062	10	1	4	 	3	12	479	72
120062	11	1	5	 	3	12	479	72
120062	12	1	6	 	3	12	1080	72
120062	13	1	7	 	3	12	1080	72
120063	10	1	3	 	3	12	479	72
120063	11	1	4	 	3	12	479	72
120063	12	1	5	 	3	12	479	72
120063	13	1	6	 	3	12	1080	75
120064	10	1	4	 	3	12	480	72
