placeid	departid	clustid	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	puchct	prchct	puprsc	prprsc	prisch	secsch	heactr	cadctr	othserv1	othserv2	othserv3	timerelg	timetele	timeintr	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timepucc	timeprcc	timepups	timeprps	timeprsc	timesesc	timehect	timecadc	timeoth1	timeoth2	timeoth3	trnsrelg	trnstele	trnsint	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnpucc	trnprcc	trnpups	trnprps	trnprsc	trnsesc	trnhect	trncadc	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	vaccnprg	hemoinfl	hepb	yellowfv	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	vaccn4yr	hemo4yr	hepb4yr	yellw4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	a_4yothr1	a_4yothr2	lndmale	plntmale	weedmale	hrvsmale	postmale	pstrmale	othrmale	mmonland	mmonplnt	mmonweed	mmonhrvs	mmonpost	mmonpstr	mmonothr	lndfmle	plntfmle	weedfmle	hrvsfmle	postfmle	pstrfmle	othrfmle	fmonland	fmonplnt	fmonweed	fmonhrvs	fmonpost	fmonpstr	fmonothr	lndchld	plntchld	weedchld	hrvschld	postchld	pstrchld	othrchld	cmonland	cmonplnt	cmonweed	cmonhrvs	cmonpost	cmonpstr	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	prcirrgt	prcdry	prcpstr	prcbuild	minirrgt	mindry	minpstr	minbuild	maxirrgt	maxdry	maxpstr	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	priccrop	mincrop	maxcrop
PE80MC91	15	99	16	5	2007	5/16/2007	7184	5	1	5	5	5	5	5	5	3	2	5	1	15	7	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	9	11	88	88	88	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	-88	-88	-88	-88	-77	20	30	5	7	-88	-88	-88	-88	-88	-88	-88	7	-88	-88	-88	88	88	88	88	88	7	7	7	7	88	88	88	88	88	88	88	7	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	14	15	-11	-11	-88	6	-11	-11	-11	8.5	-88	-11	-11	-11	-11	-11	8	-88	-88	1.5	25	12	12	30	30	.600000023841858	.119999997317791	.0399999991059303	.25	.800000011920929	1.5	2.5	14	25.5	2.09999990463257	1.79999995231628	4.5	.600000023841858	4	1.29999995231628	12	-88	-88	-88	50	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	9	8	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC92	15	99	5	6	2007	6/5/2007	-77	1	5	5	5	5	5	5	2	3	4	5	1	30	7	88	88	30	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	77	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	88	88	88	88	88	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	-88	-88	-88	15	15	15	30	30	-77	-77	-88	-88	-88	10	10	20	15	-88	-88	-88	88	88	88	7	7	7	7	7	88	88	88	88	88	1	1	7	7	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	20	30	25	-88	-88	20	20	-11	25	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	35	12	12	25	18	.600000023841858	.0299999993294477	.129999995231628	.25	1	2.40000009536743	3	12	30	2.09999990463257	2.20000004768372	4.5	.600000023841858	4.5	2.5	12.8999996185303	-88	-88	-88	2000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC93	15	99	30	5	2007	5/30/2007	504	1	5	5	5	5	5	5	5	5	2	5	1	10	7	88	88	10	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-88	-88	-88	10	-77	20	15	10	-77	5	5	-88	3	5	10	12	15	-88	-88	-88	88	88	88	7	88	7	7	1	88	1	1	88	1	1	1	1	7	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	-11	20	-11	-88	-88	12	-11	-11	-11	-88	-88	-11	-1	-11	-11	-88	-88	-88	-88	1.5	38	15	15	30	28	.600000023841858	.0399999991059303	.119999997317791	.25	1.20000004768372	2	2.59999990463257	15	26.25	2.20000004768372	2	4.30000019073486	.5	4.5	1.79999995231628	12.6000003814697	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	15	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC94	15	99	5	6	2007	6/5/2007	10590	1	5	5	5	5	5	5	3	3	2	5	1	15	7	88	88	15	20	7	88	88	20	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	9	88	88	88	88	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	-88	-88	-88	15	-77	15	15	15	-77	-88	15	15	-88	-88	-88	10	15	-88	-88	-88	88	88	88	7	88	1	1	7	88	88	7	7	88	88	88	5	7	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	15	30	-11	-88	-88	15	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	40	15	15	32	30	.600000023841858	.0399999991059303	.129999995231628	.25	1	1.79999995231628	3.5	-88	30	2.29999995231628	2	5	.600000023841858	4.5	1.5	12	-88	-88	-88	250	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	16	-88	12	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC95	15	99	30	5	2007	5/30/2007	30000	1	5	5	5	5	5	5	5	5	2	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	20	25	20	-88	-88	15	20	-11	20	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	3.5	35	12	12	18	18	.600000023841858	.0399999991059303	.119999997317791	.25	1	2	3	15	36	2.20000004768372	2	4.5	.800000011920929	3.5	1.5	16	-88	-88	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	18	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC96	15	99	6	6	2007	6/6/2007	700	5	5	1	5	5	5	5	5	2	3	5	1	30	7	88	88	30	20	7	88	88	20	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	1	1	77	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-88	-88	-88	10	30	30	30	20	-77	10	-77	5	10	5	20	5	30	-88	-88	-88	88	88	88	7	7	7	7	7	88	1	88	1	1	1	7	1	7	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	30	25	25	-88	-88	15	-11	-11	20	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	35	10	10	23	20	.600000023841858	.0399999991059303	.119999997317791	.0399999991059303	1	1.60000002384186	1.79999995231628	-88	27	2.20000004768372	2	4.5	.600000023841858	4	2	12	-88	-88	-88	50	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC97	15	99	31	5	2007	5/31/2007	1000	1	5	5	5	5	5	5	5	3	2	5	1	10	1	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	-88	-88	-88	-88	-88	-88	30	-88	-77	-88	-88	-88	-88	-88	-88	15	10	-88	-88	-88	88	88	88	88	88	88	7	88	88	88	88	88	88	88	88	1	1	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	-77	20	-11	-88	-88	15	-77	-11	-11	-88	-88	-11	-77	-11	-11	-88	-88	-88	-88	1.39999997615814	35	12	12	25	25	.600000023841858	.0399999991059303	.129999995231628	.25	.899999976158142	1.79999995231628	3.40000009536743	-88	27	2.09999990463257	1.60000002384186	4.19999980926514	.600000023841858	4	1.5	12	-88	-88	-88	477	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC98	15	99	11	5	2007	5/11/2007	380000	1	5	5	5	5	5	5	5	3	2	5	1	-88	88	88	88	-88	10	7	88	88	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	11	9	11	88	88	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	-88	-88	-88	-88	-77	-88	-88	-88	-88	25	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	7	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	20	25	15	15	35	8	20	-11	15	15	-11	-11	15	20	10	-11	-11	10	10	.800000011920929	25	7	7	18	15	.649999976158142	.0299999993294477	.119999997317791	.25	.800000011920929	1.79999995231628	2.40000009536743	12	24.75	2	2.09999990463257	3.79999995231628	.5	4.30000019073486	1.60000002384186	12.1000003814697	-88	-88	-88	480	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	16	20	12	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC99	15	99	10	5	2007	5/10/2007	51364	1	5	5	5	5	5	5	4	4	2	4	1	-88	88	88	88	-88	15	7	88	88	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	14	14	11	11	88	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	-88	-88	-88	-88	-77	-88	-88	-88	-77	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	15	30	-11	-88	-88	25	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	47	15	15	36	32	.600000023841858	.0399999991059303	.119999997317791	.25	1	2	2.59999990463257	-88	28	2.20000004768372	2.09999990463257	3.79999995231628	.600000023841858	3.79999995231628	1.79999995231628	-88	-88	-88	-88	110	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	18	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC01	15	99	1	6	2007	6/1/2007	9985	1	5	5	5	5	5	5	5	5	2	5	1	15	7	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	2	14	11	88	88	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	-88	-88	-88	-88	-77	15	15	-88	30	-77	-88	-88	-88	-88	-88	20	15	-88	-88	-88	88	88	88	88	88	7	7	88	7	88	88	88	88	88	88	7	7	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	25	30	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1	40	15	15	35	30	.600000023841858	.0399999991059303	.119999997317791	.25	1.20000004768372	2.20000004768372	3.20000004768372	15	30	2.09999990463257	2.29999995231628	5	.699999988079071	4.80000019073486	1.79999995231628	-88	-88	-88	-88	480	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	15	12	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC02	15	99	15	5	2007	5/15/2007	2800	5	5	1	5	5	5	5	5	5	2	5	1	10	6	88	88	10	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	88	88	88	88	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	-88	-88	-88	10	5	10	10	10	10	-88	-88	-88	-88	-88	-88	-88	10	-88	-88	-88	88	88	88	6	6	6	6	6	6	88	88	88	88	88	88	88	6	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	10	25	-11	-88	-88	15	10	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	35	10	10	25	22	.600000023841858	.0399999991059303	.0799999982118607	.300000011920929	1	1.79999995231628	2.40000009536743	-88	-88	2.09999990463257	2	3.79999995231628	.600000023841858	3.79999995231628	1.29999995231628	13.5	-88	-88	-88	-77	-88	-88	-88	-77	-88	-88	-88	-77	-88	-88	-88	-88	-88	-88	-88	-88	15	20	12	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
