CHILDCODE	ASSTIDR4	ASSETR4	NUMASSR4	ASACTR4	NMOWNR4	VLASTR4	CHDSASR4
191004	1	1	3	11	0	 	 
191004	2	4	1	11	0	 	 
191004	3	8	1	11	0	 	 
191004	4	88	 	 	 	 	 
191004	5	88	 	 	 	 	 
191004	6	88	 	 	 	 	 
191005	1	23	1	23	1	200	0
191005	2	88	 	 	 	 	 
191005	3	88	 	 	 	 	 
191005	4	88	 	 	 	 	 
191005	5	88	 	 	 	 	 
191005	6	88	 	 	 	 	 
191006	1	21	1	21	1	2000	0
191006	2	88	 	 	 	 	 
191006	3	88	 	 	 	 	 
191006	4	88	 	 	 	 	 
191006	5	88	 	 	 	 	 
191006	6	88	 	 	 	 	 
191007	1	 	 	 	 	 	 
191007	2	 	 	 	 	 	 
191007	3	 	 	 	 	 	 
191007	4	 	 	 	 	 	 
191007	5	 	 	 	 	 	 
191007	6	 	 	 	 	 	 
191008	1	1	4	11	0	 	 
191008	2	4	1	11	0	 	 
191008	3	8	1	11	0	 	 
191008	4	88	 	 	 	 	 
191008	5	88	 	 	 	 	 
191008	6	88	 	 	 	 	 
191009	1	23	1	23	1	500	0
191009	2	88	 	 	 	 	 
191009	3	88	 	 	 	 	 
191009	4	88	 	 	 	 	 
191009	5	88	 	 	 	 	 
191009	6	88	 	 	 	 	 
191010	1	1	2	8	2	50	0
191010	2	88	 	 	 	 	 
191010	3	88	 	 	 	 	 
191010	4	88	 	 	 	 	 
191010	5	88	 	 	 	 	 
191010	6	88	 	 	 	 	 
191011	1	15	4	12	1	500	0
191011	2	88	 	 	 	 	 
191011	3	88	 	 	 	 	 
191011	4	88	 	 	 	 	 
191011	5	88	 	 	 	 	 
191011	6	88	 	 	 	 	 
191012	1	1	4	11	0	 	 
191012	2	4	1	11	0	 	 
191012	3	8	1	11	0	 	 
191012	4	88	 	 	 	 	 
191012	5	88	 	 	 	 	 
191012	6	88	 	 	 	 	 
191013	1	 	 	 	 	 	 
191013	2	 	 	 	 	 	 
191013	3	 	 	 	 	 	 
191013	4	 	 	 	 	 	 
191013	5	 	 	 	 	 	 
191013	6	 	 	 	 	 	 
191014	1	1	4	11	0	 	 
191014	2	4	1	11	0	 	 
191014	3	8	1	11	0	 	 
191014	4	88	 	 	 	 	 
191014	5	88	 	 	 	 	 
191014	6	88	 	 	 	 	 
191015	1	 	 	 	 	 	 
191015	2	 	 	 	 	 	 
191015	3	 	 	 	 	 	 
191015	4	 	 	 	 	 	 
191015	5	 	 	 	 	 	 
191015	6	 	 	 	 	 	 
191016	1	16	1	20	1	30000	0
191016	2	2	1	11	1	300	0
191016	3	88	 	 	 	 	 
191016	4	88	 	 	 	 	 
191016	5	88	 	 	 	 	 
191016	6	88	 	 	 	 	 
191017	1	1	4	11	0	 	 
191017	2	4	1	11	0	 	 
191017	3	8	1	11	0	 	 
191017	4	88	 	 	 	 	 
191017	5	88	 	 	 	 	 
191017	6	88	 	 	 	 	 
191018	1	1	5	11	5	100	0
191018	2	4	1	11	1	70	0
191018	3	8	1	11	1	100	0
191018	4	88	 	 	 	 	 
191018	5	88	 	 	 	 	 
191018	6	88	 	 	 	 	 
191019	1	1	1	11	0	 	 
191019	2	4	1	11	0	 	 
191019	3	8	1	11	0	 	 
191019	4	13	9	7	9	1300	0
191019	5	88	 	 	 	 	 
191019	6	88	 	 	 	 	 
191020	1	 	 	 	 	 	 
191020	2	 	 	 	 	 	 
191020	3	 	 	 	 	 	 
191020	4	 	 	 	 	 	 
191020	5	 	 	 	 	 	 
191020	6	 	 	 	 	 	 
191021	1	 	 	 	 	 	 
191021	2	 	 	 	 	 	 
191021	3	 	 	 	 	 	 
191021	4	 	 	 	 	 	 
191021	5	 	 	 	 	 	 
191021	6	 	 	 	 	 	 
191022	1	1	3	8	3	100	0
191022	2	88	 	 	 	 	 
191022	3	88	 	 	 	 	 
191022	4	88	 	 	 	 	 
191022	5	88	 	 	 	 	 
191022	6	88	 	 	 	 	 
191023	1	30	4	26	4	8000	0
191023	2	88	 	 	 	 	 
191023	3	88	 	 	 	 	 
191023	4	88	 	 	 	 	 
191023	5	88	 	 	 	 	 
191023	6	88	 	 	 	 	 
191024	1	1	4	11	4	20	0
191024	2	4	1	11	0	 	 
191024	3	8	1	11	0	 	 
191024	4	88	 	 	 	 	 
191024	5	88	 	 	 	 	 
191024	6	88	 	 	 	 	 
191025	1	15	31	12	31	10000	0
191025	2	88	 	 	 	 	 
191025	3	88	 	 	 	 	 
191025	4	88	 	 	 	 	 
191025	5	88	 	 	 	 	 
191025	6	88	 	 	 	 	 
191026	1	1	1	11	0	 	 
191026	2	10	1	3	1	5000	0
191026	3	88	 	 	 	 	 
191026	4	88	 	 	 	 	 
191026	5	88	 	 	 	 	 
191026	6	88	 	 	 	 	 
191027	1	 	 	 	 	 	 
191027	2	 	 	 	 	 	 
191027	3	 	 	 	 	 	 
191027	4	 	 	 	 	 	 
191027	5	 	 	 	 	 	 
191027	6	 	 	 	 	 	 
191028	1	1	1	8	1	25	0
191028	2	88	 	 	 	 	 
191028	3	88	 	 	 	 	 
191028	4	88	 	 	 	 	 
191028	5	88	 	 	 	 	 
191028	6	88	 	 	 	 	 
191029	1	1	4	11	0	 	 
191029	2	4	1	11	0	 	 
191029	3	8	1	11	0	 	 
191029	4	21	1	21	1	1500	0
191029	5	88	 	 	 	 	 
191029	6	88	 	 	 	 	 
191031	1	23	7	12	7	50000	0
191031	2	24	1	23	1	54000	0
191031	3	88	 	 	 	 	 
191031	4	88	 	 	 	 	 
191031	5	88	 	 	 	 	 
191031	6	88	 	 	 	 	 
191032	1	23	7	23	7	2650	0
191032	2	88	 	 	 	 	 
191032	3	88	 	 	 	 	 
191032	4	88	 	 	 	 	 
191032	5	88	 	 	 	 	 
191032	6	88	 	 	 	 	 
191033	1	1	2	8	2	50	0
191033	2	88	 	 	 	 	 
191033	3	88	 	 	 	 	 
191033	4	88	 	 	 	 	 
191033	5	88	 	 	 	 	 
191033	6	88	 	 	 	 	 
191034	1	 	 	 	 	 	 
191034	2	 	 	 	 	 	 
191034	3	 	 	 	 	 	 
191034	4	 	 	 	 	 	 
191034	5	 	 	 	 	 	 
191034	6	 	 	 	 	 	 
191035	1	 	 	 	 	 	 
191035	2	 	 	 	 	 	 
191035	3	 	 	 	 	 	 
191035	4	 	 	 	 	 	 
191035	5	 	 	 	 	 	 
191035	6	 	 	 	 	 	 
191036	1	 	 	 	 	 	 
191036	2	 	 	 	 	 	 
191036	3	 	 	 	 	 	 
191036	4	 	 	 	 	 	 
191036	5	 	 	 	 	 	 
191036	6	 	 	 	 	 	 
191037	1	1	5	11	0	 	 
191037	2	4	1	11	0	 	 
191037	3	8	1	11	0	 	 
191037	4	24	1	23	1	500	0
191037	5	23	1	23	1	5000	0
191037	6	88	 	 	 	 	 
191038	1	 	 	 	 	 	 
191038	2	 	 	 	 	 	 
191038	3	 	 	 	 	 	 
191038	4	 	 	 	 	 	 
191038	5	 	 	 	 	 	 
191038	6	 	 	 	 	 	 
191039	1	 	 	 	 	 	 
191039	2	 	 	 	 	 	 
191039	3	 	 	 	 	 	 
191039	4	 	 	 	 	 	 
191039	5	 	 	 	 	 	 
191039	6	 	 	 	 	 	 
191040	1	 	 	 	 	 	 
191040	2	 	 	 	 	 	 
191040	3	 	 	 	 	 	 
191040	4	 	 	 	 	 	 
191040	5	 	 	 	 	 	 
191040	6	 	 	 	 	 	 
191041	1	21	2	21	2	13000	0
191041	2	88	 	 	 	 	 
191041	3	88	 	 	 	 	 
191041	4	88	 	 	 	 	 
191041	5	88	 	 	 	 	 
191041	6	88	 	 	 	 	 
191042	1	1	5	11	0	 	 
191042	2	4	1	11	0	 	 
191042	3	8	1	11	0	 	 
191042	4	88	 	 	 	 	 
191042	5	88	 	 	 	 	 
191042	6	88	 	 	 	 	 
191043	1	21	1	31	1	10000	0
191043	2	88	 	 	 	 	 
191043	3	88	 	 	 	 	 
191043	4	88	 	 	 	 	 
191043	5	88	 	 	 	 	 
191043	6	88	 	 	 	 	 
191044	1	1	1	8	1	20	0
191044	2	88	 	 	 	 	 
191044	3	88	 	 	 	 	 
191044	4	88	 	 	 	 	 
191044	5	88	 	 	 	 	 
191044	6	88	 	 	 	 	 
191045	1	 	 	 	 	 	 
191045	2	 	 	 	 	 	 
191045	3	 	 	 	 	 	 
191045	4	 	 	 	 	 	 
191045	5	 	 	 	 	 	 
191045	6	 	 	 	 	 	 
191046	1	13	7	7	7	1280	0
191046	2	1	2	7	2	140	0
191046	3	88	 	 	 	 	 
191046	4	88	 	 	 	 	 
191046	5	88	 	 	 	 	 
191046	6	88	 	 	 	 	 
191048	1	23	11	23	11	40000	0
191048	2	88	 	 	 	 	 
191048	3	88	 	 	 	 	 
191048	4	88	 	 	 	 	 
191048	5	88	 	 	 	 	 
191048	6	88	 	 	 	 	 
191049	1	13	5	7	5	1000	0
191049	2	88	 	 	 	 	 
191049	3	88	 	 	 	 	 
191049	4	88	 	 	 	 	 
191049	5	88	 	 	 	 	 
191049	6	88	 	 	 	 	 
191050	1	23	2	23	2	2000	0
191050	2	88	 	 	 	 	 
191050	3	88	 	 	 	 	 
191050	4	88	 	 	 	 	 
191050	5	88	 	 	 	 	 
191050	6	88	 	 	 	 	 
191051	1	1	5	11	0	 	 
191051	2	4	1	11	0	 	 
191051	3	8	1	11	0	 	 
191051	4	88	 	 	 	 	 
191051	5	88	 	 	 	 	 
191051	6	88	 	 	 	 	 
201001	1	25	1	24	0	 	 
201001	2	88	 	 	 	 	 
201001	3	88	 	 	 	 	 
201001	4	88	 	 	 	 	 
201001	5	88	 	 	 	 	 
201001	6	88	 	 	 	 	 
201002	1	1	5	11	5	150	1
201002	2	4	3	11	3	360	1
201002	3	8	6	11	6	620	1
201002	4	88	 	 	 	 	 
201002	5	88	 	 	 	 	 
201002	6	88	 	 	 	 	 
201003	1	 	 	 	 	 	 
201003	2	 	 	 	 	 	 
201003	3	 	 	 	 	 	 
201003	4	 	 	 	 	 	 
201003	5	 	 	 	 	 	 
201003	6	 	 	 	 	 	 
201004	1	1	13	11	13	350	1
201004	2	2	1	8	1	300	1
201004	3	4	2	11	2	400	1
201004	4	8	2	11	2	300	1
201004	5	88	 	 	 	 	 
201004	6	88	 	 	 	 	 
201005	1	 	 	 	 	 	 
201005	2	 	 	 	 	 	 
201005	3	 	 	 	 	 	 
201005	4	 	 	 	 	 	 
201005	5	 	 	 	 	 	 
201005	6	 	 	 	 	 	 
201006	1	1	3	11	3	75	0
201006	2	4	2	11	2	300	0
201006	3	8	12	11	12	900	0
201006	4	2	1	7	1	200	0
201006	5	13	5	7	5	300	0
201006	6	88	 	 	 	 	 
201007	1	1	2	11	2	50	1
201007	2	88	 	 	 	 	 
201007	3	88	 	 	 	 	 
201007	4	88	 	 	 	 	 
201007	5	88	 	 	 	 	 
201007	6	88	 	 	 	 	 
201008	1	1	13	11	13	260	1
201008	2	4	2	11	2	180	1
201008	3	8	4	11	4	500	1
201008	4	88	 	 	 	 	 
201008	5	88	 	 	 	 	 
201008	6	88	 	 	 	 	 
201009	1	1	2	11	2	50	0
201009	2	4	1	11	1	100	0
201009	3	2	1	11	1	250	0
201009	4	8	10	11	10	800	0
201009	5	13	2	7	2	100	0
201009	6	88	 	 	 	 	 
201010	1	1	7	11	7	265	1
201010	2	2	1	8	1	65	1
201010	3	4	1	11	1	55	1
201010	4	8	1	11	1	300	1
201010	5	88	 	 	 	 	 
201010	6	88	 	 	 	 	 
201011	1	1	8	11	8	400	1
201011	2	2	2	8	2	300	1
201011	3	4	2	11	2	250	1
201011	4	8	2	11	2	300	1
201011	5	88	 	 	 	 	 
201011	6	88	 	 	 	 	 
201012	1	16	1	1	0	 	 
201012	2	88	 	 	 	 	 
201012	3	88	 	 	 	 	 
201012	4	88	 	 	 	 	 
201012	5	88	 	 	 	 	 
201012	6	88	 	 	 	 	 
201013	1	1	5	11	5	140	1
201013	2	2	1	11	1	60	1
201013	3	4	1	11	1	80	1
201013	4	8	4	11	4	500	1
201013	5	88	 	 	 	 	 
201013	6	88	 	 	 	 	 
201014	1	1	4	11	4	60	1
201014	2	23	2	23	2	1000	1
201014	3	88	 	 	 	 	 
201014	4	88	 	 	 	 	 
201014	5	88	 	 	 	 	 
201014	6	88	 	 	 	 	 
201015	1	1	2	11	2	50	1
201015	2	88	 	 	 	 	 
201015	3	88	 	 	 	 	 
201015	4	88	 	 	 	 	 
201015	5	88	 	 	 	 	 
201015	6	88	 	 	 	 	 
201016	1	1	4	11	4	80	1
201016	2	2	1	11	1	90	1
201016	3	4	1	11	1	110	1
201016	4	8	3	11	3	300	1
201016	5	88	 	 	 	 	 
201016	6	88	 	 	 	 	 
201017	1	1	6	11	6	120	1
201017	2	2	1	11	1	120	1
201017	3	4	1	11	1	100	1
201017	4	8	3	11	3	450	1
201017	5	88	 	 	 	 	 
201017	6	88	 	 	 	 	 
201018	1	1	3	11	3	75	0
201018	2	4	2	11	2	200	0
201018	3	8	8	11	8	455	0
201018	4	13	4	7	4	100	0
201018	5	2	1	11	1	200	0
201018	6	88	 	 	 	 	 
201019	1	1	3	11	3	75	1
201019	2	4	2	11	2	200	1
201019	3	8	3	11	3	300	1
201019	4	88	 	 	 	 	 
201019	5	88	 	 	 	 	 
201019	6	88	 	 	 	 	 
201020	1	 	 	 	 	 	 
201020	2	 	 	 	 	 	 
201020	3	 	 	 	 	 	 
201020	4	 	 	 	 	 	 
201020	5	 	 	 	 	 	 
201020	6	 	 	 	 	 	 
201021	1	1	3	11	3	60	0
201021	2	13	3	7	3	90	0
201021	3	88	 	 	 	 	 
201021	4	88	 	 	 	 	 
201021	5	88	 	 	 	 	 
201021	6	88	 	 	 	 	 
201022	1	23	28	23	28	33000	1
201022	2	88	 	 	 	 	 
201022	3	88	 	 	 	 	 
201022	4	88	 	 	 	 	 
201022	5	88	 	 	 	 	 
201022	6	88	 	 	 	 	 
201023	1	1	6	11	6	130	1
201023	2	4	1	11	1	90	1
201023	3	2	1	11	1	80	1
201023	4	8	2	11	2	180	1
201023	5	88	 	 	 	 	 
201023	6	88	 	 	 	 	 
201024	1	 	 	 	 	 	 
201024	2	 	 	 	 	 	 
201024	3	 	 	 	 	 	 
201024	4	 	 	 	 	 	 
201024	5	 	 	 	 	 	 
201024	6	 	 	 	 	 	 
201025	1	 	 	 	 	 	 
201025	2	 	 	 	 	 	 
201025	3	 	 	 	 	 	 
201025	4	 	 	 	 	 	 
201025	5	 	 	 	 	 	 
201025	6	 	 	 	 	 	 
201026	1	1	5	11	5	125	0
201026	2	4	2	11	2	200	0
201026	3	8	12	11	12	1000	0
201026	4	2	1	11	1	250	0
201026	5	13	2	7	2	100	0
201026	6	88	 	 	 	 	 
201027	1	1	5	11	5	75	1
201027	2	2	1	11	1	150	1
201027	3	4	1	11	1	90	1
201027	4	8	2	11	2	160	1
201027	5	88	 	 	 	 	 
201027	6	88	 	 	 	 	 
201028	1	1	8	11	8	180	1
201028	2	4	1	11	1	100	1
201028	3	8	1	11	1	200	1
201028	4	88	 	 	 	 	 
201028	5	88	 	 	 	 	 
201028	6	88	 	 	 	 	 
201029	1	1	5	11	5	100	1
201029	2	4	2	11	2	200	1
201029	3	8	2	11	2	350	1
201029	4	88	 	 	 	 	 
201029	5	88	 	 	 	 	 
201029	6	88	 	 	 	 	 
201030	1	1	3	11	3	30	1
201030	2	88	 	 	 	 	 
201030	3	88	 	 	 	 	 
201030	4	88	 	 	 	 	 
201030	5	88	 	 	 	 	 
201030	6	88	 	 	 	 	 
201031	1	1	7	11	7	270	1
201031	2	4	1	11	1	80	1
201031	3	2	1	11	1	100	1
201031	4	8	4	11	4	500	1
201031	5	88	 	 	 	 	 
201031	6	88	 	 	 	 	 
201032	1	1	6	11	6	140	1
201032	2	4	1	11	1	80	1
201032	3	8	2	11	2	240	1
201032	4	88	 	 	 	 	 
201032	5	88	 	 	 	 	 
201032	6	88	 	 	 	 	 
201035	1	1	7	11	7	200	1
201035	2	2	1	11	1	50	1
201035	3	4	2	11	2	200	1
201035	4	8	5	11	5	300	1
201035	5	88	 	 	 	 	 
201035	6	88	 	 	 	 	 
201036	1	1	5	11	5	150	0
201036	2	4	2	11	2	200	0
201036	3	2	1	11	1	300	0
201036	4	8	20	11	20	1700	0
201036	5	13	4	7	4	250	0
201036	6	88	 	 	 	 	 
201037	1	 	 	 	 	 	 
201037	2	 	 	 	 	 	 
201037	3	 	 	 	 	 	 
201037	4	 	 	 	 	 	 
201037	5	 	 	 	 	 	 
201037	6	 	 	 	 	 	 
201038	1	1	5	11	5	60	1
201038	2	88	 	 	 	 	 
201038	3	88	 	 	 	 	 
201038	4	88	 	 	 	 	 
201038	5	88	 	 	 	 	 
201038	6	88	 	 	 	 	 
201039	1	1	2	11	2	40	0
201039	2	4	2	11	2	200	0
201039	3	8	9	11	9	700	0
201039	4	2	1	11	1	100	0
201039	5	13	3	7	3	80	0
201039	6	88	 	 	 	 	 
201040	1	 	 	 	 	 	 
201040	2	 	 	 	 	 	 
201040	3	 	 	 	 	 	 
201040	4	 	 	 	 	 	 
201040	5	 	 	 	 	 	 
201040	6	 	 	 	 	 	 
201042	1	1	5	11	5	120	1
201042	2	4	2	11	2	200	1
201042	3	8	2	11	2	320	1
201042	4	88	 	 	 	 	 
201042	5	88	 	 	 	 	 
201042	6	88	 	 	 	 	 
201043	1	 	 	 	 	 	 
201043	2	 	 	 	 	 	 
201043	3	 	 	 	 	 	 
201043	4	 	 	 	 	 	 
201043	5	 	 	 	 	 	 
201043	6	 	 	 	 	 	 
201044	1	1	6	11	6	210	1
201044	2	2	1	11	1	110	1
201044	3	4	2	11	2	220	1
201044	4	8	4	11	4	600	1
201044	5	88	 	 	 	 	 
201044	6	88	 	 	 	 	 
201045	1	 	 	 	 	 	 
201045	2	 	 	 	 	 	 
201045	3	 	 	 	 	 	 
201045	4	 	 	 	 	 	 
201045	5	 	 	 	 	 	 
201045	6	 	 	 	 	 	 
201046	1	1	5	11	5	200	1
201046	2	4	1	11	1	30	1
201046	3	8	1	11	1	150	1
201046	4	2	1	8	1	100	1
201046	5	88	 	 	 	 	 
201046	6	88	 	 	 	 	 
201047	1	1	3	11	3	80	0
201047	2	4	2	11	2	150	0
201047	3	8	10	11	10	950	0
201047	4	2	1	11	1	300	0
201047	5	13	3	7	3	150	0
201047	6	88	 	 	 	 	 
201049	1	1	6	11	6	100	1
201049	2	2	1	11	1	120	1
201049	3	4	2	11	2	180	1
201049	4	8	4	11	4	300	1
201049	5	88	 	 	 	 	 
201049	6	88	 	 	 	 	 
201050	1	 	 	 	 	 	 
201050	2	 	 	 	 	 	 
201050	3	 	 	 	 	 	 
201050	4	 	 	 	 	 	 
201050	5	 	 	 	 	 	 
201050	6	 	 	 	 	 	 
